"pgfamstd","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1987","Not Employed","Female","25","","","","2"
"Married, but separated","1987","Employed","Female","63","0.0261152439980837","0.0200051617320109","0.0322253262641566","2"
"Married, but separated","1987","Employed","Male","137","0.0252965613390733","0.0204593525519257","0.0301337701262209","2"
"Single","1987","Employed","Male","1051","0.277847752035891","0.264048813933119","0.291646690138663","3"
"Single","1987","Employed","Female","725","0.316128155669065","0.298314002571388","0.333942308766741","3"
"Single","1987","Not Employed","Female","352","0.113878645785218","0.1017404143088","0.126016877261636","3"
"Single","1987","Not Employed","Male","416","0.260358267616546","0.234817264275851","0.285899270957241","3"
"Widowed","1987","Employed","Female","75","0.0377601753597088","0.0304571149243681","0.0450632357950495","5"
"Widowed","1987","Employed","Male","28","","","","5"
"Widowed","1987","Not Employed","Female","474","0.296782245267053","0.279325971729687","0.31423851880442","5"
"Widowed","1987","Not Employed","Male","83","0.12312079323388","0.103996862936523","0.142244723531237","5"
"Divorced","1988","Not Employed","Male","24","","","","4"
"Divorced","1988","Employed","Female","159","0.0751073276805617","0.0649095253545712","0.0853051300065522","4"
"Divorced","1988","Not Employed","Female","60","0.0323398400956912","0.0253450308196689","0.0393346493717135","4"
"Divorced","1988","Employed","Male","113","0.0406633826573217","0.0344309981137795","0.0468957672008639","4"
"Married","1988","Not Employed","Female","1602","0.542360258948254","0.522660935634502","0.562059582262006","1"
"Married","1988","Not Employed","Male","586","0.561744338551918","0.532180039935805","0.591308637168031","1"
"Married","1988","Employed","Female","1554","0.549776800029183","0.53052696975089","0.569026630307477","1"
"Married","1988","Employed","Male","2567","0.636171491629394","0.620990419489102","0.651352563769685","1"
"Married, but separated","1988","Not Employed","Male","21","","","","2"
"Married, but separated","1988","Not Employed","Female","30","0.013063176745404","0.00857350498649296","0.017552848504315","2"
"Married, but separated","1988","Employed","Male","129","0.0286384529396342","0.0233754670005438","0.0339014388787246","2"
"Married, but separated","1988","Employed","Female","76","0.0322583511761207","0.0254220598166639","0.0390946425355776","2"
"Single","1988","Not Employed","Female","333","0.118826609408245","0.106031822645478","0.131621396171012","3"
"Single","1988","Employed","Male","1019","0.284084757950686","0.269854205829776","0.298315310071595","3"
"Single","1988","Employed","Female","693","0.300269018752593","0.282533635453123","0.318004402052063","3"
"Single","1988","Not Employed","Male","368","0.266908648737169","0.240551718207166","0.293265579267171","3"
"Widowed","1988","Employed","Female","84","0.0425885023615416","0.0347755483416101","0.0504014563814731","5"
"Widowed","1988","Employed","Male","30","0.0104419148229646","0.00723433333562007","0.013649496310309","5"
"Widowed","1988","Not Employed","Female","432","0.293410114802406","0.275406207775467","0.311414021829344","5"
"Widowed","1988","Not Employed","Male","83","0.120229229919357","0.100850546956412","0.139607912882302","5"
"Divorced","1989","Not Employed","Male","29","","","","4"
"Divorced","1989","Employed","Female","168","0.0833112879409135","0.0725662333944377","0.0940563424873893","4"
"Divorced","1989","Not Employed","Female","58","0.0341347248911929","0.0267825060328961","0.0414869437494896","4"
"Divorced","1989","Employed","Male","122","0.0455403643468712","0.0388280479844124","0.0522526807093301","4"
"Married","1989","Not Employed","Male","575","0.555347602906795","0.52548896124327","0.58520624457032","1"
"Married","1989","Employed","Female","1524","0.553913263824392","0.534585736497502","0.573240791151283","1"
"Married","1989","Not Employed","Female","1506","0.533610937669052","0.513411071754935","0.553810803583169","1"
"Married","1989","Employed","Male","2452","0.632338486186427","0.616814820666981","0.647862151705872","1"
"Married, but separated","1989","Not Employed","Male","15","","","","2"
"Married, but separated","1989","Not Employed","Female","30","0.01193039779534","0.0075341397280533","0.0163266558626267","2"
"Married, but separated","1989","Employed","Male","113","0.0289798834117796","0.0235790869043751","0.0343806799191841","2"
"Married, but separated","1989","Employed","Female","67","0.0290284289761799","0.0225007200330468","0.035556137919313","2"
"Single","1989","Not Employed","Female","331","0.128771086814846","0.115208664387878","0.142333509241813","3"
"Single","1989","Not Employed","Male","359","0.269698455423287","0.243031857283341","0.296365053563233","3"
"Single","1989","Employed","Female","693","0.289554517737216","0.271919483399801","0.307189552074631","3"
"Single","1989","Employed","Male","994","0.284515841313181","0.26998975498292","0.299041927643442","3"
"Widowed","1989","Employed","Female","89","0.0441925015212981","0.0362014253955657","0.0521835776470305","5"
"Widowed","1989","Employed","Male","25","","","","5"
"Widowed","1989","Not Employed","Female","418","0.29155285282957","0.273150458937396","0.309955246721743","5"
"Widowed","1989","Not Employed","Male","86","0.122140303758673","0.102465095856484","0.141815511660861","5"
"Divorced","1990","Not Employed","Male","26","","","","4"
"Divorced","1990","Not Employed","Female","56","0.0327686932879094","0.0254125265224515","0.0401248600533674","4"
"Divorced","1990","Employed","Female","163","0.0878052193316324","0.0767882265033325","0.0988222121599323","4"
"Divorced","1990","Employed","Male","140","0.0556357493544042","0.0481647169478562","0.0631067817609521","4"
"Married","1990","Not Employed","Male","593","0.570498979659456","0.540769807013309","0.600228152305604","1"
"Married","1990","Employed","Male","2368","0.615406735558601","0.599549924926232","0.63126354619097","1"
"Married","1990","Not Employed","Female","1453","0.539681330724394","0.519086661367152","0.560276000081637","1"
"Married","1990","Employed","Female","1542","0.554526245951821","0.53517846226367","0.573874029639971","1"
"Married, but separated","1990","Not Employed","Female","31","0.0132076830846618","0.00849049675293399","0.0179248694163897","2"
"Married, but separated","1990","Not Employed","Male","21","","","","2"
"Married, but separated","1990","Employed","Male","99","0.0240384562800362","0.0190461235803387","0.0290307889797338","2"
"Married, but separated","1990","Employed","Female","68","0.0274992097246386","0.0211332454472797","0.0338651740019976","2"
"Single","1990","Employed","Male","979","0.296678877318801","0.281790271776294","0.311567482861309","3"
"Single","1990","Not Employed","Male","341","0.257815172339587","0.231543751644743","0.284086593034431","3"
"Single","1990","Employed","Female","685","0.291071578073875","0.273388404759736","0.308754751388014","3"
"Single","1990","Not Employed","Female","293","0.11516948342017","0.101979155649198","0.128359811191142","3"
"Widowed","1990","Employed","Female","77","0.0390977469180329","0.0315524804729449","0.0466430133631209","5"
"Widowed","1990","Employed","Male","30","0.00824018148815733","0.00529368774644507","0.0111866752298696","5"
"Widowed","1990","Not Employed","Female","417","0.299172809482864","0.280252712272324","0.318092906693405","5"
"Widowed","1990","Not Employed","Male","84","0.121925010504895","0.102273972681463","0.141576048328326","5"
"Divorced","1991","Employed","Female","167","0.0909495824489849","0.079826388834593","0.102072776063377","4"
"Divorced","1991","Not Employed","Male","26","","","","4"
"Divorced","1991","Employed","Male","150","0.0578643175216583","0.050250959482994","0.0654776755603226","4"
"Divorced","1991","Not Employed","Female","63","0.0368709807848137","0.0289947205740675","0.0447472409955599","4"
"Married","1991","Not Employed","Female","1413","0.523047065621181","0.502171241760029","0.543922889482333","1"
"Married","1991","Not Employed","Male","590","0.579844983163725","0.549846993568637","0.609842972758813","1"
"Married","1991","Employed","Male","2368","0.622912593040861","0.60710926044901","0.638715925632711","1"
"Married","1991","Employed","Female","1567","0.558425422003421","0.539215757565272","0.577635086441571","1"
"Married, but separated","1991","Not Employed","Male","18","","","","2"
"Married, but separated","1991","Not Employed","Female","31","0.0138102435313092","0.00893252890038817","0.0186879581622303","2"
"Married, but separated","1991","Employed","Male","101","0.0241212965862345","0.0191185056447762","0.0291240875276927","2"
"Married, but separated","1991","Employed","Female","61","0.0277081683474775","0.0213586996848818","0.0340576370100733","2"
"Single","1991","Employed","Male","974","0.288653839841602","0.27387830278096","0.303429376902244","3"
"Single","1991","Not Employed","Female","291","0.122179617201837","0.108491689998543","0.135867544405131","3"
"Single","1991","Not Employed","Male","319","0.239338823855278","0.213406966563584","0.265270681146973","3"
"Single","1991","Employed","Female","682","0.279697800366306","0.262334309110913","0.297061291621698","3"
"Widowed","1991","Employed","Female","90","0.0432190268338107","0.0353525745331398","0.0510854791344817","5"
"Widowed","1991","Employed","Male","20","","","","5"
"Widowed","1991","Not Employed","Female","401","0.304092092860859","0.284864986635563","0.323319199086155","5"
"Widowed","1991","Not Employed","Male","87","0.126051962578088","0.105879959162951","0.146223965993225","5"
"Divorced","1992","Employed","Female","280","0.093423248062898","0.0843841055559454","0.102462390569851","4"
"Divorced","1992","Not Employed","Female","115","0.0466690131310996","0.0389574774477855","0.0543805488144137","4"
"Divorced","1992","Not Employed","Male","36","0.0350492492909853","0.0253145778514799","0.0447839207304908","4"
"Divorced","1992","Employed","Male","206","0.0575911762449411","0.0512048615583159","0.0639774909315664","4"
"Married","1992","Not Employed","Male","825","0.610436760824582","0.584623748583305","0.636249773065858","1"
"Married","1992","Not Employed","Female","1743","0.514598399592797","0.496326254856892","0.532870544328702","1"
"Married","1992","Employed","Female","2596","0.589416927731795","0.574137422714318","0.604696432749272","1"
"Married","1992","Employed","Male","3458","0.628144855590969","0.614896271423015","0.641393439758922","1"
"Married, but separated","1992","Employed","Male","102","0.0220764698798633","0.0180486510213506","0.026104288738376","2"
"Married, but separated","1992","Not Employed","Female","31","0.00908024623515692","0.00561229673251371","0.0125481957378001","2"
"Married, but separated","1992","Not Employed","Male","22","","","","2"
"Married, but separated","1992","Employed","Female","84","0.0235355939397279","0.0188270323775184","0.0282441555019374","2"
"Single","1992","Employed","Female","909","0.253220760464864","0.239714247631864","0.266727273297865","3"
"Single","1992","Not Employed","Female","421","0.122546961305145","0.110558376390385","0.134535546219905","3"
"Single","1992","Employed","Male","1305","0.283317408759158","0.270964969511414","0.295669848006903","3"
"Single","1992","Not Employed","Male","381","0.219241512229742","0.197341260075719","0.241141764383764","3"
"Widowed","1992","Employed","Female","113","0.0404034698007143","0.0342877000104742","0.0465192395909545","5"
"Widowed","1992","Employed","Male","41","0.00887008952506895","0.00629980050316847","0.0114403785469694","5"
"Widowed","1992","Not Employed","Female","564","0.307105379735801","0.290240547864808","0.323970211606795","5"
"Widowed","1992","Not Employed","Male","107","0.116428425723066","0.0994506909777368","0.133406160468394","5"
"Divorced","1993","Employed","Female","263","0.0938787564230368","0.0845981522936948","0.103159360552379","4"
"Divorced","1993","Not Employed","Female","125","0.0490811806331496","0.0412733604914978","0.0568890007748013","4"
"Divorced","1993","Not Employed","Male","41","0.0382765993676961","0.0284652450859541","0.0480879536494381","4"
"Divorced","1993","Employed","Male","197","0.0572206511139845","0.0507266562159174","0.0637146460120516","4"
"Married","1993","Employed","Male","3282","0.62720258507866","0.613682765971155","0.640722404186164","1"
"Married","1993","Not Employed","Male","905","0.608399053500426","0.583438550990342","0.63335955601051","1"
"Married","1993","Not Employed","Female","1773","0.517050519588001","0.498990512359962","0.53511052681604","1"
"Married","1993","Employed","Female","2430","0.58463596749544","0.568955585576363","0.600316349414517","1"
"Married, but separated","1993","Not Employed","Female","43","0.0115888220179015","0.00772079900410872","0.0154568450316943","2"
"Married, but separated","1993","Employed","Male","112","0.025733277756926","0.0213062014966667","0.0301603540171853","2"
"Married, but separated","1993","Employed","Female","98","0.0300594126799916","0.0246261307669205","0.0354926945930627","2"
"Married, but separated","1993","Not Employed","Male","26","","","","2"
"Single","1993","Not Employed","Male","385","0.217405676535965","0.196312548950151","0.238498804121779","3"
"Single","1993","Employed","Female","894","0.251477124007206","0.237671653611481","0.265282594402931","3"
"Single","1993","Employed","Male","1291","0.282912384972567","0.270318996344404","0.29550577360073","3"
"Single","1993","Not Employed","Female","430","0.120159725669624","0.108408532599424","0.131910918739825","3"
"Widowed","1993","Employed","Female","109","0.0399487393943255","0.0337171593400856","0.0461803194485654","5"
"Widowed","1993","Employed","Male","32","0.00693110107786258","0.00461145716616134","0.00925074498956382","5"
"Widowed","1993","Not Employed","Female","570","0.302119752091324","0.285524624648669","0.318714879533979","5"
"Widowed","1993","Not Employed","Male","112","0.117448138470706","0.100984327176378","0.133911949765034","5"
"Divorced","1994","Employed","Female","247","0.090747169402068","0.0814168475289826","0.100077491275153","4"
"Divorced","1994","Employed","Male","197","0.0600653482899593","0.0532665850205136","0.0668641115594051","4"
"Divorced","1994","Not Employed","Female","139","0.0525711635195242","0.0445983439234871","0.0605439831155612","4"
"Divorced","1994","Not Employed","Male","42","0.0371029174675564","0.027662706581349","0.0465431283537638","4"
"Married","1994","Not Employed","Female","1797","0.50804974837879","0.490189867535934","0.525909629221645","1"
"Married","1994","Employed","Male","3128","0.63201641249071","0.618217416386712","0.645815408594708","1"
"Married","1994","Not Employed","Male","949","0.603292488869895","0.578858920285337","0.627726057454452","1"
"Married","1994","Employed","Female","2318","0.591499934252579","0.575533381240088","0.607466487265069","1"
"Married, but separated","1994","Employed","Female","96","0.031936014314339","0.0262247778669273","0.0376472507617506","2"
"Married, but separated","1994","Employed","Male","122","0.0262179252454977","0.0216459998219793","0.0307898506690161","2"
"Married, but separated","1994","Not Employed","Female","41","0.0147421774115281","0.0104367070322082","0.0190476477908479","2"
"Married, but separated","1994","Not Employed","Male","26","","","","2"
"Single","1994","Employed","Male","1216","0.274475037323249","0.26170633696729","0.287243737679209","3"
"Single","1994","Not Employed","Male","411","0.221529407396906","0.200788653938029","0.242270160855782","3"
"Single","1994","Employed","Female","882","0.249082886938327","0.235035171611324","0.26313060226533","3"
"Single","1994","Not Employed","Female","457","0.129145798541057","0.1171652222253","0.141126374856814","3"
"Widowed","1994","Employed","Female","98","0.0367339950926872","0.0306239424757451","0.0428440477096293","5"
"Widowed","1994","Employed","Male","29","","","","5"
"Widowed","1994","Not Employed","Female","576","0.295491112149101","0.279191386569834","0.311790837728368","5"
"Widowed","1994","Not Employed","Male","112","0.117355475560159","0.101281166096952","0.133429785023365","5"
"Divorced","1995","Employed","Female","269","0.097729425097761","0.0881780327421293","0.107280817453393","4"
"Divorced","1995","Employed","Male","218","0.0619141286480119","0.0550906495353968","0.068737607760627","4"
"Divorced","1995","Not Employed","Female","156","0.0561983976251736","0.0481723669246622","0.064224428325685","4"
"Divorced","1995","Not Employed","Male","47","0.0445382608982791","0.0345482854674238","0.0545282363291343","4"
"Married","1995","Employed","Female","2371","0.594011170803405","0.578215431239126","0.609806910367685","1"
"Married","1995","Not Employed","Female","1885","0.508268971578511","0.490846526637159","0.525691416519864","1"
"Married","1995","Not Employed","Male","1011","0.618524090491538","0.595000532491908","0.642047648491167","1"
"Married","1995","Employed","Male","3196","0.631221076300954","0.617560674355388","0.644881478246519","1"
"Married, but separated","1995","Employed","Male","99","0.0232263919935782","0.018961799674744","0.0274909843124124","2"
"Married, but separated","1995","Employed","Female","90","0.0260906938759095","0.0209634061544109","0.0312179815974081","2"
"Married, but separated","1995","Not Employed","Male","24","","","","2"
"Married, but separated","1995","Not Employed","Female","40","0.011351035874419","0.00765924322290503","0.015042828525933","2"
"Single","1995","Not Employed","Female","511","0.131628124772654","0.119845943052156","0.143410306493152","3"
"Single","1995","Employed","Female","876","0.242947762235391","0.229153293101476","0.256742231369306","3"
"Single","1995","Employed","Male","1244","0.275381177268908","0.26273347545471","0.288028879083106","3"
"Single","1995","Not Employed","Male","447","0.218161407349909","0.198161008449404","0.238161806250414","3"
"Widowed","1995","Employed","Female","107","0.0392209479875331","0.032977041036269","0.0454648549387972","5"
"Widowed","1995","Employed","Male","35","0.0082572257885478","0.00569506553995097","0.0108193860371446","5"
"Widowed","1995","Not Employed","Female","571","0.292553470149242","0.276699138734433","0.308407801564051","5"
"Widowed","1995","Not Employed","Male","109","0.103536499268622","0.08878268925493","0.118290309282313","5"
"Divorced","1996","Employed","Female","278","0.108328953985314","0.0983375523388372","0.11832035563179","4"
"Divorced","1996","Employed","Male","218","0.0622458465266242","0.0553548062759005","0.0691368867773478","4"
"Divorced","1996","Not Employed","Female","142","0.0511764044804459","0.0433573433151289","0.058995465645763","4"
"Divorced","1996","Not Employed","Male","42","0.040876468340457","0.0311347945203556","0.0506181421605583","4"
"Married","1996","Employed","Male","3080","0.623825751670159","0.610008830498761","0.637642672841558","1"
"Married","1996","Not Employed","Male","994","0.62254713310586","0.598697752163065","0.646396514048656","1"
"Married","1996","Employed","Female","2305","0.567324349671563","0.551396807999886","0.58325189134324","1"
"Married","1996","Not Employed","Female","1827","0.511241486250551","0.493504199001891","0.528978773499211","1"
"Married, but separated","1996","Employed","Female","92","0.0237698320099589","0.0188727093864599","0.028666954633458","2"
"Married, but separated","1996","Employed","Male","112","0.0246068008693461","0.020188019252187","0.0290255824865053","2"
"Married, but separated","1996","Not Employed","Female","52","0.0158438705376856","0.0114129941878699","0.0202747468875014","2"
"Married, but separated","1996","Not Employed","Male","34","0.034757691222967","0.0257460630743541","0.0437693193715799","2"
"Single","1996","Not Employed","Male","417","0.206317675642411","0.186408595257701","0.226226756027121","3"
"Single","1996","Employed","Female","934","0.25904331847111","0.244959046031764","0.273127590910455","3"
"Single","1996","Not Employed","Female","468","0.130803012804649","0.118838501428113","0.142767524181185","3"
"Single","1996","Employed","Male","1278","0.281340201913285","0.268515045435441","0.294165358391129","3"
"Widowed","1996","Employed","Male","34","0.00798139902058562","0.00544344050448734","0.0105193575366839","5"
"Widowed","1996","Employed","Female","108","0.0415335458620551","0.0351193860836149","0.0479477056404953","5"
"Widowed","1996","Not Employed","Female","562","0.290935225926669","0.274818823750867","0.30705162810247","5"
"Widowed","1996","Not Employed","Male","100","0.0955010316883048","0.0810410515248453","0.109961011851764","5"
"Divorced","1997","Employed","Female","267","0.103899178952703","0.0938885972974552","0.113909760607951","4"
"Divorced","1997","Employed","Male","229","0.0646157831451995","0.0574864424630023","0.0717451238273967","4"
"Divorced","1997","Not Employed","Female","153","0.059907087400733","0.0515096861529858","0.0683044886484802","4"
"Divorced","1997","Not Employed","Male","49","0.0465202796706151","0.0363551095346539","0.0566854498065763","4"
"Married","1997","Employed","Male","2945","0.618705198502825","0.604620181744284","0.632790215261365","1"
"Married","1997","Not Employed","Female","1826","0.500851846261977","0.483159322505118","0.518544370018837","1"
"Married","1997","Not Employed","Male","1022","0.631041708995491","0.607752462756451","0.654330955234532","1"
"Married","1997","Employed","Female","2187","0.555159343352797","0.538855654430159","0.571463032275434","1"
"Married, but separated","1997","Employed","Female","107","0.0325201124607196","0.0267007982252788","0.0383394266961603","2"
"Married, but separated","1997","Not Employed","Male","34","0.0225359612431503","0.0153724458079384","0.0296994766783622","2"
"Married, but separated","1997","Not Employed","Female","54","0.01816700658136","0.0134411459361023","0.0228928672266176","2"
"Married, but separated","1997","Employed","Male","103","0.0250041107532133","0.020476259588727","0.0295319619176996","2"
"Single","1997","Not Employed","Male","447","0.201414620982609","0.18205735858343","0.220771883381787","3"
"Single","1997","Employed","Male","1258","0.285149637456439","0.272056943202737","0.298242331710142","3"
"Single","1997","Employed","Female","901","0.266285337172253","0.251783866698964","0.280786807645542","3"
"Single","1997","Not Employed","Female","478","0.134659448820857","0.122580410541399","0.146738487100316","3"
"Widowed","1997","Employed","Female","107","0.0421360280615273","0.035544994340639","0.0487270617824156","5"
"Widowed","1997","Employed","Male","33","0.00652527014232311","0.00419040014943743","0.00886014013520879","5"
"Widowed","1997","Not Employed","Female","557","0.286414610935072","0.270417521514929","0.302411700355216","5"
"Widowed","1997","Not Employed","Male","97","0.0984874291081345","0.0841056022125368","0.112869256003732","5"
"Divorced","1998","Employed","Female","313","0.113099934478645","0.103154880674248","0.123044988283043","4"
"Divorced","1998","Employed","Male","260","0.0641111992468077","0.0573004848591929","0.0709219136344226","4"
"Divorced","1998","Not Employed","Female","174","0.0571229540073367","0.0493989692650166","0.0648469387496568","4"
"Divorced","1998","Not Employed","Male","68","0.0440104925573965","0.0348617452672627","0.0531592398475303","4"
"Married","1998","Employed","Female","2369","0.564504275650428","0.548935151473653","0.580073399827204","1"
"Married","1998","Not Employed","Female","2063","0.507705917709159","0.491066927469006","0.524344907949313","1"
"Married","1998","Employed","Male","3172","0.620429947550731","0.606937027753499","0.633922867347963","1"
"Married","1998","Not Employed","Male","1200","0.62034114410805","0.598695574702196","0.641986713513904","1"
"Married, but separated","1998","Not Employed","Male","40","0.0238095290515443","0.017009674257935","0.0306093838451537","2"
"Married, but separated","1998","Employed","Female","120","0.0376036447231164","0.0316301212838833","0.0435771681623495","2"
"Married, but separated","1998","Employed","Male","103","0.024441386344729","0.020147968128814","0.028734804560644","2"
"Married, but separated","1998","Not Employed","Female","62","0.0167605520826925","0.0124880493051784","0.0210330548602066","2"
"Single","1998","Not Employed","Female","535","0.143394100960844","0.131729638769525","0.155058563152164","3"
"Single","1998","Not Employed","Male","496","0.212801308052325","0.194546121198391","0.231056494906258","3"
"Single","1998","Employed","Male","1406","0.285563593206043","0.27300483206844","0.298122354343646","3"
"Single","1998","Employed","Female","986","0.251296670726909","0.237676364670507","0.264916976783311","3"
"Widowed","1998","Employed","Female","108","0.033495474420901","0.0278456671971125","0.0391452816446895","5"
"Widowed","1998","Employed","Male","28","","","","5"
"Widowed","1998","Not Employed","Female","634","0.275016475239967","0.260155340522997","0.289877609956937","5"
"Widowed","1998","Not Employed","Male","127","0.0990375262306845","0.085714275611726","0.112360776849643","5"
"Divorced","1999","Employed","Female","329","0.118601741877196","0.108449306247141","0.128754177507252","4"
"Divorced","1999","Employed","Male","267","0.0653596661727435","0.0584265835537437","0.0722927487917434","4"
"Divorced","1999","Not Employed","Female","165","0.058158950750524","0.0500244365838616","0.0662934649171864","4"
"Divorced","1999","Not Employed","Male","81","0.0610288752449349","0.0498068516263967","0.0722508988634731","4"
"Married","1999","Not Employed","Male","1110","0.628796318087134","0.60614786682927","0.651444769344999","1"
"Married","1999","Employed","Female","2319","0.553960816582405","0.538352191596802","0.569569441568007","1"
"Married","1999","Employed","Male","3039","0.603800388866142","0.590080426498624","0.617520351233659","1"
"Married","1999","Not Employed","Female","1871","0.498071506112904","0.480693445607393","0.515449566618414","1"
"Married, but separated","1999","Not Employed","Male","29","","","","2"
"Married, but separated","1999","Not Employed","Female","65","0.0198945693951413","0.0150412575144594","0.0247478812758231","2"
