"pgfamstd","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Married","2014","Not Employed","Male","2337","0.550750960476175","0.535510380694253","0.565991540258096","1"
"Married","2014","Employed","Female","5071","0.493733323423885","0.483470709180587","0.503995937667184","1"
"Married","2014","Employed","Male","5548","0.523571287334368","0.513049211456256","0.534093363212481","1"
"Married, but separated","2014","Not Employed","Male","77","0.0234362998221625","0.0188010292536756","0.0280715703906493","2"
"Married, but separated","2014","Not Employed","Female","113","0.0173446582578093","0.0139946308361738","0.0206946856794447","2"
"Married, but separated","2014","Employed","Male","188","0.0267749336074512","0.0233740998783614","0.030175767336541","2"
"Married, but separated","2014","Employed","Female","281","0.0279345017377605","0.0245519819746568","0.0313170215008641","2"
"Single","2014","Not Employed","Female","1295","0.173136611724884","0.163427573362753","0.182845650087015","3"
"Single","2014","Employed","Male","2305","0.36107566312645","0.35095664487778","0.371194681375121","3"
"Single","2014","Not Employed","Male","1153","0.254226472257103","0.240885295267348","0.267567649246857","3"
"Single","2014","Employed","Female","2304","0.320753073698255","0.311171841441397","0.330334305955113","3"
"Widowed","2014","Not Employed","Female","861","0.239787757595559","0.228831914310208","0.250743600880911","5"
"Widowed","2014","Employed","Male","49","0.00513661992012923","0.00363058516828537","0.00664265467197309","5"
"Widowed","2014","Not Employed","Male","294","0.0930392299896067","0.0841388697819858","0.101939590197228","5"
"Widowed","2014","Employed","Female","256","0.0377352520643578","0.0338237548142682","0.0416467493144474","5"
"Divorced","2015","Employed","Female","1113","0.12064139801658","0.113739891667957","0.127542904365204","4"
"Divorced","2015","Employed","Male","564","0.0947280195987903","0.0883262084521972","0.101129830745383","4"
"Divorced","2015","Not Employed","Female","458","0.094179736822709","0.0869223070889791","0.101437166556439","4"
"Divorced","2015","Not Employed","Male","218","0.0750511789558809","0.0674140066127103","0.0826883512990515","4"
"Married","2015","Employed","Female","4757","0.488106362191487","0.477514805302221","0.498697919080753","1"
"Married","2015","Not Employed","Male","2598","0.536201487741236","0.521746302446314","0.550656673036159","1"
"Married","2015","Not Employed","Female","3271","0.464708728261146","0.452315952730771","0.477101503791521","1"
"Married","2015","Employed","Male","5106","0.515730915693793","0.504805724512849","0.526656106874738","1"
"Married, but separated","2015","Not Employed","Male","119","0.0264276015460438","0.0217780830287489","0.0310771200633387","2"
"Married, but separated","2015","Not Employed","Female","129","0.0178868556920365","0.014593559052469","0.0211801523316041","2"
"Married, but separated","2015","Employed","Male","167","0.0234736517393379","0.020163816302257","0.0267834871764189","2"
"Married, but separated","2015","Employed","Female","268","0.0304386538362128","0.026798555883506","0.0340787517889195","2"
"Single","2015","Not Employed","Female","1522","0.184228791637649","0.174596136192288","0.193861447083009","3"
"Single","2015","Not Employed","Male","1356","0.271611356506122","0.258718459141928","0.284504253870316","3"
"Single","2015","Employed","Female","2192","0.323873046587075","0.313957555443644","0.333788537730506","3"
"Single","2015","Employed","Male","2151","0.360415673928448","0.349919649544892","0.370911698312004","3"
"Widowed","2015","Not Employed","Female","842","0.23899588758646","0.228399159180517","0.249592615992402","5"
"Widowed","2015","Employed","Male","50","0.00565173903963031","0.0040129071743748","0.00729057090488582","5"
"Widowed","2015","Not Employed","Male","281","0.0907083752507168","0.0823836430863816","0.0990331074150521","5"
"Widowed","2015","Employed","Female","226","0.0369405393686447","0.0329439376558726","0.0409371410814167","5"
"Divorced","2016","Employed","Female","1036","0.11468004373047","0.107839520205072","0.121520567255868","4"
"Divorced","2016","Employed","Male","509","0.0886402638658616","0.0823083055154334","0.0949722222162898","4"
"Divorced","2016","Not Employed","Female","485","0.0996632030387212","0.0925006856236449","0.106825720453797","4"
"Divorced","2016","Not Employed","Male","255","0.0858552120234419","0.0789814491670896","0.0927289748797942","4"
"Married","2016","Employed","Female","4644","0.494157606691035","0.483424247994736","0.504890965387334","1"
"Married","2016","Employed","Male","4915","0.519824383609093","0.508694106281129","0.530954660937057","1"
"Married","2016","Not Employed","Male","3384","0.498751105231382","0.48648314475159","0.511019065711175","1"
"Married","2016","Not Employed","Female","3777","0.459181305232347","0.44726576554754","0.471096844917153","1"
"Married, but separated","2016","Not Employed","Female","245","0.0183594079132059","0.0151494350537479","0.0215693807726639","2"
"Married, but separated","2016","Not Employed","Male","374","0.029505001066652","0.0253530886184209","0.033656913514883","2"
"Married, but separated","2016","Employed","Male","177","0.0240394939464163","0.0206271217634401","0.0274518661293926","2"
"Married, but separated","2016","Employed","Female","268","0.0304732500022574","0.0267831802607748","0.0341633197437399","2"
"Single","2016","Employed","Male","2091","0.361786506944592","0.351081504166532","0.372491509722651","3"
"Single","2016","Not Employed","Male","2086","0.294183970454274","0.283003528276558","0.30536441263199","3"
"Single","2016","Employed","Female","2167","0.32256391644733","0.312528455078537","0.332599377816123","3"
"Single","2016","Not Employed","Female","1341","0.183587032770765","0.174330001755573","0.192844063785958","3"
"Widowed","2016","Employed","Male","48","0.00570935163403727","0.00403082713704784","0.00738787613102671","5"
"Widowed","2016","Not Employed","Female","871","0.239209051044961","0.229008650091563","0.249409451998359","5"
"Widowed","2016","Employed","Female","220","0.038125183128907","0.0340140595151072","0.0422363067427068","5"
"Widowed","2016","Not Employed","Male","282","0.0917047112242501","0.0846234099264604","0.0987860125220398","5"
"Divorced","2017","Employed","Female","1149","0.11822638461869","0.111678007872292","0.124774761365088","4"
"Divorced","2017","Employed","Male","586","0.0847592718893444","0.0789786357372281","0.0905399080414607","4"
"Divorced","2017","Not Employed","Female","547","0.105370057341855","0.0984149553559407","0.112325159327769","4"
"Divorced","2017","Not Employed","Male","278","0.092186726913227","0.085414172188601","0.098959281637853","4"
"Married","2017","Employed","Female","5206","0.50411219962699","0.493971843229865","0.514252556024115","1"
"Married","2017","Not Employed","Female","4137","0.449596696440793","0.438327959226534","0.460865433655053","1"
"Married","2017","Employed","Male","5441","0.510346434572308","0.499971356818829","0.520721512325787","1"
"Married","2017","Not Employed","Male","3727","0.499043323068896","0.487337841906216","0.510748804231576","1"
"Married, but separated","2017","Not Employed","Male","343","0.0306285954968492","0.0265946622773469","0.0346625287163514","2"
"Married, but separated","2017","Not Employed","Female","283","0.0179810339809526","0.0149708679655463","0.0209911999963589","2"
"Married, but separated","2017","Employed","Male","221","0.0276287661532403","0.024226947536584","0.0310305847698967","2"
"Married, but separated","2017","Employed","Female","301","0.0284942997849492","0.0251198763816401","0.0318687231882583","2"
"Single","2017","Employed","Male","2613","0.371410684328896","0.361382436667768","0.381438931990023","3"
"Single","2017","Not Employed","Female","1616","0.184304416760271","0.175521169548738","0.193087663971804","3"
"Single","2017","Not Employed","Male","2383","0.288514107612121","0.277907250105075","0.299120965119167","3"
"Single","2017","Employed","Female","2433","0.314493874975883","0.305076937890131","0.323910812061636","3"
"Widowed","2017","Employed","Male","57","0.00585484305621189","0.00427142028381082","0.00743826582861297","5"
"Widowed","2017","Not Employed","Female","903","0.242747795476128","0.233035517585716","0.25246007336654","5"
"Widowed","2017","Employed","Female","250","0.0346732409934867","0.03096274219821","0.0383837397887635","5"
"Widowed","2017","Not Employed","Male","278","0.0896272469089068","0.0829399637212523","0.0963145300965613","5"
"Divorced","2018","Employed","Female","1168","0.121025003654876","0.114332613286545","0.127717394023207","4"
"Divorced","2018","Employed","Male","577","0.083397648702046","0.0776337822362423","0.0891615151678498","4"
"Divorced","2018","Not Employed","Female","557","0.110571108924166","0.103065381904088","0.118076835944244","4"
"Divorced","2018","Not Employed","Male","293","0.0940094164031979","0.0865714373462609","0.101447395460135","4"
"Married","2018","Not Employed","Male","3268","0.517473243855163","0.504737858794507","0.530208628915818","1"
"Married","2018","Employed","Female","4979","0.497554202703113","0.487294842898681","0.507813562507545","1"
"Married","2018","Not Employed","Female","3600","0.447768268765928","0.435866715292482","0.459669822239374","1"
"Married","2018","Employed","Male","5188","0.51444668054709","0.504027461403916","0.524865899690265","1"
"Married, but separated","2018","Employed","Male","255","0.0262062003100273","0.0228759102992623","0.0295364903207923","2"
"Married, but separated","2018","Not Employed","Female","245","0.0187166891905487","0.0154730836241273","0.0219602947569702","2"
"Married, but separated","2018","Not Employed","Male","219","0.0286596618332798","0.024407315053647","0.0329120086129126","2"
"Married, but separated","2018","Employed","Female","296","0.0313996774128781","0.0278212653386194","0.0349780894871369","2"
"Single","2018","Employed","Female","2448","0.315699758245841","0.306162667300017","0.325236849191665","3"
"Single","2018","Not Employed","Female","1437","0.178269825262752","0.169109311039577","0.187430339485927","3"
"Single","2018","Employed","Male","2759","0.369670084239687","0.359606848720003","0.379733319759371","3"
"Single","2018","Not Employed","Male","1855","0.267294619453838","0.25601570689823","0.278573532009446","3"
"Widowed","2018","Employed","Female","233","0.0343213579832922","0.0305858127691483","0.038056903197436","5"
"Widowed","2018","Employed","Male","60","0.00627938620114929","0.004632599805033","0.00792617259726557","5"
"Widowed","2018","Not Employed","Female","867","0.244674107856605","0.234385004985273","0.254963210727936","5"
"Widowed","2018","Not Employed","Male","279","0.0925630584545217","0.0851766298121608","0.0999494870968825","5"
"Divorced","2019","Employed","Female","1141","0.123678292089656","0.116870349012691","0.130486235166621","4"
"Divorced","2019","Employed","Male","651","0.0786706423452838","0.0732806457411903","0.0840606389493773","4"
"Divorced","2019","Not Employed","Female","548","0.115738388760804","0.10780023147226","0.123676546049348","4"
"Divorced","2019","Not Employed","Male","319","0.100102328475476","0.0920074811667436","0.108197175784208","4"
"Married","2019","Employed","Female","4994","0.507383160828423","0.497044601063733","0.517721720593114","1"
"Married","2019","Employed","Male","5770","0.518695599873956","0.508692355317192","0.52869884443072","1"
"Married","2019","Not Employed","Male","3070","0.530255261886287","0.516794691519425","0.543715832253149","1"
"Married","2019","Not Employed","Female","3403","0.453814180902325","0.441460401567655","0.466167960236994","1"
"Married, but separated","2019","Not Employed","Female","201","0.0170770404343117","0.0138622205831412","0.0202918602854821","2"
"Married, but separated","2019","Employed","Male","269","0.0259356728895224","0.0227535476532263","0.0291177981258185","2"
"Married, but separated","2019","Employed","Female","250","0.0255538488846749","0.022290643006916","0.0288170547624339","2"
"Married, but separated","2019","Not Employed","Male","141","0.0208701693900863","0.0170147366117648","0.0247256021684077","2"
"Single","2019","Not Employed","Male","1478","0.259577379327466","0.247753410713381","0.271401347941551","3"
"Single","2019","Employed","Female","2366","0.312241206988141","0.302658227126422","0.32182418684986","3"
"Single","2019","Employed","Male","2825","0.370844436831768","0.361173922046788","0.380514951616747","3"
"Single","2019","Not Employed","Female","1275","0.172167362858617","0.162799569891626","0.181535155825609","3"
"Widowed","2019","Employed","Female","232","0.0311434912091048","0.0275513717619781","0.0347356106562315","5"
"Widowed","2019","Employed","Male","69","0.00585364805947039","0.00432638743878888","0.0073809086801519","5"
"Widowed","2019","Not Employed","Female","812","0.241203027043942","0.23058742156424","0.251818632523645","5"
"Widowed","2019","Not Employed","Male","273","0.0891948609206843","0.0815075816326044","0.0968821402087643","5"
