"pgfamstd","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1985","direct migration background","Female","34","0.0353701378402204","0.0251588814823111","0.0455813941981296","4"
"Divorced","1985","indirect migration background","Male","2","","","","4"
"Divorced","1985","indirect migration background","Female","1","","","","4"
"Married","1985","no migration background","Male","2247","0.61937152485323","0.603365641886085","0.635377407820375","1"
"Married","1985","no migration background","Female","2268","0.526996303801176","0.511211145170718","0.542781462431635","1"
"Married","1985","direct migration background","Male","1014","0.659129692247267","0.634673155918557","0.683586228575978","1"
"Married","1985","direct migration background","Female","985","0.707699423430098","0.682556272112369","0.732842574747827","1"
"Married","1985","indirect migration background","Male","5","","","","1"
"Married","1985","indirect migration background","Female","23","","","","1"
"Married, but separated","1985","no migration background","Male","51","0.0136567945913823","0.009830822486834","0.0174827666959307","2"
"Married, but separated","1985","direct migration background","Male","85","0.0762514036884145","0.0625578634392216","0.0899449439376075","2"
"Married, but separated","1985","no migration background","Female","49","0.0123167968145676","0.00882964687559283","0.0158039467535423","2"
"Married, but separated","1985","direct migration background","Female","23","","","","2"
"Married, but separated","1985","indirect migration background","Male","","","","","2"
"Married, but separated","1985","indirect migration background","Female","2","","","","2"
"Single","1985","no migration background","Male","1036","0.292383480083584","0.27738909089261","0.307377869274558","3"
"Single","1985","no migration background","Female","846","0.22149959337779","0.208370679867974","0.234628506887605","3"
"Single","1985","direct migration background","Male","312","0.211671715441664","0.190595147409443","0.232748283473885","3"
"Single","1985","direct migration background","Female","166","0.127290088311682","0.108864867540122","0.145715309083242","3"
"Single","1985","indirect migration background","Male","56","0.738561217610735","0.630054638474246","0.847067796747225","3"
"Single","1985","indirect migration background","Female","45","0.430620740192405","0.316245995901758","0.544995484483051","3"
"Widowed","1985","no migration background","Male","94","0.0386993329057807","0.0323411247296839","0.0450575410818774","5"
"Widowed","1985","no migration background","Female","504","0.189347829668346","0.176960995042941","0.20173466429375","5"
"Widowed","1985","direct migration background","Male","11","","","","5"
"Widowed","1985","direct migration background","Female","49","0.101301657278777","0.0846216706642069","0.117981643893346","5"
"Widowed","1985","indirect migration background","Male","","","","","5"
"Widowed","1985","indirect migration background","Female","1","","","","5"
"Divorced","1986","no migration background","Male","115","0.0364922608491647","0.0303906790092169","0.0425938426891124","4"
"Divorced","1986","no migration background","Female","173","0.048759097043784","0.042014680411709","0.0555035136758589","4"
"Divorced","1986","direct migration background","Male","23","","","","4"
"Divorced","1986","direct migration background","Female","39","0.0426024996365679","0.0315126141325433","0.0536923851405925","4"
"Divorced","1986","indirect migration background","Male","2","","","","4"
"Divorced","1986","indirect migration background","Female","1","","","","4"
"Married","1986","no migration background","Male","2319","0.623212448819736","0.607444297299345","0.638980600340127","1"
"Married","1986","no migration background","Female","2347","0.53460400208884","0.51898336544693","0.55022463873075","1"
"Married","1986","direct migration background","Male","1016","0.650012265579204","0.62592304251428","0.674101488644128","1"
"Married","1986","direct migration background","Female","976","0.679640895430083","0.654018385844719","0.705263405015446","1"
"Married","1986","indirect migration background","Male","7","","","","1"
"Married","1986","indirect migration background","Female","24","","","","1"
"Married, but separated","1986","no migration background","Female","61","0.015181597552733","0.0113523969361027","0.0190107981693634","2"
"Married, but separated","1986","no migration background","Male","59","0.0186959140405018","0.0142884415864804","0.0231033864945233","2"
"Married, but separated","1986","direct migration background","Female","33","0.0417911102979922","0.0308026857705917","0.0527795348253928","2"
"Married, but separated","1986","direct migration background","Male","105","0.0798121083782703","0.0661251087951543","0.0934991079613863","2"
"Married, but separated","1986","indirect migration background","Male","","","","","2"
"Married, but separated","1986","indirect migration background","Female","2","","","","2"
"Single","1986","no migration background","Male","1042","0.282683100016103","0.268030324169966","0.29733587586224","3"
"Single","1986","no migration background","Female","855","0.217492243553278","0.204572987154564","0.230411499951992","3"
"Single","1986","direct migration background","Male","352","0.208789975227793","0.188262463114733","0.229317487340852","3"
"Single","1986","direct migration background","Female","175","0.128679238685596","0.110292417625671","0.147066059745521","3"
"Single","1986","indirect migration background","Male","64","0.746006255314343","0.646151349582918","0.845861161045769","3"
"Single","1986","indirect migration background","Female","54","0.435985474676798","0.328655180562951","0.543315768790644","3"
"Widowed","1986","no migration background","Male","93","0.0389162762744947","0.032623233235478","0.0452093193135113","5"
"Widowed","1986","no migration background","Female","481","0.183963059761365","0.171829407989435","0.196096711533294","5"
"Widowed","1986","direct migration background","Male","10","","","","5"
"Widowed","1986","direct migration background","Female","51","0.107286255949761","0.0902924156586968","0.124280096240825","5"
"Widowed","1986","indirect migration background","Male","","","","","5"
"Widowed","1986","indirect migration background","Female","1","","","","5"
"Divorced","1987","no migration background","Female","182","0.0513899490646617","0.0444228829165113","0.0583570152128121","4"
"Divorced","1987","no migration background","Male","122","0.039798734360235","0.0334094235187744","0.0461880452016955","4"
"Divorced","1987","direct migration background","Male","26","","","","4"
"Divorced","1987","direct migration background","Female","47","0.0567428865626833","0.0441522160198766","0.06933355710549","4"
"Divorced","1987","indirect migration background","Male","2","","","","4"
"Divorced","1987","indirect migration background","Female","2","","","","4"
"Married","1987","no migration background","Male","2268","0.623457910319115","0.607621797630449","0.639294023007781","1"
"Married","1987","no migration background","Female","2286","0.533967426627656","0.518226420131617","0.549708433123695","1"
"Married","1987","direct migration background","Male","1029","0.670627619509213","0.64686726545074","0.694387973567686","1"
"Married","1987","direct migration background","Female","987","0.695853648347089","0.670816874703104","0.720890421991075","1"
"Married","1987","indirect migration background","Male","9","","","","1"
"Married","1987","indirect migration background","Female","30","0.329221504637162","0.233713388253954","0.42472962102037","1"
"Married, but separated","1987","no migration background","Female","54","0.0140522532503407","0.010338039334535","0.0177664671661463","2"
"Married, but separated","1987","no migration background","Male","52","0.0154375116242326","0.0114080359257598","0.0194669873227053","2"
"Married, but separated","1987","direct migration background","Male","95","0.069266188058578","0.0564298250521942","0.0821025510649618","2"
"Married, but separated","1987","direct migration background","Female","32","0.0217799332987744","0.0138361999160867","0.0297236666814622","2"
"Married, but separated","1987","indirect migration background","Male","1","","","","2"
"Married, but separated","1987","indirect migration background","Female","2","","","","2"
"Single","1987","no migration background","Male","1055","0.279774811940259","0.265103237936441","0.294446385944076","3"
"Single","1987","no migration background","Female","842","0.212335430188062","0.199430701806873","0.22524015856925","3"
"Single","1987","direct migration background","Male","341","0.200424828931464","0.180186529769484","0.220663128093445","3"
"Single","1987","direct migration background","Female","177","0.116990518283759","0.0994986531983265","0.134482383369191","3"
"Single","1987","indirect migration background","Male","71","0.715764633938103","0.61872855928914","0.812800708587065","3"
"Single","1987","indirect migration background","Female","58","0.441175406521371","0.340261732179984","0.542089080862759","3"
"Widowed","1987","no migration background","Male","99","0.0415310317561589","0.0350100401980367","0.0480520233142811","5"
"Widowed","1987","no migration background","Female","494","0.18825494086928","0.175919632865549","0.20059024887301","5"
"Widowed","1987","direct migration background","Male","12","","","","5"
"Widowed","1987","indirect migration background","Male","","","","","5"
"Widowed","1987","direct migration background","Female","54","0.108633013507694","0.0916979320826203","0.125568094932769","5"
"Widowed","1987","indirect migration background","Female","1","","","","5"
"Divorced","1988","no migration background","Female","169","0.0508948183159719","0.0437647184094859","0.0580249182224578","4"
"Divorced","1988","no migration background","Male","108","0.0375035513228611","0.0311360242074965","0.0438710784382258","4"
"Divorced","1988","direct migration background","Male","26","","","","4"
"Divorced","1988","direct migration background","Female","47","0.0625941526320977","0.0492085329383638","0.0759797723258316","4"
"Divorced","1988","indirect migration background","Male","3","","","","4"
"Divorced","1988","indirect migration background","Female","3","","","","4"
"Married","1988","no migration background","Male","2149","0.611752568254119","0.595419144316952","0.628085992191287","1"
"Married","1988","no migration background","Female","2164","0.532902409316549","0.516716790275053","0.549088028358045","1"
"Married","1988","direct migration background","Male","991","0.676583066335517","0.652184029523485","0.70098210314755","1"
"Married","1988","direct migration background","Female","960","0.689299878455904","0.663726825203272","0.714872931708536","1"
"Married","1988","indirect migration background","Male","13","","","","1"
"Married","1988","indirect migration background","Female","32","0.300879473816342","0.21705487609528","0.384704071537403","1"
"Married, but separated","1988","no migration background","Male","69","0.0230396509785007","0.0180114635860377","0.0280678383709637","2"
"Married, but separated","1988","no migration background","Female","73","0.0213921333536506","0.016698241723036","0.0260860249842651","2"
"Married, but separated","1988","direct migration background","Male","80","0.0579060523856886","0.0457234567608988","0.0700886480104783","2"
"Married, but separated","1988","direct migration background","Female","31","0.024212822111304","0.0157189047830615","0.0327067394395466","2"
"Married, but separated","1988","indirect migration background","Female","2","","","","2"
"Married, but separated","1988","indirect migration background","Male","1","","","","2"
"Single","1988","no migration background","Female","784","0.209023691300947","0.195832587034527","0.222214795567366","3"
"Single","1988","no migration background","Male","993","0.285590780326917","0.270452356676645","0.30072920397719","3"
"Single","1988","direct migration background","Male","303","0.198550034824078","0.17774329993364","0.219356769714517","3"
"Single","1988","direct migration background","Female","165","0.11563934370946","0.097967767570049","0.13331091984887","3"
"Single","1988","indirect migration background","Female","77","0.50164588119152","0.410262584318448","0.593029178064593","3"
"Single","1988","indirect migration background","Male","91","0.74853975281985","0.666716202977038","0.830363302662662","3"
"Widowed","1988","no migration background","Male","101","0.0421134491176017","0.0353820943246726","0.0488448039105309","5"
"Widowed","1988","no migration background","Female","460","0.185786947712882","0.173169303164852","0.198404592260913","5"
"Widowed","1988","indirect migration background","Male","","","","","5"
"Widowed","1988","direct migration background","Male","12","","","","5"
"Widowed","1988","direct migration background","Female","55","0.108253803091235","0.0910846060547561","0.125423000127713","5"
"Widowed","1988","indirect migration background","Female","1","","","","5"
"Divorced","1989","no migration background","Male","117","0.0433155481624421","0.0363690936117212","0.050262002713163","4"
"Divorced","1989","no migration background","Female","173","0.0559960600380275","0.0483889088866306","0.0636032111894243","4"
"Divorced","1989","direct migration background","Male","31","0.0387503774169318","0.0284513034857333","0.0490494513481303","4"
"Divorced","1989","direct migration background","Female","50","0.0660600383157414","0.0522294285515479","0.0798906480799349","4"
"Divorced","1989","indirect migration background","Male","3","","","","4"
"Divorced","1989","indirect migration background","Female","3","","","","4"
"Married","1989","no migration background","Male","2036","0.603959636102136","0.587270624519314","0.620648647684958","1"
"Married","1989","no migration background","Female","2057","0.529144227809008","0.512628892795235","0.545659562822781","1"
"Married","1989","direct migration background","Male","976","0.699648769190811","0.675186493216729","0.724111045164893","1"
"Married","1989","direct migration background","Female","939","0.688627143571043","0.662843464799181","0.714410822342905","1"
"Married","1989","indirect migration background","Male","15","","","","1"
"Married","1989","indirect migration background","Female","34","0.278864753649624","0.203497305412502","0.354232201886746","1"
"Married, but separated","1989","no migration background","Male","68","0.0233713711831677","0.0182159547064874","0.0285267876598481","2"
"Married, but separated","1989","no migration background","Female","62","0.0195877020278149","0.0150025628117298","0.0241728412439001","2"
"Married, but separated","1989","direct migration background","Male","59","0.0473759640662947","0.0360393877999819","0.0587125403326075","2"
"Married, but separated","1989","indirect migration background","Male","1","","","","2"
"Married, but separated","1989","direct migration background","Female","33","0.019973022330608","0.0121827373152919","0.0277633073459242","2"
"Married, but separated","1989","indirect migration background","Female","2","","","","2"
"Single","1989","no migration background","Female","766","0.209380296572992","0.195918341745245","0.222842251400739","3"
"Single","1989","no migration background","Male","977","0.287274494923725","0.271833807962342","0.302715181885109","3"
"Single","1989","direct migration background","Male","273","0.189394114478342","0.168485260386414","0.210302968570271","3"
"Single","1989","direct migration background","Female","162","0.122371657307106","0.104123955353592","0.140619359260621","3"
"Single","1989","indirect migration background","Male","103","0.77886776511825","0.705225681422528","0.852509848813971","3"
"Single","1989","indirect migration background","Female","96","0.544687196951746","0.460990724988633","0.628383668914859","3"
"Widowed","1989","no migration background","Male","101","0.0420789496285286","0.0352279453777709","0.0489299538792864","5"
"Widowed","1989","no migration background","Female","451","0.185891713552158","0.173020262486988","0.198763164617327","5"
"Widowed","1989","direct migration background","Male","10","","","","5"
"Widowed","1989","direct migration background","Female","55","0.102968138475501","0.0860455106597483","0.119890766291254","5"
"Widowed","1989","indirect migration background","Male","","","","","5"
"Widowed","1989","indirect migration background","Female","1","","","","5"
"Divorced","1990","no migration background","Male","220","0.0533826031797643","0.0472995577096833","0.0594656486498453","4"
"Divorced","1990","no migration background","Female","336","0.0632925170168115","0.0569631389922835","0.0696218950413396","4"
"Divorced","1990","direct migration background","Male","36","0.0460857185676872","0.0351105312482284","0.0570609058871459","4"
"Divorced","1990","direct migration background","Female","56","0.0712620370320425","0.0571575148096981","0.0853665592543869","4"
"Divorced","1990","indirect migration background","Male","3","","","","4"
"Divorced","1990","indirect migration background","Female","3","","","","4"
"Married","1990","no migration background","Male","3453","0.609359147974935","0.59615654860767","0.622561747342201","1"
"Married","1990","no migration background","Female","3526","0.544881773301681","0.531936950461913","0.55782659614145","1"
"Married","1990","direct migration background","Male","1017","0.700806419087834","0.676837455502725","0.724775382672944","1"
"Married","1990","direct migration background","Female","976","0.687602069445953","0.662192030786608","0.713012108105297","1"
"Married","1990","indirect migration background","Male","19","","","","1"
"Married","1990","indirect migration background","Female","37","0.29571485617876","0.222925068474025","0.368504643883495","1"
"Married, but separated","1990","no migration background","Male","69","0.0163370362576515","0.0129066443094762","0.0197674282058268","2"
"Married, but separated","1990","no migration background","Female","74","0.0162133857245804","0.0129303911235819","0.0194963803255788","2"
"Married, but separated","1990","direct migration background","Male","63","0.0471207625227921","0.0360290355395652","0.058212489506019","2"
"Married, but separated","1990","direct migration background","Female","38","0.0262805360287124","0.0175101905904794","0.0350508814669453","2"
"Married, but separated","1990","indirect migration background","Male","","","","","2"
"Married, but separated","1990","indirect migration background","Female","2","","","","2"
"Single","1990","no migration background","Male","1356","0.281008223013166","0.268844810831329","0.293171635195003","3"
"Single","1990","no migration background","Female","1088","0.197990744777331","0.18763228959786","0.208349199956803","3"
"Single","1990","direct migration background","Male","270","0.186560489288133","0.166169112388439","0.206951866187828","3"
"Single","1990","direct migration background","Female","142","0.103569871159129","0.0868644432549026","0.120275299063356","3"
"Single","1990","indirect migration background","Male","124","0.753609029835921","0.683712260368949","0.823505799302893","3"
"Single","1990","indirect migration background","Female","108","0.556706740144267","0.477471492230738","0.635941988057795","3"
"Widowed","1990","no migration background","Male","148","0.0399129895744825","0.0346157895281734","0.0452101896207915","5"
"Widowed","1990","no migration background","Female","661","0.177621579179595","0.167686608884535","0.187556549474656","5"
"Widowed","1990","direct migration background","Male","16","","","","5"
"Widowed","1990","direct migration background","Female","66","0.111285486334163","0.0940436680157059","0.12852730465262","5"
"Widowed","1990","indirect migration background","Male","","","","","5"
"Widowed","1990","indirect migration background","Female","1","","","","5"
"Divorced","1991","no migration background","Male","217","0.0568876180048055","0.0505337115617471","0.0632415244478639","4"
"Divorced","1991","no migration background","Female","335","0.0685487795496104","0.0618852983368927","0.0752122607623281","4"
"Divorced","1991","direct migration background","Female","53","0.0659115980816385","0.0522001702825414","0.0796230258807356","4"
"Divorced","1991","direct migration background","Male","39","0.0450572011966959","0.0340932390711926","0.0560211633221992","4"
"Divorced","1991","indirect migration background","Male","3","","","","4"
"Divorced","1991","indirect migration background","Female","3","","","","4"
"Married","1991","no migration background","Male","3357","0.612628651379003","0.599265385245384","0.625991917512621","1"
"Married","1991","no migration background","Female","3421","0.536179162001425","0.523028386922559","0.549329937080292","1"
"Married","1991","direct migration background","Male","1023","0.726330137066019","0.702764604365222","0.749895669766817","1"
"Married","1991","direct migration background","Female","970","0.690832609815316","0.665294366213914","0.716370853416719","1"
"Married","1991","indirect migration background","Male","22","","","","1"
"Married","1991","indirect migration background","Female","42","0.267077219777937","0.201713119043661","0.332441320512213","1"
"Married, but separated","1991","no migration background","Male","66","0.0156416833904205","0.0122378478331697","0.0190455189476713","2"
"Married, but separated","1991","no migration background","Female","70","0.0166650984788862","0.0132893045703407","0.0200408923874317","2"
"Married, but separated","1991","direct migration background","Male","59","0.0431758451569625","0.032432655791009","0.053919034522916","2"
"Married, but separated","1991","direct migration background","Female","34","0.0265701884298358","0.0176831428232509","0.0354572340364207","2"
"Married, but separated","1991","indirect migration background","Female","3","","","","2"
"Married, but separated","1991","indirect migration background","Male","","","","","2"
"Single","1991","no migration background","Female","1065","0.196799962018069","0.186315512779148","0.20728441125699","3"
"Single","1991","no migration background","Male","1325","0.274755243727825","0.262510054200914","0.287000433254736","3"
"Single","1991","direct migration background","Female","134","0.108376690517945","0.0911989349068412","0.125554446129049","3"
"Single","1991","direct migration background","Male","240","0.161783475849648","0.142319035022416","0.181247916676881","3"
"Single","1991","indirect migration background","Male","150","0.779443403343503","0.718013280267243","0.840873526419762","3"
"Single","1991","indirect migration background","Female","127","0.606480689343706","0.534306274728657","0.678655103958755","3"
"Widowed","1991","no migration background","Male","140","0.0400868034979463","0.0347057549222248","0.0454678520736679","5"
"Widowed","1991","no migration background","Female","633","0.181806997952009","0.171636213879813","0.191977782024205","5"
"Widowed","1991","direct migration background","Male","14","","","","5"
"Widowed","1991","direct migration background","Female","67","0.108308913155265","0.0911358770829996","0.125481949227529","5"
"Widowed","1991","indirect migration background","Male","","","","","5"
"Widowed","1991","indirect migration background","Female","1","","","","5"
"Divorced","1992","no migration background","Male","204","0.052944819653894","0.0467043049091406","0.0591853343986473","4"
"Divorced","1992","no migration background","Female","341","0.0713421870326968","0.0644922067973403","0.0781921672680534","4"
"Divorced","1992","direct migration background","Male","35","0.046309345403058","0.0350150184670739","0.0576036723390422","4"
"Divorced","1992","direct migration background","Female","50","0.0649248350207028","0.0511495422374451","0.0787001278039605","4"
"Divorced","1992","indirect migration background","Male","3","","","","4"
"Divorced","1992","indirect migration background","Female","4","","","","4"
"Married","1992","no migration background","Male","3254","0.616409310363565","0.602857738930512","0.629960881796618","1"
"Married","1992","no migration background","Female","3340","0.541219184246492","0.527958147869116","0.554480220623868","1"
"Married","1992","direct migration background","Male","997","0.726024629624481","0.702055420260348","0.749993838988614","1"
"Married","1992","direct migration background","Female","955","0.693195977529483","0.667413141230381","0.718978813828584","1"
"Married","1992","indirect migration background","Female","44","0.210427923357634","0.154355716747589","0.26650012996768","1"
"Married","1992","indirect migration background","Male","32","0.204363000097557","0.149431489939321","0.259294510255793","1"
"Married, but separated","1992","no migration background","Male","66","0.0184488460684079","0.0146985797659779","0.0221991123708378","2"
"Married, but separated","1992","no migration background","Female","78","0.0154694733083839","0.0121851900416668","0.018753756575101","2"
"Married, but separated","1992","direct migration background","Male","58","0.0447325348193642","0.0336229835329023","0.055842086105826","2"
"Married, but separated","1992","direct migration background","Female","33","0.0241849089011673","0.0155961948728093","0.0327736229295253","2"
"Married, but separated","1992","indirect migration background","Male","","","","","2"
"Married, but separated","1992","indirect migration background","Female","4","","","","2"
"Single","1992","no migration background","Female","1063","0.191944237467662","0.181463388671528","0.202425086263796","3"
"Single","1992","no migration background","Male","1288","0.273016464357625","0.260600577632148","0.285432351083101","3"
"Single","1992","direct migration background","Male","226","0.16066325019851","0.140927726094616","0.180398774302404","3"
"Single","1992","direct migration background","Female","117","0.104849931141245","0.0877220299432243","0.121977832339265","3"
"Single","1992","indirect migration background","Male","172","0.774014250323555","0.717040091279879","0.830988409367231","3"
"Single","1992","indirect migration background","Female","150","0.665777310982846","0.600886600092904","0.730668021872789","3"
"Widowed","1992","no migration background","Male","134","0.0391805595565085","0.033773299676163","0.0445878194368539","5"
"Widowed","1992","no migration background","Female","602","0.180024917944765","0.16980011636615","0.190249719523381","5"
"Widowed","1992","direct migration background","Male","14","","","","5"
"Widowed","1992","direct migration background","Female","74","0.112844347407403","0.0951549936880342","0.130533701126771","5"
"Widowed","1992","indirect migration background","Male","","","","","5"
"Widowed","1992","indirect migration background","Female","1","","","","5"
"Divorced","1993","no migration background","Male","201","0.0541437548739801","0.0477761743141004","0.0605113354338599","4"
"Divorced","1993","no migration background","Female","335","0.072708686953354","0.0657227478792026","0.0796946260275054","4"
"Divorced","1993","direct migration background","Male","34","0.0422183051721475","0.0312577515206201","0.0531788588236749","4"
"Divorced","1993","direct migration background","Female","50","0.0666716117483744","0.0525164256302312","0.0808267978665176","4"
"Divorced","1993","indirect migration background","Male","3","","","","4"
"Divorced","1993","indirect migration background","Female","3","","","","4"
"Married","1993","no migration background","Male","3179","0.617364115345737","0.603688362780613","0.631039867910861","1"
"Married","1993","no migration background","Female","3221","0.540180143873747","0.526771442585315","0.553588845162178","1"
"Married","1993","direct migration background","Male","973","0.723316764042219","0.698932788328905","0.747700739755533","1"
"Married","1993","direct migration background","Female","923","0.683120414616608","0.65671921675941","0.709521612473806","1"
"Married","1993","indirect migration background","Male","35","0.15093860247668","0.105457673915422","0.196419531037939","1"
"Married","1993","indirect migration background","Female","59","0.263515042216492","0.207190352756915","0.319839731676069","1"
"Married, but separated","1993","no migration background","Male","72","0.0192619895468594","0.0153946280409479","0.023129351052771","2"
"Married, but separated","1993","direct migration background","Male","62","0.0546769380094959","0.0422849481943962","0.0670689278245957","2"
"Married, but separated","1993","no migration background","Female","103","0.0207487418037872","0.0169137318145774","0.0245837517929971","2"
"Married, but separated","1993","indirect migration background","Male","4","","","","2"
"Married, but separated","1993","direct migration background","Female","32","0.020921738653458","0.0128002534101191","0.029043223896797","2"
"Married, but separated","1993","indirect migration background","Female","6","","","","2"
"Single","1993","no migration background","Male","1271","0.268673419227826","0.256200855679417","0.281145982776234","3"
"Single","1993","no migration background","Female","1045","0.185779958158798","0.175316051145125","0.196243865172471","3"
"Single","1993","direct migration background","Male","209","0.159804778626252","0.139832215013046","0.179777342239457","3"
"Single","1993","direct migration background","Female","113","0.114386902301566","0.0963260586040831","0.132447745999048","3"
"Single","1993","indirect migration background","Male","196","0.805905052604939","0.755658222730804","0.856151882479075","3"
"Single","1993","indirect migration background","Female","166","0.635562058752741","0.574029505848953","0.69709461165653","3"
"Widowed","1993","no migration background","Male","129","0.0405567210055979","0.0350062637178607","0.0461071782933351","5"
"Widowed","1993","no migration background","Female","603","0.180582469210314","0.170233097956103","0.190931840464524","5"
"Widowed","1993","direct migration background","Male","15","","","","5"
"Widowed","1993","direct migration background","Female","75","0.114899332679994","0.0968033173096016","0.132995348050386","5"
"Widowed","1993","indirect migration background","Male","","","","","5"
"Widowed","1993","indirect migration background","Female","1","","","","5"
"Divorced","1994","no migration background","Male","204","0.0553813791886714","0.0488905671023726","0.0618721912749702","4"
"Divorced","1994","direct migration background","Male","32","0.045379838377212","0.0336717626903427","0.0570879140640812","4"
"Divorced","1994","no migration background","Female","328","0.0712608095534944","0.0643065424956259","0.0782150766113629","4"
"Divorced","1994","direct migration background","Female","54","0.0745518727327119","0.059364124269828","0.0897396211955958","4"
"Divorced","1994","indirect migration background","Male","3","","","","4"
"Divorced","1994","indirect migration background","Female","4","","","","4"
"Married","1994","no migration background","Male","3098","0.618170827870267","0.60438357605953","0.631958079681004","1"
"Married","1994","no migration background","Female","3166","0.539114003688779","0.525639394893694","0.552588612483863","1"
"Married","1994","direct migration background","Male","938","0.738133111004261","0.713401842892397","0.762864379116125","1"
"Married","1994","direct migration background","Female","885","0.671922086515608","0.644774199552193","0.699069973479022","1"
"Married","1994","indirect migration background","Male","41","0.150712002185841","0.106184978804598","0.195239025567084","1"
"Married","1994","indirect migration background","Female","64","0.234402056520136","0.181356850956958","0.287447262083315","1"
"Married, but separated","1994","no migration background","Female","106","0.0230198507529219","0.0189659489548683","0.0270737525509755","2"
"Married, but separated","1994","no migration background","Male","89","0.0199176587879356","0.0159526940645326","0.0238826235113385","2"
"Married, but separated","1994","direct migration background","Male","50","0.0507896129315193","0.0384384616774961","0.0631407641855425","2"
"Married, but separated","1994","direct migration background","Female","29","","","","2"
"Married, but separated","1994","indirect migration background","Male","9","","","","2"
"Married, but separated","1994","indirect migration background","Female","2","","","","2"
"Single","1994","no migration background","Male","1254","0.263991812948354","0.251482730546203","0.276500895350506","3"
"Single","1994","no migration background","Female","1061","0.187732878316621","0.177176894659072","0.198288861974169","3"
"Single","1994","direct migration background","Male","178","0.141230309616738","0.121640010946234","0.160820608287242","3"
"Single","1994","direct migration background","Female","104","0.106538808473585","0.0886994250084327","0.124378191938737","3"
"Single","1994","indirect migration background","Male","195","0.771548102705923","0.719296316762107","0.823799888649738","3"
"Single","1994","indirect migration background","Female","174","0.678459943708322","0.619974916462353","0.736944970954292","3"
"Widowed","1994","no migration background","Male","125","0.0425383212047721","0.0368111551532926","0.0482654872562516","5"
"Widowed","1994","no migration background","Female","596","0.178872457688184","0.168512543709356","0.189232371667013","5"
"Widowed","1994","direct migration background","Male","16","","","","5"
"Widowed","1994","direct migration background","Female","77","0.120716281928457","0.101878250476778","0.139554313380137","5"
"Widowed","1994","indirect migration background","Male","","","","","5"
"Widowed","1994","indirect migration background","Female","1","","","","5"
"Divorced","1995","no migration background","Male","225","0.0595122446675248","0.052787152499988","0.0662373368350617","4"
"Divorced","1995","no migration background","Female","361","0.0779450713738786","0.070687817614066","0.0852023251336912","4"
"Divorced","1995","direct migration background","Male","35","0.0434693806235539","0.0328635403251228","0.054075220921985","4"
"Divorced","1995","direct migration background","Female","60","0.0679706595440566","0.0546958962474873","0.081245422840626","4"
"Divorced","1995","indirect migration background","Female","4","","","","4"
"Divorced","1995","indirect migration background","Male","5","","","","4"
