"pgfamstd","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2006","direct migration background","Female","90","0.0832617768632719","0.0681206455503005","0.0984029081762434","4"
"Divorced","2006","indirect migration background","Male","10","","","","4"
"Divorced","2006","indirect migration background","Female","22","","","","4"
"Married","2006","no migration background","Male","5626","0.55291633998304","0.542716710717371","0.563115969248709","1"
"Married","2006","no migration background","Female","5615","0.48922336851047","0.479379946240765","0.499066790780174","1"
"Married","2006","direct migration background","Male","830","0.701907578138927","0.675022510663878","0.728792645613977","1"
"Married","2006","direct migration background","Female","893","0.660646932676145","0.634697765751626","0.686596099600664","1"
"Married","2006","indirect migration background","Male","114","0.221566930422684","0.181513826778056","0.261620034067312","1"
"Married","2006","indirect migration background","Female","165","0.334924314170568","0.291317866603063","0.378530761738073","1"
"Married, but separated","2006","no migration background","Male","174","0.0215006373080011","0.0185250944123155","0.0244761802036866","2"
"Married, but separated","2006","no migration background","Female","205","0.0237502691902272","0.0207518541940857","0.0267486841863688","2"
"Married, but separated","2006","direct migration background","Male","45","0.0450607292244605","0.0328685122725359","0.0572529461763852","2"
"Married, but separated","2006","direct migration background","Female","56","0.0463972495719464","0.0348695490754228","0.0579249500684699","2"
"Married, but separated","2006","indirect migration background","Male","6","","","","2"
"Married, but separated","2006","indirect migration background","Female","9","","","","2"
"Single","2006","no migration background","Male","2408","0.302299360611014","0.292878003840063","0.311720717381966","3"
"Single","2006","no migration background","Female","2226","0.233387305154086","0.225058098688221","0.24171651161995","3"
"Single","2006","direct migration background","Male","169","0.179431521776943","0.156878617194792","0.201984426359094","3"
"Single","2006","direct migration background","Female","138","0.124477329049533","0.106385117910548","0.142569540188518","3"
"Single","2006","indirect migration background","Male","282","0.713577413100344","0.669976333385814","0.757178492814873","3"
"Single","2006","indirect migration background","Female","251","0.576543024516195","0.530890758336292","0.622195290696099","3"
"Widowed","2006","no migration background","Male","307","0.0410142171642726","0.036945724165519","0.0450827101630262","5"
"Widowed","2006","direct migration background","Male","22","","","","5"
"Widowed","2006","no migration background","Female","1046","0.150627639014182","0.143584303021299","0.157670975007064","5"
"Widowed","2006","direct migration background","Female","102","0.0852167118391044","0.0699152009359204","0.100518222742288","5"
"Widowed","2006","indirect migration background","Male","1","","","","5"
"Widowed","2006","indirect migration background","Female","3","","","","5"
"Divorced","2007","no migration background","Female","790","0.103700983409578","0.0975117803089987","0.109890186510158","4"
"Divorced","2007","no migration background","Male","580","0.0806787078518046","0.0749127587228184","0.0864446569807908","4"
"Divorced","2007","direct migration background","Male","43","0.068546165248154","0.0528062371895034","0.0842860933068045","4"
"Divorced","2007","direct migration background","Female","82","0.0911320512358165","0.0745129390902475","0.107751163381385","4"
"Divorced","2007","indirect migration background","Male","10","","","","4"
"Divorced","2007","indirect migration background","Female","26","","","","4"
"Married","2007","no migration background","Male","5244","0.546369925273744","0.535829649040277","0.556910201507211","1"
"Married","2007","no migration background","Female","5243","0.484267914678906","0.474122454270587","0.494413375087224","1"
"Married","2007","direct migration background","Male","741","0.69543807164671","0.666770062675668","0.724106080617751","1"
"Married","2007","direct migration background","Female","799","0.654619873161443","0.627162112405773","0.682077633917114","1"
"Married","2007","indirect migration background","Male","112","0.25593940723088","0.213333648886195","0.298545165575565","1"
"Married","2007","indirect migration background","Female","149","0.358392335996347","0.313637195506995","0.403147476485699","1"
"Married, but separated","2007","no migration background","Male","157","0.0208608810989298","0.0178350393905722","0.0238867228072875","2"
"Married, but separated","2007","no migration background","Female","198","0.0239226928081094","0.0208205343571461","0.0270248512590728","2"
"Married, but separated","2007","direct migration background","Male","37","0.0444887457448138","0.0316455388715227","0.0573319526181049","2"
"Married, but separated","2007","direct migration background","Female","53","0.0542058160652611","0.0411307734046305","0.0672808587258917","2"
"Married, but separated","2007","indirect migration background","Male","3","","","","2"
"Married, but separated","2007","indirect migration background","Female","13","","","","2"
"Single","2007","no migration background","Female","2122","0.240171338424377","0.231499019074171","0.248843657774583","3"
"Single","2007","no migration background","Male","2307","0.314122373709941","0.304295159257981","0.323949588161901","3"
"Single","2007","direct migration background","Male","148","0.169698564040184","0.146316250923379","0.19308087715699","3"
"Single","2007","direct migration background","Female","122","0.11526670749528","0.0968258980339524","0.133707516956607","3"
"Single","2007","indirect migration background","Male","277","0.701951292640661","0.657293970385438","0.746608614895884","3"
"Single","2007","indirect migration background","Female","251","0.547524199817106","0.501069662999286","0.593978736634926","3"
"Widowed","2007","no migration background","Female","968","0.14793707067903","0.140729462325741","0.155144679032318","5"
"Widowed","2007","no migration background","Male","282","0.03796811206558","0.0339217763236315","0.0420144478075284","5"
"Widowed","2007","direct migration background","Male","21","","","","5"
"Widowed","2007","direct migration background","Female","96","0.0847755520421993","0.0686905555294972","0.100860548554901","5"
"Widowed","2007","indirect migration background","Male","1","","","","5"
"Widowed","2007","indirect migration background","Female","2","","","","5"
"Divorced","2008","no migration background","Male","553","0.0834891214073954","0.0774557427450789","0.0895225000697119","4"
"Divorced","2008","no migration background","Female","772","0.105067309914808","0.0986584046349189","0.111476215194696","4"
"Divorced","2008","direct migration background","Male","39","0.0681523537407554","0.0515679765338819","0.0847367309476289","4"
"Divorced","2008","direct migration background","Female","74","0.0881152514522195","0.0707873067958363","0.105443196108603","4"
"Divorced","2008","indirect migration background","Female","26","","","","4"
"Divorced","2008","indirect migration background","Male","8","","","","4"
"Married","2008","no migration background","Male","4946","0.540577146377951","0.529707586389848","0.551446706366054","1"
"Married","2008","no migration background","Female","4926","0.477978868965427","0.467538802810437","0.488418935120417","1"
"Married","2008","direct migration background","Male","664","0.688808158478944","0.658339767242316","0.719276549715572","1"
"Married","2008","direct migration background","Female","719","0.665312764991331","0.63646686881355","0.694158661169112","1"
"Married","2008","indirect migration background","Male","114","0.252017698505654","0.209469686132857","0.294565710878451","1"
"Married","2008","indirect migration background","Female","146","0.34903355042099","0.303980235213438","0.394086865628542","1"
"Married, but separated","2008","no migration background","Female","181","0.021415025546362","0.018389412178186","0.024440638914538","2"
"Married, but separated","2008","no migration background","Male","156","0.0218231773159262","0.0186364529550471","0.0250099016768054","2"
"Married, but separated","2008","direct migration background","Male","33","0.0398960016664976","0.0270161723754529","0.0527758309575422","2"
"Married, but separated","2008","direct migration background","Female","43","0.0440642003066255","0.031518097464605","0.056610303148646","2"
"Married, but separated","2008","indirect migration background","Male","3","","","","2"
"Married, but separated","2008","indirect migration background","Female","11","","","","2"
"Single","2008","no migration background","Male","2141","0.315193385029504","0.305060121292813","0.325326648766194","3"
"Single","2008","no migration background","Female","1977","0.246085956738797","0.237083538364444","0.255088375113151","3"
"Single","2008","direct migration background","Male","132","0.181336042130683","0.155980016462496","0.20669206779887","3"
"Single","2008","direct migration background","Female","107","0.114216906567019","0.0947731388616469","0.133660674272391","3"
"Single","2008","indirect migration background","Female","244","0.557381483855047","0.510434799978731","0.604328167731363","3"
"Single","2008","indirect migration background","Male","274","0.706121895535606","0.661480110741878","0.750763680329333","3"
"Widowed","2008","no migration background","Female","938","0.149452838834606","0.142001125412055","0.156904552257156","5"
"Widowed","2008","no migration background","Male","279","0.0389171698692237","0.0346989631433758","0.0431353765950715","5"
"Widowed","2008","direct migration background","Male","19","","","","5"
"Widowed","2008","direct migration background","Female","85","0.0882908766828052","0.070947342579189","0.105634410786421","5"
"Widowed","2008","indirect migration background","Male","1","","","","5"
"Widowed","2008","indirect migration background","Female","3","","","","5"
"Divorced","2009","no migration background","Male","546","0.0829699169432476","0.0767802625166778","0.0891595713698174","4"
"Divorced","2009","no migration background","Female","737","0.10331944359299","0.0967502811784264","0.109888606007554","4"
"Divorced","2009","direct migration background","Male","29","","","","4"
"Divorced","2009","direct migration background","Female","69","0.100994102236224","0.0813517654706544","0.120636439001793","4"
"Divorced","2009","indirect migration background","Female","24","","","","4"
"Divorced","2009","indirect migration background","Male","9","","","","4"
"Married","2009","no migration background","Male","4608","0.534552619622583","0.523359663279507","0.545745575965659","1"
"Married","2009","no migration background","Female","4590","0.476877091206977","0.466097427975114","0.487656754438841","1"
"Married","2009","direct migration background","Male","574","0.705272340631362","0.673006775022908","0.737537906239816","1"
"Married","2009","direct migration background","Female","633","0.653785847442216","0.622772114572958","0.684799580311474","1"
"Married","2009","indirect migration background","Male","93","0.210624191311019","0.168562132928501","0.252686249693536","1"
"Married","2009","indirect migration background","Female","139","0.331402106810261","0.285040270160835","0.377763943459688","1"
"Married, but separated","2009","no migration background","Male","155","0.0243155396856555","0.0208592436420714","0.0277718357292395","2"
"Married, but separated","2009","no migration background","Female","175","0.0222041418632237","0.0190240388591497","0.0253842448672977","2"
"Married, but separated","2009","direct migration background","Male","29","","","","2"
"Married, but separated","2009","indirect migration background","Male","8","","","","2"
"Married, but separated","2009","direct migration background","Female","33","0.0316505842635685","0.0202383470857306","0.0430628214414065","2"
"Married, but separated","2009","indirect migration background","Female","9","","","","2"
"Single","2009","no migration background","Male","2053","0.320281775263414","0.309811819317074","0.330751731209754","3"
"Single","2009","no migration background","Female","1842","0.248319325123526","0.238994900428901","0.257643749818152","3"
"Single","2009","direct migration background","Male","114","0.177043741719156","0.150030352571923","0.20405713086639","3"
"Single","2009","direct migration background","Female","94","0.127528024139192","0.105783874188915","0.149272174089468","3"
"Single","2009","indirect migration background","Male","251","0.732159659797572","0.686478682948295","0.777840636646849","3"
"Single","2009","indirect migration background","Female","221","0.589451618072066","0.541000170983284","0.637903065160849","3"
"Widowed","2009","no migration background","Male","267","0.0378801484850997","0.0335962940244848","0.0421640029457146","5"
"Widowed","2009","no migration background","Female","903","0.149279998213283","0.141588796061608","0.156971200364957","5"
"Widowed","2009","direct migration background","Male","21","","","","5"
"Widowed","2009","direct migration background","Female","75","0.0860414419188008","0.0677612408801589","0.104321642957443","5"
"Widowed","2009","indirect migration background","Male","","","","","5"
"Widowed","2009","indirect migration background","Female","3","","","","5"
"Divorced","2010","no migration background","Male","588","0.0851417862450081","0.0794520794203045","0.0908314930697116","4"
"Divorced","2010","direct migration background","Male","45","0.0628594586176811","0.0496759720770711","0.076042945158291","4"
"Divorced","2010","no migration background","Female","1205","0.109977307099962","0.104120843280113","0.115833770919811","4"
"Divorced","2010","indirect migration background","Male","11","","","","4"
"Divorced","2010","direct migration background","Female","130","0.0847573611512758","0.071148339509877","0.0983663827926746","4"
"Divorced","2010","indirect migration background","Female","57","0.0641758008470806","0.0457428023373645","0.0826087993567967","4"
"Married","2010","no migration background","Male","5890","0.52689489918431","0.516716430920862","0.537073367447758","1"
"Married","2010","no migration background","Female","5983","0.469533011479488","0.460190887402785","0.478875135556191","1"
"Married","2010","direct migration background","Male","1041","0.706435907339616","0.681699851725482","0.731171962953751","1"
"Married","2010","direct migration background","Female","1157","0.675220122441804","0.652338473721307","0.698101771162301","1"
"Married","2010","indirect migration background","Male","225","0.205975586922161","0.17214677690553","0.239804396938792","1"
"Married","2010","indirect migration background","Female","304","0.297642486549553","0.263251884224916","0.33203308887419","1"
"Married, but separated","2010","no migration background","Male","174","0.0258274386734766","0.0225937349217759","0.0290611424251772","2"
"Married, but separated","2010","no migration background","Female","311","0.0234833903948858","0.0206487132621786","0.0263180675275929","2"
"Married, but separated","2010","direct migration background","Male","33","0.0354932161614921","0.0254431731779165","0.0455432591450678","2"
"Married, but separated","2010","direct migration background","Female","55","0.0296140703929792","0.0213309997266857","0.0378971410592728","2"
"Married, but separated","2010","indirect migration background","Male","7","","","","2"
"Married, but separated","2010","indirect migration background","Female","13","","","","2"
"Single","2010","no migration background","Male","2326","0.323573757767403","0.314036171378188","0.333111344156618","3"
"Single","2010","no migration background","Female","2584","0.251206861427161","0.243088281684331","0.25932544116999","3"
"Single","2010","direct migration background","Male","160","0.166278524568726","0.146054332819822","0.18650271631763","3"
"Single","2010","direct migration background","Female","193","0.131250410578551","0.114751027330199","0.147749793826903","3"
"Single","2010","indirect migration background","Male","306","0.755810427200104","0.719874246702882","0.791746607697326","3"
"Single","2010","indirect migration background","Female","298","0.609776513857704","0.573085876783788","0.64646715093162","3"
"Widowed","2010","no migration background","Male","265","0.0385621181298026","0.0346367294130311","0.0424875068465742","5"
"Widowed","2010","no migration background","Female","880","0.145799429598504","0.139193389204069","0.152405469992938","5"
"Widowed","2010","direct migration background","Male","23","","","","5"
"Widowed","2010","direct migration background","Female","74","0.0791580354353902","0.0659660511909082","0.0923500196798723","5"
"Widowed","2010","indirect migration background","Male","","","","","5"
"Widowed","2010","indirect migration background","Female","7","","","","5"
"Divorced","2011","no migration background","Male","731","0.0858699607400494","0.0806465728801787","0.09109334859992","4"
"Divorced","2011","no migration background","Female","1456","0.106142562349684","0.100860071065379","0.111425053633989","4"
"Divorced","2011","direct migration background","Male","61","0.0620404914194261","0.0496069855317871","0.0744739973070651","4"
"Divorced","2011","direct migration background","Female","169","0.0868098976928258","0.0738531897421359","0.0997666056435158","4"
"Divorced","2011","indirect migration background","Male","19","","","","4"
"Divorced","2011","indirect migration background","Female","69","0.0611071754430703","0.0441888707058301","0.0780254801803105","4"
"Married","2011","no migration background","Male","7059","0.533689436185173","0.524388865812544","0.542990006557801","1"
"Married","2011","no migration background","Female","7113","0.471984717698777","0.463423272305772","0.480546163091781","1"
"Married","2011","direct migration background","Male","1132","0.70341137228433","0.679869235183682","0.726953509384977","1"
"Married","2011","direct migration background","Female","1259","0.65496840308342","0.633092345472447","0.676844460694393","1"
"Married","2011","indirect migration background","Male","232","0.202532648535112","0.171075576445732","0.233989720624492","1"
"Married","2011","indirect migration background","Female","320","0.298907494509745","0.266573542241258","0.331241446778232","1"
"Married, but separated","2011","no migration background","Male","203","0.0218636159678229","0.0191372236146838","0.0245900083209621","2"
"Married, but separated","2011","no migration background","Female","392","0.0226200195261798","0.0200700318377148","0.0251700072146448","2"
"Married, but separated","2011","direct migration background","Male","39","0.0314580679857925","0.0224612448749309","0.040454891096654","2"
"Married, but separated","2011","direct migration background","Female","61","0.0343767686705201","0.0259924876123586","0.0427610497286815","2"
"Married, but separated","2011","indirect migration background","Male","5","","","","2"
"Married, but separated","2011","indirect migration background","Female","21","","","","2"
"Single","2011","no migration background","Male","2720","0.319949899203891","0.311253507433124","0.328646290974657","3"
"Single","2011","no migration background","Female","3004","0.257417092268577","0.249918995503834","0.26491518903332","3"
"Single","2011","direct migration background","Male","183","0.174079303931255","0.154535608331952","0.193622999530558","3"
"Single","2011","direct migration background","Female","228","0.14205972446007","0.12599425349187","0.158125195428271","3"
"Single","2011","indirect migration background","Female","350","0.609659906493341","0.575203647203521","0.644116165783161","3"
"Single","2011","indirect migration background","Male","371","0.748330584674665","0.714362091015358","0.782299078333971","3"
"Widowed","2011","no migration background","Female","1096","0.141835608156782","0.135852349759703","0.147818866553861","5"
"Widowed","2011","no migration background","Male","339","0.0386270879030644","0.0350343992904647","0.0422197765156642","5"
"Widowed","2011","direct migration background","Male","31","0.0290107643791966","0.0203600746005408","0.0376614541578525","5"
"Widowed","2011","direct migration background","Female","97","0.0817852060931642","0.069174512642399","0.0943958995439294","5"
"Widowed","2011","indirect migration background","Male","","","","","5"
"Widowed","2011","indirect migration background","Female","10","","","","5"
"Divorced","2012","no migration background","Female","1539","0.108563546338733","0.1031970727502","0.113930019927266","4"
"Divorced","2012","no migration background","Male","729","0.0854463376373178","0.0801848971835992","0.0907077780910365","4"
"Divorced","2012","direct migration background","Male","65","0.0733560536753268","0.0595249705460684","0.0871871368045851","4"
"Divorced","2012","direct migration background","Female","160","0.0841281211923223","0.0709175035049086","0.097338738879736","4"
"Divorced","2012","indirect migration background","Male","24","","","","4"
"Divorced","2012","indirect migration background","Female","68","0.0553472245771415","0.0390478395222604","0.0716466096320226","4"
"Married","2012","no migration background","Male","6853","0.541204209157336","0.531825487828314","0.550582930486357","1"
"Married","2012","no migration background","Female","6926","0.479073833491699","0.470456138826455","0.487691528156943","1"
"Married","2012","direct migration background","Male","1055","0.685717444527599","0.661090274872915","0.710344614182282","1"
"Married","2012","direct migration background","Female","1178","0.665725428383453","0.643274494525314","0.688176362241592","1"
"Married","2012","indirect migration background","Male","236","0.23784024658491","0.204136084641692","0.271544408528127","1"
"Married","2012","indirect migration background","Female","314","0.326024310242297","0.292609861433094","0.359438759051501","1"
"Married, but separated","2012","no migration background","Male","205","0.0203879180541857","0.0177280086639756","0.0230478274443957","2"
"Married, but separated","2012","no migration background","Female","371","0.022421809671461","0.01986785683199","0.024975762510932","2"
"Married, but separated","2012","direct migration background","Female","69","0.0355807906798211","0.0267647032087453","0.0443968781508969","2"
"Married, but separated","2012","direct migration background","Male","40","0.0359078767818555","0.0260374508075961","0.0457783027561148","2"
"Married, but separated","2012","indirect migration background","Male","9","","","","2"
"Married, but separated","2012","indirect migration background","Female","19","","","","2"
"Single","2012","no migration background","Male","2727","0.31648602182322","0.307732066949489","0.32523997669695","3"
"Single","2012","no migration background","Female","2994","0.256761612160947","0.249225785437316","0.264297438884577","3"
"Single","2012","direct migration background","Female","200","0.133154630077231","0.116985594367879","0.149323665786583","3"
"Single","2012","direct migration background","Male","176","0.179643147735256","0.159277956225274","0.200008339245239","3"
"Single","2012","indirect migration background","Female","344","0.593705764378107","0.558695680083739","0.628715848672474","3"
"Single","2012","indirect migration background","Male","344","0.70756992748933","0.671560720848498","0.743579134130162","3"
"Widowed","2012","no migration background","Male","330","0.0364755133279409","0.0329470515207556","0.0400039751351263","5"
"Widowed","2012","no migration background","Female","1079","0.13317919833716","0.127318023840711","0.139040372833608","5"
"Widowed","2012","direct migration background","Male","29","","","","5"
"Widowed","2012","direct migration background","Female","89","0.0814110296671728","0.0683962325002136","0.0944258268341321","5"
"Widowed","2012","indirect migration background","Male","","","","","5"
"Widowed","2012","indirect migration background","Female","11","","","","5"
"Divorced","2013","no migration background","Male","728","0.0880664182733654","0.0825972498375827","0.0935355867091482","4"
"Divorced","2013","no migration background","Female","1485","0.107522126920372","0.102035362061757","0.113008891778987","4"
"Divorced","2013","direct migration background","Male","132","0.0756130851425437","0.0659659012714734","0.085260269013614","4"
"Divorced","2013","direct migration background","Female","325","0.0937131109582295","0.0840870611456949","0.103339160770764","4"
"Divorced","2013","indirect migration background","Male","24","","","","4"
"Divorced","2013","indirect migration background","Female","81","0.0502397765597468","0.0377071095371816","0.0627724435823121","4"
"Married","2013","no migration background","Male","6429","0.53698267236699","0.527359610332539","0.546605734401441","1"
"Married","2013","no migration background","Female","6460","0.478068723111416","0.469221224085","0.486916222137832","1"
"Married","2013","direct migration background","Male","2103","0.655562968064166","0.638223438609371","0.672902497518961","1"
"Married","2013","direct migration background","Female","2387","0.634237405940694","0.618328487733683","0.650146324147704","1"
"Married","2013","indirect migration background","Male","361","0.252868454932925","0.226677512780508","0.279059397085341","1"
"Married","2013","indirect migration background","Female","453","0.312347763719323","0.28575788886648","0.338937638572166","1"
"Married, but separated","2013","no migration background","Male","222","0.0218968210665973","0.0190724783312088","0.0247211638019858","2"
"Married, but separated","2013","no migration background","Female","363","0.0231695579804338","0.0205049264452535","0.025834189515614","2"
"Married, but separated","2013","direct migration background","Male","66","0.0343653096063942","0.0277180637429537","0.0410125554698347","2"
"Married, but separated","2013","direct migration background","Female","110","0.0315858943665432","0.0258090293332241","0.0373627593998623","2"
"Married, but separated","2013","indirect migration background","Male","11","","","","2"
"Married, but separated","2013","indirect migration background","Female","20","","","","2"
"Single","2013","no migration background","Male","2624","0.315448028198043","0.306479903281559","0.324416153114527","3"
"Single","2013","no migration background","Female","2900","0.252767530388023","0.245069897297945","0.260465163478102","3"
"Single","2013","direct migration background","Male","544","0.2115871870271","0.196683397749536","0.226490976304663","3"
"Single","2013","direct migration background","Female","566","0.16985185721845","0.157448820517864","0.182254893919035","3"
"Single","2013","indirect migration background","Male","661","0.710328220442224","0.682995183687818","0.737661257196629","3"
"Single","2013","indirect migration background","Female","601","0.612899973080237","0.584954011034089","0.640845935126385","3"
"Widowed","2013","no migration background","Male","311","0.0376060600950043","0.0339345909296369","0.0412775292603717","5"
"Widowed","2013","no migration background","Female","1037","0.138472061599755","0.132354413973553","0.144589709225957","5"
"Widowed","2013","direct migration background","Male","40","0.0228714501597963","0.0174164108495845","0.0283264894700081","5"
"Widowed","2013","direct migration background","Female","133","0.0706117315160841","0.0621501390983882","0.0790733239337801","5"
"Widowed","2013","indirect migration background","Male","1","","","","5"
"Widowed","2013","indirect migration background","Female","12","","","","5"
"Divorced","2014","no migration background","Male","660","0.0864073752250156","0.0807557262975536","0.0920590241524777","4"
"Divorced","2014","direct migration background","Male","113","0.0797143575368097","0.0687729181156234","0.0906557969579959","4"
"Divorced","2014","no migration background","Female","1342","0.113294911154981","0.107402831302201","0.119186991007761","4"
"Divorced","2014","direct migration background","Female","262","0.0949668159862042","0.0841214284528599","0.105812203519549","4"
"Divorced","2014","indirect migration background","Male","23","","","","4"
"Divorced","2014","indirect migration background","Female","65","0.0559878046444395","0.041934221888814","0.0700413874000649","4"
"Married","2014","no migration background","Male","5875","0.535738650612846","0.525706795948122","0.54577050527757","1"
"Married","2014","no migration background","Female","5894","0.472545610242555","0.463264751896565","0.481826468588546","1"
"Married","2014","direct migration background","Male","1701","0.634565428734988","0.615112370762855","0.65401848670712","1"
"Married","2014","direct migration background","Female","1894","0.632281571473226","0.614443830856657","0.650119312089796","1"
"Married","2014","indirect migration background","Male","309","0.236943036450096","0.209147907064806","0.264738165835386","1"
"Married","2014","indirect migration background","Female","384","0.291796674342228","0.264007817366864","0.319585531317592","1"
"Married, but separated","2014","no migration background","Male","212","0.0250459106253208","0.021902624082679","0.0281891971679626","2"
"Married, but separated","2014","no migration background","Female","286","0.0218046315438593","0.0190896867735301","0.0245195763141885","2"
"Married, but separated","2014","direct migration background","Male","44","0.0332933498889902","0.0260461379464775","0.0405405618315029","2"
"Married, but separated","2014","direct migration background","Female","88","0.0352317007215089","0.0284113736614653","0.0420520277815526","2"
"Married, but separated","2014","indirect migration background","Male","9","","","","2"
"Married, but separated","2014","indirect migration background","Female","20","","","","2"
"Single","2014","no migration background","Male","2442","0.314072849595607","0.304736487827841","0.323409211363373","3"
"Single","2014","no migration background","Female","2602","0.251320565456515","0.243256838981647","0.259384291931383","3"
"Single","2014","direct migration background","Male","459","0.228028122003263","0.21107928875391","0.244976955252616","3"
"Single","2014","direct migration background","Female","451","0.17403221190105","0.160006553413602","0.188057870388498","3"
"Single","2014","indirect migration background","Female","546","0.618717906538964","0.589027162492631","0.648408650585297","3"
"Single","2014","indirect migration background","Male","557","0.72334557787495","0.69410338287928","0.752587772870619","3"
"Widowed","2014","no migration background","Male","305","0.0387352139412105","0.0348537283940908","0.0426166994883302","5"
"Widowed","2014","no migration background","Female","992","0.141034281602089","0.134563986586008","0.147504576618171","5"
"Widowed","2014","direct migration background","Male","37","0.0243987418359495","0.0181662064418937","0.0306312772300053","5"
"Widowed","2014","direct migration background","Female","112","0.0634876999180103","0.0544672453340975","0.0725081545019232","5"
"Widowed","2014","indirect migration background","Male","1","","","","5"
"Widowed","2014","indirect migration background","Female","13","","","","5"
"Divorced","2015","no migration background","Female","1282","0.117434805551243","0.111303811148918","0.123565799953569","4"
"Divorced","2015","no migration background","Male","655","0.0940152067279925","0.0879959942155671","0.100034419240418","4"
"Divorced","2015","direct migration background","Male","105","0.0789745748771976","0.0688945593274223","0.0890545904269728","4"
"Divorced","2015","direct migration background","Female","236","0.0858616337872413","0.0761834660461858","0.0955398015282969","4"
"Divorced","2015","indirect migration background","Male","22","","","","4"
"Divorced","2015","indirect migration background","Female","53","0.0423441479885779","0.0296519661123186","0.0550363298648373","4"
"Married","2015","no migration background","Male","5543","0.526473597974085","0.516175890100703","0.536771305847468","1"
"Married","2015","direct migration background","Male","1877","0.609175356217653","0.590938756007819","0.627411956427486","1"
"Married","2015","direct migration background","Female","2103","0.621183881929185","0.604426278192399","0.637941485665972","1"
"Married","2015","no migration background","Female","5569","0.462697856795335","0.453202372160587","0.472193341430083","1"
"Married","2015","indirect migration background","Male","284","0.23355161399878","0.204750869182233","0.262352358815327","1"
"Married","2015","indirect migration background","Female","356","0.285537271735003","0.257069331487283","0.314005211982724","1"
"Married, but separated","2015","no migration background","Male","186","0.0220974031586283","0.0190656168370666","0.0251291894801899","2"
"Married, but separated","2015","no migration background","Female","260","0.0214502137519746","0.01869112049179","0.0242093070121592","2"
"Married, but separated","2015","direct migration background","Male","89","0.0387144060540737","0.0315042566916172","0.0459245554165301","2"
"Married, but separated","2015","direct migration background","Female","112","0.0445777937241563","0.0374485320844304","0.0517070553638822","2"
"Married, but separated","2015","indirect migration background","Female","25","","","","2"
"Married, but separated","2015","indirect migration background","Male","11","","","","2"
"Single","2015","no migration background","Female","2525","0.256720164746249","0.24840127685184","0.265039052640657","3"
"Single","2015","no migration background","Male","2351","0.318557644245888","0.308948410728455","0.328166877763322","3"
"Single","2015","direct migration background","Male","646","0.245795306747357","0.229703190823125","0.261887422671589","3"
"Single","2015","direct migration background","Female","669","0.185662905041114","0.172230546283521","0.199095263798706","3"
"Single","2015","indirect migration background","Female","520","0.627855096417916","0.597388734012979","0.658321458822853","3"
"Single","2015","indirect migration background","Male","510","0.719718762970074","0.6891449748908","0.750292551049348","3"
"Widowed","2015","no migration background","Male","296","0.0388561478934054","0.0348704512785223","0.0428418445082885","5"
"Widowed","2015","no migration background","Female","956","0.141696959155198","0.135055558270091","0.148338360040305","5"
"Widowed","2015","direct migration background","Male","33","0.0273403561037193","0.0212454884989746","0.0334352237084641","5"
"Widowed","2015","direct migration background","Female","99","0.0627137855183031","0.0543383919212878","0.0710891791153185","5"
"Widowed","2015","indirect migration background","Male","2","","","","5"
"Widowed","2015","indirect migration background","Female","13","","","","5"
"Divorced","2016","no migration background","Male","615","0.0939846942497867","0.0877470026185742","0.100222385880999","4"
"Divorced","2016","no migration background","Female","1195","0.116605401447445","0.110270084284854","0.122940718610036","4"
"Divorced","2016","direct migration background","Male","127","0.0798144972915167","0.0722725092845745","0.0873564852984589","4"
"Divorced","2016","direct migration background","Female","283","0.0909686894891863","0.0823636110164659","0.0995737679619067","4"
"Divorced","2016","indirect migration background","Female","43","0.0378052805413868","0.0254541113371728","0.0501564497456007","4"
"Divorced","2016","indirect migration background","Male","22","","","","4"
"Married","2016","no migration background","Male","5124","0.51683812350941","0.506156158095681","0.527520088923138","1"
"Married","2016","direct migration background","Male","2927","0.58932850452013","0.575637564861068","0.603019444179193","1"
"Married","2016","no migration background","Female","5163","0.460859553861935","0.451020192471488","0.470698915252383","1"
"Married","2016","direct migration background","Female","2927","0.643026947016062","0.628690162815337","0.657363731216787","1"
"Married","2016","indirect migration background","Male","256","0.242457923013025","0.212068463074291","0.27284738295176","1"
"Married","2016","indirect migration background","Female","340","0.287754816452122","0.258437351440617","0.317072281463626","1"
"Married, but separated","2016","no migration background","Male","182","0.0217363812919088","0.0186192927376308","0.0248534698461869","2"
"Married, but separated","2016","no migration background","Female","247","0.0229951675491824","0.0200364854591843","0.0259538496391804","2"
"Married, but separated","2016","direct migration background","Male","360","0.0486145828897653","0.0426295191511042","0.0545996466284264","2"
"Married, but separated","2016","direct migration background","Female","236","0.0363087305762167","0.0307112326689794","0.041906228483454","2"
"Married, but separated","2016","indirect migration background","Female","30","0.0306479170783106","0.0194859275671496","0.0418099065894715","2"
"Married, but separated","2016","indirect migration background","Male","10","","","","2"
"Single","2016","no migration background","Male","2197","0.328769434274707","0.318727690243199","0.338811178306215","3"
"Single","2016","no migration background","Female","2341","0.260287272440197","0.25162584104972","0.268948703830673","3"
"Single","2016","direct migration background","Male","1506","0.256833473195927","0.244675081366668","0.268991865025186","3"
"Single","2016","direct migration background","Female","678","0.16451791308093","0.153423748296486","0.175612077865374","3"
"Single","2016","indirect migration background","Male","475","0.711831178692521","0.679715773185045","0.743946584199997","3"
"Single","2016","indirect migration background","Female","491","0.624761401016946","0.593406083560322","0.65611671847357","3"
