"pgfamstd","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1985","16-34 y.","Not Employed","11","","","","4"
"Divorced","1985","16-34 y.","Employed","68","0.0297853539611029","0.023281040370995","0.0362896675512108","4"
"Divorced","1985","35-65 y.","Not Employed","47","0.0364333238543013","0.0273541418023879","0.0455125059062147","4"
"Divorced","1985","35-65 y.","Employed","189","0.0713211741340017","0.0630027072887077","0.0796396409792957","4"
"Divorced","1985","66 and older","Not Employed","23","","","","4"
"Divorced","1985","66 and older","Employed","3","","","","4"
"Married","1985","16-34 y.","Not Employed","481","0.31237777173755","0.287047338269398","0.337708205205702","1"
"Married","1985","16-34 y.","Employed","1101","0.369826410704624","0.351355205382564","0.388297616026684","1"
"Married","1985","35-65 y.","Not Employed","1386","0.797596404198102","0.77812679891737","0.817066009478833","1"
"Married","1985","35-65 y.","Employed","3094","0.795242540240123","0.782199736944278","0.808285343535967","1"
"Married","1985","66 and older","Not Employed","453","0.409315096074177","0.378047599897811","0.440582592250543","1"
"Married","1985","66 and older","Employed","27","","","","1"
"Married, but separated","1985","16-34 y.","Not Employed","18","","","","2"
"Married, but separated","1985","35-65 y.","Not Employed","18","","","","2"
"Married, but separated","1985","16-34 y.","Employed","49","0.0169283879536129","0.0119924856516732","0.0218642902555527","2"
"Married, but separated","1985","35-65 y.","Employed","120","0.0277937521380442","0.0224805777552142","0.0331069265208742","2"
"Married, but separated","1985","66 and older","Not Employed","5","","","","2"
"Married, but separated","1985","66 and older","Employed","","","","","2"
"Single","1985","16-34 y.","Not Employed","774","0.662460538929617","0.636615934471927","0.688305143387307","3"
"Single","1985","16-34 y.","Employed","1401","0.58166662609073","0.562792601983728","0.600540650197732","3"
"Single","1985","35-65 y.","Not Employed","42","0.0346139538566062","0.0257560175095732","0.0434718902036391","3"
"Single","1985","35-65 y.","Employed","183","0.0714511046000483","0.0631256465180391","0.0797765626820575","3"
"Single","1985","66 and older","Not Employed","56","0.0659663361002695","0.0501819122408571","0.0817507599596819","3"
"Single","1985","66 and older","Employed","5","","","","3"
"Widowed","1985","16-34 y.","Not Employed","2","","","","5"
"Widowed","1985","16-34 y.","Employed","5","","","","5"
"Widowed","1985","35-65 y.","Not Employed","143","0.120028696877339","0.104280412749031","0.135776981005648","5"
"Widowed","1985","35-65 y.","Employed","91","0.0341914288877833","0.0283178145261598","0.0400650432494068","5"
"Widowed","1985","66 and older","Not Employed","413","0.494858169638938","0.463065036598943","0.526651302678933","5"
"Widowed","1985","66 and older","Employed","5","","","","5"
"Divorced","1986","16-34 y.","Not Employed","16","","","","4"
"Divorced","1986","16-34 y.","Employed","65","0.0273867285663095","0.0213469386514319","0.0334265184811871","4"
"Divorced","1986","35-65 y.","Not Employed","48","0.0400595839343619","0.0306375039704495","0.0494816638982743","4"
"Divorced","1986","35-65 y.","Employed","201","0.0719024652282801","0.0636410585927752","0.080163871863785","4"
"Divorced","1986","66 and older","Not Employed","22","","","","4"
"Divorced","1986","66 and older","Employed","1","","","","4"
"Married","1986","16-34 y.","Not Employed","438","0.31885756826575","0.292717447382018","0.344997689149483","1"
"Married","1986","16-34 y.","Employed","1173","0.374334883025981","0.356425411161168","0.392244354890795","1"
"Married","1986","35-65 y.","Not Employed","1414","0.794810228541093","0.775406686869654","0.814213770212533","1"
"Married","1986","35-65 y.","Employed","3140","0.794490010173058","0.781567526607919","0.807412493738198","1"
"Married","1986","66 and older","Not Employed","492","0.419143405250543","0.388438480605466","0.44984832989562","1"
"Married","1986","66 and older","Employed","32","0.662499744559548","0.519494041867719","0.805505447251377","1"
"Married, but separated","1986","16-34 y.","Employed","56","0.0150400453294234","0.0105358676123173","0.0195442230465295","2"
"Married, but separated","1986","16-34 y.","Not Employed","21","","","","2"
"Married, but separated","1986","35-65 y.","Employed","139","0.0323418004995243","0.0266842506844417","0.0379993503146068","2"
"Married, but separated","1986","35-65 y.","Not Employed","27","","","","2"
"Married, but separated","1986","66 and older","Not Employed","16","","","","2"
"Married, but separated","1986","66 and older","Employed","1","","","","2"
"Single","1986","16-34 y.","Not Employed","745","0.645561721011648","0.618731178512091","0.672392263511206","3"
"Single","1986","16-34 y.","Employed","1507","0.582298335570099","0.564047298991981","0.600549372148217","3"
"Single","1986","35-65 y.","Not Employed","35","0.0323567788303467","0.0238549628706527","0.0408585947900407","3"
"Single","1986","35-65 y.","Employed","190","0.0701749972579979","0.0620058427270307","0.078344151788965","3"
"Single","1986","66 and older","Not Employed","59","0.0690512139763687","0.0532736187873945","0.084828809165343","3"
"Single","1986","66 and older","Employed","6","","","","3"
"Widowed","1986","16-34 y.","Not Employed","1","","","","5"
"Widowed","1986","16-34 y.","Employed","4","","","","5"
"Widowed","1986","35-65 y.","Not Employed","140","0.115416091972672","0.100063767885188","0.130768416060156","5"
"Widowed","1986","35-65 y.","Employed","86","0.0310907268411392","0.0255400966572498","0.0366413570250287","5"
"Widowed","1986","66 and older","Not Employed","403","0.472424312706251","0.441357209397946","0.503491416014555","5"
"Widowed","1986","66 and older","Employed","2","","","","5"
"Divorced","1987","16-34 y.","Employed","61","0.0239471068045149","0.0183760565469182","0.0295181570621116","4"
"Divorced","1987","16-34 y.","Not Employed","17","","","","4"
"Divorced","1987","35-65 y.","Not Employed","53","0.0479597784067795","0.0374928643709547","0.0584266924426043","4"
"Divorced","1987","35-65 y.","Employed","222","0.0774334616116939","0.0688537374445775","0.0860131857788103","4"
"Divorced","1987","66 and older","Not Employed","26","","","","4"
"Divorced","1987","66 and older","Employed","2","","","","4"
"Married","1987","16-34 y.","Not Employed","422","0.357374962930054","0.329495073767434","0.385254852092674","1"
"Married","1987","16-34 y.","Employed","1183","0.375927722697021","0.358277772005242","0.3935776733888","1"
"Married","1987","35-65 y.","Not Employed","1363","0.799883091629256","0.780285280147359","0.819480903111154","1"
"Married","1987","35-65 y.","Employed","3087","0.782047058254338","0.768794248913665","0.79529986759501","1"
"Married","1987","66 and older","Not Employed","523","0.432566681334918","0.402295849699685","0.46283751297015","1"
"Married","1987","66 and older","Employed","31","0.621210313515831","0.477879305778713","0.764541321252949","1"
"Married, but separated","1987","16-34 y.","Employed","64","0.0169627345453943","0.0122572234926914","0.0216682455980971","2"
"Married, but separated","1987","16-34 y.","Not Employed","14","","","","2"
"Married, but separated","1987","35-65 y.","Not Employed","18","","","","2"
"Married, but separated","1987","35-65 y.","Employed","135","0.0319537520099074","0.0263080347801305","0.0375994692396843","2"
"Married, but separated","1987","66 and older","Not Employed","4","","","","2"
"Married, but separated","1987","66 and older","Employed","1","","","","2"
"Single","1987","16-34 y.","Not Employed","681","0.611533493398351","0.583178008765022","0.63988897803168","3"
"Single","1987","16-34 y.","Employed","1582","0.581584862218159","0.563609232418774","0.599560492017544","3"
"Single","1987","35-65 y.","Not Employed","28","","","","3"
"Single","1987","35-65 y.","Employed","189","0.0752773692245728","0.066808057872808","0.0837466805763377","3"
"Single","1987","66 and older","Not Employed","59","0.0665577298358426","0.0513283090701243","0.081787150601561","3"
"Single","1987","66 and older","Employed","5","","","","3"
"Widowed","1987","16-34 y.","Not Employed","1","","","","5"
"Widowed","1987","16-34 y.","Employed","3","","","","5"
"Widowed","1987","35-65 y.","Not Employed","139","0.115172881071961","0.0995357616499571","0.130810000493965","5"
"Widowed","1987","66 and older","Not Employed","417","0.469352835131948","0.438860333864557","0.49984533639934","5"
"Widowed","1987","35-65 y.","Employed","95","0.033288358899488","0.0275299194314004","0.0390467983675757","5"
"Widowed","1987","66 and older","Employed","5","","","","5"
"Divorced","1988","16-34 y.","Employed","55","0.0252185675827912","0.0193997108368445","0.031037424328738","4"
"Divorced","1988","16-34 y.","Not Employed","14","","","","4"
"Divorced","1988","35-65 y.","Not Employed","46","0.0437565840823604","0.03337376698319","0.0541394011815308","4"
"Divorced","1988","35-65 y.","Employed","215","0.0767496041413903","0.0680383591861151","0.0854608490966656","4"
"Divorced","1988","66 and older","Not Employed","24","","","","4"
"Divorced","1988","66 and older","Employed","2","","","","4"
"Married","1988","16-34 y.","Not Employed","407","0.330785254977472","0.302380986601869","0.359189523353076","1"
"Married","1988","16-34 y.","Employed","1135","0.367586946281623","0.34969307590827","0.385480816654977","1"
"Married","1988","35-65 y.","Not Employed","1269","0.79404225826123","0.773515510866775","0.814569005655686","1"
"Married","1988","35-65 y.","Employed","2953","0.774734277147005","0.761063086336446","0.788405467957563","1"
"Married","1988","66 and older","Not Employed","512","0.439832738500135","0.408975465934494","0.470690011065776","1"
"Married","1988","66 and older","Employed","33","0.611265445927772","0.473363952775254","0.749166939080289","1"
"Married, but separated","1988","16-34 y.","Not Employed","14","","","","2"
"Married, but separated","1988","16-34 y.","Employed","66","0.0201162298501095","0.0149056697352591","0.0253267899649599","2"
"Married, but separated","1988","35-65 y.","Not Employed","26","","","","2"
"Married, but separated","1988","35-65 y.","Employed","138","0.0374469785049203","0.0312339531750062","0.0436600038348344","2"
"Married, but separated","1988","66 and older","Employed","1","","","","2"
"Married, but separated","1988","66 and older","Not Employed","11","","","","2"
"Single","1988","16-34 y.","Employed","1530","0.585149061303704","0.56686371756886","0.603434405038549","3"
"Single","1988","16-34 y.","Not Employed","619","0.632822591676662","0.603721669659837","0.661923513693488","3"
"Single","1988","35-65 y.","Not Employed","25","","","","3"
"Single","1988","35-65 y.","Employed","179","0.0755138796778706","0.0668672672628172","0.0841604920929241","3"
"Single","1988","66 and older","Employed","3","","","","3"
"Single","1988","66 and older","Not Employed","57","0.0674892976804251","0.0518937990239089","0.0830847963369412","3"
"Widowed","1988","16-34 y.","Not Employed","","","","","5"
"Widowed","1988","16-34 y.","Employed","3","","","","5"
"Widowed","1988","66 and older","Not Employed","390","0.456934785266444","0.425967152933718","0.48790241759917","5"
"Widowed","1988","35-65 y.","Not Employed","125","0.112347203929395","0.0963179995589754","0.128376408299816","5"
"Widowed","1988","35-65 y.","Employed","102","0.0355552605288141","0.0294952551505599","0.0416152659070682","5"
"Widowed","1988","66 and older","Employed","9","","","","5"
"Divorced","1989","16-34 y.","Not Employed","14","","","","4"
"Divorced","1989","16-34 y.","Employed","64","0.0294077332918734","0.023103657445956","0.0357118091377909","4"
"Divorced","1989","35-65 y.","Not Employed","50","0.0499529509288016","0.0386698177798477","0.0612360840777555","4"
"Divorced","1989","35-65 y.","Employed","224","0.0844775786011449","0.0751855406343632","0.0937696165679266","4"
"Divorced","1989","66 and older","Not Employed","23","","","","4"
"Divorced","1989","66 and older","Employed","2","","","","4"
"Married","1989","16-34 y.","Not Employed","375","0.314909879352517","0.286221874153824","0.34359788455121","1"
"Married","1989","16-34 y.","Employed","1123","0.372664311238209","0.354622458228608","0.39070616424781","1"
"Married","1989","35-65 y.","Not Employed","1211","0.788416121993539","0.76726197018551","0.809570273801568","1"
"Married","1989","35-65 y.","Employed","2820","0.767776047324781","0.75366768707229","0.781884407577273","1"
"Married","1989","66 and older","Not Employed","495","0.434637013917101","0.40340949697982","0.465864530854383","1"
"Married","1989","66 and older","Employed","33","0.637670280736531","0.5002505069891","0.775090054483963","1"
"Married, but separated","1989","16-34 y.","Not Employed","11","","","","2"
"Married, but separated","1989","16-34 y.","Employed","53","0.01754724543804","0.0126479621347126","0.0224465287413675","2"
"Married, but separated","1989","35-65 y.","Not Employed","26","","","","2"
"Married, but separated","1989","66 and older","Not Employed","8","","","","2"
"Married, but separated","1989","35-65 y.","Employed","126","0.037350333578626","0.0310147426327754","0.0436859245244766","2"
"Married, but separated","1989","66 and older","Employed","1","","","","2"
"Single","1989","16-34 y.","Employed","1516","0.579114646138618","0.560692661249935","0.597536631027301","3"
"Single","1989","16-34 y.","Not Employed","606","0.649770630098497","0.620306767828641","0.679234492368353","3"
"Single","1989","35-65 y.","Not Employed","30","0.03156113526311","0.0225061239914617","0.0406161465347583","3"
"Single","1989","35-65 y.","Employed","169","0.0752114387221172","0.0663995515544903","0.0840233258897441","3"
"Single","1989","66 and older","Not Employed","54","0.0676713225864403","0.0518480151558888","0.0834946300169918","3"
"Single","1989","66 and older","Employed","2","","","","3"
"Widowed","1989","16-34 y.","Not Employed","1","","","","5"
"Widowed","1989","16-34 y.","Employed","3","","","","5"
"Widowed","1989","35-65 y.","Not Employed","115","0.107364572107362","0.0913304886180787","0.123398655596646","5"
"Widowed","1989","35-65 y.","Employed","102","0.0351846017733305","0.0290285227265024","0.0413406808201585","5"
"Widowed","1989","66 and older","Not Employed","388","0.46416497617556","0.432748161904605","0.495581790446514","5"
"Widowed","1989","66 and older","Employed","9","","","","5"
"Divorced","1990","16-34 y.","Not Employed","6","","","","4"
"Divorced","1990","16-34 y.","Employed","65","0.0295268895117514","0.023182789388163","0.0358709896353399","4"
"Divorced","1990","35-65 y.","Not Employed","56","0.0525073849233458","0.0408110983787735","0.064203671467918","4"
"Divorced","1990","35-65 y.","Employed","236","0.0974756278332333","0.0874645278703493","0.107486727796117","4"
"Divorced","1990","66 and older","Not Employed","20","","","","4"
"Divorced","1990","66 and older","Employed","2","","","","4"
"Married","1990","16-34 y.","Not Employed","347","0.350101535027546","0.319228225557793","0.380974844497299","1"
"Married","1990","16-34 y.","Employed","1123","0.357040884547473","0.339084451130121","0.374997317964825","1"
"Married","1990","35-65 y.","Not Employed","1171","0.78307971778062","0.761467319803098","0.804692115758142","1"
"Married","1990","35-65 y.","Employed","2755","0.758923930388833","0.744486813164295","0.773361047613371","1"
"Married","1990","66 and older","Not Employed","528","0.434389525220412","0.403683086809569","0.465095963631256","1"
"Married","1990","66 and older","Employed","32","0.641890302953291","0.500226074458074","0.783554531448508","1"
"Married, but separated","1990","16-34 y.","Not Employed","9","","","","2"
"Married, but separated","1990","16-34 y.","Employed","56","0.018364292328737","0.0133323958444529","0.0233961888130211","2"
"Married, but separated","1990","35-65 y.","Not Employed","32","0.0234516817897521","0.0155160089962056","0.0313873545832986","2"
"Married, but separated","1990","35-65 y.","Employed","110","0.0303577389133564","0.0245668559643606","0.0361486218623522","2"
"Married, but separated","1990","66 and older","Not Employed","11","","","","2"
"Married, but separated","1990","66 and older","Employed","1","","","","2"
"Single","1990","16-34 y.","Not Employed","553","0.627754149864701","0.596466484946891","0.659041814782512","3"
"Single","1990","16-34 y.","Employed","1486","0.594250188479244","0.575847416155137","0.612652960803352","3"
"Single","1990","35-65 y.","Not Employed","34","0.039057771059256","0.028898740769725","0.0492168013487871","3"
"Single","1990","35-65 y.","Employed","174","0.0793284207968186","0.0702068195952457","0.0884500219983915","3"
"Single","1990","66 and older","Not Employed","47","0.0582154693452975","0.0437101922295309","0.0727207464610641","3"
"Single","1990","66 and older","Employed","4","","","","3"
"Widowed","1990","16-34 y.","Not Employed","2","","","","5"
"Widowed","1990","16-34 y.","Employed","5","","","","5"
"Widowed","1990","35-65 y.","Not Employed","104","0.101903444447026","0.0860396952447244","0.117767193649327","5"
"Widowed","1990","35-65 y.","Employed","97","0.0339142820677587","0.0278048132450658","0.0400237508904517","5"
"Widowed","1990","66 and older","Not Employed","395","0.473470308745765","0.442539672024506","0.504400945467024","5"
"Widowed","1990","66 and older","Employed","5","","","","5"
"Divorced","1991","16-34 y.","Not Employed","6","","","","4"
"Divorced","1991","16-34 y.","Employed","64","0.0331705896309856","0.0264393506543282","0.0399018286076431","4"
"Divorced","1991","35-65 y.","Employed","252","0.0993262619424733","0.0893020363079899","0.109350487576957","4"
"Divorced","1991","35-65 y.","Not Employed","65","0.0672976533136751","0.0537923650495842","0.080802941577766","4"
"Divorced","1991","66 and older","Not Employed","18","","","","4"
"Divorced","1991","66 and older","Employed","1","","","","4"
"Married","1991","16-34 y.","Not Employed","348","0.325575431884358","0.294910332721891","0.356240531046824","1"
"Married","1991","16-34 y.","Employed","1118","0.363186815471969","0.345110307062272","0.381263323881666","1"
"Married","1991","35-65 y.","Not Employed","1105","0.775055517996099","0.752547542078027","0.797563493914171","1"
"Married","1991","35-65 y.","Employed","2786","0.758999200331123","0.74466528156236","0.773333119099887","1"
"Married","1991","66 and older","Not Employed","550","0.44304930870487","0.412564574664471","0.473534042745269","1"
"Married","1991","66 and older","Employed","31","0.658487641197204","0.513332243763689","0.80364303863072","1"
"Married, but separated","1991","16-34 y.","Not Employed","11","","","","2"
"Married, but separated","1991","16-34 y.","Employed","56","0.0210618504758973","0.0156646397275474","0.0264590612242473","2"
"Married, but separated","1991","35-65 y.","Not Employed","29","","","","2"
"Married, but separated","1991","35-65 y.","Employed","106","0.0292696212788499","0.0236203438875439","0.034918898670156","2"
"Married, but separated","1991","66 and older","Employed","","","","","2"
"Married, but separated","1991","66 and older","Not Employed","9","","","","2"
"Single","1991","16-34 y.","Employed","1478","0.580719611282126","0.562172383389687","0.599266839174565","3"
"Single","1991","16-34 y.","Not Employed","532","0.646480886990136","0.61519588666996","0.677765887310313","3"
"Single","1991","35-65 y.","Employed","176","0.0791312751532774","0.0700842045034849","0.0881783458030699","3"
"Single","1991","35-65 y.","Not Employed","32","0.0396748566209296","0.0291528348437624","0.0501968783980969","3"
"Single","1991","66 and older","Not Employed","46","0.0575877061830956","0.0432910864214826","0.0718843259447086","3"
"Single","1991","66 and older","Employed","2","","","","3"
"Widowed","1991","16-34 y.","Not Employed","","","","","5"
"Widowed","1991","16-34 y.","Employed","3","","","","5"
"Widowed","1991","35-65 y.","Not Employed","91","0.0932800848574327","0.0776030686612344","0.108957101053631","5"
"Widowed","1991","35-65 y.","Employed","100","0.0332736412942762","0.0272627761672472","0.0392845064213051","5"
"Widowed","1991","66 and older","Not Employed","397","0.469402407634801","0.438775489402786","0.500029325866815","5"
"Widowed","1991","66 and older","Employed","7","","","","5"
"Divorced","1992","16-34 y.","Not Employed","13","","","","4"
"Divorced","1992","16-34 y.","Employed","105","0.0327286466830783","0.0271076630295943","0.0383496303365623","4"
"Divorced","1992","35-65 y.","Not Employed","99","0.0716008234989481","0.059261028590674","0.0839406184072222","4"
"Divorced","1992","35-65 y.","Employed","379","0.0992306716871888","0.0911101475304286","0.107351195843949","4"
"Divorced","1992","66 and older","Not Employed","39","0.0315056805842185","0.0224234186315093","0.0405879425369277","4"
"Divorced","1992","66 and older","Employed","2","","","","4"
"Married","1992","16-34 y.","Not Employed","431","0.345304222583564","0.317788108803831","0.372820336363296","1"
"Married","1992","16-34 y.","Employed","1694","0.380439789744289","0.365102138398369","0.395777441090209","1"
"Married","1992","35-65 y.","Not Employed","1385","0.776860540183689","0.756933569602071","0.796787510765306","1"
"Married","1992","35-65 y.","Employed","4328","0.76467177841743","0.753149752716992","0.776193804117868","1"
"Married","1992","66 and older","Employed","32","0.750314091231207","0.612696212033787","0.887931970428628","1"
"Married","1992","66 and older","Not Employed","752","0.446505082492239","0.420657431910962","0.472352733073516","1"
"Married, but separated","1992","16-34 y.","Not Employed","13","","","","2"
"Married, but separated","1992","16-34 y.","Employed","74","0.0216749524083109","0.0170745608472606","0.0262753439693611","2"
"Married, but separated","1992","35-65 y.","Not Employed","27","","","","2"
"Married, but separated","1992","35-65 y.","Employed","112","0.0236372771531212","0.0195109978565742","0.0277635564496683","2"
"Married, but separated","1992","66 and older","Not Employed","13","","","","2"
"Married, but separated","1992","66 and older","Employed","","","","","2"
"Single","1992","16-34 y.","Employed","1967","0.562866481725665","0.547195944573195","0.578537018878135","3"
"Single","1992","16-34 y.","Not Employed","689","0.624776009738362","0.596755640532764","0.65279637894396","3"
"Single","1992","35-65 y.","Not Employed","49","0.0431131680083736","0.0333920365288289","0.0528342994879183","3"
"Single","1992","35-65 y.","Employed","247","0.0780290907176765","0.0707438956606402","0.0853142857747128","3"
"Single","1992","66 and older","Not Employed","64","0.0552107442352821","0.0433358342659883","0.0670856542045759","3"
"Single","1992","66 and older","Employed","","","","","3"
"Widowed","1992","16-34 y.","Not Employed","1","","","","5"
"Widowed","1992","16-34 y.","Employed","9","","","","5"
"Widowed","1992","35-65 y.","Not Employed","117","0.0901434998245803","0.0764367268834783","0.103850272765682","5"
"Widowed","1992","35-65 y.","Employed","141","0.0344311820245836","0.0294787116709121","0.0393836523782551","5"
"Widowed","1992","66 and older","Not Employed","553","0.457661005107342","0.43175750662977","0.483564503584914","5"
"Widowed","1992","66 and older","Employed","4","","","","5"
"Divorced","1993","16-34 y.","Not Employed","19","","","","4"
"Divorced","1993","16-34 y.","Employed","104","0.035642474654712","0.0296983281657709","0.0415866211436531","4"
"Divorced","1993","35-65 y.","Not Employed","101","0.0681504470982304","0.0564957180843557","0.079805176112105","4"
"Divorced","1993","35-65 y.","Employed","354","0.0976623220702046","0.0893791518255785","0.105945492314831","4"
"Divorced","1993","66 and older","Not Employed","46","0.0375794749865446","0.0277603250199354","0.0473986249531538","4"
"Divorced","1993","66 and older","Employed","2","","","","4"
"Married","1993","16-34 y.","Not Employed","426","0.331757039630651","0.304812153372492","0.358701925888811","1"
"Married","1993","16-34 y.","Employed","1616","0.383678966217151","0.368087964028434","0.399269968405869","1"
"Married","1993","35-65 y.","Not Employed","1487","0.77837230757889","0.759163490299509","0.79758112485827","1"
"Married","1993","35-65 y.","Employed","4067","0.759569933272714","0.74764580087255","0.771494065672878","1"
"Married","1993","66 and older","Not Employed","765","0.448755592925238","0.423075704300231","0.474435481550244","1"
"Married","1993","66 and older","Employed","29","","","","1"
"Married, but separated","1993","16-34 y.","Not Employed","23","","","","2"
"Married, but separated","1993","35-65 y.","Not Employed","32","0.0172311486281539","0.011212794610296","0.0232495026460119","2"
"Married, but separated","1993","16-34 y.","Employed","79","0.0215635245486096","0.0169064548990553","0.0262205941981638","2"
"Married, but separated","1993","66 and older","Not Employed","14","","","","2"
"Married, but separated","1993","35-65 y.","Employed","131","0.0319150254150324","0.0270104337523255","0.0368196170777393","2"
"Married, but separated","1993","66 and older","Employed","","","","","2"
"Single","1993","16-34 y.","Not Employed","703","0.624534005069972","0.596822351887866","0.652245658252078","3"
"Single","1993","16-34 y.","Employed","1929","0.556741387895737","0.540814097915326","0.572668677876149","3"
"Single","1993","35-65 y.","Not Employed","47","0.0380895390544541","0.029237055935561","0.0469420221733473","3"
"Single","1993","35-65 y.","Employed","255","0.0789482698341412","0.0714240437212397","0.0864724959470427","3"
"Single","1993","66 and older","Not Employed","65","0.0573465504618787","0.0453420033391297","0.0693510975846276","3"
"Single","1993","66 and older","Employed","1","","","","3"
"Widowed","1993","16-34 y.","Not Employed","2","","","","5"
"Widowed","1993","16-34 y.","Employed","9","","","","5"
"Widowed","1993","35-65 y.","Not Employed","129","0.098156557640272","0.0843965029407365","0.111916612339807","5"
"Widowed","1993","35-65 y.","Employed","127","0.0319044494079079","0.0270006436687835","0.0368082551470323","5"
"Widowed","1993","66 and older","Not Employed","551","0.446356337667332","0.420689514424286","0.472023160910377","5"
"Widowed","1993","66 and older","Employed","5","","","","5"
"Divorced","1994","16-34 y.","Not Employed","23","","","","4"
"Divorced","1994","35-65 y.","Not Employed","116","0.0716226558255847","0.0599415852991741","0.0833037263519952","4"
"Divorced","1994","16-34 y.","Employed","98","0.0339748469807756","0.0280495058220297","0.0399001881395215","4"
"Divorced","1994","35-65 y.","Employed","344","0.0984182068928047","0.0899039437352677","0.106932470050342","4"
"Divorced","1994","66 and older","Not Employed","42","0.03501675126607","0.0255779655206521","0.044455537011488","4"
"Divorced","1994","66 and older","Employed","2","","","","4"
"Married","1994","16-34 y.","Not Employed","432","0.314440131017673","0.28839767514895","0.340482586886395","1"
"Married","1994","16-34 y.","Employed","1543","0.391347750281804","0.375385047585091","0.407310452978518","1"
"Married","1994","35-65 y.","Not Employed","1555","0.789227440521642","0.770751638841623","0.807703242201661","1"
"Married","1994","35-65 y.","Employed","3870","0.758404783338856","0.746169853701336","0.770639712976377","1"
"Married","1994","66 and older","Not Employed","759","0.430496030900617","0.405071598354803","0.45592046344643","1"
"Married","1994","66 and older","Employed","33","0.757725946978809","0.624947486975691","0.890504406981927","1"
"Married, but separated","1994","16-34 y.","Employed","90","0.0269782964799971","0.0216791135266753","0.0322774794333189","2"
"Married, but separated","1994","16-34 y.","Not Employed","18","","","","2"
"Married, but separated","1994","35-65 y.","Not Employed","30","0.0151762695883903","0.00963821875760811","0.0207143204191724","2"
"Married, but separated","1994","35-65 y.","Employed","128","0.030080220238903","0.0251980244417237","0.0349624160360824","2"
"Married, but separated","1994","66 and older","Not Employed","19","","","","2"
"Married, but separated","1994","66 and older","Employed","","","","","2"
"Single","1994","16-34 y.","Not Employed","747","0.642423542497454","0.615540065259228","0.66930701973568","3"
"Single","1994","16-34 y.","Employed","1854","0.54530680900686","0.529020597369499","0.561593020644221","3"
"Single","1994","35-65 y.","Not Employed","56","0.0421159258448308","0.0330173206345607","0.0512145310551009","3"
"Single","1994","35-65 y.","Employed","243","0.0833394127227263","0.0754392456488082","0.0912395797966444","3"
"Single","1994","66 and older","Not Employed","65","0.0582229392851245","0.0461992032804791","0.0702466752897698","3"
"Single","1994","66 and older","Employed","1","","","","3"
"Widowed","1994","16-34 y.","Not Employed","1","","","","5"
"Widowed","1994","16-34 y.","Employed","6","","","","5"
"Widowed","1994","35-65 y.","Not Employed","115","0.0818577082195523","0.0694388989889005","0.0942765174502042","5"
"Widowed","1994","35-65 y.","Employed","117","0.0297573768067096","0.0249006432830295","0.0346141103303897","5"
