"pgfamstd","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1988","East Germany","","","","","4"
"Divorced","1988","West Germany","356","0.0451950546662984","0.0411160348633726","0.0492740744692243","4"
"Married","1988","West Germany","6309","0.579313151475201","0.569619460126465","0.589006842823936","1"
"Married","1988","East Germany","","","","","1"
"Married, but separated","1988","East Germany","","","","","2"
"Married, but separated","1988","West Germany","256","0.0242026529426394","0.0211850344745027","0.0272202714107762","2"
"Single","1988","East Germany","","","","","3"
"Single","1988","West Germany","2413","0.239285555946755","0.230907908134808","0.247663203758701","3"
"Widowed","1988","West Germany","629","0.112003584969107","0.105810962646943","0.118196207291271","5"
"Widowed","1988","East Germany","","","","","5"
"Divorced","1989","East Germany","","","","","4"
"Divorced","1989","West Germany","377","0.0501465040823595","0.0457929585847466","0.0545000495799724","4"
"Married","1989","West Germany","6057","0.575679795784687","0.565820820150534","0.58553877141884","1"
"Married","1989","East Germany","","","","","1"
"Married, but separated","1989","East Germany","","","","","2"
"Married, but separated","1989","West Germany","225","0.0227782514803838","0.0198021262790778","0.0257543766816898","2"
"Single","1989","East Germany","","","","","3"
"Single","1989","West Germany","2377","0.240394248331929","0.231870107774994","0.248918388888864","3"
"Widowed","1989","West Germany","618","0.11100120032064","0.104734933713362","0.117267466927919","5"
"Widowed","1989","East Germany","","","","","5"
"Divorced","1990","West Germany","385","0.0544577242954629","0.0498864733731162","0.0590289752178095","4"
"Divorced","1990","East Germany","269","0.0747117085690573","0.0669797114879919","0.0824437056501228","4"
"Married","1990","West Germany","5956","0.574103135208637","0.56414192690871","0.584064343508564","1"
"Married","1990","East Germany","3072","0.627587196560748","0.613370190350607","0.641804202770889","1"
"Married, but separated","1990","East Germany","27","","","","2"
"Married, but separated","1990","West Germany","219","0.0212742169246644","0.0183673701008794","0.0241810637484494","2"
"Single","1990","West Germany","2298","0.241558656084955","0.232936077862981","0.25018123430693","3"
"Single","1990","East Germany","790","0.192480996569852","0.180887108082697","0.204074885057007","3"
"Widowed","1990","West Germany","608","0.10860626748628","0.102338295118236","0.114874239854325","5"
"Widowed","1990","East Germany","284","0.0993191766070815","0.0905236706472771","0.108114682566886","5"
"Divorced","1991","East Germany","242","0.0780201004621803","0.0698660329925552","0.0861741679318055","4"
"Divorced","1991","West Germany","408","0.0578766947573389","0.0531704215981379","0.0625829679165399","4"
"Married","1991","West Germany","5956","0.573971217319094","0.564004872146046","0.583937562492142","1"
"Married","1991","East Germany","2879","0.619102904856545","0.604339192582993","0.633866617130097","1"
"Married, but separated","1991","East Germany","21","","","","2"
"Married, but separated","1991","West Germany","211","0.0214984675443355","0.0185752852239022","0.0244216498647688","2"
"Single","1991","West Germany","2284","0.236399018678932","0.227835988588632","0.244962048769232","3"
"Single","1991","East Germany","757","0.196003378318446","0.183934435990813","0.208072320646079","3"
"Widowed","1991","West Germany","598","0.1102546017003","0.103942083633369","0.11656711976723","5"
"Widowed","1991","East Germany","257","0.102293339500188","0.0930803362628799","0.111506342737497","5"
"Divorced","1992","West Germany","417","0.0589127554561617","0.0541411006326037","0.0636844102797197","4"
"Divorced","1992","East Germany","220","0.071636514827287","0.0636296927545878","0.0796433368999863","4"
"Married","1992","West Germany","5924","0.58077308718349","0.570773611531172","0.590772562835808","1"
"Married","1992","East Germany","2698","0.610259424849145","0.595117573207067","0.625401276491224","1"
"Married, but separated","1992","West Germany","212","0.0219387320226927","0.0189702241822375","0.024907239863148","2"
"Married, but separated","1992","East Germany","27","","","","2"
"Single","1992","West Germany","2220","0.229827015373822","0.22130103973871","0.238352991008935","3"
"Single","1992","East Germany","796","0.212580228341405","0.199877455831868","0.225283000850942","3"
"Widowed","1992","West Germany","581","0.108548409963833","0.102244499685922","0.114852320241744","5"
"Widowed","1992","East Germany","244","0.0994452890457266","0.0901538905545475","0.108736687536906","5"
"Divorced","1993","East Germany","216","0.0737758327439212","0.0654971008459249","0.0820545646419175","4"
"Divorced","1993","West Germany","410","0.0591856061188202","0.0543866474005148","0.0639845648371257","4"
"Married","1993","West Germany","5854","0.580175085705265","0.57013816185487","0.590212009555661","1"
"Married","1993","East Germany","2536","0.605444495928085","0.589965601976497","0.620923389879673","1"
"Married, but separated","1993","West Germany","231","0.0251392077787947","0.0219554935137062","0.0283229220438832","2"
"Married, but separated","1993","East Germany","48","0.0105265842348882","0.00729441193252644","0.01375875653725","2"
"Single","1993","West Germany","2210","0.227672884788673","0.219144961518905","0.236200808058442","3"
"Single","1993","East Germany","790","0.209196084471802","0.196314778823609","0.222077390119994","3"
"Widowed","1993","West Germany","583","0.107827215608446","0.101519448234029","0.114134982982863","5"
"Widowed","1993","East Germany","240","0.101057002621304","0.0915115178903302","0.110602487352278","5"
"Divorced","1994","East Germany","210","0.0715872879783205","0.0633666483873544","0.0798079275692867","4"
"Divorced","1994","West Germany","415","0.0603447499221426","0.0554535869437652","0.06523591290052","4"
"Married","1994","West Germany","5725","0.580355118082996","0.570218432153664","0.590491804012328","1"
"Married","1994","East Germany","2467","0.602396890132135","0.586791186279803","0.618002593984467","1"
"Married, but separated","1994","West Germany","226","0.0260314396922352","0.0227608227741989","0.0293020566102716","2"
"Married, but separated","1994","East Germany","59","0.0148996489567778","0.0110364651736798","0.0187628327398758","2"
"Single","1994","East Germany","804","0.207882666493858","0.194943061702474","0.220822271285242","3"
"Single","1994","West Germany","2162","0.225349408159232","0.21676739343403","0.233931422884434","3"
"Widowed","1994","West Germany","577","0.107919284143394","0.101546052268314","0.114292516018474","5"
"Widowed","1994","East Germany","238","0.103233506438909","0.0935313753059947","0.112935637571823","5"
"Divorced","1995","West Germany","459","0.0633836016127481","0.0585129400348395","0.0682542631906567","4"
"Divorced","1995","East Germany","231","0.0800884266207233","0.0713342287350962","0.0888426245063503","4"
"Married","1995","West Germany","6095","0.584238541015669","0.574386281672828","0.59409080035851","1"
"Married","1995","East Germany","2368","0.596691446420879","0.580869785974176","0.612513106867582","1"
"Married, but separated","1995","West Germany","211","0.0218278683302085","0.0189068658528256","0.0247488708075914","2"
"Married, but separated","1995","East Germany","42","0.00989409176764069","0.00670191281126486","0.0130862707240165","2"
"Single","1995","East Germany","817","0.208420082043901","0.19531995213645","0.221520211951351","3"
"Single","1995","West Germany","2261","0.222553480696553","0.214238311759177","0.230868649633928","3"
"Widowed","1995","West Germany","587","0.107996508344822","0.101792008839345","0.114201007850298","5"
"Widowed","1995","East Germany","235","0.104905953146856","0.095022861137915","0.114789045155798","5"
"Divorced","1996","West Germany","461","0.0656332713801965","0.0606247113980185","0.0706418313623744","4"
"Divorced","1996","East Germany","219","0.0760216392673741","0.0674656557196213","0.0845776228151269","4"
"Married","1996","West Germany","5878","0.577334375740829","0.5673434819274","0.587325269554259","1"
"Married","1996","East Germany","2328","0.586771096824549","0.570874647590693","0.602667546058404","1"
"Married, but separated","1996","East Germany","51","0.0138280463418186","0.0100581695010444","0.0175979231825929","2"
"Married, but separated","1996","West Germany","239","0.0257563120727469","0.0225524942696529","0.0289601298758409","2"
"Single","1996","East Germany","849","0.215725812979626","0.202447116521059","0.229004509438192","3"
"Single","1996","West Germany","2248","0.22623223972713","0.217770206358983","0.234694273095278","3"
"Widowed","1996","West Germany","565","0.105043801079097","0.0988425648544181","0.111245037303775","5"
"Widowed","1996","East Germany","239","0.107653404586633","0.0976476212238919","0.117659187949374","5"
"Divorced","1997","West Germany","470","0.0676153649587049","0.0624891464981287","0.072741583419281","4"
"Divorced","1997","East Germany","228","0.0813608459128491","0.0724770832545499","0.0902446085711484","4"
"Married","1997","West Germany","5745","0.573138762309099","0.563040419529299","0.5832371050889","1"
"Married","1997","East Germany","2235","0.570551472252534","0.554466522152286","0.586636422352782","1"
"Married, but separated","1997","East Germany","61","0.0175557349192838","0.0132881692584523","0.0218233005801153","2"
"Married, but separated","1997","West Germany","237","0.0262470043002846","0.0229830720719605","0.0295109365286088","2"
"Single","1997","West Germany","2204","0.226328425995518","0.217785144235464","0.234871707755572","3"
"Single","1997","East Germany","880","0.228618359466765","0.214972309891591","0.24226440904194","3"
"Widowed","1997","West Germany","560","0.106670442436393","0.100368059929205","0.112972824943581","5"
"Widowed","1997","East Germany","234","0.101913587448568","0.092082719755072","0.111744455142063","5"
"Divorced","1998","West Germany","569","0.0687501402214926","0.0638848335330291","0.0736154469099561","4"
"Divorced","1998","East Germany","246","0.0798647092823677","0.071328371646188","0.0884010469185474","4"
"Married","1998","West Germany","6433","0.576838394564908","0.567338461943714","0.586338327186101","1"
"Married","1998","East Germany","2371","0.571910036893151","0.55632888128679","0.587491192499513","1"
"Married, but separated","1998","West Germany","258","0.0265186611611485","0.023429219990916","0.0296081023313811","2"
"Married, but separated","1998","East Germany","67","0.0207255462960666","0.0162393994140085","0.0252116931781247","2"
"Single","1998","West Germany","2477","0.226837801695843","0.218785253399004","0.234890349992683","3"
"Single","1998","East Germany","946","0.227002807315528","0.21381195508505","0.240193659546006","3"
"Widowed","1998","West Germany","653","0.101055002356607","0.0952595707425744","0.10685043397064","5"
"Widowed","1998","East Germany","244","0.100496900212886","0.0910291683841048","0.109964632041668","5"
"Divorced","1999","East Germany","258","0.0888458806943382","0.0797852657203787","0.0979064956682977","4"
"Divorced","1999","West Germany","584","0.0734504902467187","0.0683163502853161","0.0785846302081213","4"
"Married","1999","West Germany","6084","0.57137722732391","0.561637761828383","0.581116692819438","1"
"Married","1999","East Germany","2255","0.54893103291513","0.533084893509523","0.564777172320736","1"
"Married, but separated","1999","West Germany","246","0.0251926548878653","0.0221085268170631","0.0282767829586675","2"
"Married, but separated","1999","East Germany","65","0.0206642031815731","0.016133994039564","0.0251944123235822","2"
"Single","1999","West Germany","2401","0.230382983606612","0.222095960133981","0.238670007079243","3"
"Single","1999","East Germany","964","0.239139495390469","0.225555695329813","0.252723295451125","3"
"Widowed","1999","West Germany","603","0.0995966439348935","0.0937030943226708","0.105490193547116","5"
"Widowed","1999","East Germany","246","0.10241938781849","0.0927639732558697","0.11207480238111","5"
"Divorced","2000","East Germany","443","0.0938284490462371","0.0863633648407865","0.101293533251688","4"
"Divorced","2000","West Germany","1026","0.0660233497776337","0.0624270042045434","0.069619695350724","4"
"Married","2000","West Germany","11567","0.587183297102609","0.580052959277653","0.594313634927565","1"
"Married","2000","East Germany","3435","0.547201935628636","0.534458447355577","0.559945423901696","1"
"Married, but separated","2000","West Germany","391","0.0220668164227313","0.0199393189049214","0.0241943139405411","2"
"Married, but separated","2000","East Germany","106","0.0171722624088842","0.0138463202601793","0.0204982045575891","2"
"Single","2000","West Germany","4143","0.23239184346334","0.2262750352973","0.238508651629381","3"
"Single","2000","East Germany","1471","0.239364712900387","0.228440742152925","0.250288683647849","3"
"Widowed","2000","West Germany","1188","0.0923346932336856","0.0881420302630649","0.0965273562043062","5"
"Widowed","2000","East Germany","406","0.102432640015855","0.0946699018311222","0.110195378200588","5"
"Divorced","2001","East Germany","406","0.0936290946252173","0.0858943126395475","0.101363876610887","4"
"Divorced","2001","West Germany","977","0.070957042058181","0.067042746740304","0.0748713373760581","4"
"Married","2001","West Germany","10341","0.576663816619158","0.569131267281257","0.584196365957059","1"
"Married","2001","East Germany","3172","0.537442195655649","0.524203701932169","0.550680689379128","1"
"Married, but separated","2001","East Germany","102","0.0196585627075219","0.0159725718974797","0.0233445535175641","2"
"Married, but separated","2001","West Germany","359","0.0226005661714487","0.0203347032121766","0.0248664291307208","2"
"Single","2001","East Germany","1395","0.246386843840404","0.234945614793611","0.257828072887198","3"
"Single","2001","West Germany","3786","0.238766138707181","0.232266587702579","0.245265689711783","3"
"Widowed","2001","West Germany","1065","0.0910124364440315","0.0866274598451864","0.0953974130428765","5"
"Widowed","2001","East Germany","374","0.102883303171208","0.0948167758973322","0.110949830445083","5"
"Divorced","2002","East Germany","409","0.0962229932845422","0.0883865550197619","0.104059431549323","4"
"Divorced","2002","West Germany","1047","0.0736289949649883","0.0697727727527935","0.0774852171771831","4"
"Married","2002","West Germany","11172","0.576120946002722","0.568824305496961","0.583417586508484","1"
"Married","2002","East Germany","3136","0.521640558795395","0.50836626297206","0.534914854618729","1"
"Married, but separated","2002","East Germany","103","0.0188837141398221","0.0152666801301156","0.0225007481495286","2"
"Married, but separated","2002","West Germany","363","0.0222810212612126","0.0201017077657739","0.0244603347566513","2"
"Single","2002","East Germany","1420","0.263086258993896","0.251385715070297","0.274786802917495","3"
"Single","2002","West Germany","4002","0.238890593452619","0.232594542872098","0.24518664403314","3"
"Widowed","2002","West Germany","1036","0.0890784443184575","0.0848724184396546","0.0932844701972604","5"
"Widowed","2002","East Germany","372","0.100166474786345","0.092188531937396","0.108144417635294","5"
"Divorced","2003","West Germany","1029","0.0757425637243169","0.0717466349664578","0.079738492482176","4"
"Divorced","2003","East Germany","404","0.0977259494502157","0.0897690222822148","0.105682876618217","4"
"Married","2003","West Germany","10498","0.567582099738774","0.560100104345297","0.575064095132252","1"
"Married","2003","East Germany","3022","0.513625451099804","0.500232388820341","0.527018513379266","1"
"Married, but separated","2003","East Germany","103","0.0207039304977385","0.0168884028375584","0.0245194581579187","2"
"Married, but separated","2003","West Germany","379","0.0230261809019893","0.0207609958945493","0.0252913659094293","2"
"Single","2003","West Germany","3914","0.244136151006278","0.237648475890916","0.250623826121641","3"
"Single","2003","East Germany","1453","0.269440207216037","0.257551618985301","0.281328795446773","3"
"Widowed","2003","West Germany","1022","0.0895130046286413","0.0852014767305186","0.093824532526764","5"
"Widowed","2003","East Germany","368","0.0985044617362048","0.090519351024149","0.106489572448261","5"
"Divorced","2004","West Germany","1039","0.0783886841451659","0.0742749142609079","0.082502454029424","4"
"Divorced","2004","East Germany","404","0.0978916787063881","0.0898425197393409","0.105940837673435","4"
"Married","2004","West Germany","10115","0.558040712100695","0.550439838984457","0.565641585216934","1"
"Married","2004","East Germany","2916","0.497287858317224","0.483744951595243","0.510830765039206","1"
"Married, but separated","2004","East Germany","105","0.0249180598209656","0.0206959848522337","0.0291401347896975","2"
"Married, but separated","2004","West Germany","362","0.0242730779485515","0.0219176708616327","0.0266284850354703","2"
"Single","2004","West Germany","3888","0.250432830782284","0.243801658404645","0.257064003159922","3"
"Single","2004","East Germany","1458","0.283611811006005","0.271402683279573","0.295820938732437","3"
"Widowed","2004","West Germany","995","0.0888646950233036","0.0845096216826838","0.0932197683639234","5"
"Widowed","2004","East Germany","353","0.0962905921494166","0.0883004482194807","0.104280736079352","5"
"Divorced","2005","West Germany","1018","0.0804522013097771","0.0761947956681859","0.0847096069513683","4"
"Divorced","2005","East Germany","403","0.104512791187177","0.0960760675449751","0.112949514829379","4"
"Married","2005","West Germany","9519","0.546733234254203","0.538941150955858","0.554525317552547","1"
"Married","2005","East Germany","2796","0.488719355306499","0.474933971804302","0.502504738808696","1"
"Married, but separated","2005","West Germany","373","0.0255209685761291","0.023052521975748","0.0279894151765101","2"
"Married, but separated","2005","East Germany","95","0.0209240924763218","0.0169768763716114","0.0248713085810321","2"
"Single","2005","West Germany","3795","0.261740040873173","0.254859403800645","0.268620677945702","3"
"Single","2005","East Germany","1410","0.293637700357611","0.281078006032876","0.306197394682347","3"
"Widowed","2005","West Germany","974","0.085553554986718","0.0811754408526158","0.0899316691208202","5"
"Widowed","2005","East Germany","347","0.0922060606723909","0.0842273488339037","0.100184772510878","5"
"Divorced","2006","East Germany","452","0.105386037711755","0.0971782174953688","0.113593857928142","4"
"Divorced","2006","West Germany","1144","0.0835681395002248","0.0793974465010816","0.0877388324993679","4"
"Married","2006","West Germany","10271","0.541637623446268","0.534128371776696","0.549146875115839","1"
"Married","2006","East Germany","2972","0.484775611666972","0.471416208738397","0.498135014595547","1"
"Married, but separated","2006","West Germany","406","0.0269900499226346","0.0245477541866549","0.0294323456586143","2"
"Married, but separated","2006","East Germany","89","0.0205777966890085","0.0167828745521255","0.0243727188258914","2"
"Single","2006","West Germany","3994","0.261094186121025","0.254474598896769","0.267713773345281","3"
"Single","2006","East Germany","1480","0.297632971813431","0.285411006711429","0.309854936915433","3"
"Widowed","2006","West Germany","1098","0.0867100010098479","0.0824689185831306","0.0909510834365652","5"
"Widowed","2006","East Germany","383","0.0916275821188328","0.0839156438669869","0.0993395203706787","5"
"Divorced","2007","East Germany","435","0.105903664537245","0.0974509890890289","0.114356339985461","4"
"Divorced","2007","West Germany","1096","0.0847730932401329","0.0804279365049245","0.0891182499753413","4"
"Married","2007","West Germany","9500","0.536585420851633","0.528806554276453","0.544364287426813","1"
"Married","2007","East Germany","2788","0.478309097860639","0.46458741129506","0.492030784426218","1"
"Married, but separated","2007","West Germany","387","0.0273522658565513","0.0248078594172439","0.0298966722958587","2"
"Married, but separated","2007","East Germany","74","0.0187226750929372","0.0149993892880203","0.0224459608978542","2"
"Single","2007","East Germany","1438","0.310853960134443","0.29814001370606","0.323567906562825","3"
"Single","2007","West Germany","3789","0.266205537122065","0.259310957375551","0.273100116868578","3"
"Widowed","2007","West Germany","1014","0.0850836829296179","0.080731312323894","0.0894360535353417","5"
"Widowed","2007","East Germany","356","0.0862106023747362","0.0785006811679564","0.093920523581516","5"
"Divorced","2008","West Germany","1041","0.086041512668859","0.0815234821571822","0.0905595431805357","4"
"Divorced","2008","East Germany","431","0.10893297367832","0.100132930330404","0.117733017026235","4"
"Married","2008","West Germany","8859","0.528440515492422","0.520397883412249","0.536483147572594","1"
"Married","2008","East Germany","2656","0.479007341002614","0.46489702201331","0.493117659991918","1"
"Married, but separated","2008","West Germany","368","0.0258142939942335","0.0232593410358511","0.0283692469526159","2"
"Married, but separated","2008","East Germany","59","0.0145390974060937","0.0111581503678453","0.0179200444443421","2"
"Single","2008","East Germany","1331","0.314749499042428","0.301631815488967","0.327867182595889","3"
"Single","2008","West Germany","3544","0.272624884407953","0.265450347521665","0.27979942129424","3"
"Widowed","2008","West Germany","987","0.087078793436533","0.0825361907320517","0.0916213961410143","5"
"Widowed","2008","East Germany","338","0.0827710888705447","0.0749884272709846","0.0905537504701049","5"
"Divorced","2009","West Germany","1001","0.0848197086746111","0.0801582130916731","0.089481204257549","4"
"Divorced","2009","East Germany","413","0.107422778509842","0.0984559464582278","0.116389610561456","4"
"Married","2009","West Germany","8086","0.51989635878827","0.511537452678338","0.528255264898203","1"
"Married","2009","East Germany","2551","0.487992172046355","0.473517368661814","0.502466975430895","1"
"Married, but separated","2009","East Germany","59","0.0153654315004376","0.0118035631380061","0.0189272998628691","2"
"Married, but separated","2009","West Germany","350","0.0264322119706279","0.0237482682083393","0.0291161557329166","2"
"Single","2009","East Germany","1230","0.308363939103835","0.294990640189892","0.321737238017779","3"
"Single","2009","West Germany","3345","0.282266413635831","0.274735723176549","0.289797104095114","3"
"Widowed","2009","West Germany","941","0.0865853069306593","0.0818800899420447","0.0912905239192739","5"
"Widowed","2009","East Germany","328","0.0808556788395301","0.072961352725265","0.0887500049537952","5"
"Divorced","2010","West Germany","1540","0.0885909164276958","0.0845322277799632","0.0926496050754284","4"
"Divorced","2010","East Germany","496","0.108381446931855","0.100177875140903","0.116585018722807","4"
"Married","2010","West Germany","11568","0.517472370420596","0.510334985162279","0.524609755678912","1"
"Married","2010","East Germany","3032","0.491498531645977","0.478305543254811","0.504691520037142","1"
"Married, but separated","2010","East Germany","91","0.0162555521126841","0.0129183848713843","0.019592719353984","2"
"Married, but separated","2010","West Germany","502","0.0273457420141431","0.025016264269742","0.0296752197585442","2"
"Single","2010","West Germany","4285","0.281611586894712","0.275187086165897","0.288036087623527","3"
"Single","2010","East Germany","1582","0.302175035398472","0.29005682456235","0.314293246234594","3"
"Widowed","2010","West Germany","934","0.0849793842428538","0.0809964173843826","0.088962351101325","5"
"Widowed","2010","East Germany","315","0.0816894339110117","0.0744615079340029","0.0889173598880205","5"
"Divorced","2011","West Germany","1899","0.0871595728254853","0.0834660542431447","0.0908530914078259","4"
"Divorced","2011","East Germany","606","0.10914518260684","0.101485328001551","0.11680503721213","4"
"Married","2011","West Germany","13623","0.519615417824562","0.513073262460267","0.526157573188856","1"
"Married","2011","East Germany","3492","0.487534926766796","0.475256300614281","0.499813552919311","1"
"Married, but separated","2011","West Germany","601","0.0251816908282702","0.023130105467038","0.0272332761895023","2"
"Married, but separated","2011","East Germany","120","0.0164277465244352","0.0133052144732424","0.019550278575628","2"
"Single","2011","West Germany","5102","0.284586826076207","0.278678408632446","0.290495243519969","3"
"Single","2011","East Germany","1754","0.303931869882645","0.292633162279547","0.315230577485744","3"
"Widowed","2011","West Germany","1179","0.0834564924454755","0.0798349638751333","0.0870780210158176","5"
"Widowed","2011","East Germany","394","0.0829602742192834","0.0761847338357929","0.0897358146027738","5"
"Divorced","2012","East Germany","588","0.103497809752337","0.0959526663872489","0.111042953117424","4"
"Divorced","2012","West Germany","1997","0.0898621052255477","0.0860763729538915","0.0936478374972039","4"
"Married","2012","West Germany","13092","0.527161995495179","0.520552988084162","0.533771002906195","1"
"Married","2012","East Germany","3470","0.49468757811202","0.482303270555247","0.507071885668793","1"
"Married, but separated","2012","East Germany","114","0.0170493026170337","0.013842697979186","0.0202559072548814","2"
"Married, but separated","2012","West Germany","599","0.0245785000763768","0.0225288399413222","0.0266281602114313","2"
"Single","2012","West Germany","5091","0.281122416905632","0.275171509211866","0.287073324599398","3"
"Single","2012","East Germany","1694","0.301528954072944","0.290161454314415","0.312896453831473","3"
"Widowed","2012","West Germany","1143","0.0772749822972648","0.073740192365582","0.0808097722289476","5"
"Widowed","2012","East Germany","395","0.0832363554456657","0.0763939081895041","0.0900788027018272","5"
"Divorced","2013","East Germany","561","0.101557097921534","0.0940509283316557","0.109063267511413","4"
"Divorced","2013","West Germany","2214","0.0913019326798256","0.0877292264775932","0.094874638882058","4"
"Married","2013","West Germany","14729","0.518556617965297","0.512359093960797","0.524754141969796","1"
"Married","2013","East Germany","3464","0.499325880240822","0.486901131929693","0.51175062855195","1"
"Married, but separated","2013","West Germany","657","0.0245836738013156","0.0226629455740252","0.026504402028606","2"
"Married, but separated","2013","East Germany","135","0.0188514884511892","0.015471943804696","0.0222310330976824","2"
"Single","2013","West Germany","6231","0.287307435133","0.281694732118974","0.292920138147026","3"
"Single","2013","East Germany","1665","0.294015457350346","0.282694043447367","0.305336871253325","3"
"Widowed","2013","West Germany","1138","0.0782503404205623","0.0749191678861693","0.0815815129549554","5"
"Widowed","2013","East Germany","396","0.0862500760361095","0.0792739967070651","0.0932261553651539","5"
"Divorced","2014","East Germany","502","0.101411107438467","0.0935682001017159","0.109254014775217","4"
"Divorced","2014","West Germany","1963","0.0938375677489275","0.0899849220916188","0.0976902134062362","4"
"Married","2014","West Germany","12883","0.51289742681891","0.506293638536709","0.519501215101111","1"
"Married","2014","East Germany","3174","0.492391495604259","0.479402561465474","0.505380429743044","1"
"Married, but separated","2014","East Germany","117","0.0205897287056346","0.0169002803333393","0.0242791770779298","2"
"Married, but separated","2014","West Germany","542","0.0253491515275055","0.0232724507972453","0.0274258522577656","2"
"Single","2014","East Germany","1514","0.296531461154911","0.284665264905604","0.308397657404219","3"
"Single","2014","West Germany","5543","0.289347259335586","0.283356166166302","0.295338352504869","3"
"Widowed","2014","West Germany","1076","0.0785685945690713","0.0750137250326729","0.0821234641054697","5"
"Widowed","2014","East Germany","384","0.0890762070967287","0.0816754580265881","0.0964769561668693","5"
"Divorced","2015","East Germany","483","0.1023974588352","0.0944062694677496","0.110388648202651","4"
"Divorced","2015","West Germany","1870","0.09800348212589","0.0940620311437473","0.101944933108033","4"
"Married","2015","West Germany","12696","0.50539689923074","0.49876897324689","0.512024825214591","1"
"Married","2015","East Germany","3036","0.474603590617765","0.461441227855052","0.487765953380478","1"
"Married, but separated","2015","East Germany","128","0.0222559699649738","0.0183676620822889","0.0261442778476588","2"
"Married, but separated","2015","West Germany","555","0.0253059323909609","0.0232239441174663","0.0273879206644555","2"
"Single","2015","East Germany","1495","0.305647447089438","0.293504469298552","0.317790424880324","3"
"Single","2015","West Germany","5726","0.293682546126506","0.287644839823474","0.299720252429538","3"
"Widowed","2015","West Germany","1012","0.0776111401259024","0.0740642151515553","0.0811580651002496","5"
"Widowed","2015","East Germany","387","0.0950955334926234","0.0873632775401472","0.1028277894451","5"
"Divorced","2016","West Germany","1787","0.0958721946863478","0.0920895766908502","0.0996548126818455","4"
"Divorced","2016","East Germany","498","0.109387696792891","0.101439490137744","0.117335903448038","4"
"Married","2016","West Germany","13532","0.505206384709079","0.498782796450473","0.511629972967684","1"
"Married","2016","East Germany","3205","0.452660654303455","0.439985441078294","0.465335867528616","1"
"Married, but separated","2016","East Germany","228","0.0271101760104221","0.0229745756439304","0.0312457763769138","2"
"Married, but separated","2016","West Germany","837","0.025350478780524","0.0233309569283218","0.0273700006327263","2"
"Single","2016","West Germany","6085","0.297258765230756","0.291386626730059","0.303130903731453","3"
"Single","2016","East Germany","1603","0.320865542324808","0.30897833083269","0.332752753816926","3"
"Widowed","2016","West Germany","1031","0.0763121765932935","0.0729011055351703","0.0797232476514168","5"
"Widowed","2016","East Germany","390","0.0899759305684238","0.0826892424874904","0.0972626186493573","5"
"Divorced","2017","West Germany","1995","0.0983450042400307","0.0947457887288761","0.101944219751185","4"
