"pgfamstd","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1989","indirect migration background","3","","","","2"
"Married, but separated","1989","no migration background","130","0.0213867543344071","0.0179502546945357","0.0248232539742785","2"
"Single","1989","direct migration background","435","0.156224495480001","0.1422365485131","0.170212442446902","3"
"Single","1989","no migration background","1743","0.246417292002358","0.236181077690296","0.25665350631442","3"
"Single","1989","indirect migration background","199","0.652723338307507","0.594628090611138","0.710818586003876","3"
"Widowed","1989","direct migration background","65","0.0635011950390184","0.0541058979391776","0.0728964921388593","5"
"Widowed","1989","indirect migration background","1","","","","5"
"Widowed","1989","no migration background","552","0.11751187534982","0.109862365097616","0.125161385602024","5"
"Divorced","1990","direct migration background","92","0.0584456004283404","0.0495642436885931","0.0673269571680877","4"
"Divorced","1990","indirect migration background","6","","","","4"
"Divorced","1990","no migration background","556","0.0585791917151846","0.0541768704965901","0.0629815129337792","4"
"Married","1990","direct migration background","1993","0.694323970041463","0.676882123327642","0.711765816755283","1"
"Married","1990","indirect migration background","56","0.259190770482231","0.209355958402693","0.309025582561769","1"
"Married","1990","no migration background","6979","0.575548320602407","0.566282728711277","0.584813912493537","1"
"Married, but separated","1990","direct migration background","101","0.0368896106655113","0.0297533490366232","0.0440258722943994","2"
"Married, but separated","1990","indirect migration background","2","","","","2"
"Married, but separated","1990","no migration background","143","0.0162721960427796","0.0139003925678869","0.0186439995176723","2"
"Single","1990","indirect migration background","232","0.654135324292175","0.600040368314407","0.708230280269943","3"
"Single","1990","direct migration background","412","0.145817668328455","0.132455988508348","0.159179348148561","3"
"Single","1990","no migration background","2444","0.237475283904546","0.229498013486353","0.24545255432274","3"
"Widowed","1990","direct migration background","82","0.064523150536231","0.0552216075242403","0.0738246935482218","5"
"Widowed","1990","no migration background","809","0.112125007735082","0.106210136442619","0.118039879027545","5"
"Widowed","1990","indirect migration background","1","","","","5"
"Divorced","1991","direct migration background","92","0.055300032789692","0.0465696697013778","0.0640303958780061","4"
"Divorced","1991","indirect migration background","6","","","","4"
"Divorced","1991","no migration background","552","0.0630197101181139","0.0584001000871542","0.0676393201490736","4"
"Married","1991","direct migration background","1993","0.708895195379489","0.691543641840135","0.726246748918843","1"
"Married","1991","indirect migration background","64","0.232159807503932","0.187990207024499","0.276329407983365","1"
"Married","1991","no migration background","6778","0.572427226411389","0.563022047747355","0.581832405075423","1"
"Married, but separated","1991","direct migration background","93","0.0350198219314781","0.0279981776463365","0.0420414662166197","2"
"Married, but separated","1991","indirect migration background","3","","","","2"
"Married, but separated","1991","no migration background","136","0.0161798523857225","0.0137813120784844","0.0185783926929605","2"
"Single","1991","direct migration background","374","0.135552234970613","0.122477124085156","0.14862734585607","3"
"Single","1991","indirect migration background","277","0.690610712514846","0.642253214319031","0.738968210710661","3"
"Single","1991","no migration background","2390","0.233761988782644","0.225716161963147","0.24180781560214","3"
"Widowed","1991","direct migration background","81","0.0652327149287282","0.0558006422037119","0.0746647876537444","5"
"Widowed","1991","indirect migration background","1","","","","5"
"Widowed","1991","no migration background","773","0.114611222302131","0.108555269718648","0.120667174885613","5"
"Divorced","1992","direct migration background","85","0.0554588805554725","0.0465912226189258","0.0643265384920192","4"
"Divorced","1992","indirect migration background","7","","","","4"
"Divorced","1992","no migration background","545","0.062574093443958","0.057912606504622","0.0672355803832941","4"
"Married","1992","direct migration background","1952","0.709889308313089","0.692306423420565","0.727472193205613","1"
"Married","1992","indirect migration background","76","0.207450670086932","0.16820183826395","0.246699501909915","1"
"Married","1992","no migration background","6594","0.57705442355922","0.567545981954735","0.586562865163704","1"
"Married, but separated","1992","direct migration background","91","0.0346333523912529","0.027548898808483","0.0417178059740229","2"
"Married, but separated","1992","indirect migration background","4","","","","2"
"Married, but separated","1992","no migration background","144","0.0168894275147519","0.0144093379752532","0.0193695170542507","2"
"Single","1992","indirect migration background","322","0.718910511164309","0.675397826213897","0.762423196114722","3"
"Single","1992","direct migration background","343","0.133230937905024","0.120064533465288","0.14639734234476","3"
"Single","1992","no migration background","2351","0.230582856688675","0.222475987790828","0.238689725586523","3"
"Widowed","1992","direct migration background","88","0.0667875208351612","0.0571147504555989","0.0764602912147234","5"
"Widowed","1992","indirect migration background","1","","","","5"
"Widowed","1992","no migration background","736","0.112899198793395","0.106808170336258","0.118990227250532","5"
"Divorced","1993","direct migration background","84","0.0540808734667898","0.0451899600478543","0.0629717868857252","4"
"Divorced","1993","indirect migration background","6","","","","4"
"Divorced","1993","no migration background","536","0.0638326830326734","0.0590791020387094","0.0685862640266373","4"
"Married","1993","direct migration background","1896","0.703817072302363","0.685869428640988","0.721764715963739","1"
"Married","1993","indirect migration background","94","0.208148366037925","0.171561439172159","0.244735292903691","1"
"Married","1993","no migration background","6400","0.577082257518441","0.567475663786583","0.586688851250299","1"
"Married, but separated","1993","direct migration background","94","0.0383019190969392","0.0307574762849531","0.0458463619089252","2"
"Married, but separated","1993","indirect migration background","10","","","","2"
"Married, but separated","1993","no migration background","175","0.0200379167490469","0.0173129981641729","0.0227628353339209","2"
"Single","1993","direct migration background","322","0.137772066689331","0.124223630828558","0.151320502550105","3"
"Single","1993","indirect migration background","362","0.719339138590229","0.678846573141684","0.759831704038775","3"
"Single","1993","no migration background","2316","0.225411812576673","0.217286382051504","0.233537243101842","3"
"Widowed","1993","direct migration background","90","0.0660280684445762","0.0562662946974354","0.0757898421917171","5"
"Widowed","1993","indirect migration background","1","","","","5"
"Widowed","1993","no migration background","732","0.113635330123166","0.107463904230306","0.119806756016025","5"
"Divorced","1994","direct migration background","86","0.0597355207177303","0.0501799292922473","0.0692911121432132","4"
"Divorced","1994","indirect migration background","7","","","","4"
"Divorced","1994","no migration background","532","0.063685879429524","0.058906242090562","0.068465516768486","4"
"Married","1994","direct migration background","1823","0.705550383882243","0.687172913026959","0.723927854737527","1"
"Married","1994","indirect migration background","105","0.191425865817424","0.156697458734476","0.226154272900371","1"
"Married","1994","no migration background","6264","0.576826308553592","0.567155908438332","0.586496708668852","1"
"Married, but separated","1994","direct migration background","79","0.0387238746579911","0.0309447682675766","0.0465029810484057","2"
"Married, but separated","1994","indirect migration background","11","","","","2"
"Married, but separated","1994","no migration background","195","0.0215400188681479","0.0186984567321733","0.0243815810041224","2"
"Single","1994","direct migration background","282","0.124158474164407","0.110862591319295","0.13745435700952","3"
"Single","1994","indirect migration background","369","0.726262212509167","0.686903694988064","0.765620730030271","3"
"Single","1994","no migration background","2315","0.224110512015841","0.21594856762644","0.232272456405242","3"
"Widowed","1994","direct migration background","93","0.0718317465776283","0.0614208580025811","0.0822426351526754","5"
"Widowed","1994","indirect migration background","1","","","","5"
"Widowed","1994","no migration background","721","0.113837281132895","0.10762055725111","0.12005400501468","5"
"Divorced","1995","direct migration background","95","0.0556016411254862","0.0471154471681462","0.0640878350828261","4"
"Divorced","1995","indirect migration background","9","","","","4"
"Divorced","1995","no migration background","586","0.0691572557743919","0.0641834135819447","0.0741310979668391","4"
"Married","1995","direct migration background","2145","0.695994519099977","0.678959793070324","0.71302924512963","1"
"Married","1995","no migration background","6200","0.576391172808966","0.566704466589382","0.586077879028551","1"
"Married","1995","indirect migration background","118","0.205748785461902","0.170630218671685","0.240867352252119","1"
"Married, but separated","1995","indirect migration background","3","","","","2"
"Married, but separated","1995","direct migration background","73","0.0287828867864148","0.0225910874336632","0.0349746861391664","2"
"Married, but separated","1995","no migration background","177","0.0182667373866054","0.0156415384917006","0.0208919362815102","2"
"Single","1995","direct migration background","374","0.151886014978188","0.138594406418093","0.165177623538283","3"
"Single","1995","no migration background","2326","0.22017477840397","0.212051760884588","0.228297795923353","3"
"Single","1995","indirect migration background","378","0.733841543300659","0.69544779781551","0.772235288785808","3"
"Widowed","1995","direct migration background","114","0.0677349380099338","0.058428840264091","0.0770410357557766","5"
"Widowed","1995","indirect migration background","1","","","","5"
"Widowed","1995","no migration background","707","0.116010055626066","0.109732270492919","0.122287840759212","5"
"Divorced","1996","direct migration background","90","0.0545326707811867","0.0458330989790245","0.0632322425833489","4"
"Divorced","1996","indirect migration background","10","","","","4"
"Divorced","1996","no migration background","580","0.0705790728334927","0.0655367162941014","0.0756214293728839","4"
"Married","1996","direct migration background","1993","0.688429502948742","0.670685396661685","0.706173609235799","1"
"Married","1996","no migration background","6082","0.569480851234858","0.559732635044158","0.579229067425558","1"
"Married","1996","indirect migration background","131","0.212872939607139","0.178632087087378","0.2471137921269","1"
"Married, but separated","1996","direct migration background","89","0.0371030302852766","0.0298613252720436","0.0443447352985095","2"
"Married, but separated","1996","indirect migration background","6","","","","2"
"Married, but separated","1996","no migration background","195","0.0216055967912117","0.0187432024393463","0.0244679911430771","2"
"Single","1996","direct migration background","330","0.14554116741461","0.132030253448735","0.159052081380485","3"
"Single","1996","indirect migration background","401","0.726392917156466","0.68910128539585","0.763684548917083","3"
"Single","1996","no migration background","2366","0.225568811129555","0.217340318285353","0.233797303973757","3"
"Widowed","1996","direct migration background","115","0.0743936285701845","0.0643398973969556","0.0844473597434135","5"
"Widowed","1996","indirect migration background","1","","","","5"
"Widowed","1996","no migration background","688","0.112765668010883","0.106538408411428","0.118992927610337","5"
"Divorced","1997","direct migration background","84","0.0530920052407198","0.0442763753161084","0.0619076351653313","4"
"Divorced","1997","indirect migration background","14","","","","4"
"Divorced","1997","no migration background","600","0.073984233749974","0.0688004506463908","0.0791680168535572","4"
"Married","1997","direct migration background","1902","0.700070425806788","0.682054134072068","0.718086717541507","1"
"Married","1997","indirect migration background","134","0.205435181269507","0.172412202575661","0.238458159963354","1"
"Married","1997","no migration background","5944","0.56148993598944","0.551662758228326","0.571317113750555","1"
"Married, but separated","1997","direct migration background","85","0.0377828589507393","0.0302861811179699","0.0452795367835087","2"
"Married, but separated","1997","indirect migration background","7","","","","2"
"Married, but separated","1997","no migration background","206","0.0227248200062711","0.0197734293247817","0.0256762106877606","2"
"Single","1997","direct migration background","296","0.1302339271259","0.117001235423823","0.143466618827976","3"
"Single","1997","indirect migration background","418","0.725372906485058","0.68889192416186","0.761853888808257","3"
"Single","1997","no migration background","2370","0.229129501416661","0.220806130302852","0.23745287253047","3"
"Widowed","1997","direct migration background","118","0.0788207828758538","0.0682263593080985","0.089415206443609","5"
"Widowed","1997","indirect migration background","2","","","","5"
"Widowed","1997","no migration background","674","0.112671508837653","0.106409447611815","0.118933570063491","5"
"Divorced","1998","direct migration background","92","0.0583349299294996","0.0489911556903607","0.0676787041686386","4"
"Divorced","1998","indirect migration background","15","","","","4"
"Divorced","1998","no migration background","708","0.0742892813172699","0.0694418941323885","0.0791366685021513","4"
"Married","1998","direct migration background","1836","0.694163027096726","0.675794027770697","0.712532026422756","1"
"Married","1998","indirect migration background","146","0.216326533520694","0.183490394280011","0.249162672761377","1"
"Married","1998","no migration background","6822","0.568144933990527","0.558988938623461","0.577300929357593","1"
"Married, but separated","1998","direct migration background","88","0.0404673422478078","0.0326115138660197","0.0483231706295959","2"
"Married, but separated","1998","no migration background","225","0.0232549161529707","0.0204690837103943","0.0260407485955471","2"
"Married, but separated","1998","indirect migration background","12","","","","2"
"Single","1998","direct migration background","278","0.12557850690661","0.112367745916747","0.138789267896472","3"
"Single","1998","indirect migration background","429","0.724977353494782","0.689367017580942","0.760587689408622","3"
"Single","1998","no migration background","2716","0.22741574159933","0.219667731560946","0.235163751637715","3"
"Widowed","1998","direct migration background","123","0.0814561938193568","0.0705512920241494","0.0923610956145642","5"
"Widowed","1998","indirect migration background","2","","","","5"
"Widowed","1998","no migration background","772","0.106895126939902","0.101183798064348","0.112606455815456","5"
"Divorced","1999","direct migration background","95","0.0627336451174724","0.0526445732649713","0.0728227169699735","4"
"Divorced","1999","indirect migration background","18","","","","4"
"Divorced","1999","no migration background","729","0.0797701664955787","0.0746780085970415","0.0848623243941158","4"
"Married","1999","indirect migration background","152","0.210716387230569","0.178406303850763","0.243026470610376","1"
"Married","1999","direct migration background","1697","0.704179757317807","0.685189749101068","0.723169765534546","1"
"Married","1999","no migration background","6490","0.557541651134481","0.548206780283347","0.566876521985614","1"
"Married, but separated","1999","direct migration background","78","0.0403806266342893","0.0321902198761319","0.0485710333924468","2"
"Married, but separated","1999","no migration background","218","0.0217714681279434","0.019028647044824","0.0245142892110629","2"
"Married, but separated","1999","indirect migration background","15","","","","2"
"Single","1999","direct migration background","241","0.119348228166196","0.105859235005882","0.13283722132651","3"
"Single","1999","indirect migration background","425","0.710953059145327","0.675037963092889","0.746868155197766","3"
"Single","1999","no migration background","2699","0.233545374438695","0.225593631753454","0.241497117123937","3"
"Widowed","1999","direct migration background","108","0.0733577427642358","0.0625097728940675","0.0842057126344041","5"
"Widowed","1999","indirect migration background","2","","","","5"
"Widowed","1999","no migration background","739","0.107371339803302","0.101552812751051","0.113189866855553","5"
"Divorced","2000","direct migration background","152","0.0608952131199109","0.0527803037367862","0.0690101225030356","4"
"Divorced","2000","no migration background","1296","0.0740828019065919","0.0704539493576387","0.0777116544555452","4"
"Divorced","2000","indirect migration background","21","","","","4"
"Married","2000","indirect migration background","237","0.271732546788448","0.241468616691715","0.301996476885181","1"
"Married","2000","direct migration background","2496","0.700860180400944","0.685322439439747","0.71639792136214","1"
"Married","2000","no migration background","12269","0.570758658149099","0.563900593531857","0.577616722766341","1"
"Married, but separated","2000","direct migration background","95","0.0300162332984498","0.0242260088439072","0.0358064577529923","2"
"Married, but separated","2000","indirect migration background","13","","","","2"
"Married, but separated","2000","no migration background","389","0.0199839680484969","0.0180449493363084","0.0219229867606854","2"
"Single","2000","direct migration background","435","0.145959268440333","0.133978347538217","0.157940189342448","3"
"Single","2000","indirect migration background","550","0.657901680235521","0.625626772220974","0.690176588250068","3"
"Single","2000","no migration background","4629","0.233644891296903","0.227781920650007","0.2395078619438","3"
"Widowed","2000","direct migration background","158","0.0622691047403631","0.054069168162298","0.0704690413184282","5"
"Widowed","2000","indirect migration background","9","","","","5"
"Widowed","2000","no migration background","1427","0.101529680598909","0.0973448977783993","0.105714463419419","5"
"Divorced","2001","direct migration background","144","0.0660286969010814","0.0570521861527478","0.0750052076494149","4"
"Divorced","2001","indirect migration background","22","","","","4"
"Divorced","2001","no migration background","1217","0.0778158945845299","0.0739304503698035","0.0817013387992563","4"
"Married","2001","direct migration background","2199","0.690599079090623","0.673890165070278","0.707307993110969","1"
"Married","2001","indirect migration background","238","0.293239753236283","0.261229798416922","0.325249708055644","1"
"Married","2001","no migration background","11076","0.55998782120938","0.552788039255428","0.567187603163331","1"
"Married, but separated","2001","direct migration background","84","0.0301787315446569","0.0239947132067205","0.0363627498825933","2"
"Married, but separated","2001","indirect migration background","12","","","","2"
"Married, but separated","2001","no migration background","365","0.0210859263093575","0.0190020768923613","0.0231697757263537","2"
"Single","2001","indirect migration background","496","0.632761762292247","0.598867074150662","0.666656450433831","3"
"Single","2001","direct migration background","375","0.152414268928019","0.139422177806629","0.165406360049409","3"
"Single","2001","no migration background","4310","0.240638754188495","0.234438568387358","0.246838939989631","3"
"Widowed","2001","direct migration background","138","0.0607792235356199","0.0521427619604916","0.0694156851107482","5"
"Widowed","2001","indirect migration background","9","","","","5"
"Widowed","2001","no migration background","1292","0.100471603708238","0.0961111988937912","0.104832008522686","5"
"Divorced","2002","direct migration background","140","0.0652496733270646","0.0561167627560657","0.0743825838980636","4"
"Divorced","2002","indirect migration background","24","","","","4"
"Divorced","2002","no migration background","1292","0.0812958057843941","0.0774568833099313","0.0851347282588569","4"
"Married","2002","direct migration background","2078","0.680872828105529","0.66363481864805","0.698110837563008","1"
"Married","2002","no migration background","11981","0.557073667289369","0.550096012370859","0.56405132220788","1"
"Married","2002","indirect migration background","249","0.298503706196674","0.266451733489527","0.33055567890382","1"
"Married, but separated","2002","direct migration background","89","0.0369665670647009","0.0299891053162741","0.0439440288131277","2"
"Married, but separated","2002","indirect migration background","12","","","","2"
"Married, but separated","2002","no migration background","365","0.0196920834933597","0.0177403769804325","0.021643790006287","2"
"Single","2002","direct migration background","365","0.157523130092249","0.144051399755074","0.170994860429424","3"
"Single","2002","indirect migration background","492","0.646193301632766","0.612702043593869","0.679684559671664","3"
"Single","2002","no migration background","4565","0.243266796695728","0.23723980996297","0.249293783428486","3"
"Widowed","2002","direct migration background","137","0.0593878014104565","0.0506475052530353","0.0681280975678778","5"
"Widowed","2002","indirect migration background","6","","","","5"
"Widowed","2002","no migration background","1265","0.098671646737149","0.0944825043042922","0.102860789170006","5"
"Divorced","2003","direct migration background","138","0.0712078949428966","0.0613904444641595","0.0810253454216337","4"
"Divorced","2003","indirect migration background","26","","","","4"
"Divorced","2003","no migration background","1269","0.0829979894212619","0.0790508618325337","0.0869451170099901","4"
"Married","2003","direct migration background","1944","0.681366481811371","0.663579121588443","0.699153842034299","1"
"Married","2003","indirect migration background","247","0.295298241103528","0.263487949286733","0.327108532920323","1"
"Married","2003","no migration background","11329","0.548001866995865","0.540881185268972","0.555122548722757","1"
"Married, but separated","2003","direct migration background","85","0.032478423172699","0.0257113139581312","0.0392455323872668","2"
"Married, but separated","2003","indirect migration background","16","","","","2"
"Married, but separated","2003","no migration background","381","0.0212929656292322","0.0192275537694559","0.0233583774890086","2"
"Single","2003","direct migration background","339","0.157538000997129","0.143630688499391","0.171445313494867","3"
"Single","2003","no migration background","4533","0.248508943033254","0.242326001290739","0.254691884775769","3"
"Single","2003","indirect migration background","495","0.640686271964865","0.607228720109895","0.674143823819835","3"
"Widowed","2003","indirect migration background","6","","","","5"
"Widowed","2003","direct migration background","130","0.0574091990759044","0.0485288971757995","0.0662895009760093","5"
"Widowed","2003","no migration background","1254","0.0991982349203872","0.0949213376223896","0.103475132218385","5"
"Divorced","2004","direct migration background","132","0.0698072449107391","0.0599090587702993","0.0797054310511788","4"
"Divorced","2004","indirect migration background","25","","","","4"
"Divorced","2004","no migration background","1286","0.0862221457978035","0.0821531267485199","0.0902911648470871","4"
"Married","2004","direct migration background","1864","0.675238395387107","0.657048517011655","0.693428273762558","1"
"Married","2004","indirect migration background","251","0.266561553584984","0.236092818729673","0.297030288440294","1"
"Married","2004","no migration background","10916","0.538061556591644","0.530834390585656","0.545288722597632","1"
"Married, but separated","2004","indirect migration background","14","","","","2"
"Married, but separated","2004","direct migration background","83","0.0348758279070842","0.027749385974031","0.0420022698401375","2"
"Married, but separated","2004","no migration background","370","0.0232898957175728","0.0211035108764232","0.0254762805587223","2"
"Single","2004","direct migration background","340","0.159417532865258","0.145198269543194","0.173636796187321","3"
"Single","2004","no migration background","4491","0.254396849648854","0.248083356305083","0.260710342992626","3"
"Single","2004","indirect migration background","515","0.682402405352946","0.650322527425904","0.714482283279989","3"
"Widowed","2004","direct migration background","127","0.0606609989298126","0.0513887550180447","0.0699332428415806","5"
"Widowed","2004","indirect migration background","4","","","","5"
"Widowed","2004","no migration background","1217","0.0980295522441251","0.0937189826708785","0.102340121817372","5"
"Divorced","2005","direct migration background","121","0.067438061042208","0.0573565673918574","0.0775195546925585","4"
"Divorced","2005","indirect migration background","30","0.0360088177586563","0.0233717645125807","0.048645871004732","4"
"Divorced","2005","no migration background","1270","0.0899454742997656","0.0857087598398893","0.0941821887596419","4"
"Married","2005","direct migration background","1737","0.679676754592469","0.660919082627222","0.698434426557716","1"
"Married","2005","indirect migration background","262","0.269818030287388","0.239711833958091","0.299924226616685","1"
"Married","2005","no migration background","10316","0.525391847250244","0.517997240348606","0.532786454151883","1"
"Married, but separated","2005","indirect migration background","17","","","","2"
"Married, but separated","2005","direct migration background","90","0.0412564900592149","0.0332612619814552","0.0492517181369747","2"
"Married, but separated","2005","no migration background","361","0.0223510040384978","0.0201620037045366","0.0245400043724589","2"
"Single","2005","direct migration background","303","0.152575084131166","0.138119823594031","0.1670303446683","3"
"Single","2005","indirect migration background","521","0.664099464599715","0.632064314266609","0.696134614932821","3"
"Single","2005","no migration background","4381","0.267691500795581","0.261135029584496","0.274247972006667","3"
"Widowed","2005","direct migration background","126","0.0590536101749427","0.0495773021972713","0.068529918152614","5"
"Widowed","2005","indirect migration background","5","","","","5"
"Widowed","2005","no migration background","1190","0.0946201736159108","0.0902859321076143","0.0989544151242073","5"
"Divorced","2006","direct migration background","136","0.0697358613300362","0.0595267126810617","0.0799450099790106","4"
"Divorced","2006","indirect migration background","32","0.0421914501062242","0.0287794275857919","0.0556034726266565","4"
"Divorced","2006","no migration background","1428","0.0928717406100257","0.0887484134820408","0.0969950677380105","4"
"Married","2006","direct migration background","1723","0.68019894009142","0.661504337913211","0.698893542269629","1"
"Married","2006","indirect migration background","279","0.276544760756678","0.246702532783987","0.30638698872937","1"
"Married","2006","no migration background","11241","0.520359566833628","0.51326246044635","0.527456673220907","1"
"Married, but separated","2006","direct migration background","101","0.0457639183321751","0.0373877032409717","0.0541401334233785","2"
"Married, but separated","2006","indirect migration background","15","","","","2"
"Married, but separated","2006","no migration background","379","0.0226505405573865","0.0205368769276462","0.0247642041871268","2"
"Single","2006","direct migration background","307","0.150518239744348","0.136185477475061","0.164851002013636","3"
"Single","2006","indirect migration background","533","0.647116340019671","0.615234039521611","0.678998640517731","3"
"Single","2006","no migration background","4634","0.267074843605443","0.26078966018816","0.273360027022726","3"
