"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2017","Employed","general elemantary","120","0.0942805040370503","0.0794974028069214","0.109063605267179","4"
"Divorced","2017","Employed","middle vocational","881","0.118370266333497","0.111328647616003","0.125411885050991","4"
"Divorced","2017","Employed","vocational + Abi","202","0.10271066891452","0.0888168237043309","0.116604514124709","4"
"Divorced","2017","Employed","higher vocational","110","0.105596657765645","0.0875903428734488","0.123602972657841","4"
"Divorced","2017","Employed","higher education","387","0.0738335731502203","0.0665954263595965","0.0810717199408441","4"
"Married","2017","Employed","general elemantary","723","0.437887514647131","0.41278884848809","0.462986180806172","1"
"Married","2017","Employed","middle vocational","4633","0.513170304051006","0.502275300699306","0.524065307402706","1"
"Married","2017","Employed","vocational + Abi","1054","0.494574772280561","0.471692831203533","0.517456713357589","1"
"Married","2017","Employed","higher vocational","769","0.606926814691877","0.578308904294682","0.635544725089071","1"
"Married","2017","Employed","higher education","3276","0.537170053116675","0.523368672007367","0.550971434225982","1"
"Married","2017","Not Employed","higher education","1624","0.562385228495163","0.542753331987202","0.582017125003124","1"
"Married","2017","Employed","in school","2","","","","1"
"Married","2017","Employed","inadequately","134","0.429899812642243","0.369839573494633","0.489960051789853","1"
"Married","2017","Not Employed","middle vocational","2847","0.520934281247157","0.506956794848597","0.534911767645716","1"
"Married","2017","Not Employed","vocational + Abi","316","0.460114613107736","0.417193891921069","0.503035334294402","1"
"Married","2017","Not Employed","in school","9","","","","1"
"Married","2017","Not Employed","inadequately","1380","0.454566269366544","0.434620278442423","0.474512260290665","1"
"Married","2017","Not Employed","general elemantary","1154","0.394107913269146","0.374899002167704","0.413316824370587","1"
"Married","2017","Not Employed","higher vocational","293","0.575107595164771","0.527944108794205","0.622271081535338","1"
"Married, but separated","2017","Not Employed","middle vocational","158","0.0208620538883643","0.0168631539762439","0.0248609538004847","2"
"Married, but separated","2017","Not Employed","vocational + Abi","19","","","","2"
"Married, but separated","2017","Not Employed","higher vocational","11","","","","2"
"Married, but separated","2017","Employed","inadequately","13","","","","2"
"Married, but separated","2017","Employed","general elemantary","46","0.0257273670796202","0.0177180466624501","0.0337366874967903","2"
"Married, but separated","2017","Employed","vocational + Abi","48","0.017279275120925","0.0113154315623184","0.0232431186795316","2"
"Married, but separated","2017","Employed","higher vocational","34","0.0363683008799095","0.0253997288296051","0.047336872930214","2"
"Married, but separated","2017","Not Employed","in school","","","","","2"
"Married, but separated","2017","Not Employed","inadequately","176","0.0582681232892245","0.0488846165815934","0.0676516299968555","2"
"Married, but separated","2017","Not Employed","general elemantary","110","0.0266513812547715","0.0203201001209162","0.0329826623886268","2"
"Married, but separated","2017","Not Employed","higher education","117","0.0236705635927612","0.0176546469782914","0.029686480207231","2"
"Married, but separated","2017","Employed","in school","","","","","2"
"Married, but separated","2017","Employed","middle vocational","220","0.0262086191796515","0.0227263438007209","0.0296908945585822","2"
"Married, but separated","2017","Employed","higher education","155","0.0342494688474176","0.0292154443530398","0.0392834933417954","2"
"Single","2017","Employed","inadequately","82","0.33881533359338","0.281394333489376","0.396236333697385","3"
"Single","2017","Employed","general elemantary","584","0.413426237443669","0.388513693433272","0.438338781454066","3"
"Single","2017","Employed","middle vocational","2184","0.318441750794646","0.308286876079244","0.328596625510047","3"
"Single","2017","Employed","vocational + Abi","506","0.369500382290224","0.347410251604555","0.391590512975892","3"
"Single","2017","Employed","higher vocational","187","0.2390473586538","0.214058073268511","0.264036644039089","3"
"Single","2017","Employed","higher education","1133","0.342205186418551","0.329072776139836","0.355337596697266","3"
"Single","2017","Not Employed","middle vocational","934","0.154143967824832","0.144040939875849","0.164246995773815","3"
"Single","2017","Not Employed","vocational + Abi","98","0.198890012800642","0.164515561698303","0.233264463902981","3"
"Single","2017","Not Employed","higher vocational","31","0.109695673237184","0.0798792285807601","0.139512117893608","3"
"Single","2017","Not Employed","higher education","408","0.165874773014298","0.151154864333927","0.180594681694669","3"
"Single","2017","Employed","in school","79","0.992982566787941","0.974803753147301","1.01116138042858","3"
"Single","2017","Not Employed","in school","725","0.99729042087382","0.993532339633207","1.00104850211443","3"
"Single","2017","Not Employed","inadequately","699","0.287888013498966","0.269750741856863","0.30602528514107","3"
"Single","2017","Not Employed","general elemantary","834","0.247573800851037","0.230607708545176","0.264539893156898","3"
"Widowed","2017","Not Employed","in school","","","","","5"
"Widowed","2017","Not Employed","inadequately","82","0.066763786486036","0.0567648850068234","0.0767626879652485","5"
"Widowed","2017","Not Employed","general elemantary","244","0.248300010946903","0.231317254936651","0.265282766957156","5"
"Widowed","2017","Not Employed","middle vocational","571","0.194486629566312","0.183412201313738","0.205561057818886","5"
"Widowed","2017","Not Employed","vocational + Abi","39","0.207353187329761","0.172440889989906","0.242265484669615","5"
"Widowed","2017","Not Employed","higher vocational","53","0.158577123144588","0.123725798411995","0.193428447877181","5"
"Widowed","2017","Not Employed","higher education","173","0.138004783276535","0.124355846735669","0.151653719817401","5"
"Widowed","2017","Employed","in school","","","","","5"
"Widowed","2017","Employed","inadequately","4","","","","5"
"Widowed","2017","Employed","general elemantary","28","","","","5"
"Widowed","2017","Employed","middle vocational","167","0.0238090596411994","0.0204859353366541","0.0271321839457447","5"
"Widowed","2017","Employed","vocational + Abi","24","","","","5"
"Widowed","2017","Employed","higher vocational","19","","","","5"
"Widowed","2017","Employed","higher education","63","0.0125417184671364","0.00946141270500357","0.0156220242292692","5"
"Divorced","2018","Not Employed","in school","","","","","4"
"Divorced","2018","Not Employed","inadequately","68","0.185412438605028","0.167453906747953","0.203370970462103","4"
"Divorced","2018","Not Employed","general elemantary","143","0.0731918844187914","0.0621285347561686","0.0842552340814142","4"
"Divorced","2018","Not Employed","middle vocational","393","0.112555525859246","0.10330803178517","0.121803019933322","4"
"Divorced","2018","Not Employed","vocational + Abi","50","0.129705400225655","0.0990356808866824","0.160375119564627","4"
"Divorced","2018","Not Employed","higher vocational","37","0.142717760240171","0.108524856119639","0.176910664360704","4"
"Divorced","2018","Not Employed","higher education","139","0.108980796570733","0.0957751028709922","0.122186490270474","4"
"Divorced","2018","Employed","in school","","","","","4"
"Divorced","2018","Employed","inadequately","26","","","","4"
"Divorced","2018","Employed","general elemantary","144","0.114121650904223","0.0982310255026839","0.130012276305762","4"
"Divorced","2018","Employed","middle vocational","870","0.119162811910887","0.111940027871377","0.126385595950396","4"
"Divorced","2018","Employed","vocational + Abi","181","0.0938236488390189","0.0801506379407704","0.107496659737267","4"
"Divorced","2018","Employed","higher vocational","101","0.106836998208597","0.0881436735873411","0.125530322829854","4"
"Divorced","2018","Employed","higher education","391","0.0765140722264805","0.0690659587902565","0.0839621856627045","4"
"Married","2018","Employed","general elemantary","687","0.419867091690086","0.395201610488155","0.444532572892017","1"
"Married","2018","Employed","middle vocational","4311","0.510105383115748","0.498960700001378","0.521250066230118","1"
"Married","2018","Employed","vocational + Abi","990","0.484885204692231","0.461449764418329","0.508320644966133","1"
"Married","2018","Employed","higher vocational","704","0.596590145230424","0.566902781318893","0.626277509141954","1"
"Married","2018","Employed","higher education","3159","0.546884670843957","0.532936645246736","0.560832696441179","1"
"Married","2018","Not Employed","vocational + Abi","284","0.4774027975522","0.431807122656795","0.522998472447606","1"
"Married","2018","Not Employed","higher education","1446","0.582798124424599","0.561901559647695","0.603694689201503","1"
"Married","2018","Employed","in school","","","","","1"
"Married","2018","Employed","inadequately","176","0.491238683334948","0.440022068666538","0.542455298003358","1"
"Married","2018","Not Employed","middle vocational","2585","0.515979058002576","0.501356674493767","0.530601441511386","1"
"Married","2018","Not Employed","in school","3","","","","1"
"Married","2018","Not Employed","general elemantary","983","0.40694402910501","0.386076287904565","0.427811770305455","1"
"Married","2018","Not Employed","inadequately","1050","0.430819725823957","0.407937133693154","0.45370231795476","1"
"Married","2018","Not Employed","higher vocational","276","0.578222788607546","0.529947573015876","0.626498004199216","1"
"Married, but separated","2018","Employed","inadequately","19","","","","2"
"Married, but separated","2018","Employed","general elemantary","54","0.0353319626042866","0.0261053401730122","0.0445585850355611","2"
"Married, but separated","2018","Employed","middle vocational","230","0.0276681431156537","0.0240114905209061","0.0313247957104014","2"
"Married, but separated","2018","Employed","vocational + Abi","43","0.0194666534851682","0.0129880936877977","0.0259452132825388","2"
"Married, but separated","2018","Employed","higher vocational","37","0.0397387478609824","0.02791753224884","0.0515599634731248","2"
"Married, but separated","2018","Employed","higher education","160","0.0322504277663154","0.0273003762714715","0.0372004792611592","2"
