"pgfamstd","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1985","16-34 y.","Male","28","","","","4"
"Divorced","1985","16-34 y.","Female","51","0.0313937567779704","0.0236220727942195","0.0391654407617212","4"
"Divorced","1985","35-65 y.","Male","97","0.0528235488411269","0.0443502379946167","0.0612968596876371","4"
"Divorced","1985","35-65 y.","Female","139","0.0659328709381524","0.056459262600469","0.0754064792758359","4"
"Divorced","1985","66 and older","Male","5","","","","4"
"Divorced","1985","66 and older","Female","21","","","","4"
"Married","1985","16-34 y.","Male","650","0.296296649911607","0.276163450237277","0.316429849585937","1"
"Married","1985","16-34 y.","Female","932","0.41018758797598","0.388266199049666","0.432108976902293","1"
"Married","1985","35-65 y.","Male","2316","0.833324617123135","0.819206826332415","0.847442407913855","1"
"Married","1985","35-65 y.","Female","2164","0.760627891942572","0.744338747151128","0.776917036734017","1"
"Married","1985","66 and older","Male","300","0.730142931243258","0.68597540557971","0.774310456906805","1"
"Married","1985","66 and older","Female","180","0.244157531718207","0.209841224024294","0.27847383941212","1"
"Married, but separated","1985","16-34 y.","Male","31","0.0128957525546943","0.00792113753430046","0.0178703675750882","2"
"Married, but separated","1985","35-65 y.","Male","101","0.0282705524255257","0.0219919391370453","0.0345491657140061","2"
"Married, but separated","1985","16-34 y.","Female","36","0.0188692894109095","0.0128052632827251","0.0249333155390939","2"
"Married, but separated","1985","35-65 y.","Female","37","0.0165073309311495","0.0116432658122093","0.0213713960500897","2"
"Married, but separated","1985","66 and older","Male","4","","","","2"
"Married, but separated","1985","66 and older","Female","1","","","","2"
"Single","1985","16-34 y.","Male","1266","0.672900498531085","0.652214809718879","0.693586187343292","3"
"Single","1985","16-34 y.","Female","909","0.537576280018548","0.515355466406485","0.55979709363061","3"
"Single","1985","35-65 y.","Male","127","0.066590806236147","0.0571465648422927","0.0760350476300014","3"
"Single","1985","35-65 y.","Female","98","0.051830068704387","0.0433673604398517","0.0602927769689223","3"
"Single","1985","66 and older","Male","11","","","","3"
"Single","1985","66 and older","Female","50","0.0915441986970691","0.0685076634601542","0.114580733933984","3"
"Widowed","1985","16-34 y.","Male","1","","","","5"
"Widowed","1985","16-34 y.","Female","6","","","","5"
"Widowed","1985","35-65 y.","Male","36","0.018990475374065","0.0138200242690226","0.0241609264791074","5"
"Widowed","1985","35-65 y.","Female","198","0.105101837483739","0.0933942516456043","0.116809423321873","5"
"Widowed","1985","66 and older","Male","68","0.21744756575112","0.176402001836006","0.258493129666233","5"
"Widowed","1985","66 and older","Female","350","0.627106030316157","0.588477070485172","0.665734990147141","5"
"Divorced","1986","16-34 y.","Male","27","","","","4"
"Divorced","1986","16-34 y.","Female","54","0.0344436427344941","0.0263926741754243","0.0424946112935639","4"
"Divorced","1986","35-65 y.","Male","109","0.0578241224790248","0.0490636800916883","0.0665845648663612","4"
"Divorced","1986","35-65 y.","Female","140","0.0643442416549472","0.055077163940596","0.0736113193692984","4"
"Divorced","1986","66 and older","Male","4","","","","4"
"Divorced","1986","66 and older","Female","19","","","","4"
"Married","1986","16-34 y.","Male","676","0.306656515086276","0.286720309873929","0.326592720298624","1"
"Married","1986","16-34 y.","Female","935","0.413666402538202","0.391924262241662","0.435408542834743","1"
"Married","1986","35-65 y.","Male","2336","0.825815235697937","0.811580413392924","0.840050058002951","1"
"Married","1986","35-65 y.","Female","2218","0.764671979423718","0.748650437027928","0.780693521819508","1"
"Married","1986","66 and older","Male","330","0.72423926409236","0.681751793820362","0.766726734364357","1"
"Married","1986","66 and older","Female","194","0.256066453138963","0.221402119243838","0.290730787034089","1"
"Married, but separated","1986","16-34 y.","Female","41","0.0189487916831399","0.0129295555898895","0.0249680277763904","2"
"Married, but separated","1986","16-34 y.","Male","36","0.0127025787966969","0.00786071990971717","0.0175444376836767","2"
"Married, but separated","1986","35-65 y.","Female","50","0.0216124989436948","0.0161204062967185","0.0271045915906711","2"
"Married, but separated","1986","35-65 y.","Male","116","0.033198882924851","0.0264747571360637","0.0399230087136383","2"
"Married, but separated","1986","66 and older","Male","12","","","","2"
"Married, but separated","1986","66 and older","Female","5","","","","2"
"Single","1986","16-34 y.","Male","1315","0.66457634359175","0.644163126168427","0.684989561015073","3"
"Single","1986","16-34 y.","Female","937","0.532092030030759","0.510063862175651","0.554120197885867","3"
"Single","1986","35-65 y.","Male","133","0.0658631928264989","0.0565535685378716","0.0751728171151261","3"
"Single","1986","35-65 y.","Female","92","0.0493032723203599","0.0411263704422727","0.0574801741984472","3"
"Single","1986","66 and older","Male","10","","","","3"
"Single","1986","66 and older","Female","55","0.100022580222636","0.0761936646733202","0.123851495771953","3"
"Widowed","1986","16-34 y.","Male","1","","","","5"
"Widowed","1986","16-34 y.","Female","4","","","","5"
"Widowed","1986","35-65 y.","Male","33","0.0172985660716878","0.0124050460532119","0.0221920860901638","5"
"Widowed","1986","35-65 y.","Female","193","0.10006800765728","0.088734029105775","0.111401986208786","5"
"Widowed","1986","66 and older","Male","69","0.211114716099173","0.17231578088448","0.249913651313866","5"
"Widowed","1986","66 and older","Female","336","0.602673250526283","0.563808641349258","0.641537859703308","5"
"Divorced","1987","16-34 y.","Female","53","0.0309223904046325","0.0232567810730968","0.0385879997361682","4"
"Divorced","1987","16-34 y.","Male","25","","","","4"
"Divorced","1987","35-65 y.","Male","117","0.0611651821536505","0.0520994357623397","0.0702309285449614","4"
"Divorced","1987","35-65 y.","Female","158","0.0744921644439188","0.0644857013148417","0.0844986275729959","4"
"Divorced","1987","66 and older","Male","8","","","","4"
"Divorced","1987","66 and older","Female","20","","","","4"
"Married","1987","16-34 y.","Male","677","0.315535315876958","0.295510554236398","0.335560077517518","1"
"Married","1987","16-34 y.","Female","928","0.429833614691475","0.407911529265031","0.451755700117919","1"
"Married","1987","35-65 y.","Male","2296","0.821007849272371","0.806505195363073","0.835510503181669","1"
"Married","1987","35-65 y.","Female","2154","0.75537985523707","0.738997963117994","0.771761747356146","1"
"Married","1987","66 and older","Male","333","0.724879572008789","0.6826210995189","0.767138044498679","1"
"Married","1987","66 and older","Female","221","0.276651073940672","0.242101296185805","0.31120085169554","1"
"Married, but separated","1987","16-34 y.","Female","36","0.0164167040894986","0.0107896715008154","0.0220437366781818","2"
"Married, but separated","1987","16-34 y.","Male","42","0.0154005707524171","0.0100945854374847","0.0207065560673496","2"
"Married, but separated","1987","35-65 y.","Male","102","0.0289260807249511","0.022585518378701","0.0352666430712011","2"
"Married, but separated","1987","35-65 y.","Female","51","0.0208584732216037","0.0154122022415792","0.0263047442016283","2"
"Married, but separated","1987","66 and older","Male","4","","","","2"
"Married, but separated","1987","66 and older","Female","1","","","","2"
"Single","1987","16-34 y.","Male","1324","0.653652936681907","0.633150890435073","0.674154982928741","3"
"Single","1987","16-34 y.","Female","939","0.521170113046155","0.499048782292104","0.543291443800207","3"
"Single","1987","35-65 y.","Male","132","0.0705086638416499","0.0608236387397679","0.0801936889435318","3"
"Single","1987","35-65 y.","Female","85","0.0490970232174819","0.0408626426095432","0.0573314038254207","3"
"Single","1987","66 and older","Male","11","","","","3"
"Single","1987","66 and older","Female","53","0.0915648756685752","0.0692899342156885","0.113839817121462","3"
"Widowed","1987","16-34 y.","Male","1","","","","5"
"Widowed","1987","16-34 y.","Female","3","","","","5"
"Widowed","1987","35-65 y.","Male","37","0.0183922240073778","0.0133089566275026","0.0234754913872529","5"
"Widowed","1987","66 and older","Male","73","0.217451796946459","0.178416589236754","0.256487004656165","5"
"Widowed","1987","35-65 y.","Female","197","0.100172483879926","0.0887308220154588","0.111614145744392","5"
"Widowed","1987","66 and older","Female","349","0.595897967050488","0.557998192470261","0.633797741630715","5"
"Divorced","1988","16-34 y.","Female","43","0.030323770162191","0.0225642181783249","0.0380833221460572","4"
"Divorced","1988","16-34 y.","Male","26","","","","4"
"Divorced","1988","35-65 y.","Male","105","0.0574804417045975","0.0484516856826101","0.0665091977265848","4"
"Divorced","1988","35-65 y.","Female","156","0.0752868553438613","0.0649953123170283","0.0855783983706943","4"
"Divorced","1988","66 and older","Male","6","","","","4"
"Divorced","1988","66 and older","Female","20","","","","4"
"Married","1988","16-34 y.","Male","647","0.292003459697458","0.271909964966902","0.312096954428015","1"
"Married","1988","16-34 y.","Female","895","0.428613434472655","0.40621954263525","0.45100732631006","1"
"Married","1988","35-65 y.","Male","2180","0.812795109451941","0.797663963529281","0.827926255374602","1"
"Married","1988","35-65 y.","Female","2042","0.749181951725308","0.732274021574106","0.766089881876509","1"
"Married","1988","66 and older","Male","326","0.730501382388505","0.688067551838293","0.772935212938716","1"
"Married","1988","66 and older","Female","219","0.283521135896548","0.248101237550573","0.318941034242522","1"
"Married, but separated","1988","16-34 y.","Male","39","0.0162625437081338","0.0106729562818819","0.0218521311343857","2"
"Married, but separated","1988","16-34 y.","Female","41","0.0219642716800834","0.0153319216653454","0.0285966216948213","2"
"Married, but separated","1988","35-65 y.","Male","102","0.0356214555798146","0.0284318960452127","0.0428110151144166","2"
"Married, but separated","1988","35-65 y.","Female","62","0.0301417241426674","0.0234728029825942","0.0368106453027405","2"
"Married, but separated","1988","66 and older","Female","3","","","","2"
"Married, but separated","1988","66 and older","Male","9","","","","2"
"Single","1988","16-34 y.","Female","896","0.517245213377574","0.494632993048915","0.539857433706232","3"
"Single","1988","16-34 y.","Male","1253","0.672499203914896","0.651759718413386","0.693238689416405","3"
"Single","1988","35-65 y.","Male","124","0.0728326884417147","0.0627525868296164","0.0829127900538131","3"
"Single","1988","35-65 y.","Female","80","0.0481252085824812","0.0397769935901633","0.0564734235747992","3"
"Single","1988","66 and older","Female","50","0.0920260900351228","0.0693093991428959","0.11474278092735","3"
"Single","1988","66 and older","Male","10","","","","3"
"Widowed","1988","16-34 y.","Male","2","","","","5"
"Widowed","1988","16-34 y.","Female","1","","","","5"
"Widowed","1988","66 and older","Male","69","0.207105438026629","0.168350511606442","0.245860364446816","5"
"Widowed","1988","35-65 y.","Male","42","0.0212703048219319","0.0156734901908773","0.0268671194529864","5"
"Widowed","1988","35-65 y.","Female","185","0.0972642602056825","0.0857064818394283","0.108822038571937","5"
"Widowed","1988","66 and older","Female","330","0.586021932616527","0.547314131564713","0.624729733668341","5"
"Divorced","1989","16-34 y.","Male","30","0.0199537385115843","0.013711648848339","0.0261958281748295","4"
"Divorced","1989","16-34 y.","Female","48","0.0361262998654174","0.027595354827499","0.0446572449033358","4"
"Divorced","1989","35-65 y.","Male","116","0.0658534391327214","0.0560162278077109","0.075690650457732","4"
"Divorced","1989","35-65 y.","Female","158","0.0815703912545243","0.0706899922401278","0.0924507902689208","4"
"Divorced","1989","66 and older","Male","5","","","","4"
"Divorced","1989","66 and older","Female","20","","","","4"
"Married","1989","16-34 y.","Male","641","0.290393215608183","0.270130544808283","0.310655886408083","1"
"Married","1989","16-34 y.","Female","857","0.429594167287895","0.406963544567384","0.452224790008406","1"
"Married","1989","35-65 y.","Male","2078","0.805738037582951","0.790046479082767","0.821429596083136","1"
"Married","1989","35-65 y.","Female","1953","0.742823234667941","0.725448658624854","0.760197810711028","1"
"Married","1989","66 and older","Male","308","0.728327763838962","0.684736028626722","0.771919499051201","1"
"Married","1989","66 and older","Female","220","0.282607765729142","0.247021623146975","0.318193908311309","1"
"Married, but separated","1989","16-34 y.","Male","27","","","","2"
"Married, but separated","1989","16-34 y.","Female","37","0.0188504011127589","0.0126330806824877","0.0250677215430301","2"
"Married, but separated","1989","35-65 y.","Male","95","0.0375612525287476","0.0300202021211154","0.0451023029363798","2"
"Married, but separated","1989","66 and older","Male","6","","","","2"
"Married, but separated","1989","35-65 y.","Female","57","0.0280473827472158","0.0214840514160055","0.034610714078426","2"
"Married, but separated","1989","66 and older","Female","3","","","","2"
"Single","1989","16-34 y.","Female","894","0.514630161749696","0.49178157473087","0.537478748768522","3"
"Single","1989","16-34 y.","Male","1228","0.674884666183617","0.653975915543414","0.69579341682382","3"
"Single","1989","35-65 y.","Male","117","0.0722047512961354","0.0619391540482589","0.0824703485440118","3"
"Single","1989","35-65 y.","Female","82","0.0511004286702182","0.0423470038019351","0.0598538535385013","3"
"Single","1989","66 and older","Male","8","","","","3"
"Single","1989","66 and older","Female","48","0.0916183305457991","0.0688182752120639","0.114418385879534","3"
"Widowed","1989","16-34 y.","Male","2","","","","5"
"Widowed","1989","16-34 y.","Female","2","","","","5"
"Widowed","1989","35-65 y.","Male","36","0.0186425194594441","0.0132778720611249","0.0240071668577633","5"
"Widowed","1989","35-65 y.","Female","181","0.0964585626601009","0.0847231047015456","0.108194020618656","5"
"Widowed","1989","66 and older","Male","73","0.218310529015378","0.177827540294582","0.258793517736174","5"
"Widowed","1989","66 and older","Female","324","0.58679961251175","0.547882930802698","0.625716294220801","5"
"Divorced","1990","16-34 y.","Male","64","0.027832481186637","0.0216244465225694","0.0340405158507046","4"
"Divorced","1990","16-34 y.","Female","85","0.0370744730615215","0.0298874395177256","0.0442615066053175","4"
"Divorced","1990","35-65 y.","Male","188","0.0778124889134003","0.068984437927036","0.0866405398997646","4"
"Divorced","1990","35-65 y.","Female","278","0.0943658297228686","0.0847316588944525","0.104000000551285","4"
"Divorced","1990","66 and older","Male","7","","","","4"
"Divorced","1990","66 and older","Female","32","0.0362837100556227","0.0242135487395383","0.0483538713717071","4"
"Married","1990","16-34 y.","Male","1019","0.305145243165849","0.287766917266083","0.322523569065615","1"
"Married","1990","16-34 y.","Female","1371","0.463915999797655","0.444946672645798","0.482885326949512","1"
"Married","1990","35-65 y.","Male","3036","0.802133622368098","0.789004372216139","0.815262872520056","1"
"Married","1990","35-65 y.","Female","2851","0.74174923263971","0.727325424919762","0.756173040359657","1"
"Married","1990","66 and older","Male","434","0.728860219641366","0.692041149077949","0.765679290204782","1"
"Married","1990","66 and older","Female","317","0.280754427168528","0.251748648025567","0.309760206311488","1"
"Married, but separated","1990","16-34 y.","Male","30","0.00947434117804258","0.005818267048296","0.0131304153077892","2"
"Married, but separated","1990","16-34 y.","Female","48","0.0192501399006611","0.0140236285154036","0.0244766512859186","2"
"Married, but separated","1990","35-65 y.","Male","94","0.0273635584691806","0.0219871517304665","0.0327399652078947","2"
"Married, but separated","1990","35-65 y.","Female","61","0.0205087486384153","0.0158378502152249","0.0251796470616056","2"
"Married, but separated","1990","66 and older","Male","8","","","","2"
"Married, but separated","1990","66 and older","Female","5","","","","2"
"Single","1990","16-34 y.","Male","1578","0.656618421885871","0.638697817791925","0.674539025979816","3"
"Single","1990","16-34 y.","Female","1148","0.47904935132465","0.460047135427669","0.49805156722163","3"
"Single","1990","35-65 y.","Male","161","0.0738037943494526","0.0651874825809531","0.0824201061179521","3"
"Single","1990","35-65 y.","Female","127","0.0552578267523287","0.047728015106841","0.0627876383978163","3"
"Single","1990","66 and older","Male","11","","","","3"
"Single","1990","66 and older","Female","63","0.0796852847521556","0.0622053471488115","0.0971652223554998","3"
"Widowed","1990","16-34 y.","Male","6","","","","5"
"Widowed","1990","16-34 y.","Female","3","","","","5"
"Widowed","1990","35-65 y.","Male","58","0.0188865358998688","0.0144004629327517","0.0233726088669859","5"
"Widowed","1990","35-65 y.","Female","220","0.0881183622466777","0.0787765097693734","0.0974602147239819","5"
"Widowed","1990","66 and older","Male","100","0.216273853714368","0.182175119731544","0.250372587697192","5"
"Widowed","1990","66 and older","Female","505","0.596633171787157","0.564967666793885","0.628298676780428","5"
"Divorced","1991","16-34 y.","Male","61","0.0286269869348047","0.0222184520662881","0.0350355218033214","4"
"Divorced","1991","16-34 y.","Female","70","0.038737656884227","0.0312684116379953","0.0462069021304587","4"
"Divorced","1991","35-65 y.","Female","290","0.10257307386336","0.0925014236874062","0.112644724039314","4"
"Divorced","1991","35-65 y.","Male","192","0.0826086107964516","0.0734832011750366","0.0917340204178665","4"
"Divorced","1991","66 and older","Male","6","","","","4"
"Divorced","1991","66 and older","Female","31","0.0346381233704158","0.0227441375584766","0.046532109182355","4"
"Married","1991","16-34 y.","Male","959","0.305780830060233","0.28807438633322","0.323487273787245","1"
"Married","1991","16-34 y.","Female","1301","0.45123390998044","0.431972699426982","0.470495120533897","1"
"Married","1991","35-65 y.","Male","3000","0.797527330474313","0.784206896601082","0.810847764347543","1"
"Married","1991","35-65 y.","Female","2806","0.736853757448049","0.722236239443555","0.751471275452543","1"
"Married","1991","66 and older","Male","443","0.748857341199747","0.712874887003551","0.784839795395942","1"
"Married","1991","66 and older","Female","326","0.27922921857811","0.250049292745958","0.308409144410261","1"
"Married, but separated","1991","16-34 y.","Male","28","","","","2"
"Married, but separated","1991","16-34 y.","Female","49","0.023292548664655","0.0174543369926982","0.0291307603366119","2"
"Married, but separated","1991","35-65 y.","Male","90","0.0261227073032644","0.0208355334507567","0.0314098811557721","2"
"Married, but separated","1991","35-65 y.","Female","55","0.0196375171616624","0.0150315479572104","0.0242434863661143","2"
"Married, but separated","1991","66 and older","Female","3","","","","2"
"Married, but separated","1991","66 and older","Male","7","","","","2"
"Single","1991","16-34 y.","Female","1140","0.486029847378865","0.466683922349986","0.505375772407744","3"
"Single","1991","16-34 y.","Male","1550","0.65394161390804","0.635659681819875","0.672223545996205","3"
"Single","1991","35-65 y.","Female","126","0.0578231488161413","0.0500749370231256","0.065571360609157","3"
"Single","1991","35-65 y.","Male","157","0.0743815167176566","0.0656836869577423","0.0830793464775708","3"
"Single","1991","66 and older","Male","8","","","","3"
"Single","1991","66 and older","Female","60","0.0807731034098773","0.0630495861262197","0.0984966206935349","3"
"Widowed","1991","16-34 y.","Male","3","","","","5"
"Widowed","1991","16-34 y.","Female","4","","","","5"
"Widowed","1991","35-65 y.","Male","57","0.0193598347083148","0.0147924453028838","0.0239272241137458","5"
"Widowed","1991","35-65 y.","Female","209","0.0831125027107874","0.0739487026493409","0.0922763027722338","5"
"Widowed","1991","66 and older","Male","94","0.206264236132779","0.172691948719594","0.239836523545964","5"
"Widowed","1991","66 and older","Female","488","0.599850741579149","0.567983991452123","0.631717491706175","5"
"Divorced","1992","16-34 y.","Male","50","0.0220744622185155","0.0163081543475989","0.0278407700894321","4"
"Divorced","1992","16-34 y.","Female","68","0.0361389495004353","0.0288258847982079","0.0434520142026626","4"
"Divorced","1992","35-65 y.","Male","184","0.0775615271681541","0.0686126956557721","0.086510358680536","4"
"Divorced","1992","35-65 y.","Female","294","0.106257403817684","0.0959772757189912","0.116537531916376","4"
"Divorced","1992","66 and older","Male","8","","","","4"
"Divorced","1992","66 and older","Female","33","0.0383311224061846","0.0258016330634476","0.0508606117489216","4"
"Married","1992","16-34 y.","Male","902","0.306272329765717","0.288181926165735","0.324362733365699","1"
"Married","1992","16-34 y.","Female","1223","0.442785826668448","0.423322710665591","0.462248942671305","1"
"Married","1992","35-65 y.","Male","2936","0.795016953062253","0.781511112501989","0.808522793622517","1"
"Married","1992","35-65 y.","Female","2777","0.740523807526275","0.725900993101397","0.755146621951153","1"
"Married","1992","66 and older","Female","339","0.290253676408042","0.260633662186591","0.319873690629494","1"
"Married","1992","66 and older","Male","445","0.745417030816819","0.709239841496933","0.781594220136706","1"
"Married, but separated","1992","16-34 y.","Male","33","0.0138848107024968","0.00929247452948876","0.0184771468755048","2"
"Married, but separated","1992","16-34 y.","Female","54","0.0239860757894911","0.0179907602428878","0.0299813913360944","2"
"Married, but separated","1992","35-65 y.","Male","81","0.0266660231707614","0.0212760758643127","0.0320559704772102","2"
"Married, but separated","1992","35-65 y.","Female","58","0.0176792982623587","0.0132831547943812","0.0220754417303362","2"
"Married, but separated","1992","66 and older","Male","10","","","","2"
"Married, but separated","1992","66 and older","Female","3","","","","2"
"Single","1992","16-34 y.","Female","1153","0.493780423263934","0.474190134377173","0.513370712150695","3"
"Single","1992","16-34 y.","Male","1503","0.65481936006391","0.63616055460101","0.67347816552681","3"
"Single","1992","35-65 y.","Male","175","0.081816778367508","0.0726469688348364","0.0909865879001796","3"
"Single","1992","35-65 y.","Female","121","0.0553445126679773","0.0477169337951703","0.0629720915407843","3"
"Single","1992","66 and older","Male","8","","","","3"
"Single","1992","66 and older","Female","56","0.072957790670559","0.0559858926494869","0.089929688691631","3"
"Widowed","1992","16-34 y.","Male","6","","","","5"
"Widowed","1992","16-34 y.","Female","4","","","","5"
"Widowed","1992","35-65 y.","Male","56","0.0189387182313236","0.0143783720582046","0.0234990644044426","5"
"Widowed","1992","35-65 y.","Female","202","0.0801949777257053","0.0711348531060245","0.0892551023453861","5"
"Widowed","1992","66 and older","Male","86","0.191664918181829","0.158976980502533","0.224352855861126","5"
"Widowed","1992","66 and older","Female","471","0.594826384334903","0.562788744649958","0.626864024019849","5"
"Divorced","1993","16-34 y.","Male","43","0.0189090604843649","0.0135289192720696","0.0242892016966602","4"
"Divorced","1993","16-34 y.","Female","80","0.046066685752282","0.0377625416601673","0.0543708298443966","4"
"Divorced","1993","35-65 y.","Male","184","0.0786334044962787","0.0695322136096697","0.0877345953828877","4"
"Divorced","1993","35-65 y.","Female","271","0.100114947733796","0.0899810592230416","0.110248836244549","4"
"Divorced","1993","66 and older","Male","11","","","","4"
"Divorced","1993","66 and older","Female","37","0.0427305757177059","0.0296402669966683","0.0558208844387434","4"
"Married","1993","16-34 y.","Male","886","0.316417089238614","0.298046223178721","0.334787955298508","1"
"Married","1993","16-34 y.","Female","1156","0.432266562369054","0.412642431013155","0.451890693724954","1"
"Married","1993","35-65 y.","Male","2853","0.788451285354225","0.774642003923573","0.802260566784877","1"
"Married","1993","35-65 y.","Female","2701","0.741012925680312","0.72622235002792","0.755803501332703","1"
"Married","1993","66 and older","Male","448","0.740552382076322","0.704280558046934","0.77682420610571","1"
"Married","1993","66 and older","Female","346","0.294786453672709","0.265275889828563","0.324297017516854","1"
"Married, but separated","1993","16-34 y.","Male","41","0.0150573069667729","0.0102468847104942","0.0198677292230515","2"
"Married, but separated","1993","35-65 y.","Male","87","0.0307985540174646","0.0249567007752565","0.0366404072596728","2"
"Married, but separated","1993","16-34 y.","Female","61","0.026549227819847","0.0201809012161948","0.0329175544234993","2"
"Married, but separated","1993","66 and older","Male","10","","","","2"
"Married, but separated","1993","35-65 y.","Female","76","0.024665906289438","0.0194291980026034","0.0299026145762727","2"
"Married, but separated","1993","66 and older","Female","4","","","","2"
"Single","1993","16-34 y.","Male","1486","0.646665976960619","0.627784463528572","0.665547490392666","3"
"Single","1993","16-34 y.","Female","1146","0.491018572932587","0.471215056563179","0.510822089301996","3"
"Single","1993","35-65 y.","Male","182","0.082556966958184","0.0732513564611197","0.0918625774552483","3"
"Single","1993","35-65 y.","Female","120","0.0519670188223587","0.0444731037759162","0.0594609338688012","3"
"Single","1993","66 and older","Male","8","","","","3"
"Single","1993","66 and older","Female","58","0.0789573828750794","0.0615031945155608","0.0964115712345981","3"
"Widowed","1993","16-34 y.","Male","6","","","","5"
"Widowed","1993","16-34 y.","Female","5","","","","5"
"Widowed","1993","35-65 y.","Male","54","0.0195597891738474","0.0148773613219744","0.0242422170257204","5"
"Widowed","1993","35-65 y.","Female","202","0.0822392014740963","0.0729637013715621","0.0915147015766306","5"
"Widowed","1993","66 and older","Male","84","0.193058830656212","0.160397608418564","0.22572005289386","5"
"Widowed","1993","66 and older","Female","472","0.578382720888856","0.546420990862608","0.610344450915104","5"
"Divorced","1994","16-34 y.","Male","40","0.021838091914265","0.0159675105543401","0.0277086732741899","4"
"Divorced","1994","35-65 y.","Male","189","0.0784732573125996","0.0692703302384167","0.0876761843867825","4"
"Divorced","1994","16-34 y.","Female","81","0.0438394762904503","0.0357008015017214","0.0519781510791792","4"
"Divorced","1994","35-65 y.","Female","271","0.102738851008441","0.0923704191572373","0.113107282859644","4"
"Divorced","1994","66 and older","Male","10","","","","4"
"Divorced","1994","66 and older","Female","34","0.0385684959811885","0.0261657421527339","0.0509712498096432","4"
"Married","1994","16-34 y.","Male","847","0.314110768950629","0.295466867510534","0.332754670390723","1"
"Married","1994","16-34 y.","Female","1128","0.433713488202164","0.41401308183375","0.453413894570577","1"
"Married","1994","35-65 y.","Male","2781","0.79069467600871","0.776772545065725","0.804616806951694","1"
"Married","1994","35-65 y.","Female","2644","0.743904058680427","0.728998573895902","0.758809543464953","1"
"Married","1994","66 and older","Male","449","0.713492862641949","0.67640834998579","0.750577375298108","1"
"Married","1994","66 and older","Female","343","0.279194676074974","0.250300843176805","0.308088508973144","1"
"Married, but separated","1994","16-34 y.","Female","57","0.027479058978333","0.0209806652584129","0.033977452698253","2"
"Married, but separated","1994","16-34 y.","Male","51","0.020357130986288","0.0146848129933451","0.026029448979231","2"
"Married, but separated","1994","35-65 y.","Male","86","0.0263735130025177","0.0208895899738293","0.031857436031206","2"
"Married, but separated","1994","35-65 y.","Female","72","0.0249516672583957","0.0196250787137519","0.0302782558030395","2"
"Married, but separated","1994","66 and older","Male","11","","","","2"
"Married, but separated","1994","66 and older","Female","8","","","","2"
"Single","1994","16-34 y.","Male","1440","0.640801695368734","0.621531001228032","0.660072389509436","3"
"Single","1994","16-34 y.","Female","1161","0.493951804987521","0.474077413513265","0.513826196461776","3"
"Single","1994","35-65 y.","Male","180","0.0882584170012199","0.0785505209511693","0.0979663130512706","3"
"Single","1994","35-65 y.","Female","119","0.0536850416718652","0.0459878767252601","0.0613822066184704","3"
