"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2018","higher vocational","Rural Area","55","0.112139151813919","0.0871196549400419","0.137158648687795","4"
"Divorced","2018","higher education","Urban Area","374","0.0801671032494534","0.0727180207845755","0.0876161857143313","4"
"Divorced","2018","higher education","Rural Area","156","0.100073726772906","0.0866747777154612","0.11347267583035","4"
"Married","2018","vocational + Abi","Rural Area","381","0.492418361621567","0.45356401553676","0.531272707706374","1"
"Married","2018","higher vocational","Urban Area","554","0.585069538986439","0.551749933462242","0.618389144510636","1"
"Married","2018","higher vocational","Rural Area","426","0.601620516247234","0.562802146970079","0.640438885524389","1"
"Married","2018","higher education","Urban Area","3272","0.544990611562516","0.531330479213656","0.558650743911377","1"
"Married","2018","higher education","Rural Area","1333","0.59202570028803","0.570082805710018","0.613968594866042","1"
"Married","2018","middle vocational","Urban Area","4069","0.50066183445222","0.489292807186963","0.512030861717477","1"
"Married","2018","middle vocational","Rural Area","2827","0.533099510854036","0.518965088957925","0.547233932750147","1"
"Married","2018","vocational + Abi","Urban Area","893","0.480466291778609","0.45576838497401","0.505164198583209","1"
"Married","2018","in school","Urban Area","1","","","","1"
"Married","2018","in school","Rural Area","2","","","","1"
"Married","2018","inadequately","Urban Area","888","0.452808186382488","0.428083504335035","0.477532868429941","1"
"Married","2018","inadequately","Rural Area","338","0.452651622079859","0.413086705026712","0.492216539133005","1"
"Married","2018","general elemantary","Urban Area","1108","0.437515205289301","0.417564040626517","0.457466369952085","1"
"Married","2018","general elemantary","Rural Area","562","0.363759820732964","0.337527618990279","0.38999202247565","1"
"Married, but separated","2018","vocational + Abi","Urban Area","42","0.0205623873049786","0.0135470755310163","0.0275776990789409","2"
"Married, but separated","2018","vocational + Abi","Rural Area","15","","","","2"
"Married, but separated","2018","higher vocational","Urban Area","31","0.0437866277617042","0.0299491605761862","0.0576240949472222","2"
"Married, but separated","2018","higher vocational","Rural Area","19","","","","2"
"Married, but separated","2018","higher education","Urban Area","195","0.0316155675939281","0.0268157513745756","0.0364153838132806","2"
"Married, but separated","2018","higher education","Rural Area","53","0.022284231604973","0.0156938224913294","0.0288746407186166","2"
"Married, but separated","2018","general elemantary","Rural Area","44","0.0180582353425116","0.0107972199973422","0.025319250687681","2"
"Married, but separated","2018","middle vocational","Urban Area","222","0.0245120208001744","0.0209959775922598","0.028028064008089","2"
"Married, but separated","2018","inadequately","Rural Area","41","0.0385708916993042","0.0232640787770549","0.0538777046215534","2"
"Married, but separated","2018","general elemantary","Urban Area","79","0.0368025129796399","0.0292304766021151","0.0443745493571647","2"
"Married, but separated","2018","middle vocational","Rural Area","131","0.0267054146313004","0.0221378620021054","0.0312729672604954","2"
"Married, but separated","2018","in school","Urban Area","","","","","2"
"Married, but separated","2018","inadequately","Urban Area","106","0.0429672704495744","0.0328947985909064","0.0530397423082425","2"
"Married, but separated","2018","in school","Rural Area","1","","","","2"
"Single","2018","in school","Urban Area","494","0.99958547699421","0.997792272660839","1.00137868132758","3"
"Single","2018","in school","Rural Area","205","0.99879990060996","0.994094850249263","1.00350495097066","3"
"Single","2018","inadequately","Urban Area","429","0.274711559730366","0.252539929349866","0.296883190110867","3"
"Single","2018","inadequately","Rural Area","197","0.35277456979291","0.314793016359758","0.390756123226062","3"
"Single","2018","vocational + Abi","Urban Area","426","0.348663656846434","0.325106231889005","0.372221081803862","3"
"Single","2018","vocational + Abi","Rural Area","160","0.329685637109652","0.293150662535144","0.36622061168416","3"
"Single","2018","higher vocational","Urban Area","133","0.205647326944717","0.178314996474785","0.232979657414649","3"
"Single","2018","higher vocational","Rural Area","76","0.183763002673636","0.153054074176976","0.214471931170296","3"
"Single","2018","higher education","Urban Area","1123","0.302725738813373","0.290122658355654","0.315328819271093","3"
"Single","2018","higher education","Rural Area","298","0.225137583408135","0.206489099415844","0.243786067400425","3"
"Single","2018","general elemantary","Urban Area","860","0.306203689439002","0.2876667732374","0.324740605640604","3"
"Single","2018","general elemantary","Rural Area","476","0.336713424428984","0.310944419190411","0.362482429667557","3"
"Single","2018","middle vocational","Urban Area","1913","0.262887225455263","0.252877886544686","0.272896564365841","3"
"Single","2018","middle vocational","Rural Area","1067","0.242618417628245","0.230473879664644","0.254762955591847","3"
"Widowed","2018","in school","Urban Area","","","","","5"
"Widowed","2018","in school","Rural Area","","","","","5"
"Widowed","2018","inadequately","Urban Area","57","0.0704122291574123","0.0577043512841926","0.083120107030632","5"
"Widowed","2018","inadequately","Rural Area","15","","","","5"
"Widowed","2018","general elemantary","Urban Area","147","0.127831910752405","0.114403147396722","0.141260674108088","5"
"Widowed","2018","general elemantary","Rural Area","104","0.18765697779338","0.166367308257773","0.208946647328986","5"
"Widowed","2018","middle vocational","Urban Area","450","0.0975349481888432","0.0907889066767646","0.104280989700922","5"
"Widowed","2018","middle vocational","Rural Area","274","0.0767797368858178","0.0692368478709364","0.0843226259006993","5"
"Widowed","2018","vocational + Abi","Urban Area","43","0.0494773107398068","0.0387570312683696","0.060197590211244","5"
"Widowed","2018","vocational + Abi","Rural Area","17","","","","5"
"Widowed","2018","higher vocational","Urban Area","39","0.04535458270275","0.0312830928523847","0.0594260725531154","5"
"Widowed","2018","higher vocational","Rural Area","35","0.0691301102064071","0.0490157787758096","0.0892444416370047","5"
"Widowed","2018","higher education","Urban Area","141","0.040500978780729","0.0350933702403335","0.0459085873211245","5"
"Widowed","2018","higher education","Rural Area","87","0.0604787579259566","0.0498358092653066","0.0711217065866066","5"
"Divorced","2019","in school","Urban Area","","","","","4"
"Divorced","2019","in school","Rural Area","","","","","4"
"Divorced","2019","inadequately","Urban Area","62","0.173518527430361","0.153120245672593","0.193916809188129","4"
"Divorced","2019","inadequately","Rural Area","22","","","","4"
"Divorced","2019","higher education","Rural Area","175","0.104310772719877","0.0911048527045863","0.117516692735168","4"
"Divorced","2019","general elemantary","Urban Area","155","0.0954498224079098","0.0825495662041293","0.10835007861169","4"
"Divorced","2019","general elemantary","Rural Area","99","0.0928446153026588","0.0762224022150252","0.109466828390292","4"
"Divorced","2019","middle vocational","Urban Area","672","0.106437697877505","0.0990332828706859","0.113842112884325","4"
"Divorced","2019","middle vocational","Rural Area","490","0.132959273611623","0.123010279661147","0.142908267562099","4"
"Divorced","2019","vocational + Abi","Urban Area","158","0.104748247331074","0.0892408770567478","0.120255617605399","4"
"Divorced","2019","vocational + Abi","Rural Area","66","0.110288874625823","0.0857108961575655","0.134866853094081","4"
"Divorced","2019","higher vocational","Urban Area","98","0.119358485177738","0.0982590575521048","0.140457912803371","4"
"Divorced","2019","higher vocational","Rural Area","65","0.121068066462376","0.0967810650104069","0.145355067914345","4"
"Divorced","2019","higher education","Urban Area","374","0.0775579664251981","0.0700908756512126","0.0850250571991837","4"
"Married","2019","vocational + Abi","Rural Area","383","0.518487094331841","0.479283242652237","0.557690946011446","1"
"Married","2019","higher vocational","Urban Area","618","0.605671756615878","0.573867001889255","0.637476511342501","1"
"Married","2019","higher vocational","Rural Area","480","0.58251168563328","0.545795635285617","0.619227735980943","1"
"Married","2019","higher education","Urban Area","3325","0.592669380395292","0.578952717794504","0.60638604299608","1"
"Married","2019","higher education","Rural Area","1424","0.592285344294706","0.571054412239376","0.613516276350036","1"
"Married","2019","in school","Urban Area","1","","","","1"
"Married","2019","in school","Rural Area","1","","","","1"
"Married","2019","inadequately","Urban Area","798","0.480161692414825","0.453250558775601","0.507072826054049","1"
"Married","2019","inadequately","Rural Area","330","0.487990544661613","0.446737763473942","0.529243325849284","1"
"Married","2019","general elemantary","Urban Area","958","0.442901518530205","0.42109361016359","0.46470942689682","1"
"Married","2019","middle vocational","Urban Area","3790","0.518643144294945","0.506646811687637","0.530639476902253","1"
"Married","2019","middle vocational","Rural Area","2688","0.531395982737729","0.516773798950086","0.546018166525372","1"
"Married","2019","vocational + Abi","Urban Area","886","0.488959501767601","0.463645763330766","0.514273240204435","1"
"Married","2019","general elemantary","Rural Area","517","0.380393740706644","0.352587375482711","0.408200105930576","1"
"Married, but separated","2019","vocational + Abi","Urban Area","35","0.0186595361889148","0.0118069822948596","0.0255120900829701","2"
"Married, but separated","2019","vocational + Abi","Rural Area","11","","","","2"
"Married, but separated","2019","higher vocational","Urban Area","25","","","","2"
"Married, but separated","2019","higher vocational","Rural Area","19","","","","2"
"Married, but separated","2019","higher education","Urban Area","141","0.0219657728033714","0.0178739298931401","0.0260576157136027","2"
"Married, but separated","2019","higher education","Rural Area","56","0.0216352921733811","0.0153495411154546","0.0279210432313076","2"
"Married, but separated","2019","general elemantary","Urban Area","59","0.0297824000712219","0.0223194787579552","0.0372453213844886","2"
"Married, but separated","2019","in school","Rural Area","","","","","2"
"Married, but separated","2019","inadequately","Urban Area","80","0.0429657216061843","0.0320430494076132","0.0538883938047554","2"
"Married, but separated","2019","general elemantary","Rural Area","35","0.00743956587984536","0.00251778902027572","0.012361342739415","2"
"Married, but separated","2019","inadequately","Rural Area","41","0.0388482178814547","0.0229008109169395","0.0547956248459699","2"
"Married, but separated","2019","in school","Urban Area","3","","","","2"
"Married, but separated","2019","middle vocational","Rural Area","108","0.0249566787194216","0.0203857394503671","0.0295276179884761","2"
"Married, but separated","2019","middle vocational","Urban Area","173","0.0219884750727415","0.018467603866109","0.025509346279374","2"
