"pgfamstd","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1992","Not Employed","Full Time","","","","","5"
"Widowed","1992","Not Employed","Part Time","","","","","5"
"Widowed","1992","Not Employed","Not Working","671","0.24467802695572","0.231745815771331","0.257610238140109","5"
"Widowed","1992","Employed","Full Time","95","0.017698962054167","0.0145152444576961","0.0208826796506379","5"
"Widowed","1992","Employed","Part Time","59","0.0338116175411643","0.0267336575173191","0.0408895775650095","5"
"Widowed","1992","Employed","Not Working","","","","","5"
"Divorced","1993","Not Employed","Full Time","","","","","4"
"Divorced","1993","Not Employed","Part Time","","","","","4"
"Divorced","1993","Not Employed","Not Working","166","0.0454192242131251","0.0392737557517552","0.0515646926744951","4"
"Divorced","1993","Employed","Full Time","342","0.0766164144100225","0.0700222454740798","0.0832105833459652","4"
"Divorced","1993","Employed","Part Time","118","0.063557657426923","0.0539131153085811","0.0732021995452649","4"
"Divorced","1993","Employed","Not Working","","","","","4"
"Married","1993","Not Employed","Full Time","","","","","1"
"Married","1993","Not Employed","Part Time","","","","","1"
"Married","1993","Not Employed","Not Working","2678","0.548010937396139","0.533322101722534","0.562699773069744","1"
"Married","1993","Employed","Full Time","4130","0.604526473156649","0.592404468322949","0.616648477990349","1"
"Married","1993","Employed","Part Time","1582","0.620217970196687","0.601031436087338","0.639404504306036","1"
"Married","1993","Employed","Not Working","","","","","1"
"Married, but separated","1993","Not Employed","Full Time","","","","","2"
"Married, but separated","1993","Not Employed","Not Working","69","0.0139212143512139","0.0104632288792612","0.0173791998231666","2"
"Married, but separated","1993","Not Employed","Part Time","","","","","2"
"Married, but separated","1993","Employed","Part Time","66","0.0336895327941594","0.0265566844911562","0.0408223810971625","2"
"Married, but separated","1993","Employed","Full Time","144","0.0250492308070102","0.0211749006887899","0.0289235609252305","2"
"Married, but separated","1993","Employed","Not Working","","","","","2"
"Single","1993","Not Employed","Full Time","","","","","3"
"Single","1993","Not Employed","Part Time","","","","","3"
"Single","1993","Not Employed","Not Working","815","0.153118933004665","0.142490861803288","0.163747004206041","3"
"Single","1993","Employed","Full Time","1545","0.276550122006651","0.265460947103147","0.287639296910155","3"
"Single","1993","Employed","Part Time","640","0.252577118551986","0.235400512762658","0.269753724341314","3"
"Single","1993","Employed","Not Working","","","","","3"
"Widowed","1993","Not Employed","Full Time","","","","","5"
"Widowed","1993","Not Employed","Part Time","","","","","5"
"Widowed","1993","Not Employed","Not Working","682","0.239529691034857","0.226933199338411","0.252126182731303","5"
"Widowed","1993","Employed","Full Time","89","0.0172577596196674","0.0140291160602808","0.0204864031790541","5"
"Widowed","1993","Employed","Part Time","52","0.0299577210302449","0.0232185439289773","0.0366968981315125","5"
"Widowed","1993","Employed","Not Working","","","","","5"
"Divorced","1994","Not Employed","Full Time","","","","","4"
"Divorced","1994","Not Employed","Not Working","181","0.0472292612221379","0.0410655515481128","0.053392970896163","4"
"Divorced","1994","Not Employed","Part Time","","","","","4"
"Divorced","1994","Employed","Full Time","328","0.0768785400958936","0.070119234847871","0.0836378453439162","4"
"Divorced","1994","Employed","Part Time","116","0.0641249130163604","0.0542538696787131","0.0739959563540077","4"
"Divorced","1994","Employed","Not Working","","","","","4"
"Married","1994","Not Employed","Full Time","","","","","1"
"Married","1994","Not Employed","Part Time","","","","","1"
"Married","1994","Not Employed","Not Working","2746","0.540941481063251","0.52646204787976","0.555420914246742","1"
"Married","1994","Employed","Full Time","3905","0.607860883214756","0.59547313830702","0.620248628122492","1"
"Married","1994","Employed","Part Time","1541","0.631311212759011","0.611871383899829","0.650751041618194","1"
"Married","1994","Employed","Not Working","","","","","1"
"Married, but separated","1994","Not Employed","Part Time","","","","","2"
"Married, but separated","1994","Not Employed","Full Time","","","","","2"
"Married, but separated","1994","Not Employed","Not Working","67","0.0168064967098125","0.0130714117046379","0.0205415817149871","2"
"Married, but separated","1994","Employed","Full Time","154","0.0266421011241671","0.0225561742755767","0.0307280279727574","2"
"Married, but separated","1994","Employed","Part Time","64","0.0334325835257417","0.0261891952570836","0.0406759717943998","2"
"Married, but separated","1994","Employed","Not Working","","","","","2"
"Single","1994","Not Employed","Full Time","","","","","3"
"Single","1994","Not Employed","Part Time","","","","","3"
"Single","1994","Not Employed","Not Working","868","0.161050140554359","0.150369656164883","0.171730624943835","3"
"Single","1994","Employed","Full Time","1498","0.27179469483891","0.260506682405266","0.283082707272554","3"
"Single","1994","Employed","Part Time","600","0.244336262208848","0.227022199948802","0.261650324468895","3"
"Single","1994","Employed","Not Working","","","","","3"
"Widowed","1994","Not Employed","Full Time","","","","","5"
"Widowed","1994","Not Employed","Part Time","","","","","5"
"Widowed","1994","Not Employed","Not Working","688","0.233972620450439","0.221671432376008","0.246273808524871","5"
"Widowed","1994","Employed","Full Time","82","0.0168237807262734","0.0135605517066198","0.0200870097459269","5"
"Widowed","1994","Employed","Part Time","45","0.0267950284900381","0.0202881905265338","0.0333018664535424","5"
"Widowed","1994","Employed","Not Working","","","","","5"
"Divorced","1995","Not Employed","Full Time","","","","","4"
"Divorced","1995","Not Employed","Part Time","","","","","4"
"Divorced","1995","Not Employed","Not Working","203","0.0521528939115553","0.0458637636752243","0.0584420241478863","4"
"Divorced","1995","Employed","Full Time","341","0.0792672525515091","0.0723732317315552","0.086161273371463","4"
"Divorced","1995","Employed","Not Working","","","","","4"
"Divorced","1995","Employed","Part Time","146","0.0721983285363431","0.0622614030709679","0.0821352540017182","4"
"Married","1995","Not Employed","Full Time","","","","","1"
"Married","1995","Not Employed","Part Time","","","","","1"
"Married","1995","Not Employed","Not Working","2896","0.546522167356162","0.532440173186765","0.56060416152556","1"
"Married","1995","Employed","Full Time","3889","0.614337670111582","0.601916397986683","0.626758942236481","1"
"Married","1995","Employed","Not Working","","","","","1"
"Married","1995","Employed","Part Time","1678","0.618081106026409","0.599427225482718","0.636734986570101","1"
"Married, but separated","1995","Not Employed","Part Time","","","","","2"
"Married, but separated","1995","Not Employed","Full Time","","","","","2"
"Married, but separated","1995","Not Employed","Not Working","64","0.0127002288904968","0.00953275874455188","0.0158676990364418","2"
"Married, but separated","1995","Employed","Full Time","125","0.0222136015084454","0.0184527137082044","0.0259744893086863","2"
"Married, but separated","1995","Employed","Part Time","64","0.0291947167618106","0.0227310481250047","0.0356583853986165","2"
"Married, but separated","1995","Employed","Not Working","","","","","2"
"Single","1995","Not Employed","Part Time","","","","","3"
"Single","1995","Not Employed","Full Time","","","","","3"
"Single","1995","Not Employed","Not Working","958","0.161650990217312","0.151237798829174","0.17206418160545","3"
"Single","1995","Employed","Full Time","1467","0.26914344694339","0.257825520406248","0.280461373480531","3"
"Single","1995","Employed","Part Time","653","0.245753804497348","0.229224005431911","0.262283603562785","3"
"Single","1995","Employed","Not Working","","","","","3"
"Widowed","1995","Not Employed","Full Time","","","","","5"
"Widowed","1995","Not Employed","Part Time","","","","","5"
"Widowed","1995","Not Employed","Not Working","680","0.226973719624474","0.215125116443295","0.238822322805653","5"
"Widowed","1995","Employed","Full Time","77","0.0150380288850739","0.0119322961349319","0.0181437616352158","5"
"Widowed","1995","Employed","Part Time","65","0.0347720441780887","0.0277382291603418","0.0418058591958355","5"
"Widowed","1995","Employed","Not Working","","","","","5"
"Divorced","1996","Not Employed","Full Time","","","","","4"
"Divorced","1996","Not Employed","Part Time","","","","","4"
"Divorced","1996","Not Employed","Not Working","184","0.0476003426493179","0.0414726443614758","0.05372804093716","4"
"Divorced","1996","Employed","Full Time","341","0.0818608630968817","0.0747698398903963","0.0889518863033671","4"
"Divorced","1996","Employed","Part Time","155","0.0816506374718442","0.0713160921994999","0.0919851827441885","4"
"Divorced","1996","Employed","Not Working","","","","","4"
"Married","1996","Not Employed","Full Time","","","","","1"
"Married","1996","Not Employed","Part Time","","","","","1"
"Married","1996","Not Employed","Not Working","2821","0.549885985585158","0.535568053038854","0.564203918131461","1"
"Married","1996","Employed","Full Time","3656","0.595440172538452","0.582745341045756","0.608135004031148","1"
"Married","1996","Employed","Not Working","","","","","1"
