"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Married","2012","Hamburg","Employed","136","0.429976343266577","0.37156969682777","0.488382989705384","1"
"Married","2012","Lower Saxony","Not Employed","585","0.568143056321946","0.537442454001228","0.598843658642664","1"
"Married","2012","Lower Saxony","Employed","1005","0.535927916956704","0.51168039728437","0.560175436629038","1"
"Married","2012","Brandenburg","Employed","343","0.486874983549708","0.448361192041509","0.525388775057906","1"
"Married","2012","Mecklenburg-Western Pomerania","Not Employed","149","0.598002685741821","0.538858879473104","0.657146492010539","1"
"Married","2012","Bremen","Not Employed","27","","","","1"
"Married, but separated","2012","Hesse","Employed","47","0.0313961319861041","0.0218165830177254","0.0409756809544829","2"
"Married, but separated","2012","Rhineland-Palatinate,Saarland","Not Employed","12","","","","2"
"Married, but separated","2012","North Rhine-Westphalia","Employed","121","0.0274857468219529","0.022103011903061","0.0328684817408447","2"
"Married, but separated","2012","Hesse","Not Employed","17","","","","2"
"Married, but separated","2012","Mecklenburg-Western Pomerania","Employed","12","","","","2"
"Married, but separated","2012","Saxony","Not Employed","7","","","","2"
"Married, but separated","2012","Saxony","Employed","24","","","","2"
"Married, but separated","2012","North Rhine-Westphalia","Not Employed","46","0.0193559586735602","0.0134801969730633","0.0252317203740572","2"
"Married, but separated","2012","Rhineland-Palatinate,Saarland","Employed","38","0.0346823969633241","0.0234314027239309","0.0459333912027173","2"
"Married, but separated","2012","Baden-Württemberg","Not Employed","27","","","","2"
"Married, but separated","2012","Baden-Württemberg","Employed","50","0.0209011569340181","0.0150163313697756","0.0267859824982605","2"
"Married, but separated","2012","Bavaria","Not Employed","21","","","","2"
"Married, but separated","2012","Bavaria","Employed","79","0.0263033671325061","0.0205341965066165","0.0320725377583958","2"
"Married, but separated","2012","Berlin","Not Employed","16","","","","2"
"Married, but separated","2012","Berlin","Employed","31","0.0441598498197699","0.0284857520396846","0.0598339475998553","2"
"Married, but separated","2012","Brandenburg","Not Employed","6","","","","2"
"Married, but separated","2012","Brandenburg","Employed","10","","","","2"
"Married, but separated","2012","Mecklenburg-Western Pomerania","Not Employed","4","","","","2"
"Married, but separated","2012","Saxony-Anhalt","Not Employed","9","","","","2"
"Married, but separated","2012","Saxony-Anhalt","Employed","13","","","","2"
"Married, but separated","2012","Thuringia","Not Employed","5","","","","2"
"Married, but separated","2012","Thuringia","Employed","11","","","","2"
"Married, but separated","2012","Schleswig-Holstein","Employed","24","","","","2"
"Married, but separated","2012","Hamburg","Not Employed","5","","","","2"
"Married, but separated","2012","Hamburg","Employed","5","","","","2"
"Married, but separated","2012","Lower Saxony","Not Employed","19","","","","2"
"Married, but separated","2012","Lower Saxony","Employed","45","0.0202454656364165","0.0133977781114844","0.0270931531613485","2"
"Married, but separated","2012","Schleswig-Holstein","Not Employed","5","","","","2"
"Married, but separated","2012","Bremen","Not Employed","1","","","","2"
"Married, but separated","2012","Bremen","Employed","3","","","","2"
"Single","2012","Mecklenburg-Western Pomerania","Not Employed","47","0.121754485715315","0.0823090658614651","0.161199905569165","3"
"Single","2012","Mecklenburg-Western Pomerania","Employed","112","0.316386932440516","0.269992177457822","0.362781687423209","3"
"Single","2012","Saxony","Not Employed","169","0.24087114968543","0.209483885177883","0.272258414192977","3"
"Single","2012","Saxony","Employed","346","0.354659490564938","0.327140516565607","0.382178464564268","3"
"Single","2012","North Rhine-Westphalia","Employed","772","0.309124858708415","0.293909997919768","0.324339719497063","3"
"Single","2012","Hesse","Not Employed","153","0.208862365157984","0.17812833078656","0.239596399529409","3"
"Single","2012","Hesse","Employed","276","0.311541404501302","0.286100608872932","0.336982200129671","3"
"Single","2012","Rhineland-Palatinate,Saarland","Not Employed","116","0.200198219996064","0.167855188995062","0.232541250997065","3"
"Single","2012","Rhineland-Palatinate,Saarland","Employed","245","0.354875527852646","0.325454284571474","0.384296771133818","3"
"Single","2012","Baden-Württemberg","Not Employed","260","0.208074962632311","0.18451103854878","0.231638886715841","3"
"Single","2012","Baden-Württemberg","Employed","531","0.335454876639912","0.31603195960903","0.354877793670794","3"
"Single","2012","Bavaria","Not Employed","306","0.170590962027708","0.151587084102456","0.189594839952961","3"
"Single","2012","Bavaria","Employed","709","0.324900568813981","0.308017360345516","0.341783777282447","3"
"Single","2012","Berlin","Not Employed","102","0.263548965586258","0.2201027313377","0.306995199834817","3"
"Single","2012","Berlin","Employed","227","0.436431987544089","0.398595781856319","0.474268193231859","3"
"Single","2012","Brandenburg","Not Employed","87","0.178482375892476","0.143678490791618","0.213286260993334","3"
"Single","2012","Brandenburg","Employed","201","0.351419819778407","0.314633112794833","0.388206526761981","3"
"Single","2012","Schleswig-Holstein","Not Employed","89","0.173757015457726","0.134725189157558","0.212788841757894","3"
"Single","2012","Schleswig-Holstein","Employed","155","0.331966678936972","0.295367963485153","0.368565394388791","3"
"Single","2012","Hamburg","Not Employed","39","0.20018305776468","0.139495618234089","0.26087049729527","3"
"Single","2012","Hamburg","Employed","101","0.43288815395867","0.374433948697491","0.49134235921985","3"
"Single","2012","North Rhine-Westphalia","Not Employed","502","0.206143725871076","0.188891023294035","0.223396428448118","3"
"Single","2012","Lower Saxony","Not Employed","211","0.187926730934376","0.163714211734422","0.21213925013433","3"
"Single","2012","Lower Saxony","Employed","382","0.329303558823464","0.306453747337997","0.352153370308932","3"
"Single","2012","Bremen","Not Employed","34","0.373690232572829","0.26632806889998","0.481052396245677","3"
"Single","2012","Bremen","Employed","35","0.44989060912108","0.361249863770278","0.538531354471882","3"
"Single","2012","Thuringia","Not Employed","87","0.212920016803537","0.174272006908906","0.251568026698167","3"
"Single","2012","Thuringia","Employed","202","0.371509233920912","0.334865972850996","0.408152494990828","3"
"Single","2012","Saxony-Anhalt","Employed","194","0.365071321987884","0.327386570856016","0.402756073119752","3"
"Single","2012","Saxony-Anhalt","Not Employed","95","0.188772382829495","0.15156799023758","0.22597677542141","3"
"Widowed","2012","Schleswig-Holstein","Employed","22","","","","5"
"Widowed","2012","Hamburg","Not Employed","17","","","","5"
"Widowed","2012","Bremen","Employed","","","","","5"
"Widowed","2012","North Rhine-Westphalia","Not Employed","218","0.160341592707179","0.144692990487876","0.175990194926481","5"
"Widowed","2012","Mecklenburg-Western Pomerania","Not Employed","35","0.165147037551211","0.120356474933542","0.209937600168881","5"
"Widowed","2012","Mecklenburg-Western Pomerania","Employed","7","","","","5"
"Widowed","2012","Thuringia","Not Employed","63","0.201189782259012","0.163342541583051","0.239037022934972","5"
"Widowed","2012","Thuringia","Employed","11","","","","5"
"Widowed","2012","Hamburg","Employed","3","","","","5"
"Widowed","2012","Lower Saxony","Not Employed","127","0.18615668346045","0.162032211946568","0.210281154974333","5"
"Widowed","2012","Lower Saxony","Employed","30","0.022401868007674","0.0152066541459826","0.0295970818693654","5"
"Widowed","2012","Bremen","Not Employed","9","","","","5"
"Widowed","2012","Saxony","Not Employed","93","0.166447371528637","0.139106754636323","0.193787988420951","5"
"Widowed","2012","Saxony","Employed","16","","","","5"
"Widowed","2012","Saxony-Anhalt","Not Employed","60","0.18430716701128","0.147444388991962","0.221169945030599","5"
"Widowed","2012","Saxony-Anhalt","Employed","16","","","","5"
"Widowed","2012","Schleswig-Holstein","Not Employed","36","0.150408672608788","0.113584306450093","0.187233038767482","5"
"Widowed","2012","North Rhine-Westphalia","Employed","56","0.0168592734278513","0.0126206141733313","0.0210979326823712","5"
"Widowed","2012","Hesse","Not Employed","79","0.190909816184821","0.161194794582008","0.220624837787634","5"
"Widowed","2012","Hesse","Employed","14","","","","5"
"Widowed","2012","Rhineland-Palatinate,Saarland","Not Employed","91","0.231149487474325","0.197075194790133","0.265223780158517","5"
"Widowed","2012","Rhineland-Palatinate,Saarland","Employed","12","","","","5"
"Widowed","2012","Baden-Württemberg","Not Employed","146","0.196888132045295","0.173805067999825","0.219971196090764","5"
"Widowed","2012","Baden-Württemberg","Employed","31","0.0121394930340335","0.00763461280152561","0.0166443732665414","5"
"Widowed","2012","Bavaria","Not Employed","168","0.158562543702766","0.140108520451067","0.177016566954464","5"
"Widowed","2012","Bavaria","Employed","56","0.024730840195259","0.0191322644635422","0.0303294159269757","5"
"Widowed","2012","Berlin","Not Employed","37","0.125660724551502","0.0929726517406241","0.15834879736238","5"
"Widowed","2012","Berlin","Employed","8","","","","5"
"Widowed","2012","Brandenburg","Not Employed","64","0.193997407579161","0.158056602832864","0.229938212325458","5"
"Widowed","2012","Brandenburg","Employed","13","","","","5"
"Divorced","2013","North Rhine-Westphalia","Employed","346","0.0905152157620766","0.080794936346593","0.10023549517756","4"
"Divorced","2013","Hesse","Not Employed","75","0.0880922906243739","0.0708996637955467","0.105284917453201","4"
"Divorced","2013","Baden-Württemberg","Employed","203","0.0912891152263397","0.0789469994803276","0.103631230972352","4"
"Divorced","2013","Bavaria","Not Employed","146","0.0872509583554446","0.0754747323276727","0.0990271843832165","4"
"Divorced","2013","Bavaria","Employed","321","0.115832920128995","0.103951652473783","0.127714187784206","4"
"Divorced","2013","Mecklenburg-Western Pomerania","Not Employed","23","","","","4"
"Divorced","2013","Mecklenburg-Western Pomerania","Employed","46","0.174867544902493","0.135464441883731","0.214270647921256","4"
"Divorced","2013","Hesse","Employed","145","0.128606517774601","0.109665814032177","0.147547221517026","4"
"Divorced","2013","Rhineland-Palatinate,Saarland","Not Employed","61","0.0788689393779608","0.061090998688094","0.0966468800678277","4"
"Divorced","2013","Rhineland-Palatinate,Saarland","Employed","92","0.0818450726689236","0.0641410266478236","0.0995491186900236","4"
"Divorced","2013","Baden-Württemberg","Not Employed","102","0.0663812381901238","0.0547075228680796","0.0780549535121681","4"
"Divorced","2013","Saxony","Not Employed","62","0.0922279742862384","0.0710635918079429","0.113392356764534","4"
"Divorced","2013","Saxony","Employed","99","0.115879313213001","0.0969382867991685","0.134820339626833","4"
"Divorced","2013","Saxony-Anhalt","Not Employed","27","","","","4"
"Divorced","2013","Saxony-Anhalt","Employed","63","0.0928546928969279","0.069823123536469","0.115886262257387","4"
"Divorced","2013","Thuringia","Not Employed","35","0.102186086503617","0.0736236490227073","0.130748523984526","4"
"Divorced","2013","Thuringia","Employed","53","0.107949638175303","0.0837754711533582","0.132123805197248","4"
"Divorced","2013","North Rhine-Westphalia","Not Employed","195","0.0796722797835704","0.0702533599614086","0.0890911996057322","4"
"Divorced","2013","Schleswig-Holstein","Employed","85","0.158247114225037","0.129212640935151","0.187281587514924","4"
"Divorced","2013","Berlin","Not Employed","50","0.107910746017519","0.0819096934513679","0.13391179858367","4"
"Divorced","2013","Berlin","Employed","83","0.115788413854175","0.0910182015290771","0.140558626179272","4"
"Divorced","2013","Brandenburg","Not Employed","39","0.0745025581199591","0.0524972409961906","0.0965078752437275","4"
"Divorced","2013","Brandenburg","Employed","66","0.11379401785106","0.088426562774283","0.139161472927838","4"
"Divorced","2013","Schleswig-Holstein","Not Employed","29","","","","4"
"Divorced","2013","Hamburg","Not Employed","30","0.107404658174917","0.0727694525808713","0.142039863768962","4"
"Divorced","2013","Hamburg","Employed","31","0.110380206878725","0.072508224623303","0.148252189134147","4"
"Divorced","2013","Lower Saxony","Not Employed","84","0.0468240153556523","0.0356166730197042","0.0580313576916003","4"
"Divorced","2013","Lower Saxony","Employed","161","0.0898474085068184","0.0758047257164682","0.103890091297169","4"
"Divorced","2013","Bremen","Not Employed","7","","","","4"
"Divorced","2013","Bremen","Employed","16","","","","4"
"Married","2013","North Rhine-Westphalia","Employed","2096","0.556677675498531","0.539847759890329","0.573507591106734","1"
"Married","2013","Hesse","Not Employed","584","0.469734845079634","0.439460777562482","0.500008912596785","1"
"Married","2013","Hesse","Employed","740","0.513721346168871","0.485442357307802","0.542000335029939","1"
"Married","2013","Rhineland-Palatinate,Saarland","Not Employed","496","0.481416765619349","0.448460531405614","0.514372999833085","1"
"Married","2013","Rhineland-Palatinate,Saarland","Employed","564","0.533593860465052","0.501375323361559","0.565812397568545","1"
"Married","2013","Baden-Württemberg","Not Employed","1041","0.534136828528794","0.510745381447096","0.557528275610492","1"
"Married","2013","Baden-Württemberg","Employed","1318","0.529220477932288","0.507831287205265","0.550609668659311","1"
"Married","2013","Bavaria","Not Employed","1305","0.531451635087411","0.510628101675177","0.552275168499645","1"
"Married","2013","Bavaria","Employed","1640","0.507967977348136","0.489407272765424","0.526528681930849","1"
"Married","2013","Berlin","Not Employed","268","0.428613138538744","0.387141395149009","0.470084881928479","1"
"Married","2013","Berlin","Employed","285","0.37559227061627","0.338102607779525","0.413081933453015","1"
"Married","2013","Brandenburg","Not Employed","317","0.520084927009426","0.478217742471623","0.561952111547229","1"
"Married","2013","Mecklenburg-Western Pomerania","Employed","198","0.48799712956829","0.436145929235023","0.539848329901558","1"
"Married","2013","Saxony","Not Employed","397","0.502577653853352","0.466005536725502","0.539149770981201","1"
"Married","2013","Saxony","Employed","620","0.483159995451477","0.453588838093751","0.512731152809202","1"
"Married","2013","Saxony-Anhalt","Not Employed","286","0.544777086010931","0.500226959081658","0.589327212940205","1"
"Married","2013","Saxony-Anhalt","Employed","326","0.489875813602318","0.450205637355456","0.52954598984918","1"
"Married","2013","Schleswig-Holstein","Not Employed","270","0.544247076755919","0.499877202881559","0.588616950630279","1"
"Married","2013","Schleswig-Holstein","Employed","332","0.474117084910049","0.434394172828652","0.513839996991445","1"
"Married","2013","Hamburg","Not Employed","176","0.528647496152835","0.472808847130848","0.584486145174822","1"
"Married","2013","Hamburg","Employed","132","0.395489333754244","0.336395850731795","0.454582816776694","1"
"Married","2013","Bremen","Employed","64","0.463683370941927","0.37445995218498","0.552906789698875","1"
"Married","2013","North Rhine-Westphalia","Not Employed","1866","0.530986450056664","0.513628012141734","0.548344887971595","1"
"Married","2013","Brandenburg","Employed","325","0.496058242384353","0.456118399358343","0.535998085410362","1"
"Married","2013","Mecklenburg-Western Pomerania","Not Employed","140","0.559829484687573","0.499490253125419","0.620168716249727","1"
"Married","2013","Thuringia","Not Employed","242","0.51455230299756","0.467422871256018","0.561681734739102","1"
"Married","2013","Thuringia","Employed","368","0.52016506455187","0.481245967247789","0.559084161855951","1"
"Married","2013","Lower Saxony","Employed","957","0.504430409101627","0.47987805394461","0.528982764258644","1"
"Married","2013","Bremen","Not Employed","59","0.341013396687448","0.257910320969836","0.424116472405061","1"
"Married","2013","Lower Saxony","Not Employed","781","0.561774574657186","0.535453016735896","0.588096132578476","1"
"Married, but separated","2013","North Rhine-Westphalia","Employed","112","0.0277798113945495","0.0222122220006294","0.0333474007884696","2"
"Married, but separated","2013","Hesse","Not Employed","21","","","","2"
"Married, but separated","2013","Hesse","Employed","49","0.0351899478613364","0.024764668785389","0.0456152269372838","2"
"Married, but separated","2013","Rhineland-Palatinate,Saarland","Not Employed","11","","","","2"
"Married, but separated","2013","Baden-Württemberg","Employed","46","0.0146175930751582","0.00947469891303794","0.0197604872372786","2"
"Married, but separated","2013","Bavaria","Not Employed","40","0.0228354163901308","0.0166018919938314","0.0290689407864301","2"
"Married, but separated","2013","Bavaria","Employed","83","0.0306919899000546","0.0242884070800692","0.0370955727200399","2"
"Married, but separated","2013","Berlin","Not Employed","26","","","","2"
"Married, but separated","2013","Mecklenburg-Western Pomerania","Employed","10","","","","2"
"Married, but separated","2013","Saxony","Not Employed","7","","","","2"
"Married, but separated","2013","Saxony","Employed","28","","","","2"
"Married, but separated","2013","North Rhine-Westphalia","Not Employed","66","0.0192063838107075","0.0144323241381716","0.0239804434832434","2"
"Married, but separated","2013","Rhineland-Palatinate,Saarland","Employed","34","0.0223675818807115","0.0128173131764033","0.0319178505850196","2"
"Married, but separated","2013","Baden-Württemberg","Not Employed","30","0.0215288159602608","0.0147229133341705","0.0283347185863512","2"
"Married, but separated","2013","Berlin","Employed","34","0.051019660665773","0.0339856675802389","0.0680536537513071","2"
"Married, but separated","2013","Brandenburg","Not Employed","11","","","","2"
"Married, but separated","2013","Brandenburg","Employed","13","","","","2"
"Married, but separated","2013","Mecklenburg-Western Pomerania","Not Employed","3","","","","2"
"Married, but separated","2013","Saxony-Anhalt","Not Employed","5","","","","2"
"Married, but separated","2013","Saxony-Anhalt","Employed","17","","","","2"
"Married, but separated","2013","Thuringia","Not Employed","5","","","","2"
"Married, but separated","2013","Thuringia","Employed","18","","","","2"
"Married, but separated","2013","Schleswig-Holstein","Employed","17","","","","2"
"Married, but separated","2013","Hamburg","Not Employed","6","","","","2"
"Married, but separated","2013","Hamburg","Employed","3","","","","2"
"Married, but separated","2013","Lower Saxony","Not Employed","34","0.0250466667005265","0.0167567789912822","0.0333365544097708","2"
"Married, but separated","2013","Lower Saxony","Employed","47","0.0181720232358277","0.0116126922462347","0.0247313542254208","2"
"Married, but separated","2013","Bremen","Employed","4","","","","2"
"Married, but separated","2013","Schleswig-Holstein","Not Employed","9","","","","2"
"Married, but separated","2013","Bremen","Not Employed","3","","","","2"
"Single","2013","Mecklenburg-Western Pomerania","Not Employed","62","0.219687439322217","0.169360753767569","0.270014124876864","3"
"Single","2013","Mecklenburg-Western Pomerania","Employed","94","0.295763709112552","0.248421815438255","0.343105602786849","3"
"Single","2013","Saxony","Not Employed","165","0.23329371086908","0.20235858429135","0.26422883744681","3"
"Single","2013","Saxony","Employed","332","0.36000249673447","0.331598027826559","0.388406965642382","3"
"Single","2013","North Rhine-Westphalia","Employed","745","0.307123416555063","0.291495371950578","0.322751461159548","3"
"Single","2013","Hesse","Not Employed","282","0.248593199010785","0.222376378303741","0.27481001971783","3"
"Single","2013","Hesse","Employed","253","0.308466374676635","0.282334652409597","0.334598096943673","3"
"Single","2013","Rhineland-Palatinate,Saarland","Not Employed","223","0.234649994612678","0.206698305435111","0.262601683790245","3"
"Single","2013","Rhineland-Palatinate,Saarland","Employed","217","0.348118174567186","0.317352526966048","0.378883822168324","3"
"Single","2013","Baden-Württemberg","Not Employed","432","0.220858273947148","0.201406164387895","0.240310383506402","3"
"Single","2013","Baden-Württemberg","Employed","495","0.349043354394956","0.328617371198664","0.369469337591247","3"
"Single","2013","Bavaria","Not Employed","544","0.215717680577519","0.198553446829315","0.232881914325722","3"
"Single","2013","Bavaria","Employed","689","0.316754738403914","0.299483261305858","0.33402621550197","3"
"Single","2013","Berlin","Not Employed","161","0.305862328972076","0.267248734557969","0.344475923386183","3"
"Single","2013","Berlin","Employed","229","0.440941503350487","0.402505502736255","0.47937750396472","3"
"Single","2013","Brandenburg","Not Employed","112","0.192180711806623","0.159161520237786","0.225199903375459","3"
"Single","2013","Brandenburg","Employed","182","0.347223004827616","0.309192112861259","0.385253896793972","3"
"Single","2013","Schleswig-Holstein","Not Employed","144","0.215050012892785","0.178447058560815","0.251652967224755","3"
"Single","2013","Schleswig-Holstein","Employed","154","0.309072218058929","0.272310139579577","0.345834296538281","3"
"Single","2013","Hamburg","Not Employed","80","0.227029022182273","0.18016914061423","0.273888903750315","3"
"Single","2013","Hamburg","Employed","95","0.481657660050041","0.421270056531039","0.542045263569042","3"
"Single","2013","North Rhine-Westphalia","Not Employed","823","0.230053552664565","0.215414230844723","0.244692874484408","3"
"Single","2013","Bremen","Not Employed","43","0.367852136287831","0.283316648476856","0.452387624098806","3"
"Single","2013","Bremen","Employed","36","0.437222447091361","0.348470666136582","0.52597422804614","3"
"Single","2013","Saxony-Anhalt","Employed","190","0.360677555048244","0.32257073511097","0.398784374985518","3"
"Single","2013","Thuringia","Not Employed","84","0.162988833836063","0.128159050753787","0.197818616918339","3"
"Single","2013","Thuringia","Employed","184","0.326453003416391","0.289923773044356","0.362982233788426","3"
"Single","2013","Lower Saxony","Employed","395","0.358850459556354","0.335295811252121","0.382405107860587","3"
"Single","2013","Lower Saxony","Not Employed","346","0.204459737308432","0.183064517790299","0.225854956826566","3"
"Single","2013","Saxony-Anhalt","Not Employed","105","0.184898528500492","0.150168907946759","0.219628149054224","3"
"Widowed","2013","Bremen","Employed","","","","","5"
"Widowed","2013","North Rhine-Westphalia","Not Employed","225","0.140081333684493","0.128008893887769","0.152153773481216","5"
"Widowed","2013","Thuringia","Not Employed","66","0.216523458028491","0.177684131224141","0.255362784832842","5"
"Widowed","2013","Thuringia","Employed","10","","","","5"
"Widowed","2013","Schleswig-Holstein","Employed","19","","","","5"
"Widowed","2013","Hamburg","Not Employed","15","","","","5"
"Widowed","2013","Hamburg","Employed","2","","","","5"
"Widowed","2013","Lower Saxony","Not Employed","120","0.161895005978203","0.142353964541427","0.181436047414979","5"
"Widowed","2013","Lower Saxony","Employed","33","0.0286996995993729","0.0205007986426339","0.036898600556112","5"
"Widowed","2013","Bremen","Not Employed","13","","","","5"
"Widowed","2013","Mecklenburg-Western Pomerania","Not Employed","32","0.160642266113425","0.116008361990786","0.205276170236064","5"
"Widowed","2013","Mecklenburg-Western Pomerania","Employed","9","","","","5"
"Widowed","2013","Saxony","Not Employed","87","0.168224271764121","0.14086318653116","0.195585356997082","5"
"Widowed","2013","Saxony","Employed","18","","","","5"
"Widowed","2013","Saxony-Anhalt","Not Employed","57","0.188351518004784","0.153373433305426","0.223329602704141","5"
"Widowed","2013","Saxony-Anhalt","Employed","14","","","","5"
"Widowed","2013","Schleswig-Holstein","Not Employed","32","0.139237017955293","0.108394874160671","0.170079161749915","5"
"Widowed","2013","North Rhine-Westphalia","Employed","48","0.0179038807897795","0.0134115593788381","0.0223962022007209","5"
"Widowed","2013","Hesse","Not Employed","82","0.16527855585387","0.142747741881232","0.187809369826508","5"
"Widowed","2013","Hesse","Employed","13","","","","5"
"Widowed","2013","Rhineland-Palatinate,Saarland","Not Employed","92","0.191129268106009","0.165195184999354","0.217063351212663","5"
"Widowed","2013","Rhineland-Palatinate,Saarland","Employed","14","","","","5"
"Widowed","2013","Baden-Württemberg","Not Employed","142","0.157094843373673","0.140031192424575","0.174158494322771","5"
"Widowed","2013","Baden-Württemberg","Employed","30","0.0158294593712585","0.0104809166050328","0.0211780021374842","5"
"Widowed","2013","Bavaria","Not Employed","171","0.142744309589495","0.128146761068873","0.157341858110116","5"
"Widowed","2013","Bavaria","Employed","54","0.0287523742189008","0.0225482362400694","0.0349565121977321","5"
"Widowed","2013","Berlin","Not Employed","42","0.117230052997231","0.0902714316786075","0.144188674315855","5"
"Widowed","2013","Berlin","Employed","10","","","","5"
"Widowed","2013","Brandenburg","Not Employed","68","0.190086947739612","0.157205587481279","0.222968307997945","5"
"Widowed","2013","Brandenburg","Employed","16","","","","5"
"Divorced","2014","North Rhine-Westphalia","Employed","366","0.0910834567438251","0.0818073899758691","0.100359523511781","4"
"Divorced","2014","Hesse","Not Employed","45","0.0836900892920606","0.0624340423402776","0.104946136243844","4"
"Divorced","2014","Hesse","Employed","136","0.117624305369178","0.100016593981348","0.135232016757008","4"
"Divorced","2014","Rhineland-Palatinate,Saarland","Not Employed","41","0.0785352087471888","0.0571522461919831","0.0999181713023946","4"
"Divorced","2014","Rhineland-Palatinate,Saarland","Employed","99","0.100183200163833","0.0817122358734857","0.118654164454181","4"
"Divorced","2014","Baden-Württemberg","Not Employed","57","0.0697857653962522","0.0544837652880489","0.0850877655044555","4"
"Divorced","2014","Baden-Württemberg","Employed","189","0.0816435722217202","0.0703092143442724","0.0929779300991679","4"
"Divorced","2014","Bavaria","Not Employed","110","0.10968297190026","0.0936756198251398","0.12569032397538","4"
"Divorced","2014","Bavaria","Employed","324","0.110832184162541","0.0996692331328796","0.121995135192203","4"
"Divorced","2014","Mecklenburg-Western Pomerania","Not Employed","23","","","","4"
"Divorced","2014","Mecklenburg-Western Pomerania","Employed","42","0.169066570929961","0.129573397772373","0.208559744087549","4"
"Divorced","2014","Saxony","Not Employed","59","0.109747135645985","0.0849015299678826","0.134592741324087","4"
"Divorced","2014","Thuringia","Employed","53","0.103893646610595","0.0799724800175947","0.127814813203596","4"
"Divorced","2014","Saxony","Employed","86","0.104868699134069","0.0862210098110183","0.12351638845712","4"
"Divorced","2014","Saxony-Anhalt","Not Employed","25","","","","4"
"Divorced","2014","Saxony-Anhalt","Employed","57","0.0988101053966709","0.0747925068025822","0.12282770399076","4"
"Divorced","2014","Thuringia","Not Employed","29","","","","4"
"Divorced","2014","North Rhine-Westphalia","Not Employed","134","0.0872244270083288","0.0750691744887711","0.0993796795278865","4"
"Divorced","2014","Berlin","Not Employed","39","0.123110782881783","0.0896321557552851","0.156589410008281","4"
"Divorced","2014","Berlin","Employed","76","0.122407287553815","0.0970146247648511","0.14779995034278","4"
"Divorced","2014","Brandenburg","Not Employed","33","0.0733775475549763","0.049548747068991","0.0972063480409616","4"
"Divorced","2014","Brandenburg","Employed","56","0.0880723065497878","0.0651657759983489","0.110978837101227","4"
"Divorced","2014","Schleswig-Holstein","Employed","77","0.143958518089435","0.115632327432294","0.172284708746576","4"
"Divorced","2014","Schleswig-Holstein","Not Employed","15","","","","4"
"Divorced","2014","Hamburg","Employed","28","","","","4"
"Divorced","2014","Lower Saxony","Employed","166","0.0857492645459214","0.0722556531241259","0.0992428759677169","4"
"Divorced","2014","Hamburg","Not Employed","20","","","","4"
"Divorced","2014","Bremen","Employed","15","","","","4"
"Divorced","2014","Bremen","Not Employed","8","","","","4"
"Divorced","2014","Lower Saxony","Not Employed","57","0.0538521700613767","0.0399174281943547","0.0677869119283987","4"
"Married","2014","North Rhine-Westphalia","Employed","2313","0.540842986999435","0.524777336233548","0.556908637765321","1"
"Married","2014","Hesse","Not Employed","354","0.499908468593379","0.461529412424183","0.538287524762576","1"
"Married","2014","Hesse","Employed","795","0.514020259523769","0.486703649201769","0.541336869845768","1"
"Married","2014","Rhineland-Palatinate,Saarland","Not Employed","318","0.46905430827245","0.429386983074094","0.508721633470806","1"
"Married","2014","Rhineland-Palatinate,Saarland","Employed","618","0.501035162119535","0.470275317064649","0.53179500717442","1"
"Married","2014","Baden-Württemberg","Not Employed","581","0.505148907336207","0.475121332164136","0.535176482508279","1"
"Married","2014","Baden-Württemberg","Employed","1440","0.560734196761556","0.540190788092505","0.581277605430606","1"
"Married","2014","Bavaria","Not Employed","826","0.504898840549782","0.479287830235644","0.530509850863919","1"
"Married","2014","Bavaria","Employed","1827","0.515161314759683","0.497389799445329","0.532932830074036","1"
"Married","2014","Berlin","Not Employed","176","0.441865511900001","0.391264207593494","0.492466816206507","1"
"Married","2014","Berlin","Employed","292","0.344497698229922","0.307681547719202","0.381313848740641","1"
"Married","2014","Brandenburg","Not Employed","256","0.515288193559031","0.469617661594283","0.560958725523778","1"
"Married","2014","Brandenburg","Employed","332","0.520485369190111","0.480105526530052","0.560865211850169","1"
"Married","2014","North Rhine-Westphalia","Not Employed","1123","0.5110959984638","0.48956193668872","0.532630060238881","1"
"Married","2014","Mecklenburg-Western Pomerania","Employed","180","0.432415613277652","0.38021495916214","0.484616267393163","1"
"Married","2014","Saxony","Not Employed","336","0.506439264083393","0.466699042213056","0.546179485953729","1"
"Married","2014","Saxony","Employed","604","0.493470714349463","0.463041433772355","0.523899994926571","1"
"Married","2014","Saxony-Anhalt","Not Employed","212","0.498815451079529","0.448806094793289","0.548824807365768","1"
"Married","2014","Saxony-Anhalt","Employed","327","0.484998031946465","0.444773113077599","0.525222950815332","1"
"Married","2014","Hamburg","Not Employed","83","0.553961453727699","0.476453634704909","0.63146927275049","1"
"Married","2014","Hamburg","Employed","164","0.405567635776597","0.349537722278251","0.461597549274942","1"
"Married","2014","Lower Saxony","Not Employed","572","0.545757809063564","0.515020804668406","0.576494813458721","1"
"Married","2014","Lower Saxony","Employed","984","0.506040155957143","0.481945615297812","0.530134696616473","1"
"Married","2014","Mecklenburg-Western Pomerania","Not Employed","126","0.572458562280969","0.507959261607721","0.636957862954216","1"
"Married","2014","Thuringia","Not Employed","219","0.494652998066552","0.445533748336856","0.543772247796247","1"
"Married","2014","Thuringia","Employed","366","0.519049538033203","0.479878718327176","0.55822035773923","1"
