"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2003","Brandenburg","1824.54","1751.59","502","406","1100","2400","3000","1701.79","1947.29","1700","1920"
"2003","Bremen","2677.95","2000","97","325","750","3300","4756","680.7","4675.2","1834","2804"
"2003","Hamburg","2526.55","2301.85","178","655","1259","3050","4500","2225.1","2828","2310","2751"
"2003","Hesse","2523.72","2319.67","931","390","1231","3300","4500","2375.92","2671.52","2260","2500"
"2003","Lower Saxony","2251.84","2100","1109","373","1100","2906","3912","2133.87","2369.81","2100","2300"
"2003","Mecklenburg-Western Pomerania","1818.23","1600","285","520","989","2221","3159","1630.08","2006.38","1600","1950"
"2003","North Rhine-Westphalia","2451.91","2216.91","2670","400","1228","3078","4200","2350.66","2553.16","2200","2399"
"2003","Rhineland-Palatinate,Saarland","2206.23","2000","735","400","960","2900","3981","2078.34","2334.12","2000","2300"
"2003","Saxony","1789.77","1576.58","866","550","1030","2300","3000","1693.51","1886.03","1600","1750"
"2003","Saxony-Anhalt","1803.86","1685.79","464","355","1050","2300","3100","1673.92","1933.8","1700","1900"
"2003","Schleswig-Holstein","2229.59","1970.59","399","350","1150","2665","4000","2019.33","2439.85","1910","2200"
"2003","Thuringia","1751.73","1600","514","616","1100","2200","3100","1641.41","1862.05","1500","1700"
"2004","Baden-Württemberg","2530.35","2300","1576","400","1200","3300","4400","2413.88","2646.82","2300","2500"
"2004","Bavaria","2375.51","2100","1854","400","1200","3000","4433","2273.57","2477.45","2100","2300"
"2004","Berlin","2284.25","2100","469","400","1020","3000","4000","2089.39","2479.11","2005","2400"
"2004","Brandenburg","1804.72","1681.87","464","320","1064","2470","3140","1676.78","1932.66","1700","1900"
"2004","Bremen","2661.17","2362.46","96","400","1300","3500","5019","2164.13","3158.21","1800","2840"
"2004","Hamburg","2506.02","2297.93","167","605","1300","3200","4422","2191.66","2820.38","2320","2900"
"2004","Hesse","2624.28","2200","892","445","1200","3486","4850","2415.87","2832.69","2200","2500"
"2004","Lower Saxony","2204.07","2100","1085","400","1133","3000","3924","2091.32","2316.82","2000","2270"
"2004","Mecklenburg-Western Pomerania","1806.44","1619.8","276","500","1074","2300","3200","1656.46","1956.42","1700","1950"
"2004","North Rhine-Westphalia","2499.28","2200","2587","400","1200","3095","4500","2397.57","2600.99","2200","2400"
"2004","Rhineland-Palatinate,Saarland","2235.31","2044.43","721","426","1000","2920","4000","2103.65","2366.97","2100","2400"
"2004","Saxony","1790.61","1600","869","500","1050","2300","3100","1701.25","1879.97","1600","1800"
"2004","Saxony-Anhalt","1745.9","1650","474","325","900","2395","3000","1625.33","1866.47","1650","1887"
"2004","Schleswig-Holstein","2409.46","2000","379","550","1240","2900","4057","2082.71","2736.21","1928","2372"
"2004","Thuringia","1754.68","1700","495","420","1100","2300","3000","1647.54","1861.82","1600","1760"
"2005","Baden-Württemberg","2441.33","2300","1473","400","1200","3200","4300","2329.07","2553.59","2300","2500"
"2005","Bavaria","2482.78","2200","1782","500","1277","3100","4800","2380.45","2585.11","2168","2300"
"2005","Berlin","2158","2007.97","424","400","1100","2874","3700","1946.88","2369.12","2034","2300"
"2005","Brandenburg","1892.97","1800","456","393","1000","2500","3300","1715.01","2070.93","1680","1900"
"2005","Bremen","2406.8","2199.87","78","598","1281","3200","3800","1811.65","3001.95","1586","2950"
"2005","Hamburg","2531.49","2300","161","665","1400","3069","3900","2148.89","2914.09","2250","2870"
"2005","Hesse","2508.74","2200","854","400","1100","3300","4670","2358.86","2658.62","2298","2513"
"2005","Lower Saxony","2202.1","2033.52","1007","400","1200","3000","4000","2067.65","2336.55","2000","2254"
"2005","Mecklenburg-Western Pomerania","1731.63","1462.03","263","746","904","2200","3300","1571.85","1891.41","1603","2000"
"2005","North Rhine-Westphalia","2475.15","2200","2465","400","1150","3100","4499","2380.06","2570.24","2250","2400"
"2005","Rhineland-Palatinate,Saarland","2154.98","2000","698","400","900","2850","4000","2021.06","2288.9","2000","2300"
"2005","Saxony","1799.06","1617.94","825","420","1000","2400","3200","1703.51","1894.61","1510","1782"
"2005","Saxony-Anhalt","1830.04","1600","459","272","1100","2400","3200","1691.85","1968.23","1600","1850"
"2005","Schleswig-Holstein","2299.54","2089.09","367","400","1200","2801","3956","2053.31","2545.77","2000","2350"
"2005","Thuringia","1736.63","1599.87","437","350","1097","2400","2950","1620.04","1853.22","1512","1800"
"2006","Baden-Württemberg","2539.66","2400","1590","400","1250","3380","4500","2431.49","2647.83","2380","2500"
"2006","Bavaria","2490.37","2100","1890","401","1200","3104","4600","2392.47","2588.27","2100","2300"
"2006","Berlin","2153.26","2012.01","453","400","1050","2800","3703","1960.77","2345.75","2000","2325"
"2006","Brandenburg","1878.44","1800","494","322","1014","2567","3500","1720.97","2035.91","1700","1950"
"2006","Bremen","2894.01","2128.92","76","400","1200","3300","4000","-119.59","5907.61","1600","2900"
"2006","Hamburg","2524.47","2300","159","721","1700","3000","3920","2200.91","2848.03","2200","2600"
"2006","Hesse","2584.01","2177.86","909","400","1100","3300","5000","2422.78","2745.24","2200","2500"
"2006","Lower Saxony","2181.17","2019.42","1101","400","1000","2900","3793","2059.7","2302.64","2000","2200"
"2006","Mecklenburg-Western Pomerania","1809.45","1748.01","281","400","1073","2300","3354","1658.32","1960.58","1700","2000"
"2006","North Rhine-Westphalia","2507.61","2200","2512","400","1200","3200","4419","2387.41","2627.81","2200","2330"
"2006","Rhineland-Palatinate,Saarland","2189.09","1979.73","742","400","900","2918","4000","2061.7","2316.48","1995","2256"
"2006","Saxony","1763.74","1560","849","400","1077","2400","3000","1668.5","1858.98","1600","1750"
"2006","Saxony-Anhalt","1803.69","1606.88","468","375","1021","2378","3200","1686.24","1921.14","1600","1860"
"2006","Schleswig-Holstein","2473.35","2100","374","400","1225","3000","4700","2224.45","2722.25","2000","2350"
"2006","Thuringia","1654.84","1600","489","400","1000","2170","2766","1545.89","1763.79","1568","1786"
"2007","Baden-Württemberg","2520.75","2350","1469","500","1200","3370","4500","2396.98","2644.52","2300","2500"
"2007","Bavaria","2441.04","2074.07","1808","400","1293","3000","4501","2344.23","2537.85","2085","2200"
"2007","Berlin","2121.88","1974.63","450","380","1100","2900","3900","1967.11","2276.65","2000","2300"
"2007","Brandenburg","1936.25","1800","442","460","1100","2500","3292","1756.13","2116.37","1700","1910"
"2007","Bremen","2329.36","2195.2","81","330","1300","3370","3800","1888.21","2770.51","1850","2900"
"2007","Hamburg","2542.41","2232.7","165","1160","1700","3000","4000","2176.81","2908.01","2200","2600"
"2007","Hesse","2558.39","2200","856","366","870","3482","5000","2363.19","2753.59","2200","2500"
"2007","Lower Saxony","2235.46","2100","1060","400","1100","3000","4000","2116.62","2354.3","2001","2290"
"2007","Mecklenburg-Western Pomerania","1799.05","1650","283","450","1052","2378","3200","1639.27","1958.83","1620","2053"
"2007","North Rhine-Westphalia","2650.86","2300.7","2403","400","1240","3200","4600","2535.23","2766.49","2200","2400"
"2007","Rhineland-Palatinate,Saarland","2289.59","2042.6","680","400","1050","2952","4120","2137.84","2441.34","2090","2374"
"2007","Saxony","1726.55","1600","843","385","1000","2400","3000","1634","1819.1","1570","1731"
"2007","Saxony-Anhalt","1888.72","1651.81","462","360","1000","2500","3500","1737.92","2039.52","1600","1844"
"2007","Schleswig-Holstein","2473.7","2244.01","330","500","1228","3000","4800","2253.25","2694.15","2000","2325"
"2007","Thuringia","1693.64","1550","478","450","1035","2200","2761","1567.89","1819.39","1500","1700"
"2008","Baden-Württemberg","2631.89","2500","1434","465","1250","3440","4600","2507.31","2756.47","2400","2500"
"2008","Bavaria","2550.44","2200","1701","400","1200","3200","4611","2440.21","2660.67","2100","2300"
"2008","Berlin","2217.88","2015.12","428","450","1100","3000","3800","2041.17","2394.59","2000","2400"
"2008","Brandenburg","1965.14","1928.01","402","588","1210","2500","3500","1824.34","2105.94","1800","2093"
"2008","Bremen","2172.52","1998.2","77","310","1003","3350","3863","1587.54","2757.5","1769","2500"
"2008","Hamburg","2683.99","2326.24","154","985","1850","3000","5000","2256.06","3111.92","2200","2813"
"2008","Hesse","2542.47","2200","814","350","980","3300","4800","2360.55","2724.39","2247","2522"
"2008","Lower Saxony","2245.88","2000","997","400","1200","3000","3900","2115.62","2376.14","2000","2249"
"2008","Mecklenburg-Western Pomerania","1937.04","1800","257","710","1132","2500","3300","1771.06","2103.02","1750","2050"
"2008","North Rhine-Westphalia","2491.72","2200","2265","400","1100","3250","4600","2389.7","2593.74","2168","2300"
"2008","Rhineland-Palatinate,Saarland","2380.75","2052.77","621","400","1050","3000","4000","2224.05","2537.45","2000","2350"
"2008","Saxony","1779.45","1680.37","819","357","1058","2467","2925","1683.52","1875.38","1600","1745"
"2008","Saxony-Anhalt","1807.27","1600","460","294","940","2300","3450","1655.74","1958.8","1600","1800"
"2008","Schleswig-Holstein","2320.75","2096.67","302","490","1200","2840","4500","2067.54","2573.96","1900","2400"
"2008","Thuringia","1670.84","1600","457","494","1000","2300","2700","1553.2","1788.48","1500","1800"
"2009","Baden-Württemberg","2665.64","2500","1276","400","1227","3417","4800","2521.45","2809.83","2350","2550"
"2009","Bavaria","2570.11","2200","1589","493","1300","3200","4728","2463.04","2677.18","2200","2300"
"2009","Berlin","2202.73","2000","408","400","900","3000","3954","1972.07","2433.39","2000","2300"
"2009","Brandenburg","2166.73","1945.44","405","400","1200","2700","3700","1959.72","2373.74","1800","2100"
"2009","Bremen","2410.59","2400","59","400","1170","3500","3823","1704.26","3116.92","1850","2800"
"2009","Hamburg","2711.54","2404.57","157","525","1900","3400","5100","2372.78","3050.3","2350","2814"
"2009","Hesse","2698.16","2200","763","400","1000","3500","5000","2491.2","2905.12","2300","2583"
"2009","Lower Saxony","2294.74","2126.74","940","400","1100","3100","4098","2170.13","2419.35","2051","2300"
"2009","Mecklenburg-Western Pomerania","1850.93","1750","254","400","1100","2400","3200","1690.27","2011.59","1700","2000"
"2009","North Rhine-Westphalia","2527.1","2289.88","2095","400","1170","3261","4600","2420.64","2633.56","2200","2400"
"2009","Rhineland-Palatinate,Saarland","2368.43","2200","585","400","1048","3100","4200","2232.82","2504.04","2146","2500"
"2009","Saxony","1842.41","1700","778","472","1000","2500","3200","1746.17","1938.65","1700","1800"
"2009","Saxony-Anhalt","1951.7","1712.5","419","250","895","2750","3800","1805.84","2097.56","1700","1940"
"2009","Schleswig-Holstein","2260.1","2100","273","400","1157","3000","4120","2026.75","2493.45","1829","2300"
"2009","Thuringia","1819.64","1696.43","427","500","1060","2400","3029","1681.22","1958.06","1600","1860"
"2010","Baden-Württemberg","2547.89","2400","1804","400","1200","3400","4750","2444.47","2651.31","2300","2500"
"2010","Bavaria","2659.11","2260","2226","400","1200","3200","4922","2557.65","2760.57","2100","2260"
"2010","Berlin","2138.66","1850","522","326","1042","3000","3800","1940.73","2336.59","1900","2200"
"2010","Brandenburg","2263.33","1966.53","501","400","1100","2800","4000","2077.73","2448.93","1600","1900"
"2010","Bremen","2918.17","2375.86","91","400","1615","3911","5200","1949.91","3886.43","1800","2800"
"2010","Hamburg","2883.62","2500","230","567","1572","3500","5159","2533.35","3233.89","2200","2610"
"2010","Hesse","2737.74","2269.73","1022","400","1189","3500","5000","2567.94","2907.54","2234","2500"
"2010","Lower Saxony","2303.8","2200","1298","400","1150","3000","4090","2190.65","2416.95","2000","2200"
"2010","Mecklenburg-Western Pomerania","1794.06","1600","338","400","903","2300","3600","1646.35","1941.77","1540","1800"
"2010","North Rhine-Westphalia","2471.3","2256.28","2847","400","1010","3200","4600","2377.77","2564.83","2200","2300"
"2010","Rhineland-Palatinate,Saarland","2469.98","2200","805","380","1052","3169","4600","2347.09","2592.87","2100","2400"
"2010","Saxony","1889.99","1800","969","455","1049","2500","3215","1795.65","1984.33","1600","1800"
"2010","Saxony-Anhalt","1889.98","1679.67","506","256","900","2600","3940","1725.05","2054.91","1600","1800"
"2010","Schleswig-Holstein","2447.23","2200","406","400","1103","3200","4500","2248.36","2646.1","1900","2330"
"2010","Thuringia","1996.86","1716.17","548","580","1100","2500","3200","1833.02","2160.7","1667","1900"
"2011","Baden-Württemberg","2802.19","2500","2229","500","1480","3580","5001","2694.24","2910.14","2400","2500"
"2011","Bavaria","2547.49","2300","2802","450","1200","3364","4931","2464.14","2630.84","2100","2300"
"2011","Berlin","2243.08","2100","580","367","1150","3000","4000","2087.87","2398.29","2100","2400"
"2011","Brandenburg","2074.29","1900","630","401","1200","2800","3600","1954.72","2193.86","1700","1950"
"2011","Bremen","2186.37","1897.9","103","312","418","3100","4100","1807.45","2565.29","1600","2125"
"2011","Hamburg","2779.21","2382.11","254","680","1500","3300","5000","2476.67","3081.75","2200","2600"
"2011","Hesse","2865.96","2400","1239","400","1263","3700","5400","2679.74","3052.18","2250","2500"
"2011","Lower Saxony","2389.83","2200","1573","400","1216","3197","4176","2295.92","2483.74","2000","2200"
"2011","Mecklenburg-Western Pomerania","1883.52","1800","359","400","890","2500","3300","1713.78","2053.26","1700","1900"
"2011","North Rhine-Westphalia","2528.85","2223.03","3366","400","1200","3300","4800","2445.83","2611.87","2150","2300"
"2011","Rhineland-Palatinate,Saarland","2421.27","2200","971","400","1200","3100","4400","2304.24","2538.3","2052","2300"
"2011","Saxony","1898.17","1758.35","1083","495","1100","2500","3300","1813.85","1982.49","1700","1800"
"2011","Saxony-Anhalt","1967.77","1783.94","615","500","1000","2600","3800","1816.67","2118.87","1650","1900"
"2011","Schleswig-Holstein","2411.55","2255","573","400","1200","3112","4900","2238.69","2584.41","2000","2300"
"2011","Thuringia","1883.23","1781.21","653","400","1100","2500","3400","1781.13","1985.33","1629","1860"
"2012","Baden-Württemberg","2732.92","2500","2137","400","1300","3560","5000","2619.17","2846.67","2377","2500"
"2012","Bavaria","2585.11","2300","2796","400","1300","3326","4800","2502.5","2667.72","2100","2300"
"2012","Berlin","2455.29","2100","599","423","1300","3266","4500","2292.73","2617.85","2000","2300"
"2012","Brandenburg","2258.2","2000","596","400","1200","2900","3800","2097.9","2418.5","1700","1900"
"2012","Bremen","2345.24","2146.79","113","400","1100","3400","4137","1973.62","2716.86","1500","2200"
"2012","Hamburg","2857.9","2700","257","448","1610","3600","5000","2598.35","3117.45","2500","3000"
"2012","Hesse","2864.91","2441.13","1191","400","1300","3800","5700","2677.03","3052.79","2300","2500"
"2012","Lower Saxony","2427.62","2251.32","1543","400","1200","3230","4500","2328.98","2526.26","2000","2200"
"2012","Mecklenburg-Western Pomerania","1898.31","1800","365","400","900","2600","3350","1742.41","2054.21","1521","1800"
"2012","North Rhine-Westphalia","2535.29","2212.85","3339","400","1100","3400","4800","2444.51","2626.07","2166","2300"
"2012","Rhineland-Palatinate,Saarland","2439.26","2200","943","420","1200","3200","4200","2320.88","2557.64","2100","2300"
"2012","Saxony","1907.49","1725","1094","401","1144","2500","3448","1824.07","1990.91","1700","1800"
"2012","Saxony-Anhalt","2052.56","1800","584","280","1000","2800","4000","1902.12","2203","1730","1980"
"2012","Schleswig-Holstein","2243.05","2119.6","591","380","830","3000","4300","2053.25","2432.85","1800","2150"
"2012","Thuringia","2005.54","1862.02","619","440","1100","2600","3400","1893.67","2117.41","1700","1950"
"2013","Baden-Württemberg","2723.28","2500","2517","430","1200","3600","5200","2635.16","2811.4","2240","2450"
"2013","Bavaria","2725.29","2400","3208","450","1360","3500","5200","2648.91","2801.67","2100","2282"
"2013","Berlin","2346.1","2100","693","410","1100","3100","4095","2199.54","2492.66","2000","2200"
"2013","Brandenburg","2217.52","1830.74","612","600","1200","2846","3999","2073.95","2361.09","1620","1900"
"2013","Bremen","2404.4","1887.79","135","400","1200","3800","4400","2080.84","2727.96","1500","2000"
"2013","Hamburg","2842.36","2600","352","440","1714","3400","5000","2607.64","3077.08","2000","2425"
"2013","Hesse","2912.58","2500","1431","440","1200","3750","5800","2751.48","3073.68","2200","2400"
"2013","Lower Saxony","2399.33","2150","1770","400","1020","3200","4500","2297.1","2501.56","1800","2000"
"2013","Mecklenburg-Western Pomerania","1874.11","1700","351","400","900","2551","3500","1708.89","2039.33","1600","1900"
"2013","North Rhine-Westphalia","2588.26","2250","3951","400","1100","3500","5000","2506.24","2670.28","2000","2200"
"2013","Rhineland-Palatinate,Saarland","2474.01","2200","1126","450","1200","3200","4200","2361.54","2586.48","1950","2200"
"2013","Saxony","1975.92","1800","1098","550","1190","2500","3500","1889.79","2062.05","1742","1900"
"2013","Saxony-Anhalt","2087.88","1834.13","612","300","1040","2800","4250","1942.39","2233.37","1700","1900"
"2013","Schleswig-Holstein","2386.4","2200","641","400","950","3200","4686","2241.89","2530.91","1800","2200"
"2013","Thuringia","2040.87","1800","625","460","1183","2650","3970","1923.47","2158.27","1700","1900"
"2014","Baden-Württemberg","2788.36","2500","2115","450","1200","3600","5456","2678.76","2897.96","2300","2500"
"2014","Bavaria","2723.22","2457","2917","450","1280","3500","5300","2637.93","2808.51","2174","2300"
"2014","Berlin","2372.31","2100","584","431","1200","3269","4300","2220.97","2523.65","2087","2318"
"2014","Brandenburg","2306.9","2100","548","664","1298","2960","4000","2150","2463.8","1800","2000"
"2014","Bremen","2587.59","1876.36","116","450","1108","3700","4950","2144.64","3030.54","1500","2100"
"2014","Hamburg","2925.48","2644.32","279","450","1800","3500","5200","2651.52","3199.44","2200","2800"
"2014","Hesse","2900.47","2337.98","1233","448","1121","3868","5646","2728.29","3072.65","2222","2446"
"2014","Lower Saxony","2513.52","2287.38","1580","450","1200","3496","4600","2419.26","2607.78","1900","2180"
"2014","Mecklenburg-Western Pomerania","1958.39","1700","319","500","1050","2630","3600","1797.86","2118.92","1600","2000"
"2014","North Rhine-Westphalia","2599.78","2300","3498","430","1067","3500","4800","2511.72","2687.84","2100","2200"
"2014","Rhineland-Palatinate,Saarland","2474.31","2200","992","450","1200","3200","4400","2353.17","2595.45","2000","2200"
"2014","Saxony","2115.03","1900","991","525","1200","2800","3777","2021.94","2208.12","1800","1980"
"2014","Saxony-Anhalt","2193.5","1941.43","531","380","1100","2900","4300","2023.15","2363.85","1800","2000"
"2014","Schleswig-Holstein","2370.91","2300","563","385","1010","3300","4500","2218.02","2523.8","1900","2300"
"2014","Thuringia","2007.29","1781.34","591","450","1100","2600","3600","1889.67","2124.91","1750","2000"
"2015","Baden-Württemberg","3002.33","2600","2136","600","1395","3897","5800","2892.35","3112.31","2400","2600"
"2015","Bavaria","2863.5","2500","2941","450","1300","3650","5500","2776.22","2950.78","2200","2400"
"2015","Berlin","2348.68","2100","595","400","1200","3300","4365","2200.9","2496.46","2000","2300"
"2015","Brandenburg","2325.19","2000","546","553","1300","2900","4100","2161.58","2488.8","1800","2000"
"2015","Bremen","2453.38","2000","102","400","1130","3800","4448","2131.84","2774.92","1510","2100"
"2015","Hamburg","3161.35","2800.09","288","580","2060","4000","6000","2886.1","3436.6","2400","2900"
"2015","Hesse","2968.81","2500","1238","450","1200","3900","5900","2800.06","3137.56","2200","2500"
"2015","Lower Saxony","2549.61","2277.1","1593","450","1120","3500","4700","2449.07","2650.15","1900","2100"
"2015","Mecklenburg-Western Pomerania","1985.76","1700","306","450","1200","2484","3794","1819.54","2151.98","1600","1900"
"2015","North Rhine-Westphalia","2671.33","2300","3365","433","1100","3500","5000","2573.84","2768.82","2100","2300"
"2015","Rhineland-Palatinate,Saarland","2436.6","2300","970","450","1200","3200","4275","2315.06","2558.14","1942","2200"
"2015","Saxony","2130.25","1958.35","932","500","1220","2620","3800","2036.13","2224.37","1800","2000"
"2015","Saxony-Anhalt","2149.19","1884.14","490","430","1000","3000","4000","1997.61","2300.77","1800","2100"
"2015","Schleswig-Holstein","2447.72","2306.53","550","450","1102","3370","4500","2303.23","2592.21","1900","2300"
"2015","Thuringia","2142.95","1850","581","450","1164","2800","3700","2014.34","2271.56","1800","2000"
"2016","Baden-Württemberg","2933.02","2700","2011","550","1350","3800","5420","2819.84","3046.2","2300","2500"
"2016","Bavaria","2858.94","2500","2705","450","1289","3600","5480","2763.26","2954.62","2200","2350"
"2016","Berlin","2569.19","2250.37","567","600","1500","3400","4500","2388.46","2749.92","2100","2400"
"2016","Brandenburg","2442.05","2162.18","537","640","1400","3050","4300","2268.53","2615.57","1900","2200"
"2016","Bremen","2491.06","1814.62","107","400","800","4250","5085","2084.79","2897.33","1260","1998"
"2016","Hamburg","3061.56","2876.71","274","650","2000","3600","5370","2780.3","3342.82","2300","2800"
"2016","Hesse","3090.9","2594.05","1089","450","1400","3800","5800","2921.62","3260.18","2200","2500"
"2016","Lower Saxony","2532.11","2300","1536","450","1150","3400","4500","2432.9","2631.32","1860","2020"
"2016","Mecklenburg-Western Pomerania","2032.92","1800","308","450","1100","2700","4000","1853.74","2212.1","1670","2000"
"2016","North Rhine-Westphalia","2705.47","2300","3267","416","1100","3550","5068","2611.08","2799.86","2100","2300"
"2016","Rhineland-Palatinate,Saarland","2535.68","2323.75","954","421","1290","3500","4500","2383.79","2687.57","1900","2200"
"2016","Saxony","2194.74","1995.35","902","500","1350","2800","3900","2079.94","2309.54","1800","2021"
"2016","Saxony-Anhalt","2301.69","1900","477","372","1150","3000","4400","2133.5","2469.88","1700","2000"
"2016","Schleswig-Holstein","2533.79","2400","510","450","1100","3300","4619","2378.74","2688.84","1900","2300"
"2016","Thuringia","2201.83","1900","557","510","1269","2701","3800","2066.62","2337.04","1800","2000"
"2017","Baden-Württemberg","3058.89","2700","2230","450","1350","4000","5747","2949.18","3168.6","2400","2600"
"2017","Bavaria","2812.62","2500","3039","450","1256","3690","5300","2724.85","2900.39","2300","2400"
"2017","Berlin","2504.43","2200","653","450","1350","3400","4700","2344.14","2664.72","2100","2400"
"2017","Brandenburg","2521.34","2100","607","800","1500","3076","4500","2362.04","2680.64","2000","2200"
"2017","Bremen","2648.29","2325.84","144","300","1100","4000","5500","2301.93","2994.65","1600","2300"
"2017","Hamburg","3306.21","3000","322","740","2000","4104","6000","3042.07","3570.35","2300","2800"
"2017","Hesse","2935.42","2599.03","1283","450","1200","3777","5600","2792.48","3078.36","2200","2422"
"2017","Lower Saxony","2592.07","2300","1849","450","1100","3550","4760","2502.45","2681.69","1980","2140"
"2017","Mecklenburg-Western Pomerania","2130.69","1800","335","700","1300","2750","3800","1945.5","2315.88","1740","2100"
"2017","North Rhine-Westphalia","2795.46","2500","3687","450","1190","3615","5400","2706.99","2883.93","2200","2323"
"2017","Rhineland-Palatinate,Saarland","2562.5","2300","1028","450","1200","3333","4700","2444.66","2680.34","2000","2200"
"2017","Saxony","2261.51","2001","1036","600","1400","2962","3900","2159.93","2363.09","2000","2159"
"2017","Saxony-Anhalt","2177.6","2000","553","268","1200","3000","4000","2024.73","2330.47","1900","2100"
"2017","Schleswig-Holstein","2670.07","2600","651","450","1300","3600","4800","2526.58","2813.56","2000","2400"
"2017","Thuringia","2194.57","2000","643","400","1150","3000","4000","2074.13","2315.01","1833","2100"
"2018","Baden-Württemberg","3076.71","2800","2045","589","1540","4100","5801","2974.72","3178.7","2500","2700"
"2018","Bavaria","2944.69","2600","2867","450","1323","3808","5500","2849.09","3040.29","2300","2420"
"2018","Berlin","2813.57","2400","670","450","1450","3760","5200","2639.41","2987.73","2200","2596"
"2018","Brandenburg","2566.24","2300","624","760","1460","3000","4500","2404.76","2727.72","2000","2200"
"2018","Bremen","2819.48","2228.15","152","450","1428","4200","5800","2396.44","3242.52","1700","2200"
"2018","Hamburg","3495.79","3083.99","338","805","2030","4500","6000","3227.8","3763.78","2300","2700"
"2018","Hesse","3135.26","2700","1271","450","1500","3900","5900","2952.9","3317.62","2200","2459"
"2018","Lower Saxony","2673.38","2300","1772","450","1200","3560","4823","2575.53","2771.23","2000","2200"
"2018","Mecklenburg-Western Pomerania","2299.98","2000","347","480","1380","3000","4400","2122.36","2477.6","1785","2152"
"2018","North Rhine-Westphalia","2818.82","2400","3643","450","1200","3800","5417","2730.22","2907.42","2198","2300"
"2018","Rhineland-Palatinate,Saarland","2683.35","2400","1056","450","1400","3457","5000","2551.09","2815.61","1955","2200"
"2018","Saxony","2308.04","2078.18","1035","450","1400","3000","3914","2207.57","2408.51","2000","2200"
"2018","Saxony-Anhalt","2308.7","2200","549","400","1300","3200","4065","2151.93","2465.47","1950","2200"
"2018","Schleswig-Holstein","2727.63","2600","655","450","1300","3600","4900","2583.02","2872.24","2100","2400"
"2018","Thuringia","2327.92","2200","611","480","1214","3200","4000","2190.62","2465.22","1850","2200"
"2019","Baden-Württemberg","3296.72","3000","2134","621","1700","4306","6000","3086.07","3507.37","2750","3000"
"2019","Bavaria","3100.87","2700","2971","503","1414","3950","5664","2957.6","3244.14","2500","2700"
"2019","Berlin","2842.56","2500","743","450","1500","4000","5000","2608.61","3076.51","2500","2900"
"2019","Brandenburg","2737.46","2500","697","789","1600","3500","5000","2525.9","2949.02","2200","2600"
"2019","Bremen","2867.59","2274.36","137","450","1200","4100","6500","2486.72","3248.46","1850","2500"
"2019","Hamburg","3587.28","3000","375","1100","2200","4500","6000","3123.65","4050.91","2500","3000"
"2019","Hesse","3174.89","2700","1327","450","1500","4100","5980","2957.36","3392.42","2500","2800"
"2019","Lower Saxony","2786.23","2500","1814","450","1208","3600","5000","2648.27","2924.19","2200","2400"
"2019","Mecklenburg-Western Pomerania","2369.08","2200","370","660","1358","3100","4400","2108.93","2629.23","2100","2500"
"2019","North Rhine-Westphalia","2998.17","2500","3847","450","1300","3800","5500","2699.62","3296.72","2350","2500"
"2019","Rhineland-Palatinate,Saarland","2811.78","2600","1041","450","1300","3600","5000","2620.81","3002.75","2270","2509"
"2019","Saxony","2452.85","2348.09","1109","500","1500","3107","4000","2323.28","2582.42","2300","2500"
"2019","Saxony-Anhalt","2447.8","2252.77","558","430","1368","3270","4600","2217.84","2677.76","2159","2500"
"2019","Schleswig-Holstein","4671.02","2700","700","600","1500","3800","5000","-2896.83","12238.87","2340","2700"
"2019","Thuringia","2492.81","2400","610","737","1500","3200","4100","2297.77","2687.85","2200","2500"
