"erwst","year","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1991","4941","0.421819365566693","0.413540122487472","0.430098608645914","5"
"Other","1991","758","0.0518296486264493","0.0481132017969912","0.0555460954559074","6"
"Part-time","1991","982","0.0733045565969689","0.0689350781113111","0.0776740350826267","2"
"Full-time","1992","6525","0.437633229882456","0.429230767887999","0.446035691876912","1"
"Non-working","1992","5246","0.444821597953572","0.436404724450646","0.453238471456498","5"
"Other","1992","677","0.0449515043476509","0.0414421565333343","0.0484608521619674","6"
"Part-time","1992","943","0.0725936678163213","0.0681990006972837","0.0769883349353589","2"
"Full-time","1993","6278","0.430892429684519","0.422437598262279","0.439347261106759","1"
"Non-working","1993","5260","0.447763448178092","0.439273398471315","0.456253497884868","5"
"Other","1993","720","0.0495708552795976","0.0458649320518965","0.0532767785072987","6"
"Part-time","1993","920","0.0717732668577914","0.0673663817054209","0.0761801520101619","2"
"Full-time","1994","6000","0.41944767206832","0.410946605469688","0.427948738666952","1"
"Non-working","1994","5362","0.463732338624704","0.455141445139121","0.472323232110287","5"
"Other","1994","696","0.047226176535544","0.0435719106766552","0.0508804423944328","6"
"Part-time","1994","886","0.0695938127714315","0.065210167039619","0.073977458503244","2"
"Full-time","1995","6157","0.41293667238809","0.404590586835132","0.421282757941049","1"
"Non-working","1995","5484","0.465227905769291","0.456772861686967","0.473682949851615","5"
"Other","1995","750","0.0496098185125131","0.0459290931056962","0.05329054391933","6"
"Part-time","1995","978","0.0722256033301053","0.0678376155421984","0.0766135911180123","2"
"Full-time","1996","5916","0.405200961619318","0.396801811516287","0.413600111722349","1"
"Non-working","1996","5443","0.467442097302518","0.458905941998185","0.47597825260685","5"
"Other","1996","710","0.0469904512581787","0.0433699524067401","0.0506109501096173","6"
"Part-time","1996","1055","0.0803664898199854","0.0757153448709188","0.0850176347690519","2"
"Full-time","1997","5745","0.399650765731429","0.391202974143991","0.408098557318868","1"
"Non-working","1997","5485","0.477928117333822","0.469313275099376","0.486542959568269","5"
"Other","1997","691","0.0438833223443273","0.0403506278409074","0.0474160168477473","6"
"Part-time","1997","994","0.0785377945904208","0.0738982110386218","0.0831773781422197","2"
"Full-time","1998","6243","0.396335033157216","0.388325638786875","0.404344427527557","1"
"Non-working","1998","6169","0.477028750341746","0.468850099932604","0.485207400750888","5"
"Other","1998","801","0.0461607948239856","0.0427248618430419","0.0495967278049292","6"
"Part-time","1998","1114","0.0804754216770527","0.0760210775902145","0.0849297657638909","2"
"Full-time","1999","6061","0.403286310388561","0.395092188816085","0.411480431961038","1"
"Non-working","1999","5679","0.458054492967058","0.449732084139455","0.466376901794661","5"
"Other","1999","907","0.0602316701216221","0.0562576000741358","0.0642057401691084","6"
"Part-time","1999","1121","0.0784275265227588","0.0739368510751011","0.0829182019704166","2"
"Full-time","2000","10087","0.401178973408243","0.395012077805457","0.407345869011029","1"
"Non-working","2000","10421","0.450691464204095","0.444431139855643","0.456951788552546","5"
"Other","2000","1518","0.0588687630782916","0.0559072302993612","0.0618302958572219","6"
"Part-time","2000","2240","0.0892607993093708","0.0856734274649268","0.0928481711538149","2"
"Full-time","2001","9082","0.396295888414211","0.389841759159487","0.402750017668934","1"
"Non-working","2001","9431","0.450579773108347","0.444014482169436","0.457145064047257","5"
"Other","2001","1483","0.0628709060208777","0.059668028152303","0.0660737838894524","6"
"Part-time","2001","2067","0.0902534324565647","0.0864724219409847","0.0940344429721448","2"
"Full-time","2002","9571","0.381883206748412","0.375625611123006","0.388140802373818","1"
"Non-working","2002","9737","0.462984595712878","0.456562399268663","0.469406792157092","5"
"Other","2002","1555","0.0650796252898631","0.0619026284905953","0.0682566220891308","6"
"Part-time","2002","2294","0.0900525722488477","0.0863656569943368","0.0937394875033586","2"
"Full-time","2003","8871","0.372087292246656","0.365742799148026","0.378431785345285","1"
"Non-working","2003","9636","0.471931812558781","0.465379275234071","0.478484349883492","5"
"Other","2003","1508","0.0643110445482084","0.0610912111009455","0.0675308779954713","6"
"Part-time","2003","2282","0.0916698506463547","0.0878822864654872","0.0954574148272222","2"
"Full-time","2004","8535","0.366573409957181","0.360166968293195","0.372979851621166","1"
"Non-working","2004","9466","0.475666900340832","0.469027278359246","0.482306522322418","5"
"Other","2004","1541","0.0680224693462983","0.0646749956832888","0.0713699430093079","6"
"Part-time","2004","2191","0.089737220355689","0.0859374447527009","0.0935369959586771","2"
"Full-time","2005","8001","0.366097634040568","0.359552766975649","0.372642501105488","1"
"Non-working","2005","9207","0.469680114798035","0.462899622528434","0.476460607067636","5"
"Other","2005","1508","0.0720163223877905","0.0685041419388294","0.0755285028367515","6"
"Part-time","2005","2096","0.092205928773606","0.0882752796559853","0.0961365778912268","2"
"Full-time","2006","8330","0.363221237826513","0.356920405071052","0.369522070581975","1"
"Non-working","2006","10037","0.46901351845363","0.462475404849433","0.475551632057827","5"
"Other","2006","1701","0.0762557657521098","0.0727785610075037","0.0797329704967159","6"
"Part-time","2006","2312","0.0915094779677467","0.0877319186794519","0.0952870372560414","2"
"Full-time","2007","7886","0.368869642918381","0.362338231995813","0.375401053840949","1"
"Non-working","2007","9223","0.455948750945567","0.449206748021924","0.462690753869211","5"
"Other","2007","1561","0.0755332739519018","0.0719562173492735","0.0791103305545301","6"
"Part-time","2007","2294","0.0996483321841505","0.0955936938751849","0.103702970493116","2"
"Full-time","2008","7528","0.379943231269957","0.373163001166192","0.386723461373722","1"
"Non-working","2008","8504","0.440472114926704","0.43353722730095","0.447407002552457","5"
"Other","2008","1523","0.0812307774128518","0.0774145620571122","0.0850469927685914","6"
"Part-time","2008","2131","0.0983538763904873","0.0941939738952394","0.102513778885735","2"
"Full-time","2009","6988","0.380392354851057","0.373370138600366","0.387414571101748","1"
"Non-working","2009","7948","0.438339895089669","0.431162907194115","0.445516882985222","5"
"Other","2009","1431","0.083244007488832","0.0792482116133694","0.0872398033642946","6"
"Part-time","2009","1994","0.0980237425704424","0.0937228051986041","0.102324679942281","2"
"Full-time","2010","9023","0.377242927411519","0.37116498970078","0.383320865122258","1"
"Non-working","2010","10273","0.436540304036591","0.430321169396214","0.442759438676967","5"
"Other","2010","2080","0.085037594914481","0.0815398070492508","0.0885353827797112","6"
"Part-time","2010","3054","0.10117917363741","0.0973976354975433","0.104960711777276","2"
"Full-time","2011","10828","0.388493325425408","0.382884761963668","0.394101888887147","1"
"Non-working","2011","11933","0.433267584661732","0.427565595565392","0.438969573758072","5"
"Other","2011","2310","0.0767047649807752","0.0736425144008936","0.0797670155606568","6"
"Part-time","2011","3941","0.101534324932085","0.0980588317213441","0.105009818142826","2"
"Full-time","2012","10500","0.387768424096298","0.382089175656847","0.39344767253575","1"
"Non-working","2012","11420","0.428058039897691","0.422290719310099","0.433825360485283","5"
"Other","2012","2402","0.0786394413003437","0.0755019552577715","0.081776927342916","6"
"Part-time","2012","3953","0.105534094705667","0.10195292357952","0.109115265831814","2"
"Full-time","2013","11681","0.379083593442253","0.373710109627456","0.384457077257051","1"
"Non-working","2013","12126","0.426712568786626","0.421234521071158","0.432190616502093","5"
"Other","2013","3046","0.0847883227373951","0.0817029994193305","0.0878736460554597","6"
"Part-time","2013","4462","0.109415515033726","0.105958120826911","0.112872909240541","2"
"Full-time","2014","10244","0.376361956055452","0.370664891650256","0.382059020460648","1"
"Non-working","2014","10836","0.420884256712836","0.415078671597613","0.42668984182806","5"
"Other","2014","2791","0.0899882940360043","0.0866231902041217","0.0933533978678869","6"
"Part-time","2014","3909","0.112765493195707","0.109045952674729","0.116485033716686","2"
"Full-time","2015","10129","0.377569167190161","0.371840800383895","0.383297533996427","1"
"Non-working","2015","10759","0.415694763075039","0.409871127697384","0.421518398452693","5"
"Other","2015","2664","0.0885569578377754","0.0851998667811164","0.0919140488944344","6"
"Part-time","2015","3960","0.118179111897025","0.114364524570302","0.121993699223748","2"
"Full-time","2016","9301","0.380010488230972","0.374464111834551","0.385556864627394","1"
"Non-working","2016","13678","0.414144085538742","0.408515613446028","0.419772557631455","5"
"Other","2016","2590","0.0845500338000859","0.0813710114935911","0.0877290561065807","6"
"Part-time","2016","3852","0.1212953924302","0.117564927343442","0.125025857516958","2"
"Full-time","2017","10757","0.382964023923221","0.377711302435923","0.388216745410519","1"
"Non-working","2017","14901","0.407584022504696","0.402274296645332","0.41289374836406","5"
"Other","2017","2856","0.087436308255941","0.0843840052735362","0.0904886112383458","6"
"Part-time","2017","4386","0.122015645316142","0.118478920325779","0.125552370306506","2"
"Full-time","2018","10381","0.387418588121633","0.381966405206491","0.392870771036775","1"
"Non-working","2018","13088","0.399321686691086","0.393840422842191","0.404802950539982","5"
"Other","2018","2778","0.0841699448942069","0.0810626372703527","0.0872772525180611","6"
"Part-time","2018","4422","0.129089780293074","0.125337192102599","0.132842368483549","2"
"Full-time","2019","11304","0.390820680173052","0.385318873540537","0.396322486805568","1"
"Non-working","2019","11811","0.392927883315382","0.387420813961415","0.398434952669348","5"
"Other","2019","2624","0.0780657606135386","0.0750407684875612","0.081090752739516","6"
"Part-time","2019","4475","0.138185675898027","0.134294486712828","0.142076865083226","2"
