"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Other","2010","secondary school degree","Couple + C. LE and GT 16","99","0.243298921144344","0.205307781709712","0.281290060578976"
"Other","2010","college entrance qualification","1-pers.-HH","59","0.0849712453577682","0.0649753363052541","0.104967154410282"
"Other","2010","college entrance qualification","(Married) couple without C. ","84","0.0547058837452899","0.0440024274287952","0.0654093400617846"
"Other","2010","college entrance qualification","Single parent ","46","0.121126776418692","0.0934275472920418","0.148826005545343"
"Other","2010","college entrance qualification","Couple + C. LE 16 ","154","0.0519812905840739","0.0434550107102331","0.0605075704579147"
"Other","2010","college entrance qualification","Couple + C. GT 16 ","83","0.165716289318805","0.139521368332759","0.19191121030485"
"Other","2010","college entrance qualification","Couple + C. LE and GT 16","41","0.233478074581982","0.189777999500713","0.277178149663252"
"Other","2010","Other degree","1-pers.-HH","4","","",""
"Other","2010","Other degree","(Married) couple without C. ","13","","",""
"Other","2010","Other degree","Single parent ","15","","",""
"Other","2010","Other degree","Couple + C. LE 16 ","70","0.136468984828664","0.11278431829918","0.160153651358147"
"Other","2010","Other degree","Couple + C. GT 16 ","12","","",""
"Other","2010","Other degree","Couple + C. LE and GT 16","20","","",""
"Other","2010","no degree/no degree yet","1-pers.-HH","1","","",""
"Other","2010","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Other","2010","no degree/no degree yet","Single parent ","44","0.129343717603308","0.0854954064717271","0.173192028734889"
"Other","2010","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Other","2010","no degree/no degree yet","Couple + C. GT 16 ","41","0.122221599446982","0.0793281959180018","0.165115002975963"
"Other","2010","no degree/no degree yet","Couple + C. LE and GT 16","63","0.20777830928002","0.164779294335508","0.250777324224533"
"Full-time","2011","lower secondary degree","1-pers.-HH","245","0.214772919618987","0.193153010163608","0.236392829074367"
"Full-time","2011","lower secondary degree","(Married) couple without C. ","533","0.19722938172256","0.183373408174293","0.211085355270827"
"Full-time","2011","lower secondary degree","Single parent ","148","0.261941621694854","0.229158018792608","0.2947252245971"
"Full-time","2011","lower secondary degree","Couple + C. LE 16 ","774","0.585301358623249","0.560294142834579","0.610308574411919"
"Full-time","2011","lower secondary degree","Couple + C. GT 16 ","350","0.42843670453066","0.394771245096192","0.462102163965128"
"Full-time","2011","lower secondary degree","Couple + C. LE and GT 16","219","0.527879511423016","0.483450050003203","0.57230897284283"
"Full-time","2011","secondary school degree","1-pers.-HH","408","0.480179207468702","0.447930587881302","0.512427827056103"
"Full-time","2011","secondary school degree","(Married) couple without C. ","973","0.470809859530813","0.450406238336781","0.491213480724845"
"Full-time","2011","secondary school degree","Single parent ","342","0.356404481668268","0.327945999898481","0.384862963438056"
"Full-time","2011","secondary school degree","Couple + C. LE 16 ","1217","0.513906403495199","0.49498019156798","0.532832615422418"
"Full-time","2011","secondary school degree","Couple + C. GT 16 ","531","0.530638244819035","0.500026481735224","0.561250007902847"
"Full-time","2011","secondary school degree","Couple + C. LE and GT 16","214","0.376419155334588","0.337845213629137","0.414993097040038"
"Full-time","2011","college entrance qualification","1-pers.-HH","462","0.504184573749512","0.472768893708818","0.535600253790206"
"Full-time","2011","college entrance qualification","(Married) couple without C. ","973","0.531312722155415","0.509898237420323","0.552727206890506"
"Full-time","2011","college entrance qualification","Single parent ","285","0.43482224480883","0.397616987652324","0.472027501965336"
"Full-time","2011","college entrance qualification","Couple + C. LE 16 ","1387","0.545438448649722","0.526908932189901","0.563967965109544"
"Full-time","2011","college entrance qualification","Couple + C. GT 16 ","407","0.392721732378302","0.360887072591753","0.424556392164852"
"Full-time","2011","college entrance qualification","Couple + C. LE and GT 16","219","0.448151457220365","0.403429207457347","0.492873706983383"
"Full-time","2011","Other degree","1-pers.-HH","33","0.290564742196911","0.220214444212226","0.360915040181595"
"Full-time","2011","Other degree","(Married) couple without C. ","97","0.22760283513219","0.186868554067491","0.268337116196888"
"Full-time","2011","Other degree","Single parent ","32","0.186401132553057","0.122349034488598","0.250453230617516"
"Full-time","2011","Other degree","Couple + C. LE 16 ","288","0.421943643547644","0.386142102779701","0.457745184315586"
"Full-time","2011","Other degree","Couple + C. GT 16 ","70","0.396691516278316","0.326574494638695","0.466808537917937"
"Full-time","2011","Other degree","Couple + C. LE and GT 16","83","0.484643350454299","0.416063256065056","0.553223444843542"
"Full-time","2011","no degree/no degree yet","1-pers.-HH","6","","",""
"Full-time","2011","no degree/no degree yet","(Married) couple without C. ","16","","",""
"Full-time","2011","no degree/no degree yet","Single parent ","10","","",""
"Full-time","2011","no degree/no degree yet","Couple + C. LE 16 ","39","0.297776925839969","0.22120476968319","0.374349081996749"
"Full-time","2011","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Full-time","2011","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"Part-time","2011","lower secondary degree","1-pers.-HH","40","0.0249709519895264","0.0167562312732915","0.0331856727057612"
"Part-time","2011","lower secondary degree","(Married) couple without C. ","177","0.0587701178717095","0.050580160547243","0.066960075196176"
"Part-time","2011","lower secondary degree","Single parent ","141","0.160513817666221","0.13314399046576","0.187883644866682"
"Part-time","2011","lower secondary degree","Couple + C. LE 16 ","168","0.122035586345302","0.105420944955245","0.138650227735359"
"Part-time","2011","lower secondary degree","Couple + C. GT 16 ","99","0.133969645379727","0.110796829767003","0.157142460992451"
"Part-time","2011","lower secondary degree","Couple + C. LE and GT 16","61","0.11403745794766","0.0857490396094499","0.14232587628587"
"Part-time","2011","secondary school degree","1-pers.-HH","64","0.0577966845828492","0.0427338603699064","0.072859508795792"
"Part-time","2011","secondary school degree","(Married) couple without C. ","221","0.0933205517255061","0.0814302153721572","0.105210888078855"
"Part-time","2011","secondary school degree","Single parent ","320","0.222967057911952","0.198234233716337","0.247699882107567"
"Part-time","2011","secondary school degree","Couple + C. LE 16 ","628","0.228525137381665","0.21262541236039","0.24442486240294"
"Part-time","2011","secondary school degree","Couple + C. GT 16 ","152","0.127544039428305","0.107082558617827","0.148005520238783"
"Part-time","2011","secondary school degree","Couple + C. LE and GT 16","150","0.245802122429972","0.211521614658832","0.280082630201111"
"Part-time","2011","college entrance qualification","1-pers.-HH","72","0.0798754421192675","0.0628412469276249","0.0969096373109101"
"Part-time","2011","college entrance qualification","(Married) couple without C. ","156","0.0749461300253325","0.0636468946058388","0.0862453654448263"
"Part-time","2011","college entrance qualification","Single parent ","227","0.208758449218695","0.178256156998049","0.239260741439341"
"Part-time","2011","college entrance qualification","Couple + C. LE 16 ","686","0.242204843098021","0.22626213161019","0.258147554585853"
"Part-time","2011","college entrance qualification","Couple + C. GT 16 ","119","0.1239810113811","0.102497848400106","0.145464174362093"
"Part-time","2011","college entrance qualification","Couple + C. LE and GT 16","84","0.118122265772594","0.0890973238487253","0.147147207696463"
"Part-time","2011","Other degree","1-pers.-HH","10","","",""
"Part-time","2011","Other degree","(Married) couple without C. ","39","0.0854150602392382","0.0582612902442721","0.112568830234204"
"Part-time","2011","Other degree","Single parent ","32","0.205225090401219","0.138798613242193","0.271651567560245"
"Part-time","2011","Other degree","Couple + C. LE 16 ","94","0.132987101101586","0.10837169860465","0.157602503598522"
"Part-time","2011","Other degree","Couple + C. GT 16 ","22","","",""
"Part-time","2011","Other degree","Couple + C. LE and GT 16","28","","",""
"Part-time","2011","no degree/no degree yet","1-pers.-HH","2","","",""
"Part-time","2011","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Part-time","2011","no degree/no degree yet","Single parent ","7","","",""
"Part-time","2011","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Part-time","2011","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"Part-time","2011","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Non-working","2011","lower secondary degree","1-pers.-HH","1063","0.732082923668893","0.708767312077996","0.755398535259791"
"Non-working","2011","lower secondary degree","(Married) couple without C. ","2343","0.701277361145734","0.685339336918591","0.717215385372878"
"Non-working","2011","lower secondary degree","Single parent ","310","0.43642610993282","0.399448412710623","0.473403807155017"
"Non-working","2011","lower secondary degree","Couple + C. LE 16 ","417","0.212276058756064","0.191519908798138","0.23303220871399"
"Non-working","2011","lower secondary degree","Couple + C. GT 16 ","315","0.357693794222553","0.325084919927891","0.390302668517216"
"Non-working","2011","lower secondary degree","Couple + C. LE and GT 16","122","0.19575907719901","0.160446349933627","0.231071804464393"
"Non-working","2011","secondary school degree","1-pers.-HH","410","0.418974734436899","0.387127329011189","0.450822139862609"
"Non-working","2011","secondary school degree","(Married) couple without C. ","1019","0.397915150890055","0.377907196324726","0.417923105455383"
"Non-working","2011","secondary school degree","Single parent ","303","0.294936000921874","0.267839587683947","0.3220324141598"
"Non-working","2011","secondary school degree","Couple + C. LE 16 ","620","0.184786751488144","0.170089613756978","0.19948388921931"
"Non-working","2011","secondary school degree","Couple + C. GT 16 ","192","0.170990043956542","0.147895972508781","0.194084115404303"
"Non-working","2011","secondary school degree","Couple + C. LE and GT 16","125","0.164615779363135","0.13509072920771","0.19414082951856"
"Non-working","2011","college entrance qualification","1-pers.-HH","373","0.361146855188855","0.330965821639865","0.391327888737844"
"Non-working","2011","college entrance qualification","(Married) couple without C. ","862","0.344672356109056","0.324277370200198","0.365067342017913"
"Non-working","2011","college entrance qualification","Single parent ","125","0.261289939042995","0.228317258535057","0.294262619550933"
"Non-working","2011","college entrance qualification","Couple + C. LE 16 ","546","0.163799870106073","0.150027561220565","0.17757217899158"
"Non-working","2011","college entrance qualification","Couple + C. GT 16 ","277","0.297777759181039","0.267968766892396","0.327586751469681"
"Non-working","2011","college entrance qualification","Couple + C. LE and GT 16","128","0.306249186874702","0.264797662059382","0.347700711690022"
"Non-working","2011","Other degree","1-pers.-HH","109","0.570480996800073","0.493780198805359","0.647181794794787"
"Non-working","2011","Other degree","(Married) couple without C. ","247","0.610781724464757","0.563413128147688","0.658150320781825"
"Non-working","2011","Other degree","Single parent ","69","0.559778744166245","0.478130354292924","0.641427134039565"
"Non-working","2011","Other degree","Couple + C. LE 16 ","283","0.340675789026552","0.306319238784909","0.375032339268195"
"Non-working","2011","Other degree","Couple + C. GT 16 ","75","0.367745997706421","0.298635016523474","0.436856978889368"
"Non-working","2011","Other degree","Couple + C. LE and GT 16","71","0.218516103895861","0.161809355131607","0.275222852660114"
"Non-working","2011","no degree/no degree yet","1-pers.-HH","53","0.716354216669102","0.60504531613718","0.827663117201023"
"Non-working","2011","no degree/no degree yet","(Married) couple without C. ","65","0.691864959348052","0.598525479528162","0.785204439167942"
"Non-working","2011","no degree/no degree yet","Single parent ","239","0.814436429046979","0.7698470297601","0.859025828333858"
"Non-working","2011","no degree/no degree yet","Couple + C. LE 16 ","72","0.535489498435083","0.45197515810849","0.619003838761676"
"Non-working","2011","no degree/no degree yet","Couple + C. GT 16 ","227","0.76281702282422","0.713259816118756","0.812374229529683"
"Non-working","2011","no degree/no degree yet","Couple + C. LE and GT 16","319","0.736899381004348","0.695086670432948","0.778712091575748"
"Other","2011","lower secondary degree","1-pers.-HH","38","0.0281732047225927","0.0194619836356288","0.0368844258095566"
"Other","2011","lower secondary degree","(Married) couple without C. ","115","0.0427231392599962","0.0356809796580787","0.0497652988619137"
"Other","2011","lower secondary degree","Single parent ","92","0.141118450706105","0.115160667327617","0.167076234084593"
"Other","2011","lower secondary degree","Couple + C. LE 16 ","132","0.0803869962753847","0.0665861816701674","0.0941878108806021"
"Other","2011","lower secondary degree","Couple + C. GT 16 ","66","0.0798998558670599","0.0614539668143285","0.0983457449197913"
"Other","2011","lower secondary degree","Couple + C. LE and GT 16","83","0.162323953430314","0.129506371668368","0.195141535192259"
"Other","2011","secondary school degree","1-pers.-HH","40","0.0430493735115494","0.0299481814355632","0.0561505655875357"
"Other","2011","secondary school degree","(Married) couple without C. ","86","0.037954437853626","0.0301434186166899","0.045765457090562"
"Other","2011","secondary school degree","Single parent ","123","0.125692459497906","0.105994539577536","0.145390379418276"
"Other","2011","secondary school degree","Couple + C. LE 16 ","214","0.0727817076349921","0.0629446809354204","0.0826187343345638"
"Other","2011","secondary school degree","Couple + C. GT 16 ","146","0.170827671796118","0.147742307569532","0.193913036022704"
"Other","2011","secondary school degree","Couple + C. LE and GT 16","117","0.213162942872305","0.180556003548724","0.245769882195887"
"Other","2011","college entrance qualification","1-pers.-HH","66","0.0547931289423656","0.0404937176934367","0.0690925401912946"
"Other","2011","college entrance qualification","(Married) couple without C. ","95","0.049068791710197","0.0397990385173827","0.0583385449030113"
"Other","2011","college entrance qualification","Single parent ","45","0.09512936692948","0.07310991759604","0.11714881626292"
"Other","2011","college entrance qualification","Couple + C. LE 16 ","155","0.0485568381461837","0.0405582840418757","0.0565553922504917"
"Other","2011","college entrance qualification","Couple + C. GT 16 ","101","0.185519497059559","0.1601799410408","0.210859053078318"
"Other","2011","college entrance qualification","Couple + C. LE and GT 16","44","0.127477090132339","0.0974850660269723","0.157469114237705"
"Other","2011","Other degree","1-pers.-HH","8","","",""
"Other","2011","Other degree","(Married) couple without C. ","24","","",""
"Other","2011","Other degree","Single parent ","9","","",""
"Other","2011","Other degree","Couple + C. LE 16 ","66","0.104393466324219","0.0822276010973712","0.126559331551066"
"Other","2011","Other degree","Couple + C. GT 16 ","20","","",""
"Other","2011","Other degree","Couple + C. LE and GT 16","22","","",""
"Other","2011","no degree/no degree yet","1-pers.-HH","2","","",""
"Other","2011","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Other","2011","no degree/no degree yet","Single parent ","36","0.139409707313673","0.0996812780738965","0.179138136553449"
"Other","2011","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"Other","2011","no degree/no degree yet","Couple + C. GT 16 ","40","0.160576499276358","0.117801852894571","0.203351145658146"
"Other","2011","no degree/no degree yet","Couple + C. LE and GT 16","91","0.218287404599456","0.179060757814593","0.257514051384319"
"Full-time","2012","lower secondary degree","1-pers.-HH","238","0.206346409965063","0.184909592092821","0.227783227837305"
"Full-time","2012","lower secondary degree","(Married) couple without C. ","505","0.19358495405694","0.179747623198736","0.207422284915144"
"Full-time","2012","lower secondary degree","Single parent ","162","0.298740609986627","0.264338893596498","0.333142326376755"
"Full-time","2012","lower secondary degree","Couple + C. LE 16 ","734","0.57894749409689","0.552982711799041","0.604912276394738"
"Full-time","2012","lower secondary degree","Couple + C. GT 16 ","335","0.444144725646858","0.409430790734027","0.47885866055969"
"Full-time","2012","lower secondary degree","Couple + C. LE and GT 16","214","0.503647801507638","0.45755455269374","0.549741050321535"
"Full-time","2012","secondary school degree","1-pers.-HH","433","0.47184039970343","0.440759655113252","0.502921144293607"
"Full-time","2012","secondary school degree","(Married) couple without C. ","919","0.447313771176239","0.427037524916773","0.467590017435706"
"Full-time","2012","secondary school degree","Single parent ","317","0.333529754983053","0.304806371879138","0.362253138086968"
"Full-time","2012","secondary school degree","Couple + C. LE 16 ","1132","0.503409512530406","0.483635544998087","0.523183480062725"
"Full-time","2012","secondary school degree","Couple + C. GT 16 ","501","0.517419697892387","0.486495111553665","0.548344284231108"
"Full-time","2012","secondary school degree","Couple + C. LE and GT 16","215","0.398064562891888","0.358962329845406","0.43716679593837"
"Full-time","2012","college entrance qualification","1-pers.-HH","530","0.518637218500247","0.488529811681959","0.548744625318535"
"Full-time","2012","college entrance qualification","(Married) couple without C. ","973","0.524965283745865","0.503792703045107","0.546137864446623"
"Full-time","2012","college entrance qualification","Single parent ","278","0.449865655460714","0.411998112620759","0.487733198300669"
"Full-time","2012","college entrance qualification","Couple + C. LE 16 ","1323","0.54233945061583","0.523133971118997","0.561544930112662"
"Full-time","2012","college entrance qualification","Couple + C. GT 16 ","386","0.400008999488515","0.366820118383265","0.433197880593764"
"Full-time","2012","college entrance qualification","Couple + C. LE and GT 16","225","0.488735923800607","0.444476085665978","0.532995761935236"
"Full-time","2012","Other degree","1-pers.-HH","39","0.283035931128125","0.216294033816327","0.349777828439924"
"Full-time","2012","Other degree","(Married) couple without C. ","111","0.268475462429257","0.226636952904282","0.310313971954232"
"Full-time","2012","Other degree","Single parent ","36","0.400672412944808","0.317702134620427","0.483642691269189"
"Full-time","2012","Other degree","Couple + C. LE 16 ","287","0.443371362233304","0.406384450914315","0.480358273552294"
"Full-time","2012","Other degree","Couple + C. GT 16 ","67","0.381680965491415","0.307330665334226","0.456031265648604"
"Full-time","2012","Other degree","Couple + C. LE and GT 16","95","0.523931835634853","0.455398010585852","0.592465660683855"
"Full-time","2012","no degree/no degree yet","1-pers.-HH","8","","",""
"Full-time","2012","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Full-time","2012","no degree/no degree yet","Single parent ","8","","",""
"Full-time","2012","no degree/no degree yet","Couple + C. LE 16 ","50","0.402823957292306","0.321287934204249","0.484359980380363"
"Full-time","2012","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Full-time","2012","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"Part-time","2012","lower secondary degree","1-pers.-HH","53","0.0339786770822742","0.0243815121960443","0.043575841968504"
"Part-time","2012","lower secondary degree","(Married) couple without C. ","175","0.0617950615046443","0.0533624332340402","0.0702276897752483"
"Part-time","2012","lower secondary degree","Single parent ","132","0.140425574928831","0.114312471872529","0.166538677985133"
"Part-time","2012","lower secondary degree","Couple + C. LE 16 ","184","0.157312152473875","0.138164679272078","0.176459625675673"
"Part-time","2012","lower secondary degree","Couple + C. GT 16 ","90","0.104774482234168","0.0833773922543615","0.126171572213974"
"Part-time","2012","lower secondary degree","Couple + C. LE and GT 16","70","0.135646425148695","0.104079755431002","0.167213094866388"
"Part-time","2012","secondary school degree","1-pers.-HH","78","0.0647823680703823","0.0494575256873272","0.0801072104534375"
"Part-time","2012","secondary school degree","(Married) couple without C. ","238","0.105886056801724","0.0933385360513826","0.118433577552066"
"Part-time","2012","secondary school degree","Single parent ","315","0.234106893560155","0.208309899864983","0.259903887255327"
"Part-time","2012","secondary school degree","Couple + C. LE 16 ","612","0.224212425439166","0.207718077259488","0.240706773618843"
"Part-time","2012","secondary school degree","Couple + C. GT 16 ","163","0.146351579052257","0.124477194061212","0.168225964043302"
"Part-time","2012","secondary school degree","Couple + C. LE and GT 16","135","0.201597928021913","0.169549723376284","0.233646132667542"
"Part-time","2012","college entrance qualification","1-pers.-HH","79","0.0779274639931276","0.0617752123480778","0.0940797156381774"
"Part-time","2012","college entrance qualification","(Married) couple without C. ","181","0.0834793690202286","0.0717518395883508","0.0952068984521065"
"Part-time","2012","college entrance qualification","Single parent ","214","0.202445200723631","0.171859013965277","0.233031387481984"
"Part-time","2012","college entrance qualification","Couple + C. LE 16 ","656","0.239261696035574","0.222815250627971","0.255708141443177"
"Part-time","2012","college entrance qualification","Couple + C. GT 16 ","112","0.136117408638764","0.112886320128774","0.159348497148754"
"Part-time","2012","college entrance qualification","Couple + C. LE and GT 16","92","0.118681716707623","0.0900459806509034","0.147317452764343"
"Part-time","2012","Other degree","1-pers.-HH","13","","",""
"Part-time","2012","Other degree","(Married) couple without C. ","39","0.102386036205922","0.0737657072613957","0.131006365150449"
"Part-time","2012","Other degree","Single parent ","28","","",""
"Part-time","2012","Other degree","Couple + C. LE 16 ","103","0.138395136685902","0.112685498843577","0.164104774528227"
"Part-time","2012","Other degree","Couple + C. GT 16 ","27","","",""
"Part-time","2012","Other degree","Couple + C. LE and GT 16","28","","",""
"Part-time","2012","no degree/no degree yet","1-pers.-HH","1","","",""
"Part-time","2012","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Part-time","2012","no degree/no degree yet","Single parent ","7","","",""
"Part-time","2012","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Part-time","2012","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Part-time","2012","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"Non-working","2012","lower secondary degree","1-pers.-HH","1032","0.725908608683554","0.702280169307723","0.749537048059386"
"Non-working","2012","lower secondary degree","(Married) couple without C. ","2332","0.702196422876606","0.686181255727103","0.718211590026109"
"Non-working","2012","lower secondary degree","Single parent ","297","0.431880176872762","0.394649987821289","0.469110365924236"
"Non-working","2012","lower secondary degree","Couple + C. LE 16 ","353","0.194636163136224","0.173815009064304","0.215457317208145"
"Non-working","2012","lower secondary degree","Couple + C. GT 16 ","287","0.348591092310308","0.315298645546437","0.381883539074179"
"Non-working","2012","lower secondary degree","Couple + C. LE and GT 16","98","0.206642812603803","0.169315785157171","0.243969840050435"
"Non-working","2012","secondary school degree","1-pers.-HH","435","0.422484510871358","0.39173073267356","0.453238289069155"
"Non-working","2012","secondary school degree","(Married) couple without C. ","1048","0.402711403654399","0.382711349273812","0.422711458034987"
"Non-working","2012","secondary school degree","Single parent ","269","0.28759285048416","0.260016861720902","0.315168839247419"
"Non-working","2012","secondary school degree","Couple + C. LE 16 ","517","0.188079544600562","0.172624814193709","0.203534275007415"
"Non-working","2012","secondary school degree","Couple + C. GT 16 ","201","0.181507115045415","0.157653626354254","0.205360603736576"
"Non-working","2012","secondary school degree","Couple + C. LE and GT 16","122","0.18578136786298","0.154712785180517","0.216849950545443"
"Non-working","2012","college entrance qualification","1-pers.-HH","360","0.327379370951524","0.299103499178172","0.355655242724877"
"Non-working","2012","college entrance qualification","(Married) couple without C. ","879","0.344692815962852","0.324542381681143","0.36484325024456"
"Non-working","2012","college entrance qualification","Single parent ","124","0.240830600687879","0.208283185172372","0.273378016203386"
"Non-working","2012","college entrance qualification","Couple + C. LE 16 ","471","0.167113208980787","0.152731311322714","0.181495106638859"
"Non-working","2012","college entrance qualification","Couple + C. GT 16 ","232","0.30564057011211","0.274431341712937","0.336849798511284"
"Non-working","2012","college entrance qualification","Couple + C. LE and GT 16","113","0.263214607236589","0.224222603983821","0.302206610489356"
"Non-working","2012","Other degree","1-pers.-HH","115","0.607060317330842","0.534698755160254","0.679421879501429"
"Non-working","2012","Other degree","(Married) couple without C. ","256","0.570123273318406","0.52338573787165","0.616860808765161"
"Non-working","2012","Other degree","Single parent ","52","0.309751031598989","0.231461272688947","0.38804079050903"
"Non-working","2012","Other degree","Couple + C. LE 16 ","241","0.305031490263283","0.270751840570897","0.339311139955669"
"Non-working","2012","Other degree","Couple + C. GT 16 ","58","0.397834585626015","0.32292535460712","0.472743816644911"
"Non-working","2012","Other degree","Couple + C. LE and GT 16","54","0.211351327494253","0.155326918270307","0.2673757367182"
"Non-working","2012","no degree/no degree yet","1-pers.-HH","57","0.756819289835684","0.654095425812171","0.859543153859196"
"Non-working","2012","no degree/no degree yet","(Married) couple without C. ","64","0.69825848801487","0.604463459387788","0.792053516641952"
"Non-working","2012","no degree/no degree yet","Single parent ","250","0.768842923436369","0.723219951060309","0.814465895812429"
"Non-working","2012","no degree/no degree yet","Couple + C. LE 16 ","70","0.471475501883286","0.388489886688962","0.55446111707761"
"Non-working","2012","no degree/no degree yet","Couple + C. GT 16 ","199","0.751212754382698","0.698664662638266","0.80376084612713"
"Non-working","2012","no degree/no degree yet","Couple + C. LE and GT 16","303","0.730002304345371","0.687644444418059","0.772360164272684"
"Other","2012","lower secondary degree","1-pers.-HH","46","0.0337663042691086","0.0241981268188704","0.0433344817193468"
"Other","2012","lower secondary degree","(Married) couple without C. ","120","0.0424235615618096","0.0353648164012843","0.0494823067223348"
"Other","2012","lower secondary degree","Single parent ","89","0.12895363821178","0.103763469860129","0.15414380656343"
"Other","2012","lower secondary degree","Couple + C. LE 16 ","118","0.069104190293011","0.0557659143721924","0.0824424662138296"
"Other","2012","lower secondary degree","Couple + C. GT 16 ","75","0.102489699808666","0.0813002072671683","0.123679192350164"
"Other","2012","lower secondary degree","Couple + C. LE and GT 16","70","0.154062960739864","0.120781911173049","0.18734401030668"
"Other","2012","secondary school degree","1-pers.-HH","45","0.0408927213548304","0.0285625854407114","0.0532228572689495"
"Other","2012","secondary school degree","(Married) couple without C. ","105","0.0440887683676369","0.0357170450481731","0.0524604916871006"
"Other","2012","secondary school degree","Single parent ","134","0.144770500972632","0.123333733805412","0.166207268139851"
"Other","2012","secondary school degree","Couple + C. LE 16 ","195","0.0842985174298661","0.0733104621209005","0.0952865727388318"
"Other","2012","secondary school degree","Couple + C. GT 16 ","138","0.154721608009941","0.132340942668324","0.177102273351559"
"Other","2012","secondary school degree","Couple + C. LE and GT 16","130","0.214556141223219","0.181763386967145","0.247348895479293"
"Other","2012","college entrance qualification","1-pers.-HH","89","0.0760559465551008","0.0600826453047972","0.0920292478054043"
"Other","2012","college entrance qualification","(Married) couple without C. ","104","0.046862531271055","0.0379019440250776","0.0558231185170324"
"Other","2012","college entrance qualification","Single parent ","47","0.106858543127777","0.083342942519357","0.130374143736196"
"Other","2012","college entrance qualification","Couple + C. LE 16 ","135","0.0512856443678096","0.0427824234644776","0.0597888652711416"
"Other","2012","college entrance qualification","Couple + C. GT 16 ","107","0.158233021760611","0.133508388108308","0.182957655412915"
"Other","2012","college entrance qualification","Couple + C. LE and GT 16","60","0.129367752255181","0.0996524301810117","0.15908307432935"
"Other","2012","Other degree","1-pers.-HH","8","","",""
"Other","2012","Other degree","(Married) couple without C. ","25","","",""
"Other","2012","Other degree","Single parent ","18","","",""
"Other","2012","Other degree","Couple + C. LE 16 ","62","0.113202010817511","0.0896123935750483","0.136791628059974"
"Other","2012","Other degree","Couple + C. GT 16 ","12","","",""
"Other","2012","Other degree","Couple + C. LE and GT 16","27","","",""
"Other","2012","no degree/no degree yet","1-pers.-HH","1","","",""
"Other","2012","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Other","2012","no degree/no degree yet","Single parent ","63","0.177005017864987","0.135700024957599","0.218310010772375"
"Other","2012","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Other","2012","no degree/no degree yet","Couple + C. GT 16 ","47","0.18935706565708","0.141734040966199","0.236980090347961"
"Other","2012","no degree/no degree yet","Couple + C. LE and GT 16","102","0.205137466193619","0.166610893827444","0.243664038559794"
"Full-time","2013","lower secondary degree","1-pers.-HH","234","0.199237665663532","0.177649151373647","0.220826179953416"
"Full-time","2013","lower secondary degree","(Married) couple without C. ","460","0.172652024256717","0.158875045561524","0.18642900295191"
"Full-time","2013","lower secondary degree","Single parent ","158","0.24675075760996","0.21400842804111","0.279493087178809"
"Full-time","2013","lower secondary degree","Couple + C. LE 16 ","732","0.545737744266924","0.519813357731805","0.571662130802043"
"Full-time","2013","lower secondary degree","Couple + C. GT 16 ","339","0.47248480870465","0.437267930843138","0.507701686566163"
"Full-time","2013","lower secondary degree","Couple + C. LE and GT 16","221","0.505178255686255","0.46117812511869","0.54917838625382"
"Full-time","2013","secondary school degree","1-pers.-HH","424","0.439883051014472","0.408947495665554","0.470818606363389"
"Full-time","2013","secondary school degree","(Married) couple without C. ","911","0.424670853178163","0.404461263573632","0.444880442782695"
"Full-time","2013","secondary school degree","Single parent ","346","0.401603485952649","0.371923703448568","0.431283268456729"
"Full-time","2013","secondary school degree","Couple + C. LE 16 ","1083","0.496424922016027","0.476244274676279","0.516605569355775"
"Full-time","2013","secondary school degree","Couple + C. GT 16 ","459","0.516822345497187","0.485599347313698","0.548045343680677"
"Full-time","2013","secondary school degree","Couple + C. LE and GT 16","229","0.385067796564366","0.347943490728872","0.42219210239986"
"Full-time","2013","college entrance qualification","1-pers.-HH","549","0.519791051593868","0.490280049618339","0.549302053569397"
"Full-time","2013","college entrance qualification","(Married) couple without C. ","1025","0.528195224665577","0.507434036093674","0.54895641323748"
"Full-time","2013","college entrance qualification","Single parent ","255","0.411874154318766","0.37403784080156","0.449710467835971"
"Full-time","2013","college entrance qualification","Couple + C. LE 16 ","1298","0.521173274713883","0.501806918040822","0.540539631386944"
"Full-time","2013","college entrance qualification","Couple + C. GT 16 ","371","0.414873430487825","0.381574306089177","0.448172554886474"
