"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","1986","Not Working","(2a) intermediate vocational","7","","",""
"Other","1986","Not Working","(2c_gen) general maturity certificate","4","","",""
"Other","1986","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Other","1986","Not Working","(3a) lower tertiary education","","","",""
"Other","1986","Not Working","(3b) higher tertiary education","3","","",""
"Full-time","1987","Full Time","(0) in school","","","",""
"Full-time","1987","Full Time","(1a) inadequately completed","374","0.938064777110583","0.914502333321445","0.961627220899722"
"Full-time","1987","Full Time","(1b) general elementary school","736","0.827706058935848","0.802698626294233","0.852713491577462"
"Full-time","1987","Full Time","(1c) basic vocational qualification","1826","0.956670265762604","0.947537143374969","0.96580338815024"
"Full-time","1987","Full Time","(2b) intermediate general qualification","63","0.434036104922639","0.354983368171746","0.513088841673531"
"Full-time","1987","Full Time","(2a) intermediate vocational","676","0.954960114515029","0.939737313119675","0.970182915910384"
"Full-time","1987","Full Time","(2c_gen) general maturity certificate","59","0.415456989560668","0.319349180919413","0.511564798201923"
"Full-time","1987","Full Time","(2c_voc) vocational maturity certificate","204","0.925273607877605","0.890527285461115","0.960019930294095"
"Full-time","1987","Full Time","(3a) lower tertiary education","136","0.912531810069337","0.866704882736241","0.958358737402433"
"Full-time","1987","Full Time","(3b) higher tertiary education","296","0.960062319747247","0.938194078160323","0.98193056133417"
"Full-time","1987","Part Time","(0) in school","","","",""
"Full-time","1987","Part Time","(1a) inadequately completed","43","0.376640142362367","0.28769374059521","0.465586544129523"
"Full-time","1987","Part Time","(1b) general elementary school","101","0.181200427856704","0.145127661514149","0.21727319419926"
"Full-time","1987","Part Time","(1c) basic vocational qualification","159","0.282552910871487","0.244821828853663","0.320283992889311"
"Full-time","1987","Part Time","(2b) intermediate general qualification","12","","",""
"Full-time","1987","Part Time","(2a) intermediate vocational","53","0.213404809871792","0.162206186654157","0.264603433089426"
"Full-time","1987","Part Time","(2c_gen) general maturity certificate","16","","",""
"Full-time","1987","Part Time","(2c_voc) vocational maturity certificate","24","","",""
"Full-time","1987","Part Time","(3a) lower tertiary education","20","","",""
"Full-time","1987","Part Time","(3b) higher tertiary education","55","0.49678061815956","0.402044146944159","0.591517089374961"
"Full-time","1987","Not Working","(0) in school","","","",""
"Full-time","1987","Not Working","(1a) inadequately completed","","","",""
"Full-time","1987","Not Working","(1b) general elementary school","12","","",""
"Full-time","1987","Not Working","(1c) basic vocational qualification","17","","",""
"Full-time","1987","Not Working","(2b) intermediate general qualification","1","","",""
"Full-time","1987","Not Working","(2a) intermediate vocational","2","","",""
"Full-time","1987","Not Working","(2c_gen) general maturity certificate","2","","",""
"Full-time","1987","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1987","Not Working","(3a) lower tertiary education","2","","",""
"Full-time","1987","Not Working","(3b) higher tertiary education","4","","",""
"Part-time","1987","Full Time","(0) in school","","","",""
"Part-time","1987","Full Time","(1a) inadequately completed","8","","",""
"Part-time","1987","Full Time","(1b) general elementary school","11","","",""
"Part-time","1987","Full Time","(1c) basic vocational qualification","23","","",""
"Part-time","1987","Full Time","(2b) intermediate general qualification","1","","",""
"Part-time","1987","Full Time","(2a) intermediate vocational","7","","",""
"Part-time","1987","Full Time","(2c_gen) general maturity certificate","1","","",""
"Part-time","1987","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"Part-time","1987","Full Time","(3a) lower tertiary education","1","","",""
"Part-time","1987","Full Time","(3b) higher tertiary education","5","","",""
"Part-time","1987","Part Time","(0) in school","2","","",""
"Part-time","1987","Part Time","(1a) inadequately completed","26","","",""
"Part-time","1987","Part Time","(1b) general elementary school","159","0.42967420988341","0.383314342528299","0.476034077238521"
"Part-time","1987","Part Time","(1c) basic vocational qualification","210","0.384968023497847","0.344190992199898","0.425745054795796"
"Part-time","1987","Part Time","(2b) intermediate general qualification","16","","",""
"Part-time","1987","Part Time","(2a) intermediate vocational","110","0.43038355001035","0.368510769877628","0.492256330143072"
"Part-time","1987","Part Time","(2c_gen) general maturity certificate","13","","",""
"Part-time","1987","Part Time","(2c_voc) vocational maturity certificate","23","","",""
"Part-time","1987","Part Time","(3a) lower tertiary education","10","","",""
"Part-time","1987","Part Time","(3b) higher tertiary education","32","0.310125364384279","0.222483837581272","0.397766891187286"
"Part-time","1987","Not Working","(0) in school","1","","",""
"Part-time","1987","Not Working","(1a) inadequately completed","","","",""
"Part-time","1987","Not Working","(1b) general elementary school","5","","",""
"Part-time","1987","Not Working","(1c) basic vocational qualification","7","","",""
"Part-time","1987","Not Working","(2b) intermediate general qualification","1","","",""
"Part-time","1987","Not Working","(2a) intermediate vocational","3","","",""
"Part-time","1987","Not Working","(2c_gen) general maturity certificate","","","",""
"Part-time","1987","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1987","Not Working","(3a) lower tertiary education","1","","",""
"Part-time","1987","Not Working","(3b) higher tertiary education","","","",""
"Non-working","1987","Full Time","(0) in school","","","",""
"Non-working","1987","Full Time","(1a) inadequately completed","18","","",""
"Non-working","1987","Full Time","(1b) general elementary school","36","0.0343285795035325","0.0222715966406133","0.0463855623664517"
"Non-working","1987","Full Time","(1c) basic vocational qualification","42","0.023459006716679","0.0166693912881904","0.0302486221451676"
"Non-working","1987","Full Time","(2b) intermediate general qualification","3","","",""
"Non-working","1987","Full Time","(2a) intermediate vocational","12","","",""
"Non-working","1987","Full Time","(2c_gen) general maturity certificate","5","","",""
"Non-working","1987","Full Time","(2c_voc) vocational maturity certificate","12","","",""
"Non-working","1987","Full Time","(3a) lower tertiary education","8","","",""
"Non-working","1987","Full Time","(3b) higher tertiary education","3","","",""
"Non-working","1987","Part Time","(0) in school","7","","",""
"Non-working","1987","Part Time","(1a) inadequately completed","30","0.263826602889147","0.182927255581568","0.344725950196726"
"Non-working","1987","Part Time","(1b) general elementary school","91","0.203236323300633","0.165550633930155","0.24092201267111"
"Non-working","1987","Part Time","(1c) basic vocational qualification","117","0.228256040679874","0.193083625812425","0.263428455547323"
"Non-working","1987","Part Time","(2b) intermediate general qualification","13","","",""
"Non-working","1987","Part Time","(2a) intermediate vocational","52","0.223824191362482","0.17173901956971","0.275909363155253"
"Non-working","1987","Part Time","(2c_gen) general maturity certificate","33","0.373368362660952","0.279499204802415","0.467237520519489"
"Non-working","1987","Part Time","(2c_voc) vocational maturity certificate","17","","",""
"Non-working","1987","Part Time","(3a) lower tertiary education","7","","",""
"Non-working","1987","Part Time","(3b) higher tertiary education","10","","",""
"Non-working","1987","Not Working","(0) in school","175","0.974722992290282","0.951728437188955","0.997717547391608"
"Non-working","1987","Not Working","(1a) inadequately completed","304","0.997297838155079","0.9914909024064","1.00310477390376"
"Non-working","1987","Not Working","(1b) general elementary school","1111","0.985211296444492","0.978204404688181","0.992218188200802"
"Non-working","1987","Not Working","(1c) basic vocational qualification","1105","0.981246903213211","0.973355107994881","0.989138698431541"
"Non-working","1987","Not Working","(2b) intermediate general qualification","179","0.977570813937048","0.956233335407709","0.998908292466387"
"Non-working","1987","Not Working","(2a) intermediate vocational","364","0.9811343314135","0.967327500321326","0.994941162505675"
"Non-working","1987","Not Working","(2c_gen) general maturity certificate","171","0.961554928868924","0.933388683447958","0.989721174289889"
"Non-working","1987","Not Working","(2c_voc) vocational maturity certificate","104","0.958196519495356","0.92062416964175","0.995768869348963"
"Non-working","1987","Not Working","(3a) lower tertiary education","59","0.969583140149162","0.927177118358745","1.01198916193958"
"Non-working","1987","Not Working","(3b) higher tertiary education","74","0.929866635934097","0.873906885922257","0.985826385945936"
"Other","1987","Full Time","(0) in school","","","",""
"Other","1987","Full Time","(1a) inadequately completed","2","","",""
"Other","1987","Full Time","(1b) general elementary school","93","0.117927032589615","0.0965693081206607","0.139284757058569"
"Other","1987","Full Time","(1c) basic vocational qualification","18","","",""
"Other","1987","Full Time","(2b) intermediate general qualification","84","0.536142255813203","0.456601073553153","0.615683438073254"
"Other","1987","Full Time","(2a) intermediate vocational","18","","",""
"Other","1987","Full Time","(2c_gen) general maturity certificate","36","0.551428026807233","0.454433352370961","0.648422701243505"
"Other","1987","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"Other","1987","Full Time","(3a) lower tertiary education","1","","",""
"Other","1987","Full Time","(3b) higher tertiary education","4","","",""
"Other","1987","Part Time","(0) in school","4","","",""
"Other","1987","Part Time","(1a) inadequately completed","15","","",""
"Other","1987","Part Time","(1b) general elementary school","87","0.185889038959253","0.149457314564316","0.22232076335419"
