"erwst","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Other","1984","Employed","1-pers.-HH","40","0.0712708403997095","0.0519051169910338","0.0906365638083853"
"Other","1984","Employed","(Married) couple without C. ","58","0.0451411171150655","0.0346135373705509","0.05566869685958"
"Other","1984","Employed","Single parent ","50","0.139157617626908","0.102897485545389","0.175417749708427"
"Other","1984","Employed","Couple + C. LE 16 ","113","0.0627195220574141","0.0525672544239305","0.0728717896908977"
"Other","1984","Employed","Couple + C. GT 16 ","195","0.156424742505989","0.136685790835711","0.176163694176266"
"Other","1984","Employed","Couple + C. LE and GT 16","198","0.201283290683505","0.17774846942424","0.22481811194277"
"Full-time","1985","Not Employed","1-pers.-HH","7","","",""
"Full-time","1985","Not Employed","(Married) couple without C. ","14","","",""
"Full-time","1985","Not Employed","Single parent ","5","","",""
"Full-time","1985","Not Employed","Couple + C. LE 16 ","10","","",""
"Full-time","1985","Not Employed","Couple + C. GT 16 ","16","","",""
"Full-time","1985","Not Employed","Couple + C. LE and GT 16","13","","",""
"Full-time","1985","Employed","1-pers.-HH","503","0.798884034560576","0.767022884617879","0.830745184503273"
"Full-time","1985","Employed","(Married) couple without C. ","1065","0.771960144944124","0.749529008644543","0.794391281243705"
"Full-time","1985","Employed","Single parent ","237","0.689458191003582","0.639760068607771","0.739156313399393"
"Full-time","1985","Employed","Couple + C. LE 16 ","1467","0.737216522930985","0.717456693089051","0.756976352772919"
"Full-time","1985","Employed","Couple + C. GT 16 ","949","0.69400097216627","0.669290279191347","0.718711665141193"
"Full-time","1985","Employed","Couple + C. LE and GT 16","684","0.684204133101587","0.654799989028771","0.713608277174403"
"Part-time","1985","Not Employed","1-pers.-HH","1","","",""
"Part-time","1985","Not Employed","(Married) couple without C. ","3","","",""
"Part-time","1985","Not Employed","Single parent ","2","","",""
"Part-time","1985","Not Employed","Couple + C. LE 16 ","15","","",""
"Part-time","1985","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","1985","Not Employed","Couple + C. LE and GT 16","5","","",""
"Part-time","1985","Employed","1-pers.-HH","32","0.0579193814560093","0.039351930153292","0.0764868327587267"
"Part-time","1985","Employed","(Married) couple without C. ","146","0.122673690273251","0.105134693494453","0.14021268705205"
"Part-time","1985","Employed","Single parent ","35","0.116278840832902","0.0818490845972536","0.15070859706855"
"Part-time","1985","Employed","Couple + C. LE 16 ","247","0.148676231598621","0.132704397346588","0.164648065850653"
"Part-time","1985","Employed","Couple + C. GT 16 ","149","0.125628771782832","0.107856729079696","0.143400814485967"
"Part-time","1985","Employed","Couple + C. LE and GT 16","79","0.0930369252517953","0.0746616035122739","0.111412246991317"
"Non-working","1985","Not Employed","1-pers.-HH","556","0.981412748669414","0.970354045190298","0.992471452148531"
"Non-working","1985","Not Employed","(Married) couple without C. ","1066","0.985009470922688","0.977798987222282","0.992219954623095"
"Non-working","1985","Not Employed","Single parent ","203","0.975722505557849","0.955053319143541","0.996391691972157"
"Non-working","1985","Not Employed","Couple + C. LE 16 ","734","0.941822774613958","0.925353353784488","0.958292195443428"
"Non-working","1985","Not Employed","Couple + C. GT 16 ","660","0.956362654158042","0.941152908846251","0.971572399469833"
"Non-working","1985","Not Employed","Couple + C. LE and GT 16","502","0.951099568818262","0.932791024182576","0.969408113453949"
"Non-working","1985","Employed","1-pers.-HH","47","0.0834332263089893","0.0614522046034563","0.105414248014522"
"Non-working","1985","Employed","(Married) couple without C. ","110","0.0861174541710703","0.071119250759158","0.101115657582983"
"Non-working","1985","Employed","Single parent ","27","","",""
"Non-working","1985","Employed","Couple + C. LE 16 ","122","0.0704784213992533","0.0589877748764784","0.0819690679220283"
"Non-working","1985","Employed","Couple + C. GT 16 ","92","0.0668878874330491","0.0534915673666486","0.0802842074994497"
"Non-working","1985","Employed","Couple + C. LE and GT 16","77","0.0771250239723447","0.0602485557653164","0.0940014921793731"
"Other","1985","Not Employed","1-pers.-HH","9","","",""
"Other","1985","Not Employed","(Married) couple without C. ","8","","",""
"Other","1985","Not Employed","Single parent ","3","","",""
"Other","1985","Not Employed","Couple + C. LE 16 ","17","","",""
"Other","1985","Not Employed","Couple + C. GT 16 ","13","","",""
"Other","1985","Not Employed","Couple + C. LE and GT 16","13","","",""
"Other","1985","Employed","1-pers.-HH","26","","",""
"Other","1985","Employed","(Married) couple without C. ","23","","",""
"Other","1985","Employed","Single parent ","34","0.120698393561526","0.0857082557892049","0.155688531333847"
"Other","1985","Employed","Couple + C. LE 16 ","70","0.0436288240711414","0.0344584587749115","0.0527991893673713"
"Other","1985","Employed","Couple + C. GT 16 ","146","0.113482368617849","0.0964743882218108","0.130490349013887"
"Other","1985","Employed","Couple + C. LE and GT 16","120","0.145633917674272","0.123320518221474","0.167947317127071"
"Full-time","1986","Not Employed","1-pers.-HH","13","","",""
"Full-time","1986","Not Employed","(Married) couple without C. ","9","","",""
"Full-time","1986","Not Employed","Single parent ","5","","",""
"Full-time","1986","Not Employed","Couple + C. LE 16 ","13","","",""
"Full-time","1986","Not Employed","Couple + C. GT 16 ","17","","",""
"Full-time","1986","Not Employed","Couple + C. LE and GT 16","7","","",""
"Full-time","1986","Employed","1-pers.-HH","480","0.814953476744643","0.783403904743458","0.846503048745829"
"Full-time","1986","Employed","(Married) couple without C. ","1078","0.755924367597935","0.733261757233519","0.778586977962351"
"Full-time","1986","Employed","Single parent ","219","0.674326509816347","0.622493122860877","0.726159896771818"
"Full-time","1986","Employed","Couple + C. LE 16 ","1321","0.744058492509648","0.723524554232116","0.764592430787181"
"Full-time","1986","Employed","Couple + C. GT 16 ","967","0.65938215327493","0.634671780114994","0.684092526434865"
"Full-time","1986","Employed","Couple + C. LE and GT 16","621","0.655271020566709","0.624288749205302","0.686253291928116"
"Part-time","1986","Not Employed","1-pers.-HH","","","",""
"Part-time","1986","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","1986","Not Employed","Single parent ","3","","",""
"Part-time","1986","Not Employed","Couple + C. LE 16 ","6","","",""
"Part-time","1986","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1986","Not Employed","Couple + C. LE and GT 16","4","","",""
"Part-time","1986","Employed","1-pers.-HH","29","","",""
"Part-time","1986","Employed","(Married) couple without C. ","123","0.103311830407276","0.0872533555577743","0.119370305256777"
"Part-time","1986","Employed","Single parent ","31","0.1025087159033","0.0689597774067807","0.13605765439982"
"Part-time","1986","Employed","Couple + C. LE 16 ","206","0.133676771264208","0.117664007196742","0.149689535331675"
"Part-time","1986","Employed","Couple + C. GT 16 ","138","0.10957829767233","0.0932914455565916","0.125865149788069"
"Part-time","1986","Employed","Couple + C. LE and GT 16","71","0.088095357592857","0.0696190535419085","0.106571661643806"
"Non-working","1986","Not Employed","1-pers.-HH","523","0.981020265370481","0.969511326892436","0.992529203848527"
"Non-working","1986","Not Employed","(Married) couple without C. ","992","0.988232292373453","0.981575066684465","0.99488951806244"
"Non-working","1986","Not Employed","Single parent ","182","0.909911398118024","0.869930784614662","0.949892011621386"
"Non-working","1986","Not Employed","Couple + C. LE 16 ","643","0.956005842796274","0.940546090986516","0.971465594606031"
"Non-working","1986","Not Employed","Couple + C. GT 16 ","668","0.961851731912128","0.947600256284119","0.976103207540136"
"Non-working","1986","Not Employed","Couple + C. LE and GT 16","470","0.936445484336637","0.915040630096078","0.957850338577196"
"Non-working","1986","Employed","1-pers.-HH","41","0.0748145235366237","0.0534401222220116","0.0961889248512359"
"Non-working","1986","Employed","(Married) couple without C. ","117","0.0948929699440415","0.079430618627965","0.110355321260118"
"Non-working","1986","Employed","Single parent ","24","","",""
"Non-working","1986","Employed","Couple + C. LE 16 ","130","0.0712675693483859","0.0591618770601762","0.0833732616365956"
"Non-working","1986","Employed","Couple + C. GT 16 ","112","0.0867737621440725","0.0720959807911509","0.101451543496994"
"Non-working","1986","Employed","Couple + C. LE and GT 16","78","0.0851171133841293","0.0669261763271767","0.103308050441082"
"Other","1986","Not Employed","1-pers.-HH","4","","",""
"Other","1986","Not Employed","(Married) couple without C. ","5","","",""
"Other","1986","Not Employed","Single parent ","7","","",""
"Other","1986","Not Employed","Couple + C. LE 16 ","14","","",""
"Other","1986","Not Employed","Couple + C. GT 16 ","6","","",""
"Other","1986","Not Employed","Couple + C. LE and GT 16","18","","",""
"Other","1986","Employed","1-pers.-HH","32","0.0582307082284687","0.0392052599921227","0.0772561564648148"
"Other","1986","Employed","(Married) couple without C. ","62","0.0458708320507478","0.0348330848527349","0.0569085792487607"
"Other","1986","Employed","Single parent ","40","0.136459062940953","0.0984903457265091","0.174427780155397"
"Other","1986","Employed","Couple + C. LE 16 ","78","0.0509971668777576","0.0406456229171712","0.0613487108383441"
"Other","1986","Employed","Couple + C. GT 16 ","196","0.144265786908667","0.125945674566316","0.162585899251018"
"Other","1986","Employed","Couple + C. LE and GT 16","134","0.171516508456304","0.146943475171813","0.196089541740796"
"Full-time","1987","Not Employed","1-pers.-HH","6","","",""
"Full-time","1987","Not Employed","(Married) couple without C. ","9","","",""
"Full-time","1987","Not Employed","Single parent ","2","","",""
"Full-time","1987","Not Employed","Couple + C. LE 16 ","9","","",""
"Full-time","1987","Not Employed","Couple + C. GT 16 ","10","","",""
"Full-time","1987","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","1987","Employed","1-pers.-HH","472","0.795033993370531","0.762322232182192","0.82774575455887"
"Full-time","1987","Employed","(Married) couple without C. ","1090","0.774090394650519","0.751922368686369","0.796258420614669"
"Full-time","1987","Employed","Single parent ","209","0.597345901788679","0.544906532643379","0.64978527093398"
"Full-time","1987","Employed","Couple + C. LE 16 ","1327","0.740542137088544","0.719892716841851","0.761191557335236"
"Full-time","1987","Employed","Couple + C. GT 16 ","966","0.663584442230462","0.639281944207866","0.687886940253057"
"Full-time","1987","Employed","Couple + C. LE and GT 16","554","0.621948847805697","0.589059332744491","0.654838362866903"
"Part-time","1987","Not Employed","1-pers.-HH","1","","",""
"Part-time","1987","Not Employed","(Married) couple without C. ","","","",""
"Part-time","1987","Not Employed","Single parent ","4","","",""
"Part-time","1987","Not Employed","Couple + C. LE 16 ","8","","",""
"Part-time","1987","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","1987","Not Employed","Couple + C. LE and GT 16","2","","",""
"Part-time","1987","Employed","1-pers.-HH","29","","",""
"Part-time","1987","Employed","(Married) couple without C. ","131","0.112983573659653","0.096201820894586","0.12976532642472"
"Part-time","1987","Employed","Single parent ","41","0.131447455805291","0.0953187343271903","0.167576177283392"
"Part-time","1987","Employed","Couple + C. LE 16 ","211","0.142781588477912","0.126300670162415","0.159262506793408"
"Part-time","1987","Employed","Couple + C. GT 16 ","154","0.117226988675353","0.100680604221024","0.133773373129682"
"Part-time","1987","Employed","Couple + C. LE and GT 16","71","0.101639556412218","0.0811439135799039","0.122135199244531"
"Non-working","1987","Not Employed","1-pers.-HH","527","0.990779028860267","0.982679720495158","0.998878337225375"
"Non-working","1987","Not Employed","(Married) couple without C. ","977","0.991016064830487","0.985138409087004","0.996893720573971"
"Non-working","1987","Not Employed","Single parent ","176","0.943288379403124","0.910138224748345","0.976438534057904"
"Non-working","1987","Not Employed","Couple + C. LE 16 ","610","0.954196758459714","0.937962014243793","0.970431502675634"
"Non-working","1987","Not Employed","Couple + C. GT 16 ","684","0.969966494133484","0.957376453773057","0.982556534493911"
"Non-working","1987","Not Employed","Couple + C. LE and GT 16","405","0.964007054458101","0.946297712392438","0.981716396523765"
"Non-working","1987","Employed","1-pers.-HH","46","0.0832098180555292","0.0608281515129587","0.1055914845981"
"Non-working","1987","Employed","(Married) couple without C. ","108","0.0812756838477198","0.0667900749464159","0.0957612927490237"
"Non-working","1987","Employed","Single parent ","40","0.128723395637703","0.09291497039216","0.164531820883246"
"Non-working","1987","Employed","Couple + C. LE 16 ","134","0.0792173552451598","0.0664943915177382","0.0919403189725814"
"Non-working","1987","Employed","Couple + C. GT 16 ","96","0.0643565569649447","0.0517348999938575","0.0769782139360319"
"Non-working","1987","Employed","Couple + C. LE and GT 16","61","0.0813914421413259","0.0628450487004633","0.0999378355821885"
"Other","1987","Not Employed","1-pers.-HH","1","","",""
"Other","1987","Not Employed","(Married) couple without C. ","4","","",""
"Other","1987","Not Employed","Single parent ","5","","",""
"Other","1987","Not Employed","Couple + C. LE 16 ","10","","",""
"Other","1987","Not Employed","Couple + C. GT 16 ","8","","",""
"Other","1987","Not Employed","Couple + C. LE and GT 16","13","","",""
"Other","1987","Employed","1-pers.-HH","38","0.065476123988043","0.0454310880147306","0.0855211599613554"
"Other","1987","Employed","(Married) couple without C. ","38","0.0316503478421086","0.0223698947948039","0.0409308008894132"
"Other","1987","Employed","Single parent ","46","0.142483246768326","0.105108207249891","0.179858286286762"
"Other","1987","Employed","Couple + C. LE 16 ","59","0.0374589191883847","0.028513785918633","0.0464040524581364"
"Other","1987","Employed","Couple + C. GT 16 ","236","0.154832012129241","0.136225426701874","0.173438597556608"
"Other","1987","Employed","Couple + C. LE and GT 16","149","0.195020153640759","0.168145857156094","0.221894450125424"
"Full-time","1988","Not Employed","1-pers.-HH","5","","",""
"Full-time","1988","Not Employed","(Married) couple without C. ","13","","",""
"Full-time","1988","Not Employed","Single parent ","3","","",""
"Full-time","1988","Not Employed","Couple + C. LE 16 ","9","","",""
"Full-time","1988","Not Employed","Couple + C. GT 16 ","8","","",""
"Full-time","1988","Not Employed","Couple + C. LE and GT 16","6","","",""
"Full-time","1988","Employed","1-pers.-HH","443","0.801542685125504","0.767996351693904","0.835089018557103"
"Full-time","1988","Employed","(Married) couple without C. ","1059","0.778731959050289","0.756523154724573","0.800940763376005"
"Full-time","1988","Employed","Single parent ","218","0.642976298009562","0.591898078842907","0.694054517176218"
"Full-time","1988","Employed","Couple + C. LE 16 ","1210","0.694216677962983","0.672039297518965","0.716394058407001"
"Full-time","1988","Employed","Couple + C. GT 16 ","967","0.658444928147338","0.634349384845986","0.68254047144869"
"Full-time","1988","Employed","Couple + C. LE and GT 16","472","0.625897344429906","0.590650052305262","0.66114463655455"
"Part-time","1988","Not Employed","1-pers.-HH","1","","",""
"Part-time","1988","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","1988","Not Employed","Single parent ","3","","",""
"Part-time","1988","Not Employed","Couple + C. LE 16 ","10","","",""
"Part-time","1988","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1988","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","1988","Employed","1-pers.-HH","27","","",""
"Part-time","1988","Employed","(Married) couple without C. ","120","0.104872504911594","0.0884800083047423","0.121265001518446"
"Part-time","1988","Employed","Single parent ","32","0.0996112003816021","0.0676841446986449","0.131538256064559"
"Part-time","1988","Employed","Couple + C. LE 16 ","226","0.155877934189973","0.138417671425022","0.173338196954924"
"Part-time","1988","Employed","Couple + C. GT 16 ","162","0.120615575786225","0.104067873182116","0.137163278390334"
"Part-time","1988","Employed","Couple + C. LE and GT 16","61","0.102025906206431","0.0799780716078596","0.124073740805002"
"Non-working","1988","Not Employed","1-pers.-HH","522","0.990366417678374","0.982042800186822","0.998690035169926"
"Non-working","1988","Not Employed","(Married) couple without C. ","927","0.986746226954691","0.979466477637668","0.994025976271715"
"Non-working","1988","Not Employed","Single parent ","163","0.959496393076711","0.930120331995775","0.988872454157647"
"Non-working","1988","Not Employed","Couple + C. LE 16 ","543","0.936284844183067","0.916268929181532","0.956300759184602"
"Non-working","1988","Not Employed","Couple + C. GT 16 ","699","0.970498129490507","0.958147116280125","0.982849142700888"
"Non-working","1988","Not Employed","Couple + C. LE and GT 16","352","0.938927726397961","0.914428454085419","0.963426998710503"
"Non-working","1988","Employed","1-pers.-HH","45","0.0920225077164286","0.0677098324315986","0.116335183001259"
"Non-working","1988","Employed","(Married) couple without C. ","118","0.0828494152588501","0.0681012878595872","0.097597542658113"
"Non-working","1988","Employed","Single parent ","34","0.101458524503378","0.0692698512683146","0.133647197738441"
"Non-working","1988","Employed","Couple + C. LE 16 ","157","0.10502972098084","0.0902721038006181","0.119787338161063"
"Non-working","1988","Employed","Couple + C. GT 16 ","127","0.0834758608776044","0.0694218905397327","0.0975298312154761"
"Non-working","1988","Employed","Couple + C. LE and GT 16","59","0.0831243917725508","0.0630150313617597","0.103233752183342"
"Other","1988","Not Employed","1-pers.-HH","1","","",""
"Other","1988","Not Employed","(Married) couple without C. ","6","","",""
"Other","1988","Not Employed","Single parent ","4","","",""
"Other","1988","Not Employed","Couple + C. LE 16 ","10","","",""
"Other","1988","Not Employed","Couple + C. GT 16 ","11","","",""
"Other","1988","Not Employed","Couple + C. LE and GT 16","8","","",""
"Other","1988","Employed","1-pers.-HH","28","","",""
"Other","1988","Employed","(Married) couple without C. ","45","0.0335461207792666","0.0239126329498678","0.0431796086086654"
"Other","1988","Employed","Single parent ","54","0.155953977105458","0.11727535163676","0.194632602574156"
"Other","1988","Employed","Couple + C. LE 16 ","65","0.044875666866204","0.0349103470660413","0.0548409866663666"
"Other","1988","Employed","Couple + C. GT 16 ","232","0.137463635188832","0.119968018920661","0.154959251457003"
"Other","1988","Employed","Couple + C. LE and GT 16","132","0.188952357591112","0.160437044227014","0.217467670955211"
"Full-time","1989","Not Employed","1-pers.-HH","7","","",""
"Full-time","1989","Not Employed","(Married) couple without C. ","9","","",""
"Full-time","1989","Not Employed","Single parent ","2","","",""
"Full-time","1989","Not Employed","Couple + C. LE 16 ","17","","",""
"Full-time","1989","Not Employed","Couple + C. GT 16 ","8","","",""
"Full-time","1989","Not Employed","Couple + C. LE and GT 16","8","","",""
"Full-time","1989","Employed","1-pers.-HH","469","0.853154603301643","0.823573744127897","0.882735462475389"
"Full-time","1989","Employed","(Married) couple without C. ","1088","0.780362295439494","0.758335072158858","0.802389518720129"
"Full-time","1989","Employed","Single parent ","195","0.641595285183661","0.587690323928423","0.6955002464389"
"Full-time","1989","Employed","Couple + C. LE 16 ","1166","0.712973802810245","0.690745282390624","0.735202323229866"
"Full-time","1989","Employed","Couple + C. GT 16 ","957","0.650599965560322","0.626025593219129","0.675174337901515"
"Full-time","1989","Employed","Couple + C. LE and GT 16","442","0.626004378794985","0.589005603341546","0.663003154248424"
"Part-time","1989","Not Employed","1-pers.-HH","2","","",""
"Part-time","1989","Not Employed","(Married) couple without C. ","1","","",""
"Part-time","1989","Not Employed","Single parent ","2","","",""
"Part-time","1989","Not Employed","Couple + C. LE 16 ","13","","",""
"Part-time","1989","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"Part-time","1989","Employed","1-pers.-HH","27","","",""
"Part-time","1989","Employed","(Married) couple without C. ","131","0.111184996637056","0.0944591947138421","0.12791079856027"
"Part-time","1989","Employed","Single parent ","37","0.136300319595425","0.0977310765323331","0.174869562658516"
"Part-time","1989","Employed","Couple + C. LE 16 ","218","0.156607294445452","0.138749249370445","0.174465339520458"
"Part-time","1989","Employed","Couple + C. GT 16 ","147","0.117756372106188","0.101143282087568","0.134369462124808"
"Part-time","1989","Employed","Couple + C. LE and GT 16","63","0.116963990253141","0.0923897159685879","0.141538264537694"
"Non-working","1989","Not Employed","1-pers.-HH","504","0.975461425363632","0.962163737475395","0.988759113251868"
"Non-working","1989","Not Employed","(Married) couple without C. ","895","0.990900866581678","0.984724681708168","0.997077051455188"
"Non-working","1989","Not Employed","Single parent ","157","0.933807501357916","0.896434610111377","0.971180392604454"
"Non-working","1989","Not Employed","Couple + C. LE 16 ","520","0.945159920313891","0.926201816559799","0.964118024067983"
"Non-working","1989","Not Employed","Couple + C. GT 16 ","669","0.955791607205613","0.940574817052329","0.971008397358896"
"Non-working","1989","Not Employed","Couple + C. LE and GT 16","321","0.978537260990105","0.962925016271622","0.994149505708588"
"Non-working","1989","Employed","1-pers.-HH","35","0.061886022934227","0.0417492053195608","0.0820228405488932"
"Non-working","1989","Employed","(Married) couple without C. ","106","0.0844054555033447","0.0696145410815177","0.0991963699251718"
"Non-working","1989","Employed","Single parent ","27","","",""
"Non-working","1989","Employed","Couple + C. LE 16 ","140","0.0847360041727252","0.0710517799796281","0.0984202283658223"
"Non-working","1989","Employed","Couple + C. GT 16 ","125","0.0817482002923862","0.0676265992179733","0.0958698013667992"
"Non-working","1989","Employed","Couple + C. LE and GT 16","39","0.0758385957974742","0.0555951489653537","0.0960820426295947"
"Other","1989","Not Employed","1-pers.-HH","7","","",""
"Other","1989","Not Employed","(Married) couple without C. ","3","","",""
"Other","1989","Not Employed","Single parent ","9","","",""
"Other","1989","Not Employed","Couple + C. LE 16 ","4","","",""
"Other","1989","Not Employed","Couple + C. GT 16 ","20","","",""
"Other","1989","Not Employed","Couple + C. LE and GT 16","2","","",""
"Other","1989","Employed","1-pers.-HH","19","","",""
"Other","1989","Employed","(Married) couple without C. ","32","0.0240472524201059","0.0158963575101341","0.0321981473300777"
"Other","1989","Employed","Single parent ","45","0.135529701690569","0.0970524912527926","0.174006912128346"
"Other","1989","Employed","Couple + C. LE 16 ","67","0.045682898571578","0.0354231626980989","0.0559426344450572"
"Other","1989","Employed","Couple + C. GT 16 ","217","0.149895462041104","0.131496456323611","0.168294467758597"
"Other","1989","Employed","Couple + C. LE and GT 16","113","0.1811930351544","0.151740212642421","0.210645857666379"
"Full-time","1990","Not Employed","1-pers.-HH","2","","",""
"Full-time","1990","Not Employed","(Married) couple without C. ","5","","",""
"Full-time","1990","Not Employed","Single parent ","3","","",""
"Full-time","1990","Not Employed","Couple + C. LE 16 ","6","","",""
"Full-time","1990","Not Employed","Couple + C. GT 16 ","11","","",""
"Full-time","1990","Not Employed","Couple + C. LE and GT 16","7","","",""
"Full-time","1990","Employed","1-pers.-HH","447","0.835983753704804","0.804635882835608","0.867331624574"
"Full-time","1990","Employed","(Married) couple without C. ","1089","0.782363404981433","0.760432888376706","0.804293921586161"
"Full-time","1990","Employed","Single parent ","190","0.608878985200591","0.554467582820752","0.663290387580429"
"Full-time","1990","Employed","Couple + C. LE 16 ","1154","0.710604134739267","0.688179776415007","0.733028493063527"
"Full-time","1990","Employed","Couple + C. GT 16 ","945","0.651155307967935","0.626198595494421","0.676112020441449"
"Full-time","1990","Employed","Couple + C. LE and GT 16","384","0.612700272458495","0.573754664525142","0.651645880391847"
"Part-time","1990","Not Employed","1-pers.-HH","","","",""
"Part-time","1990","Not Employed","(Married) couple without C. ","6","","",""
"Part-time","1990","Not Employed","Single parent ","2","","",""
"Part-time","1990","Not Employed","Couple + C. LE 16 ","19","","",""
"Part-time","1990","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","1990","Not Employed","Couple + C. LE and GT 16","4","","",""
"Part-time","1990","Employed","1-pers.-HH","27","","",""
"Part-time","1990","Employed","(Married) couple without C. ","133","0.110740234848144","0.0940621692215007","0.127418300474787"
"Part-time","1990","Employed","Single parent ","40","0.140820876025191","0.102037623303181","0.179604128747201"
"Part-time","1990","Employed","Couple + C. LE 16 ","242","0.178964599953868","0.160009568612934","0.197919631294802"
"Part-time","1990","Employed","Couple + C. GT 16 ","141","0.11866377147979","0.101729796707615","0.135597746251964"
"Part-time","1990","Employed","Couple + C. LE and GT 16","66","0.131641398425712","0.104610738176265","0.158672058675159"
"Non-working","1990","Not Employed","1-pers.-HH","499","0.996622948346977","0.991548012862068","1.00169788383189"
"Non-working","1990","Not Employed","(Married) couple without C. ","938","0.990368360015421","0.984161008615198","0.996575711415643"
"Non-working","1990","Not Employed","Single parent ","148","0.936215341922107","0.897744806149809","0.974685877694405"
"Non-working","1990","Not Employed","Couple + C. LE 16 ","484","0.936077853611315","0.915032992105771","0.957122715116859"
"Non-working","1990","Not Employed","Couple + C. GT 16 ","640","0.969638726579566","0.95657833210441","0.982699121054723"
"Non-working","1990","Not Employed","Couple + C. LE and GT 16","276","0.943111377308562","0.916634386326719","0.969588368290405"
"Non-working","1990","Employed","1-pers.-HH","37","0.0615174840417435","0.0411762136956787","0.0818587543878083"
"Non-working","1990","Employed","(Married) couple without C. ","95","0.0731661648443021","0.0593262084321426","0.0870061212564617"
"Non-working","1990","Employed","Single parent ","30","0.0940542078464357","0.0615073496008751","0.126601066091996"
