"erwst","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2010","35-65 y.","Rural Area","2340","0.545586507946189","0.531207015931687","0.55996599996069","1"
"Full-time","2010","66 and older","Rural Area","15","","","","1"
"Full-time","2010","66 and older","Urban Area","42","0.0123708129738927","0.00819300217175318","0.0165486237760323","1"
"Non-working","2010","16-34 y.","Urban Area","2049","0.366512836094669","0.352541079332779","0.38048459285656","5"
"Non-working","2010","16-34 y.","Rural Area","994","0.300893677476737","0.282467393564037","0.319319961389437","5"
"Non-working","2010","35-65 y.","Rural Area","1167","0.2411003398243","0.228747204054987","0.253453475593614","5"
"Non-working","2010","35-65 y.","Urban Area","2198","0.23907438680974","0.230162512372833","0.247986261246647","5"
"Non-working","2010","66 and older","Urban Area","2540","0.952423791651404","0.944378112281885","0.960469471020923","5"
"Non-working","2010","66 and older","Rural Area","1325","0.953133642237839","0.942010759425167","0.96425652505051","5"
"Other","2010","16-34 y.","Urban Area","696","0.179825694542038","0.168690021655569","0.190961367428508","6"
"Other","2010","16-34 y.","Rural Area","397","0.205926336896489","0.189680355349117","0.222172318443862","6"
"Other","2010","35-65 y.","Urban Area","571","0.0639736070601454","0.0588606058122655","0.0690866083080253","6"
"Other","2010","35-65 y.","Rural Area","316","0.0655429945066844","0.0583959098549352","0.0726900791584336","6"
"Other","2010","66 and older","Urban Area","71","0.0223338305188713","0.0167487480315905","0.027918913006152","6"
"Other","2010","66 and older","Rural Area","29","","","","6"
"Part-time","2010","16-34 y.","Urban Area","371","0.0697256884260311","0.0623408766288954","0.0771105002231668","2"
"Part-time","2010","16-34 y.","Rural Area","198","0.0730046628071228","0.06255328163902","0.0834560439752256","2"
"Part-time","2010","35-65 y.","Urban Area","1648","0.16144664931525","0.153758686050104","0.169134612580396","2"
"Part-time","2010","35-65 y.","Rural Area","783","0.147770157722827","0.137521715395478","0.158018600050175","2"
"Part-time","2010","66 and older","Urban Area","36","0.0128715648558325","0.0086111175744351","0.0171320121372298","2"
"Part-time","2010","66 and older","Rural Area","18","","","","2"
"Full-time","2011","16-34 y.","Urban Area","1535","0.412038424592994","0.398080726448997","0.425996122736991","1"
"Full-time","2011","16-34 y.","Rural Area","870","0.430898442183636","0.411753067127287","0.450043817239985","1"
"Full-time","2011","35-65 y.","Urban Area","5371","0.556328588797064","0.546856897092824","0.565800280501305","1"
"Full-time","2011","35-65 y.","Rural Area","2996","0.544468422428392","0.531743435309629","0.557193409547155","1"
"Full-time","2011","66 and older","Urban Area","39","0.00879812251523905","0.00566331664721093","0.0119329283832672","1"
"Full-time","2011","66 and older","Rural Area","17","","","","1"
"Non-working","2011","16-34 y.","Urban Area","2006","0.351620417204939","0.338080307654884","0.365160526754995","5"
"Non-working","2011","16-34 y.","Rural Area","990","0.304674945361214","0.286880115516364","0.322469775206065","5"
"Non-working","2011","35-65 y.","Urban Area","2486","0.22944623851367","0.221429954684812","0.237462522342527","5"
"Non-working","2011","35-65 y.","Rural Area","1464","0.240308436634547","0.229391144800277","0.251225728468817","5"
"Non-working","2011","66 and older","Urban Area","3254","0.95952616259581","0.952910852722972","0.966141472468648","5"
"Non-working","2011","66 and older","Rural Area","1733","0.952538138376132","0.942723737372906","0.962352539379358","5"
"Other","2011","16-34 y.","Urban Area","747","0.158384861607945","0.148031435830352","0.168738287385539","6"
"Other","2011","16-34 y.","Rural Area","452","0.194347908663701","0.17904953605027","0.209646281277132","6"
"Other","2011","35-65 y.","Urban Area","621","0.0564110799078922","0.0520125781968243","0.0608095816189602","6"
"Other","2011","35-65 y.","Rural Area","390","0.0627192715101294","0.0565241888506438","0.0689143541696151","6"
"Other","2011","66 and older","Urban Area","67","0.0191057045033473","0.014510263202585","0.0237011458041095","6"
"Other","2011","66 and older","Rural Area","33","0.0266083107409154","0.0191797839066787","0.0340368375751521","6"
"Part-time","2011","16-34 y.","Urban Area","489","0.0779562965941209","0.0703535271041849","0.0855590660840569","2"
"Part-time","2011","16-34 y.","Rural Area","258","0.0700787037914479","0.060209146865238","0.0799482607176579","2"
"Part-time","2011","35-65 y.","Rural Area","1034","0.152503869426932","0.143317983402829","0.161689755451035","2"
"Part-time","2011","35-65 y.","Urban Area","2091","0.157814092781374","0.150863721279703","0.164764464283044","2"
"Part-time","2011","66 and older","Rural Area","20","","","","2"
"Part-time","2011","66 and older","Urban Area","49","0.0125700103856035","0.00883014848782838","0.0163098722833787","2"
"Full-time","2012","16-34 y.","Urban Area","1446","0.413893157690269","0.399525041451199","0.428261273929339","1"
"Full-time","2012","35-65 y.","Urban Area","5216","0.559371373868718","0.549735339191594","0.569007408545843","1"
"Full-time","2012","16-34 y.","Rural Area","796","0.429221942002197","0.40932818731841","0.449115696685984","1"
"Full-time","2012","35-65 y.","Rural Area","2986","0.52855893032334","0.515847308021327","0.541270552625353","1"
"Full-time","2012","66 and older","Urban Area","45","0.0107381045396077","0.00727624863207539","0.01419996044714","1"
"Full-time","2012","66 and older","Rural Area","11","","","","1"
"Non-working","2012","16-34 y.","Urban Area","1824","0.324983052291986","0.311319771022322","0.338646333561651","5"
"Non-working","2012","16-34 y.","Rural Area","889","0.311595869431896","0.292981010660993","0.3302107282028","5"
"Non-working","2012","35-65 y.","Urban Area","2272","0.227757543973581","0.219617530869279","0.235897557077883","5"
"Non-working","2012","35-65 y.","Rural Area","1458","0.253146248864975","0.242073789437406","0.264218708292544","5"
"Non-working","2012","66 and older","Rural Area","1779","0.951620139601352","0.941861118503313","0.961379160699392","5"
"Non-working","2012","66 and older","Urban Area","3198","0.946872758244757","0.93933930706228","0.954406209427234","5"
"Other","2012","16-34 y.","Urban Area","810","0.180080187009348","0.168870693994513","0.191289680024183","6"
"Other","2012","16-34 y.","Rural Area","457","0.185012791065499","0.169405826669334","0.200619755461664","6"
"Other","2012","35-65 y.","Urban Area","609","0.0520506318476282","0.0477392404089028","0.0563620232863536","6"
"Other","2012","35-65 y.","Rural Area","379","0.0561124609968132","0.0502520192862768","0.0619729027073496","6"
"Other","2012","66 and older","Urban Area","101","0.0286283274001364","0.0230271382655106","0.0342295165347622","6"
"Other","2012","66 and older","Rural Area","46","0.0274374722854174","0.0200077435985112","0.0348672009723237","6"
"Part-time","2012","16-34 y.","Urban Area","434","0.0810436030083961","0.0730824836253272","0.0890047223914649","2"
"Part-time","2012","16-34 y.","Rural Area","236","0.0741693975004072","0.0636371681588946","0.0847016268419199","2"
"Part-time","2012","35-65 y.","Urban Area","2100","0.160820450310072","0.153690114822723","0.167950785797421","2"
"Part-time","2012","35-65 y.","Rural Area","1101","0.162182359814872","0.152795569343333","0.17156915028641","2"
"Part-time","2012","66 and older","Rural Area","21","","","","2"
"Part-time","2012","66 and older","Urban Area","61","0.0137608098154989","0.00984787460277938","0.0176737450282185","2"
"Full-time","2013","16-34 y.","Urban Area","1841","0.398688462760684","0.386115736693305","0.411261188828063","1"
"Full-time","2013","35-65 y.","Urban Area","5866","0.555788130177805","0.546742920929801","0.564833339425809","1"
"Full-time","2013","35-65 y.","Rural Area","3077","0.517544488690732","0.505080206912182","0.530008770469282","1"
"Full-time","2013","16-34 y.","Rural Area","835","0.402259647381122","0.383458346128567","0.421060948633676","1"
"Full-time","2013","66 and older","Urban Area","45","0.0108305042004276","0.00731870494211706","0.0143423034587381","1"
"Full-time","2013","66 and older","Rural Area","17","","","","1"
"Non-working","2013","16-34 y.","Urban Area","2253","0.315771506487338","0.303835751416205","0.32770726155847","5"
"Non-working","2013","16-34 y.","Rural Area","987","0.335905236802077","0.317795931052129","0.354014542552026","5"
"Non-working","2013","35-65 y.","Rural Area","1497","0.253835709662173","0.242979996282659","0.264691423041688","5"
"Non-working","2013","35-65 y.","Urban Area","2577","0.221013755975338","0.213460339143836","0.228567172806839","5"
"Non-working","2013","66 and older","Urban Area","3127","0.945091540665811","0.93736248287282","0.952820598458802","5"
"Non-working","2013","66 and older","Rural Area","1685","0.950826271974435","0.940761339230432","0.960891204718438","5"
"Other","2013","16-34 y.","Urban Area","1187","0.199317833320874","0.18905975507311","0.209575911568639","6"
"Other","2013","16-34 y.","Rural Area","527","0.181201394302648","0.166432509569814","0.195970279035482","6"
"Other","2013","35-65 y.","Urban Area","768","0.056816153759463","0.05260207161535","0.0610302359035761","6"
"Other","2013","35-65 y.","Rural Area","402","0.0608447196782904","0.0548819926484665","0.0668074467081144","6"
"Other","2013","66 and older","Urban Area","107","0.0307488340031968","0.0248914664145754","0.0366062015918181","6"
"Other","2013","66 and older","Rural Area","55","0.0329140756564165","0.0246095068849606","0.0412186444278723","6"
"Part-time","2013","16-34 y.","Urban Area","545","0.0862221974311041","0.079014563911262","0.0934298309509462","2"
"Part-time","2013","16-34 y.","Rural Area","264","0.0806337215141532","0.0701941896682707","0.0910732533600358","2"
"Part-time","2013","35-65 y.","Urban Area","2381","0.166381960087394","0.159602336607353","0.173161583567435","2"
"Part-time","2013","35-65 y.","Rural Area","1198","0.167775081968804","0.15845437475767","0.177095789179939","2"
"Part-time","2013","66 and older","Rural Area","16","","","","2"
"Part-time","2013","66 and older","Urban Area","58","0.0133291211305645","0.00943815992945146","0.0172200823316775","2"
"Full-time","2014","16-34 y.","Urban Area","1532","0.395660595861649","0.381964875015717","0.40935631670758","1"
"Full-time","2014","35-65 y.","Urban Area","5159","0.551104309498951","0.541420477138325","0.560788141859576","1"
"Full-time","2014","16-34 y.","Rural Area","730","0.387961269120987","0.36786248614029","0.408060052101684","1"
"Full-time","2014","35-65 y.","Rural Area","2761","0.525501871119588","0.512282141416688","0.538721600822488","1"
"Full-time","2014","66 and older","Urban Area","44","0.0121695890269969","0.00839600722575298","0.0159431708282409","1"
"Full-time","2014","66 and older","Rural Area","18","","","","1"
"Non-working","2014","16-34 y.","Urban Area","1885","0.313757777275688","0.300761498856907","0.326754055694469","5"
"Non-working","2014","16-34 y.","Rural Area","835","0.313850822168635","0.294710156776195","0.332991487561074","5"
"Non-working","2014","35-65 y.","Urban Area","2198","0.218592986909529","0.210546349988761","0.226639623830296","5"
"Non-working","2014","35-65 y.","Rural Area","1237","0.235906803552647","0.224666925758108","0.247146681347185","5"
"Non-working","2014","66 and older","Rural Area","1661","0.943654352209291","0.93290291611125","0.954405788307332","5"
"Non-working","2014","66 and older","Urban Area","3020","0.939872671485537","0.93169094264829","0.948054400322784","5"
"Other","2014","16-34 y.","Urban Area","1059","0.203140654036192","0.191871993464364","0.214409314608021","6"
"Other","2014","16-34 y.","Rural Area","479","0.211439585132415","0.194597465137738","0.228281705127092","6"
"Other","2014","35-65 y.","Urban Area","655","0.0563275061005704","0.0518387237209683","0.0608162884801724","6"
"Other","2014","35-65 y.","Rural Area","411","0.069609266632723","0.062871989575498","0.0763465436899481","6"
"Other","2014","66 and older","Urban Area","116","0.0334130029014971","0.0272278157484612","0.039598190054533","6"
"Other","2014","66 and older","Rural Area","71","0.0393716139197857","0.0303038723768346","0.0484393554627368","6"
"Part-time","2014","16-34 y.","Urban Area","421","0.0874409728264714","0.0795292509463239","0.0953526947066189","2"
"Part-time","2014","16-34 y.","Rural Area","214","0.0867483235779631","0.0751388665952719","0.0983577805606543","2"
"Part-time","2014","35-65 y.","Rural Area","1072","0.168982058695042","0.15906132736371","0.178902790026375","2"
"Part-time","2014","35-65 y.","Urban Area","2122","0.17397519749095","0.166594492377098","0.181355902604803","2"
"Part-time","2014","66 and older","Urban Area","63","0.0145447365859691","0.0104242737296736","0.0186651994422647","2"
"Part-time","2014","66 and older","Rural Area","17","","","","2"
"Full-time","2015","16-34 y.","Urban Area","1637","0.414875048291275","0.401257772280402","0.428492324302148","1"
"Full-time","2015","35-65 y.","Urban Area","4986","0.540071945377304","0.530258897076171","0.549884993678436","1"
"Full-time","2015","16-34 y.","Rural Area","740","0.392145107671176","0.371980616999975","0.412309598342378","1"
"Full-time","2015","35-65 y.","Rural Area","2706","0.53534625759708","0.521985484930623","0.548707030263536","1"
"Full-time","2015","66 and older","Urban Area","45","0.0128271081375407","0.00892400865960634","0.016730207615475","1"
"Full-time","2015","66 and older","Rural Area","15","","","","1"
"Non-working","2015","16-34 y.","Urban Area","1933","0.306032989934057","0.29329617587938","0.318769803988733","5"
"Non-working","2015","16-34 y.","Rural Area","828","0.309406007214106","0.290314524140717","0.328497490287495","5"
"Non-working","2015","35-65 y.","Rural Area","1182","0.216555645163499","0.205521509943491","0.227589780383506","5"
"Non-working","2015","35-65 y.","Urban Area","2179","0.217855648306683","0.209728072186492","0.225983224426874","5"
"Non-working","2015","66 and older","Urban Area","2969","0.936745524239148","0.928302363147684","0.945188685330613","5"
"Non-working","2015","66 and older","Rural Area","1668","0.932828849760944","0.921187080496662","0.944470619025226","5"
"Other","2015","16-34 y.","Urban Area","993","0.193913403424633","0.182986375886958","0.204840430962307","6"
"Other","2015","16-34 y.","Rural Area","491","0.207990625590748","0.191227656680635","0.22475359450086","6"
"Other","2015","35-65 y.","Urban Area","621","0.0567310847393945","0.0521763668574096","0.0612858026213794","6"
"Other","2015","35-65 y.","Rural Area","370","0.0689466138709229","0.0621593734664854","0.0757338542753603","6"
"Other","2015","66 and older","Urban Area","121","0.0370670757019558","0.0305140659786887","0.0436200854252229","6"
"Other","2015","66 and older","Rural Area","68","0.0434351242022279","0.0339552110404527","0.0529150373640032","6"
"Part-time","2015","16-34 y.","Urban Area","466","0.0851785583500359","0.0774634756911807","0.0928936410088911","2"
"Part-time","2015","16-34 y.","Rural Area","193","0.0904582595239697","0.0786115066567378","0.102305012391202","2"
"Part-time","2015","35-65 y.","Rural Area","1095","0.179151483368499","0.168878627794587","0.18942433894241","2"
"Part-time","2015","35-65 y.","Urban Area","2123","0.185341321576619","0.177690516300336","0.192992126852901","2"
"Part-time","2015","66 and older","Rural Area","25","","","","2"
"Part-time","2015","66 and older","Urban Area","58","0.0133602919213553","0.0093779742539266","0.0173426095887841","2"
"Full-time","2016","16-34 y.","Urban Area","1425","0.40481704639512","0.392383411799292","0.417250680990947","1"
"Full-time","2016","16-34 y.","Rural Area","656","0.355206408416408","0.337457838093905","0.372954978738911","1"
"Full-time","2016","35-65 y.","Urban Area","4629","0.550292721400072","0.540702852380377","0.559882590419768","1"
"Full-time","2016","35-65 y.","Rural Area","2521","0.537420931348651","0.524236723507921","0.550605139189381","1"
"Full-time","2016","66 and older","Urban Area","50","0.0139928241225756","0.00984322150615199","0.0181424267389991","1"
"Full-time","2016","66 and older","Rural Area","20","","","","1"
"Non-working","2016","16-34 y.","Urban Area","3194","0.339304354872367","0.327311049247571","0.351297660497163","5"
"Non-working","2016","16-34 y.","Rural Area","1461","0.354004099588481","0.336269080924539","0.371739118252422","5"
"Non-working","2016","35-65 y.","Urban Area","3020","0.204668787335694","0.196891096885228","0.21244647778616","5"
"Non-working","2016","66 and older","Rural Area","1623","0.930806189607198","0.918850825372903","0.942761553841493","5"
"Non-working","2016","35-65 y.","Rural Area","1533","0.210087952212258","0.199316017654285","0.22085988677023","5"
"Non-working","2016","66 and older","Urban Area","2846","0.933545337538874","0.924746116678267","0.942344558399481","5"
"Other","2016","16-34 y.","Urban Area","955","0.177169930879398","0.167498437323078","0.186841424435717","6"
"Other","2016","16-34 y.","Rural Area","481","0.194833693160921","0.180144854823107","0.209522531498735","6"
"Other","2016","35-65 y.","Urban Area","608","0.057227230291197","0.0527495228826912","0.0617049376997028","6"
"Other","2016","35-65 y.","Rural Area","365","0.0623224789679243","0.0559302418631525","0.068714716072696","6"
"Other","2016","66 and older","Urban Area","126","0.0386749392353729","0.031863110264262","0.0454867682064838","6"
"Other","2016","66 and older","Rural Area","55","0.0351466328530022","0.0264715810305726","0.0438216846754318","6"
"Part-time","2016","16-34 y.","Urban Area","413","0.0787086678531163","0.0718875864015126","0.0855297493047199","2"
"Part-time","2016","16-34 y.","Rural Area","195","0.0959557988341903","0.0850327702982028","0.106878827370178","2"
"Part-time","2016","35-65 y.","Rural Area","1075","0.190168637471167","0.179791668770729","0.200545606171605","2"
"Part-time","2016","35-65 y.","Urban Area","2080","0.187811260973037","0.180282211878864","0.19534031006721","2"
"Part-time","2016","66 and older","Urban Area","56","0.0137868991031774","0.00966751332182193","0.0179062848845329","2"
"Part-time","2016","66 and older","Rural Area","33","0.0236004296865035","0.0164493222643161","0.0307515371086908","2"
"Full-time","2017","16-34 y.","Urban Area","1678","0.393043698224549","0.381587877695834","0.404499518753263","1"
"Full-time","2017","35-65 y.","Urban Area","5174","0.548121304552459","0.539015443513702","0.557227165591216","1"
"Full-time","2017","16-34 y.","Rural Area","852","0.430665904249852","0.413329763008827","0.448002045490876","1"
"Full-time","2017","35-65 y.","Rural Area","2971","0.545267726129805","0.532894986510046","0.557640465749563","1"
"Full-time","2017","66 and older","Urban Area","61","0.0160657550004343","0.0117088852288767","0.0204226247719919","1"
"Full-time","2017","66 and older","Rural Area","21","","","","1"
"Non-working","2017","16-34 y.","Urban Area","3716","0.328780183503098","0.317761942395523","0.339798424610674","5"
"Non-working","2017","16-34 y.","Rural Area","1553","0.317368919142329","0.301073189137223","0.333664649147435","5"
"Non-working","2017","35-65 y.","Rural Area","1630","0.196468728191518","0.186596136039435","0.206341320343601","5"
"Non-working","2017","66 and older","Urban Area","2921","0.923672833241275","0.914471735860626","0.932873930621925","5"
"Non-working","2017","35-65 y.","Urban Area","3328","0.207700192515759","0.200277952936282","0.215122432095236","5"
"Non-working","2017","66 and older","Rural Area","1753","0.921590114058064","0.909461352571222","0.933718875544907","5"
"Other","2017","16-34 y.","Urban Area","1065","0.181911542767026","0.172863444032173","0.190959641501878","6"
"Other","2017","16-34 y.","Rural Area","527","0.185724298085071","0.172109265170666","0.199339330999476","6"
"Other","2017","35-65 y.","Urban Area","627","0.0561357426138459","0.0519241510195475","0.0603473342081443","6"
"Other","2017","35-65 y.","Rural Area","410","0.0668506306160985","0.0606446355597734","0.0730566256724236","6"
"Other","2017","66 and older","Urban Area","149","0.0469403284679074","0.0396108330182569","0.054269823917558","6"
"Other","2017","66 and older","Rural Area","78","0.0476703965245902","0.0380569267428721","0.0572838663063083","6"
"Part-time","2017","16-34 y.","Urban Area","524","0.0962645755053272","0.0893465688887323","0.103182582121922","2"
"Part-time","2017","16-34 y.","Rural Area","202","0.0662408785227478","0.0575336675895032","0.0749480894559924","2"
"Part-time","2017","35-65 y.","Rural Area","1211","0.191412915062579","0.181637569779107","0.201188260346051","2"
"Part-time","2017","35-65 y.","Urban Area","2346","0.188042760317936","0.180893409111354","0.195192111524518","2"
"Part-time","2017","66 and older","Urban Area","68","0.0133210832903827","0.00934826531689046","0.0172939012638749","2"
"Part-time","2017","66 and older","Rural Area","35","0.0194306645252958","0.0132027144621173","0.0256586145884742","2"
"Full-time","2018","16-34 y.","Urban Area","1683","0.403177287575542","0.390982807496916","0.415371767654168","1"
"Full-time","2018","35-65 y.","Urban Area","4990","0.561544003483993","0.552185829455026","0.57090217751296","1"
"Full-time","2018","16-34 y.","Rural Area","841","0.425824896861074","0.407239099801948","0.444410693920201","1"
"Full-time","2018","35-65 y.","Rural Area","2794","0.547904493385869","0.535135461373323","0.560673525398415","1"
"Full-time","2018","66 and older","Urban Area","53","0.0131371765495998","0.00920500785585535","0.0170693452433442","1"
"Full-time","2018","66 and older","Rural Area","20","","","","1"
"Non-working","2018","16-34 y.","Urban Area","2886","0.308997073279056","0.297509991457939","0.320484155100173","5"
"Non-working","2018","16-34 y.","Rural Area","1157","0.316018347518022","0.298543159294841","0.333493535741203","5"
"Non-working","2018","35-65 y.","Rural Area","1471","0.192548424051063","0.182432194468575","0.202664653633551","5"
"Non-working","2018","35-65 y.","Urban Area","2912","0.194140964587726","0.186681213359272","0.201600715816181","5"
"Non-working","2018","66 and older","Rural Area","1741","0.909249793187265","0.89625464094093","0.922244945433599","5"
"Non-working","2018","66 and older","Urban Area","2921","0.912522323955927","0.90276517138575","0.922279476526104","5"
"Other","2018","16-34 y.","Urban Area","1081","0.184854351510605","0.175204402144614","0.194504300876596","6"
"Other","2018","16-34 y.","Rural Area","502","0.167379415079203","0.153347463349667","0.181411366808738","6"
"Other","2018","35-65 y.","Urban Area","622","0.0526596038568578","0.0484472190713351","0.0568719886423805","6"
"Other","2018","35-65 y.","Rural Area","328","0.055908544283579","0.0500141853933842","0.0618029031737737","6"
"Other","2018","66 and older","Urban Area","162","0.0537428666344359","0.045955013985756","0.0615307192831158","6"
"Other","2018","66 and older","Rural Area","83","0.0489772820968852","0.0392137099232839","0.0587408542704865","6"
"Part-time","2018","16-34 y.","Urban Area","566","0.102971287634796","0.0954159507815883","0.110526624488005","2"
"Part-time","2018","16-34 y.","Rural Area","219","0.090777340541701","0.0799787433823319","0.10157593770107","2"
"Part-time","2018","35-65 y.","Urban Area","2276","0.191655428071423","0.18423216180891","0.199078694333935","2"
"Part-time","2018","35-65 y.","Rural Area","1243","0.203638538279489","0.193306748703896","0.213970327855082","2"
"Part-time","2018","66 and older","Urban Area","85","0.0205976328600378","0.0156925995648044","0.0255026661552712","2"
"Part-time","2018","66 and older","Rural Area","33","0.0217570699234442","0.0151571370660729","0.0283570027808156","2"
"Full-time","2019","16-34 y.","Urban Area","1488","0.422523512821833","0.408914628695649","0.436132396948016","1"
"Full-time","2019","35-65 y.","Urban Area","5188","0.558704646157338","0.549111189430963","0.568298102883713","1"
"Full-time","2019","16-34 y.","Rural Area","762","0.420113074181417","0.400028674475652","0.440197473887182","1"
"Full-time","2019","35-65 y.","Rural Area","3016","0.546416078755775","0.533675045667859","0.559157111843691","1"
"Full-time","2019","66 and older","Urban Area","135","0.016625419509827","0.0121156407121255","0.0211351983075285","1"
"Full-time","2019","66 and older","Rural Area","69","0.0166081162821314","0.0108827849811831","0.0223334475830797","1"
"Non-working","2019","16-34 y.","Urban Area","2183","0.298493103918266","0.28588606638683","0.311100141449702","5"
"Non-working","2019","16-34 y.","Rural Area","914","0.293003201653263","0.274482859529549","0.311523543776976","5"
"Non-working","2019","66 and older","Rural Area","1706","0.922317174664674","0.910325501631221","0.934308847698127","5"
"Non-working","2019","35-65 y.","Urban Area","2409","0.187809102936804","0.180263278789623","0.195354927083985","5"
"Non-working","2019","35-65 y.","Rural Area","1311","0.19091708554031","0.180858590736723","0.200975580343896","5"
"Non-working","2019","66 and older","Urban Area","2677","0.916786718102551","0.907044902002198","0.926528534202903","5"
"Other","2019","16-34 y.","Urban Area","932","0.169205842119111","0.158876222810173","0.179535461428049","6"
"Other","2019","16-34 y.","Rural Area","433","0.165703730562405","0.150574027924794","0.180833433200016","6"
"Other","2019","35-65 y.","Urban Area","530","0.0498748840373969","0.0456690643397903","0.0540807037350034","6"
"Other","2019","35-65 y.","Rural Area","339","0.0577192842848455","0.0517507910906726","0.0636877774790184","6"
"Other","2019","66 and older","Urban Area","150","0.0416690215136322","0.0346208922593212","0.0487171507679432","6"
"Other","2019","66 and older","Rural Area","94","0.0432410367070423","0.0341287695746004","0.0523533038394842","6"
"Part-time","2019","16-34 y.","Urban Area","458","0.10977754114079","0.101164908068624","0.118390174212957","2"
"Part-time","2019","16-34 y.","Rural Area","211","0.121179993602915","0.107900866472046","0.134459120733785","2"
"Part-time","2019","35-65 y.","Urban Area","2164","0.203611366868461","0.195831308808956","0.211391424927966","2"
"Part-time","2019","35-65 y.","Rural Area","1199","0.20494755141907","0.194616766032728","0.215278336805412","2"
"Part-time","2019","66 and older","Urban Area","126","0.0249188408739903","0.0194209799945498","0.0304167017534307","2"
"Part-time","2019","66 and older","Rural Area","45","0.0178336723461526","0.0119045551293346","0.0237627895629706","2"
