"erwst","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1990","35-65 y.","Rural Area","1586","0.589794951525936","0.570083503498335","0.609506399553536","1"
"Full-time","1990","66 and older","Urban Area","10","","","","1"
"Full-time","1990","66 and older","Rural Area","12","","","","1"
"Non-working","1990","16-34 y.","Urban Area","1024","0.284761553046718","0.269831524608354","0.299691581485082","5"
"Non-working","1990","16-34 y.","Rural Area","405","0.243996784678824","0.224210571834559","0.263782997523088","5"
"Non-working","1990","35-65 y.","Rural Area","485","0.265479138828604","0.247782745163877","0.283175532493332","5"
"Non-working","1990","35-65 y.","Urban Area","1385","0.317043508922751","0.303703390389265","0.330383627456237","5"
"Non-working","1990","66 and older","Urban Area","932","0.97921777464456","0.970198490562798","0.988237058726322","5"
"Non-working","1990","66 and older","Rural Area","514","0.965592769782655","0.950147586750368","0.981037952814941","5"
"Other","1990","16-34 y.","Urban Area","371","0.108734662121821","0.0984359706959743","0.119033353547669","6"
"Other","1990","16-34 y.","Rural Area","173","0.0997558754840688","0.0859501830576713","0.113561567910466","6"
"Other","1990","35-65 y.","Urban Area","78","0.0198421690692173","0.0158441365992157","0.0238402015392188","6"
"Other","1990","66 and older","Urban Area","6","","","","6"
"Other","1990","35-65 y.","Rural Area","34","0.0201060147483505","0.0144810468573411","0.02573098263936","6"
"Other","1990","66 and older","Rural Area","1","","","","6"
"Part-time","1990","16-34 y.","Rural Area","127","0.0656121568429016","0.0542053378391641","0.0770189758466391","2"
"Part-time","1990","16-34 y.","Urban Area","234","0.0714077786933105","0.0628889513693623","0.0799266060172588","2"
"Part-time","1990","35-65 y.","Urban Area","458","0.102250059440532","0.0935641916599989","0.110935927221064","2"
"Part-time","1990","35-65 y.","Rural Area","287","0.124619894897109","0.111383810437395","0.137855979356824","2"
"Part-time","1990","66 and older","Urban Area","13","","","","2"
"Part-time","1990","66 and older","Rural Area","8","","","","2"
"Full-time","1991","16-34 y.","Urban Area","1770","0.531417987217445","0.514602555416799","0.548233419018091","1"
"Full-time","1991","16-34 y.","Rural Area","972","0.542109556353567","0.518780060088209","0.565439052618924","1"
"Full-time","1991","35-65 y.","Urban Area","2696","0.561106577124646","0.546739269906428","0.575473884342864","1"
"Full-time","1991","35-65 y.","Rural Area","1479","0.562041518617066","0.542117456717399","0.581965580516733","1"
"Full-time","1991","66 and older","Urban Area","8","","","","1"
"Full-time","1991","66 and older","Rural Area","5","","","","1"
"Non-working","1991","16-34 y.","Rural Area","477","0.282740152690563","0.261653237861213","0.303827067519913","5"
"Non-working","1991","16-34 y.","Urban Area","986","0.276277158480078","0.26120915463781","0.291345162322345","5"
"Non-working","1991","35-65 y.","Urban Area","1347","0.310054430112731","0.296663845190634","0.323445015034827","5"
"Non-working","1991","35-65 y.","Rural Area","664","0.318412601965953","0.299704354225442","0.337120849706464","5"
"Non-working","1991","66 and older","Urban Area","938","0.981712001499115","0.973240477684002","0.990183525314229","5"
"Non-working","1991","66 and older","Rural Area","501","0.966667757801882","0.951194787193216","0.982140728410548","5"
"Other","1991","16-34 y.","Urban Area","410","0.121993090325592","0.110964660719165","0.13302151993202","6"
"Other","1991","16-34 y.","Rural Area","194","0.114033646780482","0.0991501094491969","0.128917184111768","6"
"Other","1991","66 and older","Urban Area","6","","","","6"
"Other","1991","35-65 y.","Urban Area","101","0.0259677601305066","0.0213633174193438","0.0305722028416694","6"
"Other","1991","35-65 y.","Rural Area","37","0.0195422793737877","0.0139835023135737","0.0251010564340016","6"
"Other","1991","66 and older","Rural Area","8","","","","6"
"Part-time","1991","16-34 y.","Urban Area","217","0.0703117639768849","0.061696278459454","0.0789272494943158","2"
"Part-time","1991","16-34 y.","Rural Area","109","0.0611166441753882","0.0498999052901329","0.0723333830606435","2"
"Part-time","1991","35-65 y.","Rural Area","202","0.100003600043193","0.087955864778893","0.112051335307494","2"
"Part-time","1991","35-65 y.","Urban Area","439","0.102871232632117","0.0940759960548388","0.111666469209395","2"
"Part-time","1991","66 and older","Urban Area","9","","","","2"
"Part-time","1991","66 and older","Rural Area","3","","","","2"
"Full-time","1992","16-34 y.","Urban Area","1686","0.522637716999447","0.505611385240816","0.539664048758079","1"
"Full-time","1992","16-34 y.","Rural Area","836","0.506604410034965","0.482370620755677","0.530838199314253","1"
"Full-time","1992","35-65 y.","Urban Area","2593","0.549629850782033","0.535187654290356","0.56407204727371","1"
"Full-time","1992","35-65 y.","Rural Area","1331","0.527211013426801","0.506802822056093","0.547619204797508","1"
"Full-time","1992","66 and older","Urban Area","6","","","","1"
"Full-time","1992","66 and older","Rural Area","4","","","","1"
"Non-working","1992","16-34 y.","Rural Area","518","0.308793680398758","0.286399907764206","0.331187453033311","5"
"Non-working","1992","16-34 y.","Urban Area","1044","0.302485987932987","0.286828367334887","0.318143608531087","5"
"Non-working","1992","35-65 y.","Urban Area","1445","0.328621610691596","0.314986928050824","0.342256293332368","5"
"Non-working","1992","35-65 y.","Rural Area","754","0.358108684710083","0.338510457784281","0.377706911635885","5"
"Non-working","1992","66 and older","Urban Area","947","0.984777976432434","0.977057130495575","0.992498822369293","5"
"Non-working","1992","66 and older","Rural Area","500","0.986658555997177","0.976671695731179","0.996645416263175","5"
"Other","1992","16-34 y.","Urban Area","365","0.108354839813689","0.0977594521348771","0.1189502274925","6"
"Other","1992","16-34 y.","Rural Area","190","0.126900425055835","0.110766031756179","0.143034818355491","6"
"Other","1992","35-65 y.","Urban Area","75","0.0171468080292442","0.0133784751124","0.0209151409460885","6"
"Other","1992","66 and older","Urban Area","7","","","","6"
"Other","1992","35-65 y.","Rural Area","30","0.0159940303243517","0.0108659309854499","0.0211221296632536","6"
"Other","1992","66 and older","Rural Area","1","","","","6"
"Part-time","1992","16-34 y.","Rural Area","91","0.0577014845104416","0.0463989209165202","0.069004048104363","2"
"Part-time","1992","16-34 y.","Urban Area","211","0.0665214552538774","0.0580271139428643","0.0750157965648905","2"
"Part-time","1992","35-65 y.","Urban Area","446","0.104601730497127","0.0957180924594665","0.113485368534787","2"
"Part-time","1992","35-65 y.","Rural Area","184","0.0986862715387647","0.0864951132803599","0.11087742979717","2"
"Part-time","1992","66 and older","Urban Area","6","","","","2"
"Part-time","1992","66 and older","Rural Area","2","","","","2"
"Full-time","1993","16-34 y.","Urban Area","1664","0.506489799798008","0.489455153286122","0.523524446309893","1"
"Full-time","1993","16-34 y.","Rural Area","812","0.513440763867548","0.48903382270304","0.537847705032056","1"
"Full-time","1993","35-65 y.","Urban Area","2532","0.550855033449065","0.536301046342432","0.565409020555699","1"
"Full-time","1993","35-65 y.","Rural Area","1262","0.509623042985453","0.489062760398666","0.53018332557224","1"
"Full-time","1993","66 and older","Urban Area","4","","","","1"
"Full-time","1993","66 and older","Rural Area","4","","","","1"
"Non-working","1993","16-34 y.","Rural Area","488","0.290710757364484","0.268536833159062","0.312884681569906","5"
"Non-working","1993","16-34 y.","Urban Area","1069","0.313441022246214","0.297635219772072","0.329246824720356","5"
"Non-working","1993","35-65 y.","Rural Area","794","0.375965657219658","0.356044348884301","0.395886965555015","5"
"Non-working","1993","35-65 y.","Urban Area","1436","0.324094685316419","0.310400098247324","0.337789272385514","5"
"Non-working","1993","66 and older","Urban Area","964","0.984739573540859","0.97707238085249","0.992406766229229","5"
"Non-working","1993","66 and older","Rural Area","509","0.981804480786818","0.970294411380696","0.993314550192941","5"
"Other","1993","16-34 y.","Urban Area","376","0.115202342241918","0.104324259844367","0.12608042463947","6"
"Other","1993","16-34 y.","Rural Area","220","0.133649027657363","0.117032887144222","0.150265168170504","6"
"Other","1993","35-65 y.","Urban Area","77","0.0213746479629821","0.0171428222529097","0.0256064736730544","6"
"Other","1993","35-65 y.","Rural Area","35","0.018974725280202","0.0133633751184723","0.0245860754419318","6"
"Other","1993","66 and older","Urban Area","9","","","","6"
"Other","1993","66 and older","Rural Area","3","","","","6"
"Part-time","1993","16-34 y.","Urban Area","200","0.0648668357138597","0.0564751773722277","0.0732584940554918","2"
"Part-time","1993","16-34 y.","Rural Area","91","0.0621994511106044","0.0504057847321272","0.0739931174890816","2"
"Part-time","1993","35-65 y.","Urban Area","442","0.103675633271534","0.0947561230786101","0.112595143464458","2"
"Part-time","1993","35-65 y.","Rural Area","180","0.0954365745146875","0.0833524147831459","0.107520734246229","2"
"Part-time","1993","66 and older","Urban Area","5","","","","2"
"Part-time","1993","66 and older","Rural Area","2","","","","2"
"Full-time","1994","16-34 y.","Urban Area","1625","0.51056110693896","0.493393399067191","0.527728814810728","1"
"Full-time","1994","16-34 y.","Rural Area","745","0.480695879098462","0.455910662220303","0.505481095976621","1"
"Full-time","1994","35-65 y.","Urban Area","2374","0.532539835874871","0.517733294857557","0.547346376892184","1"
"Full-time","1994","35-65 y.","Rural Area","1244","0.503179805056296","0.482488176388898","0.523871433723695","1"
"Full-time","1994","66 and older","Urban Area","8","","","","1"
"Full-time","1994","66 and older","Rural Area","4","","","","1"
"Non-working","1994","16-34 y.","Urban Area","1114","0.330659240576917","0.314502521277459","0.346815959876376","5"
"Non-working","1994","16-34 y.","Rural Area","506","0.310252375697529","0.287304139883733","0.333200611511326","5"
"Non-working","1994","35-65 y.","Urban Area","1468","0.340682485728324","0.326617882971983","0.354747088484665","5"
"Non-working","1994","35-65 y.","Rural Area","778","0.382934196418901","0.362817286580609","0.403051106257192","5"
"Non-working","1994","66 and older","Urban Area","991","0.9854302232557","0.978033196109971","0.992827250401429","5"
"Non-working","1994","66 and older","Rural Area","505","0.98476575001514","0.974166712846794","0.995364787183487","5"
"Other","1994","16-34 y.","Rural Area","220","0.14169793398853","0.12439783940585","0.15899802857121","6"
"Other","1994","16-34 y.","Urban Area","327","0.0973983565620242","0.0872156533431575","0.107581059780891","6"
"Other","1994","35-65 y.","Urban Area","102","0.0255403154324564","0.0208586505122621","0.0302219803526508","6"
"Other","1994","35-65 y.","Rural Area","41","0.0237013042896913","0.017406084003671","0.0299965245757117","6"
"Other","1994","66 and older","Urban Area","5","","","","6"
"Other","1994","66 and older","Rural Area","1","","","","6"
"Part-time","1994","16-34 y.","Urban Area","191","0.0613812959220988","0.0531379819707289","0.0696246098734686","2"
"Part-time","1994","16-34 y.","Rural Area","90","0.0673538112154786","0.0549205176768128","0.0797871047541443","2"
"Part-time","1994","35-65 y.","Rural Area","180","0.0901846942351113","0.078330378450196","0.102039010020027","2"
"Part-time","1994","35-65 y.","Urban Area","418","0.101237362964349","0.0922858142927522","0.110188911635945","2"
"Part-time","1994","66 and older","Urban Area","4","","","","2"
"Part-time","1994","66 and older","Rural Area","3","","","","2"
"Full-time","1995","16-34 y.","Urban Area","1652","0.502342994066938","0.48537872220122","0.519307265932656","1"
"Full-time","1995","16-34 y.","Rural Area","789","0.49521107312206","0.47090182694388","0.519520319300239","1"
"Full-time","1995","35-65 y.","Urban Area","2415","0.522414442525514","0.507828520980427","0.5370003640706","1"
"Full-time","1995","35-65 y.","Rural Area","1289","0.49559524861903","0.47537194061893","0.515818556619131","1"
"Full-time","1995","66 and older","Urban Area","8","","","","1"
"Full-time","1995","66 and older","Rural Area","4","","","","1"
"Non-working","1995","16-34 y.","Rural Area","508","0.288891536172582","0.266854319517546","0.310928752827618","5"
"Non-working","1995","16-34 y.","Urban Area","1149","0.341626823546202","0.325535860651223","0.357717786441182","5"
"Non-working","1995","35-65 y.","Rural Area","801","0.389819135659368","0.37009218702661","0.409546084292126","5"
"Non-working","1995","35-65 y.","Urban Area","1504","0.339844358686377","0.326013030210235","0.35367568716252","5"
"Non-working","1995","66 and older","Urban Area","1026","0.98015153089437","0.971710986352665","0.988592075436074","5"
"Non-working","1995","66 and older","Rural Area","496","0.975438908632969","0.961939141728847","0.988938675537091","5"
"Other","1995","16-34 y.","Urban Area","340","0.101853537403924","0.0915915464389678","0.112115528368881","6"
"Other","1995","16-34 y.","Rural Area","228","0.136435078039031","0.119746016093178","0.153124139984884","6"
"Other","1995","35-65 y.","Urban Area","120","0.0302729374336347","0.0252696813406736","0.0352761935265959","6"
"Other","1995","35-65 y.","Rural Area","51","0.0255632286513389","0.0191793631410122","0.0319470941616655","6"
"Other","1995","66 and older","Urban Area","7","","","","6"
"Other","1995","66 and older","Rural Area","4","","","","6"
"Part-time","1995","16-34 y.","Rural Area","100","0.0794623126663272","0.0663124022142827","0.0926122231183718","2"
"Part-time","1995","16-34 y.","Urban Area","196","0.0541766449829354","0.0464962941635927","0.0618569958022782","2"
"Part-time","1995","35-65 y.","Rural Area","207","0.0890223870702627","0.0775037123400898","0.100541061800436","2"
"Part-time","1995","35-65 y.","Urban Area","466","0.107468261354474","0.0984244261704047","0.116512096538544","2"
"Part-time","1995","66 and older","Urban Area","8","","","","2"
"Part-time","1995","66 and older","Rural Area","1","","","","2"
"Full-time","1996","16-34 y.","Urban Area","1565","0.489294201108626","0.472009448930396","0.506578953286855","1"
"Full-time","1996","16-34 y.","Rural Area","748","0.478876594972548","0.454142519138902","0.503610670806193","1"
"Full-time","1996","35-65 y.","Rural Area","1265","0.488760224870403","0.468592712357045","0.50892773738376","1"
"Full-time","1996","35-65 y.","Urban Area","2325","0.518488249047575","0.503732949220007","0.533243548875143","1"
"Full-time","1996","66 and older","Rural Area","2","","","","1"
"Full-time","1996","66 and older","Urban Area","11","","","","1"
"Non-working","1996","16-34 y.","Urban Area","1108","0.338943083785743","0.32257584030246","0.355310327269027","5"
"Non-working","1996","16-34 y.","Rural Area","525","0.3288515087691","0.305590806564812","0.352112210973389","5"
"Non-working","1996","35-65 y.","Urban Area","1451","0.335684298847206","0.321738997376148","0.349629600318264","5"
"Non-working","1996","35-65 y.","Rural Area","818","0.384210579907585","0.364586339259045","0.403834820556125","5"
"Non-working","1996","66 and older","Urban Area","1042","0.977940997020704","0.969144644580978","0.986737349460429","5"
"Non-working","1996","66 and older","Rural Area","498","0.975749347413903","0.962359520560717","0.989139174267089","5"
"Other","1996","16-34 y.","Rural Area","204","0.113315675961225","0.0976213342236994","0.12901001769875","6"
"Other","1996","16-34 y.","Urban Area","331","0.106565117410048","0.0958959208935658","0.11723431392653","6"
"Other","1996","35-65 y.","Urban Area","114","0.0282631505153603","0.0233691979420597","0.0331571030886609","6"
"Other","1996","35-65 y.","Rural Area","47","0.0232090466661084","0.0171343925497696","0.0292837007824471","6"
"Other","1996","66 and older","Urban Area","11","","","","6"
"Other","1996","66 and older","Rural Area","3","","","","6"
"Part-time","1996","16-34 y.","Rural Area","90","0.0789562202971277","0.065604202431502","0.0923082381627535","2"
"Part-time","1996","16-34 y.","Urban Area","209","0.0651975976955833","0.0566613219604991","0.0737338734306674","2"
"Part-time","1996","35-65 y.","Urban Area","515","0.117564301589858","0.108052683521501","0.127075919658215","2"
"Part-time","1996","35-65 y.","Rural Area","230","0.103820148555904","0.0915137634815507","0.116126533630258","2"
"Part-time","1996","66 and older","Urban Area","7","","","","2"
"Part-time","1996","66 and older","Rural Area","4","","","","2"
"Full-time","1997","16-34 y.","Urban Area","1491","0.485907034063822","0.468363888802665","0.50345017932498","1"
"Full-time","1997","16-34 y.","Rural Area","728","0.476700672404193","0.451567155033442","0.501834189774945","1"
"Full-time","1997","35-65 y.","Rural Area","1260","0.491708012897262","0.471413098269247","0.512002927525278","1"
"Full-time","1997","35-65 y.","Urban Area","2252","0.508148000501084","0.493265843863924","0.523030157138245","1"
"Full-time","1997","66 and older","Rural Area","2","","","","1"
"Full-time","1997","66 and older","Urban Area","12","","","","1"
"Non-working","1997","16-34 y.","Rural Area","527","0.347591231250973","0.323627767010282","0.371554695491664","5"
"Non-working","1997","16-34 y.","Urban Area","1081","0.332958141972333","0.3164163940256","0.349499889919066","5"
"Non-working","1997","35-65 y.","Rural Area","806","0.388978643085953","0.369187629910718","0.408769656261188","5"
"Non-working","1997","35-65 y.","Urban Area","1494","0.355246012916755","0.34099928387606","0.369492741957449","5"
"Non-working","1997","66 and older","Urban Area","1065","0.973850681977871","0.964398819345363","0.983302544610378","5"
"Non-working","1997","66 and older","Rural Area","511","0.989821879642598","0.981178262403993","0.998465496881202","5"
"Other","1997","16-34 y.","Urban Area","342","0.106877072891772","0.0960326129170914","0.117721532866452","6"
"Other","1997","16-34 y.","Rural Area","189","0.110770790999867","0.0949774217618675","0.126564160237866","6"
"Other","1997","35-65 y.","Urban Area","100","0.0220704973197308","0.0176971559945301","0.0264438386449315","6"
"Other","1997","35-65 y.","Rural Area","47","0.0218068906990891","0.0158778268494266","0.0277359545487517","6"
"Other","1997","66 and older","Urban Area","11","","","","6"
"Other","1997","66 and older","Rural Area","2","","","","6"
"Part-time","1997","16-34 y.","Rural Area","73","0.0649373053449672","0.05253727358521","0.0773373371047244","2"
