"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2012","Not Employed","inadequately","2","","","","1"
"Full-time","2012","Not Employed","general elemantary","20","","","","1"
"Full-time","2012","Employed","middle vocational","4813","0.601906460146321","0.591567464232189","0.612245456060453","1"
"Full-time","2012","Employed","vocational + Abi","847","0.645419861582242","0.621596625874524","0.66924309728996","1"
"Non-working","2012","Not Employed","vocational + Abi","383","0.911527323601788","0.884432814059122","0.938621833144454","5"
"Non-working","2012","Not Employed","higher vocational","507","0.981206723484162","0.969601948375918","0.992811498592406","5"
"Non-working","2012","Not Employed","higher education","1498","0.970951929921203","0.962652634266827","0.979251225575579","5"
"Non-working","2012","Not Employed","middle vocational","4763","0.967979919541369","0.963096638814192","0.972863200268546","5"
"Non-working","2012","Employed","in school","40","0.31507278742038","0.223099287890925","0.407046286949834","5"
"Non-working","2012","Employed","higher education","335","0.0755052907802676","0.0678611272472103","0.0831494543133249","5"
"Non-working","2012","Employed","inadequately","30","0.176907599215881","0.120045540443671","0.233769657988092","5"
"Non-working","2012","Employed","higher vocational","81","0.0605697373796945","0.0475476156482224","0.0735918591111666","5"
"Non-working","2012","Employed","general elemantary","188","0.126118192732734","0.108525988397193","0.143710397068274","5"
"Non-working","2012","Employed","middle vocational","876","0.10740467286625","0.100864937282156","0.113944408450344","5"
"Non-working","2012","Employed","vocational + Abi","119","0.0768517012678854","0.0635873851984285","0.0901160173373424","5"
"Non-working","2012","Not Employed","general elemantary","1522","0.960746500737679","0.951327635279223","0.970165366196135","5"
"Non-working","2012","Not Employed","inadequately","204","0.964359001743009","0.939577754527473","0.989140248958545","5"
"Non-working","2012","Not Employed","in school","667","0.847958336518788","0.823276846094069","0.872639826943507","5"
"Other","2012","Not Employed","in school","146","0.152041663481212","0.127360173056493","0.176723153905931","6"
"Other","2012","Not Employed","inadequately","6","","","","6"
"Other","2012","Not Employed","general elemantary","78","0.0233179444442824","0.0159985233290638","0.0306373655595011","6"
"Other","2012","Not Employed","middle vocational","73","0.00913193034204947","0.00649343385763579","0.0117704268264631","6"
"Other","2012","Not Employed","vocational + Abi","9","","","","6"
"Other","2012","Not Employed","higher vocational","4","","","","6"
"Other","2012","Not Employed","higher education","11","","","","6"
"Other","2012","Employed","in school","51","0.568441834268603","0.470380513466084","0.666503155071122","6"
"Other","2012","Employed","inadequately","39","0.19804691222749","0.138660982610188","0.257432841844793","6"
"Other","2012","Employed","general elemantary","431","0.297678836232917","0.273449199679445","0.321908472786389","6"
"Other","2012","Employed","middle vocational","1013","0.116588947026775","0.109810481358667","0.123367412694883","6"
"Other","2012","Employed","vocational + Abi","133","0.0709707889438599","0.0581835469697931","0.0837580309179267","6"
"Other","2012","Employed","higher vocational","48","0.0337913589892477","0.0239272032601779","0.0436555147183176","6"
"Other","2012","Employed","higher education","225","0.0509519394510655","0.0445896485100485","0.0573142303920826","6"
"Part-time","2012","Not Employed","in school","","","","","2"
"Part-time","2012","Not Employed","inadequately","3","","","","2"
"Part-time","2012","Not Employed","general elemantary","13","","","","2"
"Part-time","2012","Not Employed","middle vocational","70","0.00652030662637065","0.00428786138517638","0.00875275186756493","2"
"Part-time","2012","Not Employed","vocational + Abi","10","","","","2"
"Part-time","2012","Not Employed","higher vocational","6","","","","2"
"Part-time","2012","Not Employed","higher education","37","0.0106376989986817","0.00556796401689059","0.0157074339804728","2"
"Part-time","2012","Employed","in school","6","","","","2"
"Part-time","2012","Employed","inadequately","29","","","","2"
"Part-time","2012","Employed","general elemantary","242","0.16806818233989","0.148253292549854","0.187883072129927","2"
"Part-time","2012","Employed","middle vocational","1909","0.174099919960655","0.166090808526382","0.182109031394927","2"
"Part-time","2012","Employed","vocational + Abi","450","0.206757648206013","0.186589959899543","0.226925336512482","2"
"Part-time","2012","Employed","higher vocational","230","0.137750330539727","0.118936186031632","0.156564475047823","2"
"Part-time","2012","Employed","higher education","931","0.155808451523306","0.145315321173771","0.166301581872841","2"
"Full-time","2013","Not Employed","vocational + Abi","295","0.214352105435058","0.188076293313564","0.240627917556553","1"
"Full-time","2013","Not Employed","higher vocational","39","0.0331693902326704","0.0178655945581107","0.0484731859072301","1"
"Full-time","2013","Not Employed","higher education","593","0.149294559589455","0.135288312150184","0.163300807028726","1"
"Full-time","2013","Employed","in school","","","","","1"
"Full-time","2013","Not Employed","middle vocational","836","0.0679059610608517","0.0616217996787439","0.0741901224429595","1"
"Full-time","2013","Employed","higher education","2886","0.710347843063922","0.696932837974146","0.723762848153697","1"
"Full-time","2013","Not Employed","in school","1","","","","1"
"Full-time","2013","Not Employed","inadequately","62","0.0915483440218813","0.0658826283582207","0.117214059685542","1"
"Full-time","2013","Not Employed","general elemantary","326","0.0748216197293237","0.0646416601044135","0.085001579354234","1"
"Full-time","2013","Employed","inadequately","57","0.422157084131673","0.343117545066485","0.501196623196862","1"
"Full-time","2013","Employed","middle vocational","4423","0.589147128373406","0.578415004895951","0.59987925185086","1"
"Full-time","2013","Employed","general elemantary","447","0.38434591206357","0.35747609294651","0.411215731180629","1"
"Full-time","2013","Employed","vocational + Abi","771","0.664785055369334","0.64037762736407","0.689192483374598","1"
"Full-time","2013","Employed","higher vocational","860","0.749810392404488","0.725396034812571","0.774224749996405","1"
"Non-working","2013","Not Employed","vocational + Abi","464","0.649557526574328","0.619008633827147","0.680106419321508","5"
"Non-working","2013","Not Employed","higher vocational","472","0.94673252623449","0.927541424029728","0.965923628439252","5"
"Non-working","2013","Not Employed","higher education","1633","0.787528032093511","0.771451438645018","0.803604625542004","5"
"Non-working","2013","Employed","in school","38","0.43329583328375","0.337598477498702","0.528993189068799","5"
"Non-working","2013","Employed","higher education","297","0.0639035191499546","0.0566701668277768","0.0711368714721324","5"
"Non-working","2013","Not Employed","middle vocational","4802","0.888698842210912","0.880843037794355","0.89655464662747","5"
"Non-working","2013","Employed","inadequately","25","","","","5"
"Non-working","2013","Employed","higher vocational","71","0.0756056463327719","0.0607037788227801","0.0905075138427636","5"
"Non-working","2013","Not Employed","in school","806","0.844768510591615","0.822003192171373","0.867533829011858","5"
"Non-working","2013","Employed","general elemantary","173","0.134611161219019","0.115758120473163","0.153464201964875","5"
"Non-working","2013","Employed","middle vocational","812","0.102147175006055","0.095541056325692","0.108753293686418","5"
"Non-working","2013","Not Employed","inadequately","350","0.794524754974515","0.758565499456202","0.830484010492828","5"
"Non-working","2013","Not Employed","general elemantary","1794","0.840424623759266","0.826255203296219","0.854594044222313","5"
"Non-working","2013","Employed","vocational + Abi","115","0.0709118062044668","0.057640690017059","0.0841829223918745","5"
"Other","2013","Not Employed","in school","162","0.153274765969923","0.13062719961399","0.175922332325856","6"
"Other","2013","Not Employed","inadequately","44","0.0630181234846111","0.0413921557603919","0.0846440912088302","6"
"Other","2013","Not Employed","general elemantary","319","0.062552315133834","0.0531828461155687","0.0719217841520993","6"
"Other","2013","Not Employed","middle vocational","245","0.0250843767933355","0.0211782288573466","0.0289905247293244","6"
"Other","2013","Not Employed","vocational + Abi","58","0.0521699895496385","0.0379318285945303","0.0664081505047467","6"
"Other","2013","Employed","middle vocational","1002","0.120672506985637","0.113566753963398","0.127778260007875","6"
"Other","2013","Employed","vocational + Abi","123","0.0602265447933853","0.0479259739094629","0.0725271156773077","6"
"Other","2013","Employed","higher vocational","55","0.0384769019865879","0.0276347660060526","0.0493190379671233","6"
"Other","2013","Employed","higher education","231","0.0563186624859791","0.049500681674818","0.0631366432971403","6"
"Other","2013","Not Employed","higher vocational","3","","","","6"
"Other","2013","Not Employed","higher education","97","0.0241730472547431","0.018136865565633","0.0302092289438533","6"
"Other","2013","Employed","in school","63","0.540976364080564","0.444740677662553","0.637212050498574","6"
"Other","2013","Employed","inadequately","32","0.285306327799476","0.213042970956293","0.35756968464266","6"
"Other","2013","Employed","general elemantary","445","0.341943506035185","0.315740929646605","0.368146082423764","6"
"Part-time","2013","Not Employed","in school","3","","","","2"
"Part-time","2013","Not Employed","inadequately","29","","","","2"
"Part-time","2013","Not Employed","general elemantary","127","0.0222014413775762","0.0165006513297601","0.0279022314253923","2"
"Part-time","2013","Not Employed","middle vocational","274","0.0183108199349006","0.0149619027168895","0.0216597371529117","2"
"Part-time","2013","Not Employed","vocational + Abi","120","0.0839203784409756","0.06616709758977","0.101673659292181","2"
"Part-time","2013","Not Employed","higher vocational","12","","","","2"
"Part-time","2013","Not Employed","higher education","164","0.0390043610622914","0.0313953626967514","0.0466133594278314","2"
"Part-time","2013","Employed","in school","2","","","","2"
"Part-time","2013","Employed","inadequately","36","0.221567215002638","0.155106383538069","0.288028046467206","2"
"Part-time","2013","Employed","general elemantary","194","0.139099420682227","0.119984416973107","0.158214424391347","2"
"Part-time","2013","Employed","middle vocational","1836","0.188033189634903","0.179509708385233","0.196556670884573","2"
"Part-time","2013","Employed","vocational + Abi","428","0.204076593632814","0.183238789883776","0.224914397381852","2"
"Part-time","2013","Employed","higher vocational","223","0.136107059276152","0.116778244312197","0.155435874240107","2"
"Part-time","2013","Employed","higher education","978","0.169429975300145","0.158335668394676","0.180524282205614","2"
"Full-time","2014","Not Employed","vocational + Abi","20","","","","1"
"Full-time","2014","Not Employed","higher vocational","15","","","","1"
"Full-time","2014","Not Employed","higher education","47","0.0261515928061565","0.0182801965140583","0.0340229890982548","1"
"Full-time","2014","Employed","in school","","","","","1"
"Full-time","2014","Not Employed","in school","","","","","1"
"Full-time","2014","Not Employed","inadequately","4","","","","1"
"Full-time","2014","Not Employed","middle vocational","110","0.0179851044740587","0.0141180595128671","0.0218521494352502","1"
"Full-time","2014","Employed","higher education","3029","0.696184805857226","0.682984548501061","0.70938506321339","1"
"Full-time","2014","Employed","higher vocational","802","0.749936701016896","0.724809590439212","0.775063811594581","1"
"Full-time","2014","Not Employed","general elemantary","39","0.0157672273559114","0.00972891203032884","0.0218055426814939","1"
"Full-time","2014","Employed","vocational + Abi","920","0.639794074688603","0.616637725629308","0.662950423747899","1"
"Full-time","2014","Employed","middle vocational","4457","0.581478697789799","0.570724265485248","0.59223313009435","1"
"Full-time","2014","Employed","inadequately","83","0.361902675605333","0.29897184837596","0.424833502834705","1"
"Full-time","2014","Employed","general elemantary","609","0.390343256213494","0.366507106728449","0.414179405698539","1"
"Non-working","2014","Not Employed","vocational + Abi","350","0.918950825242209","0.892437065223846","0.945464585260573","5"
"Non-working","2014","Not Employed","higher vocational","434","0.974159567020923","0.959644912892349","0.988674221149497","5"
"Non-working","2014","Not Employed","higher education","1487","0.951153926577966","0.940522360138894","0.961785493017038","5"
"Non-working","2014","Employed","in school","35","0.392378649546595","0.28669437716797","0.49806292192522","5"
"Non-working","2014","Employed","higher education","354","0.0795944716191982","0.0718258057178884","0.0873631375205081","5"
"Non-working","2014","Employed","inadequately","48","0.20577482625164","0.152833839972746","0.258715812530534","5"
"Non-working","2014","Not Employed","middle vocational","4266","0.956726383275148","0.950805736202468","0.962647030347829","5"
"Non-working","2014","Employed","higher vocational","77","0.0622011654046111","0.0481872537916718","0.0762150770175505","5"
"Non-working","2014","Employed","middle vocational","755","0.0976598961960944","0.0911883946297478","0.104131397762441","5"
"Non-working","2014","Not Employed","in school","662","0.852839181689162","0.828290240415137","0.877388122963187","5"
"Non-working","2014","Not Employed","inadequately","268","0.963661067114729","0.941820104348751","0.985502029880707","5"
"Non-working","2014","Employed","general elemantary","230","0.131144141855524","0.114650430743576","0.147637852967471","5"
"Non-working","2014","Employed","vocational + Abi","122","0.0666133340260401","0.0545855412811831","0.0786411267708971","5"
"Non-working","2014","Not Employed","general elemantary","1457","0.937478980759474","0.925743983113148","0.9492139784058","5"
"Other","2014","Not Employed","in school","137","0.146740857900479","0.122220935043778","0.171260780757181","6"
"Other","2014","Not Employed","inadequately","6","","","","6"
"Other","2014","Not Employed","general elemantary","123","0.0396897107494403","0.0302265989598709","0.0491528225390096","6"
"Other","2014","Not Employed","middle vocational","93","0.0156247943072519","0.012016090906387","0.0192334977081168","6"
"Other","2014","Not Employed","vocational + Abi","18","","","","6"
"Other","2014","Employed","middle vocational","1093","0.129929156825368","0.122599351852679","0.137258961798056","6"
"Other","2014","Employed","vocational + Abi","145","0.0731345151222101","0.0605758319997916","0.0856931982446286","6"
"Other","2014","Employed","higher vocational","60","0.0513853878088851","0.0385747724052345","0.0641960032125357","6"
"Other","2014","Employed","higher education","287","0.0630622002819886","0.0560854155469986","0.0700389850169785","6"
"Other","2014","Not Employed","higher vocational","6","","","","6"
"Other","2014","Not Employed","higher education","13","","","","6"
"Other","2014","Employed","in school","45","0.530450203733444","0.42243017130445","0.638470236162437","6"
"Other","2014","Employed","inadequately","57","0.314142037027798","0.253355947936643","0.374928126118954","6"
"Other","2014","Employed","general elemantary","514","0.316538813704735","0.293811898990328","0.339265728419142","6"
"Part-time","2014","Not Employed","in school","1","","","","2"
"Part-time","2014","Not Employed","inadequately","4","","","","2"
"Part-time","2014","Not Employed","general elemantary","16","","","","2"
"Part-time","2014","Not Employed","middle vocational","68","0.00966371794354101","0.00681711319617452","0.0125103226909075","2"
"Part-time","2014","Not Employed","vocational + Abi","19","","","","2"
"Part-time","2014","Not Employed","higher vocational","4","","","","2"
"Part-time","2014","Not Employed","higher education","32","0.0143009059955669","0.00844477233310136","0.0201570396580325","2"
"Part-time","2014","Employed","in school","2","","","","2"
"Part-time","2014","Employed","inadequately","36","0.118180461115229","0.0759051530857503","0.160455769144708","2"
"Part-time","2014","Employed","general elemantary","256","0.161973788226247","0.143971768216621","0.179975808235873","2"
"Part-time","2014","Employed","middle vocational","1778","0.190932249188739","0.182363964433368","0.199500533944109","2"
"Part-time","2014","Employed","vocational + Abi","464","0.220458076163147","0.200461423675802","0.240454728650492","2"
"Part-time","2014","Employed","higher vocational","202","0.136476745769607","0.116557558405567","0.156395933133647","2"
"Part-time","2014","Employed","higher education","993","0.161158522241588","0.150605375675272","0.171711668807904","2"
"Full-time","2015","Not Employed","vocational + Abi","120","0.0993010707107291","0.0744200387937825","0.124182102627676","1"
"Full-time","2015","Not Employed","higher vocational","9","","","","1"
"Full-time","2015","Not Employed","higher education","321","0.0864524171885421","0.074275161278171","0.0986296730989132","1"
"Full-time","2015","Employed","in school","","","","","1"
"Full-time","2015","Not Employed","middle vocational","266","0.021282845508331","0.017149677165654","0.0254160138510079","1"
"Full-time","2015","Employed","higher education","2805","0.680272698506359","0.666509767140749","0.694035629871968","1"
"Full-time","2015","Employed","inadequately","66","0.365403672648636","0.293853827512141","0.436953517785131","1"
"Full-time","2015","Employed","higher vocational","776","0.750450624030493","0.724853791526417","0.776047456534569","1"
"Full-time","2015","Not Employed","general elemantary","113","0.0315284200167115","0.0233554410854804","0.0397013989479427","1"
"Full-time","2015","Employed","middle vocational","4143","0.586001984127367","0.574902768261896","0.597101199992838","1"
"Full-time","2015","Not Employed","in school","2","","","","1"
"Full-time","2015","Employed","general elemantary","512","0.400213965097323","0.374241801608022","0.426186128586625","1"
"Full-time","2015","Employed","vocational + Abi","866","0.609144486146282","0.585347053413593","0.63294191887897","1"
"Full-time","2015","Not Employed","inadequately","33","0.0415562522571398","0.0210541261513564","0.0620583783629232","1"
"Non-working","2015","Not Employed","vocational + Abi","379","0.863027584085679","0.834423338647778","0.891631829523579","5"
"Non-working","2015","Not Employed","higher vocational","429","0.972134234033854","0.956807668758934","0.987460799308774","5"
"Non-working","2015","Not Employed","higher education","1575","0.872696689428918","0.858254042665055","0.887139336192782","5"
"Non-working","2015","Employed","in school","39","0.501697603745259","0.388539682553509","0.614855524937008","5"
"Non-working","2015","Employed","higher education","353","0.0792040765524986","0.0712345040944735","0.0871736490105238","5"
"Non-working","2015","Employed","inadequately","35","0.18938967853127","0.131171624481302","0.247607732581238","5"
"Non-working","2015","Not Employed","middle vocational","4203","0.950351796889279","0.944131177704946","0.956572416073612","5"
"Non-working","2015","Employed","higher vocational","68","0.0683376602073728","0.053412938434352","0.0832623819803935","5"
"Non-working","2015","Not Employed","inadequately","294","0.869236967647053","0.834602462663694","0.903871472630412","5"
"Non-working","2015","Not Employed","general elemantary","1446","0.911425447528222","0.898136184610801","0.924714710445644","5"
"Non-working","2015","Employed","middle vocational","752","0.0937582430935248","0.0871896797885887","0.100326806398461","5"
"Non-working","2015","Not Employed","in school","555","0.786323987729629","0.756023537908615","0.816624437550643","5"
"Non-working","2015","Employed","general elemantary","186","0.1181340894194","0.101023982232663","0.135244196606136","5"
"Non-working","2015","Employed","vocational + Abi","149","0.0879062013806903","0.0740962758720693","0.101716126889311","5"
"Other","2015","Not Employed","in school","145","0.211823162841209","0.181618848138834","0.242027477543584","6"
"Other","2015","Not Employed","inadequately","16","","","","6"
"Other","2015","Not Employed","general elemantary","162","0.0498492032784401","0.0396700603040515","0.0600283462528287","6"
"Other","2015","Not Employed","middle vocational","133","0.0208566386736477","0.0167641739141855","0.02494910343311","6"
"Other","2015","Not Employed","vocational + Abi","28","","","","6"
"Other","2015","Not Employed","higher vocational","4","","","","6"
"Other","2015","Not Employed","higher education","59","0.016671868937762","0.0111238663890405","0.0222198714864835","6"
"Other","2015","Employed","in school","36","0.498302396254741","0.385144475062992","0.611460317446491","6"
"Other","2015","Employed","inadequately","37","0.278043623043703","0.211472571849128","0.344614674238277","6"
"Other","2015","Employed","general elemantary","427","0.306036271918354","0.281606541707713","0.330466002128996","6"
"Other","2015","Employed","middle vocational","946","0.12580195510589","0.118329002368496","0.133274907843283","6"
"Other","2015","Employed","vocational + Abi","128","0.078975025611745","0.0658214926116263","0.0921285586118636","6"
"Other","2015","Employed","higher vocational","51","0.0343190842922686","0.0235511699769369","0.0450869986076004","6"
"Other","2015","Employed","higher education","267","0.0572378122844209","0.0503825803506804","0.0640930442181614","6"
"Part-time","2015","Not Employed","in school","1","","","","2"
"Part-time","2015","Employed","vocational + Abi","472","0.223974286861283","0.203641403717187","0.244307170005379","2"
"Part-time","2015","Employed","higher vocational","203","0.146892631469866","0.125953976866634","0.167831286073097","2"
"Part-time","2015","Employed","higher education","986","0.183285412656722","0.171867711565202","0.194703113748241","2"
"Part-time","2015","Not Employed","inadequately","21","","","","2"
"Part-time","2015","Not Employed","general elemantary","35","0.00719692917662593","0.00324334485705699","0.0111505134961949","2"
"Part-time","2015","Not Employed","middle vocational","82","0.00750871892874213","0.00503650572358412","0.00998093213390015","2"
"Part-time","2015","Not Employed","vocational + Abi","28","","","","2"
"Part-time","2015","Not Employed","higher vocational","1","","","","2"
"Part-time","2015","Not Employed","higher education","91","0.0241790244447777","0.0175232324952344","0.030834816394321","2"
"Part-time","2015","Employed","in school","","","","","2"
"Part-time","2015","Employed","inadequately","36","0.167163025776391","0.111722980343486","0.222603071209296","2"
"Part-time","2015","Employed","general elemantary","242","0.175615673564922","0.155445467565734","0.195785879564111","2"
"Part-time","2015","Employed","middle vocational","1724","0.194437817673218","0.185519487869122","0.203356147477315","2"
"Full-time","2016","Not Employed","vocational + Abi","18","","","","1"
"Full-time","2016","Not Employed","higher vocational","3","","","","1"
"Full-time","2016","Not Employed","higher education","66","0.0139442013954751","0.00913000839144823","0.018758394399502","1"
"Full-time","2016","Not Employed","middle vocational","68","0.00842938840748617","0.00581511237768607","0.0110436644372863","1"
"Full-time","2016","Employed","in school","","","","","1"
"Full-time","2016","Employed","inadequately","81","0.452092543455233","0.380374323095835","0.52381076381463","1"
"Full-time","2016","Employed","higher education","2811","0.687872118243844","0.674193336067205","0.701550900420483","1"
"Full-time","2016","Employed","general elemantary","489","0.383034860771153","0.356948130972428","0.409121590569879","1"
"Full-time","2016","Not Employed","general elemantary","48","0.0129893784441159","0.0083045708080826","0.0176741860801491","1"
"Full-time","2016","Not Employed","inadequately","39","0.0210490647301175","0.0145060710609019","0.027592058399333","1"
"Full-time","2016","Employed","higher vocational","711","0.767605595869231","0.741454124455202","0.793757067283261","1"
"Full-time","2016","Not Employed","in school","1","","","","1"
"Full-time","2016","Employed","vocational + Abi","926","0.649041096044055","0.626012346863996","0.672069845224113","1"
"Full-time","2016","Employed","middle vocational","3957","0.58451366632435","0.57310446889676","0.595922863751941","1"
"Non-working","2016","Employed","in school","28","","","","5"
"Non-working","2016","Not Employed","vocational + Abi","435","0.923401787006822","0.899901659758598","0.946901914255045","5"
"Non-working","2016","Not Employed","higher vocational","401","0.962644232762612","0.944333268290829","0.980955197234396","5"
"Non-working","2016","Not Employed","higher education","2106","0.951548806981221","0.942733372934589","0.960364241027854","5"
"Non-working","2016","Employed","higher education","347","0.0756854146133131","0.0678773518014473","0.0834934774251789","5"
"Non-working","2016","Employed","inadequately","31","0.137894097665891","0.0882102324777819","0.187577962853999","5"
"Non-working","2016","Not Employed","in school","587","0.874684992678178","0.849708952513187","0.89966103284317","5"
"Non-working","2016","Not Employed","middle vocational","4402","0.966078833431954","0.960902368717238","0.971255298146669","5"
"Non-working","2016","Not Employed","inadequately","1698","0.928805608950889","0.917084601554872","0.940526616346907","5"
"Non-working","2016","Not Employed","general elemantary","2014","0.938354326348719","0.928403219338758","0.94830543335868","5"
"Non-working","2016","Employed","higher vocational","51","0.0462600528679942","0.0332543963716225","0.0592657093643658","5"
"Non-working","2016","Employed","vocational + Abi","112","0.0599273034829316","0.048474832324683","0.0713797746411802","5"
"Non-working","2016","Employed","general elemantary","177","0.147371048034537","0.12834904266187","0.166393053407203","5"
"Non-working","2016","Employed","middle vocational","681","0.0970180744141513","0.0901656343942998","0.103870514434003","5"
"Other","2016","Not Employed","in school","87","0.123122918389575","0.0983352878243891","0.14791054895476","6"
"Other","2016","Not Employed","inadequately","74","0.0187363190915581","0.0125559468270539","0.0249166913560623","6"
"Other","2016","Not Employed","general elemantary","144","0.0409967448333615","0.032792825285201","0.049200664381522","6"
"Other","2016","Not Employed","middle vocational","155","0.017311783657431","0.0135821140028518","0.0210414533120102","6"
"Other","2016","Not Employed","vocational + Abi","22","","","","6"
"Other","2016","Not Employed","higher vocational","5","","","","6"
"Other","2016","Not Employed","higher education","62","0.0195024378260024","0.0138251143644527","0.0251797612875522","6"
"Other","2016","Employed","in school","42","0.5805694028632","0.465786806816504","0.695351998909896","6"
"Other","2016","Employed","inadequately","39","0.230463278585696","0.169778779826192","0.2911477773452","6"
"Other","2016","Employed","general elemantary","432","0.289729978685148","0.265386724394871","0.314073232975426","6"
"Other","2016","Employed","middle vocational","875","0.123043409355365","0.115438437430872","0.130648381279858","6"
"Other","2016","Employed","vocational + Abi","124","0.0709418146151354","0.0585544556633961","0.0833291735668747","6"
"Other","2016","Employed","higher vocational","51","0.0375350466365464","0.0257664366008619","0.0493036566722309","6"
"Other","2016","Employed","higher education","253","0.0495771901505701","0.0431691285506354","0.0559852517505047","6"
"Part-time","2016","Not Employed","higher education","45","0.0150045537973011","0.010013358283549","0.0199957493110531","2"
"Part-time","2016","Employed","in school","1","","","","2"
"Part-time","2016","Employed","inadequately","34","0.179550080293181","0.124242957366952","0.234857203219409","2"
"Part-time","2016","Employed","general elemantary","236","0.179864112509162","0.159253763603015","0.200474461415308","2"
"Part-time","2016","Employed","middle vocational","1654","0.195424849906134","0.186244640458691","0.204605059353577","2"
"Part-time","2016","Not Employed","middle vocational","73","0.0081799945031292","0.00560435828933283","0.0107556307169256","2"
"Part-time","2016","Not Employed","in school","","","","","2"
"Part-time","2016","Not Employed","inadequately","38","0.0314090072274351","0.0234588273812268","0.0393591870736434","2"
"Part-time","2016","Not Employed","general elemantary","38","0.00765955037380341","0.00405236343099033","0.0112667373166165","2"
"Part-time","2016","Employed","vocational + Abi","488","0.220089785857878","0.200099069049871","0.240080502665885","2"
"Part-time","2016","Not Employed","vocational + Abi","17","","","","2"
"Part-time","2016","Not Employed","higher vocational","3","","","","2"
"Part-time","2016","Employed","higher vocational","189","0.148599304626228","0.126575638273427","0.17062297097903","2"
"Part-time","2016","Employed","higher education","997","0.186865276992273","0.175357992344368","0.198372561640177","2"
"Full-time","2017","Not Employed","vocational + Abi","17","","","","1"
"Full-time","2017","Not Employed","higher vocational","","","","","1"
"Full-time","2017","Not Employed","higher education","90","0.0212481467041738","0.015550584032771","0.0269457093755767","1"
"Full-time","2017","Employed","in school","","","","","1"
"Full-time","2017","Employed","higher education","3243","0.690682579382422","0.677900310673903","0.703464848090942","1"
"Full-time","2017","Not Employed","middle vocational","109","0.0114484523907555","0.00847945641839389","0.014417448363117","1"
"Full-time","2017","Employed","higher vocational","807","0.753756890025878","0.728548253647667","0.77896552640409","1"
"Full-time","2017","Employed","middle vocational","4498","0.586028926416478","0.575313860611588","0.596743992221367","1"
"Full-time","2017","Not Employed","in school","2","","","","1"
"Full-time","2017","Employed","inadequately","106","0.466049001814678","0.40576019216099","0.526337811468365","1"
"Full-time","2017","Employed","general elemantary","599","0.41380979085382","0.388951739469464","0.438667842238176","1"
"Full-time","2017","Not Employed","inadequately","82","0.0287067394090185","0.0220442497001719","0.0353692291178652","1"
"Full-time","2017","Not Employed","general elemantary","84","0.0203933646024287","0.0148550867619174","0.02593164244294","1"
"Full-time","2017","Employed","vocational + Abi","1016","0.596710889429294","0.574308543067458","0.61911323579113","1"
"Non-working","2017","Employed","in school","33","0.393895657948512","0.288778565635632","0.499012750261391","5"
"Non-working","2017","Not Employed","vocational + Abi","462","0.935190899568979","0.913990143760443","0.956391655377515","5"
"Non-working","2017","Not Employed","higher vocational","421","0.993148063564672","0.985296090059331","1.00100003707001","5"
"Non-working","2017","Not Employed","higher education","2234","0.940052252322199","0.93067329160941","0.949431213034988","5"
"Non-working","2017","Employed","higher education","376","0.0674087924949007","0.0604750064899176","0.0743425784998839","5"
"Non-working","2017","Not Employed","in school","644","0.86862576931333","0.844319540273927","0.892931998352732","5"
"Non-working","2017","Employed","inadequately","58","0.181315941167121","0.134752359577456","0.227879522756787","5"
"Non-working","2017","Not Employed","middle vocational","4592","0.960065020753632","0.954600354892807","0.965529686614457","5"
"Non-working","2017","Not Employed","inadequately","2178","0.928532378146007","0.918254046621273","0.938810709670742","5"
"Non-working","2017","Employed","general elemantary","196","0.117394723330038","0.101148404632994","0.133641042027083","5"
"Non-working","2017","Employed","higher vocational","55","0.0537482065971982","0.0405523675629789","0.0669440456314176","5"
"Non-working","2017","Not Employed","general elemantary","2202","0.926146172470419","0.915898370832091","0.936393974108746","5"
"Non-working","2017","Employed","middle vocational","741","0.0967804079881853","0.0903484867587329","0.103212329217638","5"
"Non-working","2017","Employed","vocational + Abi","137","0.0863474181020304","0.0735206129051401","0.0991742232989207","5"
"Other","2017","Not Employed","in school","96","0.126219945766126","0.102324716794542","0.150115174737709","6"
"Other","2017","Not Employed","inadequately","96","0.0284286364692693","0.0217975483692638","0.0350597245692747","6"
"Other","2017","Not Employed","general elemantary","177","0.0459862121714741","0.0377790014642748","0.0541934228786733","6"
"Other","2017","Not Employed","middle vocational","159","0.0186934703064966","0.0149135393459439","0.0224734012670494","6"
"Other","2017","Not Employed","vocational + Abi","26","","","","6"
"Other","2017","Not Employed","higher vocational","1","","","","6"
"Other","2017","Not Employed","higher education","79","0.022449077705034","0.0165963107646473","0.0283018446454206","6"
"Other","2017","Employed","in school","49","0.600031664686053","0.49463935195357","0.705423977418537","6"
"Other","2017","Employed","inadequately","51","0.196092275481617","0.148107489658122","0.244077061305112","6"
"Other","2017","Employed","general elemantary","439","0.298697997283768","0.27559777732755","0.321798217239986","6"
"Other","2017","Employed","middle vocational","999","0.123594937028328","0.116435100656384","0.130754773400273","6"
"Other","2017","Employed","vocational + Abi","143","0.0730785777080816","0.0611930140913044","0.0849641413248588","6"
"Other","2017","Employed","higher vocational","40","0.0331984025295781","0.0227155630545498","0.0436812420046064","6"
"Other","2017","Employed","higher education","275","0.0596442667389987","0.0530949357059501","0.0661935977720474","6"
"Part-time","2017","Not Employed","in school","","","","","2"
