"erwst","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1988","Employed","659","0.111075626658438","0.1034071336338","0.118744119683076","2"
"Full-time","1989","Not Employed","53","0.0123645593058009","0.00867121618081353","0.0160579024307883","1"
"Full-time","1989","Employed","4579","0.722206269975982","0.711119471142195","0.733293068809769","1"
"Non-working","1989","Employed","516","0.0823781527499674","0.0755727753010989","0.0891835301988358","5"
"Non-working","1989","Not Employed","3313","0.971861723573278","0.966334805996657","0.9773886411499","5"
"Other","1989","Not Employed","50","0.0111217261864931","0.00761671409838202","0.0146267382746043","6"
"Other","1989","Employed","524","0.0804486519738923","0.07371637928021","0.0871809246675746","6"
"Part-time","1989","Employed","651","0.114966925300158","0.107071409090819","0.122862441509497","2"
"Part-time","1989","Not Employed","23","","","","2"
"Full-time","1990","Not Employed","34","0.00574893879409026","0.00318686340891902","0.00831101417926149","1"
"Full-time","1990","Employed","4489","0.718184962839858","0.706961280474406","0.72940864520531","1"
"Non-working","1990","Employed","504","0.0813128095847638","0.0744941588356414","0.0881314603338863","5"
"Non-working","1990","Not Employed","3244","0.978316660626565","0.973380914216283","0.983252407036847","5"
"Other","1990","Employed","492","0.077426900508319","0.0707591174220487","0.0840946835945892","6"
"Other","1990","Not Employed","31","0.00743037098349883","0.00452008431401363","0.010340657652984","6"
"Part-time","1990","Employed","687","0.123075327067059","0.114879330339417","0.131271323794702","2"
"Part-time","1990","Not Employed","36","0.00850402959584587","0.00539225673935412","0.0116158024523376","2"
"Full-time","1991","Not Employed","60","0.0120007440298768","0.00826804455390943","0.0157334435058442","1"
"Full-time","1991","Employed","4441","0.705903005561226","0.694558772205446","0.717247238917006","1"
"Non-working","1991","Employed","478","0.0773803067625482","0.0707278214150938","0.0840327921100026","5"
"Non-working","1991","Not Employed","3129","0.972081219510352","0.966433929004509","0.977728510016196","5"
"Other","1991","Employed","554","0.0876536122427113","0.0806128102561315","0.0946944142292912","6"
"Other","1991","Not Employed","54","0.0115126094339885","0.00785570944385102","0.0151695094241259","6"
"Part-time","1991","Employed","724","0.129063075433514","0.120715666313401","0.137410484553628","2"
"Part-time","1991","Not Employed","26","","","","2"
"Full-time","1992","Not Employed","50","0.00871485408445824","0.00592899848314562","0.0115007096857709","1"
"Full-time","1992","Employed","6475","0.70248640091899","0.693101231299893","0.711871570538086","1"
"Non-working","1992","Not Employed","4143","0.979117945367162","0.974832130946552","0.983403759787771","5"
"Non-working","1992","Employed","1103","0.114898494000637","0.108351778586495","0.121445209414779","5"
"Other","1992","Employed","623","0.0679866279926245","0.0628189841162628","0.0731542718689861","6"
"Other","1992","Not Employed","54","0.00764710741919102","0.00503608315269352","0.0102581316856885","6"
"Part-time","1992","Employed","914","0.114628477087749","0.108088461394924","0.121168492780574","2"
"Part-time","1992","Not Employed","29","","","","2"
"Full-time","1993","Employed","6202","0.703238709676708","0.693657477363282","0.712819941990135","1"
"Full-time","1993","Not Employed","76","0.0111092608765832","0.00802799662084472","0.0141905251323216","1"
"Non-working","1993","Not Employed","4254","0.968352452021108","0.963206106154767","0.973498797887449","5"
"Non-working","1993","Employed","1006","0.110016513244753","0.103453757004616","0.116579269484889","5"
"Other","1993","Employed","640","0.0728538461376226","0.0674029651042142","0.078304727171031","6"
"Other","1993","Not Employed","80","0.013683426664864","0.0102682135603844","0.0170986397693436","6"
"Part-time","1993","Employed","885","0.113890930940917","0.107228165520376","0.120553696361457","2"
"Part-time","1993","Not Employed","35","0.00685486043744476","0.00442926773310973","0.0092804531417798","2"
"Full-time","1994","Employed","5936","0.702562155689187","0.69276014092105","0.712364170457323","1"
"Full-time","1994","Not Employed","64","0.0114213878028978","0.00834703215434831","0.0144957434514473","1"
"Non-working","1994","Not Employed","4428","0.974450747912648","0.969885565825569","0.979015929999728","5"
"Non-working","1994","Employed","934","0.109363553335448","0.102671469055363","0.116055637615533","5"
"Other","1994","Employed","625","0.0730287470888398","0.0674497655818217","0.0786077285958579","6"
"Other","1994","Not Employed","71","0.0100393577874913","0.00715498763656758","0.012923727938415","6"
"Part-time","1994","Employed","860","0.115045543886526","0.108203746246079","0.121887341526972","2"
"Part-time","1994","Not Employed","26","","","","2"
"Full-time","1995","Employed","6069","0.703421272519792","0.693728994400192","0.713113550639391","1"
"Full-time","1995","Not Employed","88","0.0128486985270743","0.00967521250435117","0.0160221845497975","1"
"Non-working","1995","Not Employed","4649","0.970047706133138","0.965244549498706","0.974850862767569","5"
"Non-working","1995","Employed","835","0.0987025727729078","0.0923734077075168","0.105031737838299","5"
"Other","1995","Not Employed","69","0.0122033877152264","0.00910960983553793","0.0152971655949149","6"
"Other","1995","Employed","681","0.0767688255369998","0.0711195104401007","0.0824181406338989","6"
"Part-time","1995","Employed","946","0.121107329170301","0.114184218809006","0.128030439531596","2"
"Part-time","1995","Not Employed","32","0.00490020762456141","0.00293252197780905","0.00686789327131377","2"
"Full-time","1996","Employed","5857","0.688868906647658","0.679000274338207","0.698737538957109","1"
"Full-time","1996","Not Employed","59","0.00872321385518355","0.00605619934508427","0.0113902283652828","1"
"Non-working","1996","Employed","930","0.105403795244602","0.0988580572284037","0.1119495332608","5"
"Non-working","1996","Not Employed","4513","0.973456728564199","0.968846470878432","0.978066986249966","5"
"Other","1996","Not Employed","62","0.0096422499914998","0.00683956107199787","0.0124449389110017","6"
"Other","1996","Employed","648","0.0737119698391567","0.0681419209909739","0.0792820186873395","6"
"Part-time","1996","Employed","1019","0.132015328268584","0.124799516808183","0.139231139728984","2"
"Part-time","1996","Not Employed","36","0.008177807589118","0.00559480402420639","0.0107608111540296","2"
"Full-time","1997","Employed","5699","0.69075571213673","0.680729514101471","0.70078191017199","1"
"Full-time","1997","Not Employed","46","0.00695415616652314","0.00459141176003979","0.00931690057300649","1"
"Non-working","1997","Employed","864","0.106001526963122","0.0993235080921895","0.112679545834055","5"
"Non-working","1997","Not Employed","4621","0.979652024293","0.975637755951487","0.983666292634514","5"
"Other","1997","Not Employed","59","0.00697051460566323","0.00460501234321373","0.00933601686811273","6"
"Other","1997","Employed","632","0.071246687997875","0.0656664114702748","0.0768269645254753","6"
"Part-time","1997","Employed","968","0.131996072902272","0.124653224821323","0.139338920983222","2"
"Part-time","1997","Not Employed","26","","","","2"
"Full-time","1998","Employed","6188","0.69207062851594","0.682473377919931","0.701667879111949","1"
"Full-time","1998","Not Employed","55","0.00885720590919886","0.00636717323407713","0.0113472385843206","1"
"Non-working","1998","Employed","867","0.0952509430764742","0.0891479232650704","0.101353962887878","5"
"Non-working","1998","Not Employed","5302","0.977240552952864","0.973277132417583","0.981203973488145","5"
"Other","1998","Not Employed","53","0.00873684905792765","0.00626364210362985","0.0112100560122254","6"
"Other","1998","Employed","748","0.0747239592259414","0.0692574301330379","0.0801904883188448","6"
"Part-time","1998","Not Employed","29","","","","2"
"Part-time","1998","Employed","1085","0.137954469181644","0.130785131151341","0.145123807211947","2"
"Full-time","1999","Employed","6008","0.677900236711996","0.668137201615021","0.687663271808972","1"
"Full-time","1999","Not Employed","53","0.00847364158895587","0.00592479043449475","0.011022492743417","1"
"Non-working","1999","Employed","856","0.0972670511160352","0.0910759303343669","0.103458171897703","5"
"Non-working","1999","Not Employed","4823","0.976758896249277","0.972569230659664","0.98094856183889","5"
"Other","1999","Employed","844","0.0949110856250923","0.0887874287463576","0.101034742503827","6"
"Other","1999","Not Employed","63","0.0103730457953035","0.00755566076431508","0.0131904308262918","6"
"Part-time","1999","Not Employed","29","","","","2"
"Part-time","1999","Employed","1092","0.129921626546876","0.122896944586961","0.136946308506792","2"
"Full-time","2000","Employed","9997","0.663405075778102","0.655891599576739","0.670918551979464","1"
"Full-time","2000","Not Employed","88","0.00920890598557881","0.00724299677789487","0.0111748151932627","1"
"Non-working","2000","Employed","1618","0.101735145191368","0.0969285732445056","0.10654171713823","5"
"Non-working","2000","Not Employed","8803","0.972231271889485","0.968849602259402","0.975612941519569","5"
"Other","2000","Employed","1408","0.0906337065114295","0.0860690086615483","0.0951984043613106","6"
"Other","2000","Not Employed","110","0.0114148136362886","0.00922851314703098","0.0136011141255462","6"
"Part-time","2000","Not Employed","68","0.00714500848864724","0.0054115530719103","0.00887846390538417","2"
"Part-time","2000","Employed","2172","0.144226072519101","0.138640095394628","0.149812049643574","2"
"Full-time","2001","Employed","9014","0.648211476113855","0.640279794453486","0.656143157774224","1"
"Full-time","2001","Not Employed","68","0.00772216671130069","0.0058204369712434","0.00962389645135798","1"
"Non-working","2001","Employed","1521","0.110402535382606","0.105197156145293","0.11560791461992","5"
"Non-working","2001","Not Employed","7910","0.97529496246498","0.971922684876334","0.978667240053625","5"
"Other","2001","Employed","1378","0.0967905727773136","0.09187949463318","0.101701650921447","6"
"Other","2001","Not Employed","105","0.0105506376689827","0.00833091504957442","0.0127703602883909","6"
"Part-time","2001","Not Employed","56","0.00643223315473702","0.00469546357846017","0.00816900273101387","2"
"Part-time","2001","Employed","2011","0.144595415726224","0.138753851815556","0.150436979636893","2"
"Full-time","2002","Not Employed","62","0.00741863245243007","0.00557353759555736","0.00926372730930277","1"
"Full-time","2002","Employed","9509","0.632585786890425","0.624831322556559","0.640340251224292","1"
"Non-working","2002","Employed","1639","0.118915861060566","0.113709399148372","0.12412232297276","5"
"Non-working","2002","Not Employed","8098","0.976906519361015","0.973676947795369","0.98013609092666","5"
"Other","2002","Employed","1451","0.101024306193389","0.0961769936308721","0.105871618755906","6"
"Other","2002","Not Employed","104","0.0113904704948901","0.00910877891638159","0.0136721620733986","6"
"Part-time","2002","Employed","2249","0.14747404585562","0.141770752457986","0.153177339253253","2"
"Part-time","2002","Not Employed","45","0.00428437769166521","0.00287999571670487","0.00568875966662555","2"
"Full-time","2003","Not Employed","40","0.00428115032731785","0.00286962978141337","0.00569267087322233","1"
"Full-time","2003","Employed","8831","0.628825574528611","0.620845044589241","0.636806104467981","1"
"Non-working","2003","Employed","1602","0.117497206874111","0.112177968828044","0.122816444920178","5"
"Non-working","2003","Not Employed","8034","0.979698802821701","0.976649885033079","0.982747720610322","5"
"Other","2003","Employed","1398","0.100531783731631","0.0955644628513907","0.10549910461187","6"
"Other","2003","Not Employed","110","0.0124208074627613","0.0100263921499883","0.0148152227755343","6"
"Part-time","2003","Employed","2247","0.153145434865647","0.147196570668692","0.159094299062602","2"
"Part-time","2003","Not Employed","35","0.00359923938822037","0.00230456370103312","0.00489391507540762","2"
"Full-time","2004","Not Employed","46","0.00465588162208099","0.00318442675147322","0.00612733649268876","1"
"Full-time","2004","Employed","8489","0.625336652078073","0.617174928331867","0.633498375824278","1"
"Non-working","2004","Employed","1425","0.114835296149266","0.109459360204218","0.120211232094314","5"
"Non-working","2004","Not Employed","8041","0.980341680513781","0.977340989462794","0.983342371564768","5"
"Other","2004","Employed","1439","0.108697858244845","0.103449453583259","0.113946262906432","6"
"Other","2004","Not Employed","102","0.0111321007855525","0.00886423651399286","0.0133999650571122","6"
"Part-time","2004","Employed","2158","0.151130193527816","0.145090700190902","0.157169686864731","2"
"Part-time","2004","Not Employed","33","0.00387033707858572","0.00252821603308302","0.00521245812408842","2"
"Full-time","2005","Not Employed","50","0.0042536293080186","0.00282113446228693","0.00568612415375027","1"
"Full-time","2005","Employed","7951","0.611947574256603","0.603532811081431","0.620362337431775","1"
"Non-working","2005","Not Employed","7755","0.980532345386767","0.977491273680158","0.983573417093375","5"
"Non-working","2005","Employed","1452","0.122588581687524","0.116925325100937","0.128251838274111","5"
"Other","2005","Employed","1418","0.113275390556846","0.107802689161209","0.118748091952484","6"
"Other","2005","Not Employed","90","0.011290879686012","0.00896526885137507","0.013616490520649","6"
"Part-time","2005","Employed","2062","0.152188453499026","0.145985763118238","0.158391143879815","2"
"Part-time","2005","Not Employed","34","0.00392314561920249","0.00254719603704447","0.00529909520136052","2"
"Full-time","2006","Employed","8268","0.616172448479485","0.607963450663675","0.624381446295295","1"
"Full-time","2006","Not Employed","62","0.00745776181662773","0.00567011943052438","0.00924540420273107","1"
"Non-working","2006","Not Employed","8586","0.967184812408579","0.963483173341362","0.970886451475797","5"
"Non-working","2006","Employed","1451","0.114808996584836","0.109427818238542","0.12019017493113","5"
"Other","2006","Employed","1502","0.116400537374289","0.110987062270885","0.121814012477693","6"
"Other","2006","Not Employed","199","0.0197941126963227","0.0168999125381983","0.022688312854447","6"
"Part-time","2006","Employed","2261","0.15261801756139","0.146547671554486","0.158688363568295","2"
"Part-time","2006","Not Employed","51","0.00556331307847011","0.00401785506883041","0.00710877108810982","2"
"Full-time","2007","Employed","7824","0.623865201015029","0.615410986792933","0.632319415237124","1"
"Full-time","2007","Not Employed","62","0.00702200223680436","0.00523117726075792","0.00881282721285081","1"
"Non-working","2007","Not Employed","8033","0.961658392496623","0.957540277975696","0.965776507017549","5"
"Non-working","2007","Employed","1190","0.0995730342509107","0.0943472529922842","0.104798815509537","5"
"Other","2007","Employed","1359","0.112651206043867","0.107133339218677","0.118169072869058","6"
"Other","2007","Not Employed","202","0.0228616264349435","0.0196562101082518","0.0260670427616352","6"
"Part-time","2007","Employed","2239","0.163910558690193","0.157449763934654","0.170371353445733","2"
"Part-time","2007","Not Employed","55","0.00845797883162943","0.00649397781973014","0.0104219798435287","2"
"Full-time","2008","Employed","7466","0.628919749682373","0.620250577901996","0.63758892146275","1"
"Full-time","2008","Not Employed","62","0.0107037292221023","0.00841374790957392","0.0129937105346307","1"
"Non-working","2008","Not Employed","7460","0.960549623642093","0.956217641339274","0.964881605944912","5"
"Non-working","2008","Employed","1044","0.0897862140238843","0.0846561521186418","0.0949162759291269","5"
"Other","2008","Not Employed","197","0.0242955540975157","0.0208692670744456","0.0277218411205858","6"
"Other","2008","Employed","1326","0.119621939781629","0.113798412725419","0.125445466837839","6"
"Part-time","2008","Employed","2093","0.161672096512113","0.155065609771604","0.168278583252623","2"
"Part-time","2008","Not Employed","38","0.00445109303828917","0.00296971524065936","0.00593247083591897","2"
"Full-time","2009","Employed","6949","0.620201201710083","0.611231207839826","0.629171195580341","1"
"Full-time","2009","Not Employed","39","0.00525636159081752","0.00357616986913289","0.00693655331250215","1"
"Non-working","2009","Employed","1053","0.0989990956713113","0.0934792456393675","0.104518945703255","5"
"Non-working","2009","Not Employed","6895","0.969174972739506","0.965158789967587","0.973191155511425","5"
"Other","2009","Not Employed","145","0.0195447681770331","0.0163282220429562","0.0227613143111101","6"
"Other","2009","Employed","1286","0.123964283334404","0.117873709043393","0.130054857625415","6"
"Part-time","2009","Employed","1958","0.156835419284201","0.150114521299262","0.163556317269141","2"
"Part-time","2009","Not Employed","36","0.00602389749264323","0.0042259069756848","0.00782188800960166","2"
"Full-time","2010","Employed","8941","0.611275963517501","0.603629787903468","0.618922139131535","1"
"Full-time","2010","Not Employed","82","0.00837101911058229","0.00646927779057586","0.0102727604305887","1"
"Non-working","2010","Employed","1939","0.101734249943322","0.0969924751320548","0.10647602475459","5"
"Non-working","2010","Not Employed","8334","0.964245922606453","0.960370274266469","0.968121570946437","5"
"Other","2010","Not Employed","273","0.0206528273522711","0.0176842678061135","0.0236213868984288","6"
"Other","2010","Employed","1807","0.125886904098711","0.120683602481138","0.131090205716284","6"
"Part-time","2010","Employed","2926","0.161102882440465","0.155336400746463","0.166869364134467","2"
"Part-time","2010","Not Employed","128","0.00673023093069353","0.00502361316407871","0.00843684869730835","2"
"Full-time","2011","Employed","10742","0.626603042459433","0.61959889725788","0.633607187660985","1"
"Full-time","2011","Not Employed","86","0.00868803847324975","0.00692887998889353","0.010447196957606","1"
"Non-working","2011","Employed","1831","0.101182535008094","0.0968157477645792","0.105549322251608","5"
"Non-working","2011","Not Employed","10102","0.962971534367399","0.959392107371874","0.966550961362924","5"
"Other","2011","Not Employed","345","0.0215088166924378","0.018758861333542","0.0242587720513336","6"
"Other","2011","Employed","1965","0.11130852664462","0.106754314811293","0.115862738477947","6"
"Part-time","2011","Not Employed","158","0.00683161046691324","0.00527021858118521","0.00839300235264127","2"
"Part-time","2011","Employed","3783","0.160905895887854","0.155585244344809","0.166226547430899","2"
"Full-time","2012","Employed","10332","0.619621292970516","0.612512649877785","0.626729936063246","1"
"Full-time","2012","Not Employed","168","0.0152278452530973","0.0128695550593242","0.0175861354468704","1"
"Non-working","2012","Employed","1704","0.0975419698887745","0.0931976208354625","0.101886318942086","5"
"Non-working","2012","Not Employed","9716","0.959130390375707","0.955317544868839","0.962943235882575","5"
"Other","2012","Employed","2069","0.116050773365208","0.111360986307987","0.12074056042243","6"
"Other","2012","Not Employed","333","0.0185270115063399","0.0159301308037312","0.0211238922089485","6"
"Part-time","2012","Not Employed","141","0.00711475286485585","0.00549615271541104","0.00873335301430066","2"
"Part-time","2012","Employed","3812","0.166785963775502","0.161327461668062","0.172244465882942","2"
"Full-time","2013","Employed","9518","0.610916229329891","0.603568333422287","0.618264125237494","1"
"Full-time","2013","Not Employed","2163","0.0843349293211458","0.0797966243463003","0.0888732342959914","1"
"Non-working","2013","Employed","1575","0.093384150613655","0.0889988552877929","0.0977694459395171","5"
"Non-working","2013","Not Employed","10551","0.85050150425688","0.844678091612432","0.856324916901328","5"
"Other","2013","Employed","2097","0.120307604531197","0.115404596951068","0.125210612111326","6"
"Other","2013","Not Employed","949","0.0396296209904222","0.0364435830123111","0.0428156589685334","6"
"Part-time","2013","Not Employed","740","0.0255339454315517","0.0229578382330084","0.0281100526300951","2"
"Part-time","2013","Employed","3722","0.175392015525257","0.16966037053116","0.181123660519354","2"
"Full-time","2014","Employed","10006","0.599342367151853","0.592146966174547","0.606537768129159","1"
"Full-time","2014","Not Employed","238","0.0182587967991314","0.0156298147978386","0.0208877788004243","1"
"Non-working","2014","Not Employed","9152","0.946241445918665","0.941812730250173","0.950670161587157","5"
"Non-working","2014","Employed","1684","0.0937596307675043","0.0894794663981682","0.0980397951368404","5"
"Other","2014","Employed","2368","0.130193850236268","0.125252595162479","0.135135105310056","6"
"Other","2014","Not Employed","423","0.0254187803994577","0.0223282046003263","0.028509356198589","6"
"Part-time","2014","Not Employed","150","0.0100809768827461","0.00811940525906212","0.01204254850643","2"
"Part-time","2014","Employed","3759","0.176704151844375","0.171103582994097","0.182304720694652","2"
"Full-time","2015","Not Employed","876","0.0359852261138635","0.032480474864556","0.0394899773631711","1"
"Full-time","2015","Employed","9253","0.597214871486903","0.589768005911689","0.604661737062117","1"
"Non-working","2015","Employed","1630","0.0922656180626265","0.0878715089775929","0.09665972714766","5"
"Non-working","2015","Not Employed","9129","0.918678431096247","0.913535178300853","0.923821683891641","5"
"Other","2015","Employed","2084","0.123708391959644","0.118709250788309","0.12870753313098","6"
"Other","2015","Not Employed","580","0.0338908971457342","0.0304859697464483","0.0372958245450202","6"
"Part-time","2015","Employed","3696","0.186811118490826","0.180893205573025","0.192729031408627","2"
"Part-time","2015","Not Employed","264","0.0114454456441548","0.00944387966501216","0.0134470116232975","2"
"Full-time","2016","Not Employed","258","0.010942888414984","0.00917035020809977","0.0127154266218682","1"
"Full-time","2016","Employed","9043","0.6027593856048","0.595216359390638","0.610302411818963","1"
"Non-working","2016","Employed","1491","0.0902556191355023","0.085838454163608","0.0946727841073967","5"
"Non-working","2016","Not Employed","12168","0.950803648189351","0.947118704940441","0.95448859143826","5"
"Other","2016","Employed","2004","0.118739257320123","0.113752753225851","0.123725761414394","6"
"Other","2016","Not Employed","583","0.0278859354364091","0.0250806945713686","0.0306911763014497","6"
"Part-time","2016","Employed","3628","0.188245737939574","0.182219841431039","0.19427163444811","2"
"Part-time","2016","Not Employed","224","0.0103675279592563","0.00864171585401083","0.0120933400645018","2"
"Full-time","2017","Not Employed","401","0.0149254368386961","0.0129571100830337","0.0168937635943586","1"
"Full-time","2017","Employed","10356","0.600896893148718","0.593805947032585","0.607987839264852","1"
"Non-working","2017","Employed","1648","0.0894684858875592","0.0853356878152741","0.0936012839598442","5"
"Non-working","2017","Not Employed","13253","0.944808136711461","0.941101257297155","0.948515016125766","5"
"Other","2017","Not Employed","671","0.0302394252659714","0.0274595958490921","0.0330192546828508","6"
"Other","2017","Employed","2185","0.12130525911651","0.116577879480288","0.126032638752733","6"
"Part-time","2017","Employed","4133","0.188329361847212","0.182668134617045","0.19399058907738","2"
"Part-time","2017","Not Employed","253","0.0100270011838719","0.00840967981038963","0.0116443225573542","2"
"Full-time","2018","Not Employed","436","0.0139455174539625","0.0119034887790708","0.0159875461288541","1"
"Full-time","2018","Employed","9945","0.597092587601911","0.589927471308196","0.604257703895625","1"
"Non-working","2018","Not Employed","11350","0.95070711864039","0.946937394774259","0.954476842506522","5"
"Non-working","2018","Employed","1738","0.089764725689082","0.0855890240507844","0.0939404273273795","5"
"Other","2018","Employed","2193","0.117432919606181","0.112729989045112","0.122135850167251","6"
"Other","2018","Not Employed","585","0.0249216578580704","0.0222070801178934","0.0276362355982474","6"
"Part-time","2018","Employed","4125","0.195709767102826","0.189913980021338","0.201505554184314","2"
"Part-time","2018","Not Employed","297","0.0104257060475767","0.00865693751140484","0.0121944745837486","2"
"Full-time","2019","Employed","10780","0.596484953374698","0.589439921977385","0.603529984772012","1"
"Full-time","2019","Not Employed","524","0.0270687379370496","0.0241136177078233","0.0300238581662759","1"
"Non-working","2019","Not Employed","10141","0.920656450334497","0.915734868791414","0.925578031877581","5"
"Non-working","2019","Employed","1670","0.0945517110355516","0.0903500613310108","0.0987533607400924","5"
"Other","2019","Employed","1976","0.101872421865641","0.0975288135965681","0.106216030134713","6"
"Other","2019","Not Employed","648","0.035959666376567","0.0325692307648465","0.0393501019882875","6"
"Part-time","2019","Employed","4203","0.207090913724109","0.201271951482367","0.212909875965851","2"
"Part-time","2019","Not Employed","272","0.0163151453518861","0.0140082731381324","0.0186220175656398","2"
