"erwst","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Full-time","1986","secondary school degree","Female","359","0.32480106732612","0.296609465310142","0.352992669342097"
"Full-time","1986","college entrance qualification","Male","445","0.574449367313878","0.539549610560963","0.609349124066794"
"Full-time","1986","college entrance qualification","Female","166","0.33599575448606","0.294045371176748","0.377946137795373"
"Full-time","1986","Other degree","Male","616","0.809318828701315","0.780463779320985","0.838173878081645"
"Full-time","1986","Other degree","Female","191","0.405982937854406","0.361057212374748","0.450908663334064"
"Full-time","1986","no degree/no degree yet","Male","281","0.351597573453205","0.309321435995946","0.393873710910465"
"Full-time","1986","no degree/no degree yet","Female","162","0.196925438528324","0.16359943215032","0.230251444906328"
"Part-time","1986","lower secondary degree","Male","","","",""
"Part-time","1986","lower secondary degree","Female","322","0.105743837843711","0.094236001097403","0.117251674590018"
"Part-time","1986","secondary school degree","Male","","","",""
"Part-time","1986","secondary school degree","Female","123","0.101532784045274","0.0833504587568313","0.119715109333716"
"Part-time","1986","college entrance qualification","Male","32","0.0357397183022244","0.0226360284986793","0.0488434081057696"
"Part-time","1986","college entrance qualification","Female","64","0.120007142313475","0.0911451217921342","0.148869162834816"
"Part-time","1986","Other degree","Male","","","",""
"Part-time","1986","Other degree","Female","40","0.0639521228473319","0.0415691245241174","0.0863351211705463"
"Part-time","1986","no degree/no degree yet","Male","","","",""
"Part-time","1986","no degree/no degree yet","Female","","","",""
"Non-working","1986","lower secondary degree","Male","644","0.313816782073558","0.295423179955147","0.332210384191969"
"Non-working","1986","lower secondary degree","Female","1670","0.659672399558714","0.641940799385248","0.67740399973218"
"Non-working","1986","secondary school degree","Male","198","0.28118827203139","0.249678091374314","0.312698452688465"
"Non-working","1986","secondary school degree","Female","478","0.494651931427025","0.464553745679772","0.524750117174279"
"Non-working","1986","college entrance qualification","Male","251","0.338253592400558","0.304858095717072","0.371649089084043"
"Non-working","1986","college entrance qualification","Female","200","0.434703611525927","0.390676687924873","0.478730535126981"
"Non-working","1986","Other degree","Male","88","0.157793028851738","0.131016059813805","0.184569997889671"
"Non-working","1986","Other degree","Female","206","0.447348861934269","0.401861531357651","0.492836192510886"
"Non-working","1986","no degree/no degree yet","Male","200","0.618229761304812","0.575214155883697","0.661245366725928"
"Non-working","1986","no degree/no degree yet","Female","346","0.747336103670875","0.710920794281266","0.783751413060484"
"Other","1986","lower secondary degree","Male","106","0.0304007883812574","0.0235954894125062","0.0372060873500086"
"Other","1986","lower secondary degree","Female","175","0.0526982084710895","0.0443368413541261","0.0610595755880529"
"Other","1986","secondary school degree","Male","82","0.0933783213382701","0.0729853365444267","0.113771306132114"
"Other","1986","secondary school degree","Female","100","0.0790142172015811","0.0627746577917396","0.0952537766114225"
"Other","1986","college entrance qualification","Male","43","0.0515573219833395","0.0359484463064276","0.0671661976602513"
"Other","1986","college entrance qualification","Female","57","0.109293491674537","0.081582754854134","0.137004228494941"
"Other","1986","Other degree","Male","","","",""
"Other","1986","Other degree","Female","","","",""
"Other","1986","no degree/no degree yet","Male","","","",""
"Other","1986","no degree/no degree yet","Female","","","",""
"Full-time","1987","lower secondary degree","Male","1650","0.649438642043419","0.630463483300248","0.66841380078659"
"Full-time","1987","lower secondary degree","Female","570","0.182405369789118","0.167814571049351","0.196996168528886"
"Full-time","1987","secondary school degree","Male","499","0.632715290683758","0.599078451520608","0.666352129846908"
"Full-time","1987","secondary school degree","Female","350","0.331889840310301","0.303312161299431","0.360467519321172"
"Full-time","1987","college entrance qualification","Male","452","0.577990310043127","0.542831434370617","0.613149185715636"
"Full-time","1987","college entrance qualification","Female","165","0.345881284943585","0.303060883007049","0.38870168688012"
"Full-time","1987","Other degree","Male","589","0.803265159129942","0.773582104978241","0.832948213281643"
"Full-time","1987","Other degree","Female","202","0.409802998890751","0.365102982755846","0.454503015025656"
"Full-time","1987","no degree/no degree yet","Male","262","0.407229046668626","0.362232603753814","0.452225489583438"
"Full-time","1987","no degree/no degree yet","Female","151","0.17644619964603","0.144559170332538","0.208333228959521"
"Part-time","1987","lower secondary degree","Male","","","",""
"Part-time","1987","lower secondary degree","Female","362","0.123662737976228","0.111224859471335","0.13610061648112"
"Part-time","1987","secondary school degree","Male","","","",""
"Part-time","1987","secondary school degree","Female","141","0.120846415710872","0.101065098867123","0.140627732554622"
"Part-time","1987","college entrance qualification","Male","","","",""
"Part-time","1987","college entrance qualification","Female","62","0.120802238434227","0.0914636173662256","0.150140859502229"
"Part-time","1987","Other degree","Male","","","",""
"Part-time","1987","Other degree","Female","39","0.0597156464294735","0.0381781465370951","0.0812531463218518"
"Part-time","1987","no degree/no degree yet","Male","","","",""
"Part-time","1987","no degree/no degree yet","Female","35","0.0473809713945062","0.0296094943425219","0.0651524484464905"
"Non-working","1987","lower secondary degree","Male","636","0.311689798673625","0.293269879043851","0.330109718303398"
"Non-working","1987","lower secondary degree","Female","1623","0.655365283138818","0.637409164342526","0.67332140193511"
"Non-working","1987","secondary school degree","Male","199","0.269199336243215","0.238250377051959","0.300148295434471"
"Non-working","1987","secondary school degree","Female","443","0.463133264598573","0.432871644679048","0.493394884518098"
"Non-working","1987","college entrance qualification","Male","234","0.330462618147709","0.296976710687055","0.363948525608364"
"Non-working","1987","college entrance qualification","Female","185","0.419477711012395","0.375053183809253","0.463902238215537"
"Non-working","1987","Other degree","Male","94","0.182314309755621","0.153484481342362","0.21114413816888"
"Non-working","1987","Other degree","Female","212","0.466543291032025","0.421199567611039","0.511887014453012"
"Non-working","1987","no degree/no degree yet","Male","187","0.551089399491884","0.505537518930583","0.596641280053185"
"Non-working","1987","no degree/no degree yet","Female","344","0.738965960108267","0.702227351200852","0.775704569015682"
"Other","1987","lower secondary degree","Male","126","0.0323518920704196","0.0253156154939853","0.0393881686468539"
"Other","1987","lower secondary degree","Female","136","0.0385666090958356","0.0312912142053817","0.0458420039862895"
"Other","1987","secondary school degree","Male","89","0.0959673268155612","0.0754148885834203","0.116519765047702"
"Other","1987","secondary school degree","Female","109","0.0841304793802532","0.0672843775432121","0.100976581217294"
"Other","1987","college entrance qualification","Male","55","0.0694157182162143","0.0513223152647634","0.0875091211676652"
"Other","1987","college entrance qualification","Female","62","0.113838765609793","0.0852457222423467","0.142431808977239"
"Other","1987","Other degree","Male","","","",""
"Other","1987","Other degree","Female","","","",""
"Other","1987","no degree/no degree yet","Male","","","",""
"Other","1987","no degree/no degree yet","Female","","","",""
"Full-time","1988","lower secondary degree","Male","1550","0.632659758032409","0.613131354374855","0.652188161689963"
"Full-time","1988","lower secondary degree","Female","543","0.181974089046221","0.167007908134119","0.196940269958323"
"Full-time","1988","secondary school degree","Male","491","0.679115189605148","0.64545843984396","0.712771939366336"
"Full-time","1988","secondary school degree","Female","336","0.320452477326647","0.291926320390287","0.348978634263008"
"Full-time","1988","college entrance qualification","Male","445","0.588471706702354","0.552870665134909","0.624072748269799"
"Full-time","1988","college entrance qualification","Female","167","0.383812570930038","0.33872982671785","0.428895315142226"
"Full-time","1988","Other degree","Male","528","0.751166245772478","0.71774941320293","0.784583078342027"
"Full-time","1988","Other degree","Female","172","0.390477391404368","0.344473022865893","0.436481759942844"
"Full-time","1988","no degree/no degree yet","Male","230","0.368311410772385","0.321042325476928","0.415580496067843"
"Full-time","1988","no degree/no degree yet","Female","132","0.159024286471382","0.127347831995608","0.190700740947155"
"Part-time","1988","lower secondary degree","Male","","","",""
"Part-time","1988","lower secondary degree","Female","352","0.125248642391743","0.112409041928618","0.138088242854868"
"Part-time","1988","secondary school degree","Male","","","",""
"Part-time","1988","secondary school degree","Female","137","0.122581707869558","0.102533862232222","0.142629553506893"
"Part-time","1988","college entrance qualification","Male","","","",""
"Part-time","1988","college entrance qualification","Female","58","0.12359389407027","0.0930836603408123","0.154104127799727"
"Part-time","1988","Other degree","Male","","","",""
"Part-time","1988","Other degree","Female","44","0.0747885277746621","0.0499832431709502","0.0995938123783739"
"Part-time","1988","no degree/no degree yet","Male","","","",""
"Part-time","1988","no degree/no degree yet","Female","36","0.047174872297212","0.0288105427312351","0.0655392018631888"
"Non-working","1988","lower secondary degree","Male","645","0.327179168140819","0.308173203326895","0.346185132954744"
"Non-working","1988","lower secondary degree","Female","1523","0.652099937311461","0.633623977183415","0.670575897439508"
"Non-working","1988","secondary school degree","Male","162","0.233892159388366","0.203372572052103","0.264411746724628"
"Non-working","1988","secondary school degree","Female","446","0.476486321852979","0.445955340120071","0.507017303585887"
"Non-working","1988","college entrance qualification","Male","227","0.333617613838243","0.299507253946139","0.367727973730346"
"Non-working","1988","college entrance qualification","Female","162","0.371690129186283","0.326890771771632","0.416489486600933"
"Non-working","1988","Other degree","Male","105","0.217085916946072","0.185220802522074","0.248951031370069"
"Non-working","1988","Other degree","Female","200","0.474108137322633","0.427021991016454","0.521194283628812"
"Non-working","1988","no degree/no degree yet","Male","161","0.607760278455463","0.559912691815448","0.655607865095478"
"Non-working","1988","no degree/no degree yet","Female","335","0.780015658596413","0.744134979395148","0.815896337797677"
"Other","1988","lower secondary degree","Male","134","0.0363098297716178","0.0287322903371467","0.043887369206089"
"Other","1988","lower secondary degree","Female","135","0.040677331250575","0.0330146411281073","0.0483400213730427"
"Other","1988","secondary school degree","Male","80","0.0782591379590345","0.0588950154274702","0.0976232604905989"
"Other","1988","secondary school degree","Female","109","0.0804794929508158","0.0638501588404411","0.0971088270611905"
"Other","1988","college entrance qualification","Male","43","0.0529057342901615","0.0367119616374168","0.0690995069429061"
"Other","1988","college entrance qualification","Female","60","0.12090340581341","0.0906808007712297","0.15112601085559"
"Other","1988","Other degree","Male","","","",""
"Other","1988","Other degree","Female","","","",""
"Other","1988","no degree/no degree yet","Male","","","",""
"Other","1988","no degree/no degree yet","Female","","","",""
"Full-time","1989","lower secondary degree","Male","1516","0.638972834367273","0.619038267780705","0.658907400953841"
"Full-time","1989","lower secondary degree","Female","528","0.180345571092889","0.165112087049348","0.19557905513643"
"Full-time","1989","secondary school degree","Male","488","0.68865210088499","0.65471162101934","0.72259258075064"
"Full-time","1989","secondary school degree","Female","356","0.35464503231571","0.324963994002972","0.384326070628448"
"Full-time","1989","college entrance qualification","Male","450","0.591909081442535","0.556664386421146","0.627153776463923"
"Full-time","1989","college entrance qualification","Female","187","0.410733502507814","0.365628373389421","0.455838631626207"
"Full-time","1989","Other degree","Male","508","0.787458803352889","0.75499356053216","0.819924046173617"
"Full-time","1989","Other degree","Female","175","0.406494758990286","0.359742250562002","0.45324726741857"
"Full-time","1989","no degree/no degree yet","Male","218","0.337563610009196","0.290328206626591","0.3847990133918"
"Full-time","1989","no degree/no degree yet","Female","124","0.144276086985231","0.113600220807719","0.174951953162744"
"Part-time","1989","lower secondary degree","Male","","","",""
"Part-time","1989","lower secondary degree","Female","340","0.126174082701478","0.113017937890904","0.139330227512052"
"Part-time","1989","secondary school degree","Male","","","",""
"Part-time","1989","secondary school degree","Female","141","0.130390336797595","0.109498929196108","0.151281744399081"
"Part-time","1989","college entrance qualification","Male","","","",""
"Part-time","1989","college entrance qualification","Female","60","0.121670644705902","0.0916989296844306","0.151642359727374"
"Part-time","1989","Other degree","Male","","","",""
"Part-time","1989","Other degree","Female","48","0.105632572426797","0.0763760920828627","0.134889052770732"
"Part-time","1989","no degree/no degree yet","Male","","","",""
"Part-time","1989","no degree/no degree yet","Female","35","0.0522267317205073","0.0328030534884933","0.0716504099525213"
"Non-working","1989","lower secondary degree","Male","591","0.321434017455318","0.30205027549722","0.340817759413416"
"Non-working","1989","lower secondary degree","Female","1437","0.64994167154611","0.631042685464146","0.668840657628074"
"Non-working","1989","secondary school degree","Male","157","0.244489454283997","0.212986926658035","0.27599198190996"
"Non-working","1989","secondary school degree","Female","408","0.442693342058905","0.411876975505827","0.473509708611983"
"Non-working","1989","college entrance qualification","Male","227","0.314018162934691","0.280735238202886","0.347301087666497"
"Non-working","1989","college entrance qualification","Female","166","0.377013810305079","0.332580585883167","0.42144703472699"
"Non-working","1989","Other degree","Male","93","0.17768537840135","0.147351494129913","0.208019262672787"
"Non-working","1989","Other degree","Female","191","0.454147317178909","0.406755728906582","0.501538905451236"
"Non-working","1989","no degree/no degree yet","Male","153","0.598170581919581","0.54919821262726","0.647142951211902"
"Non-working","1989","no degree/no degree yet","Female","336","0.786426618706178","0.750647018215781","0.822206219196576"
"Other","1989","lower secondary degree","Male","112","0.0336437268042902","0.0261600272534456","0.0411274263551347"
"Other","1989","lower secondary degree","Female","142","0.043538674659523","0.0354532578004924","0.0516240915185536"
"Other","1989","secondary school degree","Male","70","0.066858444831013","0.0485501890864294","0.0851667005755966"
"Other","1989","secondary school degree","Female","93","0.0722712888277908","0.0562064556954815","0.0883361219601002"
"Other","1989","college entrance qualification","Male","46","0.0630645583491205","0.0456330365585511","0.08049608013969"
"Other","1989","college entrance qualification","Female","44","0.0905820424812049","0.0642676826947471","0.116896402267663"
"Other","1989","Other degree","Male","","","",""
"Other","1989","Other degree","Female","","","",""
"Other","1989","no degree/no degree yet","Male","","","",""
"Other","1989","no degree/no degree yet","Female","","","",""
"Full-time","1990","lower secondary degree","Male","2053","0.648137751749303","0.630899058282106","0.6653764452165"
"Full-time","1990","lower secondary degree","Female","895","0.206103727506329","0.192422264209581","0.219785190803077"
"Full-time","1990","secondary school degree","Male","1304","0.746907964032076","0.72600512067045","0.767810807393703"
"Full-time","1990","secondary school degree","Female","998","0.422268248837494","0.400985624591679","0.443550873083309"
"Full-time","1990","college entrance qualification","Male","708","0.631639906433208","0.602463989820415","0.660815823046001"
"Full-time","1990","college entrance qualification","Female","331","0.428660880356841","0.391894796143505","0.465426964570177"
"Full-time","1990","Other degree","Male","505","0.74245324484484","0.708280067185216","0.776626422504463"
"Full-time","1990","Other degree","Female","185","0.411001196224899","0.365235997208626","0.456766395241172"
"Full-time","1990","no degree/no degree yet","Male","215","0.360297363162214","0.313598674376089","0.406996051948339"
"Full-time","1990","no degree/no degree yet","Female","114","0.156868614819063","0.124468908843862","0.189268320794265"
"Part-time","1990","lower secondary degree","Male","","","",""
"Part-time","1990","lower secondary degree","Female","514","0.138680434962904","0.126990892877087","0.15036997704872"
"Part-time","1990","secondary school degree","Male","","","",""
"Part-time","1990","secondary school degree","Female","341","0.146653743834158","0.131410511588908","0.161896976079409"
"Part-time","1990","college entrance qualification","Male","30","0.0284541683159792","0.0183974094744407","0.0385109271575176"
"Part-time","1990","college entrance qualification","Female","97","0.153329075518205","0.126561252465185","0.180096898571225"
"Part-time","1990","Other degree","Male","","","",""
"Part-time","1990","Other degree","Female","52","0.104556404256118","0.0760953460858304","0.133017462426405"
"Part-time","1990","no degree/no degree yet","Male","","","",""
"Part-time","1990","no degree/no degree yet","Female","38","0.0567948304796864","0.0361751039946778","0.0774145569646949"
"Non-working","1990","lower secondary degree","Male","754","0.313802085922151","0.297051231616828","0.330552940227475"
"Non-working","1990","lower secondary degree","Female","1819","0.620152529411863","0.603736745592925","0.636568313230802"
"Non-working","1990","secondary school degree","Male","217","0.178650852106873","0.160234694087696","0.19706701012605"
"Non-working","1990","secondary school degree","Female","589","0.368475212527718","0.347689391412753","0.389261033642684"
"Non-working","1990","college entrance qualification","Male","265","0.284380104959548","0.257093830100223","0.311666379818873"
"Non-working","1990","college entrance qualification","Female","222","0.353560089297023","0.318042852606503","0.389077325987542"
"Non-working","1990","Other degree","Male","113","0.218540628562739","0.186245124741893","0.250836132383586"
"Non-working","1990","Other degree","Female","200","0.461265689762506","0.41489756851106","0.507633811013952"
"Non-working","1990","no degree/no degree yet","Male","181","0.580330653124544","0.532326760674846","0.628334545574241"
"Non-working","1990","no degree/no degree yet","Female","322","0.774465708151205","0.737232299335107","0.811699116967303"
"Other","1990","lower secondary degree","Male","114","0.0301128941680456","0.0239438029321771","0.0362819854039141"
"Other","1990","lower secondary degree","Female","130","0.0350633081189037","0.0288419729445881","0.0412846432932194"
"Other","1990","secondary school degree","Male","133","0.0684791767273843","0.0563366762185438","0.0806216772362249"
"Other","1990","secondary school degree","Female","141","0.0626027948006298","0.0521645726879483","0.0730410169133114"
"Other","1990","college entrance qualification","Male","47","0.0555258202912648","0.0416743467159284","0.0693772938666012"
"Other","1990","college entrance qualification","Female","46","0.0644499548279315","0.0462072894547979","0.0826926202010651"
"Other","1990","Other degree","Male","","","",""
"Other","1990","Other degree","Female","","","",""
"Other","1990","no degree/no degree yet","Male","","","",""
"Other","1990","no degree/no degree yet","Female","","","",""
"Full-time","1991","lower secondary degree","Male","1913","0.621613419737755","0.60385151085751","0.639375328618"
"Full-time","1991","lower secondary degree","Female","773","0.194584554699752","0.180878948998338","0.208290160401166"
"Full-time","1991","secondary school degree","Male","1211","0.728480249856979","0.706849843307938","0.750110656406021"
"Full-time","1991","secondary school degree","Female","959","0.401022975386648","0.379807104193112","0.422238846580184"
"Full-time","1991","college entrance qualification","Male","692","0.63511361553884","0.605981978677968","0.664245252399712"
"Full-time","1991","college entrance qualification","Female","319","0.414923691390861","0.378423978874564","0.451423403907158"
"Full-time","1991","Other degree","Male","490","0.750527845895895","0.716357279428341","0.78469841236345"
"Full-time","1991","Other degree","Female","193","0.446039849432338","0.399056934730036","0.493022764134639"
"Full-time","1991","no degree/no degree yet","Male","208","0.392204678310887","0.343179332639567","0.441230023982207"
"Full-time","1991","no degree/no degree yet","Female","117","0.164339174193668","0.131392200555214","0.197286147832122"
"Part-time","1991","lower secondary degree","Male","","","",""
"Part-time","1991","lower secondary degree","Female","446","0.128260436046386","0.116684028476061","0.139836843616711"
"Part-time","1991","secondary school degree","Male","","","",""
"Part-time","1991","secondary school degree","Female","276","0.134087596319469","0.11933724230643","0.148837950332508"
"Part-time","1991","college entrance qualification","Male","36","0.0355020218638894","0.0243040969447619","0.0466999467830168"
"Part-time","1991","college entrance qualification","Female","86","0.14755724226575","0.121284104160422","0.173830380371078"
"Part-time","1991","Other degree","Male","","","",""
"Part-time","1991","Other degree","Female","45","0.0785208170013773","0.0530965153657314","0.103945118637023"
"Part-time","1991","no degree/no degree yet","Male","","","",""
"Part-time","1991","no degree/no degree yet","Female","43","0.068040192687739","0.045652398009671","0.0904279873658069"
"Non-working","1991","lower secondary degree","Male","810","0.339972584623149","0.322623981169791","0.357321188076508"
"Non-working","1991","lower secondary degree","Female","1826","0.630131769520658","0.61341804356937","0.646845495471945"
"Non-working","1991","secondary school degree","Male","286","0.20370124877459","0.184113255708835","0.223289241840346"
"Non-working","1991","secondary school degree","Female","669","0.400621974674624","0.379409616462227","0.421834332887022"
"Non-working","1991","college entrance qualification","Male","259","0.266453009945519","0.239699261953551","0.293206757937486"
"Non-working","1991","college entrance qualification","Female","234","0.354935550539179","0.319488885990742","0.390382215087617"
"Non-working","1991","Other degree","Male","118","0.233694959779024","0.200276744770957","0.267113174787091"
"Non-working","1991","Other degree","Female","176","0.436631211553707","0.389753366083048","0.483509057024366"
"Non-working","1991","no degree/no degree yet","Male","157","0.534637881289823","0.484552500412498","0.584723262167148"
"Non-working","1991","no degree/no degree yet","Female","316","0.753423902325572","0.715103934039462","0.791743870611682"
"Other","1991","lower secondary degree","Male","122","0.0313507287379911","0.0249685541204627","0.0377329033555195"
"Other","1991","lower secondary degree","Female","160","0.047023239733204","0.0396944628105123","0.0543520166558956"
"Other","1991","secondary school degree","Male","112","0.0586116135448252","0.0471872678693629","0.0700359592202875"
"Other","1991","secondary school degree","Female","146","0.0642674536192583","0.0536519018033493","0.0748830054351674"
"Other","1991","college entrance qualification","Male","62","0.062931352651752","0.0482360145022472","0.0776266908012568"
"Other","1991","college entrance qualification","Female","61","0.0825835158042091","0.0621929618419431","0.102974069766475"
"Other","1991","Other degree","Male","","","",""
"Other","1991","Other degree","Female","","","",""
"Other","1991","no degree/no degree yet","Male","","","",""
"Other","1991","no degree/no degree yet","Female","","","",""
"Full-time","1992","lower secondary degree","Male","1768","0.590168509020615","0.571913065639455","0.608423952401775"
"Full-time","1992","lower secondary degree","Female","701","0.187268928875442","0.173504556127777","0.201033301623107"
"Full-time","1992","secondary school degree","Male","1141","0.696278737307398","0.67359648427473","0.718960990340067"
"Full-time","1992","secondary school degree","Female","886","0.376039313185126","0.355009217906191","0.397069408464061"
"Full-time","1992","college entrance qualification","Male","672","0.636389577139475","0.607055149343686","0.665724004935265"
"Full-time","1992","college entrance qualification","Female","309","0.408558510128734","0.372502139497159","0.44461488076031"
"Full-time","1992","Other degree","Male","457","0.733597844860656","0.697835422272561","0.769360267448751"
"Full-time","1992","Other degree","Female","175","0.412398284336291","0.365816148504532","0.458980420168051"
"Full-time","1992","no degree/no degree yet","Male","191","0.39008822733814","0.340252693854621","0.439923760821658"
"Full-time","1992","no degree/no degree yet","Female","103","0.150614431206917","0.119073802312071","0.182155060101763"
"Part-time","1992","lower secondary degree","Male","","","",""
"Part-time","1992","lower secondary degree","Female","416","0.128621314014553","0.116809677666318","0.140432950362788"
"Part-time","1992","secondary school degree","Male","","","",""
