"erwst","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1984","Single parent ","34","0.0684296712082787","0.0478641907767409","0.0889951516398166","2"
"Full-time","1985","(Married) couple without C. ","1079","0.376314697147824","0.357072398385359","0.395556995910288","1"
"Full-time","1985","1-pers.-HH","510","0.331647966633654","0.304796720318442","0.358499212948866","1"
"Full-time","1985","Couple + C. GT 16 ","965","0.449564227644923","0.427919293634839","0.471209161655006","1"
"Full-time","1985","Couple + C. LE 16 ","1477","0.526865398091142","0.507969788895175","0.54576100728711","1"
"Full-time","1985","Couple + C. LE and GT 16","697","0.45215967407109","0.426913760026071","0.477405588116109","1"
"Full-time","1985","Single parent ","242","0.409376667003918","0.368131922978606","0.450621411029229","1"
"Non-working","1985","(Married) couple without C. ","1176","0.55131431592604","0.531559665463922","0.571068966388157","5"
"Non-working","1985","1-pers.-HH","603","0.613610697265847","0.585840296293611","0.641381098238084","5"
"Non-working","1985","Couple + C. LE 16 ","856","0.321175539500453","0.303504232291897","0.338846846709009","5"
"Non-working","1985","Couple + C. GT 16 ","752","0.38865805862693","0.367448433044891","0.409867684208969","5"
"Non-working","1985","Couple + C. LE and GT 16","579","0.379297746584227","0.354685572429964","0.403909920738489","5"
"Non-working","1985","Single parent ","230","0.444304142833086","0.402625791568686","0.485982494097486","5"
"Other","1985","(Married) couple without C. ","31","0.0122675546592501","0.00789538235340716","0.016639726965093","6"
"Other","1985","1-pers.-HH","35","0.0308275862558651","0.02096948158645","0.0406856909252801","6"
"Other","1985","Couple + C. GT 16 ","159","0.0792386219373431","0.0674856128589326","0.0909916310157536","6"
"Other","1985","Couple + C. LE 16 ","87","0.0389032693788506","0.0315852205252488","0.0462213182324524","6"
"Other","1985","Couple + C. LE and GT 16","133","0.104338548504407","0.0888320934734315","0.119845003535382","6"
"Other","1985","Single parent ","37","0.0734669015275239","0.051582831255047","0.0953509718000008","6"
"Part-time","1985","(Married) couple without C. ","149","0.0601034322668862","0.0506630783362143","0.0695437861975582","2"
"Part-time","1985","1-pers.-HH","33","0.0239137498446337","0.0152002810405141","0.0326272186487533","2"
"Part-time","1985","Couple + C. GT 16 ","153","0.0825390917908041","0.0705653277719941","0.094512855809614","2"
"Part-time","1985","Couple + C. LE and GT 16","84","0.0642040308402764","0.0517706304437022","0.0766374312368506","2"
"Part-time","1985","Couple + C. LE 16 ","262","0.113055793029554","0.10107147665808","0.125040109401028","2"
"Part-time","1985","Single parent ","37","0.0728522886354721","0.0510527232738529","0.0946518539970912","2"
"Full-time","1986","(Married) couple without C. ","1087","0.379261219924785","0.359800693336038","0.398721746513533","1"
"Full-time","1986","1-pers.-HH","493","0.343683732773307","0.315893784705328","0.371473680841286","1"
"Full-time","1986","Couple + C. GT 16 ","984","0.442998934032637","0.421788713848291","0.464209154216982","1"
"Full-time","1986","Couple + C. LE 16 ","1334","0.537334380556025","0.517431982199782","0.557236778912268","1"
"Full-time","1986","Couple + C. LE and GT 16","628","0.436525921419553","0.41057449430884","0.462477348530267","1"
"Full-time","1986","Single parent ","224","0.411698796639877","0.369028338269957","0.454369255009797","1"
"Non-working","1986","(Married) couple without C. ","1109","0.543439166651114","0.523460995759948","0.56341733754228","5"
"Non-working","1986","1-pers.-HH","564","0.609001845684318","0.580449070841633","0.637554620527003","5"
"Non-working","1986","Couple + C. GT 16 ","780","0.385184424467522","0.364405521618754","0.40596332731629","5"
"Non-working","1986","Couple + C. LE 16 ","773","0.321214557449121","0.302575954563839","0.339853160334403","5"
"Non-working","1986","Couple + C. LE and GT 16","548","0.372504109290555","0.347205873703727","0.397802344877383","5"
"Non-working","1986","Single parent ","206","0.42132185291406","0.378510083780221","0.464133622047899","5"
"Other","1986","(Married) couple without C. ","67","0.0250156586233823","0.0187518897974796","0.031279427449285","6"
"Other","1986","1-pers.-HH","36","0.0259666884738353","0.0166610355319546","0.035272341415716","6"
"Other","1986","Couple + C. GT 16 ","202","0.0979503912397343","0.085258272630725","0.110642509848744","6"
"Other","1986","Couple + C. LE 16 ","92","0.042541441645051","0.0344855135684841","0.0505973697216179","6"
"Other","1986","Couple + C. LE and GT 16","152","0.128762729443722","0.11123673920705","0.146288719680395","6"
"Other","1986","Single parent ","47","0.0958153593033923","0.0702951771473742","0.12133554145941","6"
"Part-time","1986","(Married) couple without C. ","125","0.0522839548007184","0.0433559531520682","0.0612119564493686","2"
"Part-time","1986","1-pers.-HH","29","","","","2"
"Part-time","1986","Couple + C. GT 16 ","141","0.0738662502601071","0.0626982425478752","0.085034257972339","2"
"Part-time","1986","Couple + C. LE and GT 16","75","0.0622072398461695","0.0495688089166482","0.0748456707756908","2"
"Part-time","1986","Couple + C. LE 16 ","212","0.0989096203498028","0.0869930047643394","0.110826235935266","2"
"Part-time","1986","Single parent ","34","0.0711639911426706","0.0488725928733514","0.0934553894119897","2"
"Full-time","1987","(Married) couple without C. ","1099","0.393364314378488","0.373643277001374","0.413085351755603","1"
"Full-time","1987","1-pers.-HH","478","0.337787585827409","0.310088873425971","0.365486298228846","1"
"Full-time","1987","Couple + C. GT 16 ","976","0.449946177792065","0.428956525332184","0.470935830251945","1"
"Full-time","1987","Couple + C. LE 16 ","1336","0.54460628778261","0.524548082000769","0.564664493564451","1"
"Full-time","1987","Couple + C. LE and GT 16","559","0.436127065182321","0.408745393253087","0.463508737111554","1"
"Full-time","1987","Single parent ","211","0.391178929527847","0.349354520735869","0.433003338319825","1"
"Non-working","1987","1-pers.-HH","573","0.609257347764246","0.580682437351464","0.637832258177028","5"
"Non-working","1987","(Married) couple without C. ","1085","0.532163190704451","0.512019552619305","0.552306828789597","5"
"Non-working","1987","Couple + C. LE 16 ","744","0.315731302934929","0.297010287583935","0.334452318285924","5"
"Non-working","1987","Couple + C. GT 16 ","780","0.362657280212159","0.342373117501631","0.382941442922688","5"
"Non-working","1987","Couple + C. LE and GT 16","466","0.34788961009023","0.321590315029856","0.374188905150604","5"
"Non-working","1987","Single parent ","216","0.414909064971683","0.37268253509971","0.457135594843656","5"
"Other","1987","1-pers.-HH","39","0.0283733330163168","0.0186493549563211","0.0380973110763126","6"
"Other","1987","(Married) couple without C. ","42","0.0174860858420256","0.012194523007188","0.0227776486768632","6"
"Other","1987","Couple + C. LE 16 ","69","0.0309184505615257","0.0239466289646586","0.0378902721583929","6"
"Other","1987","Couple + C. GT 16 ","244","0.107109186324662","0.0940614579119255","0.120156914737398","6"
"Other","1987","Couple + C. LE and GT 16","162","0.143608459016702","0.124244729215118","0.162972188818285","6"
"Other","1987","Single parent ","51","0.1018465627614","0.0759259238005221","0.127767201722277","6"
"Part-time","1987","(Married) couple without C. ","131","0.0569864090750353","0.0476277651993677","0.0663450529507029","2"
"Part-time","1987","1-pers.-HH","30","0.0245817333920282","0.015513122376069","0.0336503444079873","2"
"Part-time","1987","Couple + C. GT 16 ","158","0.0802873556711139","0.0688224093254422","0.0917523020167857","2"
"Part-time","1987","Couple + C. LE and GT 16","73","0.0723748657107476","0.0580680508332038","0.0866816805882913","2"
"Part-time","1987","Couple + C. LE 16 ","219","0.108743958720934","0.0962050120627881","0.121282905379081","2"
"Part-time","1987","Single parent ","45","0.0920654427390702","0.0672870665192069","0.116843818958934","2"
"Full-time","1988","(Married) couple without C. ","1072","0.403830391754862","0.38373415371479","0.423926629794933","1"
"Full-time","1988","1-pers.-HH","448","0.336573618547276","0.308286604701945","0.364860632392607","1"
"Full-time","1988","Couple + C. GT 16 ","975","0.439989367461687","0.419289409651347","0.460689325272026","1"
"Full-time","1988","Couple + C. LE 16 ","1219","0.526720476316407","0.505997858470139","0.547443094162676","1"
"Full-time","1988","Couple + C. LE and GT 16","478","0.430363075798179","0.40098304251241","0.459743109083949","1"
"Full-time","1988","Single parent ","221","0.434613635667509","0.391634074196526","0.477593197138492","1"
"Non-working","1988","(Married) couple without C. ","1045","0.521207921150561","0.500747746718925","0.541668095582198","5"
"Non-working","1988","1-pers.-HH","567","0.617562960655963","0.588471113824367","0.64665480748756","5"
"Non-working","1988","Couple + C. LE 16 ","700","0.311435959573067","0.292216011637603","0.33065590750853","5"
"Non-working","1988","Couple + C. GT 16 ","826","0.382225992030683","0.361961992938567","0.402489991122799","5"
"Non-working","1988","Couple + C. LE and GT 16","411","0.359446813448515","0.33097398360937","0.38791964328766","5"
"Non-working","1988","Single parent ","197","0.383532464950918","0.341373124123239","0.425691805778597","5"
"Other","1988","(Married) couple without C. ","51","0.0197248426438838","0.0140296145556977","0.0254200707320699","6"
"Other","1988","1-pers.-HH","29","","","","6"
"Other","1988","Couple + C. GT 16 ","243","0.0966823212237137","0.0843585387960301","0.109006103651397","6"
"Other","1988","Couple + C. LE 16 ","75","0.0373730980642774","0.0295007514608886","0.0452454446676662","6"
"Other","1988","Couple + C. LE and GT 16","140","0.139734849162603","0.11916153556792","0.160308162757286","6"
"Other","1988","Single parent ","58","0.109666145397487","0.0825735647885943","0.136758726006381","6"
"Part-time","1988","(Married) couple without C. ","122","0.055236844450693","0.0458804988744913","0.0645931900268946","2"
"Part-time","1988","1-pers.-HH","28","","","","2"
"Part-time","1988","Couple + C. GT 16 ","165","0.0811023192839163","0.0697181735236759","0.0924864650441567","2"
"Part-time","1988","Couple + C. LE 16 ","236","0.124470466046248","0.110769089005271","0.138171843087225","2"
"Part-time","1988","Couple + C. LE and GT 16","62","0.070455261590703","0.0552698146017837","0.0856407085796223","2"
"Part-time","1988","Single parent ","35","0.0721877539840854","0.0497489628562307","0.0946265451119402","2"
"Full-time","1989","(Married) couple without C. ","1097","0.408937420344874","0.38869049195547","0.429184348734277","1"
"Full-time","1989","1-pers.-HH","476","0.369338706545004","0.340420809797028","0.39825660329298","1"
"Full-time","1989","Couple + C. GT 16 ","965","0.436840810531599","0.415860628183449","0.45782099287975","1"
"Full-time","1989","Couple + C. LE 16 ","1183","0.540998536553049","0.519910336006967","0.562086737099131","1"
"Full-time","1989","Couple + C. LE and GT 16","450","0.427040942511199","0.396197263780869","0.457884621241529","1"
"Full-time","1989","Single parent ","197","0.412882850165329","0.368559280936587","0.45720641939407","1"
"Non-working","1989","1-pers.-HH","539","0.588084794327515","0.558594433296899","0.617575155358131","5"
"Non-working","1989","(Married) couple without C. ","1001","0.519987560086663","0.499412708503214","0.540562411670112","5"
"Non-working","1989","Couple + C. LE 16 ","660","0.300497868944997","0.281095727696645","0.31990001019335","5"
"Non-working","1989","Couple + C. GT 16 ","794","0.373110875552973","0.352653666150624","0.393568084955322","5"
"Non-working","1989","Couple + C. LE and GT 16","360","0.369817754667651","0.339715669574165","0.399919839761137","5"
"Non-working","1989","Single parent ","184","0.39591439994542","0.351888442365055","0.439940357525786","5"
"Other","1989","1-pers.-HH","26","","","","6"
"Other","1989","(Married) couple without C. ","35","0.0133005595654377","0.00858273937094379","0.0180183797599317","6"
"Other","1989","Couple + C. LE 16 ","71","0.0358240369333222","0.0279590165064288","0.0436890573602157","6"
"Other","1989","Couple + C. GT 16 ","237","0.109636188312924","0.096420408846677","0.12285196777917","6"
"Other","1989","Couple + C. LE and GT 16","115","0.124268623432395","0.103698551156678","0.144838695708111","6"
"Other","1989","Single parent ","54","0.0980197564551547","0.0712518600844973","0.124787652825812","6"
"Part-time","1989","(Married) couple without C. ","132","0.057774460003026","0.0481658764413205","0.0673830435647315","2"
"Part-time","1989","1-pers.-HH","29","","","","2"
"Part-time","1989","Couple + C. LE and GT 16","63","0.0788726793887558","0.0620655807919001","0.0956797779856116","2"
"Part-time","1989","Couple + C. GT 16 ","151","0.080412125602504","0.0689096993359645","0.0919145518690435","2"
"Part-time","1989","Couple + C. LE 16 ","231","0.122679557568631","0.108796035089752","0.136563080047511","2"
"Part-time","1989","Single parent ","39","0.0931829934340963","0.0670139964455751","0.119351990422617","2"
"Full-time","1990","(Married) couple without C. ","1628","0.430184246249038","0.413214760097933","0.447153732400142","1"
"Full-time","1990","1-pers.-HH","568","0.370652471446967","0.345142507985663","0.396162434908271","1"
"Full-time","1990","Couple + C. GT 16 ","1488","0.481447984710735","0.463240719260911","0.499655250160558","1"
"Full-time","1990","Couple + C. LE 16 ","2340","0.60599499262919","0.589972983629664","0.622017001628717","1"
"Full-time","1990","Couple + C. LE and GT 16","596","0.460502561543583","0.432464404347201","0.488540718739966","1"
"Full-time","1990","Single parent ","328","0.451502937491573","0.413450467744075","0.48955540723907","1"
"Non-working","1990","(Married) couple without C. ","1357","0.486707868376848","0.469576553332844","0.503839183420852","5"
"Non-working","1990","1-pers.-HH","736","0.582003309188668","0.555951957029225","0.608054661348111","5"
"Non-working","1990","Couple + C. GT 16 ","922","0.344998162225217","0.327675943252862","0.362320381197573","5"
"Non-working","1990","Couple + C. LE 16 ","751","0.236133003385802","0.222207246737949","0.250058760033656","5"
"Non-working","1990","Couple + C. LE and GT 16","371","0.321467271580996","0.295195308211605","0.347739234950387","5"
"Non-working","1990","Single parent ","210","0.352089232081103","0.315567667302826","0.38861079685938","5"
"Other","1990","(Married) couple without C. ","51","0.016676724732186","0.0122876017043457","0.0210658477600262","6"
"Other","1990","1-pers.-HH","31","0.0190325372264101","0.0118155362141807","0.0262495382386394","6"
"Other","1990","Couple + C. LE 16 ","65","0.0258721474045755","0.0206667270986355","0.0310775677105156","6"
"Other","1990","Couple + C. GT 16 ","265","0.0906928974314296","0.0802284619593795","0.10115733290348","6"
"Other","1990","Couple + C. LE and GT 16","150","0.12532694746371","0.106702480502178","0.143951414425241","6"
"Other","1990","Single parent ","63","0.100766105258919","0.0777485615333364","0.123783648984501","6"
"Part-time","1990","(Married) couple without C. ","234","0.0664311606419289","0.0578955753085386","0.0749667459753192","2"
"Part-time","1990","1-pers.-HH","42","0.0283116821379549","0.0195512112957955","0.0370721529801143","2"
"Part-time","1990","Couple + C. GT 16 ","218","0.0828609556326183","0.0728155741452124","0.0929063371200242","2"
"Part-time","1990","Couple + C. LE and GT 16","97","0.0927032194117109","0.0763892050271859","0.109017233796236","2"
"Part-time","1990","Couple + C. LE 16 ","417","0.131999856580432","0.12090100072621","0.143098712434653","2"
"Part-time","1990","Single parent ","56","0.0956417251684055","0.0731532833406051","0.118130166996206","2"
"Full-time","1991","(Married) couple without C. ","1494","0.4105818693132","0.393619315392175","0.427544423234224","1"
"Full-time","1991","1-pers.-HH","551","0.356168212430782","0.330614388270128","0.381722036591437","1"
"Full-time","1991","Couple + C. GT 16 ","1397","0.47094500438753","0.452492591012101","0.489397417762958","1"
"Full-time","1991","Couple + C. LE 16 ","2188","0.587492514996993","0.57108936987619","0.603895660117796","1"
"Full-time","1991","Couple + C. LE and GT 16","614","0.485588832973337","0.457532185360716","0.513645480585957","1"
"Full-time","1991","Single parent ","317","0.446723625645901","0.408737441631931","0.484709809659872","1"
"Non-working","1991","1-pers.-HH","724","0.589596302775657","0.563346555638533","0.615846049912781","5"
"Non-working","1991","(Married) couple without C. ","1491","0.510956537600511","0.493720186939133","0.52819288826189","5"
"Non-working","1991","Couple + C. GT 16 ","942","0.350825987658136","0.333184138297816","0.368467837018457","5"
"Non-working","1991","Couple + C. LE 16 ","793","0.242983174674593","0.22869256001864","0.257273789330547","5"
"Non-working","1991","Couple + C. LE and GT 16","355","0.291921465405136","0.266399156080632","0.31744377472964","5"
"Non-working","1991","Single parent ","227","0.375835152890209","0.338828185602442","0.412842120177976","5"
"Other","1991","1-pers.-HH","44","0.0295303825324815","0.0204966417559408","0.0385641233090222","6"
"Other","1991","(Married) couple without C. ","73","0.0212578529860452","0.0162842231814531","0.0262314827906374","6"
"Other","1991","Couple + C. LE 16 ","89","0.0345187411189514","0.0284358584430032","0.0406016237948997","6"
"Other","1991","Couple + C. GT 16 ","283","0.102749431650837","0.0915250027477003","0.113973860553973","6"
"Other","1991","Couple + C. LE and GT 16","165","0.136368754649404","0.117103806317486","0.155633702981322","6"
"Other","1991","Single parent ","59","0.0924602925362062","0.0703270219379061","0.114593563134506","6"
"Part-time","1991","(Married) couple without C. ","173","0.0572037401002436","0.0491961699882375","0.0652113102122498","2"
"Part-time","1991","1-pers.-HH","30","0.0247051022610794","0.0164218016974482","0.0329884028247107","2"
"Part-time","1991","Couple + C. LE and GT 16","85","0.0861209469721234","0.0703722365321256","0.101869657412121","2"
"Part-time","1991","Couple + C. GT 16 ","189","0.0754795763034971","0.0657141625251496","0.0852449900818446","2"
"Part-time","1991","Couple + C. LE 16 ","390","0.135005569209462","0.123619009197609","0.146392129221316","2"
"Part-time","1991","Single parent ","55","0.0849809289276833","0.0636744858488825","0.106287372006484","2"
"Full-time","1992","(Married) couple without C. ","1451","0.396534706005406","0.379806585231621","0.413262826779192","1"
"Full-time","1992","1-pers.-HH","537","0.353362926412187","0.327873432769598","0.378852420054776","1"
"Full-time","1992","Couple + C. GT 16 ","1293","0.450207154880843","0.431575226201126","0.468839083560561","1"
"Full-time","1992","Couple + C. LE 16 ","1991","0.567872214029512","0.550965696030051","0.584778732028973","1"
"Full-time","1992","Couple + C. LE and GT 16","564","0.46507207672627","0.436406149073253","0.493738004379287","1"
"Full-time","1992","Single parent ","291","0.428661141313264","0.390380031815294","0.466942250811234","1"
"Non-working","1992","(Married) couple without C. ","1622","0.538149256766559","0.521100897066362","0.555197616466756","5"
"Non-working","1992","1-pers.-HH","752","0.603436694167158","0.577351592279751","0.629521796054566","5"
"Non-working","1992","Couple + C. LE 16 ","856","0.266565591600467","0.251475028329552","0.281656154871382","5"
"Non-working","1992","Couple + C. GT 16 ","990","0.372076255263359","0.353974465954434","0.390178044572284","5"
"Non-working","1992","Couple + C. LE and GT 16","364","0.316206471384006","0.289482185822988","0.342930756945024","5"
"Non-working","1992","Single parent ","243","0.39521642209152","0.357398465148742","0.433034379034297","5"
"Other","1992","(Married) couple without C. ","65","0.0171848876384654","0.0127407278504453","0.0216290474264855","6"
"Other","1992","1-pers.-HH","32","0.0171944724460458","0.0102626306959517","0.0241263141961399","6"
"Other","1992","Couple + C. LE 16 ","71","0.027016662390675","0.0214832719594355","0.0325500528219146","6"
"Other","1992","Couple + C. GT 16 ","267","0.0978174903619408","0.0866922978540667","0.108942682869815","6"
"Other","1992","Couple + C. LE and GT 16","149","0.12614613755541","0.107064545033047","0.145227730077772","6"
"Other","1992","Single parent ","52","0.0830824707933415","0.0617323460672225","0.10443259551946","6"
"Part-time","1992","(Married) couple without C. ","147","0.0481311495895692","0.0408116384026142","0.0554506607765242","2"
"Part-time","1992","1-pers.-HH","30","0.0260059069746087","0.0175192904159918","0.0344925235332256","2"
"Part-time","1992","Couple + C. GT 16 ","189","0.0798990994938568","0.0697450156511671","0.0900531833365464","2"
"Part-time","1992","Couple + C. LE and GT 16","86","0.0925753143343139","0.0759177643101606","0.109232864358467","2"
"Part-time","1992","Couple + C. LE 16 ","380","0.138545531979346","0.126754951375892","0.1503361125828","2"
"Part-time","1992","Single parent ","56","0.0930399658018746","0.0705696372245299","0.115510294379219","2"
"Full-time","1993","(Married) couple without C. ","1442","0.389241237898462","0.37269575886254","0.405786716934384","1"
"Full-time","1993","1-pers.-HH","572","0.358294505911591","0.33333718698949","0.383251824833691","1"
"Full-time","1993","Couple + C. GT 16 ","1180","0.438094384667882","0.419008544773219","0.457180224562546","1"
"Full-time","1993","Couple + C. LE 16 ","1884","0.575806235503071","0.558470113144101","0.593142357862042","1"
"Full-time","1993","Couple + C. LE and GT 16","562","0.454214982888071","0.425937956126702","0.48249200964944","1"
"Full-time","1993","Single parent ","260","0.40324165199059","0.364249406551548","0.442233897429633","1"
"Non-working","1993","1-pers.-HH","772","0.595835161510442","0.570293314233129","0.621377008787756","5"
"Non-working","1993","(Married) couple without C. ","1668","0.542588413268594","0.525683073315972","0.559493753221217","5"
"Non-working","1993","Couple + C. GT 16 ","981","0.375899889877942","0.3572679113169","0.394531868438983","5"
"Non-working","1993","Couple + C. LE 16 ","810","0.259930488036196","0.244545523148645","0.275315452923747","5"
"Non-working","1993","Couple + C. LE and GT 16","368","0.3091568386194","0.282910340275886","0.335403336962914","5"
"Non-working","1993","Single parent ","240","0.403879296104732","0.364877087615942","0.442881504593522","5"
"Other","1993","1-pers.-HH","42","0.0226961685460844","0.0149443954789997","0.0304479416131692","6"
"Other","1993","(Married) couple without C. ","71","0.0193882494624153","0.0147092508536433","0.0240672480711872","6"
"Other","1993","Couple + C. LE 16 ","75","0.0264709844930937","0.0208399117397955","0.0321020572463918","6"
"Other","1993","Couple + C. GT 16 ","262","0.106047130066811","0.0942030177168672","0.117891242416755","6"
"Other","1993","Couple + C. LE and GT 16","167","0.146898100718714","0.126793254522528","0.1670029469149","6"
"Other","1993","Single parent ","52","0.0944855860368102","0.0712353821423292","0.117735789931291","6"
"Part-time","1993","(Married) couple without C. ","155","0.048782099370528","0.0414723022996719","0.0560918964413841","2"
"Part-time","1993","1-pers.-HH","32","0.0231741640318827","0.015343103467024","0.0310052245967414","2"
"Part-time","1993","Couple + C. GT 16 ","173","0.0799585953873646","0.0695250475572106","0.0903921432175187","2"
"Part-time","1993","Couple + C. LE 16 ","353","0.137792291967639","0.125701630697755","0.149882953237523","2"
"Part-time","1993","Couple + C. LE and GT 16","94","0.0897300777738146","0.0734990384955623","0.105961117052067","2"
"Part-time","1993","Single parent ","56","0.0983934658678675","0.0747185766239809","0.122068355111754","2"
"Full-time","1994","(Married) couple without C. ","1479","0.390859211503291","0.374469981531375","0.407248441475208","1"
"Full-time","1994","1-pers.-HH","551","0.341754907080335","0.317042157650818","0.366467656509853","1"
"Full-time","1994","Couple + C. GT 16 ","1134","0.431482839958154","0.411934714928469","0.45103096498784","1"
"Full-time","1994","Couple + C. LE 16 ","1729","0.552966137262696","0.535254391896784","0.570677882628609","1"
"Full-time","1994","Couple + C. LE and GT 16","521","0.425802025167291","0.397613390421059","0.453990659913523","1"
"Full-time","1994","Single parent ","232","0.376886680829313","0.337447943114805","0.41632541854382","1"
"Non-working","1994","(Married) couple without C. ","1695","0.541976862345709","0.525241943337633","0.558711781353785","5"
"Non-working","1994","1-pers.-HH","791","0.614010739076353","0.588645120041729","0.639376358110977","5"
"Non-working","1994","Couple + C. LE 16 ","870","0.279059535900063","0.263080888428604","0.295038183371523","5"
"Non-working","1994","Couple + C. GT 16 ","961","0.407529748097145","0.388135877768286","0.426923618426004","5"
"Non-working","1994","Couple + C. LE and GT 16","393","0.341115586747332","0.314088779031813","0.368142394462851","5"
"Non-working","1994","Single parent ","245","0.419816732445399","0.379651843907417","0.459981620983381","5"
"Other","1994","(Married) couple without C. ","66","0.0168911980159343","0.0125628661528914","0.0212195298789771","6"
"Other","1994","1-pers.-HH","33","0.0188232691231335","0.0117423274518931","0.0259042107943738","6"
"Other","1994","Couple + C. LE 16 ","105","0.0432706741276249","0.0360224226241124","0.0505189256311375","6"
"Other","1994","Couple + C. GT 16 ","207","0.0818185116075735","0.0710006453324452","0.0926363778827019","6"
"Other","1994","Couple + C. LE and GT 16","176","0.14375260353929","0.12375182761787","0.163753379460711","6"
"Other","1994","Single parent ","57","0.112741829015488","0.0870022383496551","0.13848141968132","6"
"Part-time","1994","1-pers.-HH","40","0.025411084720178","0.0172114934023881","0.0336106760379679","2"
"Part-time","1994","(Married) couple without C. ","165","0.0502727281350655","0.042933418433825","0.057612037836306","2"
"Part-time","1994","Couple + C. GT 16 ","164","0.0791689003371276","0.068512295778457","0.0898255048957982","2"
"Part-time","1994","Couple + C. LE 16 ","323","0.124703652709615","0.112934125265737","0.136473180153494","2"
"Part-time","1994","Couple + C. LE and GT 16","92","0.0893297845460864","0.0730698773560959","0.105589691736077","2"
"Part-time","1994","Single parent ","46","0.0905547577098008","0.0671998579108705","0.113909657508731","2"
"Full-time","1995","(Married) couple without C. ","1530","0.382020324078685","0.365985075688233","0.398055572469137","1"
"Full-time","1995","1-pers.-HH","572","0.334077503899155","0.309883534757277","0.358271473041033","1"
"Full-time","1995","Couple + C. LE 16 ","1782","0.55137673202631","0.534030420448071","0.56872304360455","1"
"Full-time","1995","Couple + C. GT 16 ","1113","0.412852638658311","0.393576118058338","0.432129159258283","1"
"Full-time","1995","Single parent ","245","0.382708003679609","0.344325188007874","0.421090819351343","1"
"Full-time","1995","Couple + C. LE and GT 16","557","0.427043475129603","0.399622053619933","0.454464896639272","1"
"Non-working","1995","1-pers.-HH","797","0.606421943639069","0.581362319348786","0.631481567929352","5"
"Non-working","1995","(Married) couple without C. ","1723","0.542025998253761","0.525583196051325","0.558468800456197","5"
"Non-working","1995","Couple + C. LE 16 ","916","0.284899605670406","0.269157186901556","0.300642024439256","5"
"Non-working","1995","Couple + C. GT 16 ","966","0.416036834649616","0.396738662491327","0.435335006807905","5"
"Non-working","1995","Couple + C. LE and GT 16","433","0.350456500764925","0.32400719574809","0.376905805781761","5"
"Non-working","1995","Single parent ","257","0.406179660711706","0.367396396795134","0.444962924628277","5"
"Other","1995","1-pers.-HH","47","0.0280174657268901","0.0195526926835435","0.0364822387702366","6"
"Other","1995","(Married) couple without C. ","86","0.0233201816897376","0.0183395155326506","0.0283008478468246","6"
"Other","1995","Couple + C. LE 16 ","101","0.0363346459313358","0.0298083672154588","0.0428609246472128","6"
"Other","1995","Couple + C. GT 16 ","248","0.0936234773015108","0.0822182415900604","0.105028713012961","6"
"Other","1995","Couple + C. LE and GT 16","166","0.132687880567559","0.113881881050666","0.151493880084453","6"
"Other","1995","Single parent ","59","0.111713576323812","0.0868371938864831","0.136589958761142","6"
"Part-time","1995","(Married) couple without C. ","188","0.0526334959778166","0.045264039090146","0.0600029528654871","2"
