"erwst","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Non-working","1984","Full Time","Couple + C. LE 16 ","59","0.0355641291969699","0.0266576503268307","0.044470608067109"
"Non-working","1984","Full Time","Couple + C. GT 16 ","36","0.0370635136200375","0.0251005866398119","0.0490264406002631"
"Non-working","1984","Full Time","Couple + C. LE and GT 16","20","","",""
"Non-working","1984","Part Time","1-pers.-HH","34","0.259865722997851","0.18615878070953","0.333572665286172"
"Non-working","1984","Part Time","(Married) couple without C. ","83","0.271696773655099","0.223919173469901","0.319474373840298"
"Non-working","1984","Part Time","Single parent ","26","","",""
"Non-working","1984","Part Time","Couple + C. LE 16 ","86","0.160230751832277","0.129001392488948","0.191460111175606"
"Non-working","1984","Part Time","Couple + C. GT 16 ","57","0.1683445127602","0.128746604771742","0.207942420748658"
"Non-working","1984","Part Time","Couple + C. LE and GT 16","57","0.144198000085867","0.105092890148058","0.183303110023676"
"Non-working","1984","Not Working","1-pers.-HH","642","0.984809500491049","0.975457004116094","0.994161996866003"
"Non-working","1984","Not Working","(Married) couple without C. ","1193","0.987454154098203","0.981185353374157","0.993722954822248"
"Non-working","1984","Not Working","Single parent ","219","0.956347837623192","0.929884710017747","0.982810965228637"
"Non-working","1984","Not Working","Couple + C. LE 16 ","853","0.959189470686061","0.946198321976029","0.972180619396094"
"Non-working","1984","Not Working","Couple + C. GT 16 ","651","0.944650690557188","0.927613939778078","0.961687441336298"
"Non-working","1984","Not Working","Couple + C. LE and GT 16","563","0.940748847867187","0.921935952024401","0.959561743709974"
"Other","1984","Full Time","1-pers.-HH","12","","",""
"Other","1984","Full Time","(Married) couple without C. ","13","","",""
"Other","1984","Full Time","Single parent ","27","","",""
"Other","1984","Full Time","Couple + C. LE 16 ","13","","",""
"Other","1984","Full Time","Couple + C. GT 16 ","87","0.0993649529922156","0.0804216208654779","0.118308285118953"
"Other","1984","Full Time","Couple + C. LE and GT 16","104","0.142007319954621","0.117894538619417","0.166120101289826"
"Other","1984","Part Time","1-pers.-HH","28","","",""
"Other","1984","Part Time","(Married) couple without C. ","45","0.143505696748364","0.105850685260865","0.181160708235864"
"Other","1984","Part Time","Single parent ","23","","",""
"Other","1984","Part Time","Couple + C. LE 16 ","100","0.215470051934385","0.18046680129741","0.250473302571359"
"Other","1984","Part Time","Couple + C. GT 16 ","108","0.298944350190445","0.250496729551615","0.347391970829274"
"Other","1984","Part Time","Couple + C. LE and GT 16","94","0.347479148166488","0.294472686422255","0.400485609910721"
"Other","1984","Not Working","1-pers.-HH","3","","",""
"Other","1984","Not Working","(Married) couple without C. ","2","","",""
"Other","1984","Not Working","Single parent ","2","","",""
"Other","1984","Not Working","Couple + C. LE 16 ","11","","",""
"Other","1984","Not Working","Couple + C. GT 16 ","21","","",""
"Other","1984","Not Working","Couple + C. LE and GT 16","20","","",""
"Full-time","1985","Full Time","1-pers.-HH","437","0.930021725079495","0.906834446621899","0.953209003537091"
"Full-time","1985","Full Time","(Married) couple without C. ","962","0.922027662833798","0.905708383944591","0.938346941723006"
"Full-time","1985","Full Time","Single parent ","196","0.8143994691422","0.764691901993197","0.864107036291203"
"Full-time","1985","Full Time","Couple + C. LE 16 ","1298","0.950331603132434","0.93881454680191","0.961848659462957"
"Full-time","1985","Full Time","Couple + C. GT 16 ","823","0.875368160150461","0.854241776074038","0.896494544226885"
"Full-time","1985","Full Time","Couple + C. LE and GT 16","599","0.851855857127206","0.82542607059084","0.878285643663572"
"Full-time","1985","Part Time","1-pers.-HH","66","0.426297219008773","0.345242220974825","0.507352217042721"
"Full-time","1985","Part Time","(Married) couple without C. ","103","0.306745998543317","0.255162054005129","0.358329943081506"
"Full-time","1985","Part Time","Single parent ","41","0.430685697657432","0.332648401449839","0.528722993865025"
"Full-time","1985","Part Time","Couple + C. LE 16 ","169","0.252751901542995","0.216063116223108","0.289440686862882"
"Full-time","1985","Part Time","Couple + C. GT 16 ","126","0.292802258503493","0.248040155598815","0.33756436140817"
"Full-time","1985","Part Time","Couple + C. LE and GT 16","85","0.280144610039299","0.22617850943414","0.334110710644458"
"Full-time","1985","Not Working","1-pers.-HH","7","","",""
"Full-time","1985","Not Working","(Married) couple without C. ","14","","",""
"Full-time","1985","Not Working","Single parent ","5","","",""
"Full-time","1985","Not Working","Couple + C. LE 16 ","10","","",""
"Full-time","1985","Not Working","Couple + C. GT 16 ","16","","",""
"Full-time","1985","Not Working","Couple + C. LE and GT 16","13","","",""
"Part-time","1985","Full Time","1-pers.-HH","3","","",""
"Part-time","1985","Full Time","(Married) couple without C. ","31","0.0324216724778435","0.0216416544773202","0.0432016904783669"
"Part-time","1985","Full Time","Single parent ","10","","",""
"Part-time","1985","Full Time","Couple + C. LE 16 ","24","","",""
"Part-time","1985","Full Time","Couple + C. GT 16 ","17","","",""
"Part-time","1985","Full Time","Couple + C. LE and GT 16","10","","",""
"Part-time","1985","Part Time","1-pers.-HH","29","","",""
"Part-time","1985","Part Time","(Married) couple without C. ","115","0.402457856827591","0.34760195255688","0.457313761098302"
"Part-time","1985","Part Time","Single parent ","25","","",""
"Part-time","1985","Part Time","Couple + C. LE 16 ","223","0.45533535896203","0.413293298939019","0.497377418985041"
"Part-time","1985","Part Time","Couple + C. GT 16 ","132","0.361569998727996","0.314308697454784","0.408831300001209"
"Part-time","1985","Part Time","Couple + C. LE and GT 16","69","0.27850087109976","0.224631927707207","0.332369814492313"
"Part-time","1985","Not Working","1-pers.-HH","1","","",""
"Part-time","1985","Not Working","(Married) couple without C. ","3","","",""
"Part-time","1985","Not Working","Single parent ","2","","",""
"Part-time","1985","Not Working","Couple + C. LE 16 ","15","","",""
"Part-time","1985","Not Working","Couple + C. GT 16 ","4","","",""
"Part-time","1985","Not Working","Couple + C. LE and GT 16","5","","",""
"Non-working","1985","Full Time","1-pers.-HH","22","","",""
"Non-working","1985","Full Time","(Married) couple without C. ","34","0.0344333937326329","0.0233355208540878","0.0455312666111779"
"Non-working","1985","Full Time","Single parent ","7","","",""
"Non-working","1985","Full Time","Couple + C. LE 16 ","36","0.0259571937541776","0.0175280836889553","0.0343863038194"
"Non-working","1985","Full Time","Couple + C. GT 16 ","24","","",""
"Non-working","1985","Full Time","Couple + C. LE and GT 16","26","","",""
"Non-working","1985","Part Time","1-pers.-HH","25","","",""
"Non-working","1985","Part Time","(Married) couple without C. ","76","0.246339708776974","0.198141163343555","0.294538254210394"
"Non-working","1985","Part Time","Single parent ","20","","",""
"Non-working","1985","Part Time","Couple + C. LE 16 ","86","0.171686462024121","0.13985041674132","0.203522507306921"
"Non-working","1985","Part Time","Couple + C. GT 16 ","68","0.169073261363416","0.132203385962357","0.205943136764474"
"Non-working","1985","Part Time","Couple + C. LE and GT 16","51","0.182804349657235","0.136356719707283","0.229251979607187"
"Non-working","1985","Not Working","1-pers.-HH","556","0.981412748669414","0.970354045190298","0.992471452148531"
"Non-working","1985","Not Working","(Married) couple without C. ","1066","0.985009470922688","0.977798987222282","0.992219954623095"
"Non-working","1985","Not Working","Single parent ","203","0.975722505557849","0.955053319143541","0.996391691972157"
"Non-working","1985","Not Working","Couple + C. LE 16 ","734","0.941822774613958","0.925353353784488","0.958292195443428"
"Non-working","1985","Not Working","Couple + C. GT 16 ","660","0.956362654158042","0.941152908846251","0.971572399469833"
"Non-working","1985","Not Working","Couple + C. LE and GT 16","502","0.951099568818262","0.932791024182576","0.969408113453949"
"Other","1985","Full Time","1-pers.-HH","3","","",""
"Other","1985","Full Time","(Married) couple without C. ","10","","",""
"Other","1985","Full Time","Single parent ","22","","",""
"Other","1985","Full Time","Couple + C. LE 16 ","9","","",""
"Other","1985","Full Time","Couple + C. GT 16 ","75","0.0849697853345945","0.067135107327313","0.102804463341876"
"Other","1985","Full Time","Couple + C. LE and GT 16","59","0.0987828891526611","0.0765843736661894","0.120981404639133"
"Other","1985","Part Time","1-pers.-HH","23","","",""
"Other","1985","Part Time","(Married) couple without C. ","13","","",""
"Other","1985","Part Time","Single parent ","12","","",""
"Other","1985","Part Time","Couple + C. LE 16 ","61","0.120226277470854","0.0927701740734157","0.147682380868293"
"Other","1985","Part Time","Couple + C. GT 16 ","71","0.176554481405095","0.139047713106163","0.214061249704027"
"Other","1985","Part Time","Couple + C. LE and GT 16","61","0.258550169203707","0.20593383697503","0.311166501432383"
"Other","1985","Not Working","1-pers.-HH","9","","",""
"Other","1985","Not Working","(Married) couple without C. ","8","","",""
"Other","1985","Not Working","Single parent ","3","","",""
"Other","1985","Not Working","Couple + C. LE 16 ","17","","",""
"Other","1985","Not Working","Couple + C. GT 16 ","13","","",""
"Other","1985","Not Working","Couple + C. LE and GT 16","13","","",""
"Full-time","1986","Full Time","1-pers.-HH","417","0.923113033080336","0.898470875734454","0.947755190426217"
"Full-time","1986","Full Time","(Married) couple without C. ","980","0.932797508938614","0.91763909283597","0.947955925041258"
"Full-time","1986","Full Time","Single parent ","189","0.851083212769947","0.803606673232747","0.898559752307146"
"Full-time","1986","Full Time","Couple + C. LE 16 ","1192","0.945742719644614","0.933269593990364","0.958215845298864"
"Full-time","1986","Full Time","Couple + C. GT 16 ","852","0.867997394761733","0.846815536897306","0.88917925262616"
"Full-time","1986","Full Time","Couple + C. LE and GT 16","548","0.843964402585511","0.815805763578906","0.872123041592117"
"Full-time","1986","Part Time","1-pers.-HH","63","0.467334165108405","0.382540490242534","0.552127839974275"
"Full-time","1986","Part Time","(Married) couple without C. ","98","0.235353652072324","0.189721617867175","0.280985686277473"
"Full-time","1986","Part Time","Single parent ","30","0.300878619506708","0.210074195273723","0.391683043739694"
"Full-time","1986","Part Time","Couple + C. LE 16 ","129","0.246751391879196","0.207692120376836","0.285810663381556"
"Full-time","1986","Part Time","Couple + C. GT 16 ","115","0.223230329706844","0.183963218908362","0.262497440505326"
"Full-time","1986","Part Time","Couple + C. LE and GT 16","73","0.234399696377851","0.183491601644553","0.285307791111149"
"Full-time","1986","Not Working","1-pers.-HH","13","","",""
"Full-time","1986","Not Working","(Married) couple without C. ","9","","",""
"Full-time","1986","Not Working","Single parent ","5","","",""
"Full-time","1986","Not Working","Couple + C. LE 16 ","13","","",""
"Full-time","1986","Not Working","Couple + C. GT 16 ","17","","",""
"Full-time","1986","Not Working","Couple + C. LE and GT 16","7","","",""
"Part-time","1986","Full Time","1-pers.-HH","11","","",""
"Part-time","1986","Full Time","(Married) couple without C. ","19","","",""
"Part-time","1986","Full Time","Single parent ","2","","",""
"Part-time","1986","Full Time","Couple + C. LE 16 ","36","0.0271443873885952","0.0181964280829386","0.0360923466942519"
"Part-time","1986","Full Time","Couple + C. GT 16 ","14","","",""
"Part-time","1986","Full Time","Couple + C. LE and GT 16","8","","",""
"Part-time","1986","Part Time","1-pers.-HH","18","","",""
"Part-time","1986","Part Time","(Married) couple without C. ","104","0.344669951321477","0.293547602232936","0.395792300410018"
"Part-time","1986","Part Time","Single parent ","29","","",""
"Part-time","1986","Part Time","Couple + C. LE 16 ","170","0.39636122458528","0.352045351499747","0.440677097670814"
"Part-time","1986","Part Time","Couple + C. GT 16 ","124","0.309193226906213","0.26561199552307","0.352774458289356"
"Part-time","1986","Part Time","Couple + C. LE and GT 16","63","0.247690137146495","0.195814910490986","0.299565363802005"
"Part-time","1986","Not Working","1-pers.-HH","","","",""
"Part-time","1986","Not Working","(Married) couple without C. ","2","","",""
"Part-time","1986","Not Working","Single parent ","3","","",""
"Part-time","1986","Not Working","Couple + C. LE 16 ","6","","",""
"Part-time","1986","Not Working","Couple + C. GT 16 ","3","","",""
"Part-time","1986","Not Working","Couple + C. LE and GT 16","4","","",""
"Non-working","1986","Full Time","1-pers.-HH","11","","",""
"Non-working","1986","Full Time","(Married) couple without C. ","31","0.03107399903501","0.0205686296180904","0.0415793684519296"
"Non-working","1986","Full Time","Single parent ","5","","",""
"Non-working","1986","Full Time","Couple + C. LE 16 ","34","0.0226719170572293","0.0144754991270819","0.0308683349873767"
"Non-working","1986","Full Time","Couple + C. GT 16 ","27","","",""
"Non-working","1986","Full Time","Couple + C. LE and GT 16","19","","",""
"Non-working","1986","Part Time","1-pers.-HH","30","0.238730018940097","0.166278892991134","0.311181144889061"
"Non-working","1986","Part Time","(Married) couple without C. ","86","0.282724130166568","0.234284190018183","0.331164070314954"
"Non-working","1986","Part Time","Single parent ","19","","",""
"Non-working","1986","Part Time","Couple + C. LE 16 ","96","0.191093315205985","0.155473052006888","0.226713578405081"
"Non-working","1986","Part Time","Couple + C. GT 16 ","85","0.214285564942426","0.175592329871539","0.252978800013313"
"Non-working","1986","Part Time","Couple + C. LE and GT 16","59","0.21187353028843","0.162766510198943","0.260980550377917"
"Non-working","1986","Not Working","1-pers.-HH","523","0.981020265370481","0.969511326892436","0.992529203848527"
"Non-working","1986","Not Working","(Married) couple without C. ","992","0.988232292373453","0.981575066684465","0.99488951806244"
"Non-working","1986","Not Working","Single parent ","182","0.909911398118024","0.869930784614662","0.949892011621386"
"Non-working","1986","Not Working","Couple + C. LE 16 ","643","0.956005842796274","0.940546090986516","0.971465594606031"
"Non-working","1986","Not Working","Couple + C. GT 16 ","668","0.961851731912128","0.947600256284119","0.976103207540136"
"Non-working","1986","Not Working","Couple + C. LE and GT 16","470","0.936445484336637","0.915040630096078","0.957850338577196"
"Other","1986","Full Time","1-pers.-HH","10","","",""
"Other","1986","Full Time","(Married) couple without C. ","18","","",""
"Other","1986","Full Time","Single parent ","20","","",""
"Other","1986","Full Time","Couple + C. LE 16 ","5","","",""
"Other","1986","Full Time","Couple + C. GT 16 ","88","0.0921181296713208","0.0740213701634129","0.110214889179229"
"Other","1986","Full Time","Couple + C. LE and GT 16","63","0.111205775953754","0.0868107077940086","0.135600844113499"
"Other","1986","Part Time","1-pers.-HH","22","","",""
"Other","1986","Part Time","(Married) couple without C. ","44","0.137252266439631","0.10023701319276","0.174267519686503"
"Other","1986","Part Time","Single parent ","20","","",""
"Other","1986","Part Time","Couple + C. LE 16 ","73","0.165794068329539","0.132100555234945","0.199487581424133"
"Other","1986","Part Time","Couple + C. GT 16 ","108","0.253290878444517","0.212280694147268","0.294301062741767"
"Other","1986","Part Time","Couple + C. LE and GT 16","71","0.306036636187224","0.250655449892924","0.361417822481524"
"Other","1986","Not Working","1-pers.-HH","4","","",""
"Other","1986","Not Working","(Married) couple without C. ","5","","",""
"Other","1986","Not Working","Single parent ","7","","",""
"Other","1986","Not Working","Couple + C. LE 16 ","14","","",""
"Other","1986","Not Working","Couple + C. GT 16 ","6","","",""
"Other","1986","Not Working","Couple + C. LE and GT 16","18","","",""
"Full-time","1987","Full Time","1-pers.-HH","427","0.919075675321538","0.894207593868942","0.943943756774134"
"Full-time","1987","Full Time","(Married) couple without C. ","999","0.941776816997758","0.927680127680485","0.955873506315032"
"Full-time","1987","Full Time","Single parent ","177","0.828542355400725","0.777565360800926","0.879519350000524"
"Full-time","1987","Full Time","Couple + C. LE 16 ","1193","0.970342405299498","0.960885058298575","0.979799752300421"
"Full-time","1987","Full Time","Couple + C. GT 16 ","876","0.841620456926592","0.819547809946841","0.863693103906343"
"Full-time","1987","Full Time","Couple + C. LE and GT 16","490","0.818437482743889","0.787200001301611","0.849674964186167"
"Full-time","1987","Part Time","1-pers.-HH","45","0.338272203576321","0.254660248120069","0.421884159032573"
"Full-time","1987","Part Time","(Married) couple without C. ","91","0.272840468608939","0.223015372256928","0.322665564960949"
"Full-time","1987","Part Time","Single parent ","32","0.250801205150901","0.175113356152808","0.326489054148994"
"Full-time","1987","Part Time","Couple + C. LE 16 ","134","0.227676468021216","0.190735846500693","0.264617089541738"
"Full-time","1987","Part Time","Couple + C. GT 16 ","90","0.218007920871665","0.177595653441437","0.258420188301893"
"Full-time","1987","Part Time","Couple + C. LE and GT 16","64","0.208668087985948","0.158296522901852","0.259039653070045"
"Full-time","1987","Not Working","1-pers.-HH","6","","",""
"Full-time","1987","Not Working","(Married) couple without C. ","9","","",""
"Full-time","1987","Not Working","Single parent ","2","","",""
"Full-time","1987","Not Working","Couple + C. LE 16 ","9","","",""
"Full-time","1987","Not Working","Couple + C. GT 16 ","10","","",""
"Full-time","1987","Not Working","Couple + C. LE and GT 16","5","","",""
"Part-time","1987","Full Time","1-pers.-HH","4","","",""
"Part-time","1987","Full Time","(Married) couple without C. ","16","","",""
"Part-time","1987","Full Time","Single parent ","6","","",""
"Part-time","1987","Full Time","Couple + C. LE 16 ","9","","",""
"Part-time","1987","Full Time","Couple + C. GT 16 ","17","","",""
"Part-time","1987","Full Time","Couple + C. LE and GT 16","4","","",""
"Part-time","1987","Part Time","1-pers.-HH","25","","",""
"Part-time","1987","Part Time","(Married) couple without C. ","115","0.400802420115458","0.345983674174674","0.455621166056241"
"Part-time","1987","Part Time","Single parent ","35","0.286966570121245","0.207983607876903","0.365949532365588"
"Part-time","1987","Part Time","Couple + C. LE 16 ","202","0.448639050225646","0.404825138413944","0.492452962037349"
"Part-time","1987","Part Time","Couple + C. GT 16 ","137","0.369582885640876","0.322338976229488","0.416826795052265"
"Part-time","1987","Part Time","Couple + C. LE and GT 16","67","0.30111624999133","0.244250908097193","0.357981591885466"
"Part-time","1987","Not Working","1-pers.-HH","1","","",""
"Part-time","1987","Not Working","(Married) couple without C. ","","","",""
"Part-time","1987","Not Working","Single parent ","4","","",""
"Part-time","1987","Not Working","Couple + C. LE 16 ","8","","",""
"Part-time","1987","Not Working","Couple + C. GT 16 ","4","","",""
"Part-time","1987","Not Working","Couple + C. LE and GT 16","2","","",""
"Non-working","1987","Full Time","1-pers.-HH","17","","",""
"Non-working","1987","Full Time","(Married) couple without C. ","31","0.0286222347590147","0.0185843776927773","0.0386600918252521"
"Non-working","1987","Full Time","Single parent ","3","","",""
"Non-working","1987","Full Time","Couple + C. LE 16 ","33","0.0237446895425493","0.0152567200861572","0.0322326589989415"
"Non-working","1987","Full Time","Couple + C. GT 16 ","27","","",""
"Non-working","1987","Full Time","Couple + C. LE and GT 16","19","","",""
"Non-working","1987","Part Time","1-pers.-HH","29","","",""
"Non-working","1987","Part Time","(Married) couple without C. ","77","0.238667898984225","0.190984964006969","0.28635083396148"
"Non-working","1987","Part Time","Single parent ","37","0.294527257191081","0.214935941426422","0.374118572955741"
"Non-working","1987","Part Time","Couple + C. LE 16 ","101","0.203020630289211","0.167585085241062","0.23845617533736"
"Non-working","1987","Part Time","Couple + C. GT 16 ","69","0.178332198157712","0.140866060837253","0.215798335478172"
"Non-working","1987","Part Time","Couple + C. LE and GT 16","42","0.183475702160646","0.135496621474463","0.231454782846828"
"Non-working","1987","Not Working","1-pers.-HH","527","0.990779028860267","0.982679720495158","0.998878337225375"
"Non-working","1987","Not Working","(Married) couple without C. ","977","0.991016064830487","0.985138409087004","0.996893720573971"
"Non-working","1987","Not Working","Single parent ","176","0.943288379403124","0.910138224748345","0.976438534057904"
"Non-working","1987","Not Working","Couple + C. LE 16 ","610","0.954196758459714","0.937962014243793","0.970431502675634"
"Non-working","1987","Not Working","Couple + C. GT 16 ","684","0.969966494133484","0.957376453773057","0.982556534493911"
"Non-working","1987","Not Working","Couple + C. LE and GT 16","405","0.964007054458101","0.946297712392438","0.981716396523765"
"Other","1987","Full Time","1-pers.-HH","14","","",""
"Other","1987","Full Time","(Married) couple without C. ","14","","",""
"Other","1987","Full Time","Single parent ","24","","",""
"Other","1987","Full Time","Couple + C. LE 16 ","1","","",""
"Other","1987","Full Time","Couple + C. GT 16 ","131","0.123168627014927","0.10330059627002","0.143036657759835"
"Other","1987","Full Time","Couple + C. LE and GT 16","72","0.141904513247627","0.113627334897995","0.17018169159726"
"Other","1987","Part Time","1-pers.-HH","24","","",""
"Other","1987","Part Time","(Married) couple without C. ","24","","",""
"Other","1987","Part Time","Single parent ","22","","",""
"Other","1987","Part Time","Couple + C. LE 16 ","58","0.120663851463927","0.0919685001117593","0.149359202816095"
"Other","1987","Part Time","Couple + C. GT 16 ","105","0.234076995329746","0.192634315687797","0.275519674971695"
"Other","1987","Part Time","Couple + C. LE and GT 16","77","0.306739959862077","0.249577442161233","0.36390247756292"
"Other","1987","Not Working","1-pers.-HH","1","","",""
"Other","1987","Not Working","(Married) couple without C. ","4","","",""
"Other","1987","Not Working","Single parent ","5","","",""
"Other","1987","Not Working","Couple + C. LE 16 ","10","","",""
"Other","1987","Not Working","Couple + C. GT 16 ","8","","",""
"Other","1987","Not Working","Couple + C. LE and GT 16","13","","",""
"Full-time","1988","Full Time","1-pers.-HH","395","0.928898595854656","0.904436796214983","0.95336039549433"
"Full-time","1988","Full Time","(Married) couple without C. ","952","0.952885175776757","0.939778869654255","0.965991481899259"
"Full-time","1988","Full Time","Single parent ","178","0.869894991298163","0.823954577360555","0.915835405235771"
"Full-time","1988","Full Time","Couple + C. LE 16 ","1103","0.950170235066824","0.937643107410601","0.962697362723047"
"Full-time","1988","Full Time","Couple + C. GT 16 ","880","0.847816356569819","0.826223189602528","0.869409523537109"
"Full-time","1988","Full Time","Couple + C. LE and GT 16","402","0.823788569506741","0.789880572126268","0.857696566887213"
"Full-time","1988","Part Time","1-pers.-HH","48","0.391601578418057","0.30390334068124","0.479299816154874"
"Full-time","1988","Part Time","(Married) couple without C. ","107","0.289308812270448","0.240968323498374","0.337649301042521"
"Full-time","1988","Part Time","Single parent ","40","0.330986092497732","0.250710490456361","0.411261694539103"
"Full-time","1988","Part Time","Couple + C. LE 16 ","107","0.15632139926436","0.124457747138325","0.188185051390396"
"Full-time","1988","Part Time","Couple + C. GT 16 ","87","0.180759964031288","0.144174351286644","0.217345576775932"
"Full-time","1988","Part Time","Couple + C. LE and GT 16","70","0.251603539591788","0.196589520197831","0.306617558985746"
"Full-time","1988","Not Working","1-pers.-HH","5","","",""
"Full-time","1988","Not Working","(Married) couple without C. ","13","","",""
"Full-time","1988","Not Working","Single parent ","3","","",""
"Full-time","1988","Not Working","Couple + C. LE 16 ","9","","",""
"Full-time","1988","Not Working","Couple + C. GT 16 ","8","","",""
"Full-time","1988","Not Working","Couple + C. LE and GT 16","6","","",""
"Part-time","1988","Full Time","1-pers.-HH","6","","",""
"Part-time","1988","Full Time","(Married) couple without C. ","11","","",""
"Part-time","1988","Full Time","Single parent ","","","",""
"Part-time","1988","Full Time","Couple + C. LE 16 ","13","","",""
"Part-time","1988","Full Time","Couple + C. GT 16 ","10","","",""
"Part-time","1988","Full Time","Couple + C. LE and GT 16","3","","",""
"Part-time","1988","Part Time","1-pers.-HH","21","","",""
"Part-time","1988","Part Time","(Married) couple without C. ","109","0.3662130438871","0.31485265613799","0.417573431636209"
"Part-time","1988","Part Time","Single parent ","32","0.236566505508495","0.164068950901018","0.309064060115971"
"Part-time","1988","Part Time","Couple + C. LE 16 ","213","0.458336122014486","0.414618674382067","0.502053569646905"
"Part-time","1988","Part Time","Couple + C. GT 16 ","152","0.400002994242131","0.353427251568409","0.446578736915853"
"Part-time","1988","Part Time","Couple + C. LE and GT 16","58","0.273029869023976","0.21654755193259","0.329512186115361"
"Part-time","1988","Not Working","1-pers.-HH","1","","",""
"Part-time","1988","Not Working","(Married) couple without C. ","2","","",""
"Part-time","1988","Not Working","Single parent ","3","","",""
"Part-time","1988","Not Working","Couple + C. LE 16 ","10","","",""
"Part-time","1988","Not Working","Couple + C. GT 16 ","3","","",""
"Part-time","1988","Not Working","Couple + C. LE and GT 16","1","","",""
"Non-working","1988","Full Time","1-pers.-HH","10","","",""
"Non-working","1988","Full Time","(Married) couple without C. ","24","","",""
"Non-working","1988","Full Time","Single parent ","4","","",""
"Non-working","1988","Full Time","Couple + C. LE 16 ","38","0.0314168932089351","0.0213740556982911","0.0414597307195791"
"Non-working","1988","Full Time","Couple + C. GT 16 ","40","0.0359042196668471","0.0247197783303779","0.0470886610033163"
"Non-working","1988","Full Time","Couple + C. LE and GT 16","9","","",""
"Non-working","1988","Part Time","1-pers.-HH","35","0.300460303540096","0.218089302623017","0.382831304457175"
"Non-working","1988","Part Time","(Married) couple without C. ","94","0.25460267980057","0.208160227934723","0.301045131666418"
"Non-working","1988","Part Time","Single parent ","30","0.220555223312259","0.149823787413483","0.291286659211034"
"Non-working","1988","Part Time","Couple + C. LE 16 ","119","0.259729632004537","0.221256835882428","0.298202428126646"
"Non-working","1988","Part Time","Couple + C. GT 16 ","87","0.203474204418665","0.165199818806095","0.241748590031235"
"Non-working","1988","Part Time","Couple + C. LE and GT 16","50","0.213861063375483","0.161877666530176","0.265844460220789"
"Non-working","1988","Not Working","1-pers.-HH","522","0.990366417678374","0.982042800186822","0.998690035169926"
