"erwst","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","1986","Full Time","no migration background","151","0.0472167604224575","0.0399447881418611","0.0544887327030538","6"
"Other","1986","Part Time","direct migration background","64","0.144141862028217","0.112044811092008","0.176238912964426","6"
"Other","1986","Full Time","indirect migration background","18","","","","6"
"Other","1986","Part Time","no migration background","286","0.21037941582075","0.188532343798542","0.232226487842957","6"
"Other","1986","Full Time","direct migration background","45","0.0299347924426026","0.0214266380637279","0.0384429468214772","6"
"Other","1986","Part Time","indirect migration background","10","","","","6"
"Other","1986","Not Working","no migration background","44","0.0117434652343813","0.00790509723622504","0.0155818332325375","6"
"Other","1986","Not Working","direct migration background","14","","","","6"
"Other","1986","Not Working","indirect migration background","1","","","","6"
"Part-time","1986","Full Time","direct migration background","29","","","","2"
"Part-time","1986","Part Time","indirect migration background","11","","","","2"
"Part-time","1986","Not Working","direct migration background","2","","","","2"
"Part-time","1986","Full Time","no migration background","65","0.0203506204036388","0.0155096633731383","0.0251915774341393","2"
"Part-time","1986","Part Time","direct migration background","87","0.238306368038284","0.199372535064122","0.277240201012447","2"
"Part-time","1986","Full Time","indirect migration background","","","","","2"
"Part-time","1986","Not Working","indirect migration background","1","","","","2"
"Part-time","1986","Part Time","no migration background","432","0.308081242781025","0.28333310255159","0.33282938301046","2"
"Part-time","1986","Not Working","no migration background","15","","","","2"
"Full-time","1987","Full Time","no migration background","2959","0.902614020285725","0.892484627634178","0.912743412937273","1"
"Full-time","1987","Full Time","direct migration background","1421","0.913731707190947","0.899718393180515","0.927745021201378","1"
"Full-time","1987","Full Time","indirect migration background","45","0.801581814843723","0.705367257142551","0.897796372544895","1"
"Full-time","1987","Part Time","no migration background","303","0.232335038553796","0.209689217215846","0.254980859891746","1"
"Full-time","1987","Part Time","direct migration background","175","0.362778965790587","0.318006364396091","0.407551567185083","1"
"Full-time","1987","Part Time","indirect migration background","10","","","","1"
"Full-time","1987","Not Working","no migration background","24","","","","1"
"Full-time","1987","Not Working","direct migration background","20","","","","1"
"Full-time","1987","Not Working","indirect migration background","","","","","1"
"Non-working","1987","Full Time","direct migration background","52","0.0328660396947714","0.0239674146281959","0.0417646647613468","5"
"Non-working","1987","Full Time","no migration background","82","0.0247570667026827","0.0194483426747136","0.0300657907306517","5"
"Non-working","1987","Part Time","direct migration background","97","0.195967910954259","0.159004214059333","0.232931607849186","5"
"Non-working","1987","Part Time","indirect migration background","5","","","","5"
"Non-working","1987","Full Time","indirect migration background","5","","","","5"
"Non-working","1987","Part Time","no migration background","282","0.223125970675239","0.200800777521308","0.245451163829169","5"
"Non-working","1987","Not Working","no migration background","2795","0.980462865473865","0.975394037031819","0.985531693915911","5"
"Non-working","1987","Not Working","direct migration background","820","0.966030094104846","0.953901787151834","0.978158401057857","5"
"Non-working","1987","Not Working","indirect migration background","75","0.995916623325903","0.98157948394267","1.01025376270914","5"
"Other","1987","Full Time","no migration background","208","0.0598228475135041","0.0517202822650305","0.0679254127619777","6"
"Other","1987","Full Time","indirect migration background","16","","","","6"
"Other","1987","Part Time","no migration background","257","0.178047029832556","0.157533721252878","0.198560338412233","6"
"Other","1987","Part Time","direct migration background","64","0.126388600334739","0.0954458205643542","0.157331380105124","6"
"Other","1987","Full Time","direct migration background","50","0.0360877739973979","0.0267787382999614","0.0453968096948343","6"
"Other","1987","Part Time","indirect migration background","13","","","","6"
"Other","1987","Not Working","no migration background","29","","","","6"
"Other","1987","Not Working","direct migration background","14","","","","6"
"Other","1987","Not Working","indirect migration background","","","","","6"
"Part-time","1987","Full Time","no migration background","42","0.0128060654980878","0.0089646326261835","0.0166474983699921","2"
"Part-time","1987","Full Time","direct migration background","19","","","","2"
"Part-time","1987","Part Time","direct migration background","107","0.314864522920415","0.271613506215844","0.358115539624985","2"
"Part-time","1987","Part Time","indirect migration background","7","","","","2"
"Part-time","1987","Not Working","direct migration background","3","","","","2"
"Part-time","1987","Not Working","indirect migration background","1","","","","2"
"Part-time","1987","Full Time","indirect migration background","","","","","2"
"Part-time","1987","Part Time","no migration background","494","0.36649196093841","0.340654302456328","0.392329619420492","2"
"Part-time","1987","Not Working","no migration background","16","","","","2"
"Full-time","1988","Full Time","no migration background","2789","0.90441598236972","0.894100775041897","0.914731189697544","1"
"Full-time","1988","Full Time","direct migration background","1294","0.936633989794666","0.923904406687816","0.949363572901516","1"
"Full-time","1988","Full Time","indirect migration background","52","0.791057575845265","0.698428017631925","0.883687134058604","1"
"Full-time","1988","Part Time","no migration background","297","0.232727774658672","0.209983338444362","0.255472210872982","1"
"Full-time","1988","Part Time","direct migration background","173","0.334530193877332","0.291919414652052","0.377140973102613","1"
"Full-time","1988","Part Time","indirect migration background","14","","","","1"
"Full-time","1988","Not Working","no migration background","32","0.0093278986482517","0.0056747768816108","0.0129810204148926","1"
"Full-time","1988","Not Working","direct migration background","15","","","","1"
"Full-time","1988","Not Working","indirect migration background","3","","","","1"
"Non-working","1988","Full Time","direct migration background","40","0.0208010724044653","0.0133438109526204","0.0282583338563101","5"
"Non-working","1988","Part Time","indirect migration background","8","","","","5"
"Non-working","1988","Part Time","direct migration background","122","0.266684490666041","0.226746891639311","0.306622089692771","5"
"Non-working","1988","Full Time","no migration background","89","0.0276478393572359","0.0218955119471813","0.0334001667672906","5"
"Non-working","1988","Full Time","indirect migration background","2","","","","5"
"Non-working","1988","Part Time","no migration background","315","0.242205785215784","0.21914658565457","0.265264984776997","5"
"Non-working","1988","Not Working","no migration background","2584","0.976171324288132","0.970375432758008","0.981967215818256","5"
"Non-working","1988","Not Working","direct migration background","780","0.969183347716707","0.957289198988797","0.981077496444617","5"
"Non-working","1988","Not Working","indirect migration background","93","0.95921802404901","0.920257634444392","0.998178413653628","5"
"Other","1988","Full Time","no migration background","204","0.0557543715520014","0.0477046073200578","0.063804135783945","6"
"Other","1988","Full Time","indirect migration background","20","","","","6"
"Other","1988","Part Time","no migration background","234","0.167598631870369","0.147494841076389","0.187702422664348","6"
"Other","1988","Part Time","direct migration background","55","0.119459606240846","0.0901693737660857","0.148749838715606","6"
"Other","1988","Full Time","direct migration background","63","0.0329228800463131","0.0235993471742269","0.0422464129183993","6"
"Other","1988","Part Time","indirect migration background","20","","","","6"
"Other","1988","Not Working","no migration background","27","","","","6"
"Other","1988","Not Working","direct migration background","13","","","","6"
"Other","1988","Not Working","indirect migration background","2","","","","6"
"Part-time","1988","Full Time","direct migration background","10","","","","2"
"Part-time","1988","Part Time","indirect migration background","9","","","","2"
"Part-time","1988","Full Time","no migration background","39","0.0121818067210424","0.00833327058022502","0.0160303428618598","2"
"Part-time","1988","Part Time","direct migration background","121","0.279325709215781","0.238806346406072","0.31984507202549","2"
"Part-time","1988","Part Time","no migration background","480","0.357467808255176","0.331672409639679","0.383263206870674","2"
"Part-time","1988","Not Working","direct migration background","3","","","","2"
"Part-time","1988","Not Working","indirect migration background","1","","","","2"
"Part-time","1988","Full Time","indirect migration background","","","","","2"
"Part-time","1988","Not Working","no migration background","17","","","","2"
"Full-time","1989","Full Time","no migration background","2782","0.910995996480368","0.900941386077292","0.921050606883445","1"
"Full-time","1989","Full Time","direct migration background","1284","0.945151856437813","0.933130451004033","0.957173261871592","1"
"Full-time","1989","Full Time","indirect migration background","69","0.709507649640812","0.619161818987073","0.799853480294552","1"
"Full-time","1989","Part Time","no migration background","273","0.222999472639065","0.199830870954077","0.246168074324053","1"
"Full-time","1989","Part Time","direct migration background","160","0.30019297340252","0.256358796449392","0.344027150355647","1"
"Full-time","1989","Part Time","indirect migration background","11","","","","1"
"Full-time","1989","Not Working","no migration background","31","0.0114630009508502","0.00730847784680535","0.015617524054895","1"
"Full-time","1989","Not Working","direct migration background","20","","","","1"
"Full-time","1989","Not Working","indirect migration background","2","","","","1"
"Non-working","1989","Full Time","no migration background","74","0.0244721192167118","0.019016326336005","0.0299279120974187","5"
"Non-working","1989","Full Time","direct migration background","43","0.031574478226326","0.0223418640606268","0.0408070923920251","5"
"Non-working","1989","Part Time","direct migration background","98","0.284996323371897","0.241824816068927","0.328167830674867","5"
"Non-working","1989","Part Time","indirect migration background","16","","","","5"
"Non-working","1989","Not Working","no migration background","2443","0.973758689248141","0.967519990931459","0.979997387564824","5"
"Non-working","1989","Not Working","direct migration background","766","0.954119946855155","0.939693617119191","0.968546276591119","5"
"Non-working","1989","Not Working","indirect migration background","104","0.978689693139664","0.951578277127533","1.00580110915179","5"
"Non-working","1989","Full Time","indirect migration background","3","","","","5"
"Non-working","1989","Part Time","no migration background","282","0.222050973289599","0.19891758966454","0.245184356914657","5"
"Other","1989","Part Time","no migration background","216","0.174399827941311","0.153279767248324","0.195519888634298","6"
"Other","1989","Part Time","direct migration background","58","0.146330741190065","0.112529234965669","0.180132247414461","6"
"Other","1989","Full Time","no migration background","177","0.0482188412708328","0.0406543595384418","0.0557833230032237","6"
"Other","1989","Full Time","direct migration background","36","0.0111331030158995","0.0055932210010656","0.0166729850307335","6"
"Other","1989","Full Time","indirect migration background","25","","","","6"
"Other","1989","Part Time","indirect migration background","12","","","","6"
"Other","1989","Not Working","no migration background","36","0.010906117429306","0.00685262475398599","0.014959610104626","6"
"Other","1989","Not Working","direct migration background","12","","","","6"
"Other","1989","Not Working","indirect migration background","2","","","","6"
"Part-time","1989","Full Time","direct migration background","15","","","","2"
"Part-time","1989","Full Time","no migration background","48","0.0163130430320871","0.0118400503335683","0.0207860357306058","2"
"Part-time","1989","Part Time","direct migration background","104","0.268479962035518","0.226096883574898","0.310863040496139","2"
"Part-time","1989","Part Time","indirect migration background","15","","","","2"
"Part-time","1989","Part Time","no migration background","469","0.380549726130026","0.353525940947382","0.407573511312669","2"
"Part-time","1989","Not Working","direct migration background","10","","","","2"
"Part-time","1989","Not Working","indirect migration background","1","","","","2"
"Part-time","1989","Full Time","indirect migration background","","","","","2"
"Part-time","1989","Not Working","no migration background","12","","","","2"
"Full-time","1990","Full Time","no migration background","2715","0.909725112517406","0.899473756492044","0.919976468542767","1"
"Full-time","1990","Full Time","direct migration background","1256","0.942489751918983","0.930024340104928","0.954955163733038","1"
"Full-time","1990","Full Time","indirect migration background","74","0.824123221676082","0.748359281837909","0.899887161514254","1"
"Full-time","1990","Part Time","no migration background","271","0.229560794840419","0.206190943595746","0.252930646085091","1"
"Full-time","1990","Part Time","direct migration background","151","0.304869631969581","0.260255068171207","0.349484195767954","1"
"Full-time","1990","Part Time","indirect migration background","22","","","","1"
"Full-time","1990","Not Working","no migration background","14","","","","1"
"Full-time","1990","Not Working","direct migration background","20","","","","1"
"Full-time","1990","Not Working","indirect migration background","","","","","1"
"Non-working","1990","Full Time","no migration background","78","0.0243924833998256","0.0188741450525817","0.0299108217470695","5"
"Non-working","1990","Full Time","direct migration background","30","0.0230303465334854","0.0149990351346119","0.0310616579323589","5"
"Non-working","1990","Part Time","direct migration background","98","0.214599108196515","0.174811659789489","0.254386556603541","5"
"Non-working","1990","Part Time","indirect migration background","14","","","","5"
"Non-working","1990","Not Working","no migration background","2364","0.979973280977797","0.974396368832328","0.985550193123266","5"
"Non-working","1990","Not Working","direct migration background","764","0.963548431483247","0.950577959149504","0.97651890381699","5"
"Non-working","1990","Not Working","indirect migration background","116","0.988219093593994","0.968832987571813","1.00760519961618","5"
"Non-working","1990","Full Time","indirect migration background","","","","","5"
"Non-working","1990","Part Time","no migration background","284","0.224921424151977","0.201719383707412","0.248123464596542","5"
"Other","1990","Part Time","direct migration background","43","0.128210844987947","0.0958101333271248","0.160611556648768","6"
"Other","1990","Part Time","no migration background","197","0.152595558628602","0.132612856460021","0.172578260797183","6"
"Other","1990","Full Time","no migration background","162","0.0503410090660093","0.0425195541286383","0.0581624640033802","6"
"Other","1990","Full Time","direct migration background","40","0.0178064667066506","0.010725654065574","0.0248872793477271","6"
"Other","1990","Full Time","indirect migration background","21","","","","6"
"Other","1990","Part Time","indirect migration background","29","","","","6"
"Other","1990","Not Working","no migration background","23","","","","6"
"Other","1990","Not Working","direct migration background","6","","","","6"
"Other","1990","Not Working","indirect migration background","2","","","","6"
"Part-time","1990","Full Time","no migration background","47","0.0155413950167592","0.011116668058829","0.0199661219746895","2"
"Part-time","1990","Full Time","direct migration background","14","","","","2"
"Part-time","1990","Part Time","direct migration background","117","0.352320414845958","0.306025270184366","0.39861555950755","2"
"Part-time","1990","Part Time","indirect migration background","15","","","","2"
"Part-time","1990","Part Time","no migration background","492","0.392922222379003","0.365782002330615","0.420062442427391","2"
"Part-time","1990","Full Time","indirect migration background","2","","","","2"
"Part-time","1990","Not Working","direct migration background","12","","","","2"
"Part-time","1990","Not Working","indirect migration background","1","","","","2"
"Part-time","1990","Not Working","no migration background","23","","","","2"
"Full-time","1991","Full Time","no migration background","2708","0.914994301618654","0.904976051083714","0.925012552153594","1"
"Full-time","1991","Full Time","direct migration background","1250","0.935084456906872","0.92182845993888","0.948340453874865","1"
"Full-time","1991","Full Time","indirect migration background","84","0.724728896942345","0.648533413992678","0.800924379892013","1"
"Full-time","1991","Part Time","no migration background","231","0.184869963749087","0.163461128404329","0.206278799093845","1"
"Full-time","1991","Part Time","direct migration background","148","0.346527634820139","0.300744387511665","0.392310882128614","1"
"Full-time","1991","Part Time","indirect migration background","20","","","","1"
"Full-time","1991","Not Working","no migration background","32","0.0109790693322807","0.00678910449793373","0.0151690341666278","1"
"Full-time","1991","Not Working","direct migration background","22","","","","1"
"Full-time","1991","Not Working","indirect migration background","6","","","","1"
"Non-working","1991","Part Time","indirect migration background","12","","","","5"
"Non-working","1991","Full Time","no migration background","60","0.0197549862378707","0.0147562023612611","0.0247537701144803","5"
"Non-working","1991","Part Time","direct migration background","88","0.192007782978989","0.154112334781766","0.229903231176211","5"
"Non-working","1991","Not Working","direct migration background","711","0.960878484354364","0.947085149691416","0.974671819017313","5"
"Non-working","1991","Not Working","indirect migration background","119","0.922657348565313","0.877427467834471","0.967887229296156","5"
"Non-working","1991","Full Time","direct migration background","32","0.0259018928446231","0.01735556142285","0.0344482242663961","5"
"Non-working","1991","Full Time","indirect migration background","6","","","","5"
"Non-working","1991","Part Time","no migration background","280","0.219163608168514","0.19634912370031","0.241978092636719","5"
"Non-working","1991","Not Working","no migration background","2299","0.974157779867227","0.967778018486471","0.980537541247982","5"
"Other","1991","Part Time","no migration background","217","0.171947134909556","0.151137094683952","0.19275717513516","6"
"Other","1991","Part Time","direct migration background","52","0.139268451112282","0.105957711447754","0.172579190776811","6"
"Other","1991","Full Time","no migration background","174","0.0535212150375469","0.0454362695186914","0.0616061605564025","6"
"Other","1991","Full Time","direct migration background","38","0.030662100007568","0.0213863043177389","0.039937895697397","6"
"Other","1991","Full Time","indirect migration background","40","0.252866739469486","0.178717617106394","0.327015861832577","6"
"Other","1991","Part Time","indirect migration background","33","0.376532312887875","0.272296454834872","0.480768170940878","6"
"Other","1991","Not Working","no migration background","33","0.010956169664018","0.00677052827824736","0.0151418110497887","6"
"Other","1991","Not Working","direct migration background","14","","","","6"
"Other","1991","Not Working","indirect migration background","7","","","","6"
"Part-time","1991","Full Time","no migration background","35","0.0117294971059283","0.00786194399388735","0.0155970502179693","2"
"Part-time","1991","Full Time","direct migration background","7","","","","2"
"Part-time","1991","Part Time","direct migration background","127","0.322196131088589","0.277235103867823","0.367157158309356","2"
"Part-time","1991","Part Time","no migration background","535","0.424019293172842","0.396764481036809","0.451274105308876","2"
"Part-time","1991","Part Time","indirect migration background","18","","","","2"
"Part-time","1991","Not Working","direct migration background","12","","","","2"
"Part-time","1991","Not Working","indirect migration background","2","","","","2"
"Part-time","1991","Full Time","indirect migration background","2","","","","2"
"Part-time","1991","Not Working","no migration background","12","","","","2"
"Full-time","1992","Full Time","no migration background","4498","0.900220724404859","0.891988044702986","0.908453404106732","1"
"Full-time","1992","Full Time","direct migration background","1240","0.903600406013249","0.887839176100704","0.919361635925794","1"
"Full-time","1992","Full Time","indirect migration background","104","0.584165838273782","0.509414664616103","0.658917011931462","1"
"Full-time","1992","Part Time","no migration background","490","0.210532224833847","0.192696083768776","0.228368365898917","1"
"Full-time","1992","Part Time","direct migration background","125","0.266026330324427","0.223614929656647","0.308437730992208","1"
"Full-time","1992","Part Time","indirect migration background","18","","","","1"
"Full-time","1992","Not Working","no migration background","38","0.00851417364216399","0.00538461562356221","0.0116437316607658","1"
"Full-time","1992","Not Working","direct migration background","11","","","","1"
"Full-time","1992","Not Working","indirect migration background","1","","","","1"
"Non-working","1992","Full Time","no migration background","301","0.0477747725584474","0.0419158777841442","0.0536336673327507","5"
"Non-working","1992","Part Time","direct migration background","114","0.280462530741065","0.237345961700793","0.323579099781337","5"
"Non-working","1992","Part Time","indirect migration background","16","","","","5"
"Non-working","1992","Not Working","direct migration background","784","0.978770960625822","0.968825680213818","0.988716241037827","5"
"Non-working","1992","Not Working","indirect migration background","150","0.954384177163334","0.921850068009272","0.986918286317396","5"
"Non-working","1992","Full Time","direct migration background","50","0.0418715038028026","0.031175157601533","0.0525678500040722","5"
"Non-working","1992","Full Time","indirect migration background","9","","","","5"
"Non-working","1992","Part Time","no migration background","613","0.286669109082205","0.266885279199781","0.306452938964629","5"
"Non-working","1992","Not Working","no migration background","3209","0.979548940943662","0.974727914964682","0.984369966922642","5"
"Other","1992","Full Time","no migration background","214","0.0385876906139168","0.0332968366368489","0.0438785445909848","6"
"Other","1992","Part Time","no migration background","245","0.134419132736153","0.119496042212829","0.149342223259477","6"
"Other","1992","Part Time","direct migration background","44","0.105260181921527","0.0758050817431884","0.134715282099866","6"
"Other","1992","Full Time","direct migration background","36","0.0371832281068156","0.0270788483049127","0.0472876079087184","6"
"Other","1992","Full Time","indirect migration background","52","0.300009337827636","0.230506367557116","0.369512308098157","6"
"Other","1992","Part Time","indirect migration background","32","0.332405642783685","0.232844611209502","0.431966674357867","6"
"Other","1992","Not Working","no migration background","44","0.00772074488428271","0.00473938050844887","0.0107021092601166","6"
"Other","1992","Not Working","direct migration background","7","","","","6"
"Other","1992","Not Working","indirect migration background","3","","","","6"
"Part-time","1992","Full Time","no migration background","78","0.0134168124227769","0.0102564413958087","0.016577183449745","2"
"Part-time","1992","Full Time","direct migration background","21","","","","2"
"Part-time","1992","Part Time","direct migration background","134","0.348250957012981","0.30252461884024","0.393977295185721","2"
"Part-time","1992","Part Time","no migration background","659","0.368379533347795","0.347276239385477","0.389482827310114","2"
"Part-time","1992","Part Time","indirect migration background","20","","","","2"
"Part-time","1992","Not Working","direct migration background","5","","","","2"
"Part-time","1992","Not Working","indirect migration background","4","","","","2"
"Part-time","1992","Full Time","indirect migration background","2","","","","2"
"Part-time","1992","Not Working","no migration background","20","","","","2"
"Full-time","1993","Full Time","no migration background","4329","0.901370115971875","0.892967473474515","0.909772758469235","1"
"Full-time","1993","Full Time","direct migration background","1165","0.922376195032849","0.907554515013192","0.937197875052507","1"
"Full-time","1993","Full Time","indirect migration background","124","0.658159012874618","0.588866019635901","0.727452006113336","1"
"Full-time","1993","Part Time","no migration background","436","0.209945954086076","0.191681211201471","0.228210696970682","1"
"Full-time","1993","Part Time","direct migration background","123","0.341605701140697","0.296570834883733","0.386640567397661","1"
"Full-time","1993","Part Time","indirect migration background","25","","","","1"
"Full-time","1993","Not Working","no migration background","52","0.0101870169609536","0.00683968727671862","0.0135343466451885","1"
"Full-time","1993","Not Working","direct migration background","19","","","","1"
"Full-time","1993","Not Working","indirect migration background","5","","","","1"
"Non-working","1993","Full Time","no migration background","205","0.039999581822112","0.0344772374718393","0.0455219261723847","5"
"Non-working","1993","Full Time","direct migration background","42","0.0358193911932467","0.0255253897914057","0.0461133925950876","5"
"Non-working","1993","Full Time","indirect migration background","8","","","","5"
"Non-working","1993","Part Time","no migration background","590","0.281735445134943","0.26156133583028","0.301909554439605","5"
"Non-working","1993","Part Time","direct migration background","137","0.314554696209014","0.270460870528308","0.35864852188972","5"
"Non-working","1993","Part Time","indirect migration background","24","","","","5"
"Non-working","1993","Not Working","direct migration background","788","0.960675382947091","0.947372010591476","0.973978755302707","5"
"Non-working","1993","Not Working","indirect migration background","155","0.96256312160475","0.933858100278747","0.991268142930754","5"
"Non-working","1993","Not Working","no migration background","3311","0.969417717052987","0.963678021875441","0.975157412230533","5"
