"erwst","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","2002","Full Time","indirect migration background","54","0.181385144649878","0.139935604404412","0.222834684895344","6"
"Other","2002","Part Time","no migration background","823","0.184056692116528","0.172590463931054","0.195522920302001","6"
"Other","2002","Part Time","direct migration background","102","0.170684400003594","0.141805468178971","0.199563331828217","6"
"Other","2002","Not Working","no migration background","80","0.0103630910517527","0.00798374685477519","0.0127424352487303","6"
"Other","2002","Not Working","direct migration background","15","","","","6"
"Other","2002","Not Working","indirect migration background","9","","","","6"
"Other","2002","Part Time","indirect migration background","57","0.306935258592846","0.244995632122926","0.368874885062767","6"
"Part-time","2002","Full Time","indirect migration background","9","","","","2"
"Part-time","2002","Part Time","no migration background","1698","0.368831303519867","0.354555472652785","0.38310713438695","2"
"Part-time","2002","Part Time","direct migration background","215","0.328107421857336","0.292067632645847","0.364147211068826","2"
"Part-time","2002","Not Working","no migration background","38","0.00377435602755913","0.00233365136027096","0.00521506069484729","2"
"Part-time","2002","Not Working","direct migration background","4","","","","2"
"Part-time","2002","Full Time","no migration background","259","0.0303463266786979","0.0266348757525073","0.0340577776048886","2"
"Part-time","2002","Full Time","direct migration background","24","","","","2"
"Part-time","2002","Part Time","indirect migration background","44","0.205262448104264","0.151021795201361","0.259503101007166","2"
"Part-time","2002","Not Working","indirect migration background","3","","","","2"
"Full-time","2003","Part Time","no migration background","752","0.188336630504014","0.176610933254895","0.200062327753133","1"
"Full-time","2003","Full Time","no migration background","6790","0.885534341139285","0.878418516592515","0.892650165686055","1"
"Full-time","2003","Full Time","direct migration background","830","0.874547139394919","0.853258960416525","0.895835318373314","1"
"Full-time","2003","Full Time","indirect migration background","247","0.776756992031317","0.730624444204349","0.822889539858286","1"
"Full-time","2003","Part Time","direct migration background","167","0.239569984833087","0.20668165807112","0.272458311595055","1"
"Full-time","2003","Part Time","indirect migration background","45","0.203858907890227","0.151451216482327","0.256266599298128","1"
"Full-time","2003","Not Working","no migration background","35","0.00412069797102548","0.00260929308326785","0.00563210285878312","1"
"Full-time","2003","Not Working","direct migration background","3","","","","1"
"Full-time","2003","Not Working","indirect migration background","2","","","","1"
"Non-working","2003","Part Time","no migration background","1076","0.260990885603316","0.247819821205223","0.27416195000141","5"
"Non-working","2003","Full Time","no migration background","254","0.0325044261719646","0.0285409097103337","0.0364679426335955","5"
"Non-working","2003","Full Time","direct migration background","38","0.0408472111999795","0.0281259046199805","0.0535685177799785","5"
"Non-working","2003","Full Time","indirect migration background","11","","","","5"
"Non-working","2003","Part Time","direct migration background","161","0.262695210483779","0.228783823289923","0.296606597677634","5"
"Non-working","2003","Part Time","indirect migration background","62","0.261230894917379","0.204082795164242","0.318378994670517","5"
"Non-working","2003","Not Working","no migration background","6749","0.981636261525613","0.978468533234611","0.984803989816616","5"
"Non-working","2003","Not Working","direct migration background","1049","0.976343641488267","0.96722903837554","0.985458244600993","5"
"Non-working","2003","Not Working","indirect migration background","236","0.931567677204892","0.900269724273392","0.962865630136392","5"
"Other","2003","Part Time","no migration background","797","0.190639548370071","0.178859127804409","0.202419968935733","6"
"Other","2003","Full Time","no migration background","360","0.0442004377220246","0.0396065368478245","0.0487943385962247","6"
"Other","2003","Part Time","direct migration background","81","0.125077470818221","0.0995874437907402","0.150567497845702","6"
"Other","2003","Full Time","indirect migration background","50","0.160621981383868","0.119944204711972","0.201299758055764","6"
"Other","2003","Full Time","direct migration background","45","0.0650734138562474","0.0492209355618312","0.0809258921506635","6"
"Other","2003","Part Time","indirect migration background","65","0.326849502690165","0.265830491988454","0.387868513391877","6"
"Other","2003","Not Working","no migration background","89","0.0106462795847187","0.0082248780881411","0.0130676810812963","6"
"Other","2003","Not Working","direct migration background","13","","","","6"
"Other","2003","Not Working","indirect migration background","8","","","","6"
"Part-time","2003","Full Time","indirect migration background","5","","","","2"
"Part-time","2003","Part Time","no migration background","1646","0.360032935522598","0.345637220758471","0.374428650286726","2"
"Part-time","2003","Full Time","no migration background","286","0.0377607949667258","0.0335004279935562","0.0420211619398955","2"
"Part-time","2003","Full Time","direct migration background","17","","","","2"
"Part-time","2003","Part Time","direct migration background","238","0.372657333864913","0.335400735536896","0.40991393219293","2"
"Part-time","2003","Part Time","indirect migration background","55","0.208060694502228","0.155255562388382","0.260865826616074","2"
"Part-time","2003","Not Working","no migration background","28","","","","2"
"Part-time","2003","Not Working","direct migration background","3","","","","2"
"Part-time","2003","Not Working","indirect migration background","4","","","","2"
"Full-time","2004","Part Time","no migration background","795","0.193391900294933","0.181442969764173","0.205340830825692","1"
"Full-time","2004","Full Time","no migration background","6472","0.885539883232227","0.878231598114737","0.892848168349716","1"
"Full-time","2004","Full Time","direct migration background","787","0.893347327789454","0.872895124234521","0.913799531344387","1"
"Full-time","2004","Full Time","indirect migration background","240","0.716330545514784","0.666471232645404","0.766189858384164","1"
"Full-time","2004","Part Time","direct migration background","158","0.25311324056518","0.218323012311849","0.28790346881851","1"
"Full-time","2004","Part Time","indirect migration background","37","0.147160627855403","0.1018663232091","0.192454932501705","1"
"Full-time","2004","Not Working","no migration background","35","0.0041775342258473","0.00265379666074666","0.00570127179094794","1"
"Full-time","2004","Not Working","direct migration background","9","","","","1"
"Full-time","2004","Not Working","indirect migration background","2","","","","1"
"Non-working","2004","Part Time","no migration background","943","0.245079285997287","0.232066131659385","0.258092440335189","5"
"Non-working","2004","Full Time","no migration background","217","0.0322015877469683","0.0281491586743151","0.0362540168196216","5"
"Non-working","2004","Full Time","direct migration background","39","0.0425957478272162","0.0292151701314066","0.0559763255230257","5"
"Non-working","2004","Full Time","indirect migration background","11","","","","5"
"Non-working","2004","Part Time","direct migration background","144","0.277047560220451","0.241237545902521","0.31285757453838","5"
"Non-working","2004","Part Time","indirect migration background","71","0.26133405810458","0.205159947672511","0.317508168536648","5"
"Non-working","2004","Not Working","no migration background","6734","0.982404248828721","0.979298200361799","0.985510297295643","5"
"Non-working","2004","Not Working","direct migration background","1053","0.972588628923812","0.962837156147888","0.982340101699737","5"
"Non-working","2004","Not Working","indirect migration background","254","0.956670382626414","0.93201731103903","0.981323454213799","5"
"Other","2004","Full Time","no migration background","328","0.0448724772978967","0.0401201643713132","0.0496247902244802","6"
"Other","2004","Part Time","no migration background","868","0.209955497714938","0.197633872078366","0.222277123351511","6"
"Other","2004","Full Time","indirect migration background","56","0.215909158949657","0.170399666682714","0.261418651216599","6"
"Other","2004","Part Time","direct migration background","96","0.156948080821091","0.127842408794072","0.18605375284811","6"
"Other","2004","Full Time","direct migration background","23","","","","6"
"Other","2004","Part Time","indirect migration background","68","0.326800968783543","0.266831863593691","0.386770073973395","6"
"Other","2004","Not Working","no migration background","88","0.0109870313320748","0.00852439444152318","0.0134496682226264","6"
"Other","2004","Not Working","direct migration background","10","","","","6"
"Other","2004","Not Working","indirect migration background","4","","","","6"
"Part-time","2004","Full Time","indirect migration background","7","","","","2"
"Part-time","2004","Part Time","no migration background","1591","0.351573315992842","0.33712833421525","0.366018297770435","2"
"Part-time","2004","Full Time","no migration background","273","0.0373860517229081","0.0330312819149085","0.0417408215309076","2"
"Part-time","2004","Full Time","direct migration background","26","","","","2"
"Part-time","2004","Part Time","direct migration background","202","0.312891118393279","0.275790438810164","0.349991797976394","2"
"Part-time","2004","Part Time","indirect migration background","59","0.264704345256474","0.208298294365706","0.321110396147243","2"
"Part-time","2004","Not Working","no migration background","26","","","","2"
"Part-time","2004","Not Working","direct migration background","5","","","","2"
"Part-time","2004","Not Working","indirect migration background","2","","","","2"
"Full-time","2005","Full Time","no migration background","6120","0.877407754981108","0.869676552528651","0.885138957433566","1"
"Full-time","2005","Full Time","direct migration background","721","0.876603883889333","0.853940420915957","0.89926734686271","1"
"Full-time","2005","Full Time","indirect migration background","250","0.713461836512968","0.664752669310362","0.762171003715573","1"
"Full-time","2005","Part Time","no migration background","702","0.186167769323257","0.174181427470943","0.19815411117557","1"
"Full-time","2005","Part Time","direct migration background","112","0.17278640194087","0.141473905740034","0.204098898141705","1"
"Full-time","2005","Part Time","indirect migration background","46","0.195811652123682","0.143255424181648","0.248367880065716","1"
"Full-time","2005","Not Working","no migration background","41","0.00406213876819319","0.00253098932572668","0.0055932882106597","1"
"Full-time","2005","Not Working","direct migration background","7","","","","1"
"Full-time","2005","Not Working","indirect migration background","2","","","","1"
"Non-working","2005","Part Time","no migration background","966","0.251524820570401","0.238163601187876","0.264886039952927","5"
"Non-working","2005","Not Working","direct migration background","991","0.976669048711461","0.967382485787126","0.985955611635796","5"
"Non-working","2005","Full Time","no migration background","220","0.0348235036257008","0.0305018056444496","0.039145201606952","5"
"Non-working","2005","Full Time","direct migration background","37","0.0373353444683519","0.0242714872547377","0.0503992016819661","5"
"Non-working","2005","Full Time","indirect migration background","20","","","","5"
"Non-working","2005","Part Time","direct migration background","138","0.296417622716873","0.258593961581587","0.334241283852159","5"
"Non-working","2005","Part Time","indirect migration background","71","0.356252421873485","0.292827089699112","0.419677754047859","5"
"Non-working","2005","Not Working","no migration background","6497","0.982447332710969","0.979286145029656","0.985608520392282","5"
"Non-working","2005","Not Working","indirect migration background","267","0.944402153542827","0.917798999432497","0.971005307653156","5"
"Other","2005","Full Time","no migration background","311","0.0463638306961823","0.0414070942755064","0.0513205671168582","6"
"Other","2005","Full Time","direct migration background","16","","","","6"
"Other","2005","Full Time","indirect migration background","54","0.184401298904216","0.14262265445073","0.226179943357703","6"
"Other","2005","Part Time","no migration background","856","0.216602041004927","0.203917070562661","0.229287011447194","6"
"Other","2005","Part Time","direct migration background","128","0.221684915984984","0.187281634170976","0.256088197798992","6"
"Other","2005","Part Time","indirect migration background","53","0.219565859607782","0.164741121022985","0.274390598192578","6"
"Other","2005","Not Working","no migration background","66","0.010266211609308","0.0078396664072885","0.0126927568113275","6"
"Other","2005","Not Working","direct migration background","13","","","","6"
"Other","2005","Not Working","indirect migration background","11","","","","6"
"Part-time","2005","Full Time","indirect migration background","7","","","","2"
"Part-time","2005","Part Time","no migration background","1527","0.345705369101415","0.331059784565372","0.360350953637458","2"
"Part-time","2005","Full Time","no migration background","262","0.0414049106970086","0.036708583589775","0.0461012378042422","2"
"Part-time","2005","Full Time","direct migration background","35","0.0546456659478246","0.038983601688834","0.0703077302068153","2"
"Part-time","2005","Part Time","direct migration background","182","0.309111059357273","0.270836035535443","0.347386083179103","2"
"Part-time","2005","Part Time","indirect migration background","49","0.228370066395051","0.17277322023768","0.283966912552422","2"
"Part-time","2005","Not Working","no migration background","25","","","","2"
"Part-time","2005","Not Working","direct migration background","4","","","","2"
"Part-time","2005","Not Working","indirect migration background","5","","","","2"
"Full-time","2006","Full Time","no migration background","6466","0.882857682169898","0.875488094622645","0.890227269717151","1"
"Full-time","2006","Full Time","direct migration background","702","0.855441256784274","0.831073229325108","0.879809284243441","1"
"Full-time","2006","Full Time","indirect migration background","256","0.730117314639791","0.682511643419954","0.777722985859629","1"
"Full-time","2006","Part Time","no migration background","683","0.176193371901429","0.164721711462107","0.187665032340751","1"
"Full-time","2006","Part Time","direct migration background","119","0.213815596269317","0.179948668934796","0.247682523603838","1"
"Full-time","2006","Part Time","indirect migration background","42","0.160350126665614","0.113235701409715","0.207464551921514","1"
"Full-time","2006","Not Working","no migration background","46","0.00619942508392581","0.00443078178701625","0.00796806838083536","1"
"Full-time","2006","Not Working","direct migration background","12","","","","1"
"Full-time","2006","Not Working","indirect migration background","4","","","","1"
"Non-working","2006","Full Time","indirect migration background","17","","","","5"
"Non-working","2006","Full Time","no migration background","226","0.0330044763985125","0.0289105542354919","0.037098398561533","5"
"Non-working","2006","Full Time","direct migration background","33","0.0423441554677475","0.0283899675564046","0.0562983433790904","5"
"Non-working","2006","Part Time","no migration background","980","0.238673243547841","0.225837936181094","0.251508550914588","5"
"Non-working","2006","Part Time","direct migration background","125","0.286791554546467","0.249433408873876","0.324149700219059","5"
"Non-working","2006","Part Time","indirect migration background","70","0.331218303923093","0.270785953727275","0.391650654118911","5"
"Non-working","2006","Not Working","no migration background","7314","0.971347484509304","0.967588386833904","0.975106582184703","5"
"Non-working","2006","Not Working","direct migration background","992","0.948285545798994","0.934800769337849","0.961770322260138","5"
"Non-working","2006","Not Working","indirect migration background","280","0.941664061695536","0.914963627282798","0.968364496108274","5"
"Other","2006","Part Time","no migration background","932","0.231083434254491","0.218391059855865","0.243775808653116","6"
"Other","2006","Full Time","indirect migration background","51","0.167295227893694","0.127267387371065","0.207323068416323","6"
"Other","2006","Full Time","no migration background","315","0.0460889844082721","0.0412839840216223","0.050893984794922","6"
"Other","2006","Full Time","direct migration background","33","0.0619500562793684","0.0452454235729672","0.0786546889857695","6"
"Other","2006","Part Time","direct migration background","112","0.172261503347241","0.141070123533131","0.20345288316135","6"
"Other","2006","Part Time","indirect migration background","59","0.240874680170808","0.185968346553442","0.295781013788173","6"
"Other","2006","Not Working","no migration background","166","0.0177604301757142","0.0147843106048568","0.0207365497465715","6"
"Other","2006","Not Working","direct migration background","21","","","","6"
"Other","2006","Not Working","indirect migration background","12","","","","6"
"Part-time","2006","Full Time","indirect migration background","10","","","","2"
"Part-time","2006","Part Time","no migration background","1642","0.354049950296239","0.339650344735983","0.368449555856496","2"
"Part-time","2006","Full Time","no migration background","308","0.0380488570233174","0.0336646783926575","0.0424330356539774","2"
"Part-time","2006","Full Time","direct migration background","32","0.0402645314686099","0.0266425528262994","0.0538865101109203","2"
"Part-time","2006","Part Time","direct migration background","207","0.327131345836975","0.288377025720558","0.365885665953392","2"
"Part-time","2006","Part Time","indirect migration background","62","0.267556889240485","0.210715439153436","0.324398339327535","2"
"Part-time","2006","Not Working","no migration background","40","0.00469266023105627","0.00315272277966902","0.00623259768244351","2"
"Part-time","2006","Not Working","direct migration background","11","","","","2"
"Part-time","2006","Not Working","indirect migration background","","","","","2"
"Full-time","2007","Full Time","no migration background","6128","0.894868364175626","0.887603750839085","0.902132977512168","1"
"Full-time","2007","Full Time","direct migration background","629","0.882670723189885","0.858915665448343","0.906425780931427","1"
"Full-time","2007","Full Time","indirect migration background","275","0.802424466231164","0.759464910241897","0.845384022220432","1"
"Full-time","2007","Part Time","no migration background","650","0.171738548650835","0.15999178808077","0.183485309220901","1"
"Full-time","2007","Part Time","direct migration background","97","0.181582831661629","0.149188173690188","0.213977489633071","1"
"Full-time","2007","Part Time","indirect migration background","45","0.168469784918693","0.119564379892515","0.217375189944871","1"
"Full-time","2007","Not Working","no migration background","53","0.00694903187576672","0.00502528230063786","0.00887278145089557","1"
"Full-time","2007","Not Working","direct migration background","4","","","","1"
"Full-time","2007","Not Working","indirect migration background","5","","","","1"
"Non-working","2007","Full Time","indirect migration background","13","","","","5"
"Non-working","2007","Full Time","no migration background","152","0.0213387993475163","0.0179161107306209","0.0247614879644117","5"
"Non-working","2007","Full Time","direct migration background","28","","","","5"
"Non-working","2007","Part Time","no migration background","800","0.20987767649504","0.197194419631662","0.222560933358417","5"
"Non-working","2007","Part Time","direct migration background","142","0.287675711951437","0.249635833917296","0.325715589985578","5"
"Non-working","2007","Part Time","indirect migration background","55","0.301656464728611","0.241684578415899","0.361628351041322","5"
"Non-working","2007","Not Working","no migration background","6895","0.963780281855061","0.959453528222026","0.968107035488095","5"
"Non-working","2007","Not Working","direct migration background","880","0.977753817328069","0.968118426259415","0.987389208396722","5"
"Non-working","2007","Not Working","indirect migration background","258","0.851741828245913","0.810772157138031","0.892711499353796","5"
"Other","2007","Part Time","no migration background","859","0.231661352561903","0.218521102462537","0.244801602661269","6"
"Other","2007","Full Time","no migration background","282","0.0438848887323613","0.039033357773452","0.0487364196912705","6"
"Other","2007","Full Time","indirect migration background","31","0.101414514730263","0.0688442807017284","0.133984748758798","6"
"Other","2007","Full Time","direct migration background","21","","","","6"
"Other","2007","Part Time","direct migration background","105","0.19357693388638","0.16037549426512","0.22677837350764","6"
"Other","2007","Part Time","indirect migration background","61","0.237764281081065","0.182138671148924","0.293389891013205","6"
"Other","2007","Not Working","no migration background","172","0.021948459839956","0.0185554625611911","0.0253414571187209","6"
"Other","2007","Not Working","direct migration background","8","","","","6"
"Other","2007","Not Working","indirect migration background","22","","","","6"
"Part-time","2007","Full Time","indirect migration background","11","","","","2"
"Part-time","2007","Part Time","no migration background","1651","0.386722422292222","0.371554408391381","0.401890436193063","2"
"Part-time","2007","Full Time","no migration background","286","0.039907947744496","0.0352718524964721","0.0445440429925199","2"
"Part-time","2007","Full Time","direct migration background","27","","","","2"
"Part-time","2007","Part Time","direct migration background","200","0.337164522500553","0.297438741035495","0.376890303965612","2"
"Part-time","2007","Part Time","indirect migration background","64","0.292109469271632","0.2326921982416","0.351526740301663","2"
"Part-time","2007","Not Working","no migration background","43","0.00732222642921661","0.00534786643825133","0.00929658642018188","2"
"Part-time","2007","Not Working","direct migration background","8","","","","2"
"Part-time","2007","Not Working","indirect migration background","4","","","","2"
"Full-time","2008","Full Time","no migration background","5866","0.896651918118042","0.889269113071946","0.904034723164138","1"
"Full-time","2008","Full Time","direct migration background","568","0.89321410923614","0.869135894875113","0.917292323597167","1"
"Full-time","2008","Full Time","indirect migration background","264","0.79516780929735","0.752332747126621","0.838002871468079","1"
"Full-time","2008","Part Time","no migration background","626","0.168509596174369","0.156482543981873","0.180536648366864","1"
"Full-time","2008","Part Time","direct migration background","102","0.200195643820679","0.164361294043259","0.236029993598098","1"
"Full-time","2008","Part Time","indirect migration background","40","0.189202959964801","0.138025718568224","0.240380201361378","1"
"Full-time","2008","Not Working","no migration background","49","0.00938342095051653","0.00707208397848821","0.0116947579225448","1"
"Full-time","2008","Not Working","direct migration background","7","","","","1"
"Full-time","2008","Not Working","indirect migration background","6","","","","1"
"Non-working","2008","Full Time","indirect migration background","19","","","","5"
"Non-working","2008","Full Time","no migration background","136","0.0189345896194947","0.0156291047044681","0.0222400745345212","5"
"Non-working","2008","Full Time","direct migration background","19","","","","5"
"Non-working","2008","Part Time","no migration background","736","0.207120722993641","0.19410004597414","0.220141400013142","5"
"Non-working","2008","Part Time","direct migration background","82","0.199963243572915","0.164144496450951","0.23578199069488","5"
"Non-working","2008","Part Time","indirect migration background","52","0.196123816389495","0.144241831747844","0.248005801031146","5"
"Non-working","2008","Not Working","no migration background","6436","0.96398518008365","0.959518285815292","0.968452074352009","5"
"Non-working","2008","Not Working","direct migration background","788","0.965083690245315","0.952434273904414","0.977733106586216","5"
"Non-working","2008","Not Working","indirect migration background","236","0.870392364933701","0.829877074448301","0.910907655419102","5"
"Other","2008","Full Time","no migration background","268","0.0469927995132671","0.0418603817524342","0.0521252172741","6"
"Other","2008","Full Time","direct migration background","21","","","","6"
"Other","2008","Full Time","indirect migration background","47","0.107008833844546","0.0741989797945578","0.139818687894535","6"
"Other","2008","Part Time","no migration background","812","0.229993845010828","0.216472388949077","0.24351530107258","6"
"Other","2008","Part Time","direct migration background","102","0.240675436805873","0.202392085988548","0.278958787623197","6"
"Other","2008","Part Time","indirect migration background","76","0.409549265592646","0.345295032967354","0.473803498217938","6"
"Other","2008","Not Working","no migration background","165","0.0227448987181642","0.0191707234354889","0.0263190740008395","6"
"Other","2008","Not Working","direct migration background","12","","","","6"
"Other","2008","Not Working","indirect migration background","20","","","","6"
"Part-time","2008","Full Time","indirect migration background","11","","","","2"
"Part-time","2008","Full Time","no migration background","261","0.0374206927491962","0.0328177834055469","0.0420236020928454","2"
"Part-time","2008","Full Time","direct migration background","24","","","","2"
"Part-time","2008","Part Time","no migration background","1547","0.394375835821162","0.378673111651966","0.410078559990359","2"
"Part-time","2008","Part Time","direct migration background","193","0.359165675800533","0.316202079225554","0.402129272375512","2"
"Part-time","2008","Part Time","indirect migration background","57","0.205123958053058","0.15236275015127","0.257885165954846","2"
"Part-time","2008","Not Working","no migration background","34","0.0038865002476691","0.00239486157937851","0.00537813891595968","2"
"Part-time","2008","Not Working","direct migration background","2","","","","2"
"Part-time","2008","Not Working","indirect migration background","2","","","","2"
"Full-time","2009","Full Time","no migration background","5487","0.894530886663447","0.886868566928878","0.902193206398016","1"
"Full-time","2009","Full Time","direct migration background","474","0.881133175938924","0.853606616202547","0.908659735675301","1"
"Full-time","2009","Full Time","indirect migration background","239","0.764421206930773","0.717182097253585","0.811660316607961","1"
"Full-time","2009","Part Time","no migration background","614","0.180233851092685","0.167623186099456","0.192844516085914","1"
"Full-time","2009","Part Time","direct migration background","95","0.169665236822314","0.135063179777383","0.204267293867245","1"
"Full-time","2009","Part Time","indirect migration background","40","0.26967405171813","0.209793635671907","0.329554467764353","1"
"Full-time","2009","Not Working","no migration background","29","","","","1"
"Full-time","2009","Not Working","direct migration background","5","","","","1"
"Full-time","2009","Not Working","indirect migration background","5","","","","1"
"Non-working","2009","Full Time","indirect migration background","13","","","","5"
"Non-working","2009","Full Time","no migration background","183","0.0282271238588902","0.0240955487387754","0.0323586989790051","5"
"Non-working","2009","Full Time","direct migration background","21","","","","5"
"Non-working","2009","Part Time","no migration background","696","0.214423273753996","0.200958313293415","0.227888234214577","5"
"Non-working","2009","Not Working","no migration background","6005","0.973439545837344","0.969432582448813","0.977446509225874","5"
"Non-working","2009","Part Time","direct migration background","88","0.195905878865331","0.159316414534973","0.232495343195688","5"
"Non-working","2009","Part Time","indirect migration background","52","0.198786451125186","0.14493785368458","0.252635048565791","5"
"Non-working","2009","Not Working","direct migration background","674","0.960258181148935","0.945713662548144","0.974802699749726","5"
"Non-working","2009","Not Working","indirect migration background","216","0.904585985542502","0.867103955755609","0.942068015329394","5"
"Other","2009","Full Time","no migration background","255","0.0404869742260786","0.0355701684789028","0.0454037799732544","6"
"Other","2009","Full Time","direct migration background","19","","","","6"
"Other","2009","Full Time","indirect migration background","43","0.141776191199068","0.102946031578197","0.18060635081994","6"
"Other","2009","Part Time","no migration background","822","0.249871899650219","0.23566820773463","0.264075591565808","6"
"Other","2009","Part Time","direct migration background","84","0.235550954886436","0.19643124913816","0.274670660634712","6"
"Other","2009","Part Time","indirect migration background","63","0.297314032792051","0.235641013908603","0.358987051675499","6"
"Other","2009","Not Working","no migration background","122","0.0168581720975728","0.0136500088334543","0.0200663353616913","6"
"Other","2009","Not Working","direct migration background","10","","","","6"
"Other","2009","Not Working","indirect migration background","13","","","","6"
"Part-time","2009","Full Time","indirect migration background","15","","","","2"
"Part-time","2009","Full Time","no migration background","248","0.0367550152515841","0.0320611930543462","0.0414488374488221","2"
"Part-time","2009","Full Time","direct migration background","17","","","","2"
"Part-time","2009","Part Time","no migration background","1437","0.3554709755031","0.339767415087315","0.371174535918885","2"
"Part-time","2009","Part Time","direct migration background","185","0.398877929425919","0.353735989984659","0.444019868867179","2"
"Part-time","2009","Part Time","indirect migration background","56","0.234225464364633","0.177080972141178","0.291369956588088","2"
"Part-time","2009","Not Working","no migration background","30","0.00497387155149406","0.00322076764093685","0.00672697546205126","2"
"Part-time","2009","Not Working","direct migration background","4","","","","2"
"Part-time","2009","Not Working","indirect migration background","2","","","","2"
"Full-time","2010","Full Time","no migration background","6783","0.882086899318351","0.874959428572057","0.889214370064646","1"
"Full-time","2010","Full Time","direct migration background","821","0.892285875396081","0.872382420355588","0.912189330436575","1"
"Full-time","2010","Full Time","indirect migration background","352","0.742302938357541","0.702247575054089","0.782358301660993","1"
"Full-time","2010","Part Time","no migration background","804","0.17106062107086","0.160862932333885","0.181258309807836","1"
"Full-time","2010","Part Time","direct migration background","131","0.143050721477832","0.118368688453632","0.167732754502031","1"
"Full-time","2010","Part Time","indirect migration background","50","0.170702586448076","0.131115042380902","0.21029013051525","1"
"Full-time","2010","Not Working","no migration background","65","0.00804675232857629","0.00597993410086687","0.0101135705562857","1"
"Full-time","2010","Not Working","direct migration background","10","","","","1"
"Full-time","2010","Not Working","indirect migration background","7","","","","1"
"Non-working","2010","Full Time","indirect migration background","36","0.0527215067444853","0.0322547938442764","0.0731882196446942","5"
"Non-working","2010","Full Time","no migration background","367","0.0256498250892764","0.0221560216723472","0.0291436285062056","5"
"Non-working","2010","Full Time","direct migration background","53","0.0417885621317219","0.028941627208211","0.0546354970552329","5"
"Non-working","2010","Part Time","no migration background","1155","0.214173357634734","0.203063424604999","0.225283290664469","5"
"Non-working","2010","Not Working","no migration background","6792","0.965671269421371","0.961459254593681","0.96988328424906","5"
"Non-working","2010","Part Time","indirect migration background","118","0.316761221840954","0.26781314737652","0.365709296305389","5"
"Non-working","2010","Part Time","direct migration background","210","0.239279497651235","0.209203250236758","0.269355745065712","5"
"Non-working","2010","Not Working","direct migration background","1161","0.966222979080761","0.956069131127112","0.97637682703441","5"
"Non-working","2010","Not Working","indirect migration background","381","0.917215019586808","0.890955349749491","0.943474689424126","5"
"Other","2010","Full Time","no migration background","307","0.0459134888103599","0.041287945489087","0.0505390321316329","6"
"Other","2010","Full Time","direct migration background","22","","","","6"
"Other","2010","Full Time","indirect migration background","51","0.15796686484614","0.124565597745502","0.191368131946778","6"
"Other","2010","Part Time","no migration background","1144","0.245931382019915","0.234269255391479","0.257593508648351","6"
"Other","2010","Part Time","direct migration background","184","0.280429714467084","0.248762711013017","0.31209671792115","6"
"Other","2010","Part Time","indirect migration background","99","0.302720568723147","0.254380446280739","0.351060691165555","6"
"Other","2010","Not Working","no migration background","221","0.0204665041830376","0.0171910023704458","0.0237420059956294","6"
"Other","2010","Not Working","direct migration background","24","","","","6"
"Other","2010","Not Working","indirect migration background","28","","","","6"
"Part-time","2010","Full Time","indirect migration background","19","","","","2"
"Part-time","2010","Full Time","no migration background","408","0.0463497867820122","0.0417033808090583","0.0509961927549661","2"
"Part-time","2010","Full Time","direct migration background","36","0.0431445943194948","0.0301001228543436","0.056189065784646","2"
"Part-time","2010","Part Time","no migration background","2135","0.368834639274491","0.355768334840293","0.381900943708689","2"
"Part-time","2010","Part Time","direct migration background","248","0.33724006640385","0.303912312171619","0.37056782063608","2"
"Part-time","2010","Part Time","indirect migration background","80","0.209815622987823","0.166973943825799","0.252657302149847","2"
"Part-time","2010","Not Working","no migration background","100","0.00581547406701542","0.00405644739231821","0.00757450074171263","2"
"Part-time","2010","Not Working","direct migration background","21","","","","2"
"Part-time","2010","Not Working","indirect migration background","7","","","","2"
"Full-time","2011","Full Time","no migration background","7999","0.880712283089384","0.874057159492709","0.88736740668606","1"
"Full-time","2011","Full Time","direct migration background","939","0.888067068466401","0.869024052683389","0.907110084249412","1"
"Full-time","2011","Full Time","indirect migration background","400","0.821604037621528","0.787319039726311","0.855889035516745","1"
"Full-time","2011","Part Time","no migration background","1140","0.201347183253303","0.191487973491593","0.211206393015012","1"
"Full-time","2011","Not Working","no migration background","64","0.00805543784838312","0.00619380923802904","0.0099170664587372","1"
"Full-time","2011","Not Working","direct migration background","18","","","","1"
"Full-time","2011","Part Time","direct migration background","175","0.176441991555632","0.151398137708548","0.201485845402717","1"
"Full-time","2011","Part Time","indirect migration background","89","0.1943895070196","0.157072639227069","0.231706374812131","1"
"Full-time","2011","Not Working","indirect migration background","4","","","","1"
"Non-working","2011","Full Time","indirect migration background","12","","","","5"
"Non-working","2011","Not Working","no migration background","8404","0.964995698764153","0.961168084505353","0.968823313022954","5"
"Non-working","2011","Full Time","no migration background","253","0.0280211355082552","0.0246325963297777","0.0314096746867328","5"
"Non-working","2011","Full Time","direct migration background","41","0.0393894867519727","0.0276405725017671","0.0511384010021784","5"
"Non-working","2011","Part Time","no migration background","1238","0.218960657568719","0.208793259826149","0.22912805531129","5"
"Non-working","2011","Part Time","indirect migration background","95","0.239468067027764","0.199225215273877","0.27971091878165","5"
"Non-working","2011","Part Time","direct migration background","192","0.243548282222907","0.215349118449897","0.271747445995918","5"
"Non-working","2011","Not Working","direct migration background","1257","0.96827381090861","0.958871913561271","0.97767570825595","5"
"Non-working","2011","Not Working","indirect migration background","441","0.892273930715464","0.865071524150446","0.919476337280481","5"
