"erwst","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1984","Saxony","Full Time","","","","","1"
"Full-time","1984","Saxony","Part Time","","","","","1"
"Full-time","1984","Saxony","Not Working","","","","","1"
"Full-time","1984","Saxony-Anhalt","Full Time","","","","","1"
"Full-time","1984","Saxony-Anhalt","Part Time","","","","","1"
"Full-time","1984","Saxony-Anhalt","Not Working","","","","","1"
"Full-time","1984","Thuringia","Full Time","","","","","1"
"Full-time","1984","Thuringia","Part Time","","","","","1"
"Full-time","1984","Thuringia","Not Working","","","","","1"
"Non-working","1984","North Rhine-Westphalia","Not Working","1276","0.965069832112994","0.955195021845158","0.974944642380829","5"
"Non-working","1984","Bavaria","Full Time","40","0.0438991278823471","0.0312768528735066","0.0565214028911877","5"
"Non-working","1984","Schleswig-Holstein","Not Working","142","0.959168888310691","0.927499067548818","0.990838709072563","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Part Time","25","","","","5"
"Non-working","1984","Schleswig-Holstein","Part Time","9","","","","5"
"Non-working","1984","Lower Saxony","Not Working","521","0.973313804229701","0.959695384087488","0.986932224371914","5"
"Non-working","1984","Baden-Württemberg","Part Time","54","0.184956476433505","0.143564619253256","0.226348333613754","5"
"Non-working","1984","Baden-Württemberg","Not Working","728","0.965292397178832","0.952279228861502","0.978305565496161","5"
"Non-working","1984","North Rhine-Westphalia","Part Time","112","0.230966247083644","0.193650081583053","0.268282412584235","5"
"Non-working","1984","Hesse","Full Time","28","","","","5"
"Non-working","1984","Hamburg","Full Time","7","","","","5"
"Non-working","1984","Hesse","Not Working","432","0.95662364092294","0.938048838385448","0.975198443460432","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Full Time","18","","","","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Not Working","355","0.981661047047529","0.967877358654092","0.995444735440967","5"
"Non-working","1984","Baden-Württemberg","Full Time","37","0.0332469639883997","0.0229829306501496","0.0435109973266497","5"
"Non-working","1984","Brandenburg","Not Working","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Non-working","1984","Schleswig-Holstein","Full Time","9","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Non-working","1984","Hesse","Part Time","40","0.206275781791849","0.14962851083389","0.262923052749807","5"
"Non-working","1984","Bavaria","Not Working","713","0.973212127431191","0.961555116188867","0.984869138673514","5"
"Non-working","1984","Berlin","Full Time","11","","","","5"
"Non-working","1984","Berlin","Part Time","9","","","","5"
"Non-working","1984","Berlin","Not Working","126","0.978714951329736","0.954092767999102","1.00333713466037","5"
"Non-working","1984","Brandenburg","Full Time","","","","","5"
"Non-working","1984","Brandenburg","Part Time","","","","","5"
"Non-working","1984","Bremen","Not Working","68","0.993967388069962","0.975955564731322","1.0119792114086","5"
"Non-working","1984","North Rhine-Westphalia","Full Time","51","0.0340491547983561","0.0247210060200969","0.0433773035766152","5"
"Non-working","1984","Saxony","Full Time","","","","","5"
"Non-working","1984","Saxony","Part Time","","","","","5"
"Non-working","1984","Bremen","Full Time","1","","","","5"
"Non-working","1984","Bavaria","Part Time","79","0.220257841790196","0.177388968981347","0.263126714599045","5"
"Non-working","1984","Hamburg","Part Time","7","","","","5"
"Non-working","1984","Hamburg","Not Working","118","0.985216399291227","0.963712791312523","1.00672000726993","5"
"Non-working","1984","Lower Saxony","Full Time","11","","","","5"
"Non-working","1984","Lower Saxony","Part Time","32","0.152155708155769","0.102127186343337","0.202184229968202","5"
"Non-working","1984","Bremen","Part Time","9","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Non-working","1984","Saxony","Not Working","","","","","5"
"Non-working","1984","Saxony-Anhalt","Full Time","","","","","5"
"Non-working","1984","Saxony-Anhalt","Part Time","","","","","5"
"Non-working","1984","Saxony-Anhalt","Not Working","","","","","5"
"Non-working","1984","Thuringia","Full Time","","","","","5"
"Non-working","1984","Thuringia","Part Time","","","","","5"
"Non-working","1984","Thuringia","Not Working","","","","","5"
"Other","1984","North Rhine-Westphalia","Not Working","24","","","","6"
"Other","1984","North Rhine-Westphalia","Part Time","111","0.238342182259086","0.200617077124855","0.276067287393317","6"
"Other","1984","Lower Saxony","Not Working","7","","","","6"
"Other","1984","Bremen","Full Time","4","","","","6"
"Other","1984","Bremen","Part Time","5","","","","6"
"Other","1984","Bremen","Not Working","1","","","","6"
"Other","1984","North Rhine-Westphalia","Full Time","55","0.038580185986567","0.0286740684758514","0.0484863034972826","6"
"Other","1984","Hesse","Full Time","31","0.0527216702669359","0.0347500079375591","0.0706933325963128","6"
"Other","1984","Hesse","Part Time","42","0.214490544811389","0.157026017319675","0.271955072303103","6"
"Other","1984","Rhineland-Palatinate,Saarland","Full Time","23","","","","6"
"Other","1984","Hamburg","Part Time","8","","","","6"
"Other","1984","Hamburg","Not Working","2","","","","6"
"Other","1984","Lower Saxony","Full Time","33","0.0704060230316329","0.0479819424130197","0.092830103650246","6"
"Other","1984","Lower Saxony","Part Time","51","0.262042450085469","0.200790910164473","0.323293990006465","6"
"Other","1984","Hesse","Not Working","11","","","","6"
"Other","1984","Schleswig-Holstein","Full Time","6","","","","6"
"Other","1984","Schleswig-Holstein","Part Time","18","","","","6"
"Other","1984","Schleswig-Holstein","Not Working","1","","","","6"
"Other","1984","Hamburg","Full Time","7","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","Part Time","30","0.274519934049847","0.192237230249526","0.356802637850167","6"
"Other","1984","Rhineland-Palatinate,Saarland","Not Working","6","","","","6"
"Other","1984","Baden-Württemberg","Full Time","48","0.0455697513668634","0.0336300156978808","0.0575094870358461","6"
"Other","1984","Baden-Württemberg","Part Time","75","0.237519809092175","0.19215135916463","0.28288825901972","6"
"Other","1984","Baden-Württemberg","Not Working","10","","","","6"
"Other","1984","Bavaria","Full Time","66","0.0672518052146062","0.0518208782196893","0.0826827322095231","6"
"Other","1984","Bavaria","Part Time","81","0.23859114615998","0.194501461794431","0.28268083052553","6"
"Other","1984","Bavaria","Not Working","6","","","","6"
"Other","1984","Berlin","Full Time","8","","","","6"
"Other","1984","Berlin","Part Time","9","","","","6"
"Other","1984","Berlin","Not Working","1","","","","6"
"Other","1984","Brandenburg","Full Time","","","","","6"
"Other","1984","Brandenburg","Part Time","","","","","6"
"Other","1984","Brandenburg","Not Working","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Full Time","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Part Time","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Not Working","","","","","6"
"Other","1984","Saxony","Full Time","","","","","6"
"Other","1984","Saxony","Part Time","","","","","6"
"Other","1984","Saxony","Not Working","","","","","6"
"Other","1984","Saxony-Anhalt","Full Time","","","","","6"
"Other","1984","Saxony-Anhalt","Part Time","","","","","6"
"Other","1984","Saxony-Anhalt","Not Working","","","","","6"
"Other","1984","Thuringia","Full Time","","","","","6"
"Other","1984","Thuringia","Part Time","","","","","6"
"Other","1984","Thuringia","Not Working","","","","","6"
"Part-time","1984","Hamburg","Part Time","16","","","","2"
"Part-time","1984","Lower Saxony","Not Working","5","","","","2"
"Part-time","1984","Hamburg","Full Time","1","","","","2"
"Part-time","1984","Schleswig-Holstein","Not Working","1","","","","2"
"Part-time","1984","Schleswig-Holstein","Part Time","23","","","","2"
"Part-time","1984","Lower Saxony","Part Time","58","0.30383139351771","0.239771083489999","0.367891703545422","2"
"Part-time","1984","Schleswig-Holstein","Full Time","8","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Part-time","1984","Lower Saxony","Full Time","9","","","","2"
"Part-time","1984","North Rhine-Westphalia","Full Time","28","","","","2"
"Part-time","1984","North Rhine-Westphalia","Part Time","117","0.256641281213353","0.217967865799742","0.295314696626965","2"
"Part-time","1984","Hamburg","Not Working","","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Full Time","2","","","","2"
"Part-time","1984","Hesse","Part Time","57","0.323139917996306","0.257666530437951","0.388613305554661","2"
"Part-time","1984","Saxony-Anhalt","Not Working","","","","","2"
"Part-time","1984","Thuringia","Full Time","","","","","2"
"Part-time","1984","Bremen","Full Time","1","","","","2"
"Part-time","1984","Bremen","Part Time","3","","","","2"
"Part-time","1984","North Rhine-Westphalia","Not Working","3","","","","2"
"Part-time","1984","Hesse","Not Working","1","","","","2"
"Part-time","1984","Thuringia","Not Working","","","","","2"
"Part-time","1984","Bremen","Not Working","","","","","2"
"Part-time","1984","Hesse","Full Time","15","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Part Time","26","","","","2"
"Part-time","1984","Baden-Württemberg","Full Time","27","","","","2"
"Part-time","1984","Baden-Württemberg","Part Time","103","0.331291005720063","0.281113028982638","0.381468982457488","2"
"Part-time","1984","Bavaria","Part Time","95","0.258530362116984","0.213240256863926","0.303820467370043","2"
"Part-time","1984","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Part-time","1984","Saxony","Full Time","","","","","2"
"Part-time","1984","Saxony","Part Time","","","","","2"
"Part-time","1984","Saxony","Not Working","","","","","2"
"Part-time","1984","Saxony-Anhalt","Full Time","","","","","2"
"Part-time","1984","Saxony-Anhalt","Part Time","","","","","2"
"Part-time","1984","Thuringia","Part Time","","","","","2"
"Part-time","1984","Baden-Württemberg","Not Working","5","","","","2"
"Part-time","1984","Bavaria","Full Time","24","","","","2"
"Part-time","1984","Bavaria","Not Working","2","","","","2"
"Part-time","1984","Berlin","Not Working","","","","","2"
"Part-time","1984","Brandenburg","Full Time","","","","","2"
"Part-time","1984","Brandenburg","Part Time","","","","","2"
"Part-time","1984","Brandenburg","Not Working","","","","","2"
"Part-time","1984","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Part-time","1984","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Part-time","1984","Berlin","Full Time","4","","","","2"
"Part-time","1984","Berlin","Part Time","27","","","","2"
"Full-time","1985","Schleswig-Holstein","Full Time","138","0.897007548539002","0.848845702810598","0.945169394267406","1"
"Full-time","1985","Schleswig-Holstein","Part Time","21","","","","1"
"Full-time","1985","Schleswig-Holstein","Not Working","1","","","","1"
"Full-time","1985","Hamburg","Full Time","118","0.920575235826406","0.874093319367694","0.967057152285119","1"
"Full-time","1985","Hamburg","Part Time","9","","","","1"
"Full-time","1985","Hamburg","Not Working","2","","","","1"
"Full-time","1985","Lower Saxony","Full Time","394","0.877375480735438","0.846762176899458","0.907988784571418","1"
"Full-time","1985","Lower Saxony","Part Time","51","0.274383064649587","0.209911006285021","0.338855123014153","1"
"Full-time","1985","Lower Saxony","Not Working","6","","","","1"
"Full-time","1985","Bremen","Full Time","23","","","","1"
"Full-time","1985","Bremen","Part Time","8","","","","1"
"Full-time","1985","Bremen","Not Working","","","","","1"
"Full-time","1985","North Rhine-Westphalia","Full Time","1184","0.912982943924037","0.897625657715367","0.928340230132707","1"
"Full-time","1985","North Rhine-Westphalia","Part Time","164","0.323058190803364","0.280914402878916","0.365201978727813","1"
"Full-time","1985","North Rhine-Westphalia","Not Working","18","","","","1"
"Full-time","1985","Hesse","Full Time","478","0.902392359087611","0.87693270771775","0.927852010457472","1"
"Full-time","1985","Hesse","Part Time","65","0.305760139935349","0.240420518451321","0.371099761419376","1"
"Full-time","1985","Hesse","Not Working","11","","","","1"
"Full-time","1985","Rhineland-Palatinate,Saarland","Full Time","308","0.925565198837456","0.897415977733692","0.953714419941221","1"
"Full-time","1985","Rhineland-Palatinate,Saarland","Part Time","37","0.32859641794366","0.238754982784137","0.418437853103183","1"
"Full-time","1985","Rhineland-Palatinate,Saarland","Not Working","2","","","","1"
"Full-time","1985","Baden-Württemberg","Full Time","938","0.907790212942179","0.890146938570324","0.925433487314033","1"
"Full-time","1985","Baden-Württemberg","Part Time","125","0.316591922331747","0.26729440971829","0.365889434945204","1"
"Full-time","1985","Baden-Württemberg","Not Working","23","","","","1"
"Full-time","1985","Bavaria","Full Time","806","0.902023298996308","0.8824372543821","0.921609343610516","1"
"Full-time","1985","Bavaria","Part Time","132","0.321105347116467","0.273206327814772","0.369004366418162","1"
"Full-time","1985","Bavaria","Not Working","13","","","","1"
"Full-time","1985","Berlin","Full Time","151","0.928518596036954","0.8893276373796","0.967709554694308","1"
"Full-time","1985","Berlin","Part Time","27","","","","1"
"Full-time","1985","Berlin","Not Working","3","","","","1"
"Full-time","1985","Brandenburg","Full Time","","","","","1"
"Full-time","1985","Brandenburg","Part Time","","","","","1"
"Full-time","1985","Brandenburg","Not Working","","","","","1"
"Full-time","1985","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Full-time","1985","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Full-time","1985","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Full-time","1985","Saxony","Full Time","","","","","1"
"Full-time","1985","Saxony","Part Time","","","","","1"
"Full-time","1985","Saxony","Not Working","","","","","1"
"Full-time","1985","Saxony-Anhalt","Full Time","","","","","1"
"Full-time","1985","Saxony-Anhalt","Part Time","","","","","1"
"Full-time","1985","Saxony-Anhalt","Not Working","","","","","1"
"Full-time","1985","Thuringia","Full Time","","","","","1"
"Full-time","1985","Thuringia","Part Time","","","","","1"
"Full-time","1985","Thuringia","Not Working","","","","","1"
"Non-working","1985","Schleswig-Holstein","Part Time","11","","","","5"
"Non-working","1985","Hesse","Not Working","403","0.960892281743059","0.942484058063706","0.979300505422413","5"
"Non-working","1985","Baden-Württemberg","Not Working","647","0.965777250201651","0.952132931963954","0.979421568439347","5"
"Non-working","1985","Bavaria","Full Time","29","","","","5"
"Non-working","1985","Rhineland-Palatinate,Saarland","Not Working","328","0.97747851056174","0.961613856155322","0.993343164968157","5"
"Non-working","1985","Brandenburg","Part Time","","","","","5"
"Non-working","1985","Baden-Württemberg","Part Time","56","0.152991800106596","0.114840185473951","0.19114341473924","5"
"Non-working","1985","Schleswig-Holstein","Full Time","4","","","","5"
"Non-working","1985","Saxony","Part Time","","","","","5"
"Non-working","1985","Saxony","Full Time","","","","","5"
"Non-working","1985","Rhineland-Palatinate,Saarland","Full Time","9","","","","5"
"Non-working","1985","Hamburg","Part Time","8","","","","5"
"Non-working","1985","Hamburg","Not Working","102","0.946124798196681","0.903740645086108","0.988508951307255","5"
"Non-working","1985","Lower Saxony","Full Time","16","","","","5"
"Non-working","1985","Lower Saxony","Part Time","40","0.209444008892379","0.150649134400909","0.268238883383849","5"
"Non-working","1985","Lower Saxony","Not Working","467","0.98255907202539","0.970884562203583","0.994233581847198","5"
"Non-working","1985","Bremen","Not Working","65","1","1","1","5"
"Non-working","1985","North Rhine-Westphalia","Full Time","38","0.0290109136314932","0.0198662269480372","0.0381556003149492","5"
"Non-working","1985","North Rhine-Westphalia","Part Time","87","0.198032160119673","0.162118153413433","0.233946166825914","5"
"Non-working","1985","North Rhine-Westphalia","Not Working","1158","0.968629848249599","0.958795814609439","0.97846388188976","5"
"Non-working","1985","Schleswig-Holstein","Not Working","134","0.985563426090354","0.965589558522846","1.00553729365786","5"
"Non-working","1985","Hesse","Part Time","43","0.213676634044024","0.155545269849034","0.271807998239014","5"
"Non-working","1985","Rhineland-Palatinate,Saarland","Part Time","18","","","","5"
"Non-working","1985","Baden-Württemberg","Full Time","29","","","","5"
"Non-working","1985","Bavaria","Part Time","65","0.192140408230738","0.151722023247591","0.232558793213885","5"
"Non-working","1985","Bavaria","Not Working","631","0.956995805693224","0.941577108008466","0.972414503377982","5"
"Non-working","1985","Berlin","Part Time","16","","","","5"
"Non-working","1985","Berlin","Not Working","115","0.97536744474746","0.947974772826022","1.0027601166689","5"
"Non-working","1985","Brandenburg","Full Time","","","","","5"
"Non-working","1985","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Non-working","1985","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Non-working","1985","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Non-working","1985","Hamburg","Full Time","4","","","","5"
"Non-working","1985","Saxony","Not Working","","","","","5"
"Non-working","1985","Saxony-Anhalt","Full Time","","","","","5"
"Non-working","1985","Saxony-Anhalt","Part Time","","","","","5"
"Non-working","1985","Brandenburg","Not Working","","","","","5"
"Non-working","1985","Hesse","Full Time","17","","","","5"
"Non-working","1985","Bremen","Full Time","3","","","","5"
"Non-working","1985","Bremen","Part Time","6","","","","5"
"Non-working","1985","Berlin","Full Time","9","","","","5"
"Non-working","1985","Saxony-Anhalt","Not Working","","","","","5"
"Non-working","1985","Thuringia","Full Time","","","","","5"
"Non-working","1985","Thuringia","Part Time","","","","","5"
"Non-working","1985","Thuringia","Not Working","","","","","5"
"Other","1985","North Rhine-Westphalia","Not Working","19","","","","6"
"Other","1985","Hesse","Not Working","11","","","","6"
"Other","1985","Rhineland-Palatinate,Saarland","Full Time","15","","","","6"
"Other","1985","North Rhine-Westphalia","Full Time","52","0.0466731467510263","0.0351800938088198","0.0581661996932328","6"
"Other","1985","Hesse","Part Time","26","","","","6"
"Other","1985","Bremen","Not Working","","","","","6"
"Other","1985","North Rhine-Westphalia","Part Time","69","0.141766999615313","0.110332416904088","0.173201582326537","6"
"Other","1985","Hamburg","Not Working","3","","","","6"
"Other","1985","Lower Saxony","Not Working","6","","","","6"
"Other","1985","Hesse","Full Time","15","","","","6"
"Other","1985","Bremen","Full Time","2","","","","6"
"Other","1985","Bremen","Part Time","3","","","","6"
"Other","1985","Schleswig-Holstein","Full Time","6","","","","6"
"Other","1985","Schleswig-Holstein","Part Time","7","","","","6"
"Other","1985","Schleswig-Holstein","Not Working","2","","","","6"
"Other","1985","Hamburg","Full Time","6","","","","6"
"Other","1985","Hamburg","Part Time","7","","","","6"
"Other","1985","Lower Saxony","Full Time","17","","","","6"
"Other","1985","Lower Saxony","Part Time","28","","","","6"
"Other","1985","Rhineland-Palatinate,Saarland","Part Time","15","","","","6"
"Other","1985","Rhineland-Palatinate,Saarland","Not Working","5","","","","6"
"Other","1985","Baden-Württemberg","Full Time","45","0.042789652973285","0.0304480660974338","0.0551312398491362","6"
"Other","1985","Baden-Württemberg","Part Time","43","0.149302311876087","0.111531533867956","0.187073089884218","6"
"Other","1985","Baden-Württemberg","Not Working","9","","","","6"
"Other","1985","Bavaria","Full Time","26","","","","6"
"Other","1985","Bavaria","Part Time","51","0.158422754364706","0.120963646407665","0.195881862321747","6"
"Other","1985","Bavaria","Not Working","14","","","","6"
"Other","1985","Berlin","Full Time","4","","","","6"
"Other","1985","Berlin","Part Time","9","","","","6"
"Other","1985","Berlin","Not Working","3","","","","6"
"Other","1985","Brandenburg","Full Time","","","","","6"
"Other","1985","Brandenburg","Part Time","","","","","6"
"Other","1985","Brandenburg","Not Working","","","","","6"
"Other","1985","Mecklenburg-Western Pomerania","Full Time","","","","","6"
"Other","1985","Mecklenburg-Western Pomerania","Part Time","","","","","6"
"Other","1985","Mecklenburg-Western Pomerania","Not Working","","","","","6"
"Other","1985","Saxony","Full Time","","","","","6"
"Other","1985","Saxony","Part Time","","","","","6"
"Other","1985","Saxony","Not Working","","","","","6"
"Other","1985","Saxony-Anhalt","Full Time","","","","","6"
"Other","1985","Saxony-Anhalt","Part Time","","","","","6"
"Other","1985","Saxony-Anhalt","Not Working","","","","","6"
"Other","1985","Thuringia","Full Time","","","","","6"
"Other","1985","Thuringia","Part Time","","","","","6"
"Other","1985","Thuringia","Not Working","","","","","6"
"Part-time","1985","Schleswig-Holstein","Full Time","5","","","","2"
"Part-time","1985","Hamburg","Full Time","2","","","","2"
"Part-time","1985","Schleswig-Holstein","Part Time","25","","","","2"
"Part-time","1985","Lower Saxony","Part Time","65","0.367883909238124","0.298206338848667","0.437561479627582","2"
"Part-time","1985","Lower Saxony","Not Working","4","","","","2"
"Part-time","1985","Schleswig-Holstein","Not Working","","","","","2"
"Part-time","1985","Hamburg","Part Time","18","","","","2"
"Part-time","1985","Hamburg","Not Working","2","","","","2"
"Part-time","1985","Lower Saxony","Full Time","14","","","","2"
"Part-time","1985","Bremen","Full Time","","","","","2"
"Part-time","1985","North Rhine-Westphalia","Full Time","20","","","","2"
"Part-time","1985","Hesse","Not Working","1","","","","2"
"Part-time","1985","Rhineland-Palatinate,Saarland","Full Time","2","","","","2"
"Part-time","1985","Saxony-Anhalt","Not Working","","","","","2"
"Part-time","1985","Thuringia","Not Working","","","","","2"
"Part-time","1985","North Rhine-Westphalia","Part Time","153","0.33714264946165","0.294540216014695","0.379745082908604","2"
"Part-time","1985","Hesse","Part Time","57","0.339020982485283","0.27188759944305","0.406154365527516","2"
"Part-time","1985","Bremen","Part Time","6","","","","2"
"Part-time","1985","Bremen","Not Working","","","","","2"
"Part-time","1985","North Rhine-Westphalia","Not Working","12","","","","2"
"Part-time","1985","Hesse","Full Time","12","","","","2"
"Part-time","1985","Rhineland-Palatinate,Saarland","Part Time","35","0.362595519403814","0.27064118311175","0.454549855695878","2"
"Part-time","1985","Rhineland-Palatinate,Saarland","Not Working","1","","","","2"
"Part-time","1985","Baden-Württemberg","Full Time","21","","","","2"
"Part-time","1985","Baden-Württemberg","Part Time","118","0.38111396568557","0.329642348797682","0.432585582573458","2"
"Part-time","1985","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Part-time","1985","Saxony","Full Time","","","","","2"
"Part-time","1985","Saxony","Not Working","","","","","2"
"Part-time","1985","Saxony-Anhalt","Full Time","","","","","2"
"Part-time","1985","Saxony-Anhalt","Part Time","","","","","2"
"Part-time","1985","Thuringia","Full Time","","","","","2"
"Part-time","1985","Thuringia","Part Time","","","","","2"
"Part-time","1985","Baden-Württemberg","Not Working","3","","","","2"
"Part-time","1985","Bavaria","Full Time","24","","","","2"
"Part-time","1985","Bavaria","Part Time","117","0.328331490288089","0.280154970768168","0.37650800980801","2"
"Part-time","1985","Bavaria","Not Working","7","","","","2"
"Part-time","1985","Berlin","Not Working","2","","","","2"
"Part-time","1985","Brandenburg","Not Working","","","","","2"
"Part-time","1985","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Part-time","1985","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Part-time","1985","Saxony","Part Time","","","","","2"
"Part-time","1985","Berlin","Full Time","2","","","","2"
"Part-time","1985","Berlin","Part Time","27","","","","2"
"Part-time","1985","Brandenburg","Full Time","","","","","2"
"Part-time","1985","Brandenburg","Part Time","","","","","2"
"Full-time","1986","Schleswig-Holstein","Full Time","132","0.949350761184796","0.913156614042086","0.985544908327507","1"
"Full-time","1986","Schleswig-Holstein","Part Time","18","","","","1"
"Full-time","1986","Schleswig-Holstein","Not Working","1","","","","1"
"Full-time","1986","Hamburg","Full Time","107","0.908287177407922","0.855536773147803","0.96103758166804","1"
"Full-time","1986","Hamburg","Part Time","8","","","","1"
"Full-time","1986","Hamburg","Not Working","2","","","","1"
"Full-time","1986","Lower Saxony","Full Time","404","0.87271275759213","0.842155238465709","0.903270276718551","1"
"Full-time","1986","Lower Saxony","Part Time","47","0.228853054800831","0.169276095258636","0.288430014343027","1"
"Full-time","1986","Lower Saxony","Not Working","12","","","","1"
"Full-time","1986","Bremen","Full Time","25","","","","1"
"Full-time","1986","Bremen","Part Time","7","","","","1"
"Full-time","1986","Bremen","Not Working","","","","","1"
"Full-time","1986","North Rhine-Westphalia","Full Time","1151","0.907012765164691","0.891009035946154","0.923016494383229","1"
"Full-time","1986","North Rhine-Westphalia","Part Time","123","0.256927423071146","0.21637642861236","0.297478417529932","1"
"Full-time","1986","North Rhine-Westphalia","Not Working","19","","","","1"
"Full-time","1986","Hesse","Full Time","435","0.899114055590555","0.872142682307135","0.926085428873974","1"
"Full-time","1986","Hesse","Part Time","58","0.260849408907403","0.19824879652347","0.323450021291335","1"
"Full-time","1986","Hesse","Not Working","6","","","","1"
"Full-time","1986","Rhineland-Palatinate,Saarland","Full Time","315","0.924317690275379","0.896408556021244","0.952226824529514","1"
"Full-time","1986","Rhineland-Palatinate,Saarland","Part Time","35","0.298854131507995","0.213697117767353","0.384011145248637","1"
"Full-time","1986","Rhineland-Palatinate,Saarland","Not Working","7","","","","1"
"Full-time","1986","Baden-Württemberg","Full Time","922","0.913143319267626","0.895774972099163","0.930511666436089","1"
"Full-time","1986","Baden-Württemberg","Part Time","125","0.292193984631518","0.244753021386866","0.339634947876171","1"
"Full-time","1986","Baden-Württemberg","Not Working","14","","","","1"
"Full-time","1986","Bavaria","Full Time","769","0.902909362188339","0.882993229958309","0.922825494418368","1"
"Full-time","1986","Bavaria","Part Time","91","0.237101329924795","0.192157581214713","0.282045078634877","1"
"Full-time","1986","Bavaria","Not Working","12","","","","1"
"Full-time","1986","Berlin","Full Time","158","0.947154199695844","0.913621723874425","0.980686675517264","1"
"Full-time","1986","Berlin","Part Time","27","","","","1"
"Full-time","1986","Berlin","Not Working","","","","","1"
