"erwst","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Full-time","2012","Full Time","West Germany","7035","0.881224292011892","0.874147255222381","0.888301328801402"
"Full-time","2012","Full Time","East Germany","2092","0.858848065646757","0.844961619589378","0.872734511704136"
"Full-time","2012","Part Time","West Germany","914","0.176783257686386","0.167201332679982","0.18636518269279"
"Full-time","2012","Part Time","East Germany","291","0.213634007071215","0.192048077315078","0.235219936827353"
"Full-time","2012","Not Working","West Germany","126","0.0146810721837498","0.0120251985800101","0.0173369457874894"
"Full-time","2012","Not Working","East Germany","42","0.0175246831467028","0.0123604223997794","0.0226889438936261"
"Part-time","2012","Full Time","West Germany","429","0.0433335018200298","0.0388796415799191","0.0477873620601405"
"Part-time","2012","Full Time","East Germany","144","0.0570149527996022","0.0477671978921162","0.0662627077070882"
"Part-time","2012","Part Time","West Germany","2720","0.380730410513056","0.368534232226868","0.392926588799244"
"Part-time","2012","Part Time","East Germany","519","0.323059901668031","0.298431294444657","0.347688508891405"
"Part-time","2012","Not Working","West Germany","98","0.00605587344411409","0.00434266784938428","0.00776907903884391"
"Part-time","2012","Not Working","East Germany","43","0.0115628036461806","0.00735526255460934","0.0157703447377518"
"Non-working","2012","Full Time","West Germany","211","0.0269797256193437","0.0234354774949131","0.0305239737437743"
"Non-working","2012","Full Time","East Germany","84","0.0351176219965917","0.0277760466421262","0.0424591973510572"
"Non-working","2012","Part Time","West Germany","1091","0.208336168221158","0.198135518323727","0.21853681811859"
"Non-working","2012","Part Time","East Germany","318","0.252811178615954","0.229921667131874","0.275700690100035"
"Non-working","2012","Not Working","West Germany","7371","0.95863092247117","0.954233443835937","0.963028401106403"
"Non-working","2012","Not Working","East Germany","2345","0.96122851274876","0.953630643714601","0.968826381782919"
"Other","2012","Full Time","West Germany","353","0.0484624805487348","0.0437650519486951","0.0531599091487746"
"Other","2012","Full Time","East Germany","95","0.0490193595570492","0.0404082487476993","0.0576304703663991"
"Other","2012","Part Time","West Germany","1364","0.2341501635794","0.223513776134425","0.244786551024375"
"Other","2012","Part Time","East Germany","257","0.2104949126448","0.189025435265573","0.231964390024026"
"Other","2012","Not Working","West Germany","283","0.0206321319009665","0.0174931769625509","0.023771086839382"
"Other","2012","Not Working","East Germany","50","0.00968400045835664","0.00582978002908321","0.0135382208876301"
"Full-time","2013","Full Time","West Germany","6511","0.872123811729196","0.864570941274558","0.879676682183833"
"Full-time","2013","Full Time","East Germany","1906","0.865966930951727","0.851795025747085","0.880138836156369"
"Full-time","2013","Part Time","West Germany","815","0.16247618193768","0.152991645942315","0.171960717933045"
"Full-time","2013","Part Time","East Germany","286","0.236127077010505","0.213646222391806","0.258607931629204"
"Full-time","2013","Not Working","West Germany","1978","0.093788318576278","0.0885179079774039","0.099058729175152"
"Full-time","2013","Not Working","East Germany","185","0.0392520624654348","0.0318569789512445","0.046647145979625"
"Part-time","2013","Full Time","West Germany","428","0.0476136024044975","0.0427974498495189","0.0524297549594762"
"Part-time","2013","Full Time","East Germany","149","0.0616194685067038","0.0516167033582179","0.0716222336551897"
"Part-time","2013","Part Time","West Germany","2586","0.388381779959902","0.375850590837879","0.400912969081926"
"Part-time","2013","Part Time","East Germany","559","0.368936204120459","0.343394984355988","0.394477423884931"
"Part-time","2013","Not Working","West Germany","673","0.0280097048458306","0.0250267925906769","0.0309926171009843"
"Part-time","2013","Not Working","East Germany","67","0.0137271395306826","0.0092962014890282","0.018158077572337"
"Non-working","2013","Full Time","West Germany","219","0.0320820709677489","0.0280966097503839","0.0360675321851139"
"Non-working","2013","Full Time","East Germany","65","0.0258397067280828","0.0192399092977373","0.0324395041584283"
"Non-working","2013","Part Time","West Germany","1001","0.195532700626796","0.18533536883461","0.205730032418981"
"Non-working","2013","Part Time","East Germany","290","0.211033668674872","0.189434627455938","0.232632709893807"
"Non-working","2013","Not Working","West Germany","8255","0.835044441248316","0.828334889294454","0.841753993202178"
"Non-working","2013","Not Working","East Germany","2296","0.924215671185648","0.914137459403985","0.934293882967311"
"Other","2013","Full Time","West Germany","352","0.0481805148985581","0.0433372175086303","0.0530238122884859"
"Other","2013","Full Time","East Germany","100","0.0465738938134861","0.037808197957874","0.0553395896690982"
"Other","2013","Part Time","West Germany","1409","0.253609337475622","0.242422988288962","0.264795686662283"
"Other","2013","Part Time","East Germany","236","0.183903050194163","0.16339640075689","0.204409699631436"
"Other","2013","Not Working","West Germany","848","0.0431575353295753","0.0394838345051191","0.0468312361540315"
"Other","2013","Not Working","East Germany","101","0.0228051268182348","0.0171203430827048","0.0284899105537648"
"Full-time","2014","Full Time","West Germany","6979","0.875899574280474","0.868716109823463","0.883083038737486"
"Full-time","2014","Full Time","East Germany","1841","0.86189463486211","0.847317931316021","0.8764713384082"
"Full-time","2014","Part Time","West Germany","921","0.1612793178764","0.152171376392984","0.170387259359815"
"Full-time","2014","Part Time","East Germany","265","0.203067300978283","0.181274698876784","0.224859903079782"
"Full-time","2014","Not Working","West Germany","193","0.0179021787767543","0.014944563822243","0.0208597937312655"
"Full-time","2014","Not Working","East Germany","45","0.0198136095165693","0.0140450627103898","0.0255821563227488"
"Part-time","2014","Full Time","West Germany","441","0.045585968240191","0.0410412794026869","0.050130657077695"
"Part-time","2014","Full Time","East Germany","152","0.0688501307577175","0.0581524622650379","0.0795477992503971"
"Part-time","2014","Part Time","West Germany","2654","0.382039335918064","0.370006813684338","0.39407185815179"
"Part-time","2014","Part Time","East Germany","512","0.346461587205478","0.320684052954474","0.372239121456481"
"Part-time","2014","Not Working","West Germany","138","0.0115530178783947","0.00916940497701342","0.013936630779776"
"Part-time","2014","Not Working","East Germany","12","","",""
"Non-working","2014","Full Time","West Germany","241","0.0263483994618985","0.0228586113043669","0.0298381876194302"
"Non-working","2014","Full Time","East Germany","63","0.0207165253274128","0.0146986993031484","0.0267343513516773"
"Non-working","2014","Part Time","West Germany","1087","0.191806199987174","0.182056050048332","0.201556349926015"
"Non-working","2014","Part Time","East Germany","293","0.254884359114765","0.231276222989267","0.278492495240263"
"Non-working","2014","Not Working","West Germany","7022","0.942825241057751","0.937646441689901","0.948004040425601"
"Non-working","2014","Not Working","East Germany","2130","0.961135698115221","0.953135549102813","0.969135847127628"
"Other","2014","Full Time","West Germany","431","0.052166058017436","0.0473212084989146","0.0570109075359574"
"Other","2014","Full Time","East Germany","96","0.0485387090527593","0.0394591108458892","0.0576183072596295"
"Other","2014","Part Time","West Germany","1602","0.264875146218363","0.253947581827934","0.275802710608792"
"Other","2014","Part Time","East Germany","239","0.195586752701475","0.174099168432801","0.217074336970148"
"Other","2014","Not Working","West Germany","368","0.0277195622871001","0.024057714627588","0.0313814099466122"
"Other","2014","Not Working","East Germany","55","0.0153876414370695","0.0102925854912226","0.0204826973829164"
"Full-time","2015","Full Time","West Germany","6443","0.86930322318738","0.861687468920038","0.876918977454722"
"Full-time","2015","Full Time","East Germany","1713","0.857573512432963","0.842253018917419","0.872894005948506"
"Full-time","2015","Part Time","West Germany","841","0.16323305573061","0.153792286406721","0.172673825054498"
"Full-time","2015","Part Time","East Germany","256","0.224829645120496","0.201705201526699","0.247954088714292"
"Full-time","2015","Not Working","West Germany","784","0.0380925821775497","0.0340372781281291","0.0421478862269702"
"Full-time","2015","Not Working","East Germany","92","0.0267078621733728","0.0201044026422818","0.0333113217044638"
"Part-time","2015","Full Time","West Germany","473","0.0526243018226084","0.0475794416619477","0.0576691619832691"
"Part-time","2015","Full Time","East Germany","130","0.0643901692456817","0.0536305013813581","0.0751498371100053"
"Part-time","2015","Part Time","West Germany","2590","0.396518024115237","0.38402220610153","0.409013842128944"
"Part-time","2015","Part Time","East Germany","503","0.38295269305855","0.356026328516845","0.409879057600255"
"Part-time","2015","Not Working","West Germany","230","0.0118024347192089","0.00951449661597632","0.0140903728224415"
"Part-time","2015","Not Working","East Germany","34","0.0098738471710126","0.00582418480381923","0.013923509538206"
"Non-working","2015","Full Time","West Germany","224","0.0286394068241392","0.0248709192414477","0.0324078944068308"
"Non-working","2015","Full Time","East Germany","63","0.024252175917516","0.0175086684214145","0.0309956834136175"
"Non-working","2015","Part Time","West Germany","1076","0.190451567436726","0.180421247939451","0.200481886934"
"Non-working","2015","Part Time","East Germany","267","0.210748495819848","0.188157473871292","0.233339517768403"
"Non-working","2015","Not Working","West Germany","7039","0.91409110702806","0.908154334880316","0.920027879175804"
"Non-working","2015","Not Working","East Germany","2090","0.938873535106866","0.929061738462788","0.948685331750943"
"Other","2015","Full Time","West Germany","385","0.0494330681658722","0.0445353366613158","0.0543307996704285"
"Other","2015","Full Time","East Germany","93","0.0537841424038396","0.043894879354108","0.0636734054535712"
"Other","2015","Part Time","West Germany","1380","0.249797352717428","0.238739156672523","0.260855548762333"
"Other","2015","Part Time","East Germany","226","0.181469166001106","0.160120788677142","0.202817543325071"
"Other","2015","Not Working","West Germany","506","0.0360138760751816","0.0320665145659293","0.0399612375844339"
"Other","2015","Not Working","East Germany","74","0.0245447555487488","0.0182073225710767","0.0308821885264209"
"Full-time","2016","Full Time","West Germany","6208","0.872873152021995","0.865198423678126","0.880547880365864"
"Full-time","2016","Full Time","East Germany","1677","0.851501734112205","0.835731053778615","0.867272414445795"
"Full-time","2016","Part Time","West Germany","924","0.189231517385576","0.179121406081965","0.199341628689186"
"Full-time","2016","Part Time","East Germany","234","0.183621774756691","0.161806373652747","0.205437175860634"
"Full-time","2016","Not Working","West Germany","219","0.0120944853994904","0.0099977228847242","0.0141912479142565"
"Full-time","2016","Not Working","East Germany","39","0.0055833170100367","0.00281992200975286","0.00834671201032053"
"Part-time","2016","Full Time","West Germany","482","0.0574353780282374","0.0520747692384619","0.0627959868180129"
"Part-time","2016","Full Time","East Germany","137","0.0766042041945532","0.0648086807415936","0.0883997276475129"
"Part-time","2016","Part Time","West Germany","2515","0.389466124337396","0.376879754196418","0.402052494478374"
"Part-time","2016","Part Time","East Germany","494","0.370536240139697","0.343324512417225","0.397747967862168"
"Part-time","2016","Not Working","West Germany","182","0.0103975830799539","0.00845180003412266","0.0123433661257851"
"Part-time","2016","Not Working","East Germany","42","0.0102276504086632","0.00649628123584988","0.0139590195814766"
"Non-working","2016","Full Time","West Germany","205","0.0251355318260644","0.0215290398957276","0.0287420237564013"
"Non-working","2016","Full Time","East Germany","63","0.0255000303283397","0.0185087255872327","0.0324913350694468"
"Non-working","2016","Part Time","West Germany","971","0.179493534183895","0.169588039248226","0.189399029119563"
"Non-working","2016","Part Time","East Germany","252","0.254050809855438","0.229522347660156","0.278579272050719"
"Non-working","2016","Not Working","West Germany","9541","0.946549121463497","0.942234458826307","0.950863784100688"
"Non-working","2016","Not Working","East Germany","2627","0.970604359799621","0.964340021496835","0.976868698102406"
"Other","2016","Full Time","West Germany","342","0.0445559381237029","0.0398023206202586","0.0493095556271472"
"Other","2016","Full Time","East Germany","76","0.0463940313649021","0.0370655165499772","0.0557225461798271"
"Other","2016","Part Time","West Germany","1356","0.241808824093133","0.230756942906866","0.252860705279401"
"Other","2016","Part Time","East Germany","230","0.191791175248175","0.169607601584186","0.213974748912165"
"Other","2016","Not Working","West Germany","498","0.0309588100570585","0.0276363398882691","0.0342812802258478"
"Other","2016","Not Working","East Germany","85","0.0135846727816794","0.00929161118233043","0.0178777343810284"
"Full-time","2017","Full Time","West Germany","7033","0.872861778790201","0.865647100935274","0.880076456645128"
"Full-time","2017","Full Time","East Germany","1976","0.873137933105915","0.85948872797165","0.886787138240181"
"Full-time","2017","Part Time","West Germany","1064","0.168584077995656","0.159476356695016","0.177691799296296"
"Full-time","2017","Part Time","East Germany","283","0.229510544862162","0.207136585812389","0.251884503911936"
"Full-time","2017","Not Working","West Germany","349","0.0164475925236118","0.0141469694616407","0.018748215585583"
"Full-time","2017","Not Working","East Germany","52","0.00791160627849924","0.00465154366877117","0.0111716688882273"
"Part-time","2017","Full Time","West Germany","522","0.0506246504046661","0.0458767004323236","0.0553726003770086"
"Part-time","2017","Full Time","East Germany","141","0.0590130538936187","0.0493488544193018","0.0686772533679355"
"Part-time","2017","Part Time","West Germany","2918","0.401394850400566","0.389470124395763","0.413319576405369"
"Part-time","2017","Part Time","East Germany","552","0.393308669697706","0.367318517576176","0.419298821819235"
"Part-time","2017","Not Working","West Germany","219","0.00867557634303153","0.00699811462404525","0.0103530380620178"
"Part-time","2017","Not Working","East Germany","34","0.0162541334952559","0.0116010398330038","0.020907227157508"
"Non-working","2017","Full Time","West Germany","223","0.0273327410880278","0.0238014795634949","0.0308640026125607"
"Non-working","2017","Full Time","East Germany","70","0.0283486931851084","0.0215422255684423","0.0351551608017744"
"Non-working","2017","Part Time","West Germany","1083","0.183144413651264","0.173735017221979","0.192553810080549"
"Non-working","2017","Part Time","East Germany","272","0.200940123244812","0.179620419705879","0.222259826783745"
"Non-working","2017","Not Working","West Germany","10570","0.941156609981162","0.936899887493044","0.945413332469281"
"Non-working","2017","Not Working","East Germany","2683","0.961633741362905","0.954565717699582","0.968701765026229"
"Other","2017","Full Time","West Germany","412","0.049180829717105","0.0444975183723697","0.0538641410618403"
"Other","2017","Full Time","East Germany","97","0.0395003198153576","0.0315121192681034","0.0474885203626118"
"Other","2017","Part Time","West Germany","1426","0.246876657952514","0.236386902699906","0.257366413205121"
"Other","2017","Part Time","East Germany","250","0.17624066219532","0.155967971212412","0.196513353178228"
"Other","2017","Not Working","West Germany","603","0.0337202211521943","0.0304551533837946","0.0369852889205941"
"Other","2017","Not Working","East Germany","68","0.0142005188633393","0.00984675548202864","0.0185542822446499"
"Full-time","2018","Full Time","West Germany","6708","0.878753152980596","0.871556662171617","0.885949643789574"
"Full-time","2018","Full Time","East Germany","1895","0.881515355669295","0.867970646788745","0.895060064549845"
"Full-time","2018","Part Time","West Germany","1054","0.164347723362261","0.155339219801702","0.173356226922821"
"Full-time","2018","Part Time","East Germany","288","0.208750826854108","0.187537476169702","0.229964177538514"
"Full-time","2018","Not Working","West Germany","389","0.0147746514970266","0.0124120852848238","0.0171372177092295"
"Full-time","2018","Not Working","East Germany","47","0.0101467737243069","0.0063310709015527","0.0139624765470611"
"Part-time","2018","Full Time","West Germany","531","0.0518607077084594","0.0469718500592181","0.0567495653577007"
"Part-time","2018","Full Time","East Germany","136","0.0536234415654501","0.044182114807858","0.0630647683230422"
"Part-time","2018","Part Time","West Germany","2876","0.41837929925053","0.406388088671293","0.430370509829766"
"Part-time","2018","Part Time","East Germany","582","0.379918590320033","0.354584333846108","0.405252846793959"
"Part-time","2018","Not Working","West Germany","254","0.0102590407932849","0.00828583797361189","0.0122322436129579"
"Part-time","2018","Not Working","East Germany","43","0.0111892961992399","0.0071844751142559","0.0151941172842239"
"Non-working","2018","Full Time","West Germany","260","0.0270952097277515","0.0235156177228842","0.0306748017326189"
"Non-working","2018","Full Time","East Germany","68","0.0311978043586322","0.0239115677214128","0.0384840409958517"
"Non-working","2018","Part Time","West Germany","1130","0.175076092531864","0.165838083644662","0.184314101419067"
"Non-working","2018","Part Time","East Germany","280","0.226581228370425","0.204730905813401","0.248431550927449"
"Non-working","2018","Not Working","West Germany","8880","0.949630319148472","0.945347601304778","0.953913036992166"
"Non-working","2018","Not Working","East Germany","2470","0.955640561371682","0.947801474772582","0.963479647970781"
"Other","2018","Full Time","West Germany","404","0.0422909295831933","0.0378538980413239","0.0467279611250627"
"Other","2018","Full Time","East Germany","88","0.0336633984066228","0.0261043540684843","0.0412224427447613"
"Other","2018","Part Time","West Germany","1441","0.242196884855345","0.231782815214041","0.252610954496649"
"Other","2018","Part Time","East Germany","260","0.184749354455434","0.164492333602685","0.205006375308183"
"Other","2018","Not Working","West Germany","495","0.0253359885612163","0.0222588009895963","0.0284131761328363"
"Other","2018","Not Working","East Germany","90","0.0230233687047714","0.0173131640174678","0.0287335733920751"
"Full-time","2019","Full Time","West Germany","7227","0.86748606273765","0.860249720924451","0.874722404550849"
"Full-time","2019","Full Time","East Germany","2064","0.85650445052198","0.842484527881485","0.870524373162475"
"Full-time","2019","Part Time","West Germany","1147","0.172861326037401","0.163607492200605","0.182115159874197"
"Full-time","2019","Part Time","East Germany","311","0.242445815426459","0.219352708523574","0.265538922329345"
"Full-time","2019","Not Working","West Germany","431","0.0260359307651129","0.022766654657084","0.0293052068731418"
"Full-time","2019","Not Working","East Germany","92","0.0315422992324521","0.0246201541007758","0.0384644443641285"
"Part-time","2019","Full Time","West Germany","562","0.0564619112565071","0.0515356828225056","0.0613881396905086"
"Part-time","2019","Full Time","East Germany","171","0.0806747009957852","0.0697837732309268","0.0915656287606436"
"Part-time","2019","Part Time","West Germany","2929","0.443085460035181","0.4309285937203","0.455242326350062"
"Part-time","2019","Part Time","East Germany","526","0.368763558423656","0.342765662612463","0.39476145423485"
"Part-time","2019","Not Working","West Germany","232","0.0157537928744572","0.0131973386574699","0.0183102470914444"
"Part-time","2019","Not Working","East Germany","40","0.0188483030276749","0.0134624077375526","0.0242341983177971"
"Non-working","2019","Full Time","West Germany","259","0.0324750316262021","0.0286918000751226","0.0362582631772816"
"Non-working","2019","Full Time","East Germany","70","0.024083618484431","0.0179526545285314","0.0302145824403306"
"Non-working","2019","Part Time","West Germany","1065","0.186971068680161","0.177429411289177","0.196512726071144"
"Non-working","2019","Part Time","East Germany","273","0.224334659053747","0.201856872128144","0.24681244597935"
"Non-working","2019","Not Working","West Germany","7907","0.92147462598422","0.915952068105819","0.926997183862622"
"Non-working","2019","Not Working","East Germany","2213","0.916853270751202","0.905918084039139","0.927788457463265"
"Other","2019","Full Time","West Germany","385","0.043576994379641","0.0392197623833135","0.0479342263759684"
"Other","2019","Full Time","East Germany","97","0.0387372299978038","0.0310202578690537","0.0464542021265539"
"Other","2019","Part Time","West Germany","1273","0.197082145247257","0.187346991572621","0.206817298921893"
"Other","2019","Part Time","East Germany","213","0.164455967096138","0.144481387021059","0.184430547171216"
"Other","2019","Not Working","West Germany","544","0.0367356503762094","0.0328736688755655","0.0405976318768533"
"Other","2019","Not Working","East Germany","104","0.032756126988671","0.0257064703420887","0.0398057836352534"
