"erwst","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","1985","Full Time","West Germany","102","0.0213321592519549","0.0173215807520717","0.0253427377518382"
"Part-time","1985","Full Time","East Germany","","","",""
"Part-time","1985","Part Time","West Germany","621","0.352336300382537","0.330673573307684","0.373999027457389"
"Part-time","1985","Part Time","East Germany","","","",""
"Part-time","1985","Not Working","West Germany","32","0.00608465809404121","0.00374195773689165","0.00842735845119077"
"Part-time","1985","Not Working","East Germany","","","",""
"Non-working","1985","Full Time","West Germany","158","0.0314863032633356","0.0266391620268092","0.036333444499862"
"Non-working","1985","Full Time","East Germany","","","",""
"Non-working","1985","Part Time","West Germany","350","0.188627710297992","0.17088693940912","0.206368481186864"
"Non-working","1985","Part Time","East Germany","","","",""
"Non-working","1985","Not Working","West Germany","4050","0.968777134986132","0.963537846979105","0.97401642299316"
"Non-working","1985","Not Working","East Germany","","","",""
"Other","1985","Full Time","West Germany","188","0.0415494746963347","0.0360103700182526","0.0470885793744169"
"Other","1985","Full Time","East Germany","","","",""
"Other","1985","Part Time","West Germany","258","0.147267417986839","0.131197286880127","0.163337549093551"
"Other","1985","Part Time","East Germany","","","",""
"Other","1985","Not Working","West Germany","72","0.0137203186356711","0.0102159797437803","0.0172246575275619"
"Other","1985","Not Working","East Germany","","","",""
"Full-time","1986","Full Time","West Germany","4418","0.906571403766872","0.898393394686041","0.914749412847704"
"Full-time","1986","Full Time","East Germany","","","",""
"Full-time","1986","Part Time","West Germany","539","0.264509446662183","0.244317601765983","0.284701291558383"
"Full-time","1986","Part Time","East Germany","","","",""
"Full-time","1986","Not Working","West Germany","73","0.0137501014874115","0.0101162177795546","0.0173839851952683"
"Full-time","1986","Not Working","East Germany","","","",""
"Part-time","1986","Full Time","West Germany","94","0.0209688716799073","0.0169426985143882","0.0249950448454264"
"Part-time","1986","Full Time","East Germany","","","",""
"Part-time","1986","Part Time","West Germany","530","0.303755525408842","0.282702726962438","0.324808323855246"
"Part-time","1986","Part Time","East Germany","","","",""
"Part-time","1986","Not Working","West Germany","18","","",""
"Part-time","1986","Not Working","East Germany","","","",""
"Non-working","1986","Full Time","West Germany","139","0.0268811989502708","0.0223364079321022","0.0314259899684394"
"Non-working","1986","Full Time","East Germany","","","",""
"Non-working","1986","Part Time","West Germany","404","0.229130827746652","0.209891098342238","0.248370557151066"
"Non-working","1986","Part Time","East Germany","","","",""
"Non-working","1986","Not Working","West Germany","3795","0.969795086297261","0.964454322433252","0.97513585016127"
"Non-working","1986","Not Working","East Germany","","","",""
"Other","1986","Full Time","West Germany","214","0.0455785256029496","0.0397177255391907","0.0514393256667085"
"Other","1986","Full Time","East Germany","","","",""
"Other","1986","Part Time","West Germany","360","0.202604200182323","0.184203766772597","0.221004633592048"
"Other","1986","Part Time","East Germany","","","",""
"Other","1986","Not Working","West Germany","59","0.0119248026239134","0.00853756873423079","0.015312036513596"
"Other","1986","Not Working","East Germany","","","",""
"Full-time","1987","Full Time","West Germany","4425","0.903443072115706","0.895172482209994","0.911713662021418"
"Full-time","1987","Full Time","East Germany","","","",""
"Full-time","1987","Part Time","West Germany","488","0.246577689818292","0.22674299249751","0.266412387139075"
"Full-time","1987","Part Time","East Germany","","","",""
"Full-time","1987","Not Working","West Germany","44","0.00901053392042627","0.00600488968053755","0.012016178160315"
"Full-time","1987","Not Working","East Germany","","","",""
"Part-time","1987","Full Time","West Germany","61","0.0132794446568351","0.0100740506860113","0.0164848386276589"
"Part-time","1987","Full Time","East Germany","","","",""
"Part-time","1987","Part Time","West Germany","608","0.359806988446621","0.337720854012455","0.381893122880787"
"Part-time","1987","Part Time","East Germany","","","",""
"Part-time","1987","Not Working","West Germany","20","","",""
"Part-time","1987","Not Working","East Germany","","","",""
"Non-working","1987","Full Time","West Germany","139","0.0260750631403549","0.0216126497655746","0.0305374765151353"
"Non-working","1987","Full Time","East Germany","","","",""
"Non-working","1987","Part Time","West Germany","384","0.220271541115486","0.201200239369347","0.239342842861625"
"Non-working","1987","Part Time","East Germany","","","",""
"Non-working","1987","Not Working","West Germany","3690","0.97925775935651","0.974724567108656","0.983790951604364"
"Non-working","1987","Not Working","East Germany","","","",""
"Other","1987","Full Time","West Germany","274","0.0572024200871041","0.0506994642842189","0.0637053758899892"
"Other","1987","Full Time","East Germany","","","",""
"Other","1987","Part Time","West Germany","334","0.173343780619601","0.155923864857159","0.190763696382044"
"Other","1987","Part Time","East Germany","","","",""
"Other","1987","Not Working","West Germany","43","0.00728581208037232","0.00458073970311088","0.00999088445763377"
"Other","1987","Not Working","East Germany","","","",""
"Full-time","1988","Full Time","West Germany","4135","0.907379234122616","0.899003490298954","0.915754977946278"
"Full-time","1988","Full Time","East Germany","","","",""
"Full-time","1988","Part Time","West Germany","484","0.244177029727491","0.224590407184191","0.26376365227079"
"Full-time","1988","Part Time","East Germany","","","",""
"Full-time","1988","Not Working","West Germany","50","0.00996506291850727","0.00670685146642575","0.0132232743705888"
"Full-time","1988","Not Working","East Germany","","","",""
"Part-time","1988","Full Time","West Germany","49","0.0118398218373913","0.00871474254140957","0.0149649011333731"
"Part-time","1988","Full Time","East Germany","","","",""
"Part-time","1988","Part Time","West Germany","610","0.348056273170408","0.32633791976399","0.369774626576827"
"Part-time","1988","Part Time","East Germany","","","",""
"Part-time","1988","Not Working","West Germany","21","","",""
"Part-time","1988","Not Working","East Germany","","","",""
"Non-working","1988","Full Time","West Germany","131","0.0268096754310815","0.0221428725935603","0.0314764782686026"
"Non-working","1988","Full Time","East Germany","","","",""
"Non-working","1988","Part Time","West Germany","445","0.244295473417743","0.224705636104197","0.263885310731288"
"Non-working","1988","Part Time","East Germany","","","",""
"Non-working","1988","Not Working","West Germany","3457","0.975412981361246","0.970333010937649","0.980492951784842"
"Non-working","1988","Not Working","East Germany","","","",""
"Other","1988","Full Time","West Germany","287","0.0539712686089113","0.0474428459987234","0.0604996912190992"
"Other","1988","Full Time","East Germany","","","",""
"Other","1988","Part Time","West Germany","309","0.163471223684358","0.146611198968119","0.180331248400598"
"Other","1988","Part Time","East Germany","","","",""
"Other","1988","Not Working","West Germany","42","0.00870268796673852","0.00565589704164187","0.0117494788918352"
"Other","1988","Not Working","East Germany","","","",""
"Full-time","1989","Full Time","West Germany","4135","0.913584686451156","0.905425891959635","0.921743480942677"
"Full-time","1989","Full Time","East Germany","","","",""
"Full-time","1989","Part Time","West Germany","444","0.230236559982606","0.210306506400922","0.250166613564289"
"Full-time","1989","Part Time","East Germany","","","",""
"Full-time","1989","Not Working","West Germany","53","0.0123645593058009","0.00867121618081353","0.0160579024307883"
"Full-time","1989","Not Working","East Germany","","","",""
"Part-time","1989","Full Time","West Germany","63","0.0157214409901308","0.0121093272207144","0.0193335547595472"
"Part-time","1989","Full Time","East Germany","","","",""
"Part-time","1989","Part Time","West Germany","588","0.370093773110032","0.347235862918534","0.39295168330153"
"Part-time","1989","Part Time","East Germany","","","",""
"Part-time","1989","Not Working","West Germany","23","","",""
"Part-time","1989","Not Working","East Germany","","","",""
"Non-working","1989","Full Time","West Germany","120","0.0252534932580188","0.0206977125852901","0.0298092739307475"
"Non-working","1989","Full Time","East Germany","","","",""
"Non-working","1989","Part Time","West Germany","396","0.229226489575714","0.209327158653257","0.24912582049817"
"Non-working","1989","Part Time","East Germany","","","",""
"Non-working","1989","Not Working","West Germany","3313","0.971861723573278","0.966334805996657","0.9773886411499"
"Non-working","1989","Not Working","East Germany","","","",""
"Other","1989","Full Time","West Germany","238","0.0454403793006943","0.0393928394785592","0.0514879191228294"
"Other","1989","Full Time","East Germany","","","",""
"Other","1989","Part Time","West Germany","286","0.170443177331649","0.15264171979093","0.188244634872368"
"Other","1989","Part Time","East Germany","","","",""
"Other","1989","Not Working","West Germany","50","0.0111217261864931","0.00761671409838202","0.0146267382746043"
"Other","1989","Not Working","East Germany","","","",""
"Full-time","1990","Full Time","West Germany","4045","0.91331241425153","0.905035019774269","0.921589808728791"
"Full-time","1990","Full Time","East Germany","","","",""
"Full-time","1990","Part Time","West Germany","444","0.237627753744028","0.217588528360896","0.257666979127159"
"Full-time","1990","Part Time","East Germany","","","",""
"Full-time","1990","Not Working","West Germany","34","0.00574893879409026","0.00318686340891902","0.00831101417926149"
"Full-time","1990","Not Working","East Germany","","","",""
"Part-time","1990","Full Time","West Germany","63","0.0156865964787143","0.0120311823975857","0.019342010559843"
"Part-time","1990","Full Time","East Germany","","","",""
"Part-time","1990","Part Time","West Germany","624","0.387550818785556","0.364613208578503","0.410488428992609"
"Part-time","1990","Part Time","East Germany","","","",""
"Part-time","1990","Not Working","West Germany","36","0.00850402959584587","0.00539225673935412","0.0116158024523376"
"Part-time","1990","Not Working","East Germany","","","",""
"Non-working","1990","Full Time","West Germany","108","0.0240743151319447","0.0195652047887473","0.028583425475142"
"Non-working","1990","Full Time","East Germany","","","",""
"Non-working","1990","Part Time","West Germany","396","0.222278988090637","0.202703620257749","0.241854355923525"
"Non-working","1990","Part Time","East Germany","","","",""
"Non-working","1990","Not Working","West Germany","3244","0.978316660626565","0.973380914216283","0.983252407036847"
"Non-working","1990","Not Working","East Germany","","","",""
"Other","1990","Full Time","West Germany","223","0.0469266741378106","0.0407054111042142","0.053147937171407"
"Other","1990","Full Time","East Germany","","","",""
"Other","1990","Part Time","West Germany","269","0.15254243937978","0.13561453751963","0.169470341239929"
"Other","1990","Part Time","East Germany","","","",""
"Other","1990","Not Working","West Germany","31","0.00743037098349883","0.00452008431401363","0.010340657652984"
"Other","1990","Not Working","East Germany","","","",""
"Full-time","1991","Full Time","West Germany","4042","0.915930410976036","0.90776453040582","0.924096291546253"
"Full-time","1991","Full Time","East Germany","","","",""
"Full-time","1991","Part Time","West Germany","399","0.204188188366443","0.185360850713912","0.223015526018974"
"Full-time","1991","Part Time","East Germany","","","",""
"Full-time","1991","Not Working","West Germany","60","0.0120007440298768","0.00826804455390943","0.0157334435058442"
"Full-time","1991","Not Working","East Germany","","","",""
"Part-time","1991","Full Time","West Germany","44","0.0112163571969779","0.00811730511696687","0.0143154092769889"
"Part-time","1991","Full Time","East Germany","","","",""
"Part-time","1991","Part Time","West Germany","680","0.410576074083736","0.387599825977443","0.433552322190029"
"Part-time","1991","Part Time","East Germany","","","",""
"Part-time","1991","Not Working","West Germany","26","","",""
"Part-time","1991","Not Working","East Germany","","","",""
"Non-working","1991","Full Time","West Germany","98","0.0205550508892274","0.0163796169600535","0.0247304848184012"
"Non-working","1991","Full Time","East Germany","","","",""
"Non-working","1991","Part Time","West Germany","380","0.213124843558695","0.193998217430711","0.232251469686678"
"Non-working","1991","Part Time","East Germany","","","",""
"Non-working","1991","Not Working","West Germany","3129","0.972081219510352","0.966433929004509","0.977728510016196"
"Non-working","1991","Not Working","East Germany","","","",""
"Other","1991","Full Time","West Germany","252","0.0522981809377584","0.0457468208429982","0.0588495410325185"
"Other","1991","Full Time","East Germany","","","",""
"Other","1991","Part Time","West Germany","302","0.172110893991126","0.154480635609187","0.189741152373066"
"Other","1991","Part Time","East Germany","","","",""
"Other","1991","Not Working","West Germany","54","0.0115126094339885","0.00785570944385102","0.0151695094241259"
"Other","1991","Not Working","East Germany","","","",""
"Full-time","1992","Full Time","West Germany","4016","0.917638430883259","0.90953284908154","0.925744012684979"
"Full-time","1992","Full Time","East Germany","1826","0.827079138406048","0.81122581785971","0.842932458952385"
"Full-time","1992","Part Time","West Germany","364","0.183827413654088","0.165658786544618","0.201996040763558"
"Full-time","1992","Part Time","East Germany","269","0.340803577371636","0.307194166101719","0.374412988641554"
"Full-time","1992","Not Working","West Germany","37","0.00854118560645155","0.00536912367765581","0.0117132475352473"
"Full-time","1992","Not Working","East Germany","13","","",""
"Part-time","1992","Full Time","West Germany","61","0.0132838357135931","0.00990829026615521","0.016659381161031"
"Part-time","1992","Full Time","East Germany","40","0.0178891462002775","0.0123326877105337","0.0234456046900212"
"Part-time","1992","Part Time","West Germany","695","0.42376130078715","0.400582667282898","0.446939934291403"
"Part-time","1992","Part Time","East Germany","118","0.137322254330525","0.112916278812441","0.161728229848609"
"Part-time","1992","Not Working","West Germany","28","","",""
"Part-time","1992","Not Working","East Germany","1","","",""
"Non-working","1992","Full Time","West Germany","122","0.0249907906956035","0.0203884321661852","0.0295931492250218"
"Non-working","1992","Full Time","East Germany","238","0.123763340131951","0.109958552416853","0.137568127847048"
"Non-working","1992","Part Time","West Germany","427","0.243230982204838","0.223106853326295","0.263355111083381"
"Non-working","1992","Part Time","East Germany","316","0.442567573575671","0.407347738235998","0.477787408915345"
"Non-working","1992","Not Working","West Germany","3142","0.980314264064029","0.975525717363506","0.985102810764551"
"Non-working","1992","Not Working","East Germany","1001","0.973309824280742","0.963528284920342","0.983091363641143"
"Other","1992","Full Time","West Germany","220","0.0440869427075441","0.0380342269610348","0.0501396584540535"
"Other","1992","Full Time","East Germany","82","0.031268375261724","0.0239724998558337","0.0385642506676142"
"Other","1992","Part Time","West Germany","260","0.149180303353924","0.132469378664962","0.165891228042885"
"Other","1992","Part Time","East Germany","61","0.079306594722167","0.0601457973062012","0.0984673921381329"
"Other","1992","Not Working","West Germany","26","","",""
"Other","1992","Not Working","East Germany","28","","",""
"Full-time","1993","Full Time","West Germany","3933","0.911173387917727","0.902699627020305","0.919647148815148"
"Full-time","1993","Full Time","East Germany","1685","0.859510975626518","0.844043975176201","0.874977976076836"
"Full-time","1993","Part Time","West Germany","374","0.199999996907106","0.181607926695719","0.218392067118494"
"Full-time","1993","Part Time","East Germany","210","0.336408967002971","0.300002378353036","0.372815555652906"
"Full-time","1993","Not Working","West Germany","48","0.00950603333748885","0.00613928795868707","0.0128727787162906"
"Full-time","1993","Not Working","East Germany","28","","",""
"Part-time","1993","Full Time","West Germany","49","0.0114291277073662","0.00826310087945701","0.0145951545352753"
"Part-time","1993","Full Time","East Germany","44","0.0225648490336382","0.0159545762874721","0.0291751217798043"
"Part-time","1993","Part Time","West Germany","689","0.40291730715343","0.380364748024197","0.425469866282664"
"Part-time","1993","Part Time","East Germany","103","0.145625689438491","0.11844634116755","0.172805037709431"
"Part-time","1993","Not Working","West Germany","28","","",""
"Part-time","1993","Not Working","East Germany","7","","",""
"Non-working","1993","Full Time","West Germany","137","0.0313714441321626","0.0261792606342993","0.0365636276300259"
"Non-working","1993","Full Time","East Germany","118","0.0710767485463492","0.0596397285730553","0.0825137685196431"
"Non-working","1993","Part Time","West Germany","482","0.248132034400402","0.228271870135779","0.267992198665026"
"Non-working","1993","Part Time","East Germany","269","0.432870536508395","0.394692281975682","0.471048791041108"
"Non-working","1993","Not Working","West Germany","3074","0.972044750813881","0.966325231873628","0.977764269754133"
"Non-working","1993","Not Working","East Germany","1180","0.953445482025767","0.941784686700688","0.965106277350846"
"Other","1993","Full Time","West Germany","211","0.0460260402427446","0.0397847524431464","0.0522673280423427"
"Other","1993","Full Time","East Germany","92","0.0468474267934943","0.0374418968708481","0.0562529567161405"
"Other","1993","Part Time","West Germany","272","0.148950661539061","0.132579887473925","0.165321435604197"
"Other","1993","Part Time","East Germany","65","0.0850948070501438","0.0635949522979077","0.10659466180238"
"Other","1993","Not Working","West Germany","41","0.01077864615781","0.0071959206330178","0.0143613716826022"
"Other","1993","Not Working","East Germany","39","0.0254109379774553","0.0167008922044387","0.0341209837504719"
"Full-time","1994","Full Time","West Germany","3712","0.913988429716578","0.90542903834636","0.922547821086795"
"Full-time","1994","Full Time","East Germany","1648","0.887504567622027","0.873156467232849","0.901852668011205"
"Full-time","1994","Part Time","West Germany","400","0.190041739433082","0.171820750295637","0.208262728570527"
"Full-time","1994","Part Time","East Germany","176","0.316785090865331","0.279214201295538","0.354355980435124"
"Full-time","1994","Not Working","West Germany","47","0.0121955447601364","0.0084238012484122","0.0159672882718606"
"Full-time","1994","Not Working","East Germany","17","","",""
"Part-time","1994","Full Time","West Germany","53","0.0134141684978263","0.00990225821180316","0.0169260787838495"
"Part-time","1994","Full Time","East Germany","39","0.0216685496497223","0.015057055883319","0.0282800434161256"
"Part-time","1994","Part Time","West Germany","637","0.382041572704999","0.359475755126031","0.404607390283967"
"Part-time","1994","Part Time","East Germany","131","0.20662323773973","0.173925345147852","0.239321130331608"
"Part-time","1994","Not Working","West Germany","21","","",""
"Part-time","1994","Not Working","East Germany","5","","",""
"Non-working","1994","Full Time","West Germany","176","0.0360338031499343","0.0303442252164339","0.0417233810834347"
"Non-working","1994","Full Time","East Germany","80","0.0427778843999941","0.0335891081416401","0.0519666606583481"
"Non-working","1994","Part Time","West Germany","474","0.262305506306615","0.241875988985301","0.282735023627928"
"Non-working","1994","Part Time","East Germany","204","0.379848299226106","0.340652050375637","0.419044548076575"
"Non-working","1994","Not Working","West Germany","3142","0.975095046708137","0.969739887334202","0.980450206082073"
"Non-working","1994","Not Working","East Germany","1286","0.971947363046667","0.96309308653506","0.980801639558274"
"Other","1994","Full Time","West Germany","181","0.0365635986356616","0.0308339223049929","0.0422932749663303"
"Other","1994","Full Time","East Germany","96","0.0480489983282565","0.0383373906374015","0.0577606060191114"
"Other","1994","Part Time","West Germany","270","0.165611181555305","0.148347031708479","0.182875331402131"
"Other","1994","Part Time","East Germany","78","0.0967433721688328","0.072870392243796","0.12061635209387"
"Other","1994","Not Working","West Germany","43","0.00819982031581066","0.00510082929028134","0.01129881134134"
"Other","1994","Not Working","East Germany","28","","",""
"Full-time","1995","Full Time","West Germany","3747","0.911836486998154","0.90318823021282","0.920484743783489"
"Full-time","1995","Full Time","East Germany","1565","0.881929435464702","0.866972174443908","0.896886696485496"
"Full-time","1995","Part Time","West Germany","552","0.253856365527869","0.234830023025826","0.272882708029911"
"Full-time","1995","Part Time","East Germany","205","0.365493904759706","0.327088920603215","0.403898888916196"
"Full-time","1995","Not Working","West Germany","54","0.0112448290294596","0.00776394669779567","0.0147257113611236"
"Full-time","1995","Not Working","East Germany","34","0.0193384885220227","0.0118896843511607","0.0267872926928848"
"Part-time","1995","Full Time","West Germany","58","0.0147817449117757","0.0111008389160821","0.0184626509074693"
"Part-time","1995","Full Time","East Germany","47","0.0249804545778254","0.017746576858623","0.0322143322970279"
"Part-time","1995","Part Time","West Germany","680","0.360004184354633","0.339019984980886","0.380988383728381"
"Part-time","1995","Part Time","East Germany","161","0.254835347708773","0.220082885604617","0.28958780981293"
"Part-time","1995","Not Working","West Germany","27","","",""
"Part-time","1995","Not Working","East Germany","5","","",""
"Non-working","1995","Full Time","West Germany","123","0.0296123076899423","0.0244417853838652","0.0347828299960194"
"Non-working","1995","Full Time","East Germany","84","0.0507920995208019","0.0406145531813682","0.0609696458602357"
"Non-working","1995","Part Time","West Germany","466","0.231330508747832","0.212895797439488","0.249765220056176"
"Non-working","1995","Part Time","East Germany","162","0.269729729105335","0.234335224324604","0.305124233886065"
"Non-working","1995","Not Working","West Germany","3403","0.973012147412217","0.967662664235162","0.978361630589273"
"Non-working","1995","Not Working","East Germany","1246","0.958052589708645","0.947209252106818","0.968895927310472"
"Other","1995","Full Time","West Germany","201","0.0437694604001277","0.037529346012801","0.0500095747874543"
"Other","1995","Full Time","East Germany","92","0.0422980104366707","0.0329689158014006","0.0516271050719408"
"Other","1995","Part Time","West Germany","312","0.154808941369666","0.138995531424162","0.17062235131517"
"Other","1995","Part Time","East Germany","76","0.109941018426186","0.0849939859128309","0.134888050939542"
"Other","1995","Not Working","West Germany","41","0.0100905973951193","0.0067912754603129","0.0133899193299257"
"Other","1995","Not Working","East Germany","28","","",""
"Full-time","1996","Full Time","West Germany","3572","0.905329683555581","0.89621375002476","0.914445617086401"
"Full-time","1996","Full Time","East Germany","1554","0.8773031958034","0.862108508068921","0.892497883537879"
"Full-time","1996","Part Time","West Germany","568","0.243397093795353","0.225008058444753","0.261786129145952"
"Full-time","1996","Part Time","East Germany","163","0.271062614832505","0.23575898435428","0.306366245310729"
"Full-time","1996","Not Working","West Germany","42","0.00812857686676399","0.00509880101827341","0.0111583527152546"
"Full-time","1996","Not Working","East Germany","17","","",""
"Part-time","1996","Full Time","West Germany","68","0.0190893907197417","0.0148284881383245","0.0233502933011588"
"Part-time","1996","Full Time","East Germany","46","0.0255039733832223","0.0182027731723511","0.0328051735940935"
"Part-time","1996","Part Time","West Germany","746","0.385727837224045","0.364869092968705","0.406586581479385"
"Part-time","1996","Part Time","East Germany","159","0.25132997600222","0.216878581003012","0.285781371001427"
"Part-time","1996","Not Working","West Germany","28","","",""
"Part-time","1996","Not Working","East Germany","8","","",""
"Non-working","1996","Full Time","West Germany","153","0.0379483142421038","0.0319987343321316","0.043897894152076"
"Non-working","1996","Full Time","East Germany","95","0.0537749227952414","0.0433280231524279","0.064221822438055"
"Non-working","1996","Part Time","West Germany","471","0.217634870716275","0.199952673322713","0.235317068109838"
"Non-working","1996","Part Time","East Germany","211","0.367747390830762","0.329450848926433","0.406043932735091"
"Non-working","1996","Not Working","West Germany","3266","0.974601163877883","0.969292369276467","0.979909958479298"
"Non-working","1996","Not Working","East Germany","1247","0.968716241014566","0.959238532532625","0.978193949496506"
"Other","1996","Full Time","West Germany","169","0.0376326114825736","0.0317068593330154","0.0435583636321318"
"Other","1996","Full Time","East Germany","96","0.043417908018136","0.0339795625775335","0.0528562534587384"
"Other","1996","Part Time","West Germany","307","0.153240198264327","0.137804235587493","0.168676160941162"
"Other","1996","Part Time","East Germany","76","0.109860018334513","0.0850236305310588","0.134696406137968"
"Other","1996","Not Working","West Germany","38","0.0088192073633118","0.00566444415184778","0.0119739705747758"
"Other","1996","Not Working","East Germany","24","","",""
"Full-time","1997","Full Time","West Germany","3502","0.90348170309274","0.894205496868298","0.912757909317183"
"Full-time","1997","Full Time","East Germany","1482","0.867623507932493","0.851574784277863","0.883672231587122"
"Full-time","1997","Part Time","West Germany","518","0.246584753178862","0.227463845850859","0.265705660506866"
"Full-time","1997","Part Time","East Germany","197","0.329051304950839","0.291610354173354","0.366492255728325"
"Full-time","1997","Not Working","West Germany","32","0.00708863506846399","0.00427650702773759","0.0099007631091904"
"Full-time","1997","Not Working","East Germany","14","","",""
"Part-time","1997","Full Time","West Germany","76","0.0230853822729777","0.0183679819935929","0.0278027825523625"
"Part-time","1997","Full Time","East Germany","45","0.0287484999069234","0.0208354691292134","0.0366615306846334"
"Part-time","1997","Part Time","West Germany","701","0.381347400941763","0.35980014349385","0.402894658389677"
"Part-time","1997","Part Time","East Germany","146","0.235389299237529","0.201584065154382","0.269194533320675"
"Part-time","1997","Not Working","West Germany","22","","",""
"Part-time","1997","Not Working","East Germany","4","","",""
"Non-working","1997","Full Time","West Germany","137","0.0344636024484786","0.0287333922924411","0.040193812604516"
"Non-working","1997","Full Time","East Germany","94","0.0585156568047305","0.047400591909843","0.0696307216996179"
"Non-working","1997","Part Time","West Germany","439","0.227787693702005","0.209182179707061","0.246393207696948"
"Non-working","1997","Part Time","East Germany","194","0.340646707067845","0.302882393853514","0.378411020282175"
"Non-working","1997","Not Working","West Germany","3335","0.979755645901629","0.975034913415915","0.984476378387343"
"Non-working","1997","Not Working","East Germany","1286","0.9792215533028","0.971564176159958","0.986878930445641"
"Other","1997","Full Time","West Germany","178","0.0389693121858033","0.0328902597798538","0.0450483645917527"
"Other","1997","Full Time","East Germany","92","0.0451123353558537","0.0352837003812819","0.0549409703304255"
"Other","1997","Part Time","West Germany","294","0.14428015217737","0.128692622877079","0.159867681477661"
"Other","1997","Part Time","East Germany","68","0.0949126887437874","0.0715578012158583","0.118267576271717"
"Other","1997","Not Working","West Germany","30","0.00582757849412026","0.00327620838980964","0.00837894859843087"
"Other","1997","Not Working","East Germany","29","","",""
"Full-time","1998","Full Time","West Germany","3817","0.902830009244949","0.89391789697355","0.911742121516347"
"Full-time","1998","Full Time","East Germany","1518","0.859339139297008","0.843114773398262","0.875563505195755"
"Full-time","1998","Part Time","West Germany","645","0.27188888877664","0.253250010617458","0.290527766935821"
"Full-time","1998","Part Time","East Germany","208","0.304559458505799","0.270269963274315","0.338848953737283"
"Full-time","1998","Not Working","West Germany","41","0.00869876961291878","0.00582463144758905","0.0115729077782485"
"Full-time","1998","Not Working","East Germany","14","","",""
"Part-time","1998","Full Time","West Germany","90","0.0233179489657627","0.0187771387363996","0.0278587591951258"
"Part-time","1998","Full Time","East Germany","41","0.0210676160219214","0.0143659490024838","0.027769283041359"
"Part-time","1998","Part Time","West Germany","795","0.400650952942582","0.380122878694593","0.421179027190571"
"Part-time","1998","Part Time","East Germany","159","0.24389674307934","0.211901265381095","0.275892220777584"
"Part-time","1998","Not Working","West Germany","24","","",""
"Part-time","1998","Not Working","East Germany","5","","",""
"Non-working","1998","Full Time","West Germany","133","0.0328863480018377","0.0275202554836257","0.0382524405200498"
"Non-working","1998","Full Time","East Germany","98","0.0685639966297812","0.0567710217470877","0.0803569715124747"
"Non-working","1998","Part Time","West Germany","413","0.18492787186416","0.168663982273191","0.201191761455128"
"Non-working","1998","Part Time","East Germany","223","0.32471259439703","0.28982356114813","0.35960162764593"
"Non-working","1998","Not Working","West Germany","3905","0.976569697395443","0.971887858389314","0.981251536401572"
"Non-working","1998","Not Working","East Germany","1397","0.980026000285463","0.972771904344252","0.987280096226675"
"Other","1998","Full Time","West Germany","203","0.0409656937874507","0.0350016777342232","0.0469297098406781"
"Other","1998","Full Time","East Germany","107","0.051029248051289","0.0407600909318595","0.0612984051707186"
"Other","1998","Part Time","West Germany","336","0.142532286416619","0.127887240947345","0.157177331885892"
"Other","1998","Part Time","East Germany","102","0.126831204017831","0.10203659838952","0.151625809646142"
"Other","1998","Not Working","West Germany","40","0.00885048890408408","0.00595161635834212","0.011749361449826"
"Other","1998","Not Working","East Germany","13","","",""
