"erwst","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1984","1-pers.-HH","higher education","34","0.350360201656983","0.263913414840894","0.436806988473071","5"
"Non-working","1984","(Married) couple without C. ","inadequately","48","0.434778664630488","0.348899760931298","0.520657568329677","5"
"Non-working","1984","1-pers.-HH","in school","1","","","","5"
"Non-working","1984","1-pers.-HH","inadequately","20","","","","5"
"Non-working","1984","1-pers.-HH","general elemantary","281","0.820509554383566","0.782568071116978","0.858451037650154","5"
"Non-working","1984","1-pers.-HH","middle vocational","313","0.586974883908336","0.548311304485273","0.625638463331399","5"
"Non-working","1984","1-pers.-HH","higher vocational","40","0.559284016102864","0.451826506923566","0.666741525282162","5"
"Non-working","1984","(Married) couple without C. ","in school","1","","","","5"
"Non-working","1984","(Married) couple without C. ","general elemantary","451","0.734193859370063","0.701444909235298","0.766942809504829","5"
"Non-working","1984","(Married) couple without C. ","middle vocational","661","0.527304841406517","0.501310152616377","0.553299530196657","5"
"Non-working","1984","(Married) couple without C. ","vocational + Abi","34","0.464380639353497","0.358356729890416","0.570404548816579","5"
"Non-working","1984","(Married) couple without C. ","higher vocational","69","0.480454176718379","0.403279811051527","0.557628542385231","5"
"Non-working","1984","(Married) couple without C. ","higher education","59","0.332865584185377","0.268199862711725","0.397531305659029","5"
"Non-working","1984","Single parent ","in school","17","","","","5"
"Non-working","1984","Single parent ","inadequately","22","","","","5"
"Non-working","1984","Single parent ","general elemantary","104","0.574656951743276","0.506138570337302","0.643175333149251","5"
"Non-working","1984","Single parent ","middle vocational","96","0.391446392619335","0.332120130643588","0.450772654595082","5"
"Non-working","1984","Single parent ","vocational + Abi","4","","","","5"
"Non-working","1984","Single parent ","higher vocational","6","","","","5"
"Non-working","1984","Single parent ","higher education","4","","","","5"
"Non-working","1984","Couple + C. LE 16 ","in school","","","","","5"
"Non-working","1984","Couple + C. LE 16 ","inadequately","129","0.482535536027059","0.427700558990221","0.537370513063896","5"
"Non-working","1984","Couple + C. LE 16 ","general elemantary","279","0.466880685589427","0.42899055179199","0.504770819386864","5"
"Non-working","1984","Couple + C. LE 16 ","middle vocational","471","0.31876720815829","0.295263076601606","0.342271339714974","5"
"Non-working","1984","Couple + C. LE 16 ","vocational + Abi","19","","","","5"
"Non-working","1984","Couple + C. LE 16 ","higher vocational","45","0.218875941998237","0.162548252232525","0.27520363176395","5"
"Non-working","1984","Couple + C. LE 16 ","higher education","43","0.155705698567323","0.112133802868057","0.199277594266589","5"
"Non-working","1984","Couple + C. GT 16 ","in school","78","0.982395176172641","0.95339547666964","1.01139487567564","5"
"Non-working","1984","Couple + C. GT 16 ","inadequately","62","0.537471640643728","0.456871391609876","0.618071889677579","5"
"Non-working","1984","Couple + C. GT 16 ","general elemantary","277","0.521487545935019","0.481179598965821","0.561795492904217","5"
"Non-working","1984","Couple + C. GT 16 ","middle vocational","277","0.312932952164128","0.283227554182726","0.34263835014553","5"
"Non-working","1984","Couple + C. GT 16 ","vocational + Abi","12","","","","5"
"Non-working","1984","Couple + C. GT 16 ","higher vocational","18","","","","5"
"Non-working","1984","Couple + C. GT 16 ","higher education","15","","","","5"
"Non-working","1984","Couple + C. LE and GT 16","in school","78","1","1","1","5"
"Non-working","1984","Couple + C. LE and GT 16","inadequately","98","0.417330261854215","0.352316825079003","0.482343698629427","5"
"Non-working","1984","Couple + C. LE and GT 16","general elemantary","244","0.410659097268204","0.371196565772289","0.450121628764119","5"
"Non-working","1984","Couple + C. LE and GT 16","middle vocational","198","0.297557861128722","0.263270920797936","0.331844801459508","5"
"Non-working","1984","Couple + C. LE and GT 16","vocational + Abi","6","","","","5"
"Non-working","1984","Couple + C. LE and GT 16","higher vocational","4","","","","5"
"Non-working","1984","Couple + C. LE and GT 16","higher education","6","","","","5"
"Other","1984","(Married) couple without C. ","general elemantary","19","","","","6"
"Other","1984","1-pers.-HH","general elemantary","10","","","","6"
"Other","1984","1-pers.-HH","in school","","","","","6"
"Other","1984","1-pers.-HH","inadequately","1","","","","6"
"Other","1984","1-pers.-HH","middle vocational","26","","","","6"
"Other","1984","1-pers.-HH","vocational + Abi","2","","","","6"
"Other","1984","1-pers.-HH","higher vocational","2","","","","6"
"Other","1984","1-pers.-HH","higher education","2","","","","6"
"Other","1984","(Married) couple without C. ","middle vocational","28","","","","6"
"Other","1984","(Married) couple without C. ","vocational + Abi","2","","","","6"
"Other","1984","(Married) couple without C. ","higher vocational","1","","","","6"
"Other","1984","Couple + C. LE 16 ","higher education","7","","","","6"
"Other","1984","Couple + C. GT 16 ","in school","1","","","","6"
"Other","1984","Couple + C. GT 16 ","inadequately","7","","","","6"
"Other","1984","Couple + C. GT 16 ","general elemantary","126","0.213983426770432","0.180891046526478","0.247075807014386","6"
"Other","1984","Couple + C. GT 16 ","middle vocational","74","0.0765088865288117","0.0594801483655272","0.0935376246920961","6"
"Other","1984","Couple + C. GT 16 ","vocational + Abi","","","","","6"
"Other","1984","Couple + C. GT 16 ","higher vocational","6","","","","6"
"Other","1984","Couple + C. LE and GT 16","in school","","","","","6"
"Other","1984","Couple + C. LE and GT 16","inadequately","8","","","","6"
"Other","1984","Couple + C. LE and GT 16","general elemantary","148","0.304275068269024","0.267367715737318","0.34118242080073","6"
"Other","1984","(Married) couple without C. ","in school","","","","","6"
"Other","1984","(Married) couple without C. ","inadequately","2","","","","6"
"Other","1984","Couple + C. GT 16 ","higher education","2","","","","6"
"Other","1984","(Married) couple without C. ","higher education","7","","","","6"
"Other","1984","Single parent ","in school","","","","","6"
"Other","1984","Single parent ","inadequately","2","","","","6"
"Other","1984","Couple + C. LE 16 ","higher vocational","12","","","","6"
"Other","1984","Single parent ","general elemantary","28","","","","6"
"Other","1984","Single parent ","middle vocational","20","","","","6"
"Other","1984","Single parent ","vocational + Abi","","","","","6"
"Other","1984","Single parent ","higher vocational","","","","","6"
"Other","1984","Single parent ","higher education","2","","","","6"
"Other","1984","Couple + C. LE 16 ","in school","","","","","6"
"Other","1984","Couple + C. LE 16 ","inadequately","5","","","","6"
"Other","1984","Couple + C. LE 16 ","general elemantary","40","0.0854029028603469","0.0641771940438297","0.106628611676864","6"
"Other","1984","Couple + C. LE 16 ","middle vocational","57","0.0398350524840461","0.0299707759698403","0.049699328998252","6"
"Other","1984","Couple + C. LE 16 ","vocational + Abi","2","","","","6"
"Other","1984","Couple + C. LE and GT 16","middle vocational","54","0.0655230839649073","0.0469655957652939","0.0840805721645208","6"
"Other","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","6"
"Other","1984","Couple + C. LE and GT 16","higher vocational","3","","","","6"
"Other","1984","Couple + C. LE and GT 16","higher education","5","","","","6"
"Part-time","1984","Couple + C. LE 16 ","higher education","23","","","","2"
"Part-time","1984","(Married) couple without C. ","middle vocational","57","0.0405579539151202","0.0302870052635505","0.0508289025666899","2"
"Part-time","1984","1-pers.-HH","inadequately","1","","","","2"
"Part-time","1984","1-pers.-HH","vocational + Abi","1","","","","2"
"Part-time","1984","(Married) couple without C. ","general elemantary","31","0.0461726730638248","0.0306152775668488","0.0617300685608008","2"
"Part-time","1984","1-pers.-HH","higher vocational","1","","","","2"
"Part-time","1984","(Married) couple without C. ","vocational + Abi","6","","","","2"
"Part-time","1984","Couple + C. GT 16 ","in school","","","","","2"
"Part-time","1984","Couple + C. GT 16 ","inadequately","3","","","","2"
"Part-time","1984","1-pers.-HH","in school","","","","","2"
"Part-time","1984","1-pers.-HH","general elemantary","10","","","","2"
"Part-time","1984","1-pers.-HH","middle vocational","8","","","","2"
"Part-time","1984","(Married) couple without C. ","in school","","","","","2"
"Part-time","1984","(Married) couple without C. ","inadequately","3","","","","2"
"Part-time","1984","Couple + C. LE 16 ","higher vocational","20","","","","2"
"Part-time","1984","Couple + C. GT 16 ","general elemantary","34","0.0629825892537257","0.0433803280977991","0.0825848504096523","2"
"Part-time","1984","Couple + C. GT 16 ","middle vocational","69","0.0737640749475672","0.0570187558573701","0.0905093940377644","2"
"Part-time","1984","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"Part-time","1984","Couple + C. GT 16 ","higher vocational","6","","","","2"
"Part-time","1984","1-pers.-HH","higher education","7","","","","2"
"Part-time","1984","(Married) couple without C. ","higher vocational","13","","","","2"
"Part-time","1984","(Married) couple without C. ","higher education","15","","","","2"
"Part-time","1984","Single parent ","in school","","","","","2"
"Part-time","1984","Couple + C. GT 16 ","higher education","3","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","in school","","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","inadequately","10","","","","2"
"Part-time","1984","Single parent ","middle vocational","16","","","","2"
"Part-time","1984","Single parent ","vocational + Abi","","","","","2"
"Part-time","1984","Single parent ","higher vocational","3","","","","2"
"Part-time","1984","Single parent ","higher education","2","","","","2"
"Part-time","1984","Couple + C. LE 16 ","in school","","","","","2"
"Part-time","1984","Couple + C. LE 16 ","inadequately","7","","","","2"
"Part-time","1984","Couple + C. LE 16 ","general elemantary","51","0.0972944200349582","0.074786881273204","0.119801958796713","2"
"Part-time","1984","Couple + C. LE 16 ","middle vocational","125","0.0871763348720765","0.0729480560946492","0.101404613649504","2"
"Part-time","1984","Couple + C. LE 16 ","vocational + Abi","5","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","general elemantary","29","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","middle vocational","41","0.0634016617512105","0.0451263518134277","0.0816769716889934","2"
"Part-time","1984","Single parent ","inadequately","1","","","","2"
"Part-time","1984","Single parent ","general elemantary","12","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","higher education","4","","","","2"
"Full-time","1985","1-pers.-HH","in school","","","","","1"
"Full-time","1985","1-pers.-HH","inadequately","38","0.496898820817459","0.36476061763855","0.629037023996368","1"
"Full-time","1985","1-pers.-HH","general elemantary","81","0.140794646270971","0.103770095341791","0.177819197200152","1"
"Full-time","1985","1-pers.-HH","middle vocational","249","0.363112886796804","0.323104258544743","0.403121515048866","1"
"Full-time","1985","1-pers.-HH","vocational + Abi","25","","","","1"
"Full-time","1985","1-pers.-HH","higher vocational","43","0.479651575229088","0.370854895625362","0.588448254832814","1"
"Full-time","1985","1-pers.-HH","higher education","72","0.625836167111073","0.533715645158751","0.717956689063395","1"
"Full-time","1985","(Married) couple without C. ","in school","","","","","1"
"Full-time","1985","(Married) couple without C. ","inadequately","57","0.427359169513456","0.32991223928655","0.524806099740362","1"
"Full-time","1985","(Married) couple without C. ","general elemantary","171","0.19666526229313","0.164807915705096","0.228522608881165","1"
"Full-time","1985","(Married) couple without C. ","middle vocational","616","0.420286930887402","0.393413378532385","0.447160483242419","1"
"Full-time","1985","(Married) couple without C. ","vocational + Abi","31","0.380771955524808","0.271603018752379","0.489940892297237","1"
"Full-time","1985","(Married) couple without C. ","higher vocational","72","0.414354636332743","0.337052900201188","0.491656372464298","1"
"Full-time","1985","(Married) couple without C. ","higher education","121","0.575779718339876","0.506412435892098","0.645147000787654","1"
"Full-time","1985","Single parent ","in school","","","","","1"
"Full-time","1985","Single parent ","inadequately","19","","","","1"
"Full-time","1985","Single parent ","general elemantary","63","0.271435163706818","0.208858214887128","0.334012112526508","1"
"Full-time","1985","Single parent ","middle vocational","125","0.514452155238108","0.451088875093955","0.577815435382261","1"
"Full-time","1985","Single parent ","vocational + Abi","5","","","","1"
"Full-time","1985","Single parent ","higher vocational","17","","","","1"
"Full-time","1985","Single parent ","higher education","9","","","","1"
"Full-time","1985","Couple + C. LE 16 ","in school","","","","","1"
"Full-time","1985","Couple + C. LE 16 ","inadequately","142","0.466813189857288","0.405459245137212","0.528167134577364","1"
"Full-time","1985","Couple + C. LE 16 ","general elemantary","246","0.344910372915891","0.305328467395223","0.384492278436559","1"
"Full-time","1985","Couple + C. LE 16 ","middle vocational","726","0.533916937951316","0.507066904040311","0.560766971862321","1"
"Full-time","1985","Couple + C. LE 16 ","vocational + Abi","53","0.524914825296376","0.414091558433432","0.635738092159321","1"
"Full-time","1985","Couple + C. LE 16 ","higher vocational","112","0.5949306231693","0.524943997183389","0.66491724915521","1"
"Full-time","1985","Couple + C. LE 16 ","higher education","181","0.728891793906235","0.673454442070737","0.784329145741733","1"
"Full-time","1985","Couple + C. GT 16 ","in school","","","","","1"
"Full-time","1985","Couple + C. GT 16 ","inadequately","65","0.316610792245551","0.237853167982673","0.395368416508428","1"
"Full-time","1985","Couple + C. GT 16 ","general elemantary","194","0.266193315092469","0.231234773224129","0.301151856960809","1"
"Full-time","1985","Couple + C. GT 16 ","middle vocational","523","0.548443655769085","0.516459963409947","0.580427348128224","1"
"Full-time","1985","Couple + C. GT 16 ","vocational + Abi","24","","","","1"
"Full-time","1985","Couple + C. GT 16 ","higher vocational","69","0.703020236957778","0.613464083353142","0.792576390562414","1"
"Full-time","1985","Couple + C. GT 16 ","higher education","84","0.768167501967968","0.688944742702652","0.847390261233285","1"
"Full-time","1985","Couple + C. LE and GT 16","in school","","","","","1"
"Full-time","1985","Couple + C. LE and GT 16","inadequately","89","0.409345104806463","0.341368140400996","0.477322069211929","1"
"Full-time","1985","Couple + C. LE and GT 16","general elemantary","188","0.299579419104359","0.259784773959064","0.339374064249654","1"
"Full-time","1985","Couple + C. LE and GT 16","middle vocational","338","0.583299896479667","0.54307286935898","0.623526923600355","1"
"Full-time","1985","Couple + C. LE and GT 16","vocational + Abi","10","","","","1"
"Full-time","1985","Couple + C. LE and GT 16","higher vocational","28","","","","1"
"Full-time","1985","Couple + C. LE and GT 16","higher education","36","0.81172089769212","0.701126813844214","0.922314981540027","1"
"Non-working","1985","Single parent ","general elemantary","93","0.512558479440321","0.442222069549184","0.582894889331457","5"
"Non-working","1985","Single parent ","in school","19","","","","5"
"Non-working","1985","Couple + C. LE 16 ","in school","1","","","","5"
"Non-working","1985","Couple + C. LE 16 ","inadequately","98","0.476533801507721","0.415112019804674","0.537955583210767","5"
"Non-working","1985","Single parent ","higher vocational","5","","","","5"
"Non-working","1985","(Married) couple without C. ","higher education","59","0.351255429854932","0.284254755086197","0.418256104623667","5"
"Non-working","1985","Single parent ","inadequately","20","","","","5"
"Non-working","1985","Single parent ","higher education","5","","","","5"
"Non-working","1985","Single parent ","vocational + Abi","4","","","","5"
"Non-working","1985","Single parent ","middle vocational","84","0.364642379524793","0.303619621402892","0.425665137646693","5"
"Non-working","1985","1-pers.-HH","in school","","","","","5"
"Non-working","1985","1-pers.-HH","inadequately","16","","","","5"
"Non-working","1985","1-pers.-HH","general elemantary","241","0.812129893416619","0.770549381570487","0.853710405262751","5"
"Non-working","1985","1-pers.-HH","middle vocational","270","0.578285511454228","0.537200632080334","0.619370390828122","5"
"Non-working","1985","1-pers.-HH","vocational + Abi","12","","","","5"
"Non-working","1985","1-pers.-HH","higher vocational","33","0.458249473099701","0.349742851958646","0.566756094240756","5"
"Non-working","1985","1-pers.-HH","higher education","28","","","","5"
"Non-working","1985","(Married) couple without C. ","in school","","","","","5"
"Non-working","1985","(Married) couple without C. ","inadequately","37","0.48262296246346","0.384190565893241","0.581055359033678","5"
"Non-working","1985","(Married) couple without C. ","general elemantary","385","0.730659689680708","0.695104274755275","0.766215104606142","5"
"Non-working","1985","(Married) couple without C. ","middle vocational","592","0.513551434736936","0.486339712635547","0.540763156838325","5"
"Non-working","1985","(Married) couple without C. ","vocational + Abi","33","0.498201729186022","0.385790812248676","0.610612646123368","5"
"Non-working","1985","(Married) couple without C. ","higher vocational","67","0.483828166995322","0.405407863852205","0.56224847013844","5"
"Non-working","1985","Couple + C. LE 16 ","general elemantary","225","0.44975649051323","0.408331788540644","0.491181192485815","5"
"Non-working","1985","Couple + C. LE 16 ","middle vocational","420","0.322841694525413","0.297675575701231","0.348007813349595","5"
"Non-working","1985","Couple + C. LE 16 ","vocational + Abi","17","","","","5"
"Non-working","1985","Couple + C. LE 16 ","higher vocational","42","0.221089993804122","0.161927649549702","0.280252338058543","5"
"Non-working","1985","Couple + C. LE 16 ","higher education","40","0.157554836825188","0.112120279072997","0.20298939457738","5"
"Non-working","1985","Couple + C. GT 16 ","in school","78","0.956231050196839","0.911678756732479","1.0007833436612","5"
"Non-working","1985","Couple + C. GT 16 ","inadequately","61","0.582681786481409","0.49918974443246","0.666173828530359","5"
"Non-working","1985","Couple + C. GT 16 ","general elemantary","275","0.489962313471844","0.450421429208134","0.529503197735553","5"
"Non-working","1985","Couple + C. GT 16 ","middle vocational","276","0.305026038148347","0.27543505869501","0.334617017601685","5"
"Non-working","1985","Couple + C. GT 16 ","vocational + Abi","10","","","","5"
"Non-working","1985","Couple + C. GT 16 ","higher vocational","20","","","","5"
"Non-working","1985","Couple + C. GT 16 ","higher education","15","","","","5"
"Non-working","1985","Couple + C. LE and GT 16","in school","77","0.964942590179819","0.924638998707432","1.00524618165221","5"
"Non-working","1985","Couple + C. LE and GT 16","inadequately","100","0.493403529789649","0.424286945385985","0.562520114193312","5"
"Non-working","1985","Couple + C. LE and GT 16","general elemantary","211","0.429423512948288","0.386421474272391","0.472425551624185","5"
"Non-working","1985","Couple + C. LE and GT 16","middle vocational","162","0.288291864666052","0.251332257795232","0.325251471536872","5"
"Non-working","1985","Couple + C. LE and GT 16","vocational + Abi","5","","","","5"
"Non-working","1985","Couple + C. LE and GT 16","higher vocational","7","","","","5"
"Non-working","1985","Couple + C. LE and GT 16","higher education","5","","","","5"
"Other","1985","(Married) couple without C. ","vocational + Abi","5","","","","6"
"Other","1985","Couple + C. LE 16 ","higher education","8","","","","6"
"Other","1985","Couple + C. GT 16 ","in school","3","","","","6"
"Other","1985","Couple + C. GT 16 ","general elemantary","89","0.143839960951299","0.116082409057766","0.171597512844832","6"
"Other","1985","Couple + C. LE and GT 16","general elemantary","80","0.20038647846903","0.165611772132487","0.235161184805574","6"
"Other","1985","(Married) couple without C. ","general elemantary","4","","","","6"
"Other","1985","(Married) couple without C. ","middle vocational","13","","","","6"
"Other","1985","Couple + C. GT 16 ","inadequately","5","","","","6"
"Other","1985","Couple + C. LE and GT 16","inadequately","6","","","","6"
"Other","1985","1-pers.-HH","in school","","","","","6"
"Other","1985","1-pers.-HH","inadequately","","","","","6"
"Other","1985","1-pers.-HH","general elemantary","9","","","","6"
"Other","1985","Couple + C. GT 16 ","middle vocational","52","0.0549968959141643","0.0403450506556965","0.0696487411726321","6"
"Other","1985","Couple + C. GT 16 ","vocational + Abi","1","","","","6"
"Other","1985","Couple + C. GT 16 ","higher education","4","","","","6"
"Other","1985","Couple + C. GT 16 ","higher vocational","3","","","","6"
"Other","1985","1-pers.-HH","middle vocational","21","","","","6"
"Other","1985","1-pers.-HH","vocational + Abi","","","","","6"
"Other","1985","1-pers.-HH","higher vocational","3","","","","6"
"Other","1985","1-pers.-HH","higher education","2","","","","6"
"Other","1985","(Married) couple without C. ","higher vocational","4","","","","6"
"Other","1985","(Married) couple without C. ","higher education","4","","","","6"
"Other","1985","Single parent ","in school","","","","","6"
"Other","1985","Couple + C. LE 16 ","higher vocational","6","","","","6"
"Other","1985","Couple + C. LE and GT 16","in school","2","","","","6"
"Other","1985","(Married) couple without C. ","in school","","","","","6"
"Other","1985","(Married) couple without C. ","inadequately","1","","","","6"
"Other","1985","Single parent ","inadequately","2","","","","6"
"Other","1985","Single parent ","general elemantary","23","","","","6"
"Other","1985","Single parent ","middle vocational","12","","","","6"
"Other","1985","Single parent ","vocational + Abi","","","","","6"
"Other","1985","Single parent ","higher vocational","","","","","6"
"Other","1985","Single parent ","higher education","","","","","6"
"Other","1985","Couple + C. LE 16 ","in school","","","","","6"
"Other","1985","Couple + C. LE 16 ","inadequately","4","","","","6"
"Other","1985","Couple + C. LE 16 ","general elemantary","30","0.0760138976562172","0.0539454172708844","0.09808237804155","6"
"Other","1985","Couple + C. LE 16 ","middle vocational","37","0.0306249373845406","0.0213510919075949","0.0398987828614863","6"
"Other","1985","Couple + C. LE 16 ","vocational + Abi","2","","","","6"
"Other","1985","Couple + C. LE and GT 16","middle vocational","34","0.0483582421009731","0.0308544485528697","0.0658620356490765","6"
"Other","1985","Couple + C. LE and GT 16","vocational + Abi","1","","","","6"
"Other","1985","Couple + C. LE and GT 16","higher vocational","2","","","","6"
"Other","1985","Couple + C. LE and GT 16","higher education","3","","","","6"
"Part-time","1985","(Married) couple without C. ","middle vocational","75","0.0566461932485379","0.0440607574596947","0.0692316290373812","2"
"Part-time","1985","Couple + C. LE 16 ","higher vocational","29","","","","2"
"Part-time","1985","Couple + C. GT 16 ","inadequately","3","","","","2"
"Part-time","1985","Couple + C. GT 16 ","in school","","","","","2"
"Part-time","1985","(Married) couple without C. ","general elemantary","38","0.0654917957941437","0.0456636315456571","0.0853199600426303","2"
"Part-time","1985","1-pers.-HH","in school","","","","","2"
"Part-time","1985","Couple + C. GT 16 ","general elemantary","56","0.100004410484388","0.0762746326048237","0.123734188363953","2"
"Part-time","1985","Couple + C. LE 16 ","higher education","18","","","","2"
"Part-time","1985","1-pers.-HH","inadequately","1","","","","2"
"Part-time","1985","1-pers.-HH","general elemantary","8","","","","2"
"Part-time","1985","1-pers.-HH","vocational + Abi","3","","","","2"
"Part-time","1985","Couple + C. GT 16 ","higher education","6","","","","2"
"Part-time","1985","1-pers.-HH","middle vocational","15","","","","2"
"Part-time","1985","1-pers.-HH","higher vocational","2","","","","2"
"Part-time","1985","Couple + C. GT 16 ","middle vocational","79","0.0915334101684029","0.0730001885859899","0.110066631750816","2"
"Part-time","1985","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Part-time","1985","Couple + C. GT 16 ","higher vocational","8","","","","2"
"Part-time","1985","1-pers.-HH","higher education","4","","","","2"
"Part-time","1985","(Married) couple without C. ","in school","","","","","2"
"Part-time","1985","(Married) couple without C. ","inadequately","4","","","","2"
"Part-time","1985","(Married) couple without C. ","vocational + Abi","7","","","","2"
"Part-time","1985","(Married) couple without C. ","higher vocational","13","","","","2"
"Part-time","1985","(Married) couple without C. ","higher education","11","","","","2"
"Part-time","1985","Single parent ","vocational + Abi","","","","","2"
"Part-time","1985","Single parent ","higher vocational","1","","","","2"
"Part-time","1985","Single parent ","higher education","1","","","","2"
"Part-time","1985","Couple + C. LE 16 ","in school","","","","","2"
"Part-time","1985","Couple + C. LE 16 ","inadequately","10","","","","2"
"Part-time","1985","Couple + C. LE 16 ","general elemantary","53","0.129319238914662","0.101377447085971","0.157261030743353","2"
"Part-time","1985","Couple + C. LE 16 ","middle vocational","143","0.112616430138731","0.0956013930977451","0.129631467179716","2"
"Part-time","1985","Couple + C. LE 16 ","vocational + Abi","6","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","in school","1","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","inadequately","6","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","general elemantary","30","0.0706105894783225","0.0483558262396271","0.0928653527170179","2"
"Part-time","1985","Couple + C. LE and GT 16","middle vocational","43","0.0800499967533077","0.0579076852414192","0.102192308265196","2"
"Part-time","1985","Single parent ","in school","","","","","2"
"Part-time","1985","Single parent ","inadequately","2","","","","2"
"Part-time","1985","Single parent ","general elemantary","15","","","","2"
"Part-time","1985","Single parent ","middle vocational","18","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","higher education","4","","","","2"
"Full-time","1986","1-pers.-HH","in school","","","","","1"
