"erwst","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","1985","Employed","(2b) intermediate general qualification","97","0.4246299205849","0.361567443948006","0.487692397221795"
"Full-time","1985","Employed","(2a) intermediate vocational","728","0.777501964008554","0.751095182081274","0.803908745935835"
"Full-time","1985","Employed","(2c_gen) general maturity certificate","75","0.313523844130325","0.245370667045491","0.381677021215159"
"Full-time","1985","Employed","(2c_voc) vocational maturity certificate","235","0.773852266436694","0.726195191308061","0.821509341565328"
"Full-time","1985","Employed","(3a) lower tertiary education","169","0.872249380481456","0.824908835883577","0.919589925079334"
"Full-time","1985","Employed","(3b) higher tertiary education","346","0.832499980863136","0.796659022810431","0.868340938915842"
"Part-time","1985","Not Employed","(0) in school","1","","",""
"Part-time","1985","Not Employed","(1a) inadequately completed","2","","",""
"Part-time","1985","Not Employed","(1b) general elementary school","6","","",""
"Part-time","1985","Not Employed","(1c) basic vocational qualification","10","","",""
"Part-time","1985","Not Employed","(2b) intermediate general qualification","2","","",""
"Part-time","1985","Not Employed","(2a) intermediate vocational","4","","",""
"Part-time","1985","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Part-time","1985","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","Not Employed","(3a) lower tertiary education","","","",""
"Part-time","1985","Not Employed","(3b) higher tertiary education","2","","",""
"Part-time","1985","Employed","(0) in school","","","",""
"Part-time","1985","Employed","(1a) inadequately completed","25","","",""
"Part-time","1985","Employed","(1b) general elementary school","178","0.179175471244097","0.158494967041344","0.199855975446849"
"Part-time","1985","Employed","(1c) basic vocational qualification","264","0.106167292512826","0.0943626534282715","0.117971931597381"
"Part-time","1985","Employed","(2b) intermediate general qualification","23","","",""
"Part-time","1985","Employed","(2a) intermediate vocational","130","0.127245511194148","0.106087788452304","0.148403233935992"
"Part-time","1985","Employed","(2c_gen) general maturity certificate","21","","",""
"Part-time","1985","Employed","(2c_voc) vocational maturity certificate","28","","",""
"Part-time","1985","Employed","(3a) lower tertiary education","8","","",""
"Part-time","1985","Employed","(3b) higher tertiary education","40","0.0962204194180351","0.0679166062503344","0.124524232585736"
"Non-working","1985","Not Employed","(0) in school","177","0.983939477568979","0.965575114705795","1.00230384043216"
"Non-working","1985","Not Employed","(1a) inadequately completed","352","0.977441909335054","0.962103035065244","0.992780783604865"
"Non-working","1985","Not Employed","(1b) general elementary school","1263","0.976147445036887","0.967890748232598","0.984404141841176"
"Non-working","1985","Not Employed","(1c) basic vocational qualification","1173","0.974788577138867","0.96599543379311","0.983581720484623"
"Non-working","1985","Not Employed","(2b) intermediate general qualification","225","0.956723213447323","0.930926178080289","0.982520248814357"
"Non-working","1985","Not Employed","(2a) intermediate vocational","374","0.968889679570025","0.95168093773301","0.986098421407041"
"Non-working","1985","Not Employed","(2c_gen) general maturity certificate","184","0.918022767820722","0.880003263993119","0.956042271648325"
"Non-working","1985","Not Employed","(2c_voc) vocational maturity certificate","112","0.958923371300558","0.923264798392848","0.994581944208268"
"Non-working","1985","Not Employed","(3a) lower tertiary education","52","0.919598900058813","0.849009274228571","0.990188525889054"
"Non-working","1985","Not Employed","(3b) higher tertiary education","82","0.922016181264959","0.867518485862602","0.976513876667317"
"Non-working","1985","Employed","(0) in school","4","","",""
"Non-working","1985","Employed","(1a) inadequately completed","41","0.0889338678391024","0.0652948714094155","0.112572864268789"
"Non-working","1985","Employed","(1b) general elementary school","94","0.0732710815557145","0.0592190427329065","0.0873231203785225"
"Non-working","1985","Employed","(1c) basic vocational qualification","198","0.0814867105955065","0.0710029924430645","0.0919704287479485"
"Non-working","1985","Employed","(2b) intermediate general qualification","20","","",""
"Non-working","1985","Employed","(2a) intermediate vocational","57","0.0570487265484497","0.0423232538920171","0.0717741992048823"
"Non-working","1985","Employed","(2c_gen) general maturity certificate","36","0.212289535386222","0.152215654283276","0.272363416489167"
"Non-working","1985","Employed","(2c_voc) vocational maturity certificate","21","","",""
"Non-working","1985","Employed","(3a) lower tertiary education","9","","",""
"Non-working","1985","Employed","(3b) higher tertiary education","21","","",""
"Other","1985","Not Employed","(0) in school","2","","",""
"Other","1985","Not Employed","(1a) inadequately completed","2","","",""
"Other","1985","Not Employed","(1b) general elementary school","18","","",""
"Other","1985","Not Employed","(1c) basic vocational qualification","12","","",""
"Other","1985","Not Employed","(2b) intermediate general qualification","7","","",""
"Other","1985","Not Employed","(2a) intermediate vocational","4","","",""
"Other","1985","Not Employed","(2c_gen) general maturity certificate","9","","",""
"Other","1985","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Other","1985","Not Employed","(3a) lower tertiary education","3","","",""
"Other","1985","Not Employed","(3b) higher tertiary education","5","","",""
"Other","1985","Employed","(0) in school","3","","",""
"Other","1985","Employed","(1a) inadequately completed","13","","",""
"Other","1985","Employed","(1b) general elementary school","141","0.139056405842688","0.120397785336381","0.157715026348994"
"Other","1985","Employed","(1c) basic vocational qualification","76","0.0274960482073602","0.0212297645708862","0.0337623318438341"
"Other","1985","Employed","(2b) intermediate general qualification","96","0.388853912871548","0.326658573198095","0.451049252545"
"Other","1985","Employed","(2a) intermediate vocational","38","0.0382037982488481","0.0260336339586802","0.050373962539016"
"Other","1985","Employed","(2c_gen) general maturity certificate","46","0.338320969235","0.268814339007106","0.407827599462893"
"Other","1985","Employed","(2c_voc) vocational maturity certificate","12","","",""
"Other","1985","Employed","(3a) lower tertiary education","5","","",""
"Other","1985","Employed","(3b) higher tertiary education","10","","",""
"Full-time","1986","Not Employed","(0) in school","1","","",""
"Full-time","1986","Not Employed","(1a) inadequately completed","8","","",""
"Full-time","1986","Not Employed","(1b) general elementary school","21","","",""
"Full-time","1986","Not Employed","(1c) basic vocational qualification","13","","",""
"Full-time","1986","Not Employed","(2b) intermediate general qualification","2","","",""
"Full-time","1986","Not Employed","(2a) intermediate vocational","8","","",""
"Full-time","1986","Not Employed","(2c_gen) general maturity certificate","10","","",""
"Full-time","1986","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Full-time","1986","Not Employed","(3a) lower tertiary education","3","","",""
"Full-time","1986","Not Employed","(3b) higher tertiary education","3","","",""
"Full-time","1986","Employed","(0) in school","","","",""
"Full-time","1986","Employed","(1a) inadequately completed","435","0.834400211211723","0.802327155979866","0.866473266443581"
"Full-time","1986","Employed","(1b) general elementary school","861","0.587037938640286","0.560344872690638","0.613731004589934"
"Full-time","1986","Employed","(1c) basic vocational qualification","2007","0.800561570694298","0.784863819738447","0.81625932165015"
"Full-time","1986","Employed","(2b) intermediate general qualification","94","0.376211154059936","0.316635904690797","0.435786403429076"
"Full-time","1986","Employed","(2a) intermediate vocational","709","0.774078637505905","0.747230675457501","0.800926599554308"
"Full-time","1986","Employed","(2c_gen) general maturity certificate","77","0.26398593242679","0.203048589716517","0.324923275137063"
"Full-time","1986","Employed","(2c_voc) vocational maturity certificate","238","0.779611409988302","0.732469897440299","0.826752922536304"
"Full-time","1986","Employed","(3a) lower tertiary education","158","0.838868660553886","0.786591946176641","0.891145374931131"
"Full-time","1986","Employed","(3b) higher tertiary education","321","0.781333364073886","0.741660869428959","0.821005858718814"
"Part-time","1986","Not Employed","(0) in school","","","",""
"Part-time","1986","Not Employed","(1a) inadequately completed","","","",""
"Part-time","1986","Not Employed","(1b) general elementary school","5","","",""
"Part-time","1986","Not Employed","(1c) basic vocational qualification","9","","",""
"Part-time","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Part-time","1986","Not Employed","(2a) intermediate vocational","","","",""
"Part-time","1986","Not Employed","(2c_gen) general maturity certificate","","","",""
"Part-time","1986","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","1986","Not Employed","(3a) lower tertiary education","1","","",""
"Part-time","1986","Not Employed","(3b) higher tertiary education","1","","",""
"Part-time","1986","Employed","(0) in school","","","",""
"Part-time","1986","Employed","(1a) inadequately completed","26","","",""
"Part-time","1986","Employed","(1b) general elementary school","159","0.162403319440166","0.142408143869415","0.182398495010916"
"Part-time","1986","Employed","(1c) basic vocational qualification","199","0.0854049056043238","0.0744251800431697","0.0963846311654779"
"Part-time","1986","Employed","(2b) intermediate general qualification","13","","",""
"Part-time","1986","Employed","(2a) intermediate vocational","113","0.113272116824323","0.0929252835826884","0.133618950065958"
"Part-time","1986","Employed","(2c_gen) general maturity certificate","14","","",""
"Part-time","1986","Employed","(2c_voc) vocational maturity certificate","19","","",""
"Part-time","1986","Employed","(3a) lower tertiary education","12","","",""
"Part-time","1986","Employed","(3b) higher tertiary education","63","0.142451563363674","0.108905388750256","0.175997737977091"
"Non-working","1986","Not Employed","(0) in school","179","0.969387711875265","0.944497085215785","0.994278338534745"
"Non-working","1986","Not Employed","(1a) inadequately completed","325","0.974267588645439","0.95736269235632","0.991172484934558"
"Non-working","1986","Not Employed","(1b) general elementary school","1141","0.980159246483494","0.972199145267068","0.988119347699921"
"Non-working","1986","Not Employed","(1c) basic vocational qualification","1102","0.968864184805838","0.95879518002069","0.978933189590986"
"Non-working","1986","Not Employed","(2b) intermediate general qualification","205","0.976671005534236","0.956352006106351","0.99699000496212"
"Non-working","1986","Not Employed","(2a) intermediate vocational","364","0.966908893323932","0.94890041948756","0.984917367160304"
"Non-working","1986","Not Employed","(2c_gen) general maturity certificate","190","0.934408268516252","0.900435894914007","0.968380642118498"
"Non-working","1986","Not Employed","(2c_voc) vocational maturity certificate","111","0.967431788092412","0.93513002477003","0.999733551414794"
"Non-working","1986","Not Employed","(3a) lower tertiary education","53","0.905968176606566","0.830196907147657","0.981739446065476"
"Non-working","1986","Not Employed","(3b) higher tertiary education","80","0.946789434768686","0.899625057750145","0.993953811787228"
"Non-working","1986","Employed","(0) in school","4","","",""
"Non-working","1986","Employed","(1a) inadequately completed","42","0.0854682234919085","0.0613455755384289","0.109590871445388"
"Non-working","1986","Employed","(1b) general elementary school","119","0.0955318070164645","0.0795957475027033","0.111467866530226"
"Non-working","1986","Employed","(1c) basic vocational qualification","181","0.0750037739932281","0.0646559941220584","0.0853515538643978"
"Non-working","1986","Employed","(2b) intermediate general qualification","23","","",""
"Non-working","1986","Employed","(2a) intermediate vocational","67","0.07105307169169","0.0545590327656781","0.0875471106177018"
"Non-working","1986","Employed","(2c_gen) general maturity certificate","44","0.25149069440253","0.191510257579941","0.311471131225119"
"Non-working","1986","Employed","(2c_voc) vocational maturity certificate","27","","",""
"Non-working","1986","Employed","(3a) lower tertiary education","14","","",""
"Non-working","1986","Employed","(3b) higher tertiary education","17","","",""
"Other","1986","Not Employed","(0) in school","4","","",""
"Other","1986","Not Employed","(1a) inadequately completed","4","","",""
"Other","1986","Not Employed","(1b) general elementary school","12","","",""
"Other","1986","Not Employed","(1c) basic vocational qualification","19","","",""
"Other","1986","Not Employed","(2b) intermediate general qualification","4","","",""
"Other","1986","Not Employed","(2a) intermediate vocational","7","","",""
"Other","1986","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Other","1986","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Other","1986","Not Employed","(3a) lower tertiary education","","","",""
"Other","1986","Not Employed","(3b) higher tertiary education","3","","",""
"Other","1986","Employed","(0) in school","1","","",""
"Other","1986","Employed","(1a) inadequately completed","13","","",""
"Other","1986","Employed","(1b) general elementary school","168","0.155026934903084","0.135405294598655","0.174648575207514"
"Other","1986","Employed","(1c) basic vocational qualification","102","0.03902974970815","0.0314214344921074","0.0466380649241927"
"Other","1986","Employed","(2b) intermediate general qualification","124","0.464444558502448","0.403110685394257","0.525778431610639"
"Other","1986","Employed","(2a) intermediate vocational","43","0.0415961739780825","0.028777559175968","0.0544147887801969"
"Other","1986","Employed","(2c_gen) general maturity certificate","66","0.418513436514636","0.350314970358116","0.486711902671157"
"Other","1986","Employed","(2c_voc) vocational maturity certificate","13","","",""
"Other","1986","Employed","(3a) lower tertiary education","6","","",""
"Other","1986","Employed","(3b) higher tertiary education","16","","",""
"Full-time","1987","Not Employed","(0) in school","","","",""
"Full-time","1987","Not Employed","(1a) inadequately completed","","","",""
"Full-time","1987","Not Employed","(1b) general elementary school","12","","",""
"Full-time","1987","Not Employed","(1c) basic vocational qualification","17","","",""
"Full-time","1987","Not Employed","(2b) intermediate general qualification","1","","",""
"Full-time","1987","Not Employed","(2a) intermediate vocational","2","","",""
"Full-time","1987","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Full-time","1987","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1987","Not Employed","(3a) lower tertiary education","2","","",""
"Full-time","1987","Not Employed","(3b) higher tertiary education","4","","",""
"Full-time","1987","Employed","(0) in school","","","",""
"Full-time","1987","Employed","(1a) inadequately completed","417","0.794159994328163","0.759274720548187","0.829045268108139"
"Full-time","1987","Employed","(1b) general elementary school","837","0.571722748378994","0.544967705686419","0.598477791071569"
"Full-time","1987","Employed","(1c) basic vocational qualification","1985","0.797729992087332","0.78184351445098","0.813616469723684"
"Full-time","1987","Employed","(2b) intermediate general qualification","75","0.341258549048417","0.282249105869892","0.400267992226942"
"Full-time","1987","Employed","(2a) intermediate vocational","729","0.769663102390017","0.743014718414087","0.796311486365947"
"Full-time","1987","Employed","(2c_gen) general maturity certificate","75","0.247382902570005","0.18802590124987","0.30673990389014"
"Full-time","1987","Employed","(2c_voc) vocational maturity certificate","228","0.729431185770708","0.678906816685673","0.779955554855743"
"Full-time","1987","Employed","(3a) lower tertiary education","156","0.823391030326784","0.768588442947905","0.878193617705664"
"Full-time","1987","Employed","(3b) higher tertiary education","351","0.847242531181213","0.812630336010501","0.881854726351924"
"Part-time","1987","Not Employed","(0) in school","1","","",""
"Part-time","1987","Not Employed","(1a) inadequately completed","","","",""
"Part-time","1987","Not Employed","(1b) general elementary school","5","","",""
"Part-time","1987","Not Employed","(1c) basic vocational qualification","7","","",""
"Part-time","1987","Not Employed","(2b) intermediate general qualification","1","","",""
"Part-time","1987","Not Employed","(2a) intermediate vocational","3","","",""
"Part-time","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Part-time","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1987","Not Employed","(3a) lower tertiary education","1","","",""
"Part-time","1987","Not Employed","(3b) higher tertiary education","","","",""
"Part-time","1987","Employed","(0) in school","2","","",""
"Part-time","1987","Employed","(1a) inadequately completed","34","0.0552855551323171","0.0355668062856017","0.0750043039790325"
"Part-time","1987","Employed","(1b) general elementary school","170","0.182233279607087","0.161360563305193","0.20310599590898"
"Part-time","1987","Employed","(1c) basic vocational qualification","233","0.100497481729278","0.0886066374629868","0.112388325995569"
"Part-time","1987","Employed","(2b) intermediate general qualification","17","","",""
"Part-time","1987","Employed","(2a) intermediate vocational","117","0.115819814261353","0.0955662898098155","0.136073338712891"
"Part-time","1987","Employed","(2c_gen) general maturity certificate","14","","",""
"Part-time","1987","Employed","(2c_voc) vocational maturity certificate","25","","",""
"Part-time","1987","Employed","(3a) lower tertiary education","11","","",""
"Part-time","1987","Employed","(3b) higher tertiary education","37","0.0883680848951514","0.0610606111570205","0.115675558633282"
"Non-working","1987","Not Employed","(0) in school","175","0.974722992290282","0.951728437188955","0.997717547391608"
"Non-working","1987","Not Employed","(1a) inadequately completed","304","0.997297838155079","0.9914909024064","1.00310477390376"
"Non-working","1987","Not Employed","(1b) general elementary school","1111","0.985211296444492","0.978204404688181","0.992218188200802"
"Non-working","1987","Not Employed","(1c) basic vocational qualification","1105","0.981246903213211","0.973355107994881","0.989138698431541"
"Non-working","1987","Not Employed","(2b) intermediate general qualification","179","0.977570813937048","0.956233335407709","0.998908292466387"
"Non-working","1987","Not Employed","(2a) intermediate vocational","364","0.9811343314135","0.967327500321326","0.994941162505675"
"Non-working","1987","Not Employed","(2c_gen) general maturity certificate","171","0.961554928868924","0.933388683447958","0.989721174289889"
"Non-working","1987","Not Employed","(2c_voc) vocational maturity certificate","104","0.958196519495356","0.92062416964175","0.995768869348963"
"Non-working","1987","Not Employed","(3a) lower tertiary education","59","0.969583140149162","0.927177118358745","1.01198916193958"
"Non-working","1987","Not Employed","(3b) higher tertiary education","74","0.929866635934097","0.873906885922257","0.985826385945936"
"Non-working","1987","Employed","(0) in school","7","","",""
"Non-working","1987","Employed","(1a) inadequately completed","48","0.10349629702808","0.0772140986005282","0.129778495455632"
"Non-working","1987","Employed","(1b) general elementary school","127","0.101207445451999","0.0848999835334595","0.117514907370538"
"Non-working","1987","Employed","(1c) basic vocational qualification","159","0.0717451046636037","0.0615389141539559","0.0819512951732515"
"Non-working","1987","Employed","(2b) intermediate general qualification","16","","",""
"Non-working","1987","Employed","(2a) intermediate vocational","64","0.0670893514767485","0.0512555349071078","0.0829231680463892"
"Non-working","1987","Employed","(2c_gen) general maturity certificate","38","0.226304415578065","0.168742976227723","0.283865854928407"
"Non-working","1987","Employed","(2c_voc) vocational maturity certificate","29","","",""
"Non-working","1987","Employed","(3a) lower tertiary education","15","","",""
"Non-working","1987","Employed","(3b) higher tertiary education","13","","",""
"Other","1987","Not Employed","(0) in school","3","","",""
"Other","1987","Not Employed","(1a) inadequately completed","3","","",""
"Other","1987","Not Employed","(1b) general elementary school","12","","",""
"Other","1987","Not Employed","(1c) basic vocational qualification","6","","",""
"Other","1987","Not Employed","(2b) intermediate general qualification","4","","",""
"Other","1987","Not Employed","(2a) intermediate vocational","4","","",""
"Other","1987","Not Employed","(2c_gen) general maturity certificate","6","","",""
"Other","1987","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Other","1987","Not Employed","(3a) lower tertiary education","1","","",""
"Other","1987","Not Employed","(3b) higher tertiary education","2","","",""
"Other","1987","Employed","(0) in school","4","","",""
"Other","1987","Employed","(1a) inadequately completed","17","","",""
"Other","1987","Employed","(1b) general elementary school","180","0.144836526561921","0.125807611382922","0.163865441740919"
"Other","1987","Employed","(1c) basic vocational qualification","79","0.0300274215197866","0.0232779050962118","0.0367769379433613"
"Other","1987","Employed","(2b) intermediate general qualification","140","0.523976354496269","0.461819023461459","0.586133685531079"
"Other","1987","Employed","(2a) intermediate vocational","49","0.0474277318718811","0.033975203013461","0.0608802607303012"
"Other","1987","Employed","(2c_gen) general maturity certificate","76","0.449338640413555","0.380911363590666","0.517765917236444"
"Other","1987","Employed","(2c_voc) vocational maturity certificate","15","","",""
"Other","1987","Employed","(3a) lower tertiary education","4","","",""
"Other","1987","Employed","(3b) higher tertiary education","14","","",""
"Full-time","1988","Not Employed","(0) in school","","","",""
"Full-time","1988","Not Employed","(1a) inadequately completed","4","","",""
"Full-time","1988","Not Employed","(1b) general elementary school","11","","",""
"Full-time","1988","Not Employed","(1c) basic vocational qualification","11","","",""
"Full-time","1988","Not Employed","(2b) intermediate general qualification","3","","",""
"Full-time","1988","Not Employed","(2a) intermediate vocational","6","","",""
"Full-time","1988","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Full-time","1988","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Full-time","1988","Not Employed","(3a) lower tertiary education","2","","",""
"Full-time","1988","Not Employed","(3b) higher tertiary education","5","","",""
"Full-time","1988","Employed","(0) in school","","","",""
"Full-time","1988","Employed","(1a) inadequately completed","363","0.833548833667938","0.799018301236838","0.868079366099038"
"Full-time","1988","Employed","(1b) general elementary school","786","0.542939276183313","0.515670436430742","0.570208115935884"
"Full-time","1988","Employed","(1c) basic vocational qualification","1863","0.785140091561861","0.768569295981258","0.801710887142463"
"Full-time","1988","Employed","(2b) intermediate general qualification","83","0.379695824217396","0.320818495161471","0.43857315327332"
"Full-time","1988","Employed","(2a) intermediate vocational","693","0.751824911421208","0.724063338718063","0.779586484124352"
"Full-time","1988","Employed","(2c_gen) general maturity certificate","67","0.270770960973413","0.205122465478469","0.336419456468357"
"Full-time","1988","Employed","(2c_voc) vocational maturity certificate","218","0.765405491830728","0.716381141151804","0.814429842509652"
"Full-time","1988","Employed","(3a) lower tertiary education","154","0.857487672217015","0.806133202470359","0.908842141963672"
"Full-time","1988","Employed","(3b) higher tertiary education","326","0.833916317330484","0.79716907959084","0.870663555070128"
"Part-time","1988","Not Employed","(0) in school","","","",""
"Part-time","1988","Not Employed","(1a) inadequately completed","1","","",""
