"erwst","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Part-time","2001","Employed","(1b) general elementary school","154","0.146097386862495","0.124774147556526","0.167420626168464"
"Part-time","2001","Employed","(1c) basic vocational qualification","561","0.148244058722094","0.136947520126805","0.159540597317384"
"Part-time","2001","Employed","(2b) intermediate general qualification","27","","",""
"Part-time","2001","Employed","(2a) intermediate vocational","654","0.1596934149432","0.148324136477665","0.171062693408735"
"Part-time","2001","Employed","(2c_gen) general maturity certificate","63","0.130593636701333","0.100909945373441","0.160277328029225"
"Part-time","2001","Employed","(2c_voc) vocational maturity certificate","152","0.143281469072354","0.122405408230274","0.164157529914434"
"Part-time","2001","Employed","(3a) lower tertiary education","154","0.119286418979327","0.10090162468783","0.137671213270825"
"Part-time","2001","Employed","(3b) higher tertiary education","218","0.153592777059726","0.135689215199689","0.171496338919764"
"Non-working","2001","Not Employed","(0) in school","418","0.975136303898184","0.96040181920041","0.989870788595958"
"Non-working","2001","Not Employed","(1a) inadequately completed","184","0.995199806941823","0.985266905809186","1.00513270807446"
"Non-working","2001","Not Employed","(1b) general elementary school","1417","0.982633971748672","0.975896287830361","0.989371655666983"
"Non-working","2001","Not Employed","(1c) basic vocational qualification","3105","0.984253397696319","0.979907965312913","0.988598830079725"
"Non-working","2001","Not Employed","(2b) intermediate general qualification","213","0.941523344826376","0.911066320125549","0.971980369527202"
"Non-working","2001","Not Employed","(2a) intermediate vocational","1090","0.961312303049899","0.950161484071397","0.972463122028401"
"Non-working","2001","Not Employed","(2c_gen) general maturity certificate","284","0.946273144192148","0.920800805927227","0.971745482457069"
"Non-working","2001","Not Employed","(2c_voc) vocational maturity certificate","369","0.972902798317613","0.956620588094381","0.989185008540846"
"Non-working","2001","Not Employed","(3a) lower tertiary education","392","0.972906351919251","0.957113726435068","0.988698977403434"
"Non-working","2001","Not Employed","(3b) higher tertiary education","392","0.960264806212104","0.94135707862966","0.979172533794548"
"Non-working","2001","Employed","(0) in school","53","0.387980631974202","0.301512558724939","0.474448705223464"
"Non-working","2001","Employed","(1a) inadequately completed","22","","",""
"Non-working","2001","Employed","(1b) general elementary school","166","0.159568425267657","0.137460273089476","0.181676577445839"
"Non-working","2001","Employed","(1c) basic vocational qualification","433","0.114170541125206","0.104060539034038","0.124280543216373"
"Non-working","2001","Employed","(2b) intermediate general qualification","57","0.100886365315153","0.0725184336215517","0.129254297008754"
"Non-working","2001","Employed","(2a) intermediate vocational","366","0.0910465319172238","0.082118144114272","0.0999749197201756"
"Non-working","2001","Employed","(2c_gen) general maturity certificate","107","0.227137603997593","0.190227854289544","0.264047353705641"
"Non-working","2001","Employed","(2c_voc) vocational maturity certificate","114","0.109009080045333","0.0904394848293992","0.127578675261267"
"Non-working","2001","Employed","(3a) lower tertiary education","82","0.0784753009099352","0.0632219271400012","0.0937286746798692"
"Non-working","2001","Employed","(3b) higher tertiary education","113","0.0775417887049103","0.0642615579179917","0.0908220194918289"
"Other","2001","Not Employed","(0) in school","9","","",""
"Other","2001","Not Employed","(1a) inadequately completed","1","","",""
"Other","2001","Not Employed","(1b) general elementary school","13","","",""
"Other","2001","Not Employed","(1c) basic vocational qualification","20","","",""
"Other","2001","Not Employed","(2b) intermediate general qualification","12","","",""
"Other","2001","Not Employed","(2a) intermediate vocational","17","","",""
"Other","2001","Not Employed","(2c_gen) general maturity certificate","15","","",""
"Other","2001","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Other","2001","Not Employed","(3a) lower tertiary education","6","","",""
"Other","2001","Not Employed","(3b) higher tertiary education","5","","",""
"Other","2001","Employed","(0) in school","64","0.587585677584778","0.500234121503934","0.674937233665623"
"Other","2001","Employed","(1a) inadequately completed","14","","",""
"Other","2001","Employed","(1b) general elementary school","247","0.225581315899478","0.200348410488398","0.250814221310558"
"Other","2001","Employed","(1c) basic vocational qualification","211","0.0556551363939101","0.0483669899055782","0.062943282882242"
"Other","2001","Employed","(2b) intermediate general qualification","264","0.61311738866532","0.567243499095286","0.658991278235354"
"Other","2001","Employed","(2a) intermediate vocational","201","0.048383670520491","0.04172402880336","0.0550433122376219"
"Other","2001","Employed","(2c_gen) general maturity certificate","217","0.412793406337173","0.36942161805413","0.456165194620216"
"Other","2001","Employed","(2c_voc) vocational maturity certificate","63","0.0697460752598949","0.0545687548321534","0.0849233956876365"
"Other","2001","Employed","(3a) lower tertiary education","29","","",""
"Other","2001","Employed","(3b) higher tertiary education","39","0.0378399379971208","0.0283652866973178","0.0473145892969237"
"Full-time","2002","Not Employed","(0) in school","","","",""
"Full-time","2002","Not Employed","(1a) inadequately completed","1","","",""
"Full-time","2002","Not Employed","(1b) general elementary school","1","","",""
"Full-time","2002","Not Employed","(1c) basic vocational qualification","19","","",""
"Full-time","2002","Not Employed","(2b) intermediate general qualification","4","","",""
"Full-time","2002","Not Employed","(2a) intermediate vocational","15","","",""
"Full-time","2002","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Full-time","2002","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","2002","Not Employed","(3a) lower tertiary education","4","","",""
"Full-time","2002","Not Employed","(3b) higher tertiary education","11","","",""
"Full-time","2002","Employed","(0) in school","","","",""
"Full-time","2002","Employed","(1a) inadequately completed","67","0.518831603417736","0.430171152803997","0.607492054031476"
"Full-time","2002","Employed","(1b) general elementary school","421","0.445312625196253","0.413591477705315","0.477033772687191"
"Full-time","2002","Employed","(1c) basic vocational qualification","2387","0.661324849987243","0.645830863335127","0.676818836639358"
"Full-time","2002","Employed","(2b) intermediate general qualification","87","0.200637148377077","0.16287263683614","0.238401659918014"
"Full-time","2002","Employed","(2a) intermediate vocational","2788","0.679372808874878","0.665166289181379","0.693579328568376"
"Full-time","2002","Employed","(2c_gen) general maturity certificate","122","0.238474119643167","0.203272969437534","0.2736752698488"
"Full-time","2002","Employed","(2c_voc) vocational maturity certificate","819","0.701073107085401","0.675030354825948","0.727115859344854"
"Full-time","2002","Employed","(3a) lower tertiary education","1047","0.751760820376576","0.728869014738981","0.774652626014171"
"Full-time","2002","Employed","(3b) higher tertiary education","1742","0.751870456415939","0.734047108207882","0.769693804623996"
"Part-time","2002","Not Employed","(0) in school","3","","",""
"Part-time","2002","Not Employed","(1a) inadequately completed","","","",""
"Part-time","2002","Not Employed","(1b) general elementary school","4","","",""
"Part-time","2002","Not Employed","(1c) basic vocational qualification","8","","",""
"Part-time","2002","Not Employed","(2b) intermediate general qualification","2","","",""
"Part-time","2002","Not Employed","(2a) intermediate vocational","9","","",""
"Part-time","2002","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Part-time","2002","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Part-time","2002","Not Employed","(3a) lower tertiary education","4","","",""
"Part-time","2002","Not Employed","(3b) higher tertiary education","7","","",""
"Part-time","2002","Employed","(0) in school","12","","",""
"Part-time","2002","Employed","(1a) inadequately completed","17","","",""
"Part-time","2002","Employed","(1b) general elementary school","141","0.160223435326029","0.136811509494328","0.18363536115773"
"Part-time","2002","Employed","(1c) basic vocational qualification","549","0.151255280225603","0.139525013008403","0.162985547442803"
"Part-time","2002","Employed","(2b) intermediate general qualification","28","","",""
"Part-time","2002","Employed","(2a) intermediate vocational","745","0.167086286929209","0.155730849924775","0.178441723933643"
"Part-time","2002","Employed","(2c_gen) general maturity certificate","68","0.126892789232675","0.0993982685504817","0.154387309914868"
"Part-time","2002","Employed","(2c_voc) vocational maturity certificate","187","0.140875274322252","0.121084252027478","0.160666296617026"
"Part-time","2002","Employed","(3a) lower tertiary education","187","0.132797600162017","0.114814672750596","0.150780527573439"
"Part-time","2002","Employed","(3b) higher tertiary education","308","0.131652383150749","0.117700278849349","0.145604487452149"
"Non-working","2002","Not Employed","(0) in school","481","0.988369191432403","0.978866246446798","0.997872136418008"
"Non-working","2002","Not Employed","(1a) inadequately completed","171","0.991090417054245","0.977128058291262","1.00505277581723"
"Non-working","2002","Not Employed","(1b) general elementary school","1335","0.987493917306657","0.981581214780285","0.99340661983303"
"Non-working","2002","Not Employed","(1c) basic vocational qualification","3051","0.988352386039767","0.984568713626664","0.99213605845287"
"Non-working","2002","Not Employed","(2b) intermediate general qualification","210","0.921256399256734","0.886372241351325","0.956140557162142"
"Non-working","2002","Not Employed","(2a) intermediate vocational","1154","0.960678893692038","0.949695987703691","0.971661799680386"
"Non-working","2002","Not Employed","(2c_gen) general maturity certificate","314","0.945427256372995","0.920957139271622","0.969897373474369"
"Non-working","2002","Not Employed","(2c_voc) vocational maturity certificate","397","0.971461601059769","0.955364235677628","0.98755896644191"
"Non-working","2002","Not Employed","(3a) lower tertiary education","424","0.976989722096433","0.962932053462861","0.991047390730005"
"Non-working","2002","Not Employed","(3b) higher tertiary education","490","0.944543816671747","0.92473878909347","0.964348844250024"
"Non-working","2002","Employed","(0) in school","66","0.529440663471016","0.443307761362774","0.615573565579258"
"Non-working","2002","Employed","(1a) inadequately completed","19","","",""
"Non-working","2002","Employed","(1b) general elementary school","140","0.152432063899992","0.12949078266015","0.175373345139834"
"Non-working","2002","Employed","(1c) basic vocational qualification","431","0.130000270594663","0.118990056158044","0.141010485031282"
"Non-working","2002","Employed","(2b) intermediate general qualification","65","0.151731554484209","0.117900866692916","0.185562242275501"
"Non-working","2002","Employed","(2a) intermediate vocational","412","0.0999906674664329","0.090859281872308","0.109122053060558"
"Non-working","2002","Employed","(2c_gen) general maturity certificate","143","0.242172031263904","0.206785238671183","0.277558823856625"
"Non-working","2002","Employed","(2c_voc) vocational maturity certificate","104","0.0924353550032103","0.0759582627643421","0.108912447242078"
"Non-working","2002","Employed","(3a) lower tertiary education","102","0.0818391701940386","0.0673132039197915","0.0963651364682857"
"Non-working","2002","Employed","(3b) higher tertiary education","139","0.0785224952145267","0.0674226235370231","0.0896223668920304"
"Other","2002","Not Employed","(0) in school","5","","",""
"Other","2002","Not Employed","(1a) inadequately completed","2","","",""
"Other","2002","Not Employed","(1b) general elementary school","17","","",""
"Other","2002","Not Employed","(1c) basic vocational qualification","11","","",""
"Other","2002","Not Employed","(2b) intermediate general qualification","13","","",""
"Other","2002","Not Employed","(2a) intermediate vocational","25","","",""
"Other","2002","Not Employed","(2c_gen) general maturity certificate","11","","",""
"Other","2002","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Other","2002","Not Employed","(3a) lower tertiary education","5","","",""
"Other","2002","Not Employed","(3b) higher tertiary education","5","","",""
"Other","2002","Employed","(0) in school","51","0.380399540862966","0.296621713521297","0.464177368204634"
"Other","2002","Employed","(1a) inadequately completed","19","","",""
"Other","2002","Employed","(1b) general elementary school","241","0.242031875577726","0.21469467754158","0.269369073613873"
"Other","2002","Employed","(1c) basic vocational qualification","217","0.0574195991924917","0.0498031355826491","0.0650360628023342"
"Other","2002","Employed","(2b) intermediate general qualification","252","0.59090349894072","0.544539874320391","0.637267123561049"
"Other","2002","Employed","(2a) intermediate vocational","201","0.0535502367294803","0.0466975177378164","0.0604029557211442"
"Other","2002","Employed","(2c_gen) general maturity certificate","230","0.392461059860255","0.352126321942724","0.432795797777786"
"Other","2002","Employed","(2c_voc) vocational maturity certificate","77","0.0656162635891371","0.0515301523040084","0.0797023748742657"
"Other","2002","Employed","(3a) lower tertiary education","32","0.0336024092673677","0.0240531833043779","0.0431516352303575"
"Other","2002","Employed","(3b) higher tertiary education","67","0.0379546652187846","0.0300695345463385","0.0458397958912306"
"Full-time","2003","Not Employed","(0) in school","","","",""
"Full-time","2003","Not Employed","(1a) inadequately completed","","","",""
"Full-time","2003","Not Employed","(1b) general elementary school","7","","",""
"Full-time","2003","Not Employed","(1c) basic vocational qualification","8","","",""
"Full-time","2003","Not Employed","(2b) intermediate general qualification","","","",""
"Full-time","2003","Not Employed","(2a) intermediate vocational","11","","",""
"Full-time","2003","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Full-time","2003","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Full-time","2003","Not Employed","(3a) lower tertiary education","3","","",""
"Full-time","2003","Not Employed","(3b) higher tertiary education","4","","",""
"Full-time","2003","Employed","(0) in school","","","",""
"Full-time","2003","Employed","(1a) inadequately completed","62","0.54846955306136","0.457118102593921","0.6398210035288"
"Full-time","2003","Employed","(1b) general elementary school","370","0.430939018010191","0.397937998975481","0.4639400370449"
"Full-time","2003","Employed","(1c) basic vocational qualification","2194","0.664920099511985","0.648854395938578","0.680985803085392"
"Full-time","2003","Employed","(2b) intermediate general qualification","95","0.273119596260781","0.230456832060935","0.315782360460627"
"Full-time","2003","Employed","(2a) intermediate vocational","2612","0.664657835875747","0.649997916829593","0.679317754921902"
"Full-time","2003","Employed","(2c_gen) general maturity certificate","124","0.266239524799239","0.228395626263812","0.304083423334665"
"Full-time","2003","Employed","(2c_voc) vocational maturity certificate","783","0.653971702980723","0.626852642543881","0.681090763417566"
"Full-time","2003","Employed","(3a) lower tertiary education","953","0.753519609332629","0.72982695152708","0.777212267138177"
"Full-time","2003","Employed","(3b) higher tertiary education","1589","0.737145899342337","0.718434745643245","0.755857053041429"
"Part-time","2003","Not Employed","(0) in school","1","","",""
"Part-time","2003","Not Employed","(1a) inadequately completed","","","",""
"Part-time","2003","Not Employed","(1b) general elementary school","2","","",""
"Part-time","2003","Not Employed","(1c) basic vocational qualification","8","","",""
"Part-time","2003","Not Employed","(2b) intermediate general qualification","1","","",""
"Part-time","2003","Not Employed","(2a) intermediate vocational","11","","",""
"Part-time","2003","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Part-time","2003","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Part-time","2003","Not Employed","(3a) lower tertiary education","1","","",""
"Part-time","2003","Not Employed","(3b) higher tertiary education","5","","",""
"Part-time","2003","Employed","(0) in school","3","","",""
"Part-time","2003","Employed","(1a) inadequately completed","15","","",""
"Part-time","2003","Employed","(1b) general elementary school","136","0.141962538637202","0.118704127650945","0.165220949623458"
"Part-time","2003","Employed","(1c) basic vocational qualification","507","0.153655432439207","0.141381368109034","0.16592949676938"
"Part-time","2003","Employed","(2b) intermediate general qualification","34","0.0835482879050341","0.057053243586352","0.110043332223716"
"Part-time","2003","Employed","(2a) intermediate vocational","763","0.177582286561357","0.165715463256442","0.189449109866273"
"Part-time","2003","Employed","(2c_gen) general maturity certificate","65","0.122783790184512","0.0946837921608197","0.150883788208204"
"Part-time","2003","Employed","(2c_voc) vocational maturity certificate","207","0.167978899920882","0.146666424807448","0.189291375034316"
"Part-time","2003","Employed","(3a) lower tertiary education","190","0.132550950187029","0.113909112331366","0.151192788042691"
"Part-time","2003","Employed","(3b) higher tertiary education","318","0.142030055389783","0.127191465690696","0.156868645088871"
"Non-working","2003","Not Employed","(0) in school","491","0.972065863791504","0.957636582580653","0.986495145002355"
"Non-working","2003","Not Employed","(1a) inadequately completed","167","1","1","1"
"Non-working","2003","Not Employed","(1b) general elementary school","1283","0.987390499073183","0.981336584948697","0.993444413197669"
"Non-working","2003","Not Employed","(1c) basic vocational qualification","3004","0.991438511128661","0.988158595567149","0.994718426690172"
"Non-working","2003","Not Employed","(2b) intermediate general qualification","203","0.939066179571894","0.907165603961013","0.970966755182774"
"Non-working","2003","Not Employed","(2a) intermediate vocational","1143","0.97286589663185","0.963607411230821","0.98212438203288"
"Non-working","2003","Not Employed","(2c_gen) general maturity certificate","325","0.944606455479319","0.920398614186294","0.968814296772344"
"Non-working","2003","Not Employed","(2c_voc) vocational maturity certificate","377","0.947583259329172","0.925577129229546","0.969589389428797"
"Non-working","2003","Not Employed","(3a) lower tertiary education","445","0.982608265284147","0.970583355627434","0.99463317494086"
"Non-working","2003","Not Employed","(3b) higher tertiary education","500","0.965019652853182","0.94919758117386","0.980841724532504"
"Non-working","2003","Employed","(0) in school","69","0.53944916021073","0.449132221224518","0.629766099196942"
"Non-working","2003","Employed","(1a) inadequately completed","22","","",""
"Non-working","2003","Employed","(1b) general elementary school","137","0.182657980345278","0.156908926449985","0.20840703424057"
"Non-working","2003","Employed","(1c) basic vocational qualification","403","0.120416867495808","0.10933984751805","0.131493887473566"
"Non-working","2003","Employed","(2b) intermediate general qualification","57","0.158126392572185","0.123190913068516","0.193061872075853"
"Non-working","2003","Employed","(2a) intermediate vocational","418","0.105277125047317","0.0957469757369355","0.114807274357699"
"Non-working","2003","Employed","(2c_gen) general maturity certificate","119","0.227949550181638","0.192030515424895","0.263868584938382"
"Non-working","2003","Employed","(2c_voc) vocational maturity certificate","112","0.0971445094038676","0.0802611990382164","0.114027819769519"
"Non-working","2003","Employed","(3a) lower tertiary education","88","0.0708939860904674","0.05678445277989","0.0850035194010447"
"Non-working","2003","Employed","(3b) higher tertiary education","155","0.0778692145612936","0.0664786403309525","0.0892597887916347"
"Other","2003","Not Employed","(0) in school","9","","",""
"Other","2003","Not Employed","(1a) inadequately completed","","","",""
"Other","2003","Not Employed","(1b) general elementary school","13","","",""
"Other","2003","Not Employed","(1c) basic vocational qualification","11","","",""
"Other","2003","Not Employed","(2b) intermediate general qualification","12","","",""
"Other","2003","Not Employed","(2a) intermediate vocational","18","","",""
"Other","2003","Not Employed","(2c_gen) general maturity certificate","15","","",""
"Other","2003","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"Other","2003","Not Employed","(3a) lower tertiary education","5","","",""
"Other","2003","Not Employed","(3b) higher tertiary education","9","","",""
"Other","2003","Employed","(0) in school","45","0.427393871885641","0.337754810297696","0.517032933473586"
"Other","2003","Employed","(1a) inadequately completed","15","","",""
"Other","2003","Employed","(1b) general elementary school","222","0.24444046300733","0.21580125973091","0.273079666283749"
"Other","2003","Employed","(1c) basic vocational qualification","212","0.0610076005529994","0.0528612360053102","0.0691539651006886"
"Other","2003","Employed","(2b) intermediate general qualification","233","0.485205723262","0.437351431622046","0.533060014901955"
"Other","2003","Employed","(2a) intermediate vocational","191","0.0524827525155779","0.0455582226902314","0.0594072823409243"
"Other","2003","Employed","(2c_gen) general maturity certificate","216","0.383027134834611","0.341404434680637","0.424649834988586"
"Other","2003","Employed","(2c_voc) vocational maturity certificate","80","0.0809048876945269","0.0653593065970935","0.0964504687919603"
"Other","2003","Employed","(3a) lower tertiary education","40","0.0430354543898751","0.0318787368968148","0.0541921718829353"
"Other","2003","Employed","(3b) higher tertiary education","64","0.0429548307065863","0.0343361918199092","0.0515734695932634"
"Full-time","2004","Not Employed","(0) in school","","","",""
"Full-time","2004","Not Employed","(1a) inadequately completed","","","",""
"Full-time","2004","Not Employed","(1b) general elementary school","6","","",""
"Full-time","2004","Not Employed","(1c) basic vocational qualification","9","","",""
"Full-time","2004","Not Employed","(2b) intermediate general qualification","3","","",""
"Full-time","2004","Not Employed","(2a) intermediate vocational","12","","",""
"Full-time","2004","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Full-time","2004","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Full-time","2004","Not Employed","(3a) lower tertiary education","3","","",""
"Full-time","2004","Not Employed","(3b) higher tertiary education","7","","",""
"Full-time","2004","Employed","(0) in school","","","",""
"Full-time","2004","Employed","(1a) inadequately completed","60","0.495808359448431","0.403212019110945","0.588404699785916"
"Full-time","2004","Employed","(1b) general elementary school","330","0.424362285460915","0.389699330405252","0.459025240516578"
"Full-time","2004","Employed","(1c) basic vocational qualification","2050","0.651472280041776","0.634818823065898","0.668125737017654"
"Full-time","2004","Employed","(2b) intermediate general qualification","89","0.277535121113934","0.233543101581482","0.321527140646386"
"Full-time","2004","Employed","(2a) intermediate vocational","2512","0.669140701726125","0.65418249427288","0.68409890917937"
"Full-time","2004","Employed","(2c_gen) general maturity certificate","124","0.302952391850985","0.262388179751449","0.343516603950521"
"Full-time","2004","Employed","(2c_voc) vocational maturity certificate","775","0.653144348902922","0.626021538207165","0.68026715959868"
"Full-time","2004","Employed","(3a) lower tertiary education","941","0.764846088927458","0.741335894929","0.788356282925917"
"Full-time","2004","Employed","(3b) higher tertiary education","1545","0.720135220855368","0.700762990428525","0.739507451282211"
"Part-time","2004","Not Employed","(0) in school","1","","",""
"Part-time","2004","Not Employed","(1a) inadequately completed","","","",""
"Part-time","2004","Not Employed","(1b) general elementary school","2","","",""
"Part-time","2004","Not Employed","(1c) basic vocational qualification","3","","",""
"Part-time","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Part-time","2004","Not Employed","(2a) intermediate vocational","9","","",""
"Part-time","2004","Not Employed","(2c_gen) general maturity certificate","6","","",""
"Part-time","2004","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Part-time","2004","Not Employed","(3a) lower tertiary education","5","","",""
"Part-time","2004","Not Employed","(3b) higher tertiary education","3","","",""
"Part-time","2004","Employed","(0) in school","6","","",""
"Part-time","2004","Employed","(1a) inadequately completed","13","","",""
"Part-time","2004","Employed","(1b) general elementary school","134","0.165975214965217","0.139881634682448","0.192068795247985"
"Part-time","2004","Employed","(1c) basic vocational qualification","493","0.15392411662708","0.141311774034991","0.166536459219168"
"Part-time","2004","Employed","(2b) intermediate general qualification","33","0.0805573643392441","0.0538198211800828","0.107294907498405"
"Part-time","2004","Employed","(2a) intermediate vocational","708","0.167465595006092","0.155595257982425","0.179335932029759"
"Part-time","2004","Employed","(2c_gen) general maturity certificate","57","0.108799477059319","0.0813125777398545","0.136286376378784"
"Part-time","2004","Employed","(2c_voc) vocational maturity certificate","211","0.173507024282316","0.151927899174108","0.195086149390524"
"Part-time","2004","Employed","(3a) lower tertiary education","189","0.132293846054008","0.113511525662342","0.151076166445674"
"Part-time","2004","Employed","(3b) higher tertiary education","302","0.137963871604998","0.12308246793227","0.152845275277726"
"Non-working","2004","Not Employed","(0) in school","540","0.98591262661833","0.976045469608381","0.995779783628279"
"Non-working","2004","Not Employed","(1a) inadequately completed","155","0.982230695226619","0.961499336766557","1.00296205368668"
"Non-working","2004","Not Employed","(1b) general elementary school","1231","0.986538210966339","0.98014711678461","0.992929305148069"
"Non-working","2004","Not Employed","(1c) basic vocational qualification","2933","0.991954862399423","0.988736104575896","0.995173620222951"
"Non-working","2004","Not Employed","(2b) intermediate general qualification","198","0.932676085518225","0.899102996280923","0.966249174755526"
"Non-working","2004","Not Employed","(2a) intermediate vocational","1189","0.972824642816525","0.963723251904381","0.98192603372867"
"Non-working","2004","Not Employed","(2c_gen) general maturity certificate","339","0.924678383689944","0.897340698015523","0.952016069364364"
"Non-working","2004","Not Employed","(2c_voc) vocational maturity certificate","372","0.958741136511159","0.938951330385105","0.978530942637213"
"Non-working","2004","Not Employed","(3a) lower tertiary education","449","0.984554563829802","0.973297694840507","0.995811432819097"
"Non-working","2004","Not Employed","(3b) higher tertiary education","523","0.983954779209629","0.973327517721321","0.994582040697937"
"Non-working","2004","Employed","(0) in school","54","0.564708592470432","0.463943789062182","0.665473395878681"
"Non-working","2004","Employed","(1a) inadequately completed","27","","",""
"Non-working","2004","Employed","(1b) general elementary school","119","0.166188552807854","0.140081547730436","0.192295557885273"
"Non-working","2004","Employed","(1c) basic vocational qualification","376","0.12636304294389","0.114750875150296","0.137975210737485"
"Non-working","2004","Employed","(2b) intermediate general qualification","53","0.149078346923835","0.114087163831378","0.184069530016291"
"Non-working","2004","Employed","(2a) intermediate vocational","353","0.100100388824025","0.0905589455971478","0.109641832050903"
"Non-working","2004","Employed","(2c_gen) general maturity certificate","92","0.166963958155129","0.134043346685747","0.199884569624511"
"Non-working","2004","Employed","(2c_voc) vocational maturity certificate","113","0.0900639114446667","0.0737508089175384","0.106377013971795"
"Non-working","2004","Employed","(3a) lower tertiary education","82","0.0734640956567769","0.0590009826479653","0.0879272086655884"
"Non-working","2004","Employed","(3b) higher tertiary education","126","0.0793610510301305","0.0676970686572041","0.091025033403057"
"Other","2004","Not Employed","(0) in school","7","","",""
"Other","2004","Not Employed","(1a) inadequately completed","1","","",""
"Other","2004","Not Employed","(1b) general elementary school","10","","",""
"Other","2004","Not Employed","(1c) basic vocational qualification","14","","",""
"Other","2004","Not Employed","(2b) intermediate general qualification","13","","",""
"Other","2004","Not Employed","(2a) intermediate vocational","16","","",""
"Other","2004","Not Employed","(2c_gen) general maturity certificate","11","","",""
"Other","2004","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"Other","2004","Not Employed","(3a) lower tertiary education","4","","",""
"Other","2004","Not Employed","(3b) higher tertiary education","4","","",""
"Other","2004","Employed","(0) in school","33","0.371609454343032","0.273397395534224","0.469821513151839"
"Other","2004","Employed","(1a) inadequately completed","12","","",""
"Other","2004","Employed","(1b) general elementary school","198","0.243473946766014","0.213374343840579","0.273573549691449"
"Other","2004","Employed","(1c) basic vocational qualification","226","0.068240560387254","0.059427820354454","0.077053300420054"
"Other","2004","Employed","(2b) intermediate general qualification","223","0.492829167622987","0.443712161025989","0.541946174219986"
"Other","2004","Employed","(2a) intermediate vocational","228","0.0632933144437577","0.0555526206935139","0.0710340081940015"
"Other","2004","Employed","(2c_gen) general maturity certificate","220","0.421284172934566","0.37769838684307","0.464869959026063"
"Other","2004","Employed","(2c_voc) vocational maturity certificate","84","0.0832847153700949","0.0675392461279374","0.0990301846122524"
"Other","2004","Employed","(3a) lower tertiary education","38","0.0293959693617569","0.0200320422872641","0.0387598964362497"
"Other","2004","Employed","(3b) higher tertiary education","90","0.0625398565095033","0.0520913715098356","0.072988341509171"
"Full-time","2005","Not Employed","(0) in school","","","",""
"Full-time","2005","Not Employed","(1a) inadequately completed","","","",""
"Full-time","2005","Not Employed","(1b) general elementary school","4","","",""
"Full-time","2005","Not Employed","(1c) basic vocational qualification","10","","",""
"Full-time","2005","Not Employed","(2b) intermediate general qualification","4","","",""
"Full-time","2005","Not Employed","(2a) intermediate vocational","9","","",""
"Full-time","2005","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Full-time","2005","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","2005","Not Employed","(3a) lower tertiary education","5","","",""
"Full-time","2005","Not Employed","(3b) higher tertiary education","12","","",""
"Full-time","2005","Employed","(0) in school","1","","",""
"Full-time","2005","Employed","(1a) inadequately completed","46","0.500062843389735","0.398443445423414","0.601682241356056"
"Full-time","2005","Employed","(1b) general elementary school","289","0.397608918071791","0.36143148458341","0.433786351560172"
"Full-time","2005","Employed","(1c) basic vocational qualification","1860","0.642098949225447","0.624687501951678","0.659510396499217"
"Full-time","2005","Employed","(2b) intermediate general qualification","96","0.301941062457248","0.255224780430066","0.348657344484429"
"Full-time","2005","Employed","(2a) intermediate vocational","2414","0.666834471097146","0.651595400864014","0.682073541330277"
"Full-time","2005","Employed","(2c_gen) general maturity certificate","116","0.285459873739502","0.245056901211311","0.325862846267694"
"Full-time","2005","Employed","(2c_voc) vocational maturity certificate","745","0.641254657391647","0.613436815074018","0.669072499709277"
"Full-time","2005","Employed","(3a) lower tertiary education","866","0.747590881998628","0.722899711336073","0.772282052661183"
"Full-time","2005","Employed","(3b) higher tertiary education","1443","0.693726819362125","0.673444109243439","0.714009529480811"
"Part-time","2005","Not Employed","(0) in school","","","",""
"Part-time","2005","Not Employed","(1a) inadequately completed","1","","",""
"Part-time","2005","Not Employed","(1b) general elementary school","5","","",""
"Part-time","2005","Not Employed","(1c) basic vocational qualification","4","","",""
"Part-time","2005","Not Employed","(2b) intermediate general qualification","2","","",""
"Part-time","2005","Not Employed","(2a) intermediate vocational","13","","",""
"Part-time","2005","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Part-time","2005","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Part-time","2005","Not Employed","(3a) lower tertiary education","2","","",""
"Part-time","2005","Not Employed","(3b) higher tertiary education","2","","",""
"Part-time","2005","Employed","(0) in school","5","","",""
"Part-time","2005","Employed","(1a) inadequately completed","16","","",""
"Part-time","2005","Employed","(1b) general elementary school","119","0.162971940006342","0.135669789600504","0.19027409041218"
