"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Non-working","2011","Saxony","direct migration background","30","0.720135012781654","0.581011881709746","0.859258143853562"
"Non-working","2011","Saxony","indirect migration background","12","","",""
"Non-working","2011","Saxony-Anhalt","no migration background","485","0.457958667346137","0.428258110784677","0.487659223907596"
"Non-working","2011","Saxony-Anhalt","direct migration background","15","","",""
"Non-working","2011","Saxony-Anhalt","indirect migration background","5","","",""
"Non-working","2011","Thuringia","no migration background","453","0.459033479081633","0.429382393595666","0.488684564567601"
"Non-working","2011","Thuringia","direct migration background","14","","",""
"Non-working","2011","Thuringia","indirect migration background","4","","",""
"Other","2011","Schleswig-Holstein","no migration background","82","0.0828314601988998","0.0644740514365209","0.101188868961279"
"Other","2011","Schleswig-Holstein","direct migration background","12","","",""
"Other","2011","Schleswig-Holstein","indirect migration background","8","","",""
"Other","2011","Hamburg","no migration background","27","","",""
"Other","2011","Hamburg","direct migration background","3","","",""
"Other","2011","Hamburg","indirect migration background","2","","",""
"Other","2011","Lower Saxony","no migration background","189","0.0749542632442444","0.0642716516580108","0.085636874830478"
"Other","2011","Lower Saxony","direct migration background","21","","",""
"Other","2011","Lower Saxony","indirect migration background","12","","",""
"Other","2011","Bremen","no migration background","7","","",""
"Other","2011","Bremen","direct migration background","3","","",""
"Other","2011","Bremen","indirect migration background","2","","",""
"Other","2011","North Rhine-Westphalia","no migration background","382","0.080247573030304","0.072308134510222","0.0881870115503859"
"Other","2011","North Rhine-Westphalia","direct migration background","77","0.0836823831743837","0.0662651761438256","0.101099590204942"
"Other","2011","North Rhine-Westphalia","indirect migration background","62","0.202944130237551","0.163180644776853","0.242707615698249"
"Other","2011","Hesse","no migration background","121","0.0823328651152648","0.0686267917344847","0.096038938496045"
"Other","2011","Hesse","direct migration background","31","0.0847005606174006","0.0551479642539302","0.114253156980871"
"Other","2011","Hesse","indirect migration background","20","","",""
"Other","2011","Rhineland-Palatinate,Saarland","no migration background","108","0.0755435251437522","0.0613357047555814","0.0897513455319231"
"Other","2011","Rhineland-Palatinate,Saarland","direct migration background","21","","",""
"Other","2011","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Other","2011","Baden-Württemberg","no migration background","221","0.0702637923204023","0.0607831873897756","0.0797443972510289"
"Other","2011","Baden-Württemberg","direct migration background","35","0.0655194474423781","0.0448775888256581","0.0861613060590981"
"Other","2011","Baden-Württemberg","indirect migration background","38","0.107776828735997","0.0715839618052529","0.143969695666742"
"Other","2011","Bavaria","no migration background","321","0.0721746617483646","0.0639673911093461","0.080381932387383"
"Other","2011","Bavaria","direct migration background","44","0.0901500717433153","0.0648947714087166","0.115405372077914"
"Other","2011","Bavaria","indirect migration background","24","","",""
"Other","2011","Berlin","no migration background","49","0.066666501164577","0.0502322956411975","0.0831007066879565"
"Other","2011","Berlin","direct migration background","2","","",""
"Other","2011","Berlin","indirect migration background","6","","",""
"Other","2011","Brandenburg","no migration background","73","0.0526885808498801","0.039533823317213","0.0658433383825473"
"Other","2011","Brandenburg","direct migration background","3","","",""
"Other","2011","Brandenburg","indirect migration background","2","","",""
"Other","2011","Mecklenburg-Western Pomerania","no migration background","39","0.0717207531675129","0.0519757179474018","0.0914657883876241"
"Other","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Other","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Other","2011","Saxony","no migration background","88","0.0479053524216717","0.0380447651938123","0.057765939649531"
"Other","2011","Saxony","direct migration background","3","","",""
"Other","2011","Saxony","indirect migration background","2","","",""
"Other","2011","Saxony-Anhalt","no migration background","75","0.0813033687150783","0.0650113246434157","0.0975954127867408"
"Other","2011","Saxony-Anhalt","direct migration background","2","","",""
"Other","2011","Saxony-Anhalt","indirect migration background","3","","",""
"Other","2011","Thuringia","no migration background","72","0.0615949108096679","0.0472894841732217","0.0759003374461142"
"Other","2011","Thuringia","direct migration background","1","","",""
"Other","2011","Thuringia","indirect migration background","3","","",""
"Full-time","2012","Schleswig-Holstein","no migration background","285","0.323402621359173","0.292426077457408","0.354379165260939"
"Full-time","2012","Schleswig-Holstein","direct migration background","27","","",""
"Full-time","2012","Schleswig-Holstein","indirect migration background","6","","",""
"Full-time","2012","Hamburg","no migration background","135","0.399476788762627","0.349837795591917","0.449115781933337"
"Full-time","2012","Hamburg","direct migration background","18","","",""
"Full-time","2012","Hamburg","indirect migration background","11","","",""
"Full-time","2012","Lower Saxony","no migration background","803","0.366643074990997","0.346901981753246","0.386384168228749"
"Full-time","2012","Lower Saxony","direct migration background","100","0.412733227144265","0.353004911362332","0.472461542926197"
"Full-time","2012","Lower Saxony","indirect migration background","30","0.371439544676322","0.268719257550897","0.474159831801747"
"Full-time","2012","Bremen","no migration background","46","0.308076603422816","0.236312395532716","0.379840811312916"
"Full-time","2012","Bremen","direct migration background","11","","",""
"Full-time","2012","Bremen","indirect migration background","3","","",""
"Full-time","2012","North Rhine-Westphalia","no migration background","1540","0.375505304850703","0.361170716245763","0.389839893455642"
"Full-time","2012","North Rhine-Westphalia","direct migration background","331","0.358710669160992","0.327497087759294","0.38992425056269"
"Full-time","2012","North Rhine-Westphalia","indirect migration background","129","0.364784873603252","0.316638752355999","0.412930994850506"
"Full-time","2012","Hesse","no migration background","601","0.408590673404111","0.383870158457018","0.433311188351203"
"Full-time","2012","Hesse","direct migration background","104","0.377907407830057","0.323313146503885","0.432501669156229"
"Full-time","2012","Hesse","indirect migration background","43","0.410505937186803","0.325943818824266","0.495068055549339"
"Full-time","2012","Rhineland-Palatinate,Saarland","no migration background","487","0.400194299192911","0.373793996129806","0.426594602256015"
"Full-time","2012","Rhineland-Palatinate,Saarland","direct migration background","82","0.444135596347805","0.374397031101358","0.513874161594252"
"Full-time","2012","Rhineland-Palatinate,Saarland","indirect migration background","33","0.426214321650441","0.324609044154238","0.527819599146644"
"Full-time","2012","Baden-Württemberg","no migration background","1049","0.422045933049658","0.403270190372227","0.440821675727089"
"Full-time","2012","Baden-Württemberg","direct migration background","205","0.399049977834889","0.356297071229834","0.441802884439945"
"Full-time","2012","Baden-Württemberg","indirect migration background","91","0.431099021117455","0.370552612404438","0.491645429830472"
"Full-time","2012","Bavaria","no migration background","1409","0.410207815557004","0.394410084109758","0.426005547004249"
"Full-time","2012","Bavaria","direct migration background","194","0.369293671260569","0.327201441830715","0.411385900690423"
"Full-time","2012","Bavaria","indirect migration background","105","0.491510281140107","0.428653469834798","0.554367092445415"
"Full-time","2012","Berlin","no migration background","344","0.382096183610083","0.350867519572111","0.413324847648056"
"Full-time","2012","Berlin","direct migration background","29","","",""
"Full-time","2012","Berlin","indirect migration background","20","","",""
"Full-time","2012","Brandenburg","no migration background","411","0.39769504797807","0.368342502254673","0.427047593701467"
"Full-time","2012","Brandenburg","direct migration background","6","","",""
"Full-time","2012","Brandenburg","indirect migration background","1","","",""
"Full-time","2012","Mecklenburg-Western Pomerania","no migration background","238","0.362975570644876","0.325337178505051","0.400613962784701"
"Full-time","2012","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Full-time","2012","Mecklenburg-Western Pomerania","indirect migration background","3","","",""
"Full-time","2012","Saxony","no migration background","725","0.403384770506141","0.380809323096056","0.425960217916225"
"Full-time","2012","Saxony","direct migration background","7","","",""
"Full-time","2012","Saxony","indirect migration background","5","","",""
"Full-time","2012","Saxony-Anhalt","no migration background","394","0.362486615073951","0.332927469377632","0.39204576077027"
"Full-time","2012","Saxony-Anhalt","direct migration background","6","","",""
"Full-time","2012","Saxony-Anhalt","indirect migration background","5","","",""
"Full-time","2012","Thuringia","no migration background","417","0.390468877317093","0.361223960319283","0.419713794314904"
"Full-time","2012","Thuringia","direct migration background","2","","",""
"Full-time","2012","Thuringia","indirect migration background","6","","",""
"Part-time","2012","Schleswig-Holstein","no migration background","136","0.110709401917677","0.0899310957812984","0.131487708054056"
"Part-time","2012","Schleswig-Holstein","direct migration background","15","","",""
"Part-time","2012","Schleswig-Holstein","indirect migration background","4","","",""
"Part-time","2012","Hamburg","no migration background","48","0.0651356989341972","0.0401267110142782","0.0901446868541162"
"Part-time","2012","Hamburg","direct migration background","4","","",""
"Part-time","2012","Hamburg","indirect migration background","4","","",""
"Part-time","2012","Lower Saxony","no migration background","327","0.107401739300175","0.0947176622919919","0.120085816308359"
"Part-time","2012","Lower Saxony","direct migration background","39","0.110282713392985","0.0722806154291797","0.148284811356791"
"Part-time","2012","Lower Saxony","indirect migration background","9","","",""
"Part-time","2012","Bremen","no migration background","29","","",""
"Part-time","2012","Bremen","direct migration background","6","","",""
"Part-time","2012","Bremen","indirect migration background","2","","",""
"Part-time","2012","North Rhine-Westphalia","no migration background","686","0.111505170348964","0.10218791981533","0.120822420882598"
"Part-time","2012","North Rhine-Westphalia","direct migration background","108","0.119886055482849","0.0987463839936003","0.141025726972097"
"Part-time","2012","North Rhine-Westphalia","indirect migration background","44","0.0918777421963223","0.062986927010831","0.120768557381814"
"Part-time","2012","Hesse","no migration background","211","0.0976937025867275","0.0827630261783419","0.112624378995113"
"Part-time","2012","Hesse","direct migration background","52","0.147005613908555","0.107133723838653","0.186877503978458"
"Part-time","2012","Hesse","indirect migration background","21","","",""
"Part-time","2012","Rhineland-Palatinate,Saarland","no migration background","195","0.101542399988881","0.0852666625855229","0.11781813739224"
"Part-time","2012","Rhineland-Palatinate,Saarland","direct migration background","21","","",""
"Part-time","2012","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Part-time","2012","Baden-Württemberg","no migration background","379","0.0954034131481936","0.0842352941896641","0.106571532106723"
"Part-time","2012","Baden-Württemberg","direct migration background","74","0.15496700892657","0.123374124376845","0.186559893476295"
"Part-time","2012","Baden-Württemberg","indirect migration background","38","0.110492681634679","0.0721640734524234","0.148821289816935"
"Part-time","2012","Bavaria","no migration background","593","0.116239605187531","0.105945524086688","0.126533686288374"
"Part-time","2012","Bavaria","direct migration background","70","0.122830751601537","0.0942023134379867","0.151459189765088"
"Part-time","2012","Bavaria","indirect migration background","32","0.130562786088328","0.0882010479550798","0.172924524221576"
"Part-time","2012","Berlin","no migration background","121","0.0949547552248551","0.0761139212983332","0.113795589151377"
"Part-time","2012","Berlin","direct migration background","14","","",""
"Part-time","2012","Berlin","indirect migration background","7","","",""
"Part-time","2012","Brandenburg","no migration background","97","0.0785077040150397","0.0623765864177275","0.094638821612352"
"Part-time","2012","Brandenburg","direct migration background","2","","",""
"Part-time","2012","Brandenburg","indirect migration background","","","",""
"Part-time","2012","Mecklenburg-Western Pomerania","no migration background","61","0.0924334306602687","0.0697625650918766","0.115104296228661"
"Part-time","2012","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Part-time","2012","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Part-time","2012","Saxony","no migration background","245","0.104065816142718","0.0900143529367101","0.118117279348726"
"Part-time","2012","Saxony","direct migration background","4","","",""
"Part-time","2012","Saxony","indirect migration background","1","","",""
"Part-time","2012","Saxony-Anhalt","no migration background","107","0.0830660381479642","0.0660960314018669","0.100036044894062"
"Part-time","2012","Saxony-Anhalt","direct migration background","2","","",""
"Part-time","2012","Saxony-Anhalt","indirect migration background","3","","",""
"Part-time","2012","Thuringia","no migration background","121","0.0923463611320236","0.0749911776911179","0.109701544572929"
"Part-time","2012","Thuringia","direct migration background","2","","",""
"Part-time","2012","Thuringia","indirect migration background","2","","",""
"Non-working","2012","Schleswig-Holstein","no migration background","352","0.46770318130706","0.434661804537918","0.500744558076202"
"Non-working","2012","Schleswig-Holstein","direct migration background","44","0.574465703415961","0.476576591097751","0.672354815734171"
"Non-working","2012","Schleswig-Holstein","indirect migration background","14","","",""
"Non-working","2012","Hamburg","no migration background","161","0.487240205830972","0.436583046652242","0.537897365009702"
"Non-working","2012","Hamburg","direct migration background","18","","",""
"Non-working","2012","Hamburg","indirect migration background","9","","",""
"Non-working","2012","Lower Saxony","no migration background","954","0.441629846312529","0.421286822808796","0.461972869816263"
"Non-working","2012","Lower Saxony","direct migration background","98","0.397628504368382","0.338254163893811","0.457002844842952"
"Non-working","2012","Lower Saxony","indirect migration background","31","0.439016175624847","0.333515787182172","0.544516564067523"
"Non-working","2012","Bremen","no migration background","72","0.566479198027612","0.489451577388889","0.643506818666336"
"Non-working","2012","Bremen","direct migration background","12","","",""
"Non-working","2012","Bremen","indirect migration background","3","","",""
"Non-working","2012","North Rhine-Westphalia","no migration background","1774","0.428166270569374","0.413519093607146","0.442813447531601"
"Non-working","2012","North Rhine-Westphalia","direct migration background","387","0.422422788784791","0.390277069941154","0.454568507628427"
"Non-working","2012","North Rhine-Westphalia","indirect migration background","144","0.33522405007001","0.288008210896169","0.382439889243851"
"Non-working","2012","Hesse","no migration background","592","0.423410957200359","0.398563414652652","0.448258499748066"
"Non-working","2012","Hesse","direct migration background","124","0.402494553276527","0.3472769293056","0.457712177247453"
"Non-working","2012","Hesse","indirect migration background","48","0.312356762986456","0.232688846461987","0.392024679510925"
"Non-working","2012","Rhineland-Palatinate,Saarland","no migration background","543","0.430506851307834","0.403825829705722","0.457187872909946"
"Non-working","2012","Rhineland-Palatinate,Saarland","direct migration background","86","0.430288228661989","0.36079570006838","0.499780757255599"
"Non-working","2012","Rhineland-Palatinate,Saarland","indirect migration background","33","0.315409847939634","0.219936897686201","0.410882798193067"
"Non-working","2012","Baden-Württemberg","no migration background","993","0.407656091427937","0.388974901572646","0.426337281283228"
"Non-working","2012","Baden-Württemberg","direct migration background","182","0.386597450944315","0.344083143966113","0.429111757922518"
"Non-working","2012","Baden-Württemberg","indirect migration background","85","0.300833243182854","0.244762691703817","0.356903794661892"
"Non-working","2012","Bavaria","no migration background","1374","0.396620637671218","0.380908830698935","0.4123324446435"
"Non-working","2012","Bavaria","direct migration background","199","0.440269111889976","0.396972775660894","0.483565448119058"
"Non-working","2012","Bavaria","indirect migration background","75","0.292617836843963","0.235414362870398","0.349821310817528"
"Non-working","2012","Berlin","no migration background","410","0.470411654451835","0.438333094592204","0.502490214311465"
"Non-working","2012","Berlin","direct migration background","37","0.416495768851197","0.310439499434185","0.522552038268209"
"Non-working","2012","Berlin","indirect migration background","17","","",""
"Non-working","2012","Brandenburg","no migration background","490","0.475555091053872","0.445603988147826","0.505506193959919"
"Non-working","2012","Brandenburg","direct migration background","27","","",""
"Non-working","2012","Brandenburg","indirect migration background","5","","",""
"Non-working","2012","Mecklenburg-Western Pomerania","no migration background","279","0.462916478278692","0.423887556382989","0.501945400174395"
"Non-working","2012","Mecklenburg-Western Pomerania","direct migration background","9","","",""
"Non-working","2012","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Non-working","2012","Saxony","no migration background","740","0.429767646406786","0.406986675160065","0.452548617653508"
"Non-working","2012","Saxony","direct migration background","32","0.662470500588186","0.52274975563445","0.802191245541922"
"Non-working","2012","Saxony","indirect migration background","10","","",""
"Non-working","2012","Saxony-Anhalt","no migration background","454","0.481552771775638","0.450828934306416","0.51227660924486"
"Non-working","2012","Saxony-Anhalt","direct migration background","13","","",""
"Non-working","2012","Saxony-Anhalt","indirect migration background","6","","",""
"Non-working","2012","Thuringia","no migration background","462","0.461468310691771","0.431584511326968","0.491352110056574"
"Non-working","2012","Thuringia","direct migration background","13","","",""
"Non-working","2012","Thuringia","indirect migration background","5","","",""
"Other","2012","Schleswig-Holstein","no migration background","103","0.0981847954160897","0.0784797729514258","0.117889817880754"
"Other","2012","Schleswig-Holstein","direct migration background","12","","",""
"Other","2012","Schleswig-Holstein","indirect migration background","7","","",""
"Other","2012","Hamburg","no migration background","30","0.0481473064722036","0.0264511322503729","0.0698434806940344"
"Other","2012","Hamburg","direct migration background","5","","",""
"Other","2012","Hamburg","indirect migration background","3","","",""
"Other","2012","Lower Saxony","no migration background","205","0.0843253393962977","0.072941864826802","0.0957088139657935"
"Other","2012","Lower Saxony","direct migration background","24","","",""
"Other","2012","Lower Saxony","indirect migration background","15","","",""
"Other","2012","Bremen","no migration background","12","","",""
"Other","2012","Bremen","direct migration background","2","","",""
"Other","2012","Bremen","indirect migration background","2","","",""
"Other","2012","North Rhine-Westphalia","no migration background","384","0.0848232542309597","0.0765757457367221","0.0930707627251973"
"Other","2012","North Rhine-Westphalia","direct migration background","81","0.098980486571369","0.0795454063316807","0.118415566811057"
"Other","2012","North Rhine-Westphalia","indirect migration background","67","0.208113334130415","0.167509789601026","0.248716878659804"
"Other","2012","Hesse","no migration background","115","0.0703046668088028","0.0574479047418391","0.0831614288757665"
"Other","2012","Hesse","direct migration background","23","","",""
"Other","2012","Hesse","indirect migration background","18","","",""
"Other","2012","Rhineland-Palatinate,Saarland","no migration background","98","0.0677564495103739","0.054213658301292","0.0812992407194558"
"Other","2012","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Other","2012","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"Other","2012","Baden-Württemberg","no migration background","237","0.074894562374212","0.0648878512359094","0.0849012735125145"
"Other","2012","Baden-Württemberg","direct migration background","43","0.0593855622942256","0.0387517688094849","0.0800193557789663"
"Other","2012","Baden-Württemberg","indirect migration background","43","0.157575054065011","0.113030884058525","0.202119224071498"
"Other","2012","Bavaria","no migration background","348","0.0769319415842475","0.0683731300563267","0.0854907531121684"
"Other","2012","Bavaria","direct migration background","42","0.0676064652479178","0.0457088841429055","0.0895040463529302"
"Other","2012","Bavaria","indirect migration background","31","0.0853090959276019","0.0501870501873787","0.120431141667825"
"Other","2012","Berlin","no migration background","55","0.052537406713227","0.0381983042207835","0.0668765092056705"
"Other","2012","Berlin","direct migration background","3","","",""
"Other","2012","Berlin","indirect migration background","3","","",""
"Other","2012","Brandenburg","no migration background","70","0.0482421569530182","0.0353910938687764","0.0610932200372599"
"Other","2012","Brandenburg","direct migration background","3","","",""
"Other","2012","Brandenburg","indirect migration background","3","","",""
"Other","2012","Mecklenburg-Western Pomerania","no migration background","49","0.0816745204161635","0.0602379189339434","0.103111121898384"
"Other","2012","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Other","2012","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Other","2012","Saxony","no migration background","104","0.062781766944355","0.0516191356173397","0.0739443982713702"
"Other","2012","Saxony","direct migration background","1","","",""
"Other","2012","Saxony","indirect migration background","4","","",""
"Other","2012","Saxony-Anhalt","no migration background","61","0.0728945750024474","0.0569095469650628","0.0888796030398319"
"Other","2012","Saxony-Anhalt","direct migration background","2","","",""
"Other","2012","Saxony-Anhalt","indirect migration background","2","","",""
"Other","2012","Thuringia","no migration background","69","0.0557164508591122","0.0419664675089022","0.0694664342093222"
"Other","2012","Thuringia","direct migration background","1","","",""
"Other","2012","Thuringia","indirect migration background","2","","",""
"Full-time","2013","Schleswig-Holstein","no migration background","276","0.323040259066001","0.291091211255075","0.354989306876927"
"Full-time","2013","Schleswig-Holstein","direct migration background","59","0.257545986471443","0.198821333083192","0.316270639859695"
"Full-time","2013","Schleswig-Holstein","indirect migration background","15","","",""
"Full-time","2013","Hamburg","no migration background","127","0.389922480449722","0.339114947394563","0.440730013504881"
"Full-time","2013","Hamburg","direct migration background","66","0.373655966761584","0.300502336440133","0.446809597083034"
"Full-time","2013","Hamburg","indirect migration background","21","","",""
"Full-time","2013","Lower Saxony","no migration background","749","0.344706378462793","0.325068278690987","0.364344478234599"
"Full-time","2013","Lower Saxony","direct migration background","244","0.427268884060374","0.387113865025233","0.467423903095516"
"Full-time","2013","Lower Saxony","indirect migration background","41","0.275779322676528","0.202785996284657","0.348772649068398"
"Full-time","2013","Bremen","no migration background","50","0.30561224168817","0.232617970489121","0.378606512887219"
"Full-time","2013","Bremen","direct migration background","20","","",""
"Full-time","2013","Bremen","indirect migration background","4","","",""
"Full-time","2013","North Rhine-Westphalia","no migration background","1466","0.363994664734088","0.349410354442611","0.378578975025565"
"Full-time","2013","North Rhine-Westphalia","direct migration background","651","0.368523647300668","0.345578519848732","0.391468774752603"
"Full-time","2013","North Rhine-Westphalia","indirect migration background","218","0.348568160301281","0.312378098533743","0.384758222068819"
"Full-time","2013","Hesse","no migration background","566","0.392459230720796","0.367194938965417","0.417723522476175"
"Full-time","2013","Hesse","direct migration background","214","0.392737662470971","0.353823306022333","0.43165201891961"
"Full-time","2013","Hesse","indirect migration background","76","0.386910849769652","0.321349568864465","0.45247213067484"
"Full-time","2013","Rhineland-Palatinate,Saarland","no migration background","455","0.371935269490958","0.345109588924468","0.398760950057449"
"Full-time","2013","Rhineland-Palatinate,Saarland","direct migration background","193","0.438686362586073","0.392214412231651","0.485158312940495"
"Full-time","2013","Rhineland-Palatinate,Saarland","indirect migration background","45","0.434384425805697","0.347835711445783","0.520933140165611"
"Full-time","2013","Baden-Württemberg","no migration background","982","0.400472596917559","0.381164513579836","0.419780680255282"
"Full-time","2013","Baden-Württemberg","direct migration background","411","0.382580724015318","0.352073870437744","0.413087577592891"
"Full-time","2013","Baden-Württemberg","indirect migration background","152","0.412037039361216","0.364335812398382","0.45973826632405"
"Full-time","2013","Bavaria","no migration background","1339","0.391015466259433","0.375001583824961","0.407029348693905"
"Full-time","2013","Bavaria","direct migration background","479","0.426067812055681","0.396424352117371","0.45571127199399"
"Full-time","2013","Bavaria","indirect migration background","158","0.513716733513881","0.462857752446345","0.564575714581416"
"Full-time","2013","Berlin","no migration background","333","0.373977195874219","0.342435756151922","0.405518635596515"
"Full-time","2013","Berlin","direct migration background","59","0.269998997244471","0.209953389117748","0.330044605371193"
"Full-time","2013","Berlin","indirect migration background","26","","",""
"Full-time","2013","Brandenburg","no migration background","372","0.391188308936989","0.361046606295915","0.421330011578062"
"Full-time","2013","Brandenburg","direct migration background","26","","",""
"Full-time","2013","Brandenburg","indirect migration background","3","","",""
"Full-time","2013","Mecklenburg-Western Pomerania","no migration background","210","0.348374970236765","0.309699449947378","0.387050490526153"
"Full-time","2013","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Full-time","2013","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Full-time","2013","Saxony","no migration background","697","0.434709271871888","0.411130855597978","0.458287688145798"
"Full-time","2013","Saxony","direct migration background","27","","",""
"Full-time","2013","Saxony","indirect migration background","11","","",""
"Full-time","2013","Saxony-Anhalt","no migration background","379","0.360675909536562","0.330441234507328","0.390910584565797"
"Full-time","2013","Saxony-Anhalt","direct migration background","28","","",""
"Full-time","2013","Saxony-Anhalt","indirect migration background","13","","",""
"Full-time","2013","Thuringia","no migration background","384","0.388919535459057","0.358764467341601","0.419074603576513"
"Full-time","2013","Thuringia","direct migration background","22","","",""
"Full-time","2013","Thuringia","indirect migration background","6","","",""
"Part-time","2013","Schleswig-Holstein","no migration background","121","0.104939456435701","0.0840010423186233","0.125877870552779"
"Part-time","2013","Schleswig-Holstein","direct migration background","29","","",""
"Part-time","2013","Schleswig-Holstein","indirect migration background","8","","",""
"Part-time","2013","Hamburg","no migration background","49","0.0685942589152709","0.0422637168811646","0.0949248009493771"
"Part-time","2013","Hamburg","direct migration background","23","","",""
"Part-time","2013","Hamburg","indirect migration background","7","","",""
"Part-time","2013","Lower Saxony","no migration background","340","0.115413613082173","0.102211134357577","0.12861609180677"
"Part-time","2013","Lower Saxony","direct migration background","56","0.113449173390358","0.0877057498975573","0.139192596883158"
"Part-time","2013","Lower Saxony","indirect migration background","15","","",""
"Part-time","2013","Bremen","no migration background","27","","",""
"Part-time","2013","Bremen","direct migration background","13","","",""
"Part-time","2013","Bremen","indirect migration background","1","","",""
"Part-time","2013","North Rhine-Westphalia","no migration background","656","0.116082862291325","0.106373340552747","0.125792384029902"
"Part-time","2013","North Rhine-Westphalia","direct migration background","230","0.117412398775305","0.102100990409589","0.132723807141022"
"Part-time","2013","North Rhine-Westphalia","indirect migration background","72","0.0786101824620149","0.0581705970347889","0.0990497678892409"
"Part-time","2013","Hesse","no migration background","220","0.106857938080065","0.0908739257195544","0.122841950440576"
"Part-time","2013","Hesse","direct migration background","106","0.127152165074532","0.100606014531957","0.153698315617108"
"Part-time","2013","Hesse","indirect migration background","29","","",""
"Part-time","2013","Rhineland-Palatinate,Saarland","no migration background","173","0.10520071644392","0.0881717995160031","0.122229633371837"
"Part-time","2013","Rhineland-Palatinate,Saarland","direct migration background","52","0.0850379038333653","0.0589151558583787","0.111160651808352"
"Part-time","2013","Rhineland-Palatinate,Saarland","indirect migration background","14","","",""
"Part-time","2013","Baden-Württemberg","no migration background","380","0.0988482500136542","0.0870875898406097","0.110608910186699"
"Part-time","2013","Baden-Württemberg","direct migration background","137","0.150569156486128","0.128121148657608","0.173017164314648"
"Part-time","2013","Baden-Württemberg","indirect migration background","53","0.115491818399101","0.0845167000865194","0.146466936711683"
"Part-time","2013","Bavaria","no migration background","589","0.118366419205495","0.107765223473213","0.128967614937777"
"Part-time","2013","Bavaria","direct migration background","138","0.0984033107266541","0.0805478834307685","0.11625873802254"
"Part-time","2013","Bavaria","indirect migration background","43","0.110700939387951","0.0787737487009678","0.142628130074935"
"Part-time","2013","Berlin","no migration background","130","0.109332745025565","0.0889906000656158","0.129674889985513"
"Part-time","2013","Berlin","direct migration background","33","0.147627093920078","0.0996497393955269","0.195604448444629"
"Part-time","2013","Berlin","indirect migration background","13","","",""
"Part-time","2013","Brandenburg","no migration background","101","0.0875069045978693","0.070053935887932","0.104959873307807"
"Part-time","2013","Brandenburg","direct migration background","22","","",""
"Part-time","2013","Brandenburg","indirect migration background","","","",""
"Part-time","2013","Mecklenburg-Western Pomerania","no migration background","77","0.128767754444713","0.101579310967659","0.155956197921766"
"Part-time","2013","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Part-time","2013","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Part-time","2013","Saxony","no migration background","234","0.100098943331249","0.0858234417838561","0.114374444878642"
"Part-time","2013","Saxony","direct migration background","11","","",""
"Part-time","2013","Saxony","indirect migration background","2","","",""
"Part-time","2013","Saxony-Anhalt","no migration background","111","0.0976197331741653","0.0789322934253882","0.116307172922942"
"Part-time","2013","Saxony-Anhalt","direct migration background","4","","",""
"Part-time","2013","Saxony-Anhalt","indirect migration background","1","","",""
"Part-time","2013","Thuringia","no migration background","130","0.110484806703197","0.0910934051414189","0.129876208264976"
"Part-time","2013","Thuringia","direct migration background","5","","",""
"Part-time","2013","Thuringia","indirect migration background","2","","",""
"Non-working","2013","Schleswig-Holstein","no migration background","325","0.469720318179236","0.435622990743697","0.503817645614776"
"Non-working","2013","Schleswig-Holstein","direct migration background","104","0.545003833120936","0.478129119281864","0.611878546960009"
"Non-working","2013","Schleswig-Holstein","indirect migration background","26","","",""
"Non-working","2013","Hamburg","no migration background","146","0.490424746467992","0.438348843065469","0.542500649870515"
"Non-working","2013","Hamburg","direct migration background","57","0.393978560690708","0.320090589983639","0.467866531397778"
"Non-working","2013","Hamburg","indirect migration background","18","","",""
"Non-working","2013","Lower Saxony","no migration background","920","0.443650101853911","0.423121889520169","0.464178314187652"
"Non-working","2013","Lower Saxony","direct migration background","217","0.386481615845472","0.346954782356242","0.426008449334702"
"Non-working","2013","Lower Saxony","indirect migration background","60","0.425048260621232","0.344305859059296","0.505790662183168"
"Non-working","2013","Bremen","no migration background","65","0.591804348696965","0.513924403273645","0.669684294120284"
"Non-working","2013","Bremen","direct migration background","36","0.423656653330727","0.312563075809607","0.534750230851848"
"Non-working","2013","Bremen","indirect migration background","10","","",""
"Non-working","2013","North Rhine-Westphalia","no migration background","1664","0.434593969088647","0.419568429635556","0.449619508541738"
"Non-working","2013","North Rhine-Westphalia","direct migration background","654","0.422631188174011","0.399135580611627","0.446126795736396"
"Non-working","2013","North Rhine-Westphalia","indirect migration background","259","0.384717529514331","0.347767121773555","0.421667937255106"
"Non-working","2013","Hesse","no migration background","529","0.408098322510143","0.382669319647923","0.433527325372364"
