"erwst","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1984","Brandenburg","1-pers.-HH","","","","","1"
"Full-time","1984","Brandenburg","(Married) couple without C. ","","","","","1"
"Full-time","1984","Brandenburg","Single parent ","","","","","1"
"Full-time","1984","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Full-time","1984","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Full-time","1984","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Full-time","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Full-time","1984","Saxony","1-pers.-HH","","","","","1"
"Full-time","1984","Saxony","(Married) couple without C. ","","","","","1"
"Full-time","1984","Saxony","Single parent ","","","","","1"
"Full-time","1984","Saxony","Couple + C. LE 16 ","","","","","1"
"Full-time","1984","Saxony","Couple + C. GT 16 ","","","","","1"
"Full-time","1984","Saxony","Couple + C. LE and GT 16","","","","","1"
"Full-time","1984","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Full-time","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Full-time","1984","Saxony-Anhalt","Single parent ","","","","","1"
"Full-time","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Full-time","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Full-time","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Full-time","1984","Thuringia","1-pers.-HH","","","","","1"
"Full-time","1984","Thuringia","(Married) couple without C. ","","","","","1"
"Full-time","1984","Thuringia","Single parent ","","","","","1"
"Full-time","1984","Thuringia","Couple + C. LE 16 ","","","","","1"
"Full-time","1984","Thuringia","Couple + C. GT 16 ","","","","","1"
"Full-time","1984","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Non-working","1984","Schleswig-Holstein","1-pers.-HH","22","","","","5"
"Non-working","1984","Hesse","Couple + C. LE 16 ","99","0.319002574465883","0.265815400887959","0.372189748043806","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","5"
"Non-working","1984","North Rhine-Westphalia","(Married) couple without C. ","329","0.521657158458741","0.485016673737932","0.55829764317955","5"
"Non-working","1984","Berlin","Couple + C. GT 16 ","15","","","","5"
"Non-working","1984","Hamburg","1-pers.-HH","33","0.682631880023202","0.559621522938767","0.805642237107637","5"
"Non-working","1984","Hesse","1-pers.-HH","65","0.622741991821964","0.538109694880091","0.707374288763838","5"
"Non-working","1984","Baden-Württemberg","1-pers.-HH","101","0.6103630694477","0.546068227199753","0.674657911695646","5"
"Non-working","1984","Hamburg","(Married) couple without C. ","44","0.58361562828436","0.482884234259852","0.684347022308869","5"
"Non-working","1984","Schleswig-Holstein","(Married) couple without C. ","49","0.589713732666568","0.486942665534468","0.692484799798668","5"
"Non-working","1984","Bremen","(Married) couple without C. ","33","0.788870147573783","0.669630847771021","0.908109447376545","5"
"Non-working","1984","North Rhine-Westphalia","Single parent ","74","0.542662452527994","0.462671978088797","0.622652926967192","5"
"Non-working","1984","Bremen","Couple + C. LE and GT 16","3","","","","5"
"Non-working","1984","Schleswig-Holstein","Single parent ","9","","","","5"
"Non-working","1984","Schleswig-Holstein","Couple + C. LE 16 ","30","0.302638457949357","0.212144090626038","0.393132825272676","5"
"Non-working","1984","Schleswig-Holstein","Couple + C. GT 16 ","27","","","","5"
"Non-working","1984","North Rhine-Westphalia","Couple + C. GT 16 ","205","0.425634393939603","0.382722708456291","0.468546079422914","5"
"Non-working","1984","Hesse","(Married) couple without C. ","131","0.536814973733873","0.479024714749528","0.594605232718218","5"
"Non-working","1984","Hesse","Single parent ","22","","","","5"
"Non-working","1984","North Rhine-Westphalia","1-pers.-HH","199","0.624978938212041","0.576174118637121","0.67378375778696","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","53","0.737607673970395","0.639976374994479","0.83523897294631","5"
"Non-working","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","222","0.435154670093336","0.391346800343323","0.478962539843348","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Single parent ","20","","","","5"
"Non-working","1984","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","39","0.380427673702198","0.293199522680258","0.467655824724138","5"
"Non-working","1984","Baden-Württemberg","(Married) couple without C. ","180","0.532138178294859","0.483662722705601","0.580613633884117","5"
"Non-working","1984","Baden-Württemberg","Single parent ","42","0.38445170997688","0.295541602773885","0.473361817179874","5"
"Non-working","1984","Baden-Württemberg","Couple + C. GT 16 ","132","0.380842303875002","0.332954736849002","0.428729870901001","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","117","0.615804120091698","0.549057288644646","0.682550951538751","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","66","0.397522018509934","0.324171832402864","0.470872204617005","5"
"Non-working","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","62","0.410248560718474","0.332813029912817","0.487684091524131","5"
"Non-working","1984","Bavaria","Single parent ","36","0.410343433435605","0.311429014976686","0.509257851894524","5"
"Non-working","1984","Bavaria","Couple + C. LE 16 ","160","0.294212922293231","0.255778625962957","0.332647218623505","5"
"Non-working","1984","Bavaria","Couple + C. GT 16 ","120","0.369811812945944","0.317567780793817","0.422055845098071","5"
"Non-working","1984","Bavaria","Couple + C. LE and GT 16","101","0.310062648895195","0.259931948813075","0.360193348977316","5"
"Non-working","1984","Bremen","Couple + C. GT 16 ","6","","","","5"
"Non-working","1984","Berlin","(Married) couple without C. ","39","0.416966805072441","0.322205986565265","0.511727623579618","5"
"Non-working","1984","Berlin","Couple + C. LE 16 ","17","","","","5"
"Non-working","1984","North Rhine-Westphalia","Couple + C. LE 16 ","319","0.366887471453264","0.334657612582578","0.399117330323949","5"
"Non-working","1984","Brandenburg","Couple + C. LE 16 ","","","","","5"
"Non-working","1984","Brandenburg","Couple + C. GT 16 ","","","","","5"
"Non-working","1984","Brandenburg","Couple + C. LE and GT 16","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","5"
"Non-working","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","5"
"Non-working","1984","Saxony","1-pers.-HH","","","","","5"
"Non-working","1984","Saxony","(Married) couple without C. ","","","","","5"
"Non-working","1984","Baden-Württemberg","Couple + C. LE 16 ","192","0.306637949735003","0.271244957708216","0.342030941761789","5"
"Non-working","1984","Berlin","1-pers.-HH","40","0.62810553797285","0.517235849339724","0.738975226605975","5"
"Non-working","1984","Berlin","Single parent ","8","","","","5"
"Non-working","1984","Berlin","Couple + C. LE and GT 16","19","","","","5"
"Non-working","1984","Hamburg","Single parent ","8","","","","5"
"Non-working","1984","Hamburg","Couple + C. LE 16 ","13","","","","5"
"Non-working","1984","Hamburg","Couple + C. GT 16 ","14","","","","5"
"Non-working","1984","Hamburg","Couple + C. LE and GT 16","12","","","","5"
"Non-working","1984","Lower Saxony","1-pers.-HH","69","0.706127994637989","0.624282376436291","0.787973612839687","5"
"Non-working","1984","Lower Saxony","(Married) couple without C. ","156","0.611117545005412","0.554118644000434","0.66811644601039","5"
"Non-working","1984","Lower Saxony","Single parent ","31","0.515665942865483","0.389212926059091","0.642118959671875","5"
"Non-working","1984","Lower Saxony","Couple + C. GT 16 ","79","0.360489410090201","0.29718673253568","0.423792087644722","5"
"Non-working","1984","Lower Saxony","Couple + C. LE and GT 16","69","0.430792775724943","0.350743237458823","0.510842313991064","5"
"Non-working","1984","Bremen","1-pers.-HH","21","","","","5"
"Non-working","1984","Bremen","Single parent ","3","","","","5"
"Non-working","1984","Bremen","Couple + C. LE 16 ","8","","","","5"
"Non-working","1984","Hesse","Couple + C. GT 16 ","84","0.39508404050457","0.331904503691068","0.458263577318072","5"
"Non-working","1984","Hesse","Couple + C. LE and GT 16","52","0.287370099817671","0.218529149556932","0.356211050078409","5"
"Non-working","1984","Baden-Württemberg","Couple + C. LE and GT 16","114","0.328608477965526","0.27853392864367","0.378683027287381","5"
"Non-working","1984","Bavaria","1-pers.-HH","103","0.600717955987399","0.533511931763193","0.667923980211606","5"
"Non-working","1984","Bavaria","(Married) couple without C. ","248","0.59389771095636","0.550145605755522","0.637649816157198","5"
"Non-working","1984","Brandenburg","1-pers.-HH","","","","","5"
"Non-working","1984","Brandenburg","(Married) couple without C. ","","","","","5"
"Non-working","1984","Brandenburg","Single parent ","","","","","5"
"Non-working","1984","Lower Saxony","Couple + C. LE 16 ","94","0.30745924797688","0.253980464206092","0.360938031747668","5"
"Non-working","1984","Saxony","Single parent ","","","","","5"
"Non-working","1984","Saxony","Couple + C. LE 16 ","","","","","5"
"Non-working","1984","Saxony","Couple + C. GT 16 ","","","","","5"
"Non-working","1984","Saxony","Couple + C. LE and GT 16","","","","","5"
"Non-working","1984","Saxony-Anhalt","1-pers.-HH","","","","","5"
"Non-working","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","5"
"Non-working","1984","Saxony-Anhalt","Single parent ","","","","","5"
"Non-working","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","5"
"Non-working","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","5"
"Non-working","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","5"
"Non-working","1984","Thuringia","1-pers.-HH","","","","","5"
"Non-working","1984","Thuringia","(Married) couple without C. ","","","","","5"
"Non-working","1984","Thuringia","Single parent ","","","","","5"
"Non-working","1984","Thuringia","Couple + C. LE 16 ","","","","","5"
"Non-working","1984","Thuringia","Couple + C. GT 16 ","","","","","5"
"Non-working","1984","Thuringia","Couple + C. LE and GT 16","","","","","5"
"Other","1984","Bremen","Couple + C. GT 16 ","1","","","","6"
"Other","1984","Bremen","Couple + C. LE and GT 16","4","","","","6"
"Other","1984","North Rhine-Westphalia","Single parent ","9","","","","6"
"Other","1984","North Rhine-Westphalia","(Married) couple without C. ","12","","","","6"
"Other","1984","North Rhine-Westphalia","Couple + C. LE 16 ","31","0.0403280219118741","0.0271722487605181","0.0534837950632301","6"
"Other","1984","North Rhine-Westphalia","Couple + C. GT 16 ","64","0.129989753393985","0.100803406048478","0.159176100739493","6"
"Other","1984","Hesse","(Married) couple without C. ","5","","","","6"
"Other","1984","Hesse","Single parent ","4","","","","6"
"Other","1984","Lower Saxony","Single parent ","8","","","","6"
"Other","1984","Lower Saxony","Couple + C. LE and GT 16","20","","","","6"
"Other","1984","Bremen","1-pers.-HH","1","","","","6"
"Other","1984","Bremen","(Married) couple without C. ","3","","","","6"
"Other","1984","Bremen","Single parent ","","","","","6"
"Other","1984","Bremen","Couple + C. LE 16 ","1","","","","6"
"Other","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","48","0.11269422091039","0.0847525085595834","0.140635933261197","6"
"Other","1984","Hesse","1-pers.-HH","4","","","","6"
"Other","1984","Lower Saxony","Couple + C. LE 16 ","10","","","","6"
"Other","1984","North Rhine-Westphalia","1-pers.-HH","14","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","6"
"Other","1984","Lower Saxony","Couple + C. GT 16 ","28","","","","6"
"Other","1984","Hesse","Couple + C. GT 16 ","20","","","","6"
"Other","1984","Hesse","Couple + C. LE and GT 16","26","","","","6"
"Other","1984","Hamburg","Couple + C. LE 16 ","5","","","","6"
"Other","1984","Hamburg","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Lower Saxony","1-pers.-HH","3","","","","6"
"Other","1984","Lower Saxony","(Married) couple without C. ","5","","","","6"
"Other","1984","Hesse","Couple + C. LE 16 ","18","","","","6"
"Other","1984","Schleswig-Holstein","Couple + C. GT 16 ","7","","","","6"
"Other","1984","Schleswig-Holstein","Couple + C. LE and GT 16","6","","","","6"
"Other","1984","Hamburg","1-pers.-HH","1","","","","6"
"Other","1984","Hamburg","(Married) couple without C. ","1","","","","6"
"Other","1984","Hamburg","Single parent ","2","","","","6"
"Other","1984","Hamburg","Couple + C. GT 16 ","8","","","","6"
"Other","1984","Schleswig-Holstein","(Married) couple without C. ","4","","","","6"
"Other","1984","Schleswig-Holstein","Single parent ","1","","","","6"
"Other","1984","Schleswig-Holstein","Couple + C. LE 16 ","5","","","","6"
"Other","1984","Schleswig-Holstein","1-pers.-HH","2","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","6","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","Single parent ","3","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","7","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","18","","","","6"
"Other","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","19","","","","6"
"Other","1984","Baden-Württemberg","1-pers.-HH","7","","","","6"
"Other","1984","Baden-Württemberg","(Married) couple without C. ","6","","","","6"
"Other","1984","Baden-Württemberg","Single parent ","14","","","","6"
"Other","1984","Baden-Württemberg","Couple + C. LE 16 ","23","","","","6"
"Other","1984","Baden-Württemberg","Couple + C. GT 16 ","33","0.0744631663611148","0.0485740548262996","0.10035227789593","6"
"Other","1984","Baden-Württemberg","Couple + C. LE and GT 16","41","0.14216579180218","0.104936139916812","0.179395443687549","6"
"Other","1984","Bavaria","1-pers.-HH","11","","","","6"
"Other","1984","Bavaria","(Married) couple without C. ","13","","","","6"
"Other","1984","Bavaria","Single parent ","8","","","","6"
"Other","1984","Bavaria","Couple + C. LE 16 ","23","","","","6"
"Other","1984","Bavaria","Couple + C. GT 16 ","36","0.104173508835183","0.0711135912925708","0.137233426377795","6"
"Other","1984","Bavaria","Couple + C. LE and GT 16","48","0.153240172452128","0.114197399640658","0.192282945263598","6"
"Other","1984","Berlin","1-pers.-HH","","","","","6"
"Other","1984","Berlin","(Married) couple without C. ","5","","","","6"
"Other","1984","Berlin","Single parent ","3","","","","6"
"Other","1984","Berlin","Couple + C. LE 16 ","1","","","","6"
"Other","1984","Berlin","Couple + C. GT 16 ","1","","","","6"
"Other","1984","Berlin","Couple + C. LE and GT 16","6","","","","6"
"Other","1984","Brandenburg","1-pers.-HH","","","","","6"
"Other","1984","Brandenburg","(Married) couple without C. ","","","","","6"
"Other","1984","Brandenburg","Single parent ","","","","","6"
"Other","1984","Brandenburg","Couple + C. LE 16 ","","","","","6"
"Other","1984","Brandenburg","Couple + C. GT 16 ","","","","","6"
"Other","1984","Brandenburg","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","6"
"Other","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Saxony","1-pers.-HH","","","","","6"
"Other","1984","Saxony","(Married) couple without C. ","","","","","6"
"Other","1984","Saxony","Single parent ","","","","","6"
"Other","1984","Saxony","Couple + C. LE 16 ","","","","","6"
"Other","1984","Saxony","Couple + C. GT 16 ","","","","","6"
"Other","1984","Saxony","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Saxony-Anhalt","1-pers.-HH","","","","","6"
"Other","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","6"
"Other","1984","Saxony-Anhalt","Single parent ","","","","","6"
"Other","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","6"
"Other","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","6"
"Other","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Thuringia","1-pers.-HH","","","","","6"
"Other","1984","Thuringia","(Married) couple without C. ","","","","","6"
"Other","1984","Thuringia","Couple + C. LE and GT 16","","","","","6"
"Other","1984","Thuringia","Single parent ","","","","","6"
"Other","1984","Thuringia","Couple + C. LE 16 ","","","","","6"
"Other","1984","Thuringia","Couple + C. GT 16 ","","","","","6"
"Part-time","1984","Hamburg","Single parent ","","","","","2"
"Part-time","1984","Schleswig-Holstein","Couple + C. LE 16 ","15","","","","2"
"Part-time","1984","Schleswig-Holstein","Single parent ","1","","","","2"
"Part-time","1984","Lower Saxony","Couple + C. LE 16 ","30","0.113497558055262","0.0767356282563785","0.150259487854146","2"
"Part-time","1984","Schleswig-Holstein","1-pers.-HH","2","","","","2"
"Part-time","1984","Hamburg","Couple + C. LE 16 ","7","","","","2"
"Part-time","1984","Bremen","Single parent ","1","","","","2"
"Part-time","1984","Hamburg","(Married) couple without C. ","7","","","","2"
"Part-time","1984","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Part-time","1984","Schleswig-Holstein","(Married) couple without C. ","2","","","","2"
"Part-time","1984","Hamburg","1-pers.-HH","","","","","2"
"Part-time","1984","Lower Saxony","(Married) couple without C. ","13","","","","2"
"Part-time","1984","Hamburg","Couple + C. GT 16 ","2","","","","2"
"Part-time","1984","Lower Saxony","Single parent ","8","","","","2"
"Part-time","1984","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","2"
"Part-time","1984","Bremen","(Married) couple without C. ","1","","","","2"
"Part-time","1984","Lower Saxony","1-pers.-HH","1","","","","2"
"Part-time","1984","Schleswig-Holstein","Couple + C. GT 16 ","8","","","","2"
"Part-time","1984","Lower Saxony","Couple + C. GT 16 ","12","","","","2"
"Part-time","1984","Bremen","1-pers.-HH","1","","","","2"
"Part-time","1984","North Rhine-Westphalia","Single parent ","10","","","","2"
"Part-time","1984","Lower Saxony","Couple + C. LE and GT 16","3","","","","2"
"Part-time","1984","Bremen","Couple + C. LE 16 ","","","","","2"
"Part-time","1984","Bremen","Couple + C. GT 16 ","1","","","","2"
"Part-time","1984","North Rhine-Westphalia","1-pers.-HH","7","","","","2"
"Part-time","1984","North Rhine-Westphalia","(Married) couple without C. ","25","","","","2"
"Part-time","1984","Thuringia","(Married) couple without C. ","","","","","2"
"Part-time","1984","Thuringia","Couple + C. GT 16 ","","","","","2"
"Part-time","1984","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Part-time","1984","Bremen","Couple + C. LE and GT 16","","","","","2"
"Part-time","1984","North Rhine-Westphalia","Couple + C. GT 16 ","25","","","","2"
"Part-time","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","25","","","","2"
"Part-time","1984","Hesse","Single parent ","2","","","","2"
"Part-time","1984","Hesse","Couple + C. GT 16 ","15","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","","","2"
"Part-time","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Part-time","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Part-time","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Part-time","1984","North Rhine-Westphalia","Couple + C. LE 16 ","48","0.0675005602376473","0.0507229736992395","0.0842781467760551","2"
"Part-time","1984","Hesse","1-pers.-HH","2","","","","2"
"Part-time","1984","Hesse","Couple + C. LE 16 ","17","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","","","2"
"Part-time","1984","Thuringia","1-pers.-HH","","","","","2"
"Part-time","1984","Thuringia","Single parent ","","","","","2"
"Part-time","1984","Thuringia","Couple + C. LE 16 ","","","","","2"
"Part-time","1984","Hesse","(Married) couple without C. ","19","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","1","","","","2"
"Part-time","1984","Baden-Württemberg","1-pers.-HH","9","","","","2"
"Part-time","1984","Saxony","(Married) couple without C. ","","","","","2"
"Part-time","1984","Hesse","Couple + C. LE and GT 16","13","","","","2"
"Part-time","1984","Saxony","Couple + C. GT 16 ","","","","","2"
"Part-time","1984","Saxony","Couple + C. LE and GT 16","","","","","2"
"Part-time","1984","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Part-time","1984","Saxony-Anhalt","Single parent ","","","","","2"
"Part-time","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Part-time","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","10","","","","2"
"Part-time","1984","Baden-Württemberg","(Married) couple without C. ","26","","","","2"
"Part-time","1984","Baden-Württemberg","Single parent ","5","","","","2"
"Part-time","1984","Baden-Württemberg","Couple + C. LE 16 ","54","0.104301114433178","0.0808399380558398","0.127762290810517","2"
"Part-time","1984","Baden-Württemberg","Couple + C. GT 16 ","17","","","","2"
"Part-time","1984","Baden-Württemberg","Couple + C. LE and GT 16","18","","","","2"
"Part-time","1984","Bavaria","(Married) couple without C. ","20","","","","2"
"Part-time","1984","Bavaria","Single parent ","5","","","","2"
