"erwst","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Part-time","2017","Not Employed","Other degree","104","0.01671242426219","0.0125952120073525","0.0208296365170275"
"Part-time","2017","Not Employed","no degree/no degree yet","57","0.00635443017716645","0.00360000595300162","0.00910885440133127"
"Part-time","2017","Employed","lower secondary degree","615","0.174214789707801","0.160897206244388","0.187532373171214"
"Part-time","2017","Employed","secondary school degree","1409","0.206697653028342","0.196088117282202","0.217307188774482"
"Part-time","2017","Employed","college entrance qualification","1476","0.19256623018057","0.18274397511318","0.202388485247959"
"Part-time","2017","Employed","Other degree","497","0.191529471048067","0.175639966734912","0.207418975361222"
"Part-time","2017","Employed","no degree/no degree yet","60","0.125640649222162","0.0931597412698707","0.158121557174453"
"Non-working","2017","Not Employed","lower secondary degree","2957","0.9774325154522","0.972175406427127","0.982689624477272"
"Non-working","2017","Not Employed","secondary school degree","1958","0.943037651550497","0.933138969677401","0.952936333423594"
"Non-working","2017","Not Employed","college entrance qualification","1654","0.939308511194365","0.928229048733438","0.950387973655293"
"Non-working","2017","Not Employed","Other degree","3200","0.887650889491692","0.877508292479422","0.897793486503962"
"Non-working","2017","Not Employed","no degree/no degree yet","2863","0.899757736158865","0.889347394075705","0.910168078242025"
"Non-working","2017","Employed","lower secondary degree","318","0.110255066573629","0.099257884733364","0.121252248413893"
"Non-working","2017","Employed","secondary school degree","401","0.0722077628488177","0.0654262506041554","0.07898927509348"
"Non-working","2017","Employed","college entrance qualification","467","0.0750722244348033","0.0685083352265824","0.0816361136430242"
"Non-working","2017","Employed","Other degree","284","0.11343954205904","0.100634032671267","0.126245051446814"
"Non-working","2017","Employed","no degree/no degree yet","97","0.218280179852933","0.177799219352888","0.258761140352978"
"Other","2017","Not Employed","lower secondary degree","62","0.0124322220456594","0.00851011131563859","0.0163543327756802"
"Other","2017","Not Employed","secondary school degree","90","0.0321223817781466","0.024591722460088","0.0396530410962052"
"Other","2017","Not Employed","college entrance qualification","65","0.0246957007122592","0.0174940606431154","0.0318973407814029"
"Other","2017","Not Employed","Other degree","225","0.0515638358822223","0.0444611940270296","0.0586664777374151"
"Other","2017","Not Employed","no degree/no degree yet","186","0.0797928728706941","0.0703999313158696","0.0891858144255186"
"Other","2017","Employed","lower secondary degree","465","0.142953236056232","0.130663328342353","0.155243143770112"
"Other","2017","Employed","secondary school degree","527","0.0886918989795164","0.081243141570596","0.0961406563884369"
"Other","2017","Employed","college entrance qualification","609","0.104077187285012","0.0964707592636579","0.111683615306367"
"Other","2017","Employed","Other degree","258","0.129839269170125","0.116266663884637","0.143411874455613"
"Other","2017","Employed","no degree/no degree yet","106","0.261948406775791","0.21885911687901","0.305037696672571"
"Full-time","2018","Not Employed","lower secondary degree","18","","",""
"Full-time","2018","Not Employed","secondary school degree","18","","",""
"Full-time","2018","Not Employed","college entrance qualification","35","0.0228413359216352","0.0157932532537409","0.0298894185895295"
"Full-time","2018","Not Employed","Other degree","224","0.0382806500693406","0.0311863629654169","0.0453749371732642"
"Full-time","2018","Not Employed","no degree/no degree yet","104","0.0169943482691986","0.011872223783862","0.0221164727545353"
"Full-time","2018","Employed","lower secondary degree","1563","0.564539932708523","0.54645377971314","0.582626085703906"
"Full-time","2018","Employed","secondary school degree","3023","0.625113737505172","0.612110294685898","0.638117180324446"
"Full-time","2018","Employed","college entrance qualification","3458","0.62150583526785","0.60921922919908","0.633792441336621"
"Full-time","2018","Employed","Other degree","1299","0.571589377587859","0.551717019587473","0.591461735588244"
"Full-time","2018","Employed","no degree/no degree yet","163","0.379730772897292","0.336177889171541","0.423283656623044"
"Part-time","2018","Not Employed","lower secondary degree","19","","",""
"Part-time","2018","Not Employed","secondary school degree","26","","",""
"Part-time","2018","Not Employed","college entrance qualification","31","0.0103078480760562","0.00554286060519685","0.0150728355469156"
"Part-time","2018","Not Employed","Other degree","138","0.0222409891494108","0.0167885868322643","0.0276933914665573"
"Part-time","2018","Not Employed","no degree/no degree yet","62","0.0141517328595451","0.00947082907548741","0.0188326366436029"
"Part-time","2018","Employed","lower secondary degree","573","0.184594763244508","0.170442655204029","0.198746871284988"
"Part-time","2018","Employed","secondary school degree","1375","0.214268703376747","0.203247082592817","0.225290324160678"
"Part-time","2018","Employed","college entrance qualification","1449","0.195249730056805","0.185208069853138","0.205291390260473"
"Part-time","2018","Employed","Other degree","509","0.198478143109632","0.182460771872629","0.214495514346635"
"Part-time","2018","Employed","no degree/no degree yet","81","0.18582037677718","0.150914730438611","0.220726023115748"
"Non-working","2018","Not Employed","lower secondary degree","2854","0.978717602551882","0.973505122381702","0.983930082722063"
"Non-working","2018","Not Employed","secondary school degree","1898","0.956890040947322","0.948067797727265","0.965712284167379"
"Non-working","2018","Not Employed","college entrance qualification","1583","0.941391142790324","0.930309749315964","0.952472536264684"
"Non-working","2018","Not Employed","Other degree","2282","0.908950299489419","0.898313664394234","0.919586934584604"
"Non-working","2018","Not Employed","no degree/no degree yet","2121","0.890813721842576","0.878454323067133","0.903173120618019"
"Non-working","2018","Employed","lower secondary degree","317","0.0998360901420428","0.0889008259537309","0.110771354330355"
"Non-working","2018","Employed","secondary school degree","402","0.0736741353095105","0.0666568604690074","0.0806914101500136"
"Non-working","2018","Employed","college entrance qualification","505","0.0844257205604831","0.0773826195874568","0.0914688215335094"
"Non-working","2018","Employed","Other degree","261","0.106460292166437","0.0940743808050579","0.118846203527817"
"Non-working","2018","Employed","no degree/no degree yet","132","0.200422754576165","0.164498097762712","0.236347411389618"
"Other","2018","Not Employed","lower secondary degree","54","0.0139442917192784","0.00970928213877742","0.0181793012997795"
"Other","2018","Not Employed","secondary school degree","94","0.0211366456695724","0.0148886852049602","0.0273846061341845"
"Other","2018","Not Employed","college entrance qualification","77","0.0254596732119844","0.0180285576460252","0.0328907887779437"
"Other","2018","Not Employed","Other degree","166","0.0305280612918298","0.0241672550731714","0.0368888675104882"
"Other","2018","Not Employed","no degree/no degree yet","159","0.0780401970286799","0.0674101536573944","0.0886702403999653"
"Other","2018","Employed","lower secondary degree","434","0.151029213904926","0.137967458314457","0.164090969495395"
"Other","2018","Employed","secondary school degree","524","0.0869434238085701","0.0793751596627639","0.0945116879543763"
"Other","2018","Employed","college entrance qualification","574","0.0988187141148612","0.0912589992334223","0.1063784289963"
"Other","2018","Employed","Other degree","313","0.123472187136072","0.110260915152533","0.136683459119611"
"Other","2018","Employed","no degree/no degree yet","101","0.234026095749363","0.196030957227232","0.272021234271493"
"Full-time","2019","Not Employed","lower secondary degree","44","0.0126875449122184","0.00852558325876266","0.0168495065656742"
"Full-time","2019","Not Employed","secondary school degree","70","0.0241622961944245","0.0176042147391291","0.0307203776497199"
"Full-time","2019","Not Employed","college entrance qualification","95","0.0502626051441576","0.0404046597682734","0.0601205505200418"
"Full-time","2019","Not Employed","Other degree","153","0.0318464912250375","0.0243666811807801","0.0393263012692949"
"Full-time","2019","Not Employed","no degree/no degree yet","108","0.0196314999966062","0.0136010347616927","0.0256619652315197"
"Full-time","2019","Employed","lower secondary degree","1479","0.569066821265401","0.550276172382068","0.587857470148735"
"Full-time","2019","Employed","secondary school degree","3248","0.612766452685483","0.599833913064858","0.625698992306107"
"Full-time","2019","Employed","college entrance qualification","4106","0.626697207867347","0.615126784069334","0.638267631665361"
"Full-time","2019","Employed","Other degree","1268","0.568425122198473","0.548322693610187","0.588527550786758"
"Full-time","2019","Employed","no degree/no degree yet","232","0.375537590851744","0.335607184929205","0.415467996774282"
"Part-time","2019","Not Employed","lower secondary degree","27","","",""
"Part-time","2019","Not Employed","secondary school degree","46","0.0205004000196852","0.0144483542081901","0.0265524458311803"
"Part-time","2019","Not Employed","college entrance qualification","60","0.02656978079174","0.0193135925827089","0.0338259690007712"
"Part-time","2019","Not Employed","Other degree","82","0.00920172334275869","0.00513434221580847","0.0132691044697089"
"Part-time","2019","Not Employed","no degree/no degree yet","39","0.0229680698303731","0.0164563451481445","0.0294797945126016"
"Part-time","2019","Employed","lower secondary degree","533","0.185478681179976","0.170729992587843","0.200227369772109"
"Part-time","2019","Employed","secondary school degree","1348","0.230478174626897","0.219297314519936","0.241659034733858"
"Part-time","2019","Employed","college entrance qualification","1582","0.208976133885997","0.199250164325031","0.218702103446962"
"Part-time","2019","Employed","Other degree","500","0.207169598147713","0.190720693713791","0.223618502581635"
"Part-time","2019","Employed","no degree/no degree yet","93","0.208125025843873","0.174650508136056","0.241599543551691"
"Non-working","2019","Not Employed","lower secondary degree","2623","0.955607303386466","0.94794820825391","0.963266398519023"
"Non-working","2019","Not Employed","secondary school degree","1883","0.921392108384148","0.909898028114941","0.932886188653355"
"Non-working","2019","Not Employed","college entrance qualification","1618","0.875601088234802","0.860710098033193","0.890492078436412"
"Non-working","2019","Not Employed","Other degree","1747","0.936536234620723","0.92615108226315","0.946921386978296"
"Non-working","2019","Not Employed","no degree/no degree yet","1726","0.886651935178807","0.872871496598527","0.900432373759086"
"Non-working","2019","Employed","lower secondary degree","300","0.122002905417375","0.109583900346975","0.134421910487774"
"Non-working","2019","Employed","secondary school degree","385","0.0797181240264103","0.0725271319621792","0.0869091160906414"
"Non-working","2019","Employed","college entrance qualification","462","0.0784043956803077","0.0719741114400953","0.0848346799205201"
"Non-working","2019","Employed","Other degree","287","0.120631866822962","0.107412818076713","0.13385091556921"
"Non-working","2019","Employed","no degree/no degree yet","120","0.161315977685596","0.13098672257617","0.191645232795022"
"Other","2019","Not Employed","lower secondary degree","84","0.0245951569918429","0.0188354654757353","0.0303548485079506"
"Other","2019","Not Employed","secondary school degree","107","0.0339451954017423","0.0262111103005357","0.0416792805029489"
"Other","2019","Not Employed","college entrance qualification","114","0.0475665258293","0.0379630116366428","0.0571700400219573"
"Other","2019","Not Employed","Other degree","135","0.0224155508114812","0.0161097606902547","0.0287213409327078"
"Other","2019","Not Employed","no degree/no degree yet","160","0.0707484949942141","0.0596028644966404","0.0818941254917878"
"Other","2019","Employed","lower secondary degree","356","0.123451592137248","0.11096938231445","0.135933801960047"
"Other","2019","Employed","secondary school degree","469","0.0770372486612102","0.0699579161889556","0.0841165811334649"
"Other","2019","Employed","college entrance qualification","563","0.0859222625663486","0.0792182597877584","0.0926262653449387"
"Other","2019","Employed","Other degree","277","0.103773412830852","0.0913958317600531","0.116150993901652"
"Other","2019","Employed","no degree/no degree yet","120","0.255021405618787","0.219080908337798","0.290961902899777"
