"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Non-working","1998","Berlin","lower secondary degree","73","0.635780837612051","0.550739389276458","0.720822285947643"
"Non-working","1998","Berlin","secondary school degree","64","0.40864594088846","0.339649264480736","0.477642617296183"
"Non-working","1998","Berlin","college entrance qualification","43","0.34203396119941","0.262885057855427","0.421182864543394"
"Non-working","1998","Berlin","Other degree","","","",""
"Non-working","1998","Berlin","no degree/no degree yet","","","",""
"Non-working","1998","Brandenburg","lower secondary degree","147","0.810775650654221","0.756761038095044","0.864790263213397"
"Non-working","1998","Brandenburg","secondary school degree","71","0.231956426290551","0.182340417316918","0.281572435264184"
"Non-working","1998","Brandenburg","college entrance qualification","30","0.333069730595751","0.237281000867557","0.428858460323944"
"Non-working","1998","Brandenburg","Other degree","","","",""
"Non-working","1998","Brandenburg","no degree/no degree yet","","","",""
"Non-working","1998","Mecklenburg-Western Pomerania","lower secondary degree","78","0.7012820630399","0.617991439667436","0.784572686412364"
"Non-working","1998","Mecklenburg-Western Pomerania","secondary school degree","58","0.334770691367829","0.269853537020507","0.399687845715152"
"Non-working","1998","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Non-working","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Non-working","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Non-working","1998","Saxony","lower secondary degree","277","0.743514391935819","0.701347103639863","0.785681680231776"
"Non-working","1998","Saxony","secondary school degree","131","0.278187975782976","0.240038252723004","0.316337698842947"
"Non-working","1998","Saxony","college entrance qualification","44","0.310519989437253","0.240342879878644","0.380697098995862"
"Non-working","1998","Saxony","Other degree","","","",""
"Non-working","1998","Saxony","no degree/no degree yet","31","0.927103003187559","0.83840579844859","1.01580020792653"
"Non-working","1998","Saxony-Anhalt","lower secondary degree","182","0.783947063251923","0.733728799447821","0.834165327056026"
"Non-working","1998","Saxony-Anhalt","secondary school degree","80","0.347475390109233","0.292953016516693","0.401997763701773"
"Non-working","1998","Saxony-Anhalt","college entrance qualification","","","",""
"Non-working","1998","Saxony-Anhalt","Other degree","","","",""
"Non-working","1998","Saxony-Anhalt","no degree/no degree yet","","","",""
"Non-working","1998","Thuringia","lower secondary degree","186","0.74889871726496","0.696589028435085","0.801208406094835"
"Non-working","1998","Thuringia","secondary school degree","93","0.34203338270053","0.291902535126931","0.392164230274129"
"Non-working","1998","Thuringia","college entrance qualification","","","",""
"Non-working","1998","Thuringia","Other degree","","","",""
"Non-working","1998","Thuringia","no degree/no degree yet","","","",""
"Other","1998","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1998","Schleswig-Holstein","secondary school degree","","","",""
"Other","1998","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1998","Schleswig-Holstein","Other degree","","","",""
"Other","1998","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1998","Hamburg","lower secondary degree","","","",""
"Other","1998","Hamburg","secondary school degree","","","",""
"Other","1998","Hamburg","college entrance qualification","","","",""
"Other","1998","Hamburg","Other degree","","","",""
"Other","1998","Hamburg","no degree/no degree yet","","","",""
"Other","1998","Lower Saxony","lower secondary degree","","","",""
"Other","1998","Lower Saxony","secondary school degree","36","0.0929842801654272","0.0612149726482913","0.124753587682563"
"Other","1998","Lower Saxony","college entrance qualification","","","",""
"Other","1998","Lower Saxony","Other degree","","","",""
"Other","1998","Lower Saxony","no degree/no degree yet","","","",""
"Other","1998","Bremen","lower secondary degree","","","",""
"Other","1998","Bremen","secondary school degree","","","",""
"Other","1998","Bremen","college entrance qualification","","","",""
"Other","1998","Bremen","Other degree","","","",""
"Other","1998","Bremen","no degree/no degree yet","","","",""
"Other","1998","North Rhine-Westphalia","lower secondary degree","44","0.0240371350293396","0.0151771059929428","0.0328971640657364"
"Other","1998","North Rhine-Westphalia","secondary school degree","38","0.0519571195063358","0.0335587765299568","0.0703554624827148"
"Other","1998","North Rhine-Westphalia","college entrance qualification","31","0.0562247376902722","0.0362716034521242","0.0761778719284202"
"Other","1998","North Rhine-Westphalia","Other degree","","","",""
"Other","1998","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1998","Hesse","lower secondary degree","","","",""
"Other","1998","Hesse","secondary school degree","","","",""
"Other","1998","Hesse","college entrance qualification","","","",""
"Other","1998","Hesse","Other degree","","","",""
"Other","1998","Hesse","no degree/no degree yet","","","",""
"Other","1998","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Other","1998","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1998","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1998","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1998","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1998","Baden-Württemberg","lower secondary degree","44","0.0434489036237932","0.0290587841412482","0.0578390231063381"
"Other","1998","Baden-Württemberg","secondary school degree","","","",""
"Other","1998","Baden-Württemberg","college entrance qualification","","","",""
"Other","1998","Baden-Württemberg","Other degree","","","",""
"Other","1998","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1998","Bavaria","lower secondary degree","48","0.0391528014652855","0.0259971173039278","0.0523084856266432"
"Other","1998","Bavaria","secondary school degree","37","0.0759482419053099","0.0503367904583347","0.101559693352285"
"Other","1998","Bavaria","college entrance qualification","","","",""
"Other","1998","Bavaria","Other degree","","","",""
"Other","1998","Bavaria","no degree/no degree yet","","","",""
"Other","1998","Berlin","lower secondary degree","","","",""
"Other","1998","Berlin","secondary school degree","","","",""
"Other","1998","Berlin","college entrance qualification","","","",""
"Other","1998","Berlin","Other degree","","","",""
"Other","1998","Berlin","no degree/no degree yet","","","",""
"Other","1998","Brandenburg","lower secondary degree","","","",""
"Other","1998","Brandenburg","secondary school degree","","","",""
"Other","1998","Brandenburg","college entrance qualification","","","",""
"Other","1998","Brandenburg","Other degree","","","",""
"Other","1998","Brandenburg","no degree/no degree yet","","","",""
"Other","1998","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1998","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1998","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1998","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1998","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1998","Saxony","lower secondary degree","","","",""
"Other","1998","Saxony","secondary school degree","32","0.053389202205339","0.0342500542892107","0.0725283501214672"
"Other","1998","Saxony","college entrance qualification","","","",""
"Other","1998","Saxony","Other degree","","","",""
"Other","1998","Saxony","no degree/no degree yet","","","",""
"Other","1998","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1998","Saxony-Anhalt","secondary school degree","","","",""
"Other","1998","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1998","Saxony-Anhalt","Other degree","","","",""
"Other","1998","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1998","Thuringia","lower secondary degree","","","",""
"Other","1998","Thuringia","secondary school degree","","","",""
"Other","1998","Thuringia","college entrance qualification","","","",""
"Other","1998","Thuringia","Other degree","","","",""
"Other","1998","Thuringia","no degree/no degree yet","","","",""
"Full-time","1999","Schleswig-Holstein","lower secondary degree","55","0.395779586859962","0.31534768999714","0.476211483722783"
"Full-time","1999","Schleswig-Holstein","secondary school degree","50","0.49327606474528","0.392207780065325","0.594344349425236"
"Full-time","1999","Schleswig-Holstein","college entrance qualification","","","",""
"Full-time","1999","Schleswig-Holstein","Other degree","","","",""
"Full-time","1999","Schleswig-Holstein","no degree/no degree yet","","","",""
"Full-time","1999","Hamburg","lower secondary degree","","","",""
"Full-time","1999","Hamburg","secondary school degree","","","",""
"Full-time","1999","Hamburg","college entrance qualification","","","",""
"Full-time","1999","Hamburg","Other degree","","","",""
"Full-time","1999","Hamburg","no degree/no degree yet","","","",""
"Full-time","1999","Lower Saxony","lower secondary degree","167","0.316780214769584","0.274854858445819","0.35870557109335"
"Full-time","1999","Lower Saxony","secondary school degree","157","0.435639189738054","0.382463056666122","0.488815322809987"
"Full-time","1999","Lower Saxony","college entrance qualification","104","0.515489148807763","0.443860162410641","0.587118135204885"
"Full-time","1999","Lower Saxony","Other degree","44","0.522268356251056","0.417905581857428","0.626631130644684"
"Full-time","1999","Lower Saxony","no degree/no degree yet","","","",""
"Full-time","1999","Bremen","lower secondary degree","","","",""
"Full-time","1999","Bremen","secondary school degree","","","",""
"Full-time","1999","Bremen","college entrance qualification","","","",""
"Full-time","1999","Bremen","Other degree","","","",""
"Full-time","1999","Bremen","no degree/no degree yet","","","",""
"Full-time","1999","North Rhine-Westphalia","lower secondary degree","418","0.350919827730552","0.322754587493908","0.379085067967196"
"Full-time","1999","North Rhine-Westphalia","secondary school degree","287","0.503739418152203","0.462029781126254","0.545449055178152"
"Full-time","1999","North Rhine-Westphalia","college entrance qualification","297","0.567811611955193","0.524818222486083","0.610805001424302"
"Full-time","1999","North Rhine-Westphalia","Other degree","115","0.498849284447855","0.43611253225345","0.561586036642259"
"Full-time","1999","North Rhine-Westphalia","no degree/no degree yet","38","0.142195085968388","0.0950709476184109","0.189319224318365"
"Full-time","1999","Hesse","lower secondary degree","118","0.262402214551148","0.216702168039401","0.308102261062895"
"Full-time","1999","Hesse","secondary school degree","90","0.473170561145247","0.399197610454327","0.547143511836167"
"Full-time","1999","Hesse","college entrance qualification","101","0.523295228215549","0.450127476148581","0.596462980282518"
"Full-time","1999","Hesse","Other degree","35","0.34790449034445","0.248949270133102","0.446859710555798"
"Full-time","1999","Hesse","no degree/no degree yet","","","",""
"Full-time","1999","Rhineland-Palatinate,Saarland","lower secondary degree","146","0.314081508766252","0.269849634029681","0.358313383502824"
"Full-time","1999","Rhineland-Palatinate,Saarland","secondary school degree","67","0.397065485296052","0.31391047680053","0.480220493791573"
"Full-time","1999","Rhineland-Palatinate,Saarland","college entrance qualification","49","0.549591008903433","0.443193420775545","0.65598859703132"
"Full-time","1999","Rhineland-Palatinate,Saarland","Other degree","37","0.515269208564564","0.398193587463901","0.632344829665226"
"Full-time","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Full-time","1999","Baden-Württemberg","lower secondary degree","321","0.340600213085272","0.306885143375354","0.37431528279519"
"Full-time","1999","Baden-Württemberg","secondary school degree","136","0.417532342383179","0.360773953303227","0.474290731463132"
"Full-time","1999","Baden-Württemberg","college entrance qualification","137","0.510084021109769","0.448117124240558","0.572050917978979"
"Full-time","1999","Baden-Württemberg","Other degree","99","0.505440392948157","0.437657633917642","0.573223151978673"
"Full-time","1999","Baden-Württemberg","no degree/no degree yet","49","0.312758921499928","0.242232238965717","0.383285604034138"
"Full-time","1999","Bavaria","lower secondary degree","362","0.375777000026587","0.342867490585389","0.408686509467785"
"Full-time","1999","Bavaria","secondary school degree","195","0.412427308842348","0.364893349373094","0.459961268311602"
"Full-time","1999","Bavaria","college entrance qualification","153","0.519334302188117","0.460708194833915","0.577960409542319"
"Full-time","1999","Bavaria","Other degree","71","0.51794927926257","0.435473102735343","0.600425455789796"
"Full-time","1999","Bavaria","no degree/no degree yet","","","",""
"Full-time","1999","Berlin","lower secondary degree","36","0.261497253552418","0.183518228860251","0.339476278244586"
"Full-time","1999","Berlin","secondary school degree","102","0.495179591342101","0.423519541099973","0.566839641584229"
"Full-time","1999","Berlin","college entrance qualification","77","0.495588566361794","0.412170206223938","0.57900692649965"
"Full-time","1999","Berlin","Other degree","","","",""
"Full-time","1999","Berlin","no degree/no degree yet","","","",""
"Full-time","1999","Brandenburg","lower secondary degree","45","0.180540202732606","0.126554150045792","0.23452625541942"
"Full-time","1999","Brandenburg","secondary school degree","162","0.571963133049438","0.513589307420575","0.6303369586783"
"Full-time","1999","Brandenburg","college entrance qualification","46","0.484816810747467","0.38039855560548","0.589235065889454"
"Full-time","1999","Brandenburg","Other degree","","","",""
"Full-time","1999","Brandenburg","no degree/no degree yet","","","",""
"Full-time","1999","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Full-time","1999","Mecklenburg-Western Pomerania","secondary school degree","117","0.607970907515935","0.539969790996773","0.675972024035097"
"Full-time","1999","Mecklenburg-Western Pomerania","college entrance qualification","38","0.442749615910087","0.325549556872154","0.55994967494802"
"Full-time","1999","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","1999","Saxony","lower secondary degree","93","0.188520315759413","0.14970226777631","0.227338363742515"
"Full-time","1999","Saxony","secondary school degree","297","0.565531957005683","0.523251602104395","0.607812311906971"
"Full-time","1999","Saxony","college entrance qualification","111","0.622351702042789","0.550318093149053","0.694385310936526"
"Full-time","1999","Saxony","Other degree","","","",""
"Full-time","1999","Saxony","no degree/no degree yet","","","",""
"Full-time","1999","Saxony-Anhalt","lower secondary degree","63","0.196946264124292","0.147648835867845","0.246243692380739"
"Full-time","1999","Saxony-Anhalt","secondary school degree","179","0.587017017237181","0.531485947010104","0.642548087464258"
"Full-time","1999","Saxony-Anhalt","college entrance qualification","66","0.663101215631132","0.567552732199002","0.758649699063263"
"Full-time","1999","Saxony-Anhalt","Other degree","","","",""
"Full-time","1999","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","1999","Thuringia","lower secondary degree","64","0.219493605981906","0.17003166893737","0.268955543026442"
"Full-time","1999","Thuringia","secondary school degree","211","0.567326102178843","0.514507552532131","0.620144651825554"
"Full-time","1999","Thuringia","college entrance qualification","53","0.575213068767739","0.466894467486793","0.683531670048685"
"Full-time","1999","Thuringia","Other degree","","","",""
"Full-time","1999","Thuringia","no degree/no degree yet","","","",""
"Part-time","1999","Schleswig-Holstein","lower secondary degree","","","",""
"Part-time","1999","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","1999","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","1999","Schleswig-Holstein","Other degree","","","",""
"Part-time","1999","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","1999","Hamburg","lower secondary degree","","","",""
"Part-time","1999","Hamburg","secondary school degree","","","",""
"Part-time","1999","Hamburg","college entrance qualification","","","",""
"Part-time","1999","Hamburg","Other degree","","","",""
"Part-time","1999","Hamburg","no degree/no degree yet","","","",""
"Part-time","1999","Lower Saxony","lower secondary degree","45","0.0812489892746687","0.0566268706602763","0.105871107889061"
"Part-time","1999","Lower Saxony","secondary school degree","32","0.0948900415438621","0.0634606591018684","0.126319423985856"
"Part-time","1999","Lower Saxony","college entrance qualification","","","",""
"Part-time","1999","Lower Saxony","Other degree","","","",""
"Part-time","1999","Lower Saxony","no degree/no degree yet","","","",""
"Part-time","1999","Bremen","lower secondary degree","","","",""
"Part-time","1999","Bremen","secondary school degree","","","",""
"Part-time","1999","Bremen","college entrance qualification","","","",""
"Part-time","1999","Bremen","Other degree","","","",""
"Part-time","1999","Bremen","no degree/no degree yet","","","",""
"Part-time","1999","North Rhine-Westphalia","lower secondary degree","77","0.0616618612416825","0.0474664383857475","0.0758572840976174"
"Part-time","1999","North Rhine-Westphalia","secondary school degree","75","0.139800536629953","0.110871594345256","0.16872947891465"
"Part-time","1999","North Rhine-Westphalia","college entrance qualification","60","0.114786175145988","0.0871210977645929","0.142451252527382"
"Part-time","1999","North Rhine-Westphalia","Other degree","","","",""
"Part-time","1999","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Part-time","1999","Hesse","lower secondary degree","41","0.107297707395147","0.07514839872668","0.139447016063615"
"Part-time","1999","Hesse","secondary school degree","","","",""
"Part-time","1999","Hesse","college entrance qualification","","","",""
"Part-time","1999","Hesse","Other degree","","","",""
"Part-time","1999","Hesse","no degree/no degree yet","","","",""
"Part-time","1999","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Part-time","1999","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Part-time","1999","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Part-time","1999","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Part-time","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Part-time","1999","Baden-Württemberg","lower secondary degree","66","0.0862686415109212","0.066294738001009","0.106242545020833"
"Part-time","1999","Baden-Württemberg","secondary school degree","34","0.0990057169894566","0.0646309117406861","0.133380522238227"
"Part-time","1999","Baden-Württemberg","college entrance qualification","","","",""
"Part-time","1999","Baden-Württemberg","Other degree","","","",""
"Part-time","1999","Baden-Württemberg","no degree/no degree yet","","","",""
"Part-time","1999","Bavaria","lower secondary degree","70","0.0706942872191128","0.0532779072374492","0.0881106672007764"
"Part-time","1999","Bavaria","secondary school degree","47","0.101852413453892","0.0726472932025236","0.131057533705261"
"Part-time","1999","Bavaria","college entrance qualification","","","",""
"Part-time","1999","Bavaria","Other degree","","","",""
"Part-time","1999","Bavaria","no degree/no degree yet","","","",""
"Part-time","1999","Berlin","lower secondary degree","","","",""
"Part-time","1999","Berlin","secondary school degree","","","",""
"Part-time","1999","Berlin","college entrance qualification","","","",""
"Part-time","1999","Berlin","Other degree","","","",""
"Part-time","1999","Berlin","no degree/no degree yet","","","",""
"Part-time","1999","Brandenburg","lower secondary degree","","","",""
"Part-time","1999","Brandenburg","secondary school degree","30","0.139458724458079","0.0985889494121368","0.180328499504022"
"Part-time","1999","Brandenburg","college entrance qualification","","","",""
"Part-time","1999","Brandenburg","Other degree","","","",""
"Part-time","1999","Brandenburg","no degree/no degree yet","","","",""
"Part-time","1999","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Part-time","1999","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Part-time","1999","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Part-time","1999","Mecklenburg-Western Pomerania","Other degree","","","",""
"Part-time","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Part-time","1999","Saxony","lower secondary degree","","","",""
"Part-time","1999","Saxony","secondary school degree","52","0.084262133646885","0.060568430543495","0.107955836750275"
"Part-time","1999","Saxony","college entrance qualification","","","",""
"Part-time","1999","Saxony","Other degree","","","",""
"Part-time","1999","Saxony","no degree/no degree yet","","","",""
"Part-time","1999","Saxony-Anhalt","lower secondary degree","","","",""
"Part-time","1999","Saxony-Anhalt","secondary school degree","","","",""
"Part-time","1999","Saxony-Anhalt","college entrance qualification","","","",""
"Part-time","1999","Saxony-Anhalt","Other degree","","","",""
"Part-time","1999","Saxony-Anhalt","no degree/no degree yet","","","",""
"Part-time","1999","Thuringia","lower secondary degree","","","",""
"Part-time","1999","Thuringia","secondary school degree","30","0.0897517704026718","0.05928045697417","0.120223083831174"
"Part-time","1999","Thuringia","college entrance qualification","","","",""
"Part-time","1999","Thuringia","Other degree","","","",""
"Part-time","1999","Thuringia","no degree/no degree yet","","","",""
"Non-working","1999","Schleswig-Holstein","lower secondary degree","69","0.518768100174486","0.436587794129539","0.600948406219433"
"Non-working","1999","Schleswig-Holstein","secondary school degree","","","",""
"Non-working","1999","Schleswig-Holstein","college entrance qualification","","","",""
"Non-working","1999","Schleswig-Holstein","Other degree","","","",""
"Non-working","1999","Schleswig-Holstein","no degree/no degree yet","","","",""
"Non-working","1999","Hamburg","lower secondary degree","","","",""
"Non-working","1999","Hamburg","secondary school degree","","","",""
"Non-working","1999","Hamburg","college entrance qualification","","","",""
"Non-working","1999","Hamburg","Other degree","","","",""
"Non-working","1999","Hamburg","no degree/no degree yet","","","",""
"Non-working","1999","Lower Saxony","lower secondary degree","237","0.567776532731686","0.523132809066942","0.61242025639643"
"Non-working","1999","Lower Saxony","secondary school degree","106","0.375409122219855","0.323478313385918","0.427339931053791"
"Non-working","1999","Lower Saxony","college entrance qualification","41","0.238695404841296","0.17759718700794","0.299793622674652"
"Non-working","1999","Lower Saxony","Other degree","33","0.385307756585562","0.283626829488554","0.486988683682571"
"Non-working","1999","Lower Saxony","no degree/no degree yet","39","0.645773154188081","0.52672217394685","0.764824134429312"
"Non-working","1999","Bremen","lower secondary degree","30","0.772290973453566","0.646949595170798","0.897632351736333"
"Non-working","1999","Bremen","secondary school degree","","","",""
"Non-working","1999","Bremen","college entrance qualification","","","",""
"Non-working","1999","Bremen","Other degree","","","",""
"Non-working","1999","Bremen","no degree/no degree yet","","","",""
"Non-working","1999","North Rhine-Westphalia","lower secondary degree","555","0.55277917036664","0.523436665780437","0.582121674952842"
"Non-working","1999","North Rhine-Westphalia","secondary school degree","149","0.292812890032429","0.254851612833993","0.330774167230865"
"Non-working","1999","North Rhine-Westphalia","college entrance qualification","107","0.213578217981765","0.178009415051671","0.24914702091186"
"Non-working","1999","North Rhine-Westphalia","Other degree","109","0.425787742798922","0.363745714878072","0.487829770719772"
"Non-working","1999","North Rhine-Westphalia","no degree/no degree yet","155","0.758076124698222","0.700292785123144","0.8158594642733"
"Non-working","1999","Hesse","lower secondary degree","176","0.579401547103501","0.528121696326761","0.630681397880241"
"Non-working","1999","Hesse","secondary school degree","47","0.345596588000192","0.275137573047507","0.416055602952877"
"Non-working","1999","Hesse","college entrance qualification","50","0.340978945818097","0.271534902045412","0.410422989590783"
"Non-working","1999","Hesse","Other degree","40","0.448972808008216","0.345637289606678","0.552308326409755"
"Non-working","1999","Hesse","no degree/no degree yet","46","0.645806606310699","0.53533432747684","0.756278885144557"
"Non-working","1999","Rhineland-Palatinate,Saarland","lower secondary degree","221","0.574582337663768","0.527467054921976","0.621697620405559"
"Non-working","1999","Rhineland-Palatinate,Saarland","secondary school degree","34","0.393017126955716","0.310009838499454","0.476024415411978"
"Non-working","1999","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Non-working","1999","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Non-working","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","31","0.8101856935143","0.687109928546861","0.933261458481739"
"Non-working","1999","Baden-Württemberg","lower secondary degree","325","0.527640408017548","0.492123708893163","0.563157107141934"
"Non-working","1999","Baden-Württemberg","secondary school degree","91","0.376544684338513","0.320779901065597","0.432309467611429"
"Non-working","1999","Baden-Württemberg","college entrance qualification","73","0.289630544739522","0.233403869112324","0.345857220366719"
"Non-working","1999","Baden-Württemberg","Other degree","93","0.397693175435647","0.331340580935168","0.464045769936126"
"Non-working","1999","Baden-Württemberg","no degree/no degree yet","93","0.513931806723859","0.437899984901931","0.589963628545787"
"Non-working","1999","Bavaria","lower secondary degree","353","0.502949944667323","0.468975773267945","0.536924116066701"
"Non-working","1999","Bavaria","secondary school degree","127","0.38404081766255","0.337076918949085","0.431004716376016"
"Non-working","1999","Bavaria","college entrance qualification","86","0.350622145070001","0.294631638379288","0.406612651760714"
"Non-working","1999","Bavaria","Other degree","55","0.344301836247372","0.265875814065685","0.42272785842906"
"Non-working","1999","Bavaria","no degree/no degree yet","45","0.574097504993812","0.459880763842768","0.688314246144856"
"Non-working","1999","Berlin","lower secondary degree","74","0.656909425308875","0.572668075701067","0.741150774916682"
"Non-working","1999","Berlin","secondary school degree","61","0.39355538104234","0.323534787373638","0.463575974711042"
"Non-working","1999","Berlin","college entrance qualification","45","0.403310982635607","0.321464014915038","0.485157950356176"
"Non-working","1999","Berlin","Other degree","","","",""
"Non-working","1999","Berlin","no degree/no degree yet","","","",""
"Non-working","1999","Brandenburg","lower secondary degree","136","0.78200041496514","0.724049258039468","0.839951571890813"
"Non-working","1999","Brandenburg","secondary school degree","75","0.263386935011343","0.211422001854586","0.315351868168099"
"Non-working","1999","Brandenburg","college entrance qualification","30","0.383389639564574","0.281803992778076","0.484975286351071"
"Non-working","1999","Brandenburg","Other degree","","","",""
"Non-working","1999","Brandenburg","no degree/no degree yet","","","",""
"Non-working","1999","Mecklenburg-Western Pomerania","lower secondary degree","74","0.76005718571776","0.681665017936839","0.838449353498681"
"Non-working","1999","Mecklenburg-Western Pomerania","secondary school degree","46","0.243103588740501","0.18335475893534","0.302852418545661"
"Non-working","1999","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Non-working","1999","Mecklenburg-Western Pomerania","Other degree","","","",""
"Non-working","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Non-working","1999","Saxony","lower secondary degree","268","0.756390156440273","0.713787553144425","0.798992759736122"
"Non-working","1999","Saxony","secondary school degree","144","0.295660400461544","0.256736284009597","0.334584516913492"
"Non-working","1999","Saxony","college entrance qualification","41","0.24311402995677","0.179376723587136","0.306851336326405"
"Non-working","1999","Saxony","Other degree","","","",""
"Non-working","1999","Saxony","no degree/no degree yet","35","0.94776328307719","0.876068904335662","1.01945766181872"
"Non-working","1999","Saxony-Anhalt","lower secondary degree","180","0.779307935428385","0.727900493368651","0.830715377488118"
"Non-working","1999","Saxony-Anhalt","secondary school degree","76","0.274534227717005","0.224201399742244","0.324867055691765"
"Non-working","1999","Saxony-Anhalt","college entrance qualification","","","",""
"Non-working","1999","Saxony-Anhalt","Other degree","","","",""
"Non-working","1999","Saxony-Anhalt","no degree/no degree yet","","","",""
"Non-working","1999","Thuringia","lower secondary degree","188","0.740895761807578","0.688537193261585","0.793254330353571"
"Non-working","1999","Thuringia","secondary school degree","75","0.282244479628381","0.234261110355618","0.330227848901144"
"Non-working","1999","Thuringia","college entrance qualification","","","",""
"Non-working","1999","Thuringia","Other degree","","","",""
"Non-working","1999","Thuringia","no degree/no degree yet","","","",""
"Other","1999","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1999","Schleswig-Holstein","secondary school degree","","","",""
"Other","1999","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1999","Schleswig-Holstein","Other degree","","","",""
"Other","1999","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1999","Hamburg","lower secondary degree","","","",""
"Other","1999","Hamburg","secondary school degree","","","",""
"Other","1999","Hamburg","college entrance qualification","","","",""
"Other","1999","Hamburg","Other degree","","","",""
"Other","1999","Hamburg","no degree/no degree yet","","","",""
"Other","1999","Lower Saxony","lower secondary degree","","","",""
"Other","1999","Lower Saxony","secondary school degree","39","0.0940616464982288","0.0627554383105452","0.125367854685912"
"Other","1999","Lower Saxony","college entrance qualification","","","",""
"Other","1999","Lower Saxony","Other degree","","","",""
"Other","1999","Lower Saxony","no degree/no degree yet","","","",""
"Other","1999","Bremen","lower secondary degree","","","",""
"Other","1999","Bremen","secondary school degree","","","",""
"Other","1999","Bremen","college entrance qualification","","","",""
"Other","1999","Bremen","Other degree","","","",""
"Other","1999","Bremen","no degree/no degree yet","","","",""
"Other","1999","North Rhine-Westphalia","lower secondary degree","53","0.0346391406611256","0.0238474687694406","0.0454308125528107"
"Other","1999","North Rhine-Westphalia","secondary school degree","41","0.0636471551854158","0.0432819955949721","0.0840123147758595"
"Other","1999","North Rhine-Westphalia","college entrance qualification","46","0.103823994917054","0.0773506677686903","0.130297322065418"
"Other","1999","North Rhine-Westphalia","Other degree","","","",""
"Other","1999","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1999","Hesse","lower secondary degree","","","",""
"Other","1999","Hesse","secondary school degree","","","",""
"Other","1999","Hesse","college entrance qualification","","","",""
"Other","1999","Hesse","Other degree","","","",""
"Other","1999","Hesse","no degree/no degree yet","","","",""
"Other","1999","Rhineland-Palatinate,Saarland","lower secondary degree","35","0.0717185647806471","0.0471299799090914","0.0963071496522028"
"Other","1999","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1999","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1999","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1999","Baden-Württemberg","lower secondary degree","47","0.0454907373862582","0.0306662814012174","0.0603151933712989"
"Other","1999","Baden-Württemberg","secondary school degree","","","",""
"Other","1999","Baden-Württemberg","college entrance qualification","","","",""
"Other","1999","Baden-Württemberg","Other degree","","","",""
