"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Full-time","1984","Bavaria","no degree/no degree yet","68","0.278722312770436","0.203088094242587","0.354356531298285"
"Full-time","1984","Berlin","lower secondary degree","84","0.435519062684703","0.361634575384795","0.509403549984611"
"Full-time","1984","Berlin","secondary school degree","44","0.50317019877188","0.39360708351994","0.612733314023819"
"Full-time","1984","Berlin","college entrance qualification","30","0.528325133061645","0.397579834580432","0.659070431542857"
"Full-time","1984","Berlin","Other degree","37","0.665257697824035","0.535744729669147","0.794770665978924"
"Full-time","1984","Berlin","no degree/no degree yet","","","",""
"Full-time","1984","Brandenburg","lower secondary degree","","","",""
"Full-time","1984","Brandenburg","secondary school degree","","","",""
"Full-time","1984","Brandenburg","college entrance qualification","","","",""
"Full-time","1984","Brandenburg","Other degree","","","",""
"Full-time","1984","Brandenburg","no degree/no degree yet","","","",""
"Full-time","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Full-time","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Full-time","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Full-time","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","1984","Saxony","lower secondary degree","","","",""
"Full-time","1984","Saxony","secondary school degree","","","",""
"Full-time","1984","Saxony","college entrance qualification","","","",""
"Full-time","1984","Saxony","Other degree","","","",""
"Full-time","1984","Saxony","no degree/no degree yet","","","",""
"Full-time","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Full-time","1984","Saxony-Anhalt","secondary school degree","","","",""
"Full-time","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Full-time","1984","Saxony-Anhalt","Other degree","","","",""
"Full-time","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","1984","Thuringia","lower secondary degree","","","",""
"Full-time","1984","Thuringia","secondary school degree","","","",""
"Full-time","1984","Thuringia","college entrance qualification","","","",""
"Full-time","1984","Thuringia","Other degree","","","",""
"Full-time","1984","Thuringia","no degree/no degree yet","","","",""
"Part-time","1984","Schleswig-Holstein","lower secondary degree","","","",""
"Part-time","1984","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","1984","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","1984","Schleswig-Holstein","Other degree","","","",""
"Part-time","1984","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","1984","Hamburg","lower secondary degree","","","",""
"Part-time","1984","Hamburg","secondary school degree","","","",""
"Part-time","1984","Hamburg","college entrance qualification","","","",""
"Part-time","1984","Hamburg","Other degree","","","",""
"Part-time","1984","Hamburg","no degree/no degree yet","","","",""
"Part-time","1984","Lower Saxony","lower secondary degree","44","0.0600070538851925","0.0421955254306683","0.0778185823397168"
"Part-time","1984","Lower Saxony","secondary school degree","","","",""
"Part-time","1984","Lower Saxony","college entrance qualification","","","",""
"Part-time","1984","Lower Saxony","Other degree","","","",""
"Part-time","1984","Lower Saxony","no degree/no degree yet","","","",""
"Part-time","1984","Bremen","lower secondary degree","","","",""
"Part-time","1984","Bremen","secondary school degree","","","",""
"Part-time","1984","Bremen","college entrance qualification","","","",""
"Part-time","1984","Bremen","Other degree","","","",""
"Part-time","1984","Bremen","no degree/no degree yet","","","",""
"Part-time","1984","North Rhine-Westphalia","lower secondary degree","82","0.0491713805706003","0.0385265002910258","0.0598162608501748"
"Part-time","1984","North Rhine-Westphalia","secondary school degree","33","0.0562176740628601","0.035822735204702","0.0766126129210183"
"Part-time","1984","North Rhine-Westphalia","college entrance qualification","","","",""
"Part-time","1984","North Rhine-Westphalia","Other degree","","","",""
"Part-time","1984","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Part-time","1984","Hesse","lower secondary degree","42","0.0769988204900993","0.054637629350162","0.0993600116300365"
"Part-time","1984","Hesse","secondary school degree","","","",""
"Part-time","1984","Hesse","college entrance qualification","","","",""
"Part-time","1984","Hesse","Other degree","","","",""
"Part-time","1984","Hesse","no degree/no degree yet","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Part-time","1984","Baden-Württemberg","lower secondary degree","69","0.064237122308711","0.0494984825630308","0.0789757620543911"
"Part-time","1984","Baden-Württemberg","secondary school degree","","","",""
"Part-time","1984","Baden-Württemberg","college entrance qualification","","","",""
"Part-time","1984","Baden-Württemberg","Other degree","","","",""
"Part-time","1984","Baden-Württemberg","no degree/no degree yet","","","",""
"Part-time","1984","Bavaria","lower secondary degree","72","0.0579924591675361","0.0442611020804222","0.07172381625465"
"Part-time","1984","Bavaria","secondary school degree","","","",""
"Part-time","1984","Bavaria","college entrance qualification","","","",""
"Part-time","1984","Bavaria","Other degree","","","",""
"Part-time","1984","Bavaria","no degree/no degree yet","","","",""
"Part-time","1984","Berlin","lower secondary degree","","","",""
"Part-time","1984","Berlin","secondary school degree","","","",""
"Part-time","1984","Berlin","college entrance qualification","","","",""
"Part-time","1984","Berlin","Other degree","","","",""
"Part-time","1984","Berlin","no degree/no degree yet","","","",""
"Part-time","1984","Brandenburg","lower secondary degree","","","",""
"Part-time","1984","Brandenburg","secondary school degree","","","",""
"Part-time","1984","Brandenburg","college entrance qualification","","","",""
"Part-time","1984","Brandenburg","Other degree","","","",""
"Part-time","1984","Brandenburg","no degree/no degree yet","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Part-time","1984","Saxony","lower secondary degree","","","",""
"Part-time","1984","Saxony","secondary school degree","","","",""
"Part-time","1984","Saxony","college entrance qualification","","","",""
"Part-time","1984","Saxony","Other degree","","","",""
"Part-time","1984","Saxony","no degree/no degree yet","","","",""
"Part-time","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Part-time","1984","Saxony-Anhalt","secondary school degree","","","",""
"Part-time","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Part-time","1984","Saxony-Anhalt","Other degree","","","",""
"Part-time","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Part-time","1984","Thuringia","lower secondary degree","","","",""
"Part-time","1984","Thuringia","secondary school degree","","","",""
"Part-time","1984","Thuringia","college entrance qualification","","","",""
"Part-time","1984","Thuringia","Other degree","","","",""
"Part-time","1984","Thuringia","no degree/no degree yet","","","",""
"Non-working","1984","Schleswig-Holstein","lower secondary degree","103","0.512696393289716","0.445253404617201","0.580139381962232"
"Non-working","1984","Schleswig-Holstein","secondary school degree","","","",""
"Non-working","1984","Schleswig-Holstein","college entrance qualification","","","",""
"Non-working","1984","Schleswig-Holstein","Other degree","","","",""
"Non-working","1984","Schleswig-Holstein","no degree/no degree yet","","","",""
"Non-working","1984","Hamburg","lower secondary degree","72","0.612346287281874","0.529853455867767","0.69483911869598"
"Non-working","1984","Hamburg","secondary school degree","","","",""
"Non-working","1984","Hamburg","college entrance qualification","","","",""
"Non-working","1984","Hamburg","Other degree","","","",""
"Non-working","1984","Hamburg","no degree/no degree yet","","","",""
"Non-working","1984","Lower Saxony","lower secondary degree","324","0.515253184956465","0.477772668735383","0.552733701177547"
"Non-working","1984","Lower Saxony","secondary school degree","95","0.437666428077055","0.374372694751391","0.50096016140272"
"Non-working","1984","Lower Saxony","college entrance qualification","45","0.369734716596668","0.285445963972326","0.454023469221011"
"Non-working","1984","Lower Saxony","Other degree","31","0.448264899233822","0.344944574742904","0.551585223724741"
"Non-working","1984","Lower Saxony","no degree/no degree yet","66","0.888316707502042","0.825635082993601","0.950998332010482"
"Non-working","1984","Bremen","lower secondary degree","51","0.750560245376564","0.651302987033164","0.849817503719964"
"Non-working","1984","Bremen","secondary school degree","","","",""
"Non-working","1984","Bremen","college entrance qualification","","","",""
"Non-working","1984","Bremen","Other degree","","","",""
"Non-working","1984","Bremen","no degree/no degree yet","","","",""
"Non-working","1984","North Rhine-Westphalia","lower secondary degree","779","0.53274332529515","0.508180957888705","0.557305692701595"
"Non-working","1984","North Rhine-Westphalia","secondary school degree","187","0.407425675169004","0.363920025019899","0.450931325318109"
"Non-working","1984","North Rhine-Westphalia","college entrance qualification","139","0.376145857068702","0.327116959249961","0.425174754887442"
"Non-working","1984","North Rhine-Westphalia","Other degree","99","0.267852303802695","0.22350208700299","0.3122025206024"
"Non-working","1984","North Rhine-Westphalia","no degree/no degree yet","222","0.684554494213422","0.639353159451492","0.729755828975351"
"Non-working","1984","Hesse","lower secondary degree","248","0.51050971315923","0.468579621321954","0.552439804996507"
"Non-working","1984","Hesse","secondary school degree","64","0.354770202988275","0.287270756379755","0.422269649596794"
"Non-working","1984","Hesse","college entrance qualification","62","0.426871362726403","0.347979141798979","0.505763583653827"
"Non-working","1984","Hesse","Other degree","64","0.313564787016449","0.25036343945789","0.376766134575008"
"Non-working","1984","Hesse","no degree/no degree yet","57","0.597413754932749","0.517033913083516","0.677793596781983"
"Non-working","1984","Rhineland-Palatinate,Saarland","lower secondary degree","284","0.55535748155874","0.513675958703474","0.597039004414005"
"Non-working","1984","Rhineland-Palatinate,Saarland","secondary school degree","45","0.40781388304776","0.31680177082906","0.49882599526646"
"Non-working","1984","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Non-working","1984","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Non-working","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Non-working","1984","Baden-Württemberg","lower secondary degree","420","0.445444309208792","0.415566362424431","0.475322255993152"
"Non-working","1984","Baden-Württemberg","secondary school degree","117","0.442804193237288","0.385831539701955","0.499776846772621"
"Non-working","1984","Baden-Württemberg","college entrance qualification","63","0.348965449031309","0.2818935721092","0.416037325953418"
"Non-working","1984","Baden-Württemberg","Other degree","71","0.174730700276922","0.135228947376672","0.214232453177173"
"Non-working","1984","Baden-Württemberg","no degree/no degree yet","141","0.606963757845543","0.555424729950202","0.658502785740884"
"Non-working","1984","Bavaria","lower secondary degree","481","0.469525648029687","0.440205756133799","0.498845539925575"
"Non-working","1984","Bavaria","secondary school degree","137","0.382854801084794","0.334110130953661","0.431599471215926"
"Non-working","1984","Bavaria","college entrance qualification","97","0.428947922962258","0.366201455176384","0.491694390748131"
"Non-working","1984","Bavaria","Other degree","56","0.311332255730754","0.251229055388989","0.371435456072519"
"Non-working","1984","Bavaria","no degree/no degree yet","56","0.630518482547903","0.549099348897388","0.711937616198419"
"Non-working","1984","Berlin","lower secondary degree","66","0.456644384031037","0.382418363058064","0.53087040500401"
"Non-working","1984","Berlin","secondary school degree","","","",""
"Non-working","1984","Berlin","college entrance qualification","","","",""
"Non-working","1984","Berlin","Other degree","","","",""
"Non-working","1984","Berlin","no degree/no degree yet","","","",""
"Non-working","1984","Brandenburg","lower secondary degree","","","",""
"Non-working","1984","Brandenburg","secondary school degree","","","",""
"Non-working","1984","Brandenburg","college entrance qualification","","","",""
"Non-working","1984","Brandenburg","Other degree","","","",""
"Non-working","1984","Brandenburg","no degree/no degree yet","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Non-working","1984","Saxony","lower secondary degree","","","",""
"Non-working","1984","Saxony","secondary school degree","","","",""
"Non-working","1984","Saxony","college entrance qualification","","","",""
"Non-working","1984","Saxony","Other degree","","","",""
"Non-working","1984","Saxony","no degree/no degree yet","","","",""
"Non-working","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Non-working","1984","Saxony-Anhalt","secondary school degree","","","",""
"Non-working","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Non-working","1984","Saxony-Anhalt","Other degree","","","",""
"Non-working","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Non-working","1984","Thuringia","lower secondary degree","","","",""
"Non-working","1984","Thuringia","secondary school degree","","","",""
"Non-working","1984","Thuringia","college entrance qualification","","","",""
"Non-working","1984","Thuringia","Other degree","","","",""
"Non-working","1984","Thuringia","no degree/no degree yet","","","",""
"Other","1984","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1984","Schleswig-Holstein","secondary school degree","","","",""
"Other","1984","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1984","Schleswig-Holstein","Other degree","","","",""
"Other","1984","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1984","Hamburg","lower secondary degree","","","",""
"Other","1984","Hamburg","secondary school degree","","","",""
"Other","1984","Hamburg","college entrance qualification","","","",""
"Other","1984","Hamburg","Other degree","","","",""
"Other","1984","Hamburg","no degree/no degree yet","","","",""
"Other","1984","Lower Saxony","lower secondary degree","45","0.0590154795182672","0.0413424115011234","0.076688547535411"
"Other","1984","Lower Saxony","secondary school degree","31","0.112131966305892","0.071875929310462","0.152388003301322"
"Other","1984","Lower Saxony","college entrance qualification","","","",""
"Other","1984","Lower Saxony","Other degree","","","",""
"Other","1984","Lower Saxony","no degree/no degree yet","","","",""
"Other","1984","Bremen","lower secondary degree","","","",""
"Other","1984","Bremen","secondary school degree","","","",""
"Other","1984","Bremen","college entrance qualification","","","",""
"Other","1984","Bremen","Other degree","","","",""
"Other","1984","Bremen","no degree/no degree yet","","","",""
"Other","1984","North Rhine-Westphalia","lower secondary degree","83","0.0434502585477765","0.0334137324184848","0.0534867846770682"
"Other","1984","North Rhine-Westphalia","secondary school degree","54","0.100619754768953","0.0739841016520367","0.127255407885869"
"Other","1984","North Rhine-Westphalia","college entrance qualification","34","0.0761439155436607","0.0492996070092241","0.102988224078097"
"Other","1984","North Rhine-Westphalia","Other degree","","","",""
"Other","1984","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1984","Hesse","lower secondary degree","32","0.0421575337788057","0.025302236685286","0.0590128308723253"
"Other","1984","Hesse","secondary school degree","","","",""
"Other","1984","Hesse","college entrance qualification","","","",""
"Other","1984","Hesse","Other degree","","","",""
"Other","1984","Hesse","no degree/no degree yet","","","",""
"Other","1984","Rhineland-Palatinate,Saarland","lower secondary degree","36","0.055018326120897","0.0358926344812239","0.0741440177605701"
"Other","1984","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1984","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1984","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1984","Baden-Württemberg","lower secondary degree","76","0.0533470131342177","0.0398377420113218","0.0668562842571136"
"Other","1984","Baden-Württemberg","secondary school degree","32","0.0909632921243004","0.0579810283472834","0.123945555901317"
"Other","1984","Baden-Württemberg","college entrance qualification","","","",""
"Other","1984","Baden-Württemberg","Other degree","","","",""
"Other","1984","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1984","Bavaria","lower secondary degree","81","0.0624569987631648","0.0482406960470323","0.0766733014792974"
"Other","1984","Bavaria","secondary school degree","42","0.108912583941443","0.077672255168048","0.140152912714837"
"Other","1984","Bavaria","college entrance qualification","","","",""
"Other","1984","Bavaria","Other degree","","","",""
"Other","1984","Bavaria","no degree/no degree yet","","","",""
"Other","1984","Berlin","lower secondary degree","","","",""
"Other","1984","Berlin","secondary school degree","","","",""
"Other","1984","Berlin","college entrance qualification","","","",""
"Other","1984","Berlin","Other degree","","","",""
"Other","1984","Berlin","no degree/no degree yet","","","",""
"Other","1984","Brandenburg","lower secondary degree","","","",""
"Other","1984","Brandenburg","secondary school degree","","","",""
"Other","1984","Brandenburg","college entrance qualification","","","",""
"Other","1984","Brandenburg","Other degree","","","",""
"Other","1984","Brandenburg","no degree/no degree yet","","","",""
"Other","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1984","Saxony","lower secondary degree","","","",""
"Other","1984","Saxony","secondary school degree","","","",""
"Other","1984","Saxony","college entrance qualification","","","",""
"Other","1984","Saxony","Other degree","","","",""
"Other","1984","Saxony","no degree/no degree yet","","","",""
"Other","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1984","Saxony-Anhalt","secondary school degree","","","",""
"Other","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1984","Saxony-Anhalt","Other degree","","","",""
"Other","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1984","Thuringia","lower secondary degree","","","",""
"Other","1984","Thuringia","secondary school degree","","","",""
"Other","1984","Thuringia","college entrance qualification","","","",""
"Other","1984","Thuringia","Other degree","","","",""
"Other","1984","Thuringia","no degree/no degree yet","","","",""
"Full-time","1985","Schleswig-Holstein","lower secondary degree","91","0.421161796912594","0.352733430615169","0.489590163210019"
"Full-time","1985","Schleswig-Holstein","secondary school degree","35","0.413996344677898","0.307388397524124","0.520604291831671"
"Full-time","1985","Schleswig-Holstein","college entrance qualification","","","",""
"Full-time","1985","Schleswig-Holstein","Other degree","","","",""
"Full-time","1985","Schleswig-Holstein","no degree/no degree yet","","","",""
"Full-time","1985","Hamburg","lower secondary degree","44","0.33824009375876","0.253591404707314","0.422888782810206"
"Full-time","1985","Hamburg","secondary school degree","","","",""
"Full-time","1985","Hamburg","college entrance qualification","","","",""
"Full-time","1985","Hamburg","Other degree","","","",""
"Full-time","1985","Hamburg","no degree/no degree yet","","","",""
"Full-time","1985","Lower Saxony","lower secondary degree","229","0.346100170559404","0.308098178393392","0.384102162725416"
"Full-time","1985","Lower Saxony","secondary school degree","104","0.42983958906617","0.365297115281565","0.494382062850776"
"Full-time","1985","Lower Saxony","college entrance qualification","62","0.500341942478794","0.411979962647112","0.588703922310476"
"Full-time","1985","Lower Saxony","Other degree","34","0.419546374221887","0.300490761759509","0.538601986684265"
"Full-time","1985","Lower Saxony","no degree/no degree yet","","","",""
"Full-time","1985","Bremen","lower secondary degree","","","",""
"Full-time","1985","Bremen","secondary school degree","","","",""
"Full-time","1985","Bremen","college entrance qualification","","","",""
"Full-time","1985","Bremen","Other degree","","","",""
"Full-time","1985","Bremen","no degree/no degree yet","","","",""
"Full-time","1985","North Rhine-Westphalia","lower secondary degree","572","0.370225941417586","0.345040095075741","0.395411787759432"
"Full-time","1985","North Rhine-Westphalia","secondary school degree","223","0.466112844301808","0.421298722902369","0.510926965701246"
"Full-time","1985","North Rhine-Westphalia","college entrance qualification","192","0.51651091461751","0.466266315957131","0.56675551327789"
"Full-time","1985","North Rhine-Westphalia","Other degree","227","0.711475817183356","0.661834387215835","0.761117247150878"
"Full-time","1985","North Rhine-Westphalia","no degree/no degree yet","131","0.243633879016781","0.198138225077135","0.289129532956427"
"Full-time","1985","Hesse","lower secondary degree","212","0.368913868024827","0.326535890270531","0.411291845779124"
"Full-time","1985","Hesse","secondary school degree","90","0.493735529168937","0.421100132577311","0.566370925760563"
"Full-time","1985","Hesse","college entrance qualification","66","0.479220443447958","0.397053231515343","0.561387655380574"
"Full-time","1985","Hesse","Other degree","116","0.572998814352444","0.500333109256327","0.645664519448562"
"Full-time","1985","Hesse","no degree/no degree yet","62","0.240910431181405","0.165027781034145","0.316793081328666"
"Full-time","1985","Rhineland-Palatinate,Saarland","lower secondary degree","191","0.366341224019119","0.323681241404279","0.409001206633958"
"Full-time","1985","Rhineland-Palatinate,Saarland","secondary school degree","55","0.505766643651179","0.411034509704969","0.600498777597389"
"Full-time","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Full-time","1985","Rhineland-Palatinate,Saarland","Other degree","34","0.829816121950003","0.718778054431008","0.940854189468998"
"Full-time","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","35","0.33769068588019","0.225286209447994","0.450095162312385"
"Full-time","1985","Baden-Württemberg","lower secondary degree","480","0.457634092428754","0.426053191046503","0.489214993811005"
"Full-time","1985","Baden-Württemberg","secondary school degree","119","0.40550573518821","0.348402428712659","0.462609041663761"
"Full-time","1985","Baden-Württemberg","college entrance qualification","104","0.568025552467198","0.495255773601059","0.640795331333338"
"Full-time","1985","Baden-Württemberg","Other degree","217","0.692919048828257","0.641150515597078","0.744687582059437"
"Full-time","1985","Baden-Württemberg","no degree/no degree yet","150","0.297254036930286","0.24570652830539","0.348801545555183"
"Full-time","1985","Bavaria","lower secondary degree","453","0.418638522392421","0.388077085301736","0.449199959483105"
"Full-time","1985","Bavaria","secondary school degree","183","0.475450545388037","0.424287846821531","0.526613243954543"
"Full-time","1985","Bavaria","college entrance qualification","97","0.418040634396396","0.352715304208188","0.483365964584604"
"Full-time","1985","Bavaria","Other degree","152","0.678730406753139","0.614174865472167","0.743285948034112"
"Full-time","1985","Bavaria","no degree/no degree yet","57","0.316174762892119","0.228071424418405","0.404278101365834"
"Full-time","1985","Berlin","lower secondary degree","66","0.422148137679006","0.340912869913164","0.503383405444848"
"Full-time","1985","Berlin","secondary school degree","38","0.436619024410378","0.326553018788419","0.546685030032337"
"Full-time","1985","Berlin","college entrance qualification","33","0.574895605155618","0.444245718281215","0.705545492030021"
"Full-time","1985","Berlin","Other degree","30","0.598438522752468","0.455210621933307","0.74166642357163"
"Full-time","1985","Berlin","no degree/no degree yet","","","",""
"Full-time","1985","Brandenburg","lower secondary degree","","","",""
"Full-time","1985","Brandenburg","secondary school degree","","","",""
"Full-time","1985","Brandenburg","college entrance qualification","","","",""
"Full-time","1985","Brandenburg","Other degree","","","",""
"Full-time","1985","Brandenburg","no degree/no degree yet","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","1985","Saxony","lower secondary degree","","","",""
"Full-time","1985","Saxony","secondary school degree","","","",""
"Full-time","1985","Saxony","college entrance qualification","","","",""
"Full-time","1985","Saxony","Other degree","","","",""
"Full-time","1985","Saxony","no degree/no degree yet","","","",""
"Full-time","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Full-time","1985","Saxony-Anhalt","secondary school degree","","","",""
"Full-time","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Full-time","1985","Saxony-Anhalt","Other degree","","","",""
"Full-time","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","1985","Thuringia","lower secondary degree","","","",""
"Full-time","1985","Thuringia","secondary school degree","","","",""
"Full-time","1985","Thuringia","college entrance qualification","","","",""
"Full-time","1985","Thuringia","Other degree","","","",""
"Full-time","1985","Thuringia","no degree/no degree yet","","","",""
"Part-time","1985","Schleswig-Holstein","lower secondary degree","","","",""
