"erwst","year","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","1986","indirect migration background","","","",""
"Part-time","1986","no migration background","512","0.0597440273817343","0.0544262804914685","0.0650617742720001"
"Full-time","1987","direct migration background","1616","0.504113184976868","0.485731244180224","0.522495125773512"
"Full-time","1987","indirect migration background","55","0.344518814213188","0.274510753886836","0.414526874539541"
"Full-time","1987","no migration background","3286","0.413377756791177","0.40222631536051","0.424529198221844"
"Non-working","1987","direct migration background","969","0.395684980880387","0.377706933064493","0.41366302869628"
"Non-working","1987","indirect migration background","85","0.485126591773872","0.411499231643062","0.558753951904681"
"Non-working","1987","no migration background","3159","0.462014437191003","0.450724506482005","0.473304367900002"
"Other","1987","direct migration background","128","0.040601772683952","0.0333455933475856","0.0478579520203183"
"Other","1987","indirect migration background","","","",""
"Other","1987","no migration background","494","0.0570154570329018","0.0517646412198721","0.0622662728459314"
"Part-time","1987","direct migration background","129","0.0596000614587936","0.0508961251571992","0.0683039977603879"
"Part-time","1987","indirect migration background","","","",""
"Part-time","1987","no migration background","552","0.0675923489849176","0.0619073567417486","0.0732773412280867"
"Full-time","1988","direct migration background","1482","0.490014232374108","0.471119703601374","0.508908761146841"
"Full-time","1988","indirect migration background","69","0.297128850927336","0.237282957878456","0.356974743976216"
"Full-time","1988","no migration background","3118","0.415077969838544","0.403622345470611","0.426533594206476"
"Non-working","1988","direct migration background","942","0.410719349112386","0.392124769593837","0.429313928630936"
"Non-working","1988","indirect migration background","103","0.479843688615423","0.414419113406773","0.545268263824074"
"Non-working","1988","no migration background","2988","0.461352067625534","0.449762328312718","0.47294180693835"
"Other","1988","direct migration background","131","0.0419103279693967","0.0343364849582979","0.0494841709804955"
"Other","1988","indirect migration background","42","0.138940351112749","0.0936448679355777","0.18423583428992"
"Other","1988","no migration background","465","0.0549107411835468","0.0496144726119672","0.0602070097551264"
"Part-time","1988","direct migration background","134","0.0573560905441093","0.0485675594490372","0.0661446216391813"
"Part-time","1988","indirect migration background","","","",""
"Part-time","1988","no migration background","536","0.0686592213523758","0.0627801506960237","0.0745382920087279"
"Full-time","1989","direct migration background","1464","0.486812268730328","0.4676220566059","0.506002480854756"
"Full-time","1989","indirect migration background","82","0.253886079797699","0.200982698184036","0.306789461411361"
"Full-time","1989","no migration background","3086","0.424342337703246","0.412632115170574","0.436052560235919"
"Non-working","1989","direct migration background","907","0.424088697185816","0.405114341595011","0.443063052776621"
"Non-working","1989","indirect migration background","123","0.515006349769769","0.454257825095926","0.575754874443612"
"Non-working","1989","no migration background","2799","0.451514361879045","0.439723562886776","0.463305160871315"
"Other","1989","direct migration background","106","0.03438095777047","0.0273853930067176","0.0413765225342223"
"Other","1989","indirect migration background","39","0.112901686981883","0.0744338728181244","0.151369501145641"
"Other","1989","no migration background","429","0.0533651140116927","0.0480398052349233","0.0586904227884621"
"Part-time","1989","direct migration background","129","0.0547180763133866","0.045986212124761","0.0634499405020122"
"Part-time","1989","indirect migration background","","","",""
"Part-time","1989","no migration background","529","0.0707781864060157","0.0647019559901048","0.0768544168219265"
"Full-time","1990","direct migration background","1513","0.497414810673801","0.478537813727786","0.516291807619816"
"Full-time","1990","indirect migration background","98","0.280700687610677","0.229683499304914","0.331717875916439"
"Full-time","1990","no migration background","5798","0.465082990120636","0.455751855093597","0.474414125147676"
"Non-working","1990","direct migration background","939","0.404362779120487","0.385834068144487","0.422891490096488"
"Non-working","1990","indirect migration background","130","0.491061064899514","0.434301305217967","0.547820824581062"
"Non-working","1990","no migration background","3694","0.409179803155377","0.399981434680288","0.418378171630466"
"Other","1990","direct migration background","90","0.0302056482665955","0.0237438616589366","0.0366674348742545"
"Other","1990","indirect migration background","52","0.129813310765386","0.0916535371059898","0.167973084424782"
"Other","1990","no migration background","524","0.0462540993302553","0.0423247784293777","0.050183420231133"
"Part-time","1990","direct migration background","153","0.0680167619391159","0.0585111357102226","0.0775223881680092"
"Part-time","1990","indirect migration background","","","",""
"Part-time","1990","no migration background","960","0.0794831073937315","0.0744227715386425","0.0845434432488205"
"Full-time","1991","direct migration background","1485","0.500145176002316","0.481086735896611","0.51920361610802"
"Full-time","1991","indirect migration background","112","0.301708088793649","0.253758074404367","0.34965810318293"
"Full-time","1991","no migration background","5390","0.449224823234148","0.439787599848255","0.458662046620041"
"Non-working","1991","direct migration background","897","0.395748717079363","0.377109146018616","0.41438828814011"
"Non-working","1991","indirect migration background","138","0.39786770990359","0.346735794105635","0.448999625701545"
"Non-working","1991","no migration background","3906","0.425153131908098","0.415773755634597","0.434532508181599"
"Other","1991","direct migration background","107","0.0417596818709401","0.0341347990062784","0.0493845647356018"
"Other","1991","indirect migration background","80","0.196784555888129","0.155252035207787","0.238317076568471"
"Other","1991","no migration background","571","0.0513731956072944","0.0471848629380126","0.0555615282765761"
"Part-time","1991","direct migration background","155","0.0623464250473812","0.0531303850584137","0.0715624650363487"
"Part-time","1991","indirect migration background","","","",""
"Part-time","1991","no migration background","805","0.0742488492504594","0.0692747187338445","0.0792229797670744"
"Full-time","1992","direct migration background","1376","0.478016718160012","0.458708291253783","0.49732514506624"
"Full-time","1992","indirect migration background","123","0.259176612926334","0.216814030474586","0.301539195378083"
"Full-time","1992","no migration background","5026","0.435251511150847","0.4257270312576","0.444775991044093"
"Non-working","1992","direct migration background","948","0.419310164350542","0.400236380364031","0.438383948337053"
"Non-working","1992","indirect migration background","175","0.449574374758336","0.401481883272631","0.49766686624404"
"Non-working","1992","no migration background","4123","0.447929318982073","0.438376189295265","0.457482448668882"
"Other","1992","direct migration background","87","0.036917378607821","0.0296287763113181","0.0442059809043239"
"Other","1992","indirect migration background","87","0.190769958422985","0.152784430106584","0.228755486739387"
"Other","1992","no migration background","503","0.0437876006391698","0.0398566612594483","0.0477185400188913"
"Part-time","1992","direct migration background","160","0.0657557388816253","0.0561751081105751","0.0753363696526755"
"Part-time","1992","indirect migration background","","","",""
"Part-time","1992","no migration background","757","0.0730315692279105","0.0680331650035524","0.0780299734522687"
"Full-time","1993","direct migration background","1307","0.484456727212387","0.464858719168838","0.504054735255936"
"Full-time","1993","indirect migration background","154","0.270714736365876","0.230798527881152","0.310630944850599"
"Full-time","1993","no migration background","4817","0.427025896783858","0.417428411176094","0.436623382391621"
"Non-working","1993","direct migration background","967","0.426471103881119","0.40707679397241","0.445865413789829"
"Non-working","1993","indirect migration background","187","0.430684009299302","0.386200332216702","0.475167686381902"
"Non-working","1993","no migration background","4106","0.450939515892148","0.441284964303777","0.46059406748052"
"Other","1993","direct migration background","67","0.0279027073884771","0.0214442334243305","0.0343611813526237"
"Other","1993","indirect migration background","119","0.251722293115165","0.212733763423323","0.290710822807007"
"Other","1993","no migration background","534","0.0483469541505611","0.0441851010556153","0.052508807245507"
"Part-time","1993","direct migration background","157","0.0611694615180169","0.0517719512983401","0.0705669717376936"
"Part-time","1993","indirect migration background","","","",""
"Part-time","1993","no migration background","747","0.073687633173433","0.0686184393059359","0.0787568270409301"
"Full-time","1994","direct migration background","1156","0.440185654904803","0.420217051670743","0.460154258138862"
"Full-time","1994","indirect migration background","170","0.300609745818739","0.260257420229417","0.34096207140806"
"Full-time","1994","no migration background","4674","0.41923713316671","0.409601585388373","0.428872680945047"
"Non-working","1994","direct migration background","1005","0.466024191510541","0.445957639478537","0.486090743542545"
"Non-working","1994","indirect migration background","202","0.439498785612174","0.395819616196646","0.483177955027703"
"Non-working","1994","no migration background","4155","0.463957022384679","0.454218662960194","0.473695381809163"
"Other","1994","direct migration background","72","0.0337024101495074","0.0264431282505998","0.0409616920484151"
"Other","1994","indirect migration background","105","0.205200248921778","0.169659624347799","0.240740873495757"
"Other","1994","no migration background","519","0.0455658195407471","0.0414935201185272","0.0496381189629671"
"Part-time","1994","direct migration background","141","0.0600877434351492","0.0505280418087759","0.0696474450615224"
"Part-time","1994","indirect migration background","","","",""
"Part-time","1994","no migration background","726","0.0712400249078646","0.0662170513182099","0.0762629984975192"
"Full-time","1995","direct migration background","1286","0.403821517678286","0.385692723372883","0.421950311983689"
"Full-time","1995","indirect migration background","183","0.303417379575112","0.263634524061903","0.34320023508832"
"Full-time","1995","no migration background","4688","0.41685133567203","0.407208201181269","0.426494470162791"
"Non-working","1995","direct migration background","1252","0.495036916119917","0.476564034272531","0.513509797967303"
"Non-working","1995","indirect migration background","201","0.435270453344496","0.392367295650654","0.478173611038339"
"Non-working","1995","no migration background","4031","0.460835240230915","0.451085982018441","0.47058449844339"
"Other","1995","direct migration background","104","0.0401738551460159","0.0329185766617652","0.0474291336302666"
"Other","1995","indirect migration background","105","0.205569630100653","0.170599535690393","0.240539724510914"
"Other","1995","no migration background","541","0.047826572510499","0.043652782067161","0.0520003629538369"
"Part-time","1995","direct migration background","172","0.0609677110557813","0.0521272227785127","0.0698081993330499"
"Part-time","1995","indirect migration background","","","",""
"Part-time","1995","no migration background","782","0.0744868515865557","0.0693515129424359","0.0796221902306754"
"Full-time","1996","direct migration background","1152","0.388495094273374","0.369835279739477","0.407154908807271"
"Full-time","1996","indirect migration background","201","0.312829407234393","0.274045818975822","0.351612995492963"
"Full-time","1996","no migration background","4563","0.410143543188561","0.400481023738145","0.419806062638976"
"Non-working","1996","direct migration background","1180","0.499080910448042","0.479939062982918","0.518222757913166"
"Non-working","1996","indirect migration background","227","0.453828836496118","0.412182927477581","0.495474745514655"
"Non-working","1996","no migration background","4036","0.462488353193985","0.452693597399578","0.472283108988392"
"Other","1996","direct migration background","95","0.0425472207218002","0.0348202572219021","0.0502741842216983"
"Other","1996","indirect migration background","98","0.181754434508698","0.149495779437149","0.214013089580248"
"Other","1996","no migration background","517","0.0445811038512686","0.0405267505135506","0.0486354571889866"
"Part-time","1996","direct migration background","194","0.0698767745567836","0.0601167423650044","0.0796368067485629"
"Part-time","1996","indirect migration background","","","",""
"Part-time","1996","no migration background","838","0.0827869997661857","0.0773736580144413","0.08820034151793"
"Full-time","1997","direct migration background","1084","0.388800256793761","0.369660830080905","0.407939683506617"
"Full-time","1997","indirect migration background","207","0.308617323787682","0.270861533444494","0.346373114130869"
"Full-time","1997","no migration background","4454","0.403947176427907","0.394255950142365","0.413638402713448"
"Non-working","1997","direct migration background","1165","0.502519156426149","0.48288833085815","0.522149981994147"
"Non-working","1997","indirect migration background","221","0.41181418112951","0.371586769236174","0.452041593022847"
"Non-working","1997","no migration background","4099","0.475641413861133","0.465777980979607","0.485504846742659"
"Other","1997","direct migration background","82","0.0373710004567988","0.0299241796302465","0.0448178212833511"
"Other","1997","indirect migration background","107","0.186513433379819","0.154675532972004","0.218351333787634"
"Other","1997","no migration background","502","0.041067023062907","0.0371476661938803","0.0449863799319337"
"Part-time","1997","direct migration background","161","0.0713095863232913","0.0612058149185578","0.0814133577280249"
"Part-time","1997","indirect migration background","40","0.0930550617029891","0.0693099274136318","0.116800195992346"
"Part-time","1997","no migration background","793","0.0793443866480533","0.0740063595093255","0.084682413786781"
"Full-time","1998","direct migration background","1037","0.403191849836699","0.383651877645999","0.4227318220274"
"Full-time","1998","indirect migration background","220","0.328578446352293","0.291120255600702","0.366036637103883"
"Full-time","1998","no migration background","4986","0.397372327775964","0.38835051552609","0.406394140025838"
"Non-working","1998","direct migration background","1137","0.488266574069496","0.468355206657413","0.508177941481578"
"Non-working","1998","indirect migration background","246","0.454553255365295","0.414843410997663","0.494263099732927"
"Non-working","1998","no migration background","4786","0.475918355178704","0.466710973602454","0.485125736754955"
"Other","1998","direct migration background","85","0.0363697998216169","0.0289125901729525","0.0438270094702814"
"Other","1998","indirect migration background","106","0.158824348310596","0.129674821487368","0.187973875133824"
"Other","1998","no migration background","610","0.0441747103006895","0.0403863912050283","0.0479630293963508"
"Part-time","1998","direct migration background","162","0.0721717762721881","0.0618639240662725","0.0824796284781038"
"Part-time","1998","indirect migration background","32","0.058043949971817","0.0393963295156357","0.0766915704279984"
"Part-time","1998","no migration background","920","0.0825346067446427","0.0774613910358647","0.0876078224534207"
"Full-time","1999","direct migration background","941","0.406242011709897","0.385825783594766","0.426658239825027"
"Full-time","1999","indirect migration background","241","0.35132494870202","0.313503298548775","0.389146598855266"
"Full-time","1999","no migration background","4879","0.404588221930834","0.395388096560652","0.413788347301015"
"Non-working","1999","direct migration background","1031","0.471436429650835","0.450685452944684","0.492187406356986"
"Non-working","1999","indirect migration background","231","0.415868929819341","0.376820302567752","0.454917557070929"
"Non-working","1999","no migration background","4417","0.457363353406634","0.448025142921129","0.466701563892138"
"Other","1999","direct migration background","97","0.0514427972939999","0.0422600546953896","0.0606255398926102"
"Other","1999","indirect migration background","109","0.178826426668056","0.148466150934823","0.20918670240129"
"Other","1999","no migration background","701","0.057585411100847","0.0532186880063398","0.0619521341953543"
"Part-time","1999","direct migration background","154","0.0708787613452684","0.0602110166561915","0.0815465060343453"
"Part-time","1999","indirect migration background","31","0.053979694810583","0.0360761997237337","0.0718831898974324"
"Part-time","1999","no migration background","936","0.0804630135616856","0.0753642935354384","0.0855617335879328"
"Full-time","2000","direct migration background","1360","0.401252460259667","0.384639551429054","0.41786536909028"
"Full-time","2000","indirect migration background","313","0.358285184126994","0.325684025338961","0.390886342915027"
"Full-time","2000","no migration background","8414","0.402537936514976","0.395756746881526","0.409319126148425"
"Non-working","2000","direct migration background","1535","0.455335319035112","0.438456376562667","0.472214261507558"
"Non-working","2000","indirect migration background","333","0.413794140822332","0.380308021144263","0.447280260500401"
"Non-working","2000","no migration background","8553","0.451154312516689","0.444273574874826","0.458035050158553"
"Other","2000","direct migration background","159","0.0511291187313511","0.0436637258221161","0.058594511640586"
"Other","2000","indirect migration background","134","0.157883688172234","0.133092219790778","0.18267515655369"
"Other","2000","no migration background","1225","0.056898731638347","0.0536955779897977","0.0601018852868963"
"Part-time","2000","direct migration background","290","0.0922831019738699","0.0824735028732451","0.102092701074495"
"Part-time","2000","indirect migration background","51","0.0700369868784403","0.0526852024342816","0.0873887713225991"
"Part-time","2000","no migration background","1899","0.089409019329988","0.0854635410940494","0.0933544975659267"
"Full-time","2001","direct migration background","1205","0.386236358157827","0.368651753969397","0.403820962346256"
"Full-time","2001","indirect migration background","301","0.390932165480983","0.356622134002866","0.4252421969591"
"Full-time","2001","no migration background","7576","0.397977603125144","0.390893706321414","0.405061499928874"
"Non-working","2001","direct migration background","1318","0.461465813995822","0.443461281587871","0.479470346403773"
"Non-working","2001","indirect migration background","310","0.391960976710809","0.357634856142972","0.426287097278646"
"Non-working","2001","no migration background","7803","0.450843562535998","0.443642483766368","0.458044641305629"
"Other","2001","direct migration background","161","0.0606544229636312","0.0520335870970201","0.0692752588302423"
"Other","2001","indirect migration background","127","0.166130656792653","0.139960189557575","0.192301124027731"
"Other","2001","no migration background","1195","0.0598634353414053","0.0564301264718028","0.0632967442110079"
"Part-time","2001","direct migration background","261","0.0916434048827199","0.0812230085701491","0.102063801195291"
"Part-time","2001","indirect migration background","39","0.050976201015555","0.0355108469685581","0.0664415550625519"
"Part-time","2001","no migration background","1767","0.0913153989974522","0.0871465594479183","0.0954842385469861"
"Full-time","2002","direct migration background","1128","0.377420408595689","0.359529447672487","0.395311369518891"
"Full-time","2002","indirect migration background","301","0.366398607156619","0.332671815615069","0.40012539869817"
"Full-time","2002","no migration background","8142","0.383079522806299","0.376265549110962","0.389893496501637"
"Non-working","2002","direct migration background","1285","0.465901127291569","0.447489963223779","0.484312291359359"
"Non-working","2002","indirect migration background","307","0.393348239886552","0.359154358862401","0.427542120910703"
"Non-working","2002","no migration background","8145","0.464843609690966","0.457852676026228","0.471834543355705"
"Other","2002","direct migration background","164","0.0698231156983412","0.0604170952104397","0.0792291361862426"
"Other","2002","indirect migration background","120","0.165475930373887","0.139463740880934","0.19148811986684"
"Other","2002","no migration background","1271","0.0610287648232918","0.0576734380282209","0.0643840916183627"
"Part-time","2002","direct migration background","243","0.0868553484144007","0.0764611354647023","0.0972495613640991"
"Part-time","2002","indirect migration background","56","0.0747772225829418","0.0563653533070546","0.0931890918588291"
"Part-time","2002","no migration background","1995","0.0910481026794424","0.0870158541593002","0.0950803511995847"
"Full-time","2003","direct migration background","1000","0.353899013223678","0.335675792694178","0.372122233753178"
"Full-time","2003","indirect migration background","294","0.366436493436568","0.332837289982553","0.400035696890583"
"Full-time","2003","no migration background","7577","0.375104378001743","0.368195078348025","0.382013677655462"
"Non-working","2003","direct migration background","1248","0.488119014402759","0.4690695568024","0.507168472003118"
"Non-working","2003","indirect migration background","309","0.395370760629552","0.361276490934509","0.429465030324595"
"Non-working","2003","no migration background","8079","0.472246443548377","0.465121947448492","0.479370939648262"
"Other","2003","direct migration background","139","0.0601645861278731","0.0511024282840447","0.0692267439717016"
"Other","2003","indirect migration background","123","0.167169329292809","0.141150293372288","0.193188365213329"
"Other","2003","no migration background","1246","0.0611697690238622","0.0577498472368607","0.0645896908108637"
"Part-time","2003","direct migration background","258","0.0978173862456895","0.0864962372391087","0.10913853525227"
"Part-time","2003","indirect migration background","64","0.0710234166410716","0.0531116794230153","0.088935153859128"
"Part-time","2003","no migration background","1960","0.0914794094260175","0.0873652294686924","0.0955935893833427"
"Full-time","2004","direct migration background","954","0.359644787902814","0.341025840900363","0.378263734905264"
"Full-time","2004","indirect migration background","279","0.310540929019495","0.278695189918286","0.342386668120704"
"Full-time","2004","no migration background","7302","0.369955069351309","0.362973488609516","0.376936650093103"
"Non-working","2004","direct migration background","1236","0.498953912458638","0.479555025611186","0.51835279930609"
"Non-working","2004","indirect migration background","336","0.419769631537835","0.385803710183581","0.453735552892088"
"Non-working","2004","no migration background","7894","0.474317510814161","0.467096635477283","0.481538386151039"
"Other","2004","direct migration background","129","0.0518335687326845","0.0432324369998924","0.0604347004654765"
"Other","2004","indirect migration background","128","0.180749000891035","0.154264968739357","0.207233033042713"
"Other","2004","no migration background","1284","0.065931013967059","0.0623423907170152","0.0695196372171028"
"Part-time","2004","direct migration background","233","0.0895677309058636","0.0784885574139262","0.100646904397801"
"Part-time","2004","indirect migration background","68","0.0889404385516357","0.0693492546039276","0.108531622499344"
"Part-time","2004","no migration background","1890","0.0897964058674707","0.0856621984387916","0.0939306132961499"
"Full-time","2005","direct migration background","840","0.335790771090362","0.316833239157928","0.354748303022796"
"Full-time","2005","indirect migration background","298","0.337660563511433","0.305584184910932","0.369736942111933"
"Full-time","2005","no migration background","6863","0.37220204387615","0.365059096259111","0.379344991493189"
"Non-working","2005","direct migration background","1166","0.496132254674801","0.476062041940559","0.516202467409043"
"Non-working","2005","indirect migration background","358","0.437621144863614","0.403972429076297","0.471269860650931"
"Non-working","2005","no migration background","7683","0.466955391531915","0.459583182949154","0.474327600114677"
"Other","2005","direct migration background","157","0.0713238574534651","0.0609928060709871","0.0816549088359431"
"Other","2005","indirect migration background","118","0.146015709676925","0.122064382357814","0.169967036996035"
"Other","2005","no migration background","1233","0.0687392261188592","0.0650005648920353","0.072477887345683"
"Part-time","2005","direct migration background","221","0.0967531167813716","0.0848863971020901","0.108619836460653"
"Part-time","2005","indirect migration background","61","0.0787025819480283","0.0604384401427247","0.0969667237533319"
"Part-time","2005","no migration background","1814","0.0921033384730755","0.0878303272310043","0.0963763497151467"
"Full-time","2006","direct migration background","833","0.337904258496303","0.318976891769791","0.356831625222816"
"Full-time","2006","indirect migration background","302","0.335901136441986","0.304389946881785","0.367412326002187"
"Full-time","2006","no migration background","7195","0.368615766944484","0.361777269603566","0.375454264285401"
"Non-working","2006","direct migration background","1150","0.494571698399518","0.474564910149822","0.514578486649213"
"Non-working","2006","indirect migration background","367","0.423791547144301","0.39082232880066","0.456760765487942"
"Non-working","2006","no migration background","8520","0.467291805474871","0.460219424719299","0.474364186230444"
"Other","2006","direct migration background","166","0.0723439656084679","0.0619775740314627","0.0827103571854732"
"Other","2006","indirect migration background","122","0.146111751616163","0.122545756406003","0.169677746826322"
"Other","2006","no migration background","1413","0.0732998595984252","0.0696054244435097","0.0769942947533407"
"Part-time","2006","direct migration background","250","0.0951800774957112","0.0834368608987233","0.106923294092699"
"Part-time","2006","indirect migration background","72","0.0941955647975502","0.0747072116060883","0.113683917989012"
"Part-time","2006","no migration background","1990","0.09079256798222","0.086719857851904","0.094865278112536"
"Full-time","2007","direct migration background","730","0.325391103480173","0.305582276770401","0.345199930189945"
"Full-time","2007","indirect migration background","325","0.356050972688187","0.323746794158237","0.388355151218137"
"Full-time","2007","no migration background","6831","0.376272644275578","0.369189751168096","0.38335553738306"
"Non-working","2007","direct migration background","1050","0.506718416094018","0.48558057257863","0.527856259609405"
"Non-working","2007","indirect migration background","326","0.383029680126827","0.350233352388022","0.415826007865633"
"Non-working","2007","no migration background","7847","0.452061421417578","0.444784852760264","0.459337990074892"
"Other","2007","direct migration background","134","0.0654582846739059","0.0550011779730744","0.0759153913747373"
"Other","2007","indirect migration background","114","0.140106471795588","0.116689630843272","0.163523312747904"
"Other","2007","no migration background","1313","0.0735927614583278","0.0697752487756472","0.0774102741410084"
"Part-time","2007","direct migration background","235","0.102432195751904","0.0896123807669114","0.115252010736896"
"Part-time","2007","indirect migration background","79","0.120812875389397","0.0988254621995082","0.142800288579287"
"Part-time","2007","no migration background","1980","0.0980731728485161","0.0937248404610285","0.102421505236004"
"Full-time","2008","direct migration background","677","0.343748046361706","0.322503233953699","0.364992858769713"
"Full-time","2008","indirect migration background","310","0.392464541085073","0.359244889551587","0.425684192618558"
"Full-time","2008","no migration background","6541","0.384726666623212","0.377399216689764","0.39205411655666"
"Non-working","2008","direct migration background","889","0.469795102805254","0.447471021955482","0.492119183655026"
"Non-working","2008","indirect migration background","307","0.350760847916482","0.318295732482651","0.383225963350313"
"Non-working","2008","no migration background","7308","0.441347596845027","0.433869279558356","0.448825914131698"
"Other","2008","direct migration background","135","0.0792479115830893","0.067165246264239","0.0913305769019395"
"Other","2008","indirect migration background","143","0.183300913765891","0.156978701037308","0.209623126494474"
"Other","2008","no migration background","1245","0.0754395000211658","0.0714620041564796","0.0794169958858519"
"Part-time","2008","direct migration background","219","0.10720893924995","0.0933704751075882","0.121047403392313"
"Part-time","2008","indirect migration background","70","0.073473697232554","0.0557234719912219","0.0912239224738861"
"Part-time","2008","no migration background","1842","0.0984862365105952","0.0939986108753516","0.102973862145839"
"Full-time","2009","direct migration background","574","0.326780487723527","0.304325258659624","0.349235716787431"
"Full-time","2009","indirect migration background","284","0.404303186544132","0.369343593226353","0.439262779861911"
"Full-time","2009","no migration background","6130","0.386768516637073","0.379205322528522","0.394331710745624"
"Non-working","2009","direct migration background","783","0.460337500347298","0.436475305822095","0.484199694872501"
"Non-working","2009","indirect migration background","281","0.327090898709695","0.293670426457444","0.360511370961947"
"Non-working","2009","no migration background","6884","0.442099013637503","0.434386324894672","0.449811702380333"
"Other","2009","direct migration background","113","0.088951461270594","0.075322637204343","0.102580285336845"
"Other","2009","indirect migration background","119","0.168318745584529","0.14166582221611","0.194971668952947"
"Other","2009","no migration background","1199","0.0770583176131104","0.0729167537829091","0.0811998814433118"
"Part-time","2009","direct migration background","206","0.123930550658581","0.108155544356345","0.139705556960817"
"Part-time","2009","indirect migration background","73","0.100287169161644","0.0788890897690868","0.121685248554201"
"Part-time","2009","no migration background","1715","0.0940741521123139","0.0895404920897038","0.098607812134924"
"Full-time","2010","direct migration background","962","0.314674946421315","0.29783418589246","0.33151570695017"
"Full-time","2010","indirect migration background","409","0.367414974177092","0.340450820888542","0.394379127465642"
"Full-time","2010","no migration background","7652","0.388004183426974","0.381297684811124","0.394710682042823"
"Non-working","2010","direct migration background","1424","0.472966955666715","0.454861200844188","0.491072710489242"
"Non-working","2010","indirect migration background","535","0.371280318769737","0.344257639942341","0.398302997597134"
"Non-working","2010","no migration background","8314","0.434028624384639","0.427207439387355","0.440849809381924"
"Other","2010","direct migration background","230","0.0964364685669862","0.0857315761061616","0.107141361027811"
"Other","2010","indirect migration background","178","0.170593741995777","0.149555274111753","0.191632209879801"
"Other","2010","no migration background","1672","0.0786476170651956","0.0749428656341274","0.0823523684962637"
"Part-time","2010","direct migration background","305","0.115921629344984","0.104312225103521","0.127531033586446"
"Part-time","2010","indirect migration background","106","0.0907109650573935","0.0746478496990195","0.106774080415768"
"Part-time","2010","no migration background","2643","0.0993195751231916","0.0952032829145352","0.103435867331848"
"Full-time","2011","direct migration background","1132","0.350841634281913","0.334504551555497","0.367178717008329"
"Full-time","2011","indirect migration background","493","0.393094854288449","0.367600288247417","0.41858942032948"
"Full-time","2011","no migration background","9203","0.394138172400174","0.387997136472931","0.400279208327417"
"Non-working","2011","direct migration background","1490","0.455213599047326","0.438165955372249","0.472261242722404"
"Non-working","2011","indirect migration background","548","0.347352460815003","0.322500361694006","0.372204559936001"
"Non-working","2011","no migration background","9895","0.434339455862451","0.428110386332164","0.440568525392739"
"Other","2011","direct migration background","258","0.0808198306156091","0.0714893737936025","0.0901502874376156"
"Other","2011","indirect migration background","198","0.154513337737191","0.135647551807514","0.173379123666868"
"Other","2011","no migration background","1854","0.0719836722232272","0.068735602064567","0.0752317423818873"
"Part-time","2011","direct migration background","398","0.113124936055152","0.102281822353929","0.123968049756374"
