"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Full-time","2012","Brandenburg","418","0.39078631739212","0.362146835540985","0.419425799243256"
"Full-time","2012","Mecklenburg-Western Pomerania","244","0.356798057037803","0.320026738130714","0.393569375944892"
"Full-time","2012","Saxony","737","0.394286246066217","0.372183826000665","0.41638866613177"
"Full-time","2012","Saxony-Anhalt","405","0.362027342130412","0.333027637117812","0.391027047143011"
"Full-time","2012","Thuringia","425","0.383950326961939","0.355235732945893","0.412664920977986"
"Part-time","2012","Schleswig-Holstein","155","0.11157226350735","0.0921072712009356","0.131037255813765"
"Part-time","2012","Hamburg","56","0.0614396339477048","0.0391534312204995","0.0837258366749102"
"Part-time","2012","Lower Saxony","375","0.106452653865053","0.0946767347947606","0.118228572935346"
"Part-time","2012","Bremen","37","0.065020300906206","0.0308492235689788","0.0991913782434333"
"Part-time","2012","North Rhine-Westphalia","838","0.111961153350363","0.103757357925977","0.120164948774749"
"Part-time","2012","Hesse","284","0.109102399818492","0.0952718568387601","0.122932942798225"
"Part-time","2012","Rhineland-Palatinate,Saarland","229","0.0988776486160965","0.0842924947524068","0.113462802479786"
"Part-time","2012","Baden-Württemberg","491","0.107738335564405","0.097345602117171","0.118131069011638"
"Part-time","2012","Bavaria","695","0.118064177719255","0.108606712376711","0.127521643061799"
"Part-time","2012","Berlin","142","0.101273050275858","0.0831113716602603","0.119434728891456"
"Part-time","2012","Brandenburg","99","0.0766462850835257","0.0610313471321429","0.0922612230349084"
"Part-time","2012","Mecklenburg-Western Pomerania","65","0.0947593616937618","0.0722782710054378","0.117240452382086"
"Part-time","2012","Saxony","250","0.102969924250757","0.089224473191148","0.116715375310366"
"Part-time","2012","Saxony-Anhalt","112","0.08210670978601","0.0655411054784746","0.0986723140935453"
"Part-time","2012","Thuringia","125","0.0899755440094237","0.073081015882949","0.106870072135898"
"Non-working","2012","Schleswig-Holstein","410","0.476546926679339","0.44566838555262","0.507425467806059"
"Non-working","2012","Hamburg","188","0.463415493299821","0.417136383049783","0.509694603549859"
"Non-working","2012","Lower Saxony","1083","0.43662459900297","0.417687614610338","0.455561583395602"
"Non-working","2012","Bremen","87","0.538971628619443","0.469887247452665","0.608056009786222"
"Non-working","2012","North Rhine-Westphalia","2305","0.422124466447793","0.40927448282516","0.434974450070425"
"Non-working","2012","Hesse","764","0.413504925323376","0.391658483507678","0.435351367139074"
"Non-working","2012","Rhineland-Palatinate,Saarland","662","0.422638700247382","0.398501964541131","0.446775435953633"
"Non-working","2012","Baden-Württemberg","1260","0.395971805209967","0.379578773539757","0.412364836880177"
"Non-working","2012","Bavaria","1648","0.397504960811874","0.383161788767394","0.411848132856355"
"Non-working","2012","Berlin","464","0.465034800415902","0.435008581191424","0.495061019640381"
"Non-working","2012","Brandenburg","522","0.482925214418394","0.453594186839884","0.512256241996904"
"Non-working","2012","Mecklenburg-Western Pomerania","292","0.467753358425046","0.429454201391998","0.506052515458093"
"Non-working","2012","Saxony","782","0.440554020973755","0.418100783991115","0.463007257956395"
"Non-working","2012","Saxony-Anhalt","473","0.48232920621573","0.45217690429945","0.512481508132009"
"Non-working","2012","Thuringia","480","0.465784629463258","0.436333085980838","0.495236172945677"
"Other","2012","Schleswig-Holstein","122","0.0986827240956469","0.0802442714353444","0.117121176755949"
"Other","2012","Hamburg","38","0.0816624185476262","0.0562472520355147","0.107077585059738"
"Other","2012","Lower Saxony","244","0.0849896171880089","0.0743419681223989","0.095637266253619"
"Other","2012","Bremen","16","","",""
"Other","2012","North Rhine-Westphalia","532","0.0940181671840523","0.0864248630853741","0.101611471282731"
"Other","2012","Hesse","156","0.0742469708769509","0.0626165581902017","0.0858773835637"
"Other","2012","Rhineland-Palatinate,Saarland","116","0.0700915194347249","0.0576170262379194","0.0825660126315304"
"Other","2012","Baden-Württemberg","323","0.0779324877582294","0.068947051433951","0.0869179240825078"
"Other","2012","Bavaria","421","0.0759634379443581","0.0681983911497039","0.0837284847390122"
"Other","2012","Berlin","61","0.0540149518104329","0.0404069521123118","0.067622951508554"
"Other","2012","Brandenburg","76","0.0496421831059603","0.0368930789548134","0.0623912872571072"
"Other","2012","Mecklenburg-Western Pomerania","51","0.0806892228433901","0.0597835940263465","0.101594851660434"
"Other","2012","Saxony","109","0.0621898087092701","0.0512674262060411","0.0731121912124992"
"Other","2012","Saxony-Anhalt","65","0.0735367418678486","0.0577864664120556","0.0892870173236416"
"Other","2012","Thuringia","72","0.0602894995653793","0.0462363013091438","0.0743426978216147"
"Full-time","2013","Schleswig-Holstein","350","0.315412912242979","0.287927579001138","0.342898245484821"
"Full-time","2013","Hamburg","214","0.391079203704144","0.35119261149203","0.430965795916259"
"Full-time","2013","Lower Saxony","1034","0.352801670060725","0.335636714483709","0.36996662563774"
"Full-time","2013","Bremen","74","0.323949939852256","0.265588231754339","0.382311647950174"
"Full-time","2013","North Rhine-Westphalia","2335","0.363843779371511","0.352188233127216","0.375499325615807"
"Full-time","2013","Hesse","856","0.392191766743288","0.372026850456079","0.412356683030497"
"Full-time","2013","Rhineland-Palatinate,Saarland","693","0.385833450815428","0.363413643084081","0.408253258546774"
"Full-time","2013","Baden-Württemberg","1545","0.397637771854657","0.382194487763596","0.413081055945717"
"Full-time","2013","Bavaria","1976","0.403727732588959","0.390137531212047","0.41731793396587"
"Full-time","2013","Berlin","418","0.362207704151918","0.334945284173071","0.389470124130765"
"Full-time","2013","Brandenburg","401","0.37893237647226","0.35091856812195","0.40694618482257"
"Full-time","2013","Mecklenburg-Western Pomerania","218","0.344566081989078","0.307159074678367","0.381973089299789"
"Full-time","2013","Saxony","735","0.423842391006852","0.401120552244079","0.446564229769626"
"Full-time","2013","Saxony-Anhalt","420","0.361193093371323","0.332729223180684","0.389656963561962"
"Full-time","2013","Thuringia","412","0.390310528995927","0.361054057552416","0.419567000439437"
"Part-time","2013","Schleswig-Holstein","158","0.107094133010537","0.0888033373097343","0.125384928711341"
"Part-time","2013","Hamburg","79","0.0773226226324244","0.0554906794233593","0.0991545658414894"
"Part-time","2013","Lower Saxony","411","0.114563699995572","0.103122782580736","0.126004617410408"
"Part-time","2013","Bremen","41","0.0594034975068761","0.0299248671047253","0.0888821279090269"
"Part-time","2013","North Rhine-Westphalia","958","0.11403825879506","0.106337632669666","0.121738884920455"
"Part-time","2013","Hesse","355","0.110745705443357","0.0977846511307868","0.123706759755927"
"Part-time","2013","Rhineland-Palatinate,Saarland","239","0.0997158810755542","0.0859164613011125","0.113515300849996"
"Part-time","2013","Baden-Württemberg","570","0.110540037180597","0.100645625311666","0.120434449049527"
"Part-time","2013","Bavaria","770","0.114823815222592","0.105993216659873","0.123654413785312"
"Part-time","2013","Berlin","176","0.115198901313723","0.0970899657751532","0.133307836852292"
"Part-time","2013","Brandenburg","123","0.0934581628510611","0.0766498393873793","0.110266486314743"
"Part-time","2013","Mecklenburg-Western Pomerania","82","0.129682928947652","0.103238609018673","0.156127248876632"
"Part-time","2013","Saxony","247","0.099369144768633","0.0856138527659308","0.113124436771335"
"Part-time","2013","Saxony-Anhalt","116","0.0948770363604032","0.0775120767747995","0.112241995946007"
"Part-time","2013","Thuringia","137","0.111371181605502","0.0925039111452484","0.130238452065756"
"Non-working","2013","Schleswig-Holstein","455","0.474209756280565","0.444674657682152","0.503744854878978"
"Non-working","2013","Hamburg","221","0.465694380971375","0.424922613535413","0.506466148407336"
"Non-working","2013","Lower Saxony","1197","0.43608153821636","0.418267979868885","0.453895096563836"
"Non-working","2013","Bremen","111","0.553489536700554","0.491492612719227","0.615486460681881"
"Non-working","2013","North Rhine-Westphalia","2577","0.429489987032231","0.417497716344742","0.44148225771972"
"Non-working","2013","Hesse","819","0.403608450277063","0.383345169428399","0.423871731125727"
"Non-working","2013","Rhineland-Palatinate,Saarland","685","0.425628806752019","0.402856831780289","0.44840078172375"
"Non-working","2013","Baden-Württemberg","1334","0.398389817902153","0.382941589444694","0.413838046359612"
"Non-working","2013","Bavaria","1770","0.405110226348416","0.391512567211627","0.418707885485206"
"Non-working","2013","Berlin","502","0.443371537446975","0.415193383506848","0.471549691387102"
"Non-working","2013","Brandenburg","542","0.479541220591181","0.450692404634044","0.508390036548317"
"Non-working","2013","Mecklenburg-Western Pomerania","272","0.450114802289364","0.41095415078403","0.489275453794697"
"Non-working","2013","Saxony","717","0.414150173897817","0.391501503893461","0.436798843902172"
"Non-working","2013","Saxony-Anhalt","482","0.472716883960979","0.443132541597058","0.5023012263249"
"Non-working","2013","Thuringia","442","0.430825663212989","0.4011270683187","0.460524258107279"
"Other","2013","Schleswig-Holstein","135","0.103283198465919","0.0852824976437758","0.121283899288061"
"Other","2013","Hamburg","61","0.0659037926920568","0.0456239221984497","0.086183663185664"
"Other","2013","Lower Saxony","335","0.0965530917273425","0.0859436365059635","0.107162546948722"
"Other","2013","Bremen","21","","",""
"Other","2013","North Rhine-Westphalia","675","0.0926279748011971","0.0856044189093698","0.0996515306930245"
"Other","2013","Hesse","222","0.0934540775362915","0.0814325977681803","0.105475557304403"
"Other","2013","Rhineland-Palatinate,Saarland","194","0.0888218613569989","0.0757194736411988","0.101924249072799"
"Other","2013","Baden-Württemberg","409","0.0934323730625938","0.0842487135780427","0.102616032547145"
"Other","2013","Bavaria","491","0.0763382258400327","0.0689831558149623","0.083693295865103"
"Other","2013","Berlin","98","0.0792218570873844","0.0639023095780747","0.094541404596694"
"Other","2013","Brandenburg","86","0.0480682400854982","0.0357157682976585","0.0604207118733379"
"Other","2013","Mecklenburg-Western Pomerania","48","0.0756361867739059","0.0548230026218939","0.0964493709259179"
"Other","2013","Saxony","118","0.062638290326698","0.0514967771153834","0.0737798035380126"
"Other","2013","Saxony-Anhalt","76","0.0712129863072949","0.0559732624962988","0.086452710118291"
"Other","2013","Thuringia","77","0.0674926261855819","0.0524467748757366","0.0825384774954271"
"Full-time","2014","Schleswig-Holstein","307","0.316161998962436","0.286702621028697","0.345621376896176"
"Full-time","2014","Hamburg","177","0.400260529141831","0.355290997092199","0.445230061191464"
"Full-time","2014","Lower Saxony","940","0.371633582051442","0.353317551947459","0.389949612155425"
"Full-time","2014","Bremen","59","0.289672733518745","0.229868076250339","0.349477390787152"
"Full-time","2014","North Rhine-Westphalia","2036","0.361151511557521","0.348778085411699","0.373524937703343"
"Full-time","2014","Hesse","734","0.369675344074039","0.348206143724664","0.391144544423415"
"Full-time","2014","Rhineland-Palatinate,Saarland","599","0.360941771047689","0.337612042855986","0.384271499239392"
"Full-time","2014","Baden-Württemberg","1277","0.38682338577313","0.370236987882926","0.403409783663334"
"Full-time","2014","Bavaria","1766","0.410580425937359","0.396226359794098","0.424934492080619"
"Full-time","2014","Berlin","366","0.373863367070966","0.344098353621368","0.403628380520563"
"Full-time","2014","Brandenburg","363","0.361656322485241","0.332566386787799","0.390746258182683"
"Full-time","2014","Mecklenburg-Western Pomerania","209","0.371907452376417","0.332334355269734","0.411480549483101"
"Full-time","2014","Saxony","658","0.424593050301945","0.400721793568596","0.448464307035294"
"Full-time","2014","Saxony-Anhalt","362","0.348580444217436","0.318761278204901","0.378399610229972"
"Full-time","2014","Thuringia","391","0.363705696632596","0.334255362428695","0.393156030836497"
"Part-time","2014","Schleswig-Holstein","140","0.107356739144096","0.0877436616954723","0.126969816592719"
"Part-time","2014","Hamburg","59","0.0769907391477505","0.0525233323049062","0.101458145990595"
"Part-time","2014","Lower Saxony","338","0.106825703289115","0.0951179549595498","0.11853345161868"
"Part-time","2014","Bremen","34","0.0845995481637886","0.0479100698004527","0.121289026527124"
"Part-time","2014","North Rhine-Westphalia","849","0.118448635729933","0.110124576559843","0.126772694900023"
"Part-time","2014","Hesse","305","0.128503505408845","0.113619706699082","0.143387304118608"
"Part-time","2014","Rhineland-Palatinate,Saarland","217","0.113746076986054","0.0983231007436053","0.129169053228503"
"Part-time","2014","Baden-Württemberg","499","0.11637794286364","0.105456713220851","0.127299172506428"
"Part-time","2014","Bavaria","707","0.116766136120339","0.107395698882879","0.126136573357798"
"Part-time","2014","Berlin","139","0.117050297604772","0.0972728923224088","0.136827702887135"
"Part-time","2014","Brandenburg","114","0.0818735240514785","0.0652741983172708","0.0984728497856862"
"Part-time","2014","Mecklenburg-Western Pomerania","65","0.118118744604826","0.0916925123782433","0.14454497683141"
"Part-time","2014","Saxony","224","0.10395256686617","0.0892130109049786","0.118692122827362"
"Part-time","2014","Saxony-Anhalt","99","0.0903657109287115","0.0724246205651364","0.108306801292287"
"Part-time","2014","Thuringia","120","0.115075363452488","0.0955395959060428","0.134611130998934"
"Non-working","2014","Schleswig-Holstein","392","0.477126355939267","0.445481202820639","0.508771509057895"
"Non-working","2014","Hamburg","173","0.451822102026904","0.40614377745075","0.497500426603058"
"Non-working","2014","Lower Saxony","1086","0.428714799823218","0.409957163375151","0.447472436271284"
"Non-working","2014","Bremen","105","0.553387805014531","0.487843941856141","0.618931668172921"
"Non-working","2014","North Rhine-Westphalia","2263","0.419030611939284","0.406320604153957","0.43174061972461"
"Non-working","2014","Hesse","695","0.403282179974358","0.38146430252328","0.425100057425435"
"Non-working","2014","Rhineland-Palatinate,Saarland","630","0.437692291816596","0.413593661561118","0.461790922072075"
"Non-working","2014","Baden-Württemberg","1184","0.399910468318498","0.383226769596223","0.416594167040772"
"Non-working","2014","Bavaria","1573","0.380111949364333","0.365948274812707","0.394275623915959"
"Non-working","2014","Berlin","429","0.424960347606674","0.394548824563513","0.455371870649834"
"Non-working","2014","Brandenburg","506","0.507789562842162","0.477521491843022","0.538057633841303"
"Non-working","2014","Mecklenburg-Western Pomerania","256","0.454964980018654","0.414192045619857","0.495737914417452"
"Non-working","2014","Saxony","659","0.401333357265288","0.37766073051292","0.425005984017656"
"Non-working","2014","Saxony-Anhalt","449","0.492820407908996","0.461535216653405","0.524105599164587"
"Non-working","2014","Thuringia","436","0.44683870074837","0.416402710063217","0.477274691433522"
"Other","2014","Schleswig-Holstein","118","0.0993549059542008","0.0804025316813444","0.118307280227057"
"Other","2014","Hamburg","47","0.0709266296835139","0.0473655418929712","0.0944877174740565"
"Other","2014","Lower Saxony","310","0.0928259148362259","0.0818270636450709","0.103824766027381"
"Other","2014","Bremen","23","","",""
"Other","2014","North Rhine-Westphalia","641","0.101369240773262","0.0935944259661481","0.109144055580376"
"Other","2014","Hesse","208","0.0985389705427579","0.0852833224206439","0.111794618664872"
"Other","2014","Rhineland-Palatinate,Saarland","182","0.0876198601496608","0.0738854478608608","0.101354272438461"
"Other","2014","Baden-Württemberg","352","0.0968882030447325","0.0868140362918939","0.106962369797571"
"Other","2014","Bavaria","466","0.0925414885779698","0.0840858740691535","0.100997103086786"
"Other","2014","Berlin","81","0.0841259877175887","0.0670495206022105","0.101202454832967"
"Other","2014","Brandenburg","65","0.0486805906211181","0.0356516667093644","0.0617095145328719"
"Other","2014","Mecklenburg-Western Pomerania","43","0.0550088230001019","0.036340692283689","0.0736769537165149"
"Other","2014","Saxony","106","0.0701210255665971","0.057788880208838","0.0824531709243561"
"Other","2014","Saxony-Anhalt","71","0.068233436944856","0.0524549348513934","0.0840119390383185"
"Other","2014","Thuringia","78","0.0743802391665458","0.0583170692851186","0.0904434090479729"
"Full-time","2015","Schleswig-Holstein","299","0.351045011874289","0.320169409374841","0.381920614373736"
"Full-time","2015","Hamburg","185","0.398004834749251","0.353845983488082","0.442163686010419"
"Full-time","2015","Lower Saxony","932","0.365348260690025","0.347117619085171","0.383578902294879"
"Full-time","2015","Bremen","52","0.266086364825707","0.203741135763592","0.328431593887823"
"Full-time","2015","North Rhine-Westphalia","1979","0.350694380240224","0.338356110394381","0.363032650086067"
"Full-time","2015","Hesse","729","0.37858783845424","0.356937345960642","0.400238330947838"
"Full-time","2015","Rhineland-Palatinate,Saarland","608","0.382009839418892","0.358608216363616","0.405411462474168"
"Full-time","2015","Baden-Württemberg","1308","0.397916947659067","0.381211920540827","0.414621974777308"
"Full-time","2015","Bavaria","1785","0.410334546721881","0.395980195743759","0.424688897700004"
"Full-time","2015","Berlin","364","0.357284861149708","0.327760914836263","0.386808807463153"
"Full-time","2015","Brandenburg","363","0.373947502683588","0.344498580286921","0.403396425080254"
"Full-time","2015","Mecklenburg-Western Pomerania","192","0.3750452889241","0.33523090008936","0.414859677758841"
"Full-time","2015","Saxony","616","0.427475751682309","0.403090073338588","0.451861430026029"
"Full-time","2015","Saxony-Anhalt","332","0.337192451962755","0.306560816219916","0.367824087705594"
"Full-time","2015","Thuringia","385","0.370842131947232","0.340859147291732","0.400825116602731"
"Part-time","2015","Schleswig-Holstein","144","0.129850877350438","0.108106546977462","0.151595207723413"
"Part-time","2015","Hamburg","61","0.0821141927480375","0.0573467862047329","0.106881599291342"
"Part-time","2015","Lower Saxony","379","0.115694131812028","0.103584313893661","0.127803949730395"
"Part-time","2015","Bremen","30","0.0760532285435336","0.0386549389564674","0.1134515181306"
"Part-time","2015","North Rhine-Westphalia","817","0.113798143382161","0.105587083937194","0.122009202827128"
"Part-time","2015","Hesse","321","0.142665310140809","0.127054373287036","0.158276246994583"
"Part-time","2015","Rhineland-Palatinate,Saarland","200","0.0985303513621774","0.0841761678196996","0.112884534904655"
"Part-time","2015","Baden-Württemberg","522","0.129308479186511","0.117856819725177","0.140760138647844"
"Part-time","2015","Bavaria","730","0.12546960762526","0.115803126641796","0.135136088608724"
"Part-time","2015","Berlin","151","0.128888944655436","0.108244536760198","0.149533352550674"
"Part-time","2015","Brandenburg","107","0.0919222047695168","0.0743376872329567","0.109506722306077"
"Part-time","2015","Mecklenburg-Western Pomerania","68","0.126253676366644","0.0989394678524381","0.15356788488085"
"Part-time","2015","Saxony","209","0.107351300766498","0.0920922998240801","0.122610301708917"
"Part-time","2015","Saxony-Anhalt","98","0.0961622438551976","0.0770599695171201","0.115264518193275"
"Part-time","2015","Thuringia","123","0.124846031995803","0.104328263901806","0.1453638000898"
"Non-working","2015","Schleswig-Holstein","365","0.422954666463023","0.3909967374653","0.454912595460745"
"Non-working","2015","Hamburg","184","0.466714052666373","0.421706789966345","0.511721315366401"
"Non-working","2015","Lower Saxony","1073","0.414692213775381","0.396039768034169","0.433344659516592"
"Non-working","2015","Bremen","91","0.591327808376335","0.521973869482786","0.660681747269884"
"Non-working","2015","North Rhine-Westphalia","2349","0.427782829177269","0.414990271101229","0.440575387253309"
"Non-working","2015","Hesse","682","0.386228935367395","0.364495910100238","0.407961960634552"
"Non-working","2015","Rhineland-Palatinate,Saarland","672","0.430729952863312","0.406880433657864","0.454579472068761"
"Non-working","2015","Baden-Württemberg","1138","0.396096859228947","0.379404907931359","0.412788810526535"
"Non-working","2015","Bavaria","1542","0.376227999899814","0.362091230543289","0.39036476925634"
"Non-working","2015","Berlin","416","0.428841562425721","0.398349656722629","0.459333468128812"
"Non-working","2015","Brandenburg","495","0.484435962829166","0.454018834586853","0.514853091071479"
"Non-working","2015","Mecklenburg-Western Pomerania","263","0.435693578693503","0.394915947006345","0.47647121038066"
"Non-working","2015","Saxony","649","0.389666889124687","0.365628111835886","0.413705666413488"
"Non-working","2015","Saxony-Anhalt","423","0.498246247580341","0.465849241542456","0.530643253618225"
"Non-working","2015","Thuringia","417","0.436988457903677","0.406199559958753","0.467777355848602"
"Other","2015","Schleswig-Holstein","110","0.096149444312251","0.0770795426112822","0.11521934601322"
"Other","2015","Hamburg","42","0.0531669198363385","0.0329257991918632","0.0734080404808137"
"Other","2015","Lower Saxony","296","0.104265393722566","0.0926952044248517","0.115835583020281"
"Other","2015","Bremen","20","","",""
"Other","2015","North Rhine-Westphalia","601","0.107724647200346","0.0997083784499354","0.115740915950756"
"Other","2015","Hesse","196","0.0925179160375561","0.0795841045436155","0.105451727531497"
"Other","2015","Rhineland-Palatinate,Saarland","176","0.0887298563556184","0.0750344038938145","0.102425308817422"
"Other","2015","Baden-Württemberg","330","0.0766777139254751","0.0675967070893004","0.0857587207616498"
"Other","2015","Bavaria","454","0.087967845753044","0.0797021630335197","0.0962335284725683"
"Other","2015","Berlin","81","0.0849846317691355","0.0678038774547041","0.102165386083567"
"Other","2015","Brandenburg","72","0.0496943297177294","0.0364678645750426","0.0629207948604162"
"Other","2015","Mecklenburg-Western Pomerania","45","0.0630074560157532","0.0430255016340114","0.0829894103974951"
"Other","2015","Saxony","107","0.0755060584265061","0.0624826371047669","0.0885294797482452"
"Other","2015","Saxony-Anhalt","62","0.0683990566017065","0.0520430393605725","0.0847550738428406"
"Other","2015","Thuringia","72","0.067323378153288","0.0517691305771087","0.0828776257294674"
"Full-time","2016","Schleswig-Holstein","276","0.336094425420547","0.307711242946783","0.364477607894311"
"Full-time","2016","Hamburg","172","0.366117990476717","0.325296773490213","0.406939207463222"
"Full-time","2016","Lower Saxony","850","0.371797588268795","0.354023308781722","0.389571867755868"
"Full-time","2016","Bremen","49","0.27501628908475","0.218406377863421","0.33162620030608"
"Full-time","2016","North Rhine-Westphalia","1894","0.37300996405827","0.36081287731842","0.38520705079812"
"Full-time","2016","Hesse","620","0.36741030397391","0.34629230438018","0.38852830356764"
"Full-time","2016","Rhineland-Palatinate,Saarland","558","0.38101504536408","0.358666947795064","0.403363142933096"
"Full-time","2016","Baden-Württemberg","1157","0.38784740947447","0.371841388362375","0.403853430586565"
"Full-time","2016","Bavaria","1591","0.413400125408274","0.399247689193751","0.427552561622797"
"Full-time","2016","Berlin","335","0.368638277998785","0.341555976003246","0.395720579994323"
"Full-time","2016","Brandenburg","352","0.362401828888383","0.335067488871741","0.389736168905025"
"Full-time","2016","Mecklenburg-Western Pomerania","189","0.360917718959139","0.323265500256586","0.398569937661693"
"Full-time","2016","Saxony","584","0.416522711479966","0.392885775029996","0.440159647929935"
"Full-time","2016","Saxony-Anhalt","316","0.341780951546515","0.311699031288554","0.371862871804476"
"Full-time","2016","Thuringia","358","0.390079571906057","0.360131132783253","0.420028011028862"
"Part-time","2016","Schleswig-Holstein","137","0.135846192613667","0.115259028036709","0.156433357190626"
"Part-time","2016","Hamburg","62","0.109173704735642","0.0827479902717537","0.135599419199529"
"Part-time","2016","Lower Saxony","375","0.112695668329656","0.101065691926631","0.124325644732681"
"Part-time","2016","Bremen","33","0.069974369368705","0.0376324272261507","0.102316311511259"
"Part-time","2016","North Rhine-Westphalia","791","0.115095025693142","0.107046021168568","0.123144030217716"
"Part-time","2016","Hesse","288","0.133924169895361","0.119005727028826","0.148842612761896"
"Part-time","2016","Rhineland-Palatinate,Saarland","220","0.10648540666027","0.0922907359698305","0.12068007735071"
"Part-time","2016","Baden-Württemberg","507","0.136345770675492","0.125073435866961","0.147618105484023"
"Part-time","2016","Bavaria","681","0.127365206150887","0.117784079405493","0.136946332896281"
"Part-time","2016","Berlin","150","0.121773575555654","0.10341554800138","0.140131603109928"
"Part-time","2016","Brandenburg","106","0.110856039370182","0.0930032701373949","0.128708808602969"
"Part-time","2016","Mecklenburg-Western Pomerania","75","0.149998901727299","0.122005101089149","0.17799270236545"
"Part-time","2016","Saxony","211","0.125507864642264","0.109623374099111","0.141392355185416"
"Part-time","2016","Saxony-Anhalt","99","0.0828644079121674","0.0653801503732877","0.100348665451047"
"Part-time","2016","Thuringia","117","0.124421358415955","0.104155917933474","0.144686798898436"
"Non-working","2016","Schleswig-Holstein","555","0.451534781168203","0.421632974617637","0.481436587718769"
"Non-working","2016","Hamburg","262","0.463189734776046","0.420936392370522","0.50544307718157"
"Non-working","2016","Lower Saxony","1311","0.41365586287195","0.395543095618213","0.431768630125687"
"Non-working","2016","Bremen","135","0.591956250352295","0.529647748281037","0.654264752423553"
"Non-working","2016","North Rhine-Westphalia","2782","0.411326090115778","0.398915395221165","0.423736785010391"
"Non-working","2016","Hesse","913","0.41258938094327","0.39102455415644","0.434154207730099"
"Non-working","2016","Rhineland-Palatinate,Saarland","865","0.424899666766032","0.402151602080571","0.447647731451493"
"Non-working","2016","Baden-Württemberg","1556","0.399818295916486","0.383726822946144","0.415909768886828"
"Non-working","2016","Bavaria","1951","0.372029401983024","0.35813841166998","0.385920392296067"
"Non-working","2016","Berlin","654","0.44602012746444","0.418115870669536","0.473924384259343"
"Non-working","2016","Brandenburg","657","0.475625420976702","0.447227063960855","0.504023777992548"
"Non-working","2016","Mecklenburg-Western Pomerania","318","0.406475826597942","0.367968386391716","0.444983266804167"
"Non-working","2016","Saxony","772","0.392653958802349","0.369239562821741","0.416068354782957"
"Non-working","2016","Saxony-Anhalt","482","0.503593856168641","0.471883202771053","0.53530450956623"
"Non-working","2016","Thuringia","465","0.417153356353954","0.386878226116118","0.44742848659179"
"Other","2016","Schleswig-Holstein","96","0.0765246007975828","0.0605514541569361","0.0924977474382294"
"Other","2016","Hamburg","39","0.0615185700115952","0.0411581300783046","0.0818790099448857"
"Other","2016","Lower Saxony","304","0.101850880529598","0.0907272760274639","0.112974485031733"
"Other","2016","Bremen","22","","",""
"Other","2016","North Rhine-Westphalia","572","0.100568920132809","0.0929834689990075","0.108154371266611"
"Other","2016","Hesse","181","0.0860761451874593","0.0737900898872113","0.0983622004877074"
"Other","2016","Rhineland-Palatinate,Saarland","171","0.087599881209618","0.0745899837120995","0.100609778707136"
"Other","2016","Baden-Württemberg","340","0.0759885239335519","0.0672841852927755","0.0846928625743283"
"Other","2016","Bavaria","428","0.0872052664578149","0.079096909850033","0.0953136230655968"
"Other","2016","Berlin","80","0.0635680189811213","0.0498717052483307","0.0772643327139119"
"Other","2016","Brandenburg","73","0.0511167107647331","0.0385931530947836","0.0636402684346827"
"Other","2016","Mecklenburg-Western Pomerania","43","0.0826075527156199","0.0610253612713211","0.104189744159919"
"Other","2016","Saxony","104","0.0653154650754217","0.0534686828147342","0.0771622473361092"
"Other","2016","Saxony-Anhalt","58","0.0717607843726763","0.0553918672479626","0.08812970149739"
"Other","2016","Thuringia","79","0.0683457133240332","0.0528524096744338","0.0838390169736325"
"Full-time","2017","Schleswig-Holstein","364","0.369931520845591","0.343252965040459","0.396610076650723"
"Full-time","2017","Hamburg","205","0.402530034529677","0.364506293239377","0.440553775819978"
"Full-time","2017","Lower Saxony","1050","0.36446867591532","0.348262707984343","0.380674643846296"
"Full-time","2017","Bremen","74","0.307361270626577","0.254348615799613","0.360373925453541"
"Full-time","2017","North Rhine-Westphalia","2118","0.362223155729081","0.350970823675415","0.373475487782747"
"Full-time","2017","Hesse","740","0.373703090540537","0.354639630762612","0.392766550318462"
"Full-time","2017","Rhineland-Palatinate,Saarland","618","0.386642589638742","0.36462365234034","0.408661526937144"
"Full-time","2017","Baden-Württemberg","1287","0.397045177479517","0.38143907525098","0.412651279708055"
"Full-time","2017","Bavaria","1794","0.40669128836886","0.393139262061556","0.420243314676164"
"Full-time","2017","Berlin","385","0.367246189858149","0.339799817583707","0.394692562132592"
"Full-time","2017","Brandenburg","423","0.411215969358756","0.38396016999147","0.438471768726041"
"Full-time","2017","Mecklenburg-Western Pomerania","213","0.370123765650619","0.332803588051448","0.40744394324979"
"Full-time","2017","Saxony","682","0.420704551631962","0.398335382113173","0.443073721150752"
"Full-time","2017","Saxony-Anhalt","366","0.367689242274863","0.33857982358554","0.396798660964185"
"Full-time","2017","Thuringia","438","0.404309211720572","0.375745882601112","0.432872540840033"
"Part-time","2017","Schleswig-Holstein","163","0.110961284097305","0.0936051161284929","0.128317452066117"
"Part-time","2017","Hamburg","68","0.101079263572868","0.0777076123879539","0.124450914757782"
"Part-time","2017","Lower Saxony","449","0.113752053796688","0.10306067703221","0.124443430561166"
"Part-time","2017","Bremen","37","0.102860948575234","0.0679584321813897","0.137763464969079"
"Part-time","2017","North Rhine-Westphalia","924","0.125224611388887","0.117476190821075","0.1329730319567"
"Part-time","2017","Hesse","325","0.12306620054246","0.110121230659","0.136011170425919"
"Part-time","2017","Rhineland-Palatinate,Saarland","257","0.120683537548809","0.105954264301173","0.135412810796445"
