"erwst","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","1984","Other degree","(0) in school","","","",""
"Other","1984","Other degree","(1a) inadequately completed","","","",""
"Other","1984","Other degree","(1b) general elementary school","","","",""
"Other","1984","Other degree","(1c) basic vocational qualification","","","",""
"Other","1984","Other degree","(2b) intermediate general qualification","","","",""
"Other","1984","Other degree","(2a) intermediate vocational","","","",""
"Other","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"Other","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","Other degree","(3a) lower tertiary education","","","",""
"Other","1984","Other degree","(3b) higher tertiary education","","","",""
"Other","1984","no degree/no degree yet","(0) in school","","","",""
"Other","1984","no degree/no degree yet","(1a) inadequately completed","","","",""
"Other","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"Other","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Other","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Other","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Other","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Other","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Other","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Full-time","1985","lower secondary degree","(0) in school","","","",""
"Full-time","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Full-time","1985","lower secondary degree","(1b) general elementary school","525","0.218497744167797","0.200401176415249","0.236594311920344"
"Full-time","1985","lower secondary degree","(1c) basic vocational qualification","1802","0.486521730796166","0.469843472351353","0.503199989240979"
"Full-time","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Full-time","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Full-time","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Full-time","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Full-time","1985","secondary school degree","(0) in school","","","",""
"Full-time","1985","secondary school degree","(1a) inadequately completed","","","",""
"Full-time","1985","secondary school degree","(1b) general elementary school","","","",""
"Full-time","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Full-time","1985","secondary school degree","(2b) intermediate general qualification","102","0.20900273342586","0.172437802227002","0.245567664624719"
"Full-time","1985","secondary school degree","(2a) intermediate vocational","737","0.524347634469453","0.497648145828382","0.551047123110524"
"Full-time","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1985","secondary school degree","(3a) lower tertiary education","35","0.682585852768382","0.550906023885784","0.814265681650979"
"Full-time","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Full-time","1985","college entrance qualification","(0) in school","","","",""
"Full-time","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Full-time","1985","college entrance qualification","(1b) general elementary school","","","",""
"Full-time","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Full-time","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Full-time","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Full-time","1985","college entrance qualification","(2c_gen) general maturity certificate","35","0.121264984918129","0.0840773199109095","0.158452649925349"
"Full-time","1985","college entrance qualification","(2c_voc) vocational maturity certificate","166","0.498660966205675","0.444048900746024","0.553273031665326"
"Full-time","1985","college entrance qualification","(3a) lower tertiary education","120","0.64454760772692","0.574231259047586","0.714863956406254"
"Full-time","1985","college entrance qualification","(3b) higher tertiary education","300","0.666757578362626","0.62256274571321","0.710952411012041"
"Full-time","1985","Other degree","(0) in school","","","",""
"Full-time","1985","Other degree","(1a) inadequately completed","","","",""
"Full-time","1985","Other degree","(1b) general elementary school","408","0.582770847925614","0.544266120946558","0.621275574904669"
"Full-time","1985","Other degree","(1c) basic vocational qualification","302","0.746538229043812","0.703199630118951","0.789876827968673"
"Full-time","1985","Other degree","(2b) intermediate general qualification","","","",""
"Full-time","1985","Other degree","(2a) intermediate vocational","","","",""
"Full-time","1985","Other degree","(2c_gen) general maturity certificate","37","0.571526643618469","0.456420350518978","0.68663293671796"
"Full-time","1985","Other degree","(2c_voc) vocational maturity certificate","67","0.778019568028837","0.690694070060059","0.865345065997616"
"Full-time","1985","Other degree","(3a) lower tertiary education","","","",""
"Full-time","1985","Other degree","(3b) higher tertiary education","35","0.595511500222217","0.460813493633425","0.730209506811008"
"Full-time","1985","no degree/no degree yet","(0) in school","","","",""
"Full-time","1985","no degree/no degree yet","(1a) inadequately completed","482","0.42487710008631","0.392812583660421","0.456941616512198"
"Full-time","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Full-time","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Full-time","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Full-time","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Full-time","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Full-time","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Full-time","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Part-time","1985","lower secondary degree","(0) in school","","","",""
"Part-time","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Part-time","1985","lower secondary degree","(1b) general elementary school","153","0.0731627867187201","0.061758858702577","0.0845667147348633"
"Part-time","1985","lower secondary degree","(1c) basic vocational qualification","260","0.069375168078036","0.0608964950785701","0.0778538410775019"
"Part-time","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Part-time","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Part-time","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Part-time","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Part-time","1985","secondary school degree","(0) in school","","","",""
"Part-time","1985","secondary school degree","(1a) inadequately completed","","","",""
"Part-time","1985","secondary school degree","(1b) general elementary school","","","",""
"Part-time","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Part-time","1985","secondary school degree","(2b) intermediate general qualification","","","",""
"Part-time","1985","secondary school degree","(2a) intermediate vocational","134","0.0873053940893933","0.0722139174047558","0.102396870774031"
"Part-time","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Part-time","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Part-time","1985","college entrance qualification","(0) in school","","","",""
"Part-time","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Part-time","1985","college entrance qualification","(1b) general elementary school","","","",""
"Part-time","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Part-time","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Part-time","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Part-time","1985","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","college entrance qualification","(3a) lower tertiary education","","","",""
"Part-time","1985","college entrance qualification","(3b) higher tertiary education","40","0.0842940216544185","0.0582454577776232","0.110342585531214"
"Part-time","1985","Other degree","(0) in school","","","",""
"Part-time","1985","Other degree","(1a) inadequately completed","","","",""
"Part-time","1985","Other degree","(1b) general elementary school","31","0.0481539425181529","0.0314362205199597","0.0648716645163462"
"Part-time","1985","Other degree","(1c) basic vocational qualification","","","",""
"Part-time","1985","Other degree","(2b) intermediate general qualification","","","",""
"Part-time","1985","Other degree","(2a) intermediate vocational","","","",""
"Part-time","1985","Other degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","Other degree","(3a) lower tertiary education","","","",""
"Part-time","1985","Other degree","(3b) higher tertiary education","","","",""
"Part-time","1985","no degree/no degree yet","(0) in school","","","",""
"Part-time","1985","no degree/no degree yet","(1a) inadequately completed","","","",""
"Part-time","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Part-time","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Part-time","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Part-time","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Part-time","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Part-time","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Non-working","1985","lower secondary degree","(0) in school","","","",""
"Non-working","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Non-working","1985","lower secondary degree","(1b) general elementary school","1178","0.647026421706041","0.626097843609206","0.667954999802875"
"Non-working","1985","lower secondary degree","(1c) basic vocational qualification","1302","0.423962553758495","0.407472288130054","0.440452819386935"
"Non-working","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Non-working","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Non-working","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Non-working","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Non-working","1985","secondary school degree","(0) in school","","","",""
"Non-working","1985","secondary school degree","(1a) inadequately completed","","","",""
"Non-working","1985","secondary school degree","(1b) general elementary school","","","",""
"Non-working","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Non-working","1985","secondary school degree","(2b) intermediate general qualification","245","0.545967760396234","0.501193529831854","0.590741990960613"
"Non-working","1985","secondary school degree","(2a) intermediate vocational","431","0.359875707345865","0.334215694061008","0.385535720630721"
"Non-working","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Non-working","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Non-working","1985","college entrance qualification","(0) in school","","","",""
"Non-working","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Non-working","1985","college entrance qualification","(1b) general elementary school","","","",""
"Non-working","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Non-working","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Non-working","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Non-working","1985","college entrance qualification","(2c_gen) general maturity certificate","187","0.615724936280502","0.560311292528762","0.671138580032242"
"Non-working","1985","college entrance qualification","(2c_voc) vocational maturity certificate","117","0.389540287488006","0.33627738251293","0.442803192463082"
"Non-working","1985","college entrance qualification","(3a) lower tertiary education","46","0.280088918662443","0.214122108743942","0.346055728580944"
"Non-working","1985","college entrance qualification","(3b) higher tertiary education","84","0.22413660434481","0.185038437279299","0.263234771410321"
"Non-working","1985","Other degree","(0) in school","","","",""
"Non-working","1985","Other degree","(1a) inadequately completed","","","",""
"Non-working","1985","Other degree","(1b) general elementary school","179","0.325385212201873","0.288800078161248","0.361970346242499"
"Non-working","1985","Other degree","(1c) basic vocational qualification","69","0.21402041437832","0.173157828916127","0.254882999840513"
"Non-working","1985","Other degree","(2b) intermediate general qualification","","","",""
"Non-working","1985","Other degree","(2a) intermediate vocational","","","",""
"Non-working","1985","Other degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1985","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","Other degree","(3a) lower tertiary education","","","",""
"Non-working","1985","Other degree","(3b) higher tertiary education","","","",""
"Non-working","1985","no degree/no degree yet","(0) in school","181","0.966362593209511","0.940521636012065","0.992203550406956"
"Non-working","1985","no degree/no degree yet","(1a) inadequately completed","389","0.521986556346122","0.489585257731241","0.554387854961003"
"Non-working","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Non-working","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Non-working","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Non-working","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Non-working","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Non-working","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Non-working","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Other","1985","lower secondary degree","(0) in school","","","",""
"Other","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Other","1985","lower secondary degree","(1b) general elementary school","147","0.0613130474074426","0.050806876577489","0.0718192182373962"
"Other","1985","lower secondary degree","(1c) basic vocational qualification","86","0.0201405473673035","0.0154528877228721","0.024828207011735"
"Other","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Other","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Other","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Other","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Other","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Other","1985","secondary school degree","(0) in school","","","",""
"Other","1985","secondary school degree","(1a) inadequately completed","","","",""
"Other","1985","secondary school degree","(1b) general elementary school","","","",""
"Other","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Other","1985","secondary school degree","(2b) intermediate general qualification","103","0.193938438346355","0.158382074708134","0.229494801984577"
"Other","1985","secondary school degree","(2a) intermediate vocational","42","0.0284712640952891","0.0195796694237041","0.0373628587668741"
"Other","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Other","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1985","secondary school degree","(3a) lower tertiary education","","","",""
