"plh0172","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","2008","35-65 y.","higher education","255","0.0957359641070786","0.0848299841712576","0.1066419440429","10"
"10 Completely satisfied","2008","16-34 y.","vocational + Abi","38","0.0915519912047603","0.0624020217223172","0.120701960687204","10"
"10 Completely satisfied","2008","35-65 y.","middle vocational","541","0.0929290062996963","0.0852692636200604","0.100588748979332","10"
"10 Completely satisfied","2008","35-65 y.","vocational + Abi","54","0.0941257588862507","0.0710101118516374","0.117241405920864","10"
"10 Completely satisfied","2008","66 and older","general elemantary","51","0.0810676386348003","0.0613758373480583","0.100759439921542","10"
"2 on Scale 1 to 10","2008","66 and older","higher vocational","8","","","","2"
"2 on Scale 1 to 10","2008","66 and older","higher education","24","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","inadequately","3","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","in school","8","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","inadequately","1","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","general elemantary","12","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","middle vocational","23","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","higher vocational","1","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","higher education","10","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","general elemantary","29","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","middle vocational","183","0.0428137695097712","0.0374729506503905","0.048154588369152","2"
"2 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","23","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","higher vocational","34","0.0456949246449592","0.0326007415696033","0.0587891077203152","2"
"2 on Scale 1 to 10","2008","35-65 y.","higher education","79","0.0203589698901652","0.0151242808188562","0.0255936589614742","2"
"2 on Scale 1 to 10","2008","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","2008","66 and older","inadequately","","","","","2"
"2 on Scale 1 to 10","2008","66 and older","middle vocational","106","0.0463913093750395","0.0377197483079837","0.0550628704420952","2"
"2 on Scale 1 to 10","2008","66 and older","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","7","","","","2"
"2 on Scale 1 to 10","2008","66 and older","general elemantary","37","0.0567876817125572","0.0400901717271946","0.0734851916979197","2"
"3 on Scale 1 to 10","2008","16-34 y.","in school","7","","","","3"
"3 on Scale 1 to 10","2008","16-34 y.","inadequately","2","","","","3"
"3 on Scale 1 to 10","2008","16-34 y.","general elemantary","24","","","","3"
"3 on Scale 1 to 10","2008","16-34 y.","middle vocational","84","0.0503308428911725","0.0407324679629494","0.0599292178193956","3"
"3 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","18","","","","3"
"3 on Scale 1 to 10","2008","16-34 y.","higher vocational","8","","","","3"
"3 on Scale 1 to 10","2008","16-34 y.","higher education","13","","","","3"
"3 on Scale 1 to 10","2008","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","2008","35-65 y.","inadequately","7","","","","3"
"3 on Scale 1 to 10","2008","35-65 y.","general elemantary","54","0.0952168961384852","0.07302508715264","0.11740870512433","3"
"3 on Scale 1 to 10","2008","35-65 y.","middle vocational","327","0.0662052017070154","0.0596454156452458","0.072764987768785","3"
"3 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","27","","","","3"
"3 on Scale 1 to 10","2008","35-65 y.","higher vocational","78","0.0901719828570986","0.0722115717941117","0.108132393920086","3"
"3 on Scale 1 to 10","2008","35-65 y.","higher education","130","0.0499864518092317","0.0419090709291322","0.0580638326893311","3"
"3 on Scale 1 to 10","2008","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","2008","66 and older","inadequately","4","","","","3"
"3 on Scale 1 to 10","2008","66 and older","general elemantary","40","0.0675559925690705","0.0494482950647244","0.0856636900734166","3"
"3 on Scale 1 to 10","2008","66 and older","middle vocational","161","0.0822803043947978","0.0709511670331142","0.0936094417564813","3"
"3 on Scale 1 to 10","2008","66 and older","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","2008","66 and older","higher vocational","14","","","","3"
"3 on Scale 1 to 10","2008","66 and older","higher education","37","0.0512966772516966","0.0366881691400384","0.0659051853633549","3"
"4 on Scale 1 to 10","2008","35-65 y.","higher vocational","56","0.0524097470940658","0.0384358631001735","0.0663836310879581","4"
"4 on Scale 1 to 10","2008","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","2008","16-34 y.","inadequately","2","","","","4"
"4 on Scale 1 to 10","2008","16-34 y.","in school","15","","","","4"
"4 on Scale 1 to 10","2008","35-65 y.","higher education","152","0.0582474243098454","0.0495660940406091","0.0669287545790816","4"
"4 on Scale 1 to 10","2008","16-34 y.","higher vocational","5","","","","4"
"4 on Scale 1 to 10","2008","35-65 y.","inadequately","2","","","","4"
"4 on Scale 1 to 10","2008","35-65 y.","general elemantary","43","0.0824360394379487","0.0616419366067648","0.103230142269133","4"
"4 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","26","","","","4"
"4 on Scale 1 to 10","2008","35-65 y.","middle vocational","393","0.0724843671297359","0.0656436648617734","0.0793250693976984","4"
"4 on Scale 1 to 10","2008","16-34 y.","general elemantary","29","","","","4"
"4 on Scale 1 to 10","2008","16-34 y.","higher education","20","","","","4"
"4 on Scale 1 to 10","2008","16-34 y.","middle vocational","111","0.052978610708006","0.0431447371855399","0.0628124842304722","4"
"4 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","22","","","","4"
"4 on Scale 1 to 10","2008","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","2008","66 and older","inadequately","3","","","","4"
"4 on Scale 1 to 10","2008","66 and older","general elemantary","71","0.0873886457014554","0.0670139867222869","0.107763304680624","4"
"4 on Scale 1 to 10","2008","66 and older","middle vocational","167","0.0716849320263927","0.0610494908421024","0.0823203732106829","4"
"4 on Scale 1 to 10","2008","66 and older","vocational + Abi","7","","","","4"
"4 on Scale 1 to 10","2008","66 and older","higher vocational","19","","","","4"
"4 on Scale 1 to 10","2008","66 and older","higher education","48","0.0578575681834641","0.042396681121836","0.0733184552450921","4"
"5 on Scale 1 to 10","2008","66 and older","vocational + Abi","15","","","","5"
"5 on Scale 1 to 10","2008","66 and older","higher vocational","39","0.128560664537764","0.0917146012297977","0.165406727845731","5"
"5 on Scale 1 to 10","2008","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","2008","35-65 y.","general elemantary","102","0.166961659918003","0.138764567588348","0.195158752247657","5"
"5 on Scale 1 to 10","2008","16-34 y.","inadequately","7","","","","5"
"5 on Scale 1 to 10","2008","16-34 y.","general elemantary","60","0.0881725410165063","0.0659073164727948","0.110437765560218","5"
"5 on Scale 1 to 10","2008","16-34 y.","middle vocational","175","0.0913762727097742","0.0787259035861141","0.104026641833434","5"
"5 on Scale 1 to 10","2008","16-34 y.","in school","24","","","","5"
"5 on Scale 1 to 10","2008","66 and older","higher education","91","0.0914567947908836","0.0723680743001016","0.110545515281666","5"
"5 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","44","0.110856511410415","0.0791228123787961","0.142590210442034","5"
"5 on Scale 1 to 10","2008","35-65 y.","inadequately","11","","","","5"
"5 on Scale 1 to 10","2008","16-34 y.","higher vocational","24","","","","5"
"5 on Scale 1 to 10","2008","16-34 y.","higher education","46","0.0804391761711813","0.0573065538214631","0.103571798520899","5"
"5 on Scale 1 to 10","2008","66 and older","middle vocational","314","0.143743446571469","0.129279398631414","0.158207494511525","5"
"5 on Scale 1 to 10","2008","35-65 y.","middle vocational","661","0.123946226692211","0.115252621142851","0.13263983224157","5"
"5 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","69","0.117350206648005","0.091872871799463","0.142827541496547","5"
"5 on Scale 1 to 10","2008","35-65 y.","higher vocational","109","0.127947142036778","0.107001797492541","0.148892486581015","5"
"5 on Scale 1 to 10","2008","35-65 y.","higher education","263","0.106639867142988","0.0951991673694007","0.118080566916575","5"
"5 on Scale 1 to 10","2008","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","2008","66 and older","inadequately","6","","","","5"
"5 on Scale 1 to 10","2008","66 and older","general elemantary","116","0.140027992096638","0.114991729481498","0.165064254711778","5"
"6 on Scale 1 to 10","2008","16-34 y.","in school","32","0.127108266977864","0.0923111031198809","0.161905430835847","6"
"6 on Scale 1 to 10","2008","16-34 y.","inadequately","4","","","","6"
"6 on Scale 1 to 10","2008","16-34 y.","general elemantary","43","0.0785130836848049","0.0573918310202416","0.0996343363493682","6"
"6 on Scale 1 to 10","2008","16-34 y.","middle vocational","207","0.103476375131931","0.0901043891027388","0.116848361161123","6"
"6 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","39","0.124987706343339","0.0915608992441209","0.158414513442558","6"
"6 on Scale 1 to 10","2008","16-34 y.","higher vocational","13","","","","6"
"6 on Scale 1 to 10","2008","16-34 y.","higher education","51","0.116351010351692","0.0890784568410159","0.143623563862369","6"
"6 on Scale 1 to 10","2008","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","2008","35-65 y.","inadequately","9","","","","6"
"6 on Scale 1 to 10","2008","35-65 y.","general elemantary","64","0.0909344963461563","0.0691962064394171","0.112672786252895","6"
"6 on Scale 1 to 10","2008","35-65 y.","middle vocational","579","0.107634883527929","0.0994584161372562","0.115811350918602","6"
"6 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","57","0.0914992992699433","0.0686754247438564","0.11432317379603","6"
"6 on Scale 1 to 10","2008","35-65 y.","higher vocational","106","0.0951472887802483","0.0767485537919778","0.113546023768519","6"
"6 on Scale 1 to 10","2008","35-65 y.","higher education","325","0.119079724489456","0.107074598531572","0.13108485044734","6"
"6 on Scale 1 to 10","2008","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","2008","66 and older","inadequately","6","","","","6"
"6 on Scale 1 to 10","2008","66 and older","general elemantary","97","0.127785607688709","0.103699173781047","0.151872041596372","6"
"6 on Scale 1 to 10","2008","66 and older","middle vocational","244","0.0969341380439253","0.0847360444733392","0.109132231614511","6"
"6 on Scale 1 to 10","2008","66 and older","vocational + Abi","12","","","","6"
"6 on Scale 1 to 10","2008","66 and older","higher vocational","37","0.111702442133501","0.0770264394374389","0.146378444829563","6"
"6 on Scale 1 to 10","2008","66 and older","higher education","102","0.127094830638697","0.105037979405827","0.149151681871568","6"
"7 on Scale 1 to 10","2008","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","2008","16-34 y.","in school","52","0.115152915370394","0.0818065625991546","0.148499268141634","7"
"7 on Scale 1 to 10","2008","16-34 y.","inadequately","6","","","","7"
"7 on Scale 1 to 10","2008","16-34 y.","higher education","85","0.172312259908808","0.140191028894632","0.204433490922985","7"
"7 on Scale 1 to 10","2008","16-34 y.","higher vocational","21","","","","7"
"7 on Scale 1 to 10","2008","35-65 y.","inadequately","21","","","","7"
"7 on Scale 1 to 10","2008","35-65 y.","higher vocational","159","0.174939873457478","0.151117336316568","0.198762410598388","7"
"7 on Scale 1 to 10","2008","16-34 y.","general elemantary","84","0.131570490121642","0.105027453865484","0.158113526377801","7"
"7 on Scale 1 to 10","2008","35-65 y.","higher education","457","0.155008957776951","0.141594165316736","0.168423750237165","7"
"7 on Scale 1 to 10","2008","35-65 y.","general elemantary","97","0.132189472029964","0.106581549590555","0.157797394469373","7"
"7 on Scale 1 to 10","2008","35-65 y.","middle vocational","889","0.150825832866878","0.141384046992469","0.160267618741287","7"
"7 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","114","0.149007828417154","0.120818470814572","0.177197186019736","7"
"7 on Scale 1 to 10","2008","16-34 y.","middle vocational","280","0.139960809763078","0.124728814859879","0.155192804666277","7"
"7 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","70","0.180945085382629","0.142033038657526","0.219857132107733","7"
"7 on Scale 1 to 10","2008","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","2008","66 and older","inadequately","6","","","","7"
"7 on Scale 1 to 10","2008","66 and older","general elemantary","100","0.124305945275855","0.100502377216039","0.148109513335671","7"
"7 on Scale 1 to 10","2008","66 and older","middle vocational","312","0.132326149793735","0.11835619617976","0.146296103407711","7"
"7 on Scale 1 to 10","2008","66 and older","vocational + Abi","11","","","","7"
"7 on Scale 1 to 10","2008","66 and older","higher vocational","38","0.100048471987212","0.0670165952431674","0.133080348731257","7"
"7 on Scale 1 to 10","2008","66 and older","higher education","154","0.17653413492274","0.151285774254838","0.201782495590642","7"
"8 on Scale 1 to 10","2008","35-65 y.","general elemantary","154","0.209152108638905","0.178402396203194","0.239901821074616","8"
"8 on Scale 1 to 10","2008","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","2008","35-65 y.","inadequately","16","","","","8"
"8 on Scale 1 to 10","2008","35-65 y.","middle vocational","1196","0.214946900931356","0.204109303768083","0.225784498094629","8"
"8 on Scale 1 to 10","2008","66 and older","higher vocational","77","0.255751928537036","0.207724782764518","0.303779074309555","8"
"8 on Scale 1 to 10","2008","66 and older","higher education","179","0.202745204472187","0.176121412980953","0.229368995963421","8"
"8 on Scale 1 to 10","2008","66 and older","vocational + Abi","20","","","","8"
"8 on Scale 1 to 10","2008","16-34 y.","in school","69","0.219731254171305","0.176475410976779","0.26298709736583","8"
"8 on Scale 1 to 10","2008","16-34 y.","inadequately","7","","","","8"
"8 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","84","0.239490042353799","0.196353001339081","0.282627083368518","8"
"8 on Scale 1 to 10","2008","16-34 y.","higher vocational","22","","","","8"
"8 on Scale 1 to 10","2008","16-34 y.","higher education","146","0.269792799294406","0.232040877622041","0.307544720966771","8"
"8 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","147","0.252114200896441","0.217739878041021","0.286488523751861","8"
"8 on Scale 1 to 10","2008","35-65 y.","higher vocational","220","0.208895018548753","0.183404309816128","0.234385727281379","8"
"8 on Scale 1 to 10","2008","35-65 y.","higher education","683","0.228394708629734","0.212834331264935","0.243955085994533","8"
"8 on Scale 1 to 10","2008","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","2008","16-34 y.","general elemantary","117","0.14880592403505","0.120859356499412","0.176752491570688","8"
"8 on Scale 1 to 10","2008","16-34 y.","middle vocational","438","0.204408089285904","0.186703385691274","0.222112792880533","8"
"8 on Scale 1 to 10","2008","66 and older","middle vocational","496","0.215233362144411","0.198289245505857","0.232177478782965","8"
"8 on Scale 1 to 10","2008","66 and older","inadequately","8","","","","8"
"8 on Scale 1 to 10","2008","66 and older","general elemantary","133","0.17434406367708","0.146971022783753","0.201717104570407","8"
"9 on Scale 1 to 10","2008","16-34 y.","in school","72","0.171993855198882","0.132570824811168","0.211416885586597","9"
"9 on Scale 1 to 10","2008","16-34 y.","inadequately","8","","","","9"
"9 on Scale 1 to 10","2008","16-34 y.","higher vocational","18","","","","9"
"9 on Scale 1 to 10","2008","16-34 y.","higher education","94","0.180384908795565","0.147680530009738","0.213089287581393","9"
"9 on Scale 1 to 10","2008","16-34 y.","general elemantary","127","0.190897546821447","0.16003683064715","0.221758262995744","9"
"9 on Scale 1 to 10","2008","16-34 y.","middle vocational","392","0.18846711628117","0.171297313939734","0.205636918622607","9"
"9 on Scale 1 to 10","2008","16-34 y.","vocational + Abi","53","0.121159265283288","0.088176461332453","0.154142069234122","9"
"9 on Scale 1 to 10","2008","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","2008","35-65 y.","inadequately","7","","","","9"
"9 on Scale 1 to 10","2008","35-65 y.","general elemantary","63","0.0817086836273817","0.0609983163769837","0.10241905087778","9"
"9 on Scale 1 to 10","2008","35-65 y.","middle vocational","655","0.112459288771444","0.10412421012826","0.120794367414628","9"
"9 on Scale 1 to 10","2008","35-65 y.","vocational + Abi","88","0.151398775998651","0.123024103164764","0.179773448832537","9"
"9 on Scale 1 to 10","2008","35-65 y.","higher vocational","121","0.117656806067932","0.0974532365384085","0.137860375597455","9"
"9 on Scale 1 to 10","2008","35-65 y.","higher education","415","0.149953931894545","0.1367202811805","0.163187582608589","9"
"9 on Scale 1 to 10","2008","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","2008","66 and older","inadequately","5","","","","9"
"9 on Scale 1 to 10","2008","66 and older","general elemantary","67","0.102156809573828","0.0803066900356631","0.124006929111993","9"
"9 on Scale 1 to 10","2008","66 and older","middle vocational","211","0.0982547077453369","0.0859827882565141","0.11052662723416","9"
"9 on Scale 1 to 10","2008","66 and older","vocational + Abi","16","","","","9"
"9 on Scale 1 to 10","2008","66 and older","higher vocational","42","0.125575979860731","0.0890978313398078","0.162054128381655","9"
"9 on Scale 1 to 10","2008","66 and older","higher education","137","0.133850337113891","0.111302637368096","0.156398036859686","9"
"0 Completely dissatisfied","2009","35-65 y.","general elemantary","6","","","","0"
"0 Completely dissatisfied","2009","35-65 y.","middle vocational","40","0.0116429927004781","0.00870206474266246","0.0145839206582937","0"
"0 Completely dissatisfied","2009","35-65 y.","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2009","35-65 y.","higher vocational","5","","","","0"
"0 Completely dissatisfied","2009","35-65 y.","higher education","10","","","","0"
"0 Completely dissatisfied","2009","66 and older","in school","","","","","0"
"0 Completely dissatisfied","2009","66 and older","inadequately","1","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","middle vocational","2","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2009","35-65 y.","inadequately","1","","","","0"
"0 Completely dissatisfied","2009","66 and older","general elemantary","9","","","","0"
"0 Completely dissatisfied","2009","66 and older","higher vocational","1","","","","0"
"0 Completely dissatisfied","2009","66 and older","higher education","5","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","in school","","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","inadequately","","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","general elemantary","1","","","","0"
"0 Completely dissatisfied","2009","66 and older","middle vocational","26","","","","0"
"0 Completely dissatisfied","2009","66 and older","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2009","16-34 y.","higher education","1","","","","0"
"0 Completely dissatisfied","2009","35-65 y.","in school","","","","","0"
"1 on Scale 1 to 10","2009","16-34 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","in school","3","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","inadequately","","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","general elemantary","","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","middle vocational","12","","","","1"
"1 on Scale 1 to 10","2009","16-34 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","general elemantary","10","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","middle vocational","53","0.0111474884303819","0.00826909982912866","0.0140258770316352","1"
"1 on Scale 1 to 10","2009","35-65 y.","vocational + Abi","5","","","","1"
"1 on Scale 1 to 10","2009","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","2009","66 and older","inadequately","","","","","1"
"1 on Scale 1 to 10","2009","66 and older","general elemantary","13","","","","1"
"1 on Scale 1 to 10","2009","66 and older","middle vocational","32","0.0129234453426679","0.00819312440729832","0.0176537662780375","1"
"1 on Scale 1 to 10","2009","66 and older","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2009","66 and older","higher vocational","5","","","","1"
"1 on Scale 1 to 10","2009","66 and older","higher education","8","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","higher education","27","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","higher vocational","7","","","","1"
"1 on Scale 1 to 10","2009","35-65 y.","inadequately","2","","","","1"
"10 Completely satisfied","2009","16-34 y.","higher vocational","14","","","","10"
"10 Completely satisfied","2009","16-34 y.","higher education","66","0.145800692189088","0.116035368372884","0.175566016005291","10"
"10 Completely satisfied","2009","35-65 y.","in school","","","","","10"
"10 Completely satisfied","2009","35-65 y.","inadequately","10","","","","10"
"10 Completely satisfied","2009","35-65 y.","general elemantary","36","0.0517164308768515","0.0338320533477863","0.0696008084059166","10"
"10 Completely satisfied","2009","35-65 y.","middle vocational","474","0.0882366912835589","0.0804606096097668","0.096012772957351","10"
"10 Completely satisfied","2009","35-65 y.","vocational + Abi","59","0.0864786076002072","0.0633435669611219","0.109613648239292","10"
"10 Completely satisfied","2009","35-65 y.","higher vocational","74","0.0745053694056681","0.0574348440375627","0.0915758947737735","10"
"10 Completely satisfied","2009","35-65 y.","higher education","268","0.105117027400519","0.093364023534746","0.116870031266291","10"
"10 Completely satisfied","2009","66 and older","in school","","","","","10"
"10 Completely satisfied","2009","66 and older","inadequately","2","","","","10"
"10 Completely satisfied","2009","66 and older","general elemantary","39","0.0580278333807369","0.0402583631051755","0.0757973036562983","10"
"10 Completely satisfied","2009","66 and older","middle vocational","175","0.083515130896848","0.0719281239774814","0.0951021378162145","10"
"10 Completely satisfied","2009","66 and older","vocational + Abi","8","","","","10"
"10 Completely satisfied","2009","66 and older","higher vocational","30","0.111541568808632","0.0770502315544005","0.146032906062864","10"
"10 Completely satisfied","2009","66 and older","higher education","95","0.119179748032474","0.0978695990809548","0.140489896983993","10"
"10 Completely satisfied","2009","16-34 y.","in school","49","0.154837614288956","0.11469745331785","0.194977775260061","10"
"10 Completely satisfied","2009","16-34 y.","inadequately","12","","","","10"
"10 Completely satisfied","2009","16-34 y.","general elemantary","96","0.19135964096533","0.158573643147581","0.224145638783078","10"
"10 Completely satisfied","2009","16-34 y.","middle vocational","237","0.123790117319322","0.108562880105261","0.139017354533383","10"
"10 Completely satisfied","2009","16-34 y.","vocational + Abi","30","0.0810602111778371","0.051920815939426","0.110199606416248","10"
"2 on Scale 1 to 10","2009","16-34 y.","higher vocational","2","","","","2"
"2 on Scale 1 to 10","2009","16-34 y.","higher education","5","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","inadequately","2","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","general elemantary","25","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","middle vocational","164","0.033310035374998","0.0283904749119721","0.0382295958380239","2"
"2 on Scale 1 to 10","2009","35-65 y.","vocational + Abi","15","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","higher vocational","27","","","","2"
"2 on Scale 1 to 10","2009","35-65 y.","higher education","58","0.0228923141127723","0.0171611178087306","0.028623510416814","2"
"2 on Scale 1 to 10","2009","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","2009","66 and older","inadequately","2","","","","2"
"2 on Scale 1 to 10","2009","66 and older","general elemantary","34","0.0543998251657876","0.0371617094285336","0.0716379409030417","2"
"2 on Scale 1 to 10","2009","66 and older","middle vocational","92","0.0392563881871134","0.0311227480049551","0.0473900283692717","2"
