"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2014","66 and older","(Married) couple without C. ","52","0.0167008701403063","0.0122951309177005","0.021106609362912"
"Low transfer dependency","2014","66 and older","Single parent ","7","","",""
"Low transfer dependency","2014","66 and older","Couple + C. LE 16 ","1","","",""
"Low transfer dependency","2014","66 and older","Couple + C. GT 16 ","7","","",""
"Low transfer dependency","2014","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2014","16-34 y.","1-pers.-HH","56","0.0848216365377116","0.0643994957495411","0.105243777325882"
"High transfer dependency","2014","16-34 y.","(Married) couple without C. ","33","0.0176567119364149","0.00940691417853086","0.025906509694299"
"High transfer dependency","2014","16-34 y.","Single parent ","136","0.105781576584564","0.0867762242584263","0.124786928910702"
"High transfer dependency","2014","16-34 y.","Couple + C. LE 16 ","127","0.0679255909400833","0.0564597943832755","0.0793913874968912"
"High transfer dependency","2014","16-34 y.","Couple + C. GT 16 ","38","0.0205183441455361","0.012328422676003","0.0287082656150691"
"High transfer dependency","2014","16-34 y.","Couple + C. LE and GT 16","79","0.0661210117313269","0.0504831535203784","0.0817588699422755"
"High transfer dependency","2014","35-65 y.","1-pers.-HH","58","0.0373910186942212","0.0278785110824358","0.0469035263060067"
"High transfer dependency","2014","35-65 y.","(Married) couple without C. ","55","0.014073411075995","0.0103038000842382","0.0178430220677518"
"High transfer dependency","2014","35-65 y.","Single parent ","154","0.077265890140397","0.0638160430447481","0.0907157372360458"
"High transfer dependency","2014","35-65 y.","Couple + C. LE 16 ","143","0.0232470129205239","0.0190424150021232","0.0274516108389246"
"High transfer dependency","2014","35-65 y.","Couple + C. GT 16 ","52","0.0199810983825598","0.013626785891394","0.0263354108737255"
"High transfer dependency","2014","35-65 y.","Couple + C. LE and GT 16","87","0.041043836422483","0.0310140438315402","0.0510736290134258"
"High transfer dependency","2014","66 and older","1-pers.-HH","22","","",""
"High transfer dependency","2014","66 and older","(Married) couple without C. ","11","","",""
"High transfer dependency","2014","66 and older","Single parent ","2","","",""
"High transfer dependency","2014","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2014","66 and older","Couple + C. GT 16 ","1","","",""
"High transfer dependency","2014","66 and older","Couple + C. LE and GT 16","1","","",""
"Very high transfer dependency","2014","16-34 y.","1-pers.-HH","75","0.112199986266495","0.089066076051768","0.135333896481222"
"Very high transfer dependency","2014","16-34 y.","(Married) couple without C. ","22","","",""
"Very high transfer dependency","2014","16-34 y.","Single parent ","203","0.167072252486036","0.14402044788475","0.190124057087321"
"Very high transfer dependency","2014","16-34 y.","Couple + C. LE 16 ","158","0.0634367200759194","0.0523296081040846","0.0745438320477542"
"Very high transfer dependency","2014","16-34 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2014","16-34 y.","Couple + C. LE and GT 16","50","0.0596749878324864","0.0447677428856483","0.0745822327793244"
"Very high transfer dependency","2014","35-65 y.","1-pers.-HH","183","0.115030463592619","0.0990327834417253","0.131028143743512"
"Very high transfer dependency","2014","35-65 y.","(Married) couple without C. ","102","0.0178927613898377","0.013650546146528","0.0221349766331474"
"Very high transfer dependency","2014","35-65 y.","Single parent ","227","0.124648439492861","0.108009722630531","0.141287156355192"
"Very high transfer dependency","2014","35-65 y.","Couple + C. LE 16 ","170","0.0285851657649799","0.0239355052865418","0.0332348262434179"
"Very high transfer dependency","2014","35-65 y.","Couple + C. GT 16 ","27","","",""
"Very high transfer dependency","2014","35-65 y.","Couple + C. LE and GT 16","66","0.0476919205810576","0.0369178518622241","0.0584659892998911"
"Very high transfer dependency","2014","66 and older","1-pers.-HH","10","","",""
"Very high transfer dependency","2014","66 and older","(Married) couple without C. ","16","","",""
"Very high transfer dependency","2014","66 and older","Single parent ","","","",""
"Very high transfer dependency","2014","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2014","66 and older","Couple + C. GT 16 ","2","","",""
"Very high transfer dependency","2014","66 and older","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2015","16-34 y.","1-pers.-HH","587","0.726003569946571","0.695078084068481","0.756929055824661"
"Very low transfer dependency","2015","16-34 y.","(Married) couple without C. ","987","0.914381309756279","0.897883932259408","0.93087868725315"
"Very low transfer dependency","2015","16-34 y.","Single parent ","508","0.587944607037545","0.55692181648125","0.61896739759384"
"Very low transfer dependency","2015","16-34 y.","Couple + C. LE 16 ","1209","0.703990471900572","0.683120994523183","0.724859949277961"
"Very low transfer dependency","2015","16-34 y.","Couple + C. GT 16 ","1009","0.942718806015041","0.929066763715894","0.956370848314187"
"Very low transfer dependency","2015","16-34 y.","Couple + C. LE and GT 16","750","0.811037437663699","0.786514918607332","0.835559956720067"
"Very low transfer dependency","2015","35-65 y.","1-pers.-HH","1212","0.799393062370337","0.779366535174767","0.819419589565907"
"Very low transfer dependency","2015","35-65 y.","(Married) couple without C. ","3373","0.9328321882025","0.924709439117718","0.940954937287282"
"Very low transfer dependency","2015","35-65 y.","Single parent ","914","0.665728123908333","0.641480775139749","0.689975472676917"
"Very low transfer dependency","2015","35-65 y.","Couple + C. LE 16 ","4151","0.865365150801562","0.855782541677791","0.874947759925333"
"Very low transfer dependency","2015","35-65 y.","Couple + C. GT 16 ","1631","0.939608386914269","0.928554566022929","0.950662207805608"
"Very low transfer dependency","2015","35-65 y.","Couple + C. LE and GT 16","1187","0.856697601206613","0.838834725367267","0.874560477045959"
"Very low transfer dependency","2015","66 and older","1-pers.-HH","1319","0.95799083259131","0.947406554024135","0.968575111158486"
"Very low transfer dependency","2015","66 and older","(Married) couple without C. ","3107","0.977581414220134","0.972444133191137","0.982718695249132"
"Very low transfer dependency","2015","66 and older","Single parent ","68","0.908837131519005","0.843693872559858","0.973980390478153"
"Very low transfer dependency","2015","66 and older","Couple + C. LE 16 ","10","","",""
"Very low transfer dependency","2015","66 and older","Couple + C. GT 16 ","182","0.937058918543056","0.903145971826872","0.97097186525924"
"Very low transfer dependency","2015","66 and older","Couple + C. LE and GT 16","2","","",""
"Low transfer dependency","2015","16-34 y.","1-pers.-HH","65","0.0807647592241694","0.061871843579064","0.0996576748692747"
"Low transfer dependency","2015","16-34 y.","(Married) couple without C. ","55","0.0486980666964076","0.0360074711925487","0.0613886622002666"
"Low transfer dependency","2015","16-34 y.","Single parent ","137","0.124804827699028","0.10397416900345","0.145635486394607"
"Low transfer dependency","2015","16-34 y.","Couple + C. LE 16 ","272","0.151895928646445","0.13548727385963","0.16830458343326"
"Low transfer dependency","2015","16-34 y.","Couple + C. GT 16 ","54","0.026983197087211","0.0174638451858612","0.0365025489885607"
"Low transfer dependency","2015","16-34 y.","Couple + C. LE and GT 16","108","0.0806950140204982","0.0636338010729714","0.097756226968025"
"Low transfer dependency","2015","35-65 y.","1-pers.-HH","80","0.0475608610687228","0.036917079475425","0.0582046426620207"
"Low transfer dependency","2015","35-65 y.","(Married) couple without C. ","119","0.0395455002414934","0.0332212708997354","0.0458697295832515"
"Low transfer dependency","2015","35-65 y.","Single parent ","190","0.119196024930788","0.102541340549275","0.135850709312301"
"Low transfer dependency","2015","35-65 y.","Couple + C. LE 16 ","403","0.0849380977572244","0.0771113411063845","0.0927648544080642"
"Low transfer dependency","2015","35-65 y.","Couple + C. GT 16 ","80","0.0305657064611257","0.0225779084476229","0.0385535044746285"
"Low transfer dependency","2015","35-65 y.","Couple + C. LE and GT 16","140","0.0653133237529211","0.0527169716282878","0.0779096758775543"
"Low transfer dependency","2015","66 and older","1-pers.-HH","34","0.0207263301622868","0.0132097240529917","0.028242936271582"
"Low transfer dependency","2015","66 and older","(Married) couple without C. ","53","0.0179519162459384","0.0133443187618592","0.0225595137300176"
"Low transfer dependency","2015","66 and older","Single parent ","3","","",""
"Low transfer dependency","2015","66 and older","Couple + C. LE 16 ","1","","",""
"Low transfer dependency","2015","66 and older","Couple + C. GT 16 ","12","","",""
"Low transfer dependency","2015","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2015","16-34 y.","1-pers.-HH","52","0.0661835372399167","0.0489457922437367","0.0834212822360967"
"High transfer dependency","2015","16-34 y.","(Married) couple without C. ","43","0.0303721981108111","0.0202538971332882","0.0404904990883339"
"High transfer dependency","2015","16-34 y.","Single parent ","121","0.111217769773676","0.0914016040106157","0.131033935536736"
"High transfer dependency","2015","16-34 y.","Couple + C. LE 16 ","185","0.0849132228114118","0.0721695638764919","0.0976568817463317"
"High transfer dependency","2015","16-34 y.","Couple + C. GT 16 ","33","0.01761287543332","0.00988505589900435","0.0253406949676357"
"High transfer dependency","2015","16-34 y.","Couple + C. LE and GT 16","41","0.0491258842901616","0.0355872939178624","0.0626644746624608"
"High transfer dependency","2015","35-65 y.","1-pers.-HH","59","0.0325744332099344","0.02369674890219","0.0414521175176789"
"High transfer dependency","2015","35-65 y.","(Married) couple without C. ","59","0.0108060418625206","0.00745102485118587","0.0141610588738553"
"High transfer dependency","2015","35-65 y.","Single parent ","141","0.0879463346644065","0.0733888964234927","0.10250377290532"
"High transfer dependency","2015","35-65 y.","Couple + C. LE 16 ","142","0.0207531071274342","0.0167509605208999","0.0247552537339684"
"High transfer dependency","2015","35-65 y.","Couple + C. GT 16 ","41","0.0171407936484438","0.011117808610327","0.0231637786865606"
"High transfer dependency","2015","35-65 y.","Couple + C. LE and GT 16","56","0.0347134296840722","0.0253811495246516","0.0440457098434928"
"High transfer dependency","2015","66 and older","1-pers.-HH","15","","",""
"High transfer dependency","2015","66 and older","(Married) couple without C. ","12","","",""
"High transfer dependency","2015","66 and older","Single parent ","4","","",""
"High transfer dependency","2015","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2015","66 and older","Couple + C. GT 16 ","3","","",""
"High transfer dependency","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2015","16-34 y.","1-pers.-HH","95","0.127048133589343","0.103956535233231","0.150139731945454"
"Very high transfer dependency","2015","16-34 y.","(Married) couple without C. ","20","","",""
"Very high transfer dependency","2015","16-34 y.","Single parent ","201","0.176032795489751","0.152028630120522","0.200036960858979"
"Very high transfer dependency","2015","16-34 y.","Couple + C. LE 16 ","172","0.059200376641571","0.0484112537515463","0.0699894995315958"
"Very high transfer dependency","2015","16-34 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2015","16-34 y.","Couple + C. LE and GT 16","80","0.059141664025641","0.0443653662830054","0.0739179617682765"
"Very high transfer dependency","2015","35-65 y.","1-pers.-HH","185","0.120471643351006","0.104192939459181","0.136750347242831"
"Very high transfer dependency","2015","35-65 y.","(Married) couple without C. ","97","0.016816269693486","0.0126437072020873","0.0209888321848848"
"Very high transfer dependency","2015","35-65 y.","Single parent ","209","0.127129516496472","0.110007142089425","0.144251890903519"
"Very high transfer dependency","2015","35-65 y.","Couple + C. LE 16 ","178","0.0289436443137795","0.0242370783218174","0.0336502103057415"
"Very high transfer dependency","2015","35-65 y.","Couple + C. GT 16 ","32","0.0126851129761617","0.00749202501864204","0.0178782009336814"
"Very high transfer dependency","2015","35-65 y.","Couple + C. LE and GT 16","95","0.0432756453563936","0.0329021273447541","0.0536491633680331"
"Very high transfer dependency","2015","66 and older","1-pers.-HH","12","","",""
"Very high transfer dependency","2015","66 and older","(Married) couple without C. ","18","","",""
"Very high transfer dependency","2015","66 and older","Single parent ","","","",""
"Very high transfer dependency","2015","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2015","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2015","66 and older","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2016","16-34 y.","1-pers.-HH","489","0.691967381034921","0.657061016490111","0.726873745579731"
"Very low transfer dependency","2016","16-34 y.","(Married) couple without C. ","837","0.902264510130891","0.8831791789145","0.921349841347282"
"Very low transfer dependency","2016","16-34 y.","Single parent ","481","0.610947661749492","0.578845280474856","0.643050043024127"
"Very low transfer dependency","2016","16-34 y.","Couple + C. LE 16 ","927","0.666024316822034","0.641424424338108","0.690624209305959"
"Very low transfer dependency","2016","16-34 y.","Couple + C. GT 16 ","956","0.929934194074738","0.914390745423187","0.94547764272629"
"Very low transfer dependency","2016","16-34 y.","Couple + C. LE and GT 16","656","0.770269333452039","0.742632780217575","0.797905886686503"
"Very low transfer dependency","2016","35-65 y.","1-pers.-HH","1162","0.811935655550142","0.791870970175718","0.832000340924566"
"Very low transfer dependency","2016","35-65 y.","(Married) couple without C. ","3149","0.944517975082448","0.936807415821751","0.952228534343146"
"Very low transfer dependency","2016","35-65 y.","Single parent ","846","0.689814391377465","0.664869958773348","0.714758823981583"
"Very low transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","3716","0.879501965060025","0.869822271915447","0.889181658204602"
"Very low transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","1519","0.933530608703074","0.921507607373262","0.945553610032886"
"Very low transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","1109","0.836395714647494","0.816956095010947","0.855835334284042"
"Very low transfer dependency","2016","66 and older","1-pers.-HH","1277","0.955301854286174","0.944233759586248","0.9663699489861"
"Very low transfer dependency","2016","66 and older","(Married) couple without C. ","2983","0.978233304114348","0.973066509627573","0.983400098601123"
"Very low transfer dependency","2016","66 and older","Single parent ","65","0.91983416296551","0.856670348365527","0.982997977565493"
"Very low transfer dependency","2016","66 and older","Couple + C. LE 16 ","7","","",""
"Very low transfer dependency","2016","66 and older","Couple + C. GT 16 ","185","0.890040905527736","0.846466039884363","0.933615771171109"
"Very low transfer dependency","2016","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","2016","16-34 y.","1-pers.-HH","55","0.0976168824091869","0.0751769573582637","0.12005680746011"
"Low transfer dependency","2016","16-34 y.","(Married) couple without C. ","60","0.0640449581897711","0.0483096017877891","0.0797803145917531"
"Low transfer dependency","2016","16-34 y.","Single parent ","131","0.118542636871654","0.0972578563260927","0.139827417417215"
"Low transfer dependency","2016","16-34 y.","Couple + C. LE 16 ","276","0.241972047080986","0.219633447039545","0.264310647122428"
"Low transfer dependency","2016","16-34 y.","Couple + C. GT 16 ","38","0.036685592313601","0.0252383728541875","0.0481328117730145"
"Low transfer dependency","2016","16-34 y.","Couple + C. LE and GT 16","129","0.126534156306399","0.104692783190688","0.148375529422111"
"Low transfer dependency","2016","35-65 y.","1-pers.-HH","74","0.0414464865896602","0.0312118987554087","0.0516810744239118"
"Low transfer dependency","2016","35-65 y.","(Married) couple without C. ","114","0.0319222164224642","0.0260010637420804","0.037843369102848"
"Low transfer dependency","2016","35-65 y.","Single parent ","174","0.106665777056559","0.0900195344878452","0.123312019625273"
"Low transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","387","0.0808938677673554","0.07278623941264","0.0890014961220708"
"Low transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","58","0.0335648116953043","0.0248718805852923","0.0422577428053163"
"Low transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","152","0.0858330099033009","0.0711124453970844","0.100553574409517"
"Low transfer dependency","2016","66 and older","1-pers.-HH","33","0.0223517547135155","0.0144339474384129","0.0302695619886181"
"Low transfer dependency","2016","66 and older","(Married) couple without C. ","41","0.0138054028327604","0.00967388566427105","0.0179369200012497"
"Low transfer dependency","2016","66 and older","Single parent ","3","","",""
"Low transfer dependency","2016","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2016","66 and older","Couple + C. GT 16 ","11","","",""
"Low transfer dependency","2016","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2016","16-34 y.","1-pers.-HH","42","0.0819121582954165","0.0611783176117154","0.102645998979118"
"High transfer dependency","2016","16-34 y.","(Married) couple without C. ","21","","",""
"High transfer dependency","2016","16-34 y.","Single parent ","117","0.110034368790161","0.0894289224666795","0.130639815113642"
"High transfer dependency","2016","16-34 y.","Couple + C. LE 16 ","81","0.0391575134766875","0.0290402189055882","0.0492748080477868"
"High transfer dependency","2016","16-34 y.","Couple + C. GT 16 ","25","","",""
"High transfer dependency","2016","16-34 y.","Couple + C. LE and GT 16","37","0.0433995884129201","0.0300132692695449","0.0567859075562952"
"High transfer dependency","2016","35-65 y.","1-pers.-HH","46","0.0329852206553288","0.0238146878710695","0.0421557534395882"
"High transfer dependency","2016","35-65 y.","(Married) couple without C. ","52","0.0113943848631841","0.00781950383786386","0.0149692658885043"
"High transfer dependency","2016","35-65 y.","Single parent ","145","0.0919204895241596","0.0763405852574093","0.10750039379091"
"High transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","98","0.0203886786314191","0.0161864987545976","0.0245908585082406"
"High transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","45","0.0231721301402546","0.0159105729242586","0.0304336873562506"
"High transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","44","0.021811273312951","0.0141352486286845","0.0294872979972175"
"High transfer dependency","2016","66 and older","1-pers.-HH","18","","",""
"High transfer dependency","2016","66 and older","(Married) couple without C. ","20","","",""
"High transfer dependency","2016","66 and older","Single parent ","3","","",""
"High transfer dependency","2016","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2016","66 and older","Couple + C. GT 16 ","2","","",""
"High transfer dependency","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2016","16-34 y.","1-pers.-HH","86","0.128503578260476","0.103201635486071","0.153805521034881"
"Very high transfer dependency","2016","16-34 y.","(Married) couple without C. ","12","","",""
"Very high transfer dependency","2016","16-34 y.","Single parent ","157","0.160475332588694","0.136306698700045","0.184643966477342"
"Very high transfer dependency","2016","16-34 y.","Couple + C. LE 16 ","128","0.0528461226202927","0.041176748126","0.0645154971145854"
"Very high transfer dependency","2016","16-34 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2016","16-34 y.","Couple + C. LE and GT 16","68","0.0597969218286415","0.044219221813722","0.075374621843561"
"Very high transfer dependency","2016","35-65 y.","1-pers.-HH","175","0.113632637204869","0.0973367977900716","0.129928476619666"
"Very high transfer dependency","2016","35-65 y.","(Married) couple without C. ","71","0.0121654236319034","0.00847301001231179","0.0158578372514951"
"Very high transfer dependency","2016","35-65 y.","Single parent ","156","0.111599342041816","0.0946195668872235","0.128579117196408"
"Very high transfer dependency","2016","35-65 y.","Couple + C. LE 16 ","144","0.0192154885412008","0.0151335570137228","0.0232974200686788"
"Very high transfer dependency","2016","35-65 y.","Couple + C. GT 16 ","27","","",""
"Very high transfer dependency","2016","35-65 y.","Couple + C. LE and GT 16","86","0.0559600021362541","0.0438813469122177","0.0680386573602905"
"Very high transfer dependency","2016","66 and older","1-pers.-HH","11","","",""
"Very high transfer dependency","2016","66 and older","(Married) couple without C. ","20","","",""
"Very high transfer dependency","2016","66 and older","Single parent ","","","",""
"Very high transfer dependency","2016","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2016","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2016","66 and older","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","2017","16-34 y.","1-pers.-HH","681","0.728621186630998","0.704029283549286","0.75321308971271"
"Very low transfer dependency","2017","16-34 y.","(Married) couple without C. ","972","0.912102877373103","0.895415819597178","0.928789935149029"
"Very low transfer dependency","2017","16-34 y.","Single parent ","539","0.615232066851774","0.585446554477558","0.645017579225989"
"Very low transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","880","0.675394364599864","0.653381328343319","0.697407400856409"
"Very low transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","1116","0.936234694117083","0.922524210797273","0.949945177436894"
"Very low transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","720","0.79522282118395","0.770249125248956","0.820196517118943"
"Very low transfer dependency","2017","35-65 y.","1-pers.-HH","1366","0.80880539206926","0.790562704520749","0.827048079617771"
"Very low transfer dependency","2017","35-65 y.","(Married) couple without C. ","3658","0.950110262740053","0.94329041276846","0.956930112711646"
"Very low transfer dependency","2017","35-65 y.","Single parent ","872","0.685476876856433","0.661494648201586","0.709459105511279"
"Very low transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","3988","0.88031804942794","0.871389546572055","0.889246552283824"
"Very low transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","1832","0.939501318100806","0.928992196686562","0.950010439515049"
"Very low transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","1235","0.845446700492325","0.828227940629176","0.862665460355473"
"Very low transfer dependency","2017","66 and older","1-pers.-HH","1308","0.956155030455229","0.945332700133485","0.966977360776973"
"Very low transfer dependency","2017","66 and older","(Married) couple without C. ","3191","0.981418514542708","0.976792122560662","0.986044906524754"
"Very low transfer dependency","2017","66 and older","Single parent ","64","0.879143500007496","0.803323495160602","0.954963504854389"
"Very low transfer dependency","2017","66 and older","Couple + C. LE 16 ","6","","",""
"Very low transfer dependency","2017","66 and older","Couple + C. GT 16 ","183","0.877345534357533","0.832107948161862","0.922583120553204"
"Very low transfer dependency","2017","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","2017","16-34 y.","1-pers.-HH","106","0.078886935738311","0.0639791794017558","0.0937946920748662"
"Low transfer dependency","2017","16-34 y.","(Married) couple without C. ","65","0.0580839387115036","0.0442990057627134","0.0718688716602939"
"Low transfer dependency","2017","16-34 y.","Single parent ","152","0.132774750301035","0.112001241322009","0.153548259280061"
"Low transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","262","0.190319101525042","0.171863791667104","0.208774411382981"
"Low transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","44","0.0255619824182584","0.0167058816114503","0.0344180832250664"
"Low transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","113","0.0988801305023561","0.0804068755977297","0.117353385406982"
"Low transfer dependency","2017","35-65 y.","1-pers.-HH","87","0.0429274635634078","0.0335244075753526","0.052330519551463"
"Low transfer dependency","2017","35-65 y.","(Married) couple without C. ","100","0.0213459285583466","0.0168184715273977","0.0258733855892956"
"Low transfer dependency","2017","35-65 y.","Single parent ","184","0.1176684111156","0.101026135753769","0.13431068647743"
"Low transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","360","0.0662104362803751","0.0593708120526325","0.0730500605081177"
"Low transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","61","0.0274966090489647","0.0202883582639382","0.0347048598339912"
"Low transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","148","0.0790749705670658","0.066220586559021","0.0919293545751106"
"Low transfer dependency","2017","66 and older","1-pers.-HH","32","0.0236070287582721","0.015582311699451","0.0316317458170933"
"Low transfer dependency","2017","66 and older","(Married) couple without C. ","38","0.013903542330307","0.00989212802024861","0.0179149566403653"
"Low transfer dependency","2017","66 and older","Single parent ","7","","",""
"Low transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2017","66 and older","Couple + C. GT 16 ","17","","",""
"Low transfer dependency","2017","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2017","16-34 y.","1-pers.-HH","74","0.054413882085236","0.0418692285636989","0.0669585356067731"
"High transfer dependency","2017","16-34 y.","(Married) couple without C. ","32","0.0199941057512917","0.0117444492874595","0.0282437622151238"
"High transfer dependency","2017","16-34 y.","Single parent ","121","0.117979744671693","0.0982314697905885","0.137728019552798"
"High transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","120","0.057043336725676","0.0461396960130909","0.0679469774382611"
"High transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","29","","",""
"High transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","58","0.0461058422470813","0.0331273064606774","0.0590843780334851"
"High transfer dependency","2017","35-65 y.","1-pers.-HH","65","0.0321886036196424","0.0240006492235744","0.0403765580157104"
"High transfer dependency","2017","35-65 y.","(Married) couple without C. ","72","0.0179802895683599","0.0138179198724361","0.0221426592642837"
"High transfer dependency","2017","35-65 y.","Single parent ","144","0.0787488094997968","0.0648371841108197","0.092660434888774"
"High transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","167","0.026972445542462","0.0225162192036025","0.0314286718813216"
"High transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","41","0.0229649372666445","0.0163620715844216","0.0295678029488674"
"High transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","77","0.0288442705400749","0.0208717833435009","0.036816757736649"
"High transfer dependency","2017","66 and older","1-pers.-HH","20","","",""
"High transfer dependency","2017","66 and older","(Married) couple without C. ","20","","",""
"High transfer dependency","2017","66 and older","Single parent ","","","",""
"High transfer dependency","2017","66 and older","Couple + C. LE 16 ","1","","",""
"High transfer dependency","2017","66 and older","Couple + C. GT 16 ","1","","",""
"High transfer dependency","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2017","16-34 y.","1-pers.-HH","395","0.138077995545455","0.118999264211463","0.157156726879446"
"Very high transfer dependency","2017","16-34 y.","(Married) couple without C. ","37","0.0098190781641013","0.00400791374586019","0.0156302425823424"
"Very high transfer dependency","2017","16-34 y.","Single parent ","213","0.134013438175498","0.113158163726685","0.154868712624311"
"Very high transfer dependency","2017","16-34 y.","Couple + C. LE 16 ","476","0.0772431971494176","0.0646916589142599","0.0897947353845753"
"Very high transfer dependency","2017","16-34 y.","Couple + C. GT 16 ","31","0.0109478976541859","0.0051088351350752","0.0167869601732966"
"Very high transfer dependency","2017","16-34 y.","Couple + C. LE and GT 16","112","0.0597912060666128","0.0451178844788334","0.0744645276543921"
"Very high transfer dependency","2017","35-65 y.","1-pers.-HH","267","0.11607854074769","0.101218780942929","0.130938300552451"
"Very high transfer dependency","2017","35-65 y.","(Married) couple without C. ","85","0.0105635191332404","0.00736108298803233","0.0137659552784485"
"Very high transfer dependency","2017","35-65 y.","Single parent ","240","0.118105902528171","0.101436851953394","0.134774953102947"
"Very high transfer dependency","2017","35-65 y.","Couple + C. LE 16 ","562","0.0264990687492232","0.0220810454597122","0.0309170920387342"
"Very high transfer dependency","2017","35-65 y.","Couple + C. GT 16 ","43","0.0100371355835851","0.00564314518570598","0.0144311259814641"
"Very high transfer dependency","2017","35-65 y.","Couple + C. LE and GT 16","233","0.0466340584005347","0.0365901895184114","0.0566779272826581"
"Very high transfer dependency","2017","66 and older","1-pers.-HH","15","","",""
"Very high transfer dependency","2017","66 and older","(Married) couple without C. ","24","","",""
"Very high transfer dependency","2017","66 and older","Single parent ","","","",""
"Very high transfer dependency","2017","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2017","66 and older","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","2017","66 and older","Couple + C. LE and GT 16","2","","",""
"Very low transfer dependency","2018","16-34 y.","1-pers.-HH","767","0.736438210280613","0.713985261536239","0.758891159024987"
"Very low transfer dependency","2018","16-34 y.","(Married) couple without C. ","966","0.926416248982105","0.911035824422522","0.941796673541689"
"Very low transfer dependency","2018","16-34 y.","Single parent ","551","0.663714416255313","0.635433371522931","0.691995460987695"
"Very low transfer dependency","2018","16-34 y.","Couple + C. LE 16 ","849","0.71525933180394","0.695036260074982","0.735482403532898"
"Very low transfer dependency","2018","16-34 y.","Couple + C. GT 16 ","1010","0.928379738948664","0.913365133899286","0.943394343998041"
"Very low transfer dependency","2018","16-34 y.","Couple + C. LE and GT 16","720","0.79346127209267","0.769102577231407","0.817819966953933"
"Very low transfer dependency","2018","35-65 y.","1-pers.-HH","1435","0.802249439813337","0.78449800636319","0.820000873263485"
"Very low transfer dependency","2018","35-65 y.","(Married) couple without C. ","3420","0.940431846572736","0.932816786277953","0.948046906867518"
"Very low transfer dependency","2018","35-65 y.","Single parent ","846","0.694402345355197","0.670683447969928","0.718121242740466"
"Very low transfer dependency","2018","35-65 y.","Couple + C. LE 16 ","3680","0.890868195308191","0.882154706542947","0.899581684073435"
