"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2005","Employed","(2b) intermediate general qualification","304","0.810168863450491","0.770046495443017","0.850291231457966"
"Very low transfer dependency","2005","Employed","(2a) intermediate vocational","3263","0.89355895290181","0.883540202120476","0.903577703683144"
"Very low transfer dependency","2005","Employed","(2c_gen) general maturity certificate","423","0.853066708889933","0.82119462056535","0.884938797214516"
"Very low transfer dependency","2005","Employed","(2c_voc) vocational maturity certificate","1049","0.919963691794641","0.904156535579382","0.935770848009899"
"Very low transfer dependency","2005","Employed","(3a) lower tertiary education","1116","0.949879703001366","0.937430309075553","0.962329096927178"
"Very low transfer dependency","2005","Employed","(3b) higher tertiary education","1895","0.934702155950942","0.9238065701658","0.945597741736085"
"Low transfer dependency","2005","Not Employed","(0) in school","49","0.104395516766","0.0787945205483824","0.129996512983618"
"Low transfer dependency","2005","Not Employed","(1a) inadequately completed","23","","",""
"Low transfer dependency","2005","Not Employed","(1b) general elementary school","73","0.0647481855964173","0.0506356597345708","0.0788607114582637"
"Low transfer dependency","2005","Not Employed","(1c) basic vocational qualification","151","0.0521557722263398","0.0439451826724846","0.0603663617801949"
"Low transfer dependency","2005","Not Employed","(2b) intermediate general qualification","25","","",""
"Low transfer dependency","2005","Not Employed","(2a) intermediate vocational","108","0.069186008836925","0.0543898338256836","0.0839821838481665"
"Low transfer dependency","2005","Not Employed","(2c_gen) general maturity certificate","28","","",""
"Low transfer dependency","2005","Not Employed","(2c_voc) vocational maturity certificate","34","0.0652931484211496","0.0403227376331841","0.0902635592091152"
"Low transfer dependency","2005","Not Employed","(3a) lower tertiary education","34","0.0474287402296138","0.028004738549795","0.0668527419094326"
"Low transfer dependency","2005","Not Employed","(3b) higher tertiary education","21","","",""
"Low transfer dependency","2005","Employed","(0) in school","7","","",""
"Low transfer dependency","2005","Employed","(1a) inadequately completed","11","","",""
"Low transfer dependency","2005","Employed","(1b) general elementary school","76","0.12505752988224","0.100376219262265","0.149738840502214"
"Low transfer dependency","2005","Employed","(1c) basic vocational qualification","184","0.0589439699222308","0.0503676440257145","0.067520295818747"
"Low transfer dependency","2005","Employed","(2b) intermediate general qualification","44","0.130376807815131","0.0959274772135139","0.164826138416748"
"Low transfer dependency","2005","Employed","(2a) intermediate vocational","270","0.0733185915262983","0.0648508092880621","0.0817863737645345"
"Low transfer dependency","2005","Employed","(2c_gen) general maturity certificate","33","0.100742209921332","0.0736461114907415","0.127838308351922"
"Low transfer dependency","2005","Employed","(2c_voc) vocational maturity certificate","61","0.0584020737205379","0.0447414113286663","0.0720627361124095"
"Low transfer dependency","2005","Employed","(3a) lower tertiary education","48","0.0380608725744929","0.0271434466772388","0.048978298471747"
"Low transfer dependency","2005","Employed","(3b) higher tertiary education","61","0.0422985026626695","0.0334219952268586","0.0511750100984804"
"High transfer dependency","2005","Not Employed","(0) in school","16","","",""
"High transfer dependency","2005","Not Employed","(1a) inadequately completed","13","","",""
"High transfer dependency","2005","Not Employed","(1b) general elementary school","50","0.0406111570402469","0.02929115036508","0.0519311637154138"
"High transfer dependency","2005","Not Employed","(1c) basic vocational qualification","56","0.0196090506666619","0.0144889016774473","0.0247291996558766"
"High transfer dependency","2005","Not Employed","(2b) intermediate general qualification","9","","",""
"High transfer dependency","2005","Not Employed","(2a) intermediate vocational","50","0.0383089835933175","0.0271177756969566","0.0495001914896783"
"High transfer dependency","2005","Not Employed","(2c_gen) general maturity certificate","14","","",""
"High transfer dependency","2005","Not Employed","(2c_voc) vocational maturity certificate","16","","",""
"High transfer dependency","2005","Not Employed","(3a) lower tertiary education","7","","",""
"High transfer dependency","2005","Not Employed","(3b) higher tertiary education","9","","",""
"High transfer dependency","2005","Employed","(0) in school","2","","",""
"High transfer dependency","2005","Employed","(1a) inadequately completed","2","","",""
"High transfer dependency","2005","Employed","(1b) general elementary school","28","","",""
"High transfer dependency","2005","Employed","(1c) basic vocational qualification","58","0.0223909298916215","0.0170033649323507","0.0277784948508923"
"High transfer dependency","2005","Employed","(2b) intermediate general qualification","11","","",""
"High transfer dependency","2005","Employed","(2a) intermediate vocational","66","0.0182799658643536","0.01392806577496","0.0226318659537472"
"High transfer dependency","2005","Employed","(2c_gen) general maturity certificate","10","","",""
"High transfer dependency","2005","Employed","(2c_voc) vocational maturity certificate","11","","",""
"High transfer dependency","2005","Employed","(3a) lower tertiary education","12","","",""
"High transfer dependency","2005","Employed","(3b) higher tertiary education","15","","",""
"Very high transfer dependency","2005","Not Employed","(0) in school","29","","",""
"Very high transfer dependency","2005","Not Employed","(1a) inadequately completed","25","","",""
"Very high transfer dependency","2005","Not Employed","(1b) general elementary school","85","0.0729300616136837","0.0580180508256525","0.0878420724017148"
"Very high transfer dependency","2005","Not Employed","(1c) basic vocational qualification","132","0.0520418582946116","0.0438397472273137","0.0602439693619096"
"Very high transfer dependency","2005","Not Employed","(2b) intermediate general qualification","19","","",""
"Very high transfer dependency","2005","Not Employed","(2a) intermediate vocational","95","0.105140252867935","0.0872559974239693","0.1230245083119"
"Very high transfer dependency","2005","Not Employed","(2c_gen) general maturity certificate","28","","",""
"Very high transfer dependency","2005","Not Employed","(2c_voc) vocational maturity certificate","20","","",""
"Very high transfer dependency","2005","Not Employed","(3a) lower tertiary education","15","","",""
"Very high transfer dependency","2005","Not Employed","(3b) higher tertiary education","21","","",""
"Very high transfer dependency","2005","Employed","(0) in school","1","","",""
"Very high transfer dependency","2005","Employed","(1a) inadequately completed","5","","",""
"Very high transfer dependency","2005","Employed","(1b) general elementary school","20","","",""
"Very high transfer dependency","2005","Employed","(1c) basic vocational qualification","28","","",""
"Very high transfer dependency","2005","Employed","(2b) intermediate general qualification","8","","",""
"Very high transfer dependency","2005","Employed","(2a) intermediate vocational","41","0.0148424897075377","0.0109141990540599","0.0187707803610156"
"Very high transfer dependency","2005","Employed","(2c_gen) general maturity certificate","8","","",""
"Very high transfer dependency","2005","Employed","(2c_voc) vocational maturity certificate","11","","",""
"Very high transfer dependency","2005","Employed","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2005","Employed","(3b) higher tertiary education","4","","",""
"Very low transfer dependency","2006","Not Employed","(0) in school","484","0.791060969494454","0.757744049738722","0.824377889250186"
"Very low transfer dependency","2006","Not Employed","(1a) inadequately completed","95","0.550695434363332","0.472638418218403","0.628752450508262"
"Very low transfer dependency","2006","Not Employed","(1b) general elementary school","1061","0.806858563776094","0.785481459392481","0.828235668159708"
"Very low transfer dependency","2006","Not Employed","(1c) basic vocational qualification","2759","0.872294333992309","0.860581094783684","0.884007573200933"
"Very low transfer dependency","2006","Not Employed","(2b) intermediate general qualification","182","0.777751183040085","0.724594946047717","0.830907420032452"
"Very low transfer dependency","2006","Not Employed","(2a) intermediate vocational","1053","0.787192361306096","0.765261581405102","0.809123141207089"
"Very low transfer dependency","2006","Not Employed","(2c_gen) general maturity certificate","282","0.716490370875379","0.670751782054583","0.762228959696176"
