"transab_cat2","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1985","Employed","Male","4064","0.973076443917276","0.968183073565406","0.977969814269147"
"Very low transfer dependency","1985","Not Employed","Female","2710","0.926781201404437","0.917419009990162","0.936143392818711"
"Very low transfer dependency","1985","Not Employed","Male","1060","0.900396162720038","0.883673801904234","0.917118523535842"
"High transfer dependency","1986","Employed","Female","22","","",""
"High transfer dependency","1986","Employed","Male","29","","",""
"High transfer dependency","1986","Not Employed","Female","47","0.0153243291647159","0.0107281878066568","0.0199204705227749"
"High transfer dependency","1986","Not Employed","Male","24","","",""
"Low transfer dependency","1986","Employed","Female","68","0.0255020783654833","0.0194506789075434","0.0315534778234233"
"Low transfer dependency","1986","Employed","Male","112","0.0257018938650838","0.0208361059888396","0.0305676817413281"
"Low transfer dependency","1986","Not Employed","Female","95","0.024540584460225","0.0187515905742216","0.0303295783462285"
"Low transfer dependency","1986","Not Employed","Male","54","0.0343866615389868","0.0239676674215276","0.044805655656446"
"Very high transfer dependency","1986","Employed","Female","8","","",""
"Very high transfer dependency","1986","Employed","Male","5","","",""
"Very high transfer dependency","1986","Not Employed","Female","92","0.0318610764200266","0.025289718836436","0.0384324340036173"
"Very high transfer dependency","1986","Not Employed","Male","65","0.0483741252878002","0.0361062644387671","0.0606419861368333"
"Very low transfer dependency","1986","Employed","Female","2509","0.962784406471905","0.95551825287353","0.970050560070281"
"Very low transfer dependency","1986","Employed","Male","3917","0.965387547539039","0.959766830630576","0.971008264447502"
"Very low transfer dependency","1986","Not Employed","Female","2510","0.928274009955033","0.918619451667262","0.937928568242803"
"Very low transfer dependency","1986","Not Employed","Male","1032","0.906100533113297","0.889422343232365","0.922778722994228"
"High transfer dependency","1987","Employed","Female","19","","",""
"High transfer dependency","1987","Employed","Male","30","0.00682494930880155","0.00429339472680878","0.00935650389079432"
"High transfer dependency","1987","Not Employed","Female","38","0.00899770080530504","0.00540177918608216","0.0125936224245279"
"High transfer dependency","1987","Not Employed","Male","26","","",""
"Low transfer dependency","1987","Employed","Female","74","0.0299340725604661","0.0234350593567733","0.0364330857641588"
"Low transfer dependency","1987","Employed","Male","101","0.0204814771670484","0.016126241660457","0.0248367126736397"
"Low transfer dependency","1987","Not Employed","Female","110","0.0324942794761857","0.025742203221649","0.0392463557307223"
"Low transfer dependency","1987","Not Employed","Male","57","0.042171467736693","0.0304376489677642","0.0539052865056218"
"Very high transfer dependency","1987","Employed","Female","8","","",""
"Very high transfer dependency","1987","Employed","Male","5","","",""
"Very high transfer dependency","1987","Not Employed","Female","75","0.0260199059031319","0.0199576395571114","0.0320821722491524"
"Very high transfer dependency","1987","Not Employed","Male","57","0.0472619296320074","0.0348731474482784","0.0596507118157363"
"Very low transfer dependency","1987","Employed","Female","2540","0.958013251222414","0.950364231656416","0.965662270788412"
"Very low transfer dependency","1987","Employed","Male","3927","0.971443567227537","0.966322205568937","0.976564928886137"
"Very low transfer dependency","1987","Not Employed","Female","2426","0.932488113815377","0.922933373565097","0.942042854065658"
"Very low transfer dependency","1987","Not Employed","Male","987","0.894428314560266","0.876487893567276","0.912368735553255"
"High transfer dependency","1988","Employed","Female","19","","",""
"High transfer dependency","1988","Employed","Male","15","","",""
"High transfer dependency","1988","Not Employed","Female","27","","",""
"High transfer dependency","1988","Not Employed","Male","24","","",""
"Low transfer dependency","1988","Employed","Female","68","0.027245963826276","0.0209579703434866","0.0335339573090654"
"Low transfer dependency","1988","Employed","Male","91","0.0202419967801992","0.0157941745891175","0.0246898189712809"
"Low transfer dependency","1988","Not Employed","Female","91","0.0270731030333994","0.0206739743860257","0.033472231680773"
"Low transfer dependency","1988","Not Employed","Male","53","0.028848916594899","0.0188570445434268","0.0388407886463711"
"Very high transfer dependency","1988","Employed","Female","8","","",""
"Very high transfer dependency","1988","Employed","Male","8","","",""
"Very high transfer dependency","1988","Not Employed","Female","84","0.0299209458292263","0.0232035190544745","0.0366383726039781"
"Very high transfer dependency","1988","Not Employed","Male","56","0.0457007435764081","0.0332342982563836","0.0581671888964326"
"Very low transfer dependency","1988","Employed","Female","2480","0.961764313521193","0.954357553913841","0.969171073128544"
"Very low transfer dependency","1988","Employed","Male","3737","0.973954805420133","0.968924497883374","0.978985112956892"
"Very low transfer dependency","1988","Not Employed","Female","2269","0.931993544570278","0.92206711100775","0.941919978132805"
"Very low transfer dependency","1988","Not Employed","Male","945","0.911657584041378","0.894716577068675","0.928598591014081"
"High transfer dependency","1989","Employed","Female","22","","",""
"High transfer dependency","1989","Employed","Male","22","","",""
"High transfer dependency","1989","Not Employed","Female","36","0.0128555871132317","0.00831449136913891","0.0173966828573246"
"High transfer dependency","1989","Not Employed","Male","22","","",""
"Low transfer dependency","1989","Employed","Female","65","0.0225686102519059","0.0167971582680736","0.0283400622357382"
"Low transfer dependency","1989","Employed","Male","88","0.0187518962407803","0.0143822941087769","0.0231214983727837"
"Low transfer dependency","1989","Not Employed","Female","85","0.0255126679612499","0.0191565727768259","0.0318687631456739"
"Low transfer dependency","1989","Not Employed","Male","52","0.0271131820522421","0.0173359355886121","0.0368904285158721"
"Very high transfer dependency","1989","Employed","Female","7","","",""
"Very high transfer dependency","1989","Employed","Male","3","","",""
"Very high transfer dependency","1989","Not Employed","Female","77","0.0339704561422887","0.0266679782910264","0.041272933993551"
"Very high transfer dependency","1989","Not Employed","Male","61","0.0480321120829437","0.0351593379299359","0.0609048862359514"
"Very low transfer dependency","1989","Employed","Female","2450","0.963524725188847","0.956239881195785","0.97080956918191"
"Very low transfer dependency","1989","Employed","Male","3589","0.973668430752627","0.968510520284183","0.978826341221071"
"Very low transfer dependency","1989","Not Employed","Female","2166","0.92766128878323","0.91721878946864","0.938103788097819"
"Very low transfer dependency","1989","Not Employed","Male","925","0.91060424225857","0.893428383980971","0.927780100536169"
"High transfer dependency","1990","Employed","Female","24","","",""
"High transfer dependency","1990","Employed","Male","21","","",""
"High transfer dependency","1990","Not Employed","Female","30","0.0121954012549474","0.00766830539004392","0.0167224971198508"
"High transfer dependency","1990","Not Employed","Male","24","","",""
"Low transfer dependency","1990","Employed","Female","45","0.0175846498783828","0.012472175161895","0.0226971245948706"
"Low transfer dependency","1990","Employed","Male","78","0.018026493479279","0.0136857895622374","0.0223671973963206"
"Low transfer dependency","1990","Not Employed","Female","84","0.0278938514899215","0.0211018588063632","0.0346858441734798"
"Low transfer dependency","1990","Not Employed","Male","40","0.0250765761344016","0.0156594262428797","0.0344937260259236"
"Very high transfer dependency","1990","Employed","Female","5","","",""
"Very high transfer dependency","1990","Employed","Male","6","","",""
"Very high transfer dependency","1990","Not Employed","Female","55","0.0221183844530908","0.0160523347539741","0.0281844341522076"
"Very high transfer dependency","1990","Not Employed","Male","51","0.0378433174113346","0.0263507354030273","0.0493358994196419"
"Very low transfer dependency","1990","Employed","Female","2465","0.971622567824862","0.965163764137474","0.978081371512249"
"Very low transfer dependency","1990","Employed","Male","3504","0.972515989207519","0.96718211117852","0.977849867236518"
"Very low transfer dependency","1990","Not Employed","Female","2089","0.93779236280204","0.927830023683359","0.947754701920721"
"Very low transfer dependency","1990","Not Employed","Male","944","0.922046673299716","0.905899597260836","0.938193749338597"
"High transfer dependency","1991","Employed","Female","20","","",""
"High transfer dependency","1991","Employed","Male","15","","",""
"High transfer dependency","1991","Not Employed","Female","34","0.0161000938072977","0.010861015289155","0.0213391723254404"
"High transfer dependency","1991","Not Employed","Male","22","","",""
"Low transfer dependency","1991","Employed","Female","57","0.0181784946711506","0.0130174330006816","0.0233395563416196"
"Low transfer dependency","1991","Employed","Male","82","0.0206417231626475","0.0160004275522693","0.0252830187730257"
"Low transfer dependency","1991","Not Employed","Female","90","0.0329439469221207","0.0255141168165666","0.0403737770276748"
"Low transfer dependency","1991","Not Employed","Male","51","0.0303854409389004","0.0199334133168992","0.0408374685609016"
"Very high transfer dependency","1991","Employed","Female","6","","",""
"Very high transfer dependency","1991","Employed","Male","3","","",""
"Very high transfer dependency","1991","Not Employed","Female","52","0.0213861786974979","0.015364223602299","0.0274081337926968"
"Very high transfer dependency","1991","Not Employed","Male","50","0.0423448989204201","0.0300825596819939","0.0546072381588463"
"Very low transfer dependency","1991","Employed","Female","2491","0.97229553400635","0.965955116492167","0.978635951520534"
"Very low transfer dependency","1991","Employed","Male","3505","0.974230429447618","0.969058174874906","0.979402684020329"
"Very low transfer dependency","1991","Not Employed","Female","2041","0.929569780573084","0.918918893904426","0.940220667241741"
"Very low transfer dependency","1991","Not Employed","Male","913","0.914338619324833","0.89729686578706","0.931380372862605"
"High transfer dependency","1992","Employed","Female","46","0.0113497639150777","0.00806170398720008","0.0146378238429553"
"High transfer dependency","1992","Employed","Male","34","0.00673821547244693","0.00449052670062687","0.00898590424426699"
"High transfer dependency","1992","Not Employed","Female","48","0.0134053589664753","0.00920961935756248","0.0176010985753881"
"High transfer dependency","1992","Not Employed","Male","40","0.0214222978959509","0.0137413918937766","0.0291032038981252"
"Low transfer dependency","1992","Employed","Female","165","0.0306316533424751","0.0252828748912324","0.0359804317937179"
"Low transfer dependency","1992","Employed","Male","229","0.0344529683784252","0.0294418818161932","0.0394640549406571"
"Low transfer dependency","1992","Not Employed","Female","165","0.0326045446300192","0.0261250517262242","0.0390840375338141"
"Low transfer dependency","1992","Not Employed","Male","83","0.0305767261196057","0.0214432945772371","0.0397101576619743"
"Very high transfer dependency","1992","Employed","Female","12","","",""
"Very high transfer dependency","1992","Employed","Male","10","","",""
"Very high transfer dependency","1992","Not Employed","Female","78","0.02676690595473","0.0208783684110392","0.0326554434984209"
"Very high transfer dependency","1992","Not Employed","Male","58","0.0403138157385573","0.0298792749773585","0.050748356499756"
"Very low transfer dependency","1992","Employed","Female","3764","0.955323489859286","0.948910806117522","0.961736173601049"
"Very low transfer dependency","1992","Employed","Male","4816","0.957263539864749","0.951706456679925","0.962820623049572"
"Very low transfer dependency","1992","Not Employed","Female","2595","0.927223190448775","0.917745804287825","0.936700576609726"
"Very low transfer dependency","1992","Not Employed","Male","1184","0.907687160245886","0.892331060764751","0.923043259727022"
"High transfer dependency","1993","Employed","Female","43","0.0110603975492791","0.00772942777791945","0.0143913673206386"
"High transfer dependency","1993","Employed","Male","60","0.0108336866339056","0.00793370974700128","0.0137336635208098"
"High transfer dependency","1993","Not Employed","Female","65","0.0150943238132251","0.010697419677111","0.0194912279493392"
"High transfer dependency","1993","Not Employed","Male","44","0.0225445773383459","0.0149326871912971","0.0301564674853946"
"Low transfer dependency","1993","Employed","Female","167","0.0335993173195735","0.0278602108830557","0.0393384237560913"
"Low transfer dependency","1993","Employed","Male","266","0.038887884211355","0.0334720429529092","0.0443037254698008"
"Low transfer dependency","1993","Not Employed","Female","239","0.0477110669740146","0.0400244227789761","0.0553977111690531"
"Low transfer dependency","1993","Not Employed","Male","112","0.0453355687367064","0.0346679401080493","0.0560031973653635"
"Very high transfer dependency","1993","Employed","Female","16","","",""
"Very high transfer dependency","1993","Employed","Male","18","","",""
"Very high transfer dependency","1993","Not Employed","Female","101","0.0299147044399665","0.0237715679525998","0.0360578409273333"
"Very high transfer dependency","1993","Not Employed","Male","69","0.0431002080410814","0.0326867278228374","0.0535136882593254"
"Very low transfer dependency","1993","Employed","Female","3561","0.952028901809032","0.945222535236402","0.958835268381661"
"Very low transfer dependency","1993","Employed","Male","4551","0.947867887207387","0.941640608389546","0.954095166025228"
"Very low transfer dependency","1993","Not Employed","Female","2549","0.907279904772794","0.896820657609783","0.917739151935805"
"Very low transfer dependency","1993","Not Employed","Male","1236","0.889019645883866","0.87291312591734","0.905126165850393"
"High transfer dependency","1994","Employed","Female","45","0.0111783427736058","0.007761976389421","0.0145947091577905"
"High transfer dependency","1994","Employed","Male","58","0.0129291903610467","0.00969089019047953","0.0161674905316139"
"High transfer dependency","1994","Not Employed","Female","74","0.0186831753475557","0.0138619576274791","0.0235043930676323"
"High transfer dependency","1994","Not Employed","Male","52","0.0236508390251773","0.016031588236456","0.0312700898138987"
"Low transfer dependency","1994","Employed","Female","167","0.0342774962252161","0.0283653187111925","0.0401896737392397"
"Low transfer dependency","1994","Employed","Male","257","0.0414761388828668","0.0357605904706817","0.0471916872950518"
"Low transfer dependency","1994","Not Employed","Female","239","0.0445946634918266","0.0372450914091958","0.0519442355744573"
"Low transfer dependency","1994","Not Employed","Male","114","0.0450599156134716","0.034659045744234","0.0554607854827091"
"Very high transfer dependency","1994","Employed","Female","21","","",""
"Very high transfer dependency","1994","Employed","Male","17","","",""
"Very high transfer dependency","1994","Not Employed","Female","110","0.0341912364216334","0.0277208569653748","0.0406616158778919"
"Very high transfer dependency","1994","Not Employed","Male","88","0.0548370036222776","0.0434219849233196","0.0662520223212357"
"Very low transfer dependency","1994","Employed","Female","3405","0.948721047475024","0.941553747457592","0.955888347492457"
"Very low transfer dependency","1994","Employed","Male","4343","0.94027250378707","0.933479352193189","0.947065655380951"
"Very low transfer dependency","1994","Not Employed","Female","2607","0.902530924738984","0.891970260247189","0.91309158923078"
"Very low transfer dependency","1994","Not Employed","Male","1274","0.876452241739073","0.859952848371582","0.892951635106565"
"High transfer dependency","1995","Employed","Female","46","0.0116108502403936","0.00816743502116621","0.015054265459621"
"High transfer dependency","1995","Employed","Male","57","0.0104236743942993","0.00754328635571945","0.0133040624328792"
"High transfer dependency","1995","Not Employed","Female","90","0.0198116629643971","0.014956038571143","0.0246672873576512"
"High transfer dependency","1995","Not Employed","Male","55","0.0290428386765314","0.0208730956378441","0.0372125817152188"
"Low transfer dependency","1995","Employed","Female","172","0.0375461658544035","0.0314358149874323","0.0436565167213747"
"Low transfer dependency","1995","Employed","Male","246","0.0428829171628376","0.0371372478575375","0.0486285864681378"
"Low transfer dependency","1995","Not Employed","Female","222","0.0419173365356329","0.0349345593526063","0.0489001137186595"
"Low transfer dependency","1995","Not Employed","Male","127","0.0493067905767183","0.0387735405174981","0.0598400406359385"
"Very high transfer dependency","1995","Employed","Female","18","","",""
"Very high transfer dependency","1995","Employed","Male","22","","",""
"Very high transfer dependency","1995","Not Employed","Female","169","0.0476728859552338","0.0402485323177476","0.05509723959272"
"Very high transfer dependency","1995","Not Employed","Male","126","0.0788454659754241","0.0657342358455017","0.0919566961053465"
"Very low transfer dependency","1995","Employed","Female","3482","0.945947817047209","0.938679504287172","0.953216129807246"
"Very low transfer dependency","1995","Employed","Male","4451","0.943378720557023","0.936824081081634","0.949933360032413"
"Very low transfer dependency","1995","Not Employed","Female","2683","0.890598114544736","0.879721765346544","0.901474463742929"
"Very low transfer dependency","1995","Not Employed","Male","1315","0.842804904771326","0.825096809337129","0.860513000205523"
"High transfer dependency","1996","Employed","Female","64","0.0171604503246848","0.0129798134165108","0.0213410872328588"
"High transfer dependency","1996","Employed","Male","69","0.0112370785429033","0.00822453456287954","0.0142496225229271"
"High transfer dependency","1996","Not Employed","Female","106","0.0269442999066343","0.0211959537589797","0.0326926460542889"
"High transfer dependency","1996","Not Employed","Male","67","0.0316845177074384","0.0230119922951671","0.0403570431197096"
"Low transfer dependency","1996","Employed","Female","182","0.0410731025642312","0.0346844642295556","0.0474617408989069"
"Low transfer dependency","1996","Employed","Male","254","0.0437029073662607","0.0378602262459336","0.0495455884865879"
"Low transfer dependency","1996","Not Employed","Female","248","0.0521421165492108","0.0442497626527247","0.0600344704456968"
"Low transfer dependency","1996","Not Employed","Male","152","0.0677479254915758","0.0553048346243559","0.0801910163587957"
"Very high transfer dependency","1996","Employed","Female","14","","",""
"Very high transfer dependency","1996","Employed","Male","18","","",""
"Very high transfer dependency","1996","Not Employed","Female","171","0.0467242908312984","0.0392318860507364","0.0542166956118605"
"Very high transfer dependency","1996","Not Employed","Male","129","0.0728726990913801","0.0600030796340292","0.0857423185487311"
"Very low transfer dependency","1996","Employed","Female","3447","0.938570597343053","0.930840972489071","0.946300222197035"
"Very low transfer dependency","1996","Employed","Male","4362","0.942253427070676","0.93558677834518","0.948920075796172"
"Very low transfer dependency","1996","Not Employed","Female","2523","0.874189292712857","0.862415885835948","0.885962699589765"
"Very low transfer dependency","1996","Not Employed","Male","1219","0.827694857709606","0.808996742099706","0.846392973319505"
"High transfer dependency","1997","Employed","Female","59","0.0198025189789846","0.0152201530732294","0.0243848848847399"
"High transfer dependency","1997","Employed","Male","75","0.0135955088160399","0.0102291637686091","0.0169618538634707"
"High transfer dependency","1997","Not Employed","Female","115","0.0324867802992918","0.0262072481618065","0.0387663124367771"
"High transfer dependency","1997","Not Employed","Male","71","0.0310229515911027","0.0226291844486846","0.0394167187335208"
"Low transfer dependency","1997","Employed","Female","221","0.0541941281322417","0.0467476678959547","0.0616405883685288"
"Low transfer dependency","1997","Employed","Male","325","0.0601454832185619","0.0532340963901102","0.0670568700470136"
"Low transfer dependency","1997","Not Employed","Female","282","0.0600790109752161","0.0516621033848393","0.068495918565593"
"Low transfer dependency","1997","Not Employed","Male","163","0.0727554080882655","0.0601809751438987","0.0853298410326323"
"Very high transfer dependency","1997","Employed","Female","25","","",""
"Very high transfer dependency","1997","Employed","Male","26","","",""
"Very high transfer dependency","1997","Not Employed","Female","173","0.0558867947138589","0.0477507723255487","0.0640228171021691"
"Very high transfer dependency","1997","Not Employed","Male","131","0.0743749566556855","0.0616724472501375","0.0870774660612336"
"Very low transfer dependency","1997","Employed","Female","3246","0.919833675533234","0.910902196283678","0.928765154782789"
"Very low transfer dependency","1997","Employed","Male","4120","0.921199997511167","0.913367983513406","0.929032011508928"
"Very low transfer dependency","1997","Not Employed","Female","2492","0.851547414011633","0.838953990792339","0.864140837230927"
"Very low transfer dependency","1997","Not Employed","Male","1274","0.821846683664946","0.803321992628858","0.840371374701035"
"High transfer dependency","1998","Employed","Female","69","0.016121642611248","0.0121582823590864","0.0200850028634096"
"High transfer dependency","1998","Employed","Male","81","0.0154857362590836","0.0120428902381395","0.0189285822800277"
"High transfer dependency","1998","Not Employed","Female","102","0.0231887358233545","0.0181826061056204","0.0281948655410887"
"High transfer dependency","1998","Not Employed","Male","71","0.0262925162583107","0.0191299712484429","0.0334550612681785"
"Low transfer dependency","1998","Employed","Female","218","0.0475863207091437","0.0408868255592505","0.0542858158590369"
"Low transfer dependency","1998","Employed","Male","323","0.0546315992041992","0.0482948989843065","0.0609682994240919"
"Low transfer dependency","1998","Not Employed","Female","317","0.0588469953701424","0.051019001155915","0.0666749895843698"
"Low transfer dependency","1998","Not Employed","Male","193","0.0738800039313082","0.062170618001693","0.0855893898609235"
"Very high transfer dependency","1998","Employed","Female","21","","",""
"Very high transfer dependency","1998","Employed","Male","29","","",""
"Very high transfer dependency","1998","Not Employed","Female","193","0.0546866658753157","0.047123792174","0.0622495395766314"
"Very high transfer dependency","1998","Not Employed","Male","151","0.0834914370947597","0.07110842588017","0.0958744483093494"
"Very low transfer dependency","1998","Employed","Female","3571","0.931175340064531","0.923208685776263","0.939141994352798"
"Very low transfer dependency","1998","Employed","Male","4508","0.924779078752757","0.917424987979501","0.932133169526013"
"Very low transfer dependency","1998","Not Employed","Female","2860","0.863277602931187","0.85185004842107","0.874705157441304"
"Very low transfer dependency","1998","Not Employed","Male","1502","0.816336042715621","0.799002653492615","0.833669431938628"
"High transfer dependency","1999","Employed","Female","75","0.0172776817920946","0.0131776202697251","0.0213777433144641"
"High transfer dependency","1999","Employed","Male","79","0.01497682648685","0.011558877498434","0.0183947754752661"
"High transfer dependency","1999","Not Employed","Female","96","0.0232646767693391","0.01803279658123","0.0284965569574481"
"High transfer dependency","1999","Not Employed","Male","66","0.0228605638899049","0.0158460659714007","0.0298750618084091"
"Low transfer dependency","1999","Employed","Female","230","0.0463832270112101","0.0397656401719817","0.0530008138504384"
"Low transfer dependency","1999","Employed","Male","321","0.0560122223462329","0.0495414362835112","0.0624830084089546"
"Low transfer dependency","1999","Not Employed","Female","280","0.0598146396231434","0.0515840429769195","0.0680452362693673"
"Low transfer dependency","1999","Not Employed","Male","147","0.0564338640718904","0.0456038027033329","0.0672639254404479"
"Very high transfer dependency","1999","Employed","Female","17","","",""
"Very high transfer dependency","1999","Employed","Male","22","","",""
"Very high transfer dependency","1999","Not Employed","Female","163","0.0478897890511434","0.0404786339072524","0.0553009441950343"
"Very high transfer dependency","1999","Not Employed","Male","119","0.0666774042180703","0.0549694751411672","0.0783853332949735"
"Very low transfer dependency","1999","Employed","Female","3558","0.932847309475383","0.924971971177018","0.940722647773749"
"Very low transfer dependency","1999","Employed","Male","4429","0.924425396087994","0.916987393458066","0.931863398717922"
"Very low transfer dependency","1999","Not Employed","Female","2650","0.869030894556374","0.857321811946185","0.880739977166563"
"Very low transfer dependency","1999","Not Employed","Male","1412","0.854028167820134","0.837457291427947","0.870599044212321"
"High transfer dependency","2000","Employed","Female","114","0.0154532145309167","0.0125204245994176","0.0183860044624157"
"High transfer dependency","2000","Employed","Male","106","0.0127297747151165","0.0103166875367137","0.0151428618935193"
"High transfer dependency","2000","Not Employed","Female","143","0.0203443799091472","0.0166864691153913","0.0240022907029031"
"High transfer dependency","2000","Not Employed","Male","105","0.0238530780797171","0.0186270438696787","0.0290791122897554"
"Low transfer dependency","2000","Employed","Female","369","0.0464189724579296","0.0414165550998497","0.0514213898160096"
"Low transfer dependency","2000","Employed","Male","516","0.0533983375263906","0.0485589306977426","0.0582377443550386"
"Low transfer dependency","2000","Not Employed","Female","437","0.0590537336273499","0.0529459976353479","0.0651614696193519"
"Low transfer dependency","2000","Not Employed","Male","232","0.0537361843510398","0.0460132566683326","0.061459112033747"
"Very high transfer dependency","2000","Employed","Female","52","0.00822068615188303","0.00607377082037304","0.010367601483393"
"Very high transfer dependency","2000","Employed","Male","45","0.00606560259202709","0.00439427928295927","0.0077369259010949"
"Very high transfer dependency","2000","Not Employed","Female","286","0.0427110348809154","0.0374718257070813","0.0479502440547495"
"Very high transfer dependency","2000","Not Employed","Male","233","0.0711379644703069","0.0623341929637841","0.0799417359768297"
"Very low transfer dependency","2000","Employed","Female","6260","0.929907126859271","0.923836827909406","0.935977425809135"
"Very low transfer dependency","2000","Employed","Male","7624","0.927806285166466","0.922235415687924","0.933377154645008"
"Very low transfer dependency","2000","Not Employed","Female","4856","0.877890851582588","0.869407479274969","0.886374223890206"
"Very low transfer dependency","2000","Not Employed","Male","2705","0.851272773098936","0.839086467897703","0.86345907830017"
"High transfer dependency","2001","Employed","Female","117","0.0189548349441679","0.015601870175034","0.0223077997133018"
"High transfer dependency","2001","Employed","Male","107","0.0135688388372569","0.0109454452267086","0.0161922324478053"
"High transfer dependency","2001","Not Employed","Female","127","0.0190745862000999","0.0152981828119606","0.0228509895882393"
"High transfer dependency","2001","Not Employed","Male","92","0.0245497049932728","0.0190378743283693","0.0300615356581763"
"Low transfer dependency","2001","Employed","Female","366","0.0493101992761488","0.0439865151172443","0.0546338834350532"
"Low transfer dependency","2001","Employed","Male","496","0.0535589474345142","0.0484536444122588","0.0586642504567696"
"Low transfer dependency","2001","Not Employed","Female","395","0.0575788927650983","0.0511477673408278","0.0640100181893688"
"Low transfer dependency","2001","Not Employed","Male","208","0.0528585167024643","0.0448889433767971","0.0608280900281314"
"Very high transfer dependency","2001","Employed","Female","65","0.0102534472981747","0.00777647336396772","0.0127304212323818"
"Very high transfer dependency","2001","Employed","Male","44","0.00775422241829474","0.00576521006916978","0.0097432347674197"
"Very high transfer dependency","2001","Not Employed","Female","245","0.0459208575009058","0.0401421592372136","0.0516995557645979"
"Very high transfer dependency","2001","Not Employed","Male","203","0.0691099585112776","0.060075759278795","0.0781441577437603"
"Very low transfer dependency","2001","Employed","Female","5806","0.921481518481509","0.914867677535827","0.92809535942719"
"Very low transfer dependency","2001","Employed","Male","6824","0.925117991309934","0.919149754743531","0.931086227876338"
"Very low transfer dependency","2001","Not Employed","Female","4273","0.877425663533896","0.868371720353685","0.886479606714107"
"Very low transfer dependency","2001","Not Employed","Male","2525","0.853481819792985","0.840886388277851","0.86607725130812"
"High transfer dependency","2002","Employed","Female","123","0.0254425241687725","0.0217034616821578","0.0291815866553873"
"High transfer dependency","2002","Employed","Male","97","0.0157381046478301","0.0129987828848971","0.0184774264107631"
"High transfer dependency","2002","Not Employed","Female","139","0.0290588856749745","0.0244375662099868","0.0336802051399622"
"High transfer dependency","2002","Not Employed","Male","100","0.0341614147743683","0.0278321967884973","0.0404906327602393"
"Low transfer dependency","2002","Employed","Female","364","0.0583018778190991","0.0527380200396591","0.0638657355985391"
"Low transfer dependency","2002","Employed","Male","429","0.057506275481883","0.0523822845651713","0.0626302663985948"
"Low transfer dependency","2002","Not Employed","Female","340","0.0578304255436121","0.051408388601512","0.0642524624857122"
"Low transfer dependency","2002","Not Employed","Male","194","0.0543515644325848","0.0464520438975049","0.0622510849676648"
"Very high transfer dependency","2002","Employed","Female","44","0.00675742262439698","0.0048120755265252","0.00870276972226875"
"Very high transfer dependency","2002","Employed","Male","27","","",""
"Very high transfer dependency","2002","Not Employed","Female","235","0.0485686165548043","0.0426544075167167","0.0544828255928918"
"Very high transfer dependency","2002","Not Employed","Male","211","0.0772974394238648","0.0679918632118511","0.0866030156358785"
