"transab_cat2","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1985","Not Employed","(Married) couple without C. ","1023","0.952517585932751","0.939874991223068","0.965160180642435"
"Very low transfer dependency","1985","Not Employed","Single parent ","155","0.762046540192627","0.704452810553976","0.819640269831278"
"Very low transfer dependency","1985","Not Employed","Couple + C. LE 16 ","667","0.885277532768499","0.862753358356003","0.907801707180995"
"Very low transfer dependency","1985","Not Employed","Couple + C. GT 16 ","646","0.957108450922331","0.942001545559842","0.97221535628482"
"Very low transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","474","0.932462068843142","0.911157441096112","0.953766696590172"
"Very low transfer dependency","1985","Employed","1-pers.-HH","575","0.943469095556942","0.925081769163315","0.961856421950569"
"Very low transfer dependency","1985","Employed","(Married) couple without C. ","1310","0.977395507290282","0.969442994343268","0.985348020237295"
"Very low transfer dependency","1985","Employed","Single parent ","313","0.938579511925115","0.912752675275777","0.964406348574454"
"Very low transfer dependency","1985","Employed","Couple + C. LE 16 ","1820","0.966485661193028","0.958391000590314","0.974580321795743"
"Very low transfer dependency","1985","Employed","Couple + C. GT 16 ","1305","0.981495602161136","0.974263711794354","0.988727492527919"
"Very low transfer dependency","1985","Employed","Couple + C. LE and GT 16","923","0.976306648047326","0.966685678264135","0.985927617830518"
"Low transfer dependency","1985","Not Employed","1-pers.-HH","8","","",""
"Low transfer dependency","1985","Not Employed","(Married) couple without C. ","24","","",""
"Low transfer dependency","1985","Not Employed","Single parent ","15","","",""
"Low transfer dependency","1985","Not Employed","Couple + C. LE 16 ","42","0.0440890274718608","0.0295793117384257","0.0585987432052959"
"Low transfer dependency","1985","Not Employed","Couple + C. GT 16 ","21","","",""
"Low transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","38","0.044206901483852","0.0267562570542675","0.0616575459134366"
"Low transfer dependency","1985","Employed","1-pers.-HH","17","","",""
"Low transfer dependency","1985","Employed","(Married) couple without C. ","26","","",""
"Low transfer dependency","1985","Employed","Single parent ","15","","",""
"Low transfer dependency","1985","Employed","Couple + C. LE 16 ","61","0.0263297601259514","0.0191283920696044","0.0335311281822985"
"Low transfer dependency","1985","Employed","Couple + C. GT 16 ","15","","",""
"Low transfer dependency","1985","Employed","Couple + C. LE and GT 16","31","0.0196064518293786","0.0108361972487847","0.0283767064099726"
"High transfer dependency","1985","Not Employed","1-pers.-HH","11","","",""
"High transfer dependency","1985","Not Employed","(Married) couple without C. ","12","","",""
"High transfer dependency","1985","Not Employed","Single parent ","8","","",""
"High transfer dependency","1985","Not Employed","Couple + C. LE 16 ","9","","",""
"High transfer dependency","1985","Not Employed","Couple + C. GT 16 ","16","","",""
"High transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","14","","",""
"High transfer dependency","1985","Employed","1-pers.-HH","11","","",""
"High transfer dependency","1985","Employed","(Married) couple without C. ","6","","",""
"High transfer dependency","1985","Employed","Single parent ","4","","",""
"High transfer dependency","1985","Employed","Couple + C. LE 16 ","13","","",""
"High transfer dependency","1985","Employed","Couple + C. GT 16 ","13","","",""
"High transfer dependency","1985","Employed","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1985","Not Employed","1-pers.-HH","44","0.0554647556930543","0.036575007219465","0.0743545041666436"
"Very high transfer dependency","1985","Not Employed","(Married) couple without C. ","28","","",""
"Very high transfer dependency","1985","Not Employed","Single parent ","32","0.127004928438776","0.081969465989605","0.172040390887947"
"Very high transfer dependency","1985","Not Employed","Couple + C. LE 16 ","51","0.0623908856105275","0.0452963854566018","0.0794853857644533"
"Very high transfer dependency","1985","Not Employed","Couple + C. GT 16 ","8","","",""
"Very high transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","7","","",""
"Very high transfer dependency","1985","Employed","1-pers.-HH","3","","",""
"Very high transfer dependency","1985","Employed","(Married) couple without C. ","","","",""
"Very high transfer dependency","1985","Employed","Single parent ","","","",""
"Very high transfer dependency","1985","Employed","Couple + C. LE 16 ","5","","",""
"Very high transfer dependency","1985","Employed","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1985","Employed","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1986","Not Employed","1-pers.-HH","470","0.906205504447887","0.881501166260197","0.930909842635577"
"Very low transfer dependency","1986","Not Employed","(Married) couple without C. ","950","0.959851860565754","0.947715181229968","0.97198853990154"
"Very low transfer dependency","1986","Not Employed","Single parent ","149","0.765044858214883","0.70569003955495","0.824399676874817"
"Very low transfer dependency","1986","Not Employed","Couple + C. LE 16 ","578","0.879692452148626","0.855040750528937","0.904344153768315"
"Very low transfer dependency","1986","Not Employed","Couple + C. GT 16 ","649","0.943647500198786","0.926490954723568","0.960804045674004"
"Very low transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","448","0.937224158026011","0.915856176379757","0.958592139672266"
"Very low transfer dependency","1986","Employed","1-pers.-HH","544","0.926918036365815","0.905754619076362","0.948081453655268"
"Very low transfer dependency","1986","Employed","(Married) couple without C. ","1340","0.976834367307854","0.96888322932343","0.984785505292278"
"Very low transfer dependency","1986","Employed","Single parent ","283","0.908261254914829","0.875971801394522","0.940550708435136"
"Very low transfer dependency","1986","Employed","Couple + C. LE 16 ","1657","0.963377438263076","0.954510941583611","0.972243934942542"
"Very low transfer dependency","1986","Employed","Couple + C. GT 16 ","1385","0.985147575051045","0.978840524096238","0.991454626005851"
"Very low transfer dependency","1986","Employed","Couple + C. LE and GT 16","862","0.968817205618034","0.95746803480396","0.980166376432107"
"Low transfer dependency","1986","Not Employed","1-pers.-HH","6","","",""
"Low transfer dependency","1986","Not Employed","(Married) couple without C. ","16","","",""
"Low transfer dependency","1986","Not Employed","Single parent ","18","","",""
"Low transfer dependency","1986","Not Employed","Couple + C. LE 16 ","41","0.0497435794937389","0.0332686351862075","0.0662185238012703"
"Low transfer dependency","1986","Not Employed","Couple + C. GT 16 ","23","","",""
"Low transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","26","","",""
"Low transfer dependency","1986","Employed","1-pers.-HH","22","","",""
"Low transfer dependency","1986","Employed","(Married) couple without C. ","22","","",""
"Low transfer dependency","1986","Employed","Single parent ","21","","",""
"Low transfer dependency","1986","Employed","Couple + C. LE 16 ","54","0.0299568750988211","0.0219100745731782","0.038003675624464"
"Low transfer dependency","1986","Employed","Couple + C. GT 16 ","18","","",""
"Low transfer dependency","1986","Employed","Couple + C. LE and GT 16","31","0.0223838299164302","0.0127247205759367","0.0320429392569237"
"High transfer dependency","1986","Not Employed","1-pers.-HH","13","","",""
"High transfer dependency","1986","Not Employed","(Married) couple without C. ","16","","",""
"High transfer dependency","1986","Not Employed","Single parent ","3","","",""
"High transfer dependency","1986","Not Employed","Couple + C. LE 16 ","12","","",""
"High transfer dependency","1986","Not Employed","Couple + C. GT 16 ","7","","",""
"High transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","12","","",""
"High transfer dependency","1986","Employed","1-pers.-HH","12","","",""
"High transfer dependency","1986","Employed","(Married) couple without C. ","10","","",""
"High transfer dependency","1986","Employed","Single parent ","3","","",""
"High transfer dependency","1986","Employed","Couple + C. LE 16 ","10","","",""
"High transfer dependency","1986","Employed","Couple + C. GT 16 ","7","","",""
"High transfer dependency","1986","Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1986","Not Employed","1-pers.-HH","46","0.0639968566191225","0.0432577915075662","0.0847359217306788"
"Very high transfer dependency","1986","Not Employed","(Married) couple without C. ","23","","",""
"Very high transfer dependency","1986","Not Employed","Single parent ","26","","",""
"Very high transfer dependency","1986","Not Employed","Couple + C. LE 16 ","38","0.0509011065749247","0.0342457330243233","0.067556480125526"
"Very high transfer dependency","1986","Not Employed","Couple + C. GT 16 ","15","","",""
"Very high transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","9","","",""
"Very high transfer dependency","1986","Employed","1-pers.-HH","3","","",""
"Very high transfer dependency","1986","Employed","(Married) couple without C. ","3","","",""
"Very high transfer dependency","1986","Employed","Single parent ","","","",""
"Very high transfer dependency","1986","Employed","Couple + C. LE 16 ","3","","",""
"Very high transfer dependency","1986","Employed","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1986","Employed","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1987","Not Employed","1-pers.-HH","469","0.909049504574533","0.884546657091729","0.933552352057338"
"Very low transfer dependency","1987","Not Employed","(Married) couple without C. ","940","0.966498866226511","0.955267306768766","0.977730425684255"
"Very low transfer dependency","1987","Not Employed","Single parent ","140","0.769445282276585","0.708752352248835","0.830138212304335"
"Very low transfer dependency","1987","Not Employed","Couple + C. LE 16 ","540","0.854547727013772","0.827147891791875","0.881947562235669"
"Very low transfer dependency","1987","Not Employed","Couple + C. GT 16 ","659","0.956459078338355","0.941330730241121","0.971587426435588"
"Very low transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","371","0.898751810255745","0.870038802694665","0.927464817816825"
"Very low transfer dependency","1987","Employed","1-pers.-HH","558","0.956509522895736","0.939939300633656","0.973079745157816"
"Very low transfer dependency","1987","Employed","(Married) couple without C. ","1335","0.982303870108295","0.975309576785047","0.989298163431543"
"Very low transfer dependency","1987","Employed","Single parent ","304","0.897029421941825","0.864484322204113","0.929574521679537"
"Very low transfer dependency","1987","Employed","Couple + C. LE 16 ","1660","0.962367238639894","0.953399591778406","0.971334885501383"
"Very low transfer dependency","1987","Employed","Couple + C. GT 16 ","1427","0.988156561851572","0.982588348497689","0.993724775205455"
"Very low transfer dependency","1987","Employed","Couple + C. LE and GT 16","792","0.94822340404841","0.933194513013874","0.963252295082946"
"Low transfer dependency","1987","Not Employed","1-pers.-HH","15","","",""
"Low transfer dependency","1987","Not Employed","(Married) couple without C. ","20","","",""
"Low transfer dependency","1987","Not Employed","Single parent ","23","","",""
"Low transfer dependency","1987","Not Employed","Couple + C. LE 16 ","43","0.0689658783943766","0.0492725343507934","0.0886592224379598"
"Low transfer dependency","1987","Not Employed","Couple + C. GT 16 ","23","","",""
"Low transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","31","0.0615928067861751","0.0387091289778676","0.0844764845944826"
"Low transfer dependency","1987","Employed","1-pers.-HH","10","","",""
"Low transfer dependency","1987","Employed","(Married) couple without C. ","26","","",""
"Low transfer dependency","1987","Employed","Single parent ","26","","",""
"Low transfer dependency","1987","Employed","Couple + C. LE 16 ","55","0.0308594776281756","0.0227103203246496","0.0390086349317016"
"Low transfer dependency","1987","Employed","Couple + C. GT 16 ","15","","",""
"Low transfer dependency","1987","Employed","Couple + C. LE and GT 16","32","0.0361589405681842","0.0234965584983419","0.0488213226380265"
"High transfer dependency","1987","Not Employed","1-pers.-HH","3","","",""
"High transfer dependency","1987","Not Employed","(Married) couple without C. ","13","","",""
"High transfer dependency","1987","Not Employed","Single parent ","6","","",""
"High transfer dependency","1987","Not Employed","Couple + C. LE 16 ","14","","",""
"High transfer dependency","1987","Not Employed","Couple + C. GT 16 ","12","","",""
"High transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","1987","Employed","1-pers.-HH","11","","",""
"High transfer dependency","1987","Employed","(Married) couple without C. ","3","","",""
"High transfer dependency","1987","Employed","Single parent ","3","","",""
"High transfer dependency","1987","Employed","Couple + C. LE 16 ","12","","",""
"High transfer dependency","1987","Employed","Couple + C. GT 16 ","7","","",""
"High transfer dependency","1987","Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1987","Not Employed","1-pers.-HH","42","0.0595056290369376","0.0393462393240983","0.0796650187497769"
"Very high transfer dependency","1987","Not Employed","(Married) couple without C. ","13","","",""
"Very high transfer dependency","1987","Not Employed","Single parent ","16","","",""
"Very high transfer dependency","1987","Not Employed","Couple + C. LE 16 ","39","0.057649821578932","0.0395353914655904","0.0757642516922736"
"Very high transfer dependency","1987","Not Employed","Couple + C. GT 16 ","5","","",""
"Very high transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","13","","",""
"Very high transfer dependency","1987","Employed","1-pers.-HH","3","","",""
"Very high transfer dependency","1987","Employed","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1987","Employed","Single parent ","2","","",""
"Very high transfer dependency","1987","Employed","Couple + C. LE 16 ","3","","",""
"Very high transfer dependency","1987","Employed","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1987","Employed","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","1988","Not Employed","1-pers.-HH","469","0.912000446575209","0.887836443108814","0.936164450041603"
"Very low transfer dependency","1988","Not Employed","(Married) couple without C. ","899","0.964058768682374","0.952203228907731","0.975914308457017"
"Very low transfer dependency","1988","Not Employed","Single parent ","128","0.74439298894517","0.679204429261979","0.809581548628361"
"Very low transfer dependency","1988","Not Employed","Couple + C. LE 16 ","496","0.886985557331413","0.860902101962793","0.913069012700032"
"Very low transfer dependency","1988","Not Employed","Couple + C. GT 16 ","668","0.95527499610543","0.940113628289959","0.970436363920902"
"Very low transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","320","0.916192460759644","0.887765098743899","0.944619822775389"
"Very low transfer dependency","1988","Employed","1-pers.-HH","524","0.959442086625785","0.942834916601636","0.976049256649935"
"Very low transfer dependency","1988","Employed","(Married) couple without C. ","1315","0.984487005570277","0.977867727666717","0.991106283473838"
"Very low transfer dependency","1988","Employed","Single parent ","306","0.898753326376263","0.866594486140403","0.930912166612122"
"Very low transfer dependency","1988","Employed","Couple + C. LE 16 ","1589","0.962422198265989","0.953243390714523","0.971601005817455"
"Very low transfer dependency","1988","Employed","Couple + C. GT 16 ","1459","0.989062372436929","0.983768774881427","0.994355969992431"
"Very low transfer dependency","1988","Employed","Couple + C. LE and GT 16","684","0.963916871032484","0.950313348561919","0.977520393503049"
"Low transfer dependency","1988","Not Employed","1-pers.-HH","8","","",""
"Low transfer dependency","1988","Not Employed","(Married) couple without C. ","17","","",""
"Low transfer dependency","1988","Not Employed","Single parent ","22","","",""
"Low transfer dependency","1988","Not Employed","Couple + C. LE 16 ","27","","",""
"Low transfer dependency","1988","Not Employed","Couple + C. GT 16 ","29","","",""
"Low transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","31","0.0591875878003843","0.0349790533705298","0.0833961222302388"
"Low transfer dependency","1988","Employed","1-pers.-HH","13","","",""
"Low transfer dependency","1988","Employed","(Married) couple without C. ","13","","",""
"Low transfer dependency","1988","Employed","Single parent ","26","","",""
"Low transfer dependency","1988","Employed","Couple + C. LE 16 ","46","0.0264992807676251","0.0187471168911568","0.0342514446440934"
"Low transfer dependency","1988","Employed","Couple + C. GT 16 ","18","","",""
"Low transfer dependency","1988","Employed","Couple + C. LE and GT 16","33","0.0327457000982731","0.0197641376532534","0.0457272625432929"
"High transfer dependency","1988","Not Employed","1-pers.-HH","9","","",""
"High transfer dependency","1988","Not Employed","(Married) couple without C. ","15","","",""
"High transfer dependency","1988","Not Employed","Single parent ","6","","",""
"High transfer dependency","1988","Not Employed","Couple + C. LE 16 ","8","","",""
"High transfer dependency","1988","Not Employed","Couple + C. GT 16 ","5","","",""
"High transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","5","","",""
"High transfer dependency","1988","Employed","1-pers.-HH","3","","",""
"High transfer dependency","1988","Employed","(Married) couple without C. ","9","","",""
"High transfer dependency","1988","Employed","Single parent ","5","","",""
"High transfer dependency","1988","Employed","Couple + C. LE 16 ","8","","",""
"High transfer dependency","1988","Employed","Couple + C. GT 16 ","4","","",""
"High transfer dependency","1988","Employed","Couple + C. LE and GT 16","3","","",""
"Very high transfer dependency","1988","Not Employed","1-pers.-HH","42","0.0601355747963749","0.0398573716866902","0.0804137779060596"
"Very high transfer dependency","1988","Not Employed","(Married) couple without C. ","16","","",""
"Very high transfer dependency","1988","Not Employed","Single parent ","16","","",""
"Very high transfer dependency","1988","Not Employed","Couple + C. LE 16 ","35","0.0513494607609035","0.0331666529632054","0.0695322685586016"
"Very high transfer dependency","1988","Not Employed","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","9","","",""
"Very high transfer dependency","1988","Employed","1-pers.-HH","2","","",""
"Very high transfer dependency","1988","Employed","(Married) couple without C. ","2","","",""
"Very high transfer dependency","1988","Employed","Single parent ","1","","",""
"Very high transfer dependency","1988","Employed","Couple + C. LE 16 ","6","","",""
"Very high transfer dependency","1988","Employed","Couple + C. GT 16 ","2","","",""
"Very high transfer dependency","1988","Employed","Couple + C. LE and GT 16","2","","",""
"Very low transfer dependency","1989","Not Employed","1-pers.-HH","463","0.910166591809592","0.885518562426344","0.934814621192839"
"Very low transfer dependency","1989","Not Employed","(Married) couple without C. ","857","0.962825039387919","0.950512620171209","0.975137458604628"
"Very low transfer dependency","1989","Not Employed","Single parent ","129","0.743798303197321","0.677983538761013","0.809613067633629"
"Very low transfer dependency","1989","Not Employed","Couple + C. LE 16 ","477","0.871789243406769","0.843924598694146","0.899653888119393"
"Very low transfer dependency","1989","Not Employed","Couple + C. GT 16 ","653","0.962157638834043","0.948012027135678","0.976303250532408"
"Very low transfer dependency","1989","Not Employed","Couple + C. LE and GT 16","286","0.89866297393659","0.865954768531256","0.931371179341924"
"Very low transfer dependency","1989","Employed","1-pers.-HH","534","0.970902120110945","0.956855069588994","0.984949170632897"
"Very low transfer dependency","1989","Employed","(Married) couple without C. ","1311","0.96936964788365","0.960188015591772","0.978551280175529"
"Very low transfer dependency","1989","Employed","Single parent ","285","0.925146433554258","0.89551598234278","0.954776884765736"
"Very low transfer dependency","1989","Employed","Couple + C. LE 16 ","1526","0.962998970113802","0.953703094156731","0.972294846070873"
"Very low transfer dependency","1989","Employed","Couple + C. GT 16 ","1422","0.990897997191471","0.985999673821736","0.995796320561205"
"Very low transfer dependency","1989","Employed","Couple + C. LE and GT 16","621","0.958434249699673","0.94313718190425","0.973731317495095"
"Low transfer dependency","1989","Not Employed","1-pers.-HH","6","","",""
"Low transfer dependency","1989","Not Employed","(Married) couple without C. ","30","0.0235372200692427","0.0136710208989201","0.0334034192395652"
"Low transfer dependency","1989","Not Employed","Single parent ","11","","",""
"Low transfer dependency","1989","Not Employed","Couple + C. LE 16 ","27","","",""
"Low transfer dependency","1989","Not Employed","Couple + C. GT 16 ","23","","",""
"Low transfer dependency","1989","Not Employed","Couple + C. LE and GT 16","23","","",""
"Low transfer dependency","1989","Employed","1-pers.-HH","8","","",""
"Low transfer dependency","1989","Employed","(Married) couple without C. ","37","0.0271006084276756","0.018448485539113","0.0357527313162382"
"Low transfer dependency","1989","Employed","Single parent ","9","","",""
"Low transfer dependency","1989","Employed","Couple + C. LE 16 ","44","0.0239890178128143","0.0164536563794855","0.031524379246143"
"Low transfer dependency","1989","Employed","Couple + C. GT 16 ","16","","",""
"Low transfer dependency","1989","Employed","Couple + C. LE and GT 16","24","","",""
"High transfer dependency","1989","Not Employed","1-pers.-HH","8","","",""
"High transfer dependency","1989","Not Employed","(Married) couple without C. ","6","","",""
"High transfer dependency","1989","Not Employed","Single parent ","14","","",""
"High transfer dependency","1989","Not Employed","Couple + C. LE 16 ","8","","",""
"High transfer dependency","1989","Not Employed","Couple + C. GT 16 ","9","","",""
"High transfer dependency","1989","Not Employed","Couple + C. LE and GT 16","10","","",""
"High transfer dependency","1989","Employed","1-pers.-HH","6","","",""
"High transfer dependency","1989","Employed","(Married) couple without C. ","3","","",""
"High transfer dependency","1989","Employed","Single parent ","8","","",""
"High transfer dependency","1989","Employed","Couple + C. LE 16 ","12","","",""
"High transfer dependency","1989","Employed","Couple + C. GT 16 ","4","","",""
"High transfer dependency","1989","Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1989","Not Employed","1-pers.-HH","40","0.0654106261956655","0.0440979791727401","0.0867232732185908"
"Very high transfer dependency","1989","Not Employed","(Married) couple without C. ","14","","",""
"Very high transfer dependency","1989","Not Employed","Single parent ","15","","",""
"Very high transfer dependency","1989","Not Employed","Couple + C. LE 16 ","41","0.063998627765048","0.0435996173761196","0.0843976381539764"
"Very high transfer dependency","1989","Not Employed","Couple + C. GT 16 ","14","","",""
"Very high transfer dependency","1989","Not Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1989","Employed","1-pers.-HH","2","","",""
"Very high transfer dependency","1989","Employed","(Married) couple without C. ","2","","",""
"Very high transfer dependency","1989","Employed","Single parent ","1","","",""
"Very high transfer dependency","1989","Employed","Couple + C. LE 16 ","2","","",""
"Very high transfer dependency","1989","Employed","Couple + C. GT 16 ","2","","",""
"Very high transfer dependency","1989","Employed","Couple + C. LE and GT 16","1","","",""
"Very low transfer dependency","1990","Not Employed","1-pers.-HH","461","0.942685359751428","0.922270350257707","0.963100369245149"
"Very low transfer dependency","1990","Not Employed","(Married) couple without C. ","899","0.961505464849226","0.949265211609172","0.97374571808928"
"Very low transfer dependency","1990","Not Employed","Single parent ","117","0.754486801701551","0.686065781972799","0.822907821430303"
"Very low transfer dependency","1990","Not Employed","Couple + C. LE 16 ","456","0.899059577121851","0.87304173510694","0.925077419136762"
"Very low transfer dependency","1990","Not Employed","Couple + C. GT 16 ","614","0.955827128523105","0.940162689249784","0.971491567796425"
"Very low transfer dependency","1990","Not Employed","Couple + C. LE and GT 16","245","0.860749789835989","0.820834842374317","0.90066473729766"
"Very low transfer dependency","1990","Employed","1-pers.-HH","516","0.975382796044023","0.962240102842066","0.98852548924598"
"Very low transfer dependency","1990","Employed","(Married) couple without C. ","1337","0.982242940785707","0.975221385135254","0.989264496436161"
"Very low transfer dependency","1990","Employed","Single parent ","285","0.91290983320307","0.881419936469469","0.94439972993667"
"Very low transfer dependency","1990","Employed","Couple + C. LE 16 ","1510","0.970115377922817","0.96167417811235","0.978556577733285"
"Very low transfer dependency","1990","Employed","Couple + C. GT 16 ","1368","0.980808539326094","0.97362182788457","0.987995250767618"
"Very low transfer dependency","1990","Employed","Couple + C. LE and GT 16","577","0.965167446253796","0.950483977261628","0.979850915245965"
"Low transfer dependency","1990","Not Employed","1-pers.-HH","11","","",""
"Low transfer dependency","1990","Not Employed","(Married) couple without C. ","15","","",""
"Low transfer dependency","1990","Not Employed","Single parent ","15","","",""
"Low transfer dependency","1990","Not Employed","Couple + C. LE 16 ","30","0.0482943216414182","0.0297784636246485","0.0668101796581878"
"Low transfer dependency","1990","Not Employed","Couple + C. GT 16 ","24","","",""
"Low transfer dependency","1990","Not Employed","Couple + C. LE and GT 16","23","","",""
"Low transfer dependency","1990","Employed","1-pers.-HH","12","","",""
"Low transfer dependency","1990","Employed","(Married) couple without C. ","15","","",""
"Low transfer dependency","1990","Employed","Single parent ","15","","",""
"Low transfer dependency","1990","Employed","Couple + C. LE 16 ","38","0.0179293107760367","0.0113508881009292","0.0245077334511442"
"Low transfer dependency","1990","Employed","Couple + C. GT 16 ","25","","",""
"Low transfer dependency","1990","Employed","Couple + C. LE and GT 16","12","","",""
"High transfer dependency","1990","Not Employed","1-pers.-HH","7","","",""
"High transfer dependency","1990","Not Employed","(Married) couple without C. ","11","","",""
"High transfer dependency","1990","Not Employed","Single parent ","9","","",""
"High transfer dependency","1990","Not Employed","Couple + C. LE 16 ","6","","",""
