"transab_cat2","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1984","(Married) couple without C. ","West Germany","14","","",""
"High transfer dependency","1984","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1984","Single parent ","West Germany","15","","",""
"High transfer dependency","1984","Single parent ","East Germany","","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","West Germany","42","0.0112243837466611","0.00749173172186922","0.014957035771453"
"High transfer dependency","1984","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","West Germany","8","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","West Germany","16","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1984","1-pers.-HH","West Germany","70","0.0466536802183804","0.0352463495893124","0.0580610108474484"
"Very high transfer dependency","1984","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","West Germany","22","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1984","Single parent ","West Germany","32","0.0535550980856395","0.0350401712249549","0.0720700249463241"
"Very high transfer dependency","1984","Single parent ","East Germany","","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","West Germany","52","0.0177682896946538","0.0130875211528932","0.0224490582364145"
"Very high transfer dependency","1984","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","West Germany","23","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","West Germany","15","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1985","1-pers.-HH","West Germany","1076","0.926846016511362","0.911925703165346","0.941766329857379"
"Very low transfer dependency","1985","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1985","(Married) couple without C. ","West Germany","2333","0.964531430974071","0.957175894396304","0.971886967551838"
"Very low transfer dependency","1985","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1985","Single parent ","West Germany","468","0.866359279630256","0.83771308967154","0.895005469588971"
"Very low transfer dependency","1985","Single parent ","East Germany","","","",""
"Very low transfer dependency","1985","Couple + C. LE 16 ","West Germany","2487","0.943169467295542","0.934384484638972","0.951954449952113"
"Very low transfer dependency","1985","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1985","Couple + C. GT 16 ","West Germany","1951","0.972679900741734","0.965579846205698","0.97977995527777"
"Very low transfer dependency","1985","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1985","Couple + C. LE and GT 16","West Germany","1397","0.961147584264483","0.951345414041698","0.970949754487269"
"Very low transfer dependency","1985","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1985","1-pers.-HH","West Germany","25","","",""
"Low transfer dependency","1985","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1985","(Married) couple without C. ","West Germany","50","0.016422962615934","0.0113686246730692","0.0214773005587987"
"Low transfer dependency","1985","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1985","Single parent ","West Germany","30","0.055180113705655","0.0359574195514415","0.0744028078598685"
"Low transfer dependency","1985","Single parent ","East Germany","","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","West Germany","103","0.03142873887288","0.0248083355940212","0.0380491421517387"
"Low transfer dependency","1985","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","West Germany","36","0.0145452276348514","0.00933070944235772","0.019759745827345"
"Low transfer dependency","1985","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","West Germany","69","0.0281119453742499","0.0197275498121298","0.03649634093637"
"Low transfer dependency","1985","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1985","1-pers.-HH","West Germany","22","","",""
"High transfer dependency","1985","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1985","(Married) couple without C. ","West Germany","18","","",""
"High transfer dependency","1985","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1985","Single parent ","West Germany","12","","",""
"High transfer dependency","1985","Single parent ","East Germany","","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","West Germany","22","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","West Germany","29","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","West Germany","20","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1985","1-pers.-HH","West Germany","47","0.0352093770703914","0.0246484785913706","0.0457702755494122"
"Very high transfer dependency","1985","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","West Germany","28","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1985","Single parent ","West Germany","32","0.0519581432546202","0.0332733190855954","0.070642967423645"
"Very high transfer dependency","1985","Single parent ","East Germany","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","West Germany","56","0.0194072070451174","0.0141726366277882","0.0246417774624467"
"Very high transfer dependency","1985","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","West Germany","9","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","West Germany","7","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1986","1-pers.-HH","West Germany","1014","0.914738620860078","0.898353838455178","0.931123403264978"
"Very low transfer dependency","1986","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1986","(Married) couple without C. ","West Germany","2290","0.968303534123676","0.961265185221084","0.975341883026269"
"Very low transfer dependency","1986","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1986","Single parent ","West Germany","432","0.849471804201766","0.818221984875288","0.880721623528243"
"Very low transfer dependency","1986","Single parent ","East Germany","","","",""
"Very low transfer dependency","1986","Couple + C. LE 16 ","West Germany","2235","0.939761382212544","0.930228526096799","0.949294238328288"
"Very low transfer dependency","1986","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1986","Couple + C. GT 16 ","West Germany","2034","0.970995619167139","0.963829958173631","0.978161280160647"
"Very low transfer dependency","1986","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1986","Couple + C. LE and GT 16","West Germany","1310","0.958188676639229","0.947688953301518","0.96868839997694"
"Very low transfer dependency","1986","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1986","1-pers.-HH","West Germany","28","","",""
"Low transfer dependency","1986","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1986","(Married) couple without C. ","West Germany","38","0.0146084427110012","0.009788232350481","0.0194286530715215"
"Low transfer dependency","1986","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1986","Single parent ","West Germany","39","0.0822183030065825","0.0582123998890446","0.10622420612412"
"Low transfer dependency","1986","Single parent ","East Germany","","","",""
"Low transfer dependency","1986","Couple + C. LE 16 ","West Germany","95","0.0355407192474791","0.0281228052093081","0.0429586332856501"
"Low transfer dependency","1986","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1986","Couple + C. GT 16 ","West Germany","41","0.021493218165996","0.0153009683812748","0.0276854679507172"
"Low transfer dependency","1986","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1986","Couple + C. LE and GT 16","West Germany","57","0.0243394226264449","0.0162557280495048","0.0324231172033851"
"Low transfer dependency","1986","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1986","1-pers.-HH","West Germany","25","","",""
"High transfer dependency","1986","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1986","(Married) couple without C. ","West Germany","26","","",""
"High transfer dependency","1986","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1986","Single parent ","West Germany","6","","",""
"High transfer dependency","1986","Single parent ","East Germany","","","",""
"High transfer dependency","1986","Couple + C. LE 16 ","West Germany","22","","",""
"High transfer dependency","1986","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1986","Couple + C. GT 16 ","West Germany","14","","",""
"High transfer dependency","1986","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1986","Couple + C. LE and GT 16","West Germany","20","","",""
"High transfer dependency","1986","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1986","1-pers.-HH","West Germany","49","0.0401399327108693","0.0286237571778261","0.0516561082439126"
"Very high transfer dependency","1986","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1986","(Married) couple without C. ","West Germany","26","","",""
"Very high transfer dependency","1986","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1986","Single parent ","West Germany","26","","",""
"Very high transfer dependency","1986","Single parent ","East Germany","","","",""
"Very high transfer dependency","1986","Couple + C. LE 16 ","West Germany","41","0.0152377525111327","0.0103297712612229","0.0201457337610424"
"Very high transfer dependency","1986","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1986","Couple + C. GT 16 ","West Germany","18","","",""
"Very high transfer dependency","1986","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1986","Couple + C. LE and GT 16","West Germany","9","","",""
"Very high transfer dependency","1986","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1987","1-pers.-HH","West Germany","1027","0.929039312408461","0.913941396056946","0.944137228759977"
"Very low transfer dependency","1987","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","West Germany","2275","0.974476609605686","0.968101661296063","0.98085155791531"
"Very low transfer dependency","1987","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1987","Single parent ","West Germany","444","0.85243759498447","0.821954042367962","0.882921147600978"
"Very low transfer dependency","1987","Single parent ","East Germany","","","",""
"Very low transfer dependency","1987","Couple + C. LE 16 ","West Germany","2200","0.93325494644401","0.923198364098854","0.943311528789166"
"Very low transfer dependency","1987","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1987","Couple + C. GT 16 ","West Germany","2086","0.977767952132957","0.971534372427608","0.984001531838307"
"Very low transfer dependency","1987","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1987","Couple + C. LE and GT 16","West Germany","1163","0.933288315581827","0.919505304875888","0.947071326287766"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1987","1-pers.-HH","West Germany","25","","",""
"Low transfer dependency","1987","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1987","(Married) couple without C. ","West Germany","46","0.0169011843643019","0.011690689975782","0.0221116787528219"
"Low transfer dependency","1987","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1987","Single parent ","West Germany","49","0.0979198137917362","0.0723749094574654","0.123464718126007"
"Low transfer dependency","1987","Single parent ","East Germany","","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","West Germany","98","0.0411485677650887","0.0331448135545083","0.049152321975669"
"Low transfer dependency","1987","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","West Germany","38","0.0132706169455664","0.00843252106945563","0.0181087128216772"
"Low transfer dependency","1987","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","West Germany","63","0.0438372264872695","0.0325282662733952","0.0551461867011438"
"Low transfer dependency","1987","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1987","1-pers.-HH","West Germany","14","","",""
"High transfer dependency","1987","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1987","(Married) couple without C. ","West Germany","16","","",""
"High transfer dependency","1987","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1987","Single parent ","West Germany","9","","",""
"High transfer dependency","1987","Single parent ","East Germany","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","West Germany","26","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","West Germany","19","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","West Germany","17","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1987","1-pers.-HH","West Germany","45","0.0368908932824393","0.0258071006495976","0.0479746859152811"
"Very high transfer dependency","1987","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","West Germany","14","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1987","Single parent ","West Germany","18","","",""
"Very high transfer dependency","1987","Single parent ","East Germany","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","West Germany","42","0.0173311205732613","0.0120726718430114","0.0225895693035111"
"Very high transfer dependency","1987","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","West Germany","6","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","West Germany","16","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1988","1-pers.-HH","West Germany","993","0.931702177428605","0.916587524246085","0.946816830611126"
"Very low transfer dependency","1988","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1988","(Married) couple without C. ","West Germany","2214","0.974570221883206","0.968116833067572","0.981023610698839"
"Very low transfer dependency","1988","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1988","Single parent ","West Germany","434","0.848078481689391","0.816926141913125","0.879230821465657"
"Very low transfer dependency","1988","Single parent ","East Germany","","","",""
"Very low transfer dependency","1988","Couple + C. LE 16 ","West Germany","2085","0.943754693334861","0.934159937388069","0.953349449281654"
"Very low transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1988","Couple + C. GT 16 ","West Germany","2127","0.977720853819894","0.97154936746288","0.983892340176908"
"Very low transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1988","Couple + C. LE and GT 16","West Germany","1004","0.948510028011355","0.935372440856845","0.961647615165865"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1988","1-pers.-HH","West Germany","21","","",""
"Low transfer dependency","1988","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1988","(Married) couple without C. ","West Germany","30","0.0115118139376968","0.00713893352752919","0.0158846943478643"
"Low transfer dependency","1988","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1988","Single parent ","West Germany","48","0.100686589834477","0.0745707285193439","0.12680245114961"
"Low transfer dependency","1988","Single parent ","East Germany","","","",""
"Low transfer dependency","1988","Couple + C. LE 16 ","West Germany","73","0.0295458416125823","0.022494091387342","0.0365975918378227"
"Low transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1988","Couple + C. GT 16 ","West Germany","47","0.0138273809073524","0.00894446217786756","0.0187102996368373"
"Low transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1988","Couple + C. LE and GT 16","West Germany","64","0.041281918999245","0.0294553514496345","0.0531084865488555"
"Low transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1988","1-pers.-HH","West Germany","12","","",""
"High transfer dependency","1988","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1988","(Married) couple without C. ","West Germany","24","","",""
"High transfer dependency","1988","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1988","Single parent ","West Germany","11","","",""
"High transfer dependency","1988","Single parent ","East Germany","","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","West Germany","16","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","West Germany","9","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","West Germany","8","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1988","1-pers.-HH","West Germany","44","0.0373376236261078","0.0259779320977435","0.0486973151544721"
"Very high transfer dependency","1988","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","West Germany","18","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1988","Single parent ","West Germany","17","","",""
"Very high transfer dependency","1988","Single parent ","East Germany","","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","West Germany","41","0.0170886119037446","0.0116913710066137","0.0224858528008755"
"Very high transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","West Germany","14","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","West Germany","11","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1989","1-pers.-HH","West Germany","997","0.935999960461941","0.921314285300222","0.95068563562366"
"Very low transfer dependency","1989","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","West Germany","2168","0.966221058720263","0.958772793417748","0.973669324022779"
"Very low transfer dependency","1989","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1989","Single parent ","West Germany","414","0.859013179283239","0.827617761706076","0.890408596860403"
"Very low transfer dependency","1989","Single parent ","East Germany","","","",""
"Very low transfer dependency","1989","Couple + C. LE 16 ","West Germany","2003","0.940029486129191","0.929962824909246","0.950096147349136"
"Very low transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1989","Couple + C. GT 16 ","West Germany","2075","0.981319264307097","0.97558682908641","0.987051699527783"
"Very low transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1989","Couple + C. LE and GT 16","West Germany","907","0.939004038615842","0.924027968737807","0.953980108493878"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1989","1-pers.-HH","West Germany","14","","",""
"Low transfer dependency","1989","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1989","(Married) couple without C. ","West Germany","67","0.0253862742581651","0.0189012796858659","0.0318712688304642"
"Low transfer dependency","1989","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1989","Single parent ","West Germany","20","","",""
"Low transfer dependency","1989","Single parent ","East Germany","","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","West Germany","71","0.0285446984740915","0.0214844502346979","0.0356049467134851"
"Low transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","West Germany","39","0.0121121259344891","0.00748084611438111","0.016743405754597"
"Low transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","West Germany","47","0.0368226923693578","0.0250378309963122","0.0486075537424033"
"Low transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1989","1-pers.-HH","West Germany","14","","",""
"High transfer dependency","1989","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1989","(Married) couple without C. ","West Germany","9","","",""
"High transfer dependency","1989","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1989","Single parent ","West Germany","22","","",""
"High transfer dependency","1989","Single parent ","East Germany","","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","West Germany","20","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","West Germany","13","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","West Germany","18","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1989","1-pers.-HH","West Germany","42","0.0377605493726532","0.026323167737143","0.0491979310081634"
"Very high transfer dependency","1989","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","West Germany","16","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1989","Single parent ","West Germany","16","","",""
"Very high transfer dependency","1989","Single parent ","East Germany","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","West Germany","43","0.0175150706441024","0.0119532788723824","0.0230768624158225"
"Very high transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","West Germany","16","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","West Germany","9","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1990","1-pers.-HH","West Germany","977","0.957458524096507","0.945145222874248","0.969771825318766"
"Very low transfer dependency","1990","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","West Germany","2236","0.972385972616379","0.965700772578457","0.979071172654301"
"Very low transfer dependency","1990","(Married) couple without C. ","East Germany","","","",""
"Very low transfer dependency","1990","Single parent ","West Germany","402","0.858685459492794","0.826852306613474","0.890518612372113"
"Very low transfer dependency","1990","Single parent ","East Germany","","","",""
"Very low transfer dependency","1990","Couple + C. LE 16 ","West Germany","1966","0.952860242293775","0.94374782508229","0.96197265950526"
"Very low transfer dependency","1990","Couple + C. LE 16 ","East Germany","","","",""
"Very low transfer dependency","1990","Couple + C. GT 16 ","West Germany","1982","0.97285426502924","0.965838358554229","0.979870171504251"
"Very low transfer dependency","1990","Couple + C. GT 16 ","East Germany","","","",""
"Very low transfer dependency","1990","Couple + C. LE and GT 16","West Germany","822","0.931538315947646","0.914928464107355","0.948148167787937"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Low transfer dependency","1990","1-pers.-HH","West Germany","23","","",""
"Low transfer dependency","1990","1-pers.-HH","East Germany","","","",""
"Low transfer dependency","1990","(Married) couple without C. ","West Germany","30","0.0117955587557637","0.00739089410898222","0.0162002234025453"
"Low transfer dependency","1990","(Married) couple without C. ","East Germany","","","",""
"Low transfer dependency","1990","Single parent ","West Germany","30","0.0712306215420513","0.0477258255416294","0.0947354175424732"
"Low transfer dependency","1990","Single parent ","East Germany","","","",""
"Low transfer dependency","1990","Couple + C. LE 16 ","West Germany","68","0.0253031264948567","0.0185508969293979","0.0320553560603155"
"Low transfer dependency","1990","Couple + C. LE 16 ","East Germany","","","",""
"Low transfer dependency","1990","Couple + C. GT 16 ","West Germany","49","0.019906108242174","0.013875847138198","0.02593636934615"
"Low transfer dependency","1990","Couple + C. GT 16 ","East Germany","","","",""
"Low transfer dependency","1990","Couple + C. LE and GT 16","West Germany","35","0.0387189971975461","0.0260299550954027","0.0514080392996894"
"Low transfer dependency","1990","Couple + C. LE and GT 16","East Germany","","","",""
"High transfer dependency","1990","1-pers.-HH","West Germany","12","","",""
"High transfer dependency","1990","1-pers.-HH","East Germany","","","",""
"High transfer dependency","1990","(Married) couple without C. ","West Germany","17","","",""
"High transfer dependency","1990","(Married) couple without C. ","East Germany","","","",""
"High transfer dependency","1990","Single parent ","West Germany","16","","",""
"High transfer dependency","1990","Single parent ","East Germany","","","",""
"High transfer dependency","1990","Couple + C. LE 16 ","West Germany","16","","",""
"High transfer dependency","1990","Couple + C. LE 16 ","East Germany","","","",""
"High transfer dependency","1990","Couple + C. GT 16 ","West Germany","15","","",""
"High transfer dependency","1990","Couple + C. GT 16 ","East Germany","","","",""
"High transfer dependency","1990","Couple + C. LE and GT 16","West Germany","17","","",""
"High transfer dependency","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Very high transfer dependency","1990","1-pers.-HH","West Germany","20","","",""
"Very high transfer dependency","1990","1-pers.-HH","East Germany","","","",""
"Very high transfer dependency","1990","(Married) couple without C. ","West Germany","25","","",""
"Very high transfer dependency","1990","(Married) couple without C. ","East Germany","","","",""
"Very high transfer dependency","1990","Single parent ","West Germany","12","","",""
"Very high transfer dependency","1990","Single parent ","East Germany","","","",""
"Very high transfer dependency","1990","Couple + C. LE 16 ","West Germany","28","","",""
"Very high transfer dependency","1990","Couple + C. LE 16 ","East Germany","","","",""
"Very high transfer dependency","1990","Couple + C. GT 16 ","West Germany","15","","",""
"Very high transfer dependency","1990","Couple + C. GT 16 ","East Germany","","","",""
"Very high transfer dependency","1990","Couple + C. LE and GT 16","West Germany","14","","",""
"Very high transfer dependency","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Very low transfer dependency","1991","1-pers.-HH","West Germany","977","0.940724121098295","0.926400000041152","0.955048242155438"
"Very low transfer dependency","1991","1-pers.-HH","East Germany","","","",""
"Very low transfer dependency","1991","(Married) couple without C. ","West Germany","2249","0.973739360079875","0.967225377266939","0.980253342892812"
