"transab_cat2","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","Full Time","no migration background","36","0.0121327474639122","0.00828940960987114","0.0159760853179532"
"Low transfer dependency","1988","Full Time","direct migration background","26","","",""
"Low transfer dependency","1988","Full Time","indirect migration background","3","","",""
"Low transfer dependency","1988","Part Time","no migration background","52","0.0454954974185464","0.0342579928383901","0.0567330019987027"
"Low transfer dependency","1988","Part Time","direct migration background","40","0.0736534821307494","0.0499376421527071","0.0973693221087918"
"Low transfer dependency","1988","Part Time","indirect migration background","2","","",""
"Low transfer dependency","1988","Not Working","no migration background","69","0.0244740377634395","0.0185910576141388","0.0303570179127402"
"Low transfer dependency","1988","Not Working","direct migration background","70","0.059882056750849","0.0434507781983206","0.0763133353033774"
"Low transfer dependency","1988","Not Working","indirect migration background","5","","",""
"High transfer dependency","1988","Full Time","no migration background","4","","",""
"High transfer dependency","1988","Full Time","direct migration background","","","",""
"High transfer dependency","1988","Full Time","indirect migration background","1","","",""
"High transfer dependency","1988","Part Time","no migration background","18","","",""
"High transfer dependency","1988","Part Time","direct migration background","10","","",""
"High transfer dependency","1988","Part Time","indirect migration background","1","","",""
"High transfer dependency","1988","Not Working","no migration background","31","0.0114638730803018","0.00741077501703927","0.0155169711435643"
"High transfer dependency","1988","Not Working","direct migration background","18","","",""
"High transfer dependency","1988","Not Working","indirect migration background","2","","",""
"Very high transfer dependency","1988","Full Time","no migration background","1","","",""
"Very high transfer dependency","1988","Full Time","direct migration background","1","","",""
"Very high transfer dependency","1988","Full Time","indirect migration background","","","",""
"Very high transfer dependency","1988","Part Time","no migration background","12","","",""
"Very high transfer dependency","1988","Part Time","direct migration background","2","","",""
"Very high transfer dependency","1988","Part Time","indirect migration background","","","",""
"Very high transfer dependency","1988","Not Working","no migration background","78","0.0311721071487215","0.0245555578737791","0.0377886564236639"
"Very high transfer dependency","1988","Not Working","direct migration background","56","0.0723200105197015","0.0543825826506593","0.0902574383887438"
"Very high transfer dependency","1988","Not Working","indirect migration background","6","","",""
"Very low transfer dependency","1989","Full Time","no migration background","3035","0.987472651686831","0.98354279731036","0.991402506063303"
"Very low transfer dependency","1989","Full Time","direct migration background","1344","0.981056482059015","0.973845570898702","0.988267393219329"
"Very low transfer dependency","1989","Full Time","indirect migration background","95","0.986006842852624","0.962631389415831","1.00938229628942"
"Very low transfer dependency","1989","Part Time","no migration background","1157","0.928078279799875","0.913651643786762","0.942504915812988"
"Very low transfer dependency","1989","Part Time","direct migration background","360","0.895462685837918","0.866026369716848","0.924899001958988"
"Very low transfer dependency","1989","Part Time","indirect migration background","48","0.959119337113781","0.905299583233737","1.01293909099382"
"Very low transfer dependency","1989","Not Working","no migration background","2336","0.929873670491794","0.919895629080507","0.939851711903082"
"Very low transfer dependency","1989","Not Working","direct migration background","659","0.860532418286094","0.83652622211269","0.884538614459498"
"Very low transfer dependency","1989","Not Working","indirect migration background","96","0.857603509248002","0.791696875325753","0.923510143170252"
"Low transfer dependency","1989","Full Time","no migration background","36","0.0102062167626563","0.00665490256467741","0.0137575309606352"
"Low transfer dependency","1989","Full Time","direct migration background","24","","",""
"Low transfer dependency","1989","Full Time","indirect migration background","2","","",""
"Low transfer dependency","1989","Part Time","no migration background","46","0.039704813704343","0.0288012944616829","0.050608332947003"
"Low transfer dependency","1989","Part Time","direct migration background","42","0.0858923085689927","0.0589335516953631","0.112851065442622"
"Low transfer dependency","1989","Part Time","indirect migration background","3","","",""
"Low transfer dependency","1989","Not Working","no migration background","67","0.0219677041746996","0.016240248901387","0.0276951594480121"
"Low transfer dependency","1989","Not Working","direct migration background","63","0.0543437830031995","0.0386349228923483","0.0700526431140507"
"Low transfer dependency","1989","Not Working","indirect migration background","7","","",""
"High transfer dependency","1989","Full Time","no migration background","5","","",""
"High transfer dependency","1989","Full Time","direct migration background","5","","",""
"High transfer dependency","1989","Full Time","indirect migration background","","","",""
"High transfer dependency","1989","Part Time","no migration background","24","","",""
"High transfer dependency","1989","Part Time","direct migration background","10","","",""
"High transfer dependency","1989","Part Time","indirect migration background","","","",""
"High transfer dependency","1989","Not Working","no migration background","29","","",""
"High transfer dependency","1989","Not Working","direct migration background","27","","",""
"High transfer dependency","1989","Not Working","indirect migration background","2","","",""
"Very high transfer dependency","1989","Full Time","no migration background","1","","",""
"Very high transfer dependency","1989","Full Time","direct migration background","","","",""
"Very high transfer dependency","1989","Full Time","indirect migration background","","","",""
"Very high transfer dependency","1989","Part Time","no migration background","5","","",""
"Very high transfer dependency","1989","Part Time","direct migration background","3","","",""
"Very high transfer dependency","1989","Part Time","indirect migration background","1","","",""
"Very high transfer dependency","1989","Not Working","no migration background","84","0.0361665313504227","0.0288711633591849","0.0434618993416605"
"Very high transfer dependency","1989","Not Working","direct migration background","51","0.0602089318800045","0.0437254401145474","0.0766924236454616"
"Very high transfer dependency","1989","Not Working","indirect migration background","3","","",""
"Very low transfer dependency","1990","Full Time","no migration background","2969","0.990598892525443","0.987144507800063","0.994053277250823"
"Very low transfer dependency","1990","Full Time","direct migration background","1311","0.986451104152026","0.980247273845844","0.992654934458208"
"Very low transfer dependency","1990","Full Time","indirect migration background","93","0.96497118724307","0.928383740281965","1.00155863420417"
"Very low transfer dependency","1990","Part Time","no migration background","1167","0.933747610233667","0.919898305748904","0.94759691471843"
"Very low transfer dependency","1990","Part Time","direct migration background","359","0.879377468217317","0.847579640300102","0.911175296134532"
"Very low transfer dependency","1990","Part Time","indirect migration background","70","0.939993319297754","0.886945820204817","0.99304081839069"
"Very low transfer dependency","1990","Not Working","no migration background","2265","0.940250667211592","0.930785723269168","0.949715611154015"
"Very low transfer dependency","1990","Not Working","direct migration background","656","0.867569538432646","0.843933176081288","0.891205900784004"
"Very low transfer dependency","1990","Not Working","indirect migration background","112","0.961233349724111","0.926403576994461","0.996063122453761"
"Low transfer dependency","1990","Full Time","no migration background","26","","",""
"Low transfer dependency","1990","Full Time","direct migration background","16","","",""
"Low transfer dependency","1990","Full Time","indirect migration background","4","","",""
"Low transfer dependency","1990","Part Time","no migration background","41","0.0365257904761425","0.0260802168027198","0.0469713641495652"
"Low transfer dependency","1990","Part Time","direct migration background","31","0.077887131311263","0.0517221479046677","0.104052114717858"
"Low transfer dependency","1990","Part Time","indirect migration background","5","","",""
"Low transfer dependency","1990","Not Working","no migration background","68","0.0249198920614861","0.0186951276717793","0.0311446564511928"
"Low transfer dependency","1990","Not Working","direct migration background","52","0.0441897798940834","0.0298586213844101","0.0585209384037567"
"Low transfer dependency","1990","Not Working","indirect migration background","4","","",""
"High transfer dependency","1990","Full Time","no migration background","3","","",""
"High transfer dependency","1990","Full Time","direct migration background","6","","",""
"High transfer dependency","1990","Full Time","indirect migration background","","","",""
"High transfer dependency","1990","Part Time","no migration background","26","","",""
"High transfer dependency","1990","Part Time","direct migration background","10","","",""
"High transfer dependency","1990","Part Time","indirect migration background","","","",""
"High transfer dependency","1990","Not Working","no migration background","26","","",""
"High transfer dependency","1990","Not Working","direct migration background","28","","",""
"High transfer dependency","1990","Not Working","indirect migration background","","","",""
"Very high transfer dependency","1990","Full Time","no migration background","","","",""
"Very high transfer dependency","1990","Full Time","direct migration background","1","","",""
"Very high transfer dependency","1990","Full Time","indirect migration background","","","",""
"Very high transfer dependency","1990","Part Time","no migration background","5","","",""
"Very high transfer dependency","1990","Part Time","direct migration background","3","","",""
"Very high transfer dependency","1990","Part Time","indirect migration background","2","","",""
"Very high transfer dependency","1990","Not Working","no migration background","50","0.0234590696168634","0.0174149881636265","0.0295031510701004"
"Very high transfer dependency","1990","Not Working","direct migration background","54","0.059321489956325","0.0428489267767498","0.0757940531359002"
"Very high transfer dependency","1990","Not Working","indirect migration background","2","","",""
"Very low transfer dependency","1991","Full Time","no migration background","2937","0.98977133301324","0.986153290043603","0.993389375982876"
"Very low transfer dependency","1991","Full Time","direct migration background","1289","0.971878990405334","0.962970795302875","0.980787185507792"
"Very low transfer dependency","1991","Full Time","indirect migration background","128","0.972494218606868","0.944593420082251","1.00039501713148"
"Very low transfer dependency","1991","Part Time","no migration background","1187","0.940892114172345","0.9278500630412","0.953934165303491"
"Very low transfer dependency","1991","Part Time","direct migration background","379","0.937928797571698","0.914686560060777","0.96117103508262"
"Very low transfer dependency","1991","Part Time","indirect migration background","76","0.930828824971486","0.876239649677949","0.985418000265024"
"Very low transfer dependency","1991","Not Working","no migration background","2209","0.933266395204987","0.923208487985514","0.943324302424461"
"Very low transfer dependency","1991","Not Working","direct migration background","628","0.860790818777668","0.83608238764133","0.885499249914007"
"Very low transfer dependency","1991","Not Working","indirect migration background","117","0.874886831420583","0.818869406183644","0.930904256657522"
"Low transfer dependency","1991","Full Time","no migration background","30","0.00918742859848356","0.0057566751566467","0.0126181820403204"
"Low transfer dependency","1991","Full Time","direct migration background","32","0.0265064684469929","0.017850600176618","0.0351623367173679"
"Low transfer dependency","1991","Full Time","indirect migration background","4","","",""
"Low transfer dependency","1991","Part Time","no migration background","43","0.036478926153364","0.0261106894626291","0.0468471628440989"
"Low transfer dependency","1991","Part Time","direct migration background","26","","",""
"Low transfer dependency","1991","Part Time","indirect migration background","4","","",""
"Low transfer dependency","1991","Not Working","no migration background","73","0.0271289805503626","0.0205814597188527","0.0336765013818725"
"Low transfer dependency","1991","Not Working","direct migration background","60","0.0690617546928945","0.0509632931772011","0.0871602162085879"
"Low transfer dependency","1991","Not Working","indirect migration background","8","","",""
"High transfer dependency","1991","Full Time","no migration background","4","","",""
"High transfer dependency","1991","Full Time","direct migration background","2","","",""
"High transfer dependency","1991","Full Time","indirect migration background","","","",""
"High transfer dependency","1991","Part Time","no migration background","20","","",""
"High transfer dependency","1991","Part Time","direct migration background","8","","",""
"High transfer dependency","1991","Part Time","indirect migration background","1","","",""
"High transfer dependency","1991","Not Working","no migration background","32","0.0138457826521422","0.00913640312379773","0.0185551621804866"
"High transfer dependency","1991","Not Working","direct migration background","23","","",""
"High transfer dependency","1991","Not Working","indirect migration background","1","","",""
"Very high transfer dependency","1991","Full Time","no migration background","","","",""
"Very high transfer dependency","1991","Full Time","direct migration background","","","",""
"Very high transfer dependency","1991","Full Time","indirect migration background","","","",""
"Very high transfer dependency","1991","Part Time","no migration background","6","","",""
"Very high transfer dependency","1991","Part Time","direct migration background","1","","",""
"Very high transfer dependency","1991","Part Time","indirect migration background","2","","",""
"Very high transfer dependency","1991","Not Working","no migration background","51","0.025758841592508","0.0193743117804199","0.032143371404596"
"Very high transfer dependency","1991","Not Working","direct migration background","43","0.0434226627990024","0.0288754199843484","0.0579699056136565"
"Very high transfer dependency","1991","Not Working","indirect migration background","8","","",""
"Very low transfer dependency","1992","Full Time","no migration background","4893","0.974780847966732","0.970467159259276","0.979094536674188"
"Very low transfer dependency","1992","Full Time","direct migration background","1315","0.984097482183142","0.977409417535332","0.990785546830953"
"Very low transfer dependency","1992","Full Time","indirect migration background","157","0.955544375736293","0.924096239964967","0.986992511507619"
"Very low transfer dependency","1992","Part Time","no migration background","1767","0.905475627069288","0.892625046588238","0.918326207550337"
"Very low transfer dependency","1992","Part Time","direct migration background","378","0.942883680104713","0.92055653418506","0.965210826024365"
"Very low transfer dependency","1992","Part Time","indirect migration background","70","0.841808612969252","0.76468329547694","0.918933930461564"
"Very low transfer dependency","1992","Not Working","no migration background","2990","0.927483087238884","0.918632024519431","0.936334149958338"
"Very low transfer dependency","1992","Not Working","direct migration background","649","0.86499452103623","0.841269789562837","0.888719252509623"
"Very low transfer dependency","1992","Not Working","indirect migration background","140","0.919138091601416","0.87635736390131","0.961918819301521"
"Low transfer dependency","1992","Full Time","no migration background","162","0.02130658679815","0.0173336620209838","0.0252795115753161"
"Low transfer dependency","1992","Full Time","direct migration background","27","","",""
"Low transfer dependency","1992","Full Time","indirect migration background","3","","",""
"Low transfer dependency","1992","Part Time","no migration background","168","0.0670948899432017","0.0561054409043741","0.0780843389820293"
"Low transfer dependency","1992","Part Time","direct migration background","24","","",""
"Low transfer dependency","1992","Part Time","indirect migration background","10","","",""
"Low transfer dependency","1992","Not Working","no migration background","167","0.0284443067814981","0.0227707645373317","0.0341178490256646"
"Low transfer dependency","1992","Not Working","direct migration background","70","0.0587084171215521","0.0423880019105393","0.0750288323325649"
"Low transfer dependency","1992","Not Working","indirect migration background","11","","",""
"High transfer dependency","1992","Full Time","no migration background","15","","",""
"High transfer dependency","1992","Full Time","direct migration background","2","","",""
"High transfer dependency","1992","Full Time","indirect migration background","3","","",""
"High transfer dependency","1992","Part Time","no migration background","49","0.0232499110371244","0.0166305687597135","0.0298692533145353"
"High transfer dependency","1992","Part Time","direct migration background","10","","",""
"High transfer dependency","1992","Part Time","indirect migration background","1","","",""
"High transfer dependency","1992","Not Working","no migration background","63","0.0156593407036137","0.0114221089886835","0.0198965724185439"
"High transfer dependency","1992","Not Working","direct migration background","25","","",""
"High transfer dependency","1992","Not Working","indirect migration background","","","",""
"Very high transfer dependency","1992","Full Time","no migration background","5","","",""
"Very high transfer dependency","1992","Full Time","direct migration background","","","",""
"Very high transfer dependency","1992","Full Time","indirect migration background","2","","",""
"Very high transfer dependency","1992","Part Time","no migration background","7","","",""
"Very high transfer dependency","1992","Part Time","direct migration background","3","","",""
"Very high transfer dependency","1992","Part Time","indirect migration background","5","","",""
"Very high transfer dependency","1992","Not Working","no migration background","78","0.0284132652760037","0.0227427290830035","0.0340838014690039"
"Very high transfer dependency","1992","Not Working","direct migration background","53","0.0552656434056267","0.0394020562038932","0.0711292306073602"
"Very high transfer dependency","1992","Not Working","indirect migration background","5","","",""
"Very low transfer dependency","1993","Full Time","no migration background","4576","0.965894074456653","0.960769600402751","0.971018548510555"
"Very low transfer dependency","1993","Full Time","direct migration background","1221","0.985639154031283","0.979030509370361","0.992247798692205"
"Very low transfer dependency","1993","Full Time","indirect migration background","169","0.961292344766075","0.932954666586732","0.989630022945417"
"Very low transfer dependency","1993","Part Time","no migration background","1654","0.901811413306654","0.888413663850109","0.9152091627632"
"Very low transfer dependency","1993","Part Time","direct migration background","380","0.926187318420263","0.901181656647601","0.951192980192925"
"Very low transfer dependency","1993","Part Time","indirect migration background","112","0.887798073611478","0.832469389639593","0.943126757583363"
"Very low transfer dependency","1993","Not Working","no migration background","2982","0.90508553818774","0.895288243697265","0.914882832678215"
"Very low transfer dependency","1993","Not Working","direct migration background","654","0.862757522602332","0.839060475409948","0.886454569794717"
"Very low transfer dependency","1993","Not Working","indirect migration background","149","0.939280821938108","0.903060648548744","0.975500995327472"
"Low transfer dependency","1993","Full Time","no migration background","212","0.0291864889632332","0.0244339196358436","0.0339390582906227"
"Low transfer dependency","1993","Full Time","direct migration background","21","","",""
"Low transfer dependency","1993","Full Time","indirect migration background","7","","",""
"Low transfer dependency","1993","Part Time","no migration background","164","0.0615643291190246","0.0507422597559843","0.0723863984820649"
"Low transfer dependency","1993","Part Time","direct migration background","24","","",""
