"transab_cat2","year","e11103","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1987","Full Time","4814","0.984351066653717","0.980874901373768","0.987827231933666"
"Very low transfer dependency","1987","Part Time","1653","0.919280123819116","0.906720310241059","0.931839937397173"
"Very low transfer dependency","1987","Not Working","3413","0.920985958684293","0.912381753859938","0.929590163508648"
"Low transfer dependency","1987","Full Time","71","0.0128670720213181","0.00971053618371827","0.0160236078589179"
"Low transfer dependency","1987","Part Time","104","0.0534542000067186","0.0430829584801023","0.063825441533335"
"Low transfer dependency","1987","Not Working","167","0.0354188487798484","0.0295233751057937","0.041314322453903"
"High transfer dependency","1987","Full Time","10","","",""
"High transfer dependency","1987","Part Time","39","0.0204220625050028","0.0139007004394663","0.0269434245705394"
"High transfer dependency","1987","Not Working","64","0.0111556770444054","0.00780568306145266","0.0145056710273581"
"Very high transfer dependency","1987","Full Time","2","","",""
"Very high transfer dependency","1987","Part Time","11","","",""
"Very high transfer dependency","1987","Not Working","132","0.0324395154914533","0.0267887362718178","0.0380902947110887"
"Very low transfer dependency","1988","Full Time","4517","0.985730958441963","0.98229960336022","0.989162313523707"
"Very low transfer dependency","1988","Part Time","1700","0.928768205592859","0.91700612569399","0.940530285491729"
"Very low transfer dependency","1988","Not Working","3214","0.92565665390578","0.917026051557577","0.934287256253983"
"Low transfer dependency","1988","Full Time","65","0.0126330921010431","0.00940174822871912","0.0158644359733671"
"Low transfer dependency","1988","Part Time","94","0.0482220997769165","0.0384252966711326","0.0580189028827003"
"Low transfer dependency","1988","Not Working","144","0.0276264644723028","0.0222341611819328","0.0330187677626728"
"High transfer dependency","1988","Full Time","5","","",""
"High transfer dependency","1988","Part Time","29","","",""
"High transfer dependency","1988","Not Working","51","0.0118787914616092","0.00831439231637436","0.0154431906068441"
"Very high transfer dependency","1988","Full Time","2","","",""
"Very high transfer dependency","1988","Part Time","14","","",""
"Very high transfer dependency","1988","Not Working","140","0.0348380901603079","0.0288052426526033","0.0408709376680125"
"Very low transfer dependency","1989","Full Time","4474","0.986722292060488","0.983395354580609","0.990049229540366"
"Very low transfer dependency","1989","Part Time","1565","0.92491067572047","0.912379541093174","0.937441810347767"
"Very low transfer dependency","1989","Not Working","3091","0.922265663512338","0.913297248831279","0.931234078193397"
"Low transfer dependency","1989","Full Time","62","0.0109115298838768","0.00789195359262121","0.0139311061751323"
"Low transfer dependency","1989","Part Time","91","0.0446701842892519","0.0348473472358967","0.0544930213426072"
"Low transfer dependency","1989","Not Working","137","0.0260189557446179","0.0206868175508019","0.031351093938434"
"High transfer dependency","1989","Full Time","10","","",""
"High transfer dependency","1989","Part Time","34","0.0271486296105262","0.0194209589434674","0.034876300277585"
"High transfer dependency","1989","Not Working","58","0.0132968259199965","0.00946020874002375","0.0171334430999693"
"Very high transfer dependency","1989","Full Time","1","","",""
"Very high transfer dependency","1989","Part Time","9","","",""
"Very high transfer dependency","1989","Not Working","138","0.0384185548230476","0.0319806468797233","0.0448564627663719"
"Very low transfer dependency","1990","Full Time","4373","0.989924300574012","0.986983037671997","0.992865563476027"
"Very low transfer dependency","1990","Part Time","1596","0.928205835603797","0.916002547275678","0.940409123931916"
"Very low transfer dependency","1990","Not Working","3033","0.932784896722962","0.924263720572506","0.941306072873419"
"Low transfer dependency","1990","Full Time","46","0.00846568432754233","0.0057674469096629","0.0111639217454218"
"Low transfer dependency","1990","Part Time","77","0.0410163014208014","0.0316408105972605","0.0503917922443423"
"Low transfer dependency","1990","Not Working","124","0.0269978976622974","0.02148224108234","0.0325135542422547"
"High transfer dependency","1990","Full Time","9","","",""
"High transfer dependency","1990","Part Time","36","0.0245981443031249","0.0172757499591229","0.0319205386471269"
"High transfer dependency","1990","Not Working","54","0.0130979561075939","0.00922881877653773","0.0169670934386501"
"Very high transfer dependency","1990","Full Time","1","","",""
"Very high transfer dependency","1990","Part Time","10","","",""
"Very high transfer dependency","1990","Not Working","106","0.0271192495071463","0.0215915555024021","0.0326469435118906"
"Very low transfer dependency","1991","Full Time","4354","0.987214072212735","0.983904177504573","0.990523966920897"
"Very low transfer dependency","1991","Part Time","1642","0.940336229252881","0.929248207581949","0.951424250923813"
"Very low transfer dependency","1991","Not Working","2954","0.924746034971091","0.915680738914812","0.93381133102737"
"Low transfer dependency","1991","Full Time","66","0.0116774744830394","0.00851252926960887","0.0148424196964699"
"Low transfer dependency","1991","Part Time","73","0.0386037777809368","0.0295855076047914","0.0476220479570822"
"Low transfer dependency","1991","Not Working","141","0.032133661889806","0.026073365536432","0.0381939582431799"
"High transfer dependency","1991","Full Time","6","","",""
"High transfer dependency","1991","Part Time","29","","",""
"High transfer dependency","1991","Not Working","56","0.0150964470609443","0.0109061936754474","0.0192867004464411"
"Very high transfer dependency","1991","Full Time","","","",""
"Very high transfer dependency","1991","Part Time","9","","",""
"Very high transfer dependency","1991","Not Working","102","0.0280238560781584","0.0223523577391767","0.0336953544171401"
"Very low transfer dependency","1992","Full Time","6365","0.975678921115725","0.971958020593941","0.979399821637508"
"Very low transfer dependency","1992","Part Time","2215","0.908113619819718","0.89677213963951","0.919455099999925"
"Very low transfer dependency","1992","Not Working","3779","0.920906370673166","0.912793379016895","0.929019362329438"
"Low transfer dependency","1992","Full Time","192","0.0204549320704244","0.0170358115315585","0.0238740526092904"
"Low transfer dependency","1992","Part Time","202","0.0638627246196802","0.0542628057481326","0.0734626434912278"
"Low transfer dependency","1992","Not Working","248","0.0319488656647997","0.0266622296617843","0.0372355016678151"
"High transfer dependency","1992","Full Time","20","","",""
"High transfer dependency","1992","Part Time","60","0.0234371970702355","0.0174973262928465","0.0293770678476245"
"High transfer dependency","1992","Not Working","88","0.0159975723201419","0.0122259546255629","0.0197691900147208"
"Very high transfer dependency","1992","Full Time","7","","",""
"Very high transfer dependency","1992","Part Time","15","","",""
"Very high transfer dependency","1992","Not Working","136","0.0311471913418922","0.0259251430317789","0.0363692396520055"
"Very low transfer dependency","1993","Full Time","5966","0.968217956610297","0.963866209161547","0.972569704059048"
"Very low transfer dependency","1993","Part Time","2146","0.90433893876423","0.892668521325542","0.916009356202917"
"Very low transfer dependency","1993","Not Working","3785","0.901167706941693","0.892364620159679","0.909970793723707"
"Low transfer dependency","1993","Full Time","240","0.0272296213474394","0.0231921246626331","0.0312671180322458"
"Low transfer dependency","1993","Part Time","193","0.0595784294631467","0.0501864097772899","0.0689704491490034"
"Low transfer dependency","1993","Not Working","351","0.0469159240758674","0.0406784539129342","0.0531533942388006"
"High transfer dependency","1993","Full Time","31","0.0039624752370038","0.0024039733242683","0.0055209771497393"
"High transfer dependency","1993","Part Time","72","0.0279166475066408","0.0213802784986302","0.0344530165146514"
"High transfer dependency","1993","Not Working","109","0.0175881232557405","0.0137107350103076","0.0214655115011734"
"Very high transfer dependency","1993","Full Time","5","","",""
"Very high transfer dependency","1993","Part Time","29","","",""
"Very high transfer dependency","1993","Not Working","170","0.0343282457266991","0.028957639556314","0.0396988518970842"
"Very low transfer dependency","1994","Full Time","5710","0.96927510448253","0.96489646883401","0.97365374013105"
"Very low transfer dependency","1994","Part Time","2038","0.882930500634155","0.869920742352441","0.895940258915869"
"Very low transfer dependency","1994","Not Working","3881","0.893636812324344","0.88468652189086","0.902587102757828"
"Low transfer dependency","1994","Full Time","222","0.0256159953437743","0.0216074134274834","0.0296245772600653"
"Low transfer dependency","1994","Part Time","202","0.0691046961437417","0.0588413662726089","0.0793680260148746"
"Low transfer dependency","1994","Not Working","353","0.0447533373278893","0.0387508478340659","0.0507558268217127"
"High transfer dependency","1994","Full Time","29","","",""
"High transfer dependency","1994","Part Time","74","0.0308898900881494","0.0238885877742971","0.0378911924020017"
"High transfer dependency","1994","Not Working","126","0.0203773927736061","0.0162756857313178","0.0244790998158944"
"Very high transfer dependency","1994","Full Time","6","","",""
"Very high transfer dependency","1994","Part Time","32","0.017074913133954","0.0118325928816266","0.0223172333862813"
"Very high transfer dependency","1994","Not Working","198","0.0412324575741606","0.0354603129688988","0.0470046021794225"
"Very low transfer dependency","1995","Full Time","5666","0.970553866812301","0.966238376515356","0.974869357109246"
"Very low transfer dependency","1995","Part Time","2267","0.888501829761558","0.87640119967907","0.900602459844046"
"Very low transfer dependency","1995","Not Working","3998","0.874191084403517","0.864796549739","0.883585619068034"
"Low transfer dependency","1995","Full Time","198","0.0250625284549241","0.0210722150310668","0.0290528418787815"
"Low transfer dependency","1995","Part Time","220","0.0740082627974822","0.0639438460435685","0.0840726795513959"
"Low transfer dependency","1995","Not Working","349","0.0444540775445345","0.0386156222323609","0.0502925328567081"
"High transfer dependency","1995","Full Time","28","","",""
"High transfer dependency","1995","Part Time","75","0.0257567465860569","0.0196666503236496","0.0318468428484641"
"High transfer dependency","1995","Not Working","145","0.0229806524268321","0.0187359315587979","0.0272253732948663"
"Very high transfer dependency","1995","Full Time","3","","",""
"Very high transfer dependency","1995","Part Time","37","0.011733160854903","0.00759326348275552","0.0158730582270506"
"Very high transfer dependency","1995","Not Working","295","0.0583741856251168","0.0517326887490935","0.06501568250114"
"Very low transfer dependency","1996","Full Time","5479","0.967551922469707","0.962965344869438","0.972138500069976"
"Very low transfer dependency","1996","Part Time","2330","0.884273176900859","0.872155087650446","0.896391266151272"
"Very low transfer dependency","1996","Not Working","3742","0.858236821738691","0.848173356963906","0.868300286513475"
"Low transfer dependency","1996","Full Time","222","0.0291172553504525","0.0247649863599026","0.0334695243410024"
"Low transfer dependency","1996","Part Time","214","0.0708740501831852","0.0611531871002825","0.080594913266088"
"Low transfer dependency","1996","Not Working","400","0.0574965469055329","0.0507803318370664","0.0642127619739994"
"High transfer dependency","1996","Full Time","29","","",""
"High transfer dependency","1996","Part Time","104","0.036506580558577","0.0294020749759903","0.0436110861411637"
"High transfer dependency","1996","Not Working","173","0.0285706921162237","0.0237642001595438","0.0333771840729037"
"Very high transfer dependency","1996","Full Time","3","","",""
"Very high transfer dependency","1996","Part Time","29","","",""
"Very high transfer dependency","1996","Not Working","300","0.0556959392395525","0.0490794146163228","0.0623124638627821"
"Very low transfer dependency","1997","Full Time","5249","0.956249630945102","0.950877148829845","0.961622113060358"
"Very low transfer dependency","1997","Part Time","2117","0.845530264608596","0.831445163909721","0.859615365307471"
"Very low transfer dependency","1997","Not Working","3766","0.841227004786777","0.830779853419251","0.851674156154303"
"Low transfer dependency","1997","Full Time","273","0.0374861695808446","0.0324968939185005","0.0424754452431888"
"Low transfer dependency","1997","Part Time","273","0.100087028013224","0.0883903420724443","0.111783713954003"
"Low transfer dependency","1997","Not Working","445","0.0644838052067508","0.0574627247606045","0.0715048856528971"
"High transfer dependency","1997","Full Time","44","0.00599812614360767","0.00396997705469816","0.00802627523251718"
"High transfer dependency","1997","Part Time","90","0.0377624958416985","0.0303332426151708","0.0451917490682262"
"High transfer dependency","1997","Not Working","186","0.0319781291271738","0.0269486608161357","0.0370075974382119"
"Very high transfer dependency","1997","Full Time","2","","",""
"Very high transfer dependency","1997","Part Time","49","0.0166202115364819","0.0116376509438648","0.0216027721290989"
"Very high transfer dependency","1997","Not Working","304","0.0623110608792983","0.0554012695100059","0.0692208522485908"
"Very low transfer dependency","1998","Full Time","5658","0.958795817409211","0.953756444307593","0.963835190510828"
"Very low transfer dependency","1998","Part Time","2421","0.862695230799219","0.850046271218675","0.875344190379763"
"Very low transfer dependency","1998","Not Working","4362","0.846546131147406","0.836923181020251","0.856169081274562"
"Low transfer dependency","1998","Full Time","284","0.0367455049395849","0.0319755373451254","0.0415154725340445"
"Low transfer dependency","1998","Part Time","257","0.0824935903500456","0.0723825009278109","0.0926046797722803"
"Low transfer dependency","1998","Not Working","510","0.0642052399067839","0.0576608443623054","0.0707496354512624"
"High transfer dependency","1998","Full Time","31","0.00381617188956429","0.00225292884767493","0.00537941493145366"
"High transfer dependency","1998","Part Time","119","0.0404592946736646","0.0332178677864943","0.047700721560835"
"High transfer dependency","1998","Not Working","173","0.0242950223321975","0.0201843589831698","0.0284056856812252"
"Very high transfer dependency","1998","Full Time","3","","",""
"Very high transfer dependency","1998","Part Time","47","0.0143518841770705","0.00998070404768743","0.0187230643064536"
"Very high transfer dependency","1998","Not Working","344","0.0649536066136123","0.0583738138659526","0.0715333993612719"
"Very low transfer dependency","1999","Full Time","5492","0.959674256547402","0.954618901375765","0.964729611719039"
"Very low transfer dependency","1999","Part Time","2495","0.867139727988264","0.854815905677764","0.879463550298764"
"Very low transfer dependency","1999","Not Working","4062","0.863705140091669","0.854130663886272","0.873279616297066"
"Low transfer dependency","1999","Full Time","288","0.0362533918468375","0.031449930359731","0.0410568533339439"
"Low transfer dependency","1999","Part Time","263","0.0819904594341225","0.0720293301989348","0.0919515886693102"
"Low transfer dependency","1999","Not Working","427","0.0586145124194159","0.0520594193665735","0.0651696054722584"
"High transfer dependency","1999","Full Time","33","0.00345819070362634","0.00194960221112203","0.00496677919613064"
"High transfer dependency","1999","Part Time","121","0.0400111087965131","0.0328952599475817","0.0471269576454444"
"High transfer dependency","1999","Not Working","162","0.023121222448686","0.0189273205575444","0.0273151243398275"
"Very high transfer dependency","1999","Full Time","4","","",""
"Very high transfer dependency","1999","Part Time","35","0.0108587037811006","0.00709581417632141","0.0146215933858799"
"Very high transfer dependency","1999","Not Working","282","0.0545591250402289","0.0482212536949042","0.0608969963855536"
"Very low transfer dependency","2000","Full Time","9551","0.958705258615263","0.954814823219097","0.96259569401143"
"Very low transfer dependency","2000","Part Time","4333","0.868904194992496","0.85958455033412","0.878223839650873"
"Very low transfer dependency","2000","Not Working","7561","0.868300513297771","0.861312941218606","0.875288085376936"
"Low transfer dependency","2000","Full Time","443","0.0364316177026441","0.0327681802899085","0.0400950551153798"
"Low transfer dependency","2000","Part Time","442","0.0781521676091763","0.070740445242418","0.0855638899759347"
"Low transfer dependency","2000","Not Working","669","0.057137851666249","0.0523417841858398","0.0619339191466581"
"High transfer dependency","2000","Full Time","47","0.00422043636646585","0.00295287626493293","0.00548799646799876"
"High transfer dependency","2000","Part Time","173","0.0332525967239962","0.0283016494729796","0.0382035439750127"
"High transfer dependency","2000","Not Working","248","0.0216085433766849","0.0186040703957123","0.0246130163576574"
"Very high transfer dependency","2000","Full Time","7","","",""
"Very high transfer dependency","2000","Part Time","90","0.0196910406743309","0.015854543965504","0.0235275373831578"
"Very high transfer dependency","2000","Not Working","519","0.0529530916592953","0.0483257599085915","0.0575804234099991"
"Very low transfer dependency","2001","Full Time","8547","0.958608425512539","0.954501313247094","0.962715537777985"
"Very low transfer dependency","2001","Part Time","4083","0.85717910453061","0.847269476884192","0.867088732177028"
"Very low transfer dependency","2001","Not Working","6798","0.868525129403562","0.861151560947901","0.875898697859224"
"Low transfer dependency","2001","Full Time","430","0.0369897569468177","0.0330982646779625","0.0408812492156729"
"Low transfer dependency","2001","Part Time","432","0.0794356993211787","0.0717769016133158","0.0870944970290417"
"Low transfer dependency","2001","Not Working","603","0.0558242092352481","0.0508146113547492","0.060833807115747"
"High transfer dependency","2001","Full Time","50","0.00365731453935518","0.00241266952286274","0.00490195955584761"
"High transfer dependency","2001","Part Time","174","0.0391878884829879","0.033692216052342","0.0446835609136338"
"High transfer dependency","2001","Not Working","219","0.021109826749344","0.0179731160511215","0.0242465374475666"
"Very high transfer dependency","2001","Full Time","9","","",""
"Very high transfer dependency","2001","Part Time","100","0.0241973076652231","0.0198452944869525","0.0285493208434937"
"Very high transfer dependency","2001","Not Working","448","0.0545408346118454","0.0495857916521187","0.0594958775715721"
"Very low transfer dependency","2002","Full Time","9136","0.955340513353672","0.951196522037337","0.959484504670008"
"Very low transfer dependency","2002","Part Time","4523","0.847691243597225","0.837924057402202","0.857458429792249"
"Very low transfer dependency","2002","Not Working","7020","0.852999098646611","0.845352907960509","0.860645289332714"
"Low transfer dependency","2002","Full Time","360","0.0389927999577526","0.035109164949519","0.0428764349659862"
"Low transfer dependency","2002","Part Time","433","0.0917190712706473","0.0838734361891177","0.0995647063521768"
"Low transfer dependency","2002","Not Working","534","0.0565074236825229","0.0515216468313656","0.0614932005336803"
"High transfer dependency","2002","Full Time","39","0.00479174723801401","0.00340631014622543","0.00617718432980259"
"High transfer dependency","2002","Part Time","181","0.047494634623807","0.0417130861242806","0.0532761831233335"
"High transfer dependency","2002","Not Working","239","0.0309993642624529","0.0272569723642813","0.0347417561606245"
"Very high transfer dependency","2002","Full Time","9","","",""
"Very high transfer dependency","2002","Part Time","62","0.0130950505083202","0.0100049014078163","0.016185199608824"
"Very high transfer dependency","2002","Not Working","446","0.0594941134084126","0.0543863755848775","0.0646018512319477"
"Very low transfer dependency","2003","Full Time","8455","0.952516000358148","0.94809314748273","0.956938853233565"
"Very low transfer dependency","2003","Part Time","4323","0.829538104027869","0.819201517434356","0.839874690621382"
"Very low transfer dependency","2003","Not Working","6921","0.84991169860111","0.842160007944613","0.857663389257607"
"Low transfer dependency","2003","Full Time","372","0.0409445581805718","0.0368234628760983","0.0450656534850453"
"Low transfer dependency","2003","Part Time","475","0.0993730041431797","0.0911495928887383","0.107596415397621"
"Low transfer dependency","2003","Not Working","558","0.0584638238135112","0.0533717085874195","0.063555939039603"
"High transfer dependency","2003","Full Time","47","0.00567099163970009","0.00410932884064553","0.00723265443875465"
"High transfer dependency","2003","Part Time","179","0.0415800651335441","0.0360926752041296","0.0470674550629586"
"High transfer dependency","2003","Not Working","212","0.0237413265889422","0.0204370906379774","0.027045562539907"
"Very high transfer dependency","2003","Full Time","8","","",""
"Very high transfer dependency","2003","Part Time","107","0.0295088266954073","0.0248570689879807","0.034160584402834"
"Very high transfer dependency","2003","Not Working","464","0.0678831509964363","0.0624236583657672","0.0733426436271054"
"Very low transfer dependency","2004","Full Time","8010","0.949411428058216","0.94473257652053","0.954090279595901"
"Very low transfer dependency","2004","Part Time","4197","0.816089936811559","0.805319293226046","0.826860580397073"
"Very low transfer dependency","2004","Not Working","6909","0.848637991869893","0.84085931405207","0.856416669687716"
"Low transfer dependency","2004","Full Time","360","0.0418731499815043","0.0375968796772746","0.046149420285734"
"Low transfer dependency","2004","Part Time","474","0.106184102240621","0.0976191748832031","0.114749029598038"
"Low transfer dependency","2004","Not Working","554","0.0618797886219773","0.0566505342827497","0.067109042961205"
"High transfer dependency","2004","Full Time","43","0.00574436936940952","0.00413091742038794","0.0073578213184311"
"High transfer dependency","2004","Part Time","198","0.0489261014145802","0.0429289179657499","0.0549232848634105"
"High transfer dependency","2004","Not Working","199","0.0221329410420908","0.0189399655864723","0.0253259164977094"
"Very high transfer dependency","2004","Full Time","15","","",""
"Very high transfer dependency","2004","Part Time","101","0.0287998595332399","0.0241502182386829","0.0334495008277969"
"Very high transfer dependency","2004","Not Working","493","0.0673492784660388","0.0619097394358724","0.0727888174962052"
"Very low transfer dependency","2005","Full Time","7609","0.951187256909069","0.946467574284124","0.955906939534014"
"Very low transfer dependency","2005","Part Time","3986","0.799184953023826","0.787812679679423","0.810557226368229"
"Very low transfer dependency","2005","Not Working","6557","0.832554062843857","0.824296608672887","0.840811517014828"
"Low transfer dependency","2005","Full Time","341","0.039247810490221","0.0349945049172548","0.0435011160631873"
"Low transfer dependency","2005","Part Time","482","0.119770528602931","0.11055334049442","0.128987716711442"
"Low transfer dependency","2005","Not Working","565","0.0658424879607241","0.060357624581671","0.0713273513397772"
"High transfer dependency","2005","Full Time","48","0.00775323918754963","0.00583207442310371","0.00967440395199555"
"High transfer dependency","2005","Part Time","174","0.0423943389463625","0.0366746448622744","0.0481140330304505"
"High transfer dependency","2005","Not Working","248","0.0306305107557041","0.0268196381142668","0.0344413833971414"
"Very high transfer dependency","2005","Full Time","9","","",""
"Very high transfer dependency","2005","Part Time","125","0.0386501794268806","0.0331782309805813","0.0441221278731799"
"Very high transfer dependency","2005","Not Working","484","0.0709729384397145","0.065294051556992","0.076651825322437"
"Very low transfer dependency","2006","Full Time","7994","0.945875255902165","0.941040355782071","0.950710156022259"
"Very low transfer dependency","2006","Part Time","4122","0.789244288895835","0.777929415313094","0.800559162478575"
"Very low transfer dependency","2006","Not Working","7421","0.824747831456571","0.816817173486626","0.832678489426515"
"Low transfer dependency","2006","Full Time","352","0.0444564295033019","0.0400522482530122","0.0488606107535915"
"Low transfer dependency","2006","Part Time","470","0.107319414643332","0.0987324139401441","0.11590641534652"
"Low transfer dependency","2006","Not Working","532","0.0581987139051934","0.0533149657279286","0.0630824620824582"
"High transfer dependency","2006","Full Time","55","0.00770623312084807","0.00583764385555603","0.00957482238614011"
"High transfer dependency","2006","Part Time","229","0.0551944332703737","0.048859046009045","0.0615298205317025"
"High transfer dependency","2006","Not Working","274","0.0325136902272982","0.0288139394100184","0.0362134410445781"
"Very high transfer dependency","2006","Full Time","12","","",""
"Very high transfer dependency","2006","Part Time","170","0.0482418631904596","0.0422971673125705","0.0541865590683488"
"Very high transfer dependency","2006","Not Working","601","0.0845397644109377","0.0787365690936559","0.0903429597282195"
"Very low transfer dependency","2007","Full Time","7466","0.94713620771257","0.94218754311748","0.952084872307661"
"Very low transfer dependency","2007","Part Time","3906","0.79583753574921","0.78428410411785","0.807390967380571"
"Very low transfer dependency","2007","Not Working","7019","0.829758749394706","0.821672567069283","0.837844931720129"
"Low transfer dependency","2007","Full Time","318","0.0428536117474584","0.03837456556588","0.0473326579290367"
"Low transfer dependency","2007","Part Time","420","0.103611655255785","0.0948766484799154","0.112346662031654"
"Low transfer dependency","2007","Not Working","499","0.0579210704154682","0.0528953636687166","0.0629467771622198"
"High transfer dependency","2007","Full Time","60","0.00844305145802917","0.00641951426235536","0.010466588653703"
"High transfer dependency","2007","Part Time","200","0.0595530063338881","0.0527698809310132","0.0663361317367631"
"High transfer dependency","2007","Not Working","228","0.0302080588644848","0.0265256169632232","0.0338905007657463"
"Very high transfer dependency","2007","Full Time","10","","",""
"Very high transfer dependency","2007","Part Time","150","0.0409978026611168","0.0353144980832117","0.0466811072390219"
"Very high transfer dependency","2007","Not Working","553","0.0821121213253408","0.076205574352357","0.0880186682983245"
"Very low transfer dependency","2008","Full Time","7155","0.957951823686964","0.953401156484942","0.962502490888986"
"Very low transfer dependency","2008","Part Time","3688","0.803602360370616","0.791834460993372","0.81537025974786"
"Very low transfer dependency","2008","Not Working","6646","0.839057610832379","0.830853405445336","0.847261816219422"
"Low transfer dependency","2008","Full Time","265","0.0347259523572915","0.0305746720727151","0.0388772326418678"
"Low transfer dependency","2008","Part Time","372","0.0962686812443736","0.0875314789691328","0.105005883519614"
"Low transfer dependency","2008","Not Working","423","0.0587343729650298","0.0534849969858487","0.0639837489442109"
"High transfer dependency","2008","Full Time","41","0.00559612989745799","0.00390469628882665","0.00728756350608933"
"High transfer dependency","2008","Part Time","184","0.0640583614320606","0.0568052807324903","0.0713114421316309"
"High transfer dependency","2008","Not Working","169","0.0230292881600639","0.0196805095210917","0.0263780667990361"
"Very high transfer dependency","2008","Full Time","11","","",""
"Very high transfer dependency","2008","Part Time","134","0.0360705969529498","0.0305471588540961","0.0415940350518036"
"Very high transfer dependency","2008","Not Working","469","0.0791787280425272","0.0731503935258421","0.0852070625592123"
"Very low transfer dependency","2009","Full Time","6723","0.958056484540081","0.953359153564385","0.962753815515777"
"Very low transfer dependency","2009","Part Time","3563","0.821775086755425","0.810214823223308","0.833335350287542"
"Very low transfer dependency","2009","Not Working","6167","0.846497677201187","0.838097548802288","0.854897805600085"
"Low transfer dependency","2009","Full Time","228","0.0344567575690006","0.0301826420235092","0.038730873114492"
"Low transfer dependency","2009","Part Time","365","0.0983122732354232","0.0893185609230415","0.107305985547805"
"Low transfer dependency","2009","Not Working","409","0.0658442074156683","0.0600647907491681","0.0716236240821686"
"High transfer dependency","2009","Full Time","33","0.00595524775686431","0.0041523293354441","0.00775816617828453"
"High transfer dependency","2009","Part Time","166","0.0423397986973765","0.0362572281155168","0.0484223692792362"
"High transfer dependency","2009","Not Working","140","0.0228105778982376","0.0193314284381027","0.0262897273583725"
"Very high transfer dependency","2009","Full Time","12","","",""
"Very high transfer dependency","2009","Part Time","116","0.0375728413117753","0.0318286618853901","0.0433170207381606"
"Very high transfer dependency","2009","Not Working","358","0.0648475374849073","0.0591089696648779","0.0705861053049366"
"Very low transfer dependency","2010","Full Time","8426","0.958213685350716","0.954122377257828","0.962304993443604"
"Very low transfer dependency","2010","Part Time","4788","0.807951786110755","0.798193052249545","0.817710519971965"
"Very low transfer dependency","2010","Not Working","6543","0.832056187658053","0.824208839897688","0.839903535418417"
"Low transfer dependency","2010","Full Time","628","0.0333881637235899","0.0297150338279465","0.0370612936192332"
"Low transfer dependency","2010","Part Time","779","0.0959495191090055","0.088653039766907","0.103245998451104"
"Low transfer dependency","2010","Not Working","796","0.065657477564295","0.0604579998375623","0.0708569552910277"
