"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1999","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1999","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1999","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","1999","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1999","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","1999","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1999","lower secondary degree","(1b) general elementary school","47","0.0267531707830465","0.0187278667769965","0.0347784747890964"
"Very high transfer dependency","1999","lower secondary degree","(1c) basic vocational qualification","88","0.028065885006924","0.0227944651445364","0.0333373048693115"
"Very high transfer dependency","1999","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1999","lower secondary degree","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1999","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1999","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1999","lower secondary degree","(3a) lower tertiary education","3","","",""
"Very high transfer dependency","1999","lower secondary degree","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1999","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","1999","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1999","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","1999","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1999","secondary school degree","(2b) intermediate general qualification","15","","",""
"Very high transfer dependency","1999","secondary school degree","(2a) intermediate vocational","47","0.0189391873688556","0.0138902764295503","0.0239880983081609"
"Very high transfer dependency","1999","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1999","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1999","secondary school degree","(3a) lower tertiary education","6","","",""
"Very high transfer dependency","1999","secondary school degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1999","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","1999","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","1999","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","1999","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1999","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1999","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1999","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"Very high transfer dependency","1999","college entrance qualification","(2c_voc) vocational maturity certificate","8","","",""
"Very high transfer dependency","1999","college entrance qualification","(3a) lower tertiary education","6","","",""
"Very high transfer dependency","1999","college entrance qualification","(3b) higher tertiary education","5","","",""
"Very high transfer dependency","1999","Other degree","(0) in school","","","",""
"Very high transfer dependency","1999","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1999","Other degree","(1b) general elementary school","15","","",""
"Very high transfer dependency","1999","Other degree","(1c) basic vocational qualification","10","","",""
"Very high transfer dependency","1999","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1999","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1999","Other degree","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1999","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","1999","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1999","Other degree","(3b) higher tertiary education","5","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(0) in school","10","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(1a) inadequately completed","20","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1999","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very low transfer dependency","2000","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","2000","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2000","lower secondary degree","(1b) general elementary school","2068","0.909341959821877","0.897698596470283","0.92098532317347"
"Very low transfer dependency","2000","lower secondary degree","(1c) basic vocational qualification","6628","0.921460032650916","0.915285439161276","0.927634626140556"
"Very low transfer dependency","2000","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Very low transfer dependency","2000","lower secondary degree","(2a) intermediate vocational","29","","",""
"Very low transfer dependency","2000","lower secondary degree","(2c_gen) general maturity certificate","10","","",""
"Very low transfer dependency","2000","lower secondary degree","(2c_voc) vocational maturity certificate","26","","",""
"Very low transfer dependency","2000","lower secondary degree","(3a) lower tertiary education","146","0.934300251136561","0.895910686476252","0.97268981579687"
"Very low transfer dependency","2000","lower secondary degree","(3b) higher tertiary education","43","0.932598327478658","0.860146085656269","1.00505056930105"
"Very low transfer dependency","2000","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","2000","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2000","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","2000","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2000","secondary school degree","(2b) intermediate general qualification","610","0.846199223716814","0.819939227282954","0.872459220150675"
"Very low transfer dependency","2000","secondary school degree","(2a) intermediate vocational","4839","0.899427261651066","0.891467088238728","0.907387435063405"
"Very low transfer dependency","2000","secondary school degree","(2c_gen) general maturity certificate","5","","",""
"Very low transfer dependency","2000","secondary school degree","(2c_voc) vocational maturity certificate","40","0.886739915415389","0.796138343653041","0.977341487177736"
"Very low transfer dependency","2000","secondary school degree","(3a) lower tertiary education","513","0.906975597123763","0.883171795449622","0.930779398797904"
"Very low transfer dependency","2000","secondary school degree","(3b) higher tertiary education","92","0.892548485630535","0.832741535269103","0.952355435991966"
"Very low transfer dependency","2000","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","2000","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","2000","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","2000","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2000","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2000","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2000","college entrance qualification","(2c_gen) general maturity certificate","645","0.896741425256122","0.874757468388987","0.918725382123256"
"Very low transfer dependency","2000","college entrance qualification","(2c_voc) vocational maturity certificate","1184","0.93371022803756","0.920032793767618","0.947387662307501"
"Very low transfer dependency","2000","college entrance qualification","(3a) lower tertiary education","890","0.959370831661148","0.946716054355784","0.972025608966512"
"Very low transfer dependency","2000","college entrance qualification","(3b) higher tertiary education","1700","0.952387499600509","0.942528191775432","0.962246807425585"
"Very low transfer dependency","2000","Other degree","(0) in school","","","",""
"Very low transfer dependency","2000","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2000","Other degree","(1b) general elementary school","419","0.786660220412137","0.751684046543874","0.821636394280399"
"Very low transfer dependency","2000","Other degree","(1c) basic vocational qualification","399","0.772301937737215","0.735907397904915","0.808696477569515"
"Very low transfer dependency","2000","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2000","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2000","Other degree","(2c_gen) general maturity certificate","50","0.690159977544658","0.582597063395676","0.797722891693641"
"Very low transfer dependency","2000","Other degree","(2c_voc) vocational maturity certificate","160","0.775323975128844","0.717624742818687","0.833023207439"
"Very low transfer dependency","2000","Other degree","(3a) lower tertiary education","22","","",""
"Very low transfer dependency","2000","Other degree","(3b) higher tertiary education","148","0.78194635715638","0.722604412729132","0.841288301583628"
"Very low transfer dependency","2000","no degree/no degree yet","(0) in school","419","0.857720677023078","0.826946296011645","0.888495058034512"
"Very low transfer dependency","2000","no degree/no degree yet","(1a) inadequately completed","315","0.775157576973621","0.735183798053829","0.815131355893413"
"Very low transfer dependency","2000","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","2000","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Low transfer dependency","2000","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","2000","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2000","lower secondary degree","(1b) general elementary school","139","0.0473520192144363","0.0387391639520097","0.0559648744768628"
"Low transfer dependency","2000","lower secondary degree","(1c) basic vocational qualification","372","0.0428229312998168","0.0381760765257779","0.0474697860738556"
"Low transfer dependency","2000","lower secondary degree","(2b) intermediate general qualification","2","","",""
"Low transfer dependency","2000","lower secondary degree","(2a) intermediate vocational","3","","",""
"Low transfer dependency","2000","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"Low transfer dependency","2000","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","2000","lower secondary degree","(3a) lower tertiary education","8","","",""
"Low transfer dependency","2000","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","2000","secondary school degree","(0) in school","","","",""
"Low transfer dependency","2000","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2000","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","2000","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2000","secondary school degree","(2b) intermediate general qualification","69","0.097420004602628","0.0758353048233881","0.119004704381868"
"Low transfer dependency","2000","secondary school degree","(2a) intermediate vocational","448","0.0635606105632054","0.0571035741620603","0.0700176469643505"
"Low transfer dependency","2000","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","2000","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","2000","secondary school degree","(3a) lower tertiary education","34","0.0443773251319658","0.0275011563448256","0.061253493919106"
"Low transfer dependency","2000","secondary school degree","(3b) higher tertiary education","9","","",""
"Low transfer dependency","2000","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","2000","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","2000","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","2000","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2000","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2000","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","2000","college entrance qualification","(2c_gen) general maturity certificate","40","0.0462255024861487","0.0310559469180183","0.0613950580542791"
"Low transfer dependency","2000","college entrance qualification","(2c_voc) vocational maturity certificate","53","0.036196261291826","0.0259278920680904","0.0464646305155617"
"Low transfer dependency","2000","college entrance qualification","(3a) lower tertiary education","34","0.0275025007563708","0.0170198136032143","0.0379851879095273"
"Low transfer dependency","2000","college entrance qualification","(3b) higher tertiary education","70","0.0335682144853306","0.0252289295744262","0.041907499396235"
"Low transfer dependency","2000","Other degree","(0) in school","","","",""
"Low transfer dependency","2000","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2000","Other degree","(1b) general elementary school","53","0.0915248032395041","0.0669058987930452","0.116143707685963"
"Low transfer dependency","2000","Other degree","(1c) basic vocational qualification","59","0.105790151514662","0.0790966622387053","0.132483640790619"
"Low transfer dependency","2000","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2000","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","2000","Other degree","(2c_gen) general maturity certificate","12","","",""
"Low transfer dependency","2000","Other degree","(2c_voc) vocational maturity certificate","25","","",""
"Low transfer dependency","2000","Other degree","(3a) lower tertiary education","3","","",""
"Low transfer dependency","2000","Other degree","(3b) higher tertiary education","12","","",""
"Low transfer dependency","2000","no degree/no degree yet","(0) in school","45","0.0786254396439473","0.0549146977231555","0.102336181564739"
"Low transfer dependency","2000","no degree/no degree yet","(1a) inadequately completed","42","0.0934210847543168","0.0655556168749241","0.121286552633709"
"Low transfer dependency","2000","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","2000","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","2000","lower secondary degree","(0) in school","","","",""
"High transfer dependency","2000","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","2000","lower secondary degree","(1b) general elementary school","46","0.0147852888595474","0.00989097267145644","0.0196796050476384"
"High transfer dependency","2000","lower secondary degree","(1c) basic vocational qualification","114","0.0124436810407248","0.00989931182475552","0.0149880502566941"
"High transfer dependency","2000","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2000","lower secondary degree","(2a) intermediate vocational","2","","",""
"High transfer dependency","2000","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","2000","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","2000","lower secondary degree","(3a) lower tertiary education","5","","",""
"High transfer dependency","2000","lower secondary degree","(3b) higher tertiary education","2","","",""
"High transfer dependency","2000","secondary school degree","(0) in school","","","",""
"High transfer dependency","2000","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","2000","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","2000","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","2000","secondary school degree","(2b) intermediate general qualification","23","","",""
"High transfer dependency","2000","secondary school degree","(2a) intermediate vocational","104","0.018731840483384","0.0151435842594636","0.0223200967073044"
"High transfer dependency","2000","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2000","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","2000","secondary school degree","(3a) lower tertiary education","14","","",""
"High transfer dependency","2000","secondary school degree","(3b) higher tertiary education","1","","",""
"High transfer dependency","2000","college entrance qualification","(0) in school","","","",""
"High transfer dependency","2000","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","2000","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","2000","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","2000","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","2000","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","2000","college entrance qualification","(2c_gen) general maturity certificate","29","","",""
"High transfer dependency","2000","college entrance qualification","(2c_voc) vocational maturity certificate","18","","",""
"High transfer dependency","2000","college entrance qualification","(3a) lower tertiary education","5","","",""
"High transfer dependency","2000","college entrance qualification","(3b) higher tertiary education","9","","",""
"High transfer dependency","2000","Other degree","(0) in school","","","",""
"High transfer dependency","2000","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","2000","Other degree","(1b) general elementary school","21","","",""
"High transfer dependency","2000","Other degree","(1c) basic vocational qualification","15","","",""
"High transfer dependency","2000","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2000","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","2000","Other degree","(2c_gen) general maturity certificate","3","","",""
"High transfer dependency","2000","Other degree","(2c_voc) vocational maturity certificate","10","","",""
"High transfer dependency","2000","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","2000","Other degree","(3b) higher tertiary education","3","","",""
"High transfer dependency","2000","no degree/no degree yet","(0) in school","14","","",""
"High transfer dependency","2000","no degree/no degree yet","(1a) inadequately completed","24","","",""
"High transfer dependency","2000","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","2000","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","2000","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","2000","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","2000","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2000","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2000","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","2000","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2000","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","2000","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2000","lower secondary degree","(1b) general elementary school","83","0.0285207321041396","0.0217706543595033","0.0352708098487759"
"Very high transfer dependency","2000","lower secondary degree","(1c) basic vocational qualification","178","0.0232733550085423","0.0198128396917611","0.0267338703253236"
"Very high transfer dependency","2000","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2000","lower secondary degree","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","2000","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2000","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","2000","lower secondary degree","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2000","lower secondary degree","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","2000","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","2000","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2000","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","2000","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2000","secondary school degree","(2b) intermediate general qualification","23","","",""
"Very high transfer dependency","2000","secondary school degree","(2a) intermediate vocational","93","0.0182802873023442","0.0147347289911636","0.0218258456135248"
"Very high transfer dependency","2000","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2000","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","2000","secondary school degree","(3a) lower tertiary education","11","","",""
"Very high transfer dependency","2000","secondary school degree","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","2000","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","2000","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","2000","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","2000","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2000","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2000","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2000","college entrance qualification","(2c_gen) general maturity certificate","22","","",""
"Very high transfer dependency","2000","college entrance qualification","(2c_voc) vocational maturity certificate","16","","",""
"Very high transfer dependency","2000","college entrance qualification","(3a) lower tertiary education","6","","",""
"Very high transfer dependency","2000","college entrance qualification","(3b) higher tertiary education","13","","",""
"Very high transfer dependency","2000","Other degree","(0) in school","","","",""
"Very high transfer dependency","2000","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2000","Other degree","(1b) general elementary school","34","0.0712458186831071","0.0492837692336812","0.093207868132533"
"Very high transfer dependency","2000","Other degree","(1c) basic vocational qualification","37","0.0906926584561645","0.065769423139801","0.115615893772528"
"Very high transfer dependency","2000","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2000","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2000","Other degree","(2c_gen) general maturity certificate","6","","",""
"Very high transfer dependency","2000","Other degree","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","2000","Other degree","(3a) lower tertiary education","3","","",""
"Very high transfer dependency","2000","Other degree","(3b) higher tertiary education","23","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(0) in school","17","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(1a) inadequately completed","38","0.0882687538365711","0.0611057373868112","0.115431770286331"
"Very high transfer dependency","2000","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very low transfer dependency","2001","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","2001","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2001","lower secondary degree","(1b) general elementary school","1768","0.901526365906731","0.888471460007603","0.91458127180586"
"Very low transfer dependency","2001","lower secondary degree","(1c) basic vocational qualification","5846","0.918581732763348","0.911916997310215","0.925246468216482"
"Very low transfer dependency","2001","lower secondary degree","(2b) intermediate general qualification","2","","",""
"Very low transfer dependency","2001","lower secondary degree","(2a) intermediate vocational","19","","",""
"Very low transfer dependency","2001","lower secondary degree","(2c_gen) general maturity certificate","8","","",""
"Very low transfer dependency","2001","lower secondary degree","(2c_voc) vocational maturity certificate","25","","",""
"Very low transfer dependency","2001","lower secondary degree","(3a) lower tertiary education","134","0.940171578572081","0.901568546189782","0.978774610954381"
"Very low transfer dependency","2001","lower secondary degree","(3b) higher tertiary education","44","1","1","1"
"Very low transfer dependency","2001","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","2001","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2001","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","2001","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2001","secondary school degree","(2b) intermediate general qualification","533","0.831242184180368","0.802493363864275","0.859991004496461"
"Very low transfer dependency","2001","secondary school degree","(2a) intermediate vocational","4448","0.896332250200622","0.887940678828297","0.904723821572947"
"Very low transfer dependency","2001","secondary school degree","(2c_gen) general maturity certificate","5","","",""
"Very low transfer dependency","2001","secondary school degree","(2c_voc) vocational maturity certificate","38","0.921067764810241","0.840476707130465","1.00165882249002"
"Very low transfer dependency","2001","secondary school degree","(3a) lower tertiary education","476","0.930451025417951","0.908690941577417","0.952211109258485"
"Very low transfer dependency","2001","secondary school degree","(3b) higher tertiary education","90","0.93340156292547","0.884534709929843","0.982268415921096"
"Very low transfer dependency","2001","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","2001","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","2001","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","2001","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2001","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2001","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2001","college entrance qualification","(2c_gen) general maturity certificate","595","0.856672293709345","0.830564661867958","0.882779925550733"
"Very low transfer dependency","2001","college entrance qualification","(2c_voc) vocational maturity certificate","1104","0.942458212054418","0.929232625627985","0.955683798480852"
"Very low transfer dependency","2001","college entrance qualification","(3a) lower tertiary education","854","0.969607490671764","0.958367256826986","0.980847724516541"
"Very low transfer dependency","2001","college entrance qualification","(3b) higher tertiary education","1582","0.959657721425813","0.950172443573098","0.969142999278527"
"Very low transfer dependency","2001","Other degree","(0) in school","","","",""
"Very low transfer dependency","2001","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2001","Other degree","(1b) general elementary school","374","0.789683941740643","0.752957369999279","0.826410513482007"
"Very low transfer dependency","2001","Other degree","(1c) basic vocational qualification","355","0.776170891993066","0.737531410732329","0.814810373253804"
"Very low transfer dependency","2001","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2001","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2001","Other degree","(2c_gen) general maturity certificate","53","0.712362521957556","0.607071295573292","0.81765374834182"
"Very low transfer dependency","2001","Other degree","(2c_voc) vocational maturity certificate","142","0.771476818492663","0.710307255920173","0.832646381065152"
"Very low transfer dependency","2001","Other degree","(3a) lower tertiary education","20","","",""
"Very low transfer dependency","2001","Other degree","(3b) higher tertiary education","127","0.726481422537532","0.658465312538184","0.794497532536879"
"Very low transfer dependency","2001","no degree/no degree yet","(0) in school","469","0.874394924381172","0.846520520725061","0.902269328037282"
"Very low transfer dependency","2001","no degree/no degree yet","(1a) inadequately completed","236","0.738306044102609","0.690145857622927","0.786466230582291"
"Very low transfer dependency","2001","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","2001","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Low transfer dependency","2001","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","2001","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2001","lower secondary degree","(1b) general elementary school","120","0.0473070755554842","0.0380053383121033","0.0566088127988652"
"Low transfer dependency","2001","lower secondary degree","(1c) basic vocational qualification","339","0.0415609566030673","0.0366970178072435","0.0464248953988911"
"Low transfer dependency","2001","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","2001","lower secondary degree","(2a) intermediate vocational","5","","",""
"Low transfer dependency","2001","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"Low transfer dependency","2001","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Low transfer dependency","2001","lower secondary degree","(3a) lower tertiary education","8","","",""
"Low transfer dependency","2001","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","2001","secondary school degree","(0) in school","","","",""
"Low transfer dependency","2001","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2001","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","2001","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2001","secondary school degree","(2b) intermediate general qualification","73","0.101085846185538","0.0779476990764496","0.124223993294627"
"Low transfer dependency","2001","secondary school degree","(2a) intermediate vocational","410","0.0634125998933101","0.0567037375535758","0.0701214622330443"
"Low transfer dependency","2001","secondary school degree","(2c_gen) general maturity certificate","1","","",""
