"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1984","Saxony","no migration background","","","",""
"Very low transfer dependency","1984","Saxony","direct migration background","","","",""
"Very low transfer dependency","1984","Saxony","indirect migration background","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","no migration background","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","direct migration background","","","",""
"Very low transfer dependency","1984","Saxony-Anhalt","indirect migration background","","","",""
"Very low transfer dependency","1984","Thuringia","no migration background","","","",""
"Very low transfer dependency","1984","Thuringia","direct migration background","","","",""
"Very low transfer dependency","1984","Thuringia","indirect migration background","","","",""
"Low transfer dependency","1984","Schleswig-Holstein","no migration background","15","","",""
"Low transfer dependency","1984","Schleswig-Holstein","direct migration background","1","","",""
"Low transfer dependency","1984","Schleswig-Holstein","indirect migration background","1","","",""
"Low transfer dependency","1984","Hamburg","no migration background","4","","",""
"Low transfer dependency","1984","Hamburg","direct migration background","3","","",""
"Low transfer dependency","1984","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1984","Lower Saxony","no migration background","56","0.0523608695629866","0.0387241133607974","0.0659976257651758"
"Low transfer dependency","1984","Lower Saxony","direct migration background","25","","",""
"Low transfer dependency","1984","Lower Saxony","indirect migration background","1","","",""
"Low transfer dependency","1984","Bremen","no migration background","11","","",""
"Low transfer dependency","1984","Bremen","direct migration background","7","","",""
"Low transfer dependency","1984","Bremen","indirect migration background","","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","no migration background","72","0.0316863845095378","0.0244599066779709","0.0389128623411047"
"Low transfer dependency","1984","North Rhine-Westphalia","direct migration background","77","0.0700054404637766","0.0537200436610956","0.0862908372664576"
"Low transfer dependency","1984","North Rhine-Westphalia","indirect migration background","2","","",""
"Low transfer dependency","1984","Hesse","no migration background","15","","",""
"Low transfer dependency","1984","Hesse","direct migration background","34","0.057441678684192","0.0363830858671769","0.0785002715012071"
"Low transfer dependency","1984","Hesse","indirect migration background","1","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","no migration background","14","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Low transfer dependency","1984","Baden-Württemberg","no migration background","30","0.0184005641939179","0.0112128168232513","0.0255883115645846"
"Low transfer dependency","1984","Baden-Württemberg","direct migration background","55","0.0439947389169498","0.0305135646084667","0.057475913225433"
"Low transfer dependency","1984","Baden-Württemberg","indirect migration background","","","",""
"Low transfer dependency","1984","Bavaria","no migration background","45","0.0255969017194173","0.0178705655313121","0.0333232379075224"
"Low transfer dependency","1984","Bavaria","direct migration background","21","","",""
"Low transfer dependency","1984","Bavaria","indirect migration background","2","","",""
"Low transfer dependency","1984","Berlin","no migration background","7","","",""
"Low transfer dependency","1984","Berlin","direct migration background","","","",""
"Low transfer dependency","1984","Berlin","indirect migration background","","","",""
"Low transfer dependency","1984","Brandenburg","no migration background","","","",""
"Low transfer dependency","1984","Brandenburg","direct migration background","","","",""
"Low transfer dependency","1984","Brandenburg","indirect migration background","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Low transfer dependency","1984","Saxony","no migration background","","","",""
"Low transfer dependency","1984","Saxony","direct migration background","","","",""
"Low transfer dependency","1984","Saxony","indirect migration background","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","no migration background","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","direct migration background","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","indirect migration background","","","",""
"Low transfer dependency","1984","Thuringia","no migration background","","","",""
"Low transfer dependency","1984","Thuringia","direct migration background","","","",""
"Low transfer dependency","1984","Thuringia","indirect migration background","","","",""
"High transfer dependency","1984","Schleswig-Holstein","no migration background","","","",""
"High transfer dependency","1984","Schleswig-Holstein","direct migration background","2","","",""
"High transfer dependency","1984","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","1984","Hamburg","no migration background","1","","",""
"High transfer dependency","1984","Hamburg","direct migration background","2","","",""
"High transfer dependency","1984","Hamburg","indirect migration background","","","",""
"High transfer dependency","1984","Lower Saxony","no migration background","10","","",""
"High transfer dependency","1984","Lower Saxony","direct migration background","4","","",""
"High transfer dependency","1984","Lower Saxony","indirect migration background","","","",""
"High transfer dependency","1984","Bremen","no migration background","2","","",""
"High transfer dependency","1984","Bremen","direct migration background","1","","",""
"High transfer dependency","1984","Bremen","indirect migration background","","","",""
"High transfer dependency","1984","North Rhine-Westphalia","no migration background","26","","",""
"High transfer dependency","1984","North Rhine-Westphalia","direct migration background","29","","",""
"High transfer dependency","1984","North Rhine-Westphalia","indirect migration background","","","",""
"High transfer dependency","1984","Hesse","no migration background","7","","",""
"High transfer dependency","1984","Hesse","direct migration background","14","","",""
"High transfer dependency","1984","Hesse","indirect migration background","","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","no migration background","5","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"High transfer dependency","1984","Baden-Württemberg","no migration background","6","","",""
"High transfer dependency","1984","Baden-Württemberg","direct migration background","8","","",""
"High transfer dependency","1984","Baden-Württemberg","indirect migration background","","","",""
"High transfer dependency","1984","Bavaria","no migration background","11","","",""
"High transfer dependency","1984","Bavaria","direct migration background","2","","",""
"High transfer dependency","1984","Bavaria","indirect migration background","","","",""
"High transfer dependency","1984","Berlin","no migration background","2","","",""
"High transfer dependency","1984","Berlin","direct migration background","1","","",""
"High transfer dependency","1984","Berlin","indirect migration background","","","",""
"High transfer dependency","1984","Brandenburg","no migration background","","","",""
"High transfer dependency","1984","Brandenburg","direct migration background","","","",""
"High transfer dependency","1984","Brandenburg","indirect migration background","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","1984","Saxony","no migration background","","","",""
"High transfer dependency","1984","Saxony","direct migration background","","","",""
"High transfer dependency","1984","Saxony","indirect migration background","","","",""
"High transfer dependency","1984","Saxony-Anhalt","no migration background","","","",""
"High transfer dependency","1984","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","1984","Saxony-Anhalt","indirect migration background","","","",""
"High transfer dependency","1984","Thuringia","no migration background","","","",""
"High transfer dependency","1984","Thuringia","direct migration background","","","",""
"High transfer dependency","1984","Thuringia","indirect migration background","","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","no migration background","7","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","direct migration background","3","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","indirect migration background","1","","",""
"Very high transfer dependency","1984","Hamburg","no migration background","4","","",""
"Very high transfer dependency","1984","Hamburg","direct migration background","5","","",""
"Very high transfer dependency","1984","Hamburg","indirect migration background","","","",""
"Very high transfer dependency","1984","Lower Saxony","no migration background","20","","",""
"Very high transfer dependency","1984","Lower Saxony","direct migration background","16","","",""
"Very high transfer dependency","1984","Lower Saxony","indirect migration background","2","","",""
"Very high transfer dependency","1984","Bremen","no migration background","3","","",""
"Very high transfer dependency","1984","Bremen","direct migration background","1","","",""
"Very high transfer dependency","1984","Bremen","indirect migration background","","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","no migration background","56","0.0264336568002352","0.0198153985327587","0.0330519150677118"
"Very high transfer dependency","1984","North Rhine-Westphalia","direct migration background","28","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","indirect migration background","","","",""
"Very high transfer dependency","1984","Hesse","no migration background","5","","",""
"Very high transfer dependency","1984","Hesse","direct migration background","14","","",""
"Very high transfer dependency","1984","Hesse","indirect migration background","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","no migration background","7","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very high transfer dependency","1984","Baden-Württemberg","no migration background","7","","",""
"Very high transfer dependency","1984","Baden-Württemberg","direct migration background","8","","",""
"Very high transfer dependency","1984","Baden-Württemberg","indirect migration background","","","",""
"Very high transfer dependency","1984","Bavaria","no migration background","17","","",""
"Very high transfer dependency","1984","Bavaria","direct migration background","4","","",""
"Very high transfer dependency","1984","Bavaria","indirect migration background","","","",""
"Very high transfer dependency","1984","Berlin","no migration background","3","","",""
"Very high transfer dependency","1984","Berlin","direct migration background","3","","",""
"Very high transfer dependency","1984","Berlin","indirect migration background","","","",""
"Very high transfer dependency","1984","Brandenburg","no migration background","","","",""
"Very high transfer dependency","1984","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","1984","Brandenburg","indirect migration background","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very high transfer dependency","1984","Saxony","no migration background","","","",""
"Very high transfer dependency","1984","Saxony","direct migration background","","","",""
"Very high transfer dependency","1984","Saxony","indirect migration background","","","",""
"Very high transfer dependency","1984","Saxony-Anhalt","no migration background","","","",""
"Very high transfer dependency","1984","Saxony-Anhalt","direct migration background","","","",""
"Very high transfer dependency","1984","Saxony-Anhalt","indirect migration background","","","",""
"Very high transfer dependency","1984","Thuringia","no migration background","","","",""
"Very high transfer dependency","1984","Thuringia","direct migration background","","","",""
"Very high transfer dependency","1984","Thuringia","indirect migration background","","","",""
"Very low transfer dependency","1985","Schleswig-Holstein","no migration background","294","0.955639460034002","0.932719561370673","0.978559358697331"
"Very low transfer dependency","1985","Schleswig-Holstein","direct migration background","33","0.760984346146514","0.627134825045063","0.894833867247964"
"Very low transfer dependency","1985","Schleswig-Holstein","indirect migration background","1","","",""
"Very low transfer dependency","1985","Hamburg","no migration background","192","0.922908223490531","0.886745741306858","0.959070705674204"
"Very low transfer dependency","1985","Hamburg","direct migration background","57","0.835717475590986","0.748916521919426","0.922518429262546"
"Very low transfer dependency","1985","Hamburg","indirect migration background","2","","",""
"Very low transfer dependency","1985","Lower Saxony","no migration background","870","0.922086000760277","0.90498759746156","0.939184404058994"
"Very low transfer dependency","1985","Lower Saxony","direct migration background","123","0.875717512083581","0.822922918863064","0.928512105304098"
"Very low transfer dependency","1985","Lower Saxony","indirect migration background","8","","",""
"Very low transfer dependency","1985","Bremen","no migration background","74","0.841662320588003","0.766242079433485","0.917082561742522"
"Very low transfer dependency","1985","Bremen","direct migration background","12","","",""
"Very low transfer dependency","1985","Bremen","indirect migration background","","","",""
"Very low transfer dependency","1985","North Rhine-Westphalia","no migration background","1997","0.944045726742059","0.934253005222854","0.953838448261264"
"Very low transfer dependency","1985","North Rhine-Westphalia","direct migration background","701","0.879168572988226","0.856540636025046","0.901796509951406"
"Very low transfer dependency","1985","North Rhine-Westphalia","indirect migration background","37","0.923131451290603","0.844421821910555","1.00184108067065"
"Very low transfer dependency","1985","Hesse","no migration background","673","0.96457184843387","0.950897045601172","0.978246651266569"
"Very low transfer dependency","1985","Hesse","direct migration background","383","0.895276835025373","0.866062774896103","0.924490895154643"
"Very low transfer dependency","1985","Hesse","indirect migration background","10","","",""
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","no migration background","605","0.955870526956992","0.939883512478387","0.971857541435598"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","direct migration background","128","0.977613809653643","0.952085209813774","1.00314240949351"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Very low transfer dependency","1985","Baden-Württemberg","no migration background","1199","0.979136509124293","0.971129460009434","0.987143558239152"
"Very low transfer dependency","1985","Baden-Württemberg","direct migration background","750","0.956128299041172","0.941900363800739","0.970356234281604"
"Very low transfer dependency","1985","Baden-Württemberg","indirect migration background","33","0.974244741381153","0.921000134455811","1.0274893483065"
"Very low transfer dependency","1985","Bavaria","no migration background","1422","0.957067621088609","0.946761328324899","0.96737391385232"
"Very low transfer dependency","1985","Bavaria","direct migration background","381","0.949746588170775","0.928147348521906","0.971345827819645"
"Very low transfer dependency","1985","Bavaria","indirect migration background","31","1","1","1"
"Very low transfer dependency","1985","Berlin","no migration background","249","0.955231022632568","0.930190681469376","0.98027136379576"
"Very low transfer dependency","1985","Berlin","direct migration background","88","0.900391853520913","0.842273779598489","0.958509927443338"
"Very low transfer dependency","1985","Berlin","indirect migration background","3","","",""
"Very low transfer dependency","1985","Brandenburg","no migration background","","","",""
"Very low transfer dependency","1985","Brandenburg","direct migration background","","","",""
"Very low transfer dependency","1985","Brandenburg","indirect migration background","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very low transfer dependency","1985","Saxony","no migration background","","","",""
"Very low transfer dependency","1985","Saxony","direct migration background","","","",""
"Very low transfer dependency","1985","Saxony","indirect migration background","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","no migration background","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","direct migration background","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","indirect migration background","","","",""
"Very low transfer dependency","1985","Thuringia","no migration background","","","",""
"Very low transfer dependency","1985","Thuringia","direct migration background","","","",""
"Very low transfer dependency","1985","Thuringia","indirect migration background","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","no migration background","8","","",""
"Low transfer dependency","1985","Schleswig-Holstein","direct migration background","3","","",""
"Low transfer dependency","1985","Schleswig-Holstein","indirect migration background","","","",""
"Low transfer dependency","1985","Hamburg","no migration background","7","","",""
"Low transfer dependency","1985","Hamburg","direct migration background","7","","",""
"Low transfer dependency","1985","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1985","Lower Saxony","no migration background","43","0.042218670460571","0.0293910071161339","0.055046333805008"
"Low transfer dependency","1985","Lower Saxony","direct migration background","18","","",""
"Low transfer dependency","1985","Lower Saxony","indirect migration background","","","",""
"Low transfer dependency","1985","Bremen","no migration background","13","","",""
"Low transfer dependency","1985","Bremen","direct migration background","10","","",""
"Low transfer dependency","1985","Bremen","indirect migration background","","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","no migration background","45","0.0204160697489088","0.0143905133505221","0.0264416261472956"
"Low transfer dependency","1985","North Rhine-Westphalia","direct migration background","48","0.0477886548550743","0.0329788952425133","0.0625984144676352"
"Low transfer dependency","1985","North Rhine-Westphalia","indirect migration background","5","","",""
"Low transfer dependency","1985","Hesse","no migration background","15","","",""
"Low transfer dependency","1985","Hesse","direct migration background","21","","",""
"Low transfer dependency","1985","Hesse","indirect migration background","","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","no migration background","14","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Low transfer dependency","1985","Baden-Württemberg","no migration background","12","","",""
"Low transfer dependency","1985","Baden-Württemberg","direct migration background","27","","",""
"Low transfer dependency","1985","Baden-Württemberg","indirect migration background","1","","",""
"Low transfer dependency","1985","Bavaria","no migration background","35","0.0212743743964175","0.0139377283879043","0.0286110204049306"
"Low transfer dependency","1985","Bavaria","direct migration background","3","","",""
"Low transfer dependency","1985","Bavaria","indirect migration background","","","",""
"Low transfer dependency","1985","Berlin","no migration background","6","","",""
"Low transfer dependency","1985","Berlin","direct migration background","14","","",""
"Low transfer dependency","1985","Berlin","indirect migration background","1","","",""
"Low transfer dependency","1985","Brandenburg","no migration background","","","",""
"Low transfer dependency","1985","Brandenburg","direct migration background","","","",""
"Low transfer dependency","1985","Brandenburg","indirect migration background","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Low transfer dependency","1985","Saxony","no migration background","","","",""
"Low transfer dependency","1985","Saxony","direct migration background","","","",""
"Low transfer dependency","1985","Saxony","indirect migration background","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","no migration background","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","direct migration background","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","indirect migration background","","","",""
"Low transfer dependency","1985","Thuringia","no migration background","","","",""
"Low transfer dependency","1985","Thuringia","direct migration background","","","",""
"Low transfer dependency","1985","Thuringia","indirect migration background","","","",""
"High transfer dependency","1985","Schleswig-Holstein","no migration background","1","","",""
"High transfer dependency","1985","Schleswig-Holstein","direct migration background","1","","",""
"High transfer dependency","1985","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","1985","Hamburg","no migration background","5","","",""
"High transfer dependency","1985","Hamburg","direct migration background","5","","",""
"High transfer dependency","1985","Hamburg","indirect migration background","","","",""
"High transfer dependency","1985","Lower Saxony","no migration background","9","","",""
"High transfer dependency","1985","Lower Saxony","direct migration background","","","",""
"High transfer dependency","1985","Lower Saxony","indirect migration background","","","",""
"High transfer dependency","1985","Bremen","no migration background","2","","",""
"High transfer dependency","1985","Bremen","direct migration background","2","","",""
"High transfer dependency","1985","Bremen","indirect migration background","","","",""
"High transfer dependency","1985","North Rhine-Westphalia","no migration background","22","","",""
"High transfer dependency","1985","North Rhine-Westphalia","direct migration background","24","","",""
"High transfer dependency","1985","North Rhine-Westphalia","indirect migration background","2","","",""
"High transfer dependency","1985","Hesse","no migration background","6","","",""
"High transfer dependency","1985","Hesse","direct migration background","9","","",""
"High transfer dependency","1985","Hesse","indirect migration background","","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","no migration background","7","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"High transfer dependency","1985","Baden-Württemberg","no migration background","5","","",""
"High transfer dependency","1985","Baden-Württemberg","direct migration background","13","","",""
"High transfer dependency","1985","Baden-Württemberg","indirect migration background","","","",""
"High transfer dependency","1985","Bavaria","no migration background","12","","",""
"High transfer dependency","1985","Bavaria","direct migration background","4","","",""
"High transfer dependency","1985","Bavaria","indirect migration background","","","",""
"High transfer dependency","1985","Berlin","no migration background","4","","",""
"High transfer dependency","1985","Berlin","direct migration background","","","",""
"High transfer dependency","1985","Berlin","indirect migration background","","","",""
"High transfer dependency","1985","Brandenburg","no migration background","","","",""
"High transfer dependency","1985","Brandenburg","direct migration background","","","",""
"High transfer dependency","1985","Brandenburg","indirect migration background","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","1985","Saxony","no migration background","","","",""
"High transfer dependency","1985","Saxony","direct migration background","","","",""
"High transfer dependency","1985","Saxony","indirect migration background","","","",""
"High transfer dependency","1985","Saxony-Anhalt","no migration background","","","",""
"High transfer dependency","1985","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","1985","Saxony-Anhalt","indirect migration background","","","",""
"High transfer dependency","1985","Thuringia","no migration background","","","",""
"High transfer dependency","1985","Thuringia","direct migration background","","","",""
"High transfer dependency","1985","Thuringia","indirect migration background","","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","no migration background","7","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","direct migration background","2","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","indirect migration background","","","",""
"Very high transfer dependency","1985","Hamburg","no migration background","5","","",""
"Very high transfer dependency","1985","Hamburg","direct migration background","1","","",""
"Very high transfer dependency","1985","Hamburg","indirect migration background","","","",""
"Very high transfer dependency","1985","Lower Saxony","no migration background","22","","",""
"Very high transfer dependency","1985","Lower Saxony","direct migration background","9","","",""
"Very high transfer dependency","1985","Lower Saxony","indirect migration background","","","",""
"Very high transfer dependency","1985","Bremen","no migration background","1","","",""
"Very high transfer dependency","1985","Bremen","direct migration background","2","","",""
"Very high transfer dependency","1985","Bremen","indirect migration background","","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","no migration background","52","0.0248057990773999","0.0181788684362554","0.0314327297185444"
"Very high transfer dependency","1985","North Rhine-Westphalia","direct migration background","24","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","indirect migration background","","","",""
"Very high transfer dependency","1985","Hesse","no migration background","8","","",""
"Very high transfer dependency","1985","Hesse","direct migration background","9","","",""
"Very high transfer dependency","1985","Hesse","indirect migration background","1","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","no migration background","8","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very high transfer dependency","1985","Baden-Württemberg","no migration background","8","","",""
"Very high transfer dependency","1985","Baden-Württemberg","direct migration background","6","","",""
"Very high transfer dependency","1985","Baden-Württemberg","indirect migration background","","","",""
"Very high transfer dependency","1985","Bavaria","no migration background","17","","",""
"Very high transfer dependency","1985","Bavaria","direct migration background","5","","",""
"Very high transfer dependency","1985","Bavaria","indirect migration background","","","",""
"Very high transfer dependency","1985","Berlin","no migration background","3","","",""
"Very high transfer dependency","1985","Berlin","direct migration background","","","",""
"Very high transfer dependency","1985","Berlin","indirect migration background","","","",""
"Very high transfer dependency","1985","Brandenburg","no migration background","","","",""
"Very high transfer dependency","1985","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","1985","Brandenburg","indirect migration background","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very high transfer dependency","1985","Saxony","no migration background","","","",""
"Very high transfer dependency","1985","Saxony","direct migration background","","","",""
"Very high transfer dependency","1985","Saxony","indirect migration background","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","no migration background","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","direct migration background","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","indirect migration background","","","",""
"Very high transfer dependency","1985","Thuringia","no migration background","","","",""
"Very high transfer dependency","1985","Thuringia","direct migration background","","","",""
"Very high transfer dependency","1985","Thuringia","indirect migration background","","","",""
"Very low transfer dependency","1986","Schleswig-Holstein","no migration background","264","0.935813754328172","0.907309832385695","0.96431767627065"
"Very low transfer dependency","1986","Schleswig-Holstein","direct migration background","34","0.854145809897486","0.740416424709418","0.967875195085553"
"Very low transfer dependency","1986","Schleswig-Holstein","indirect migration background","1","","",""
"Very low transfer dependency","1986","Hamburg","no migration background","178","0.966147452404104","0.940016420227022","0.992278484581186"
"Very low transfer dependency","1986","Hamburg","direct migration background","57","0.8106003789439","0.718811085869366","0.902389672018433"
"Very low transfer dependency","1986","Hamburg","indirect migration background","2","","",""
"Very low transfer dependency","1986","Lower Saxony","no migration background","870","0.934068049208235","0.918092880794865","0.950043217621606"
"Very low transfer dependency","1986","Lower Saxony","direct migration background","149","0.88953911370442","0.842693314357865","0.936384913050975"
"Very low transfer dependency","1986","Lower Saxony","indirect migration background","10","","",""
"Very low transfer dependency","1986","Bremen","no migration background","79","0.910569149304052","0.849904069234798","0.971234229373305"
"Very low transfer dependency","1986","Bremen","direct migration background","14","","",""
"Very low transfer dependency","1986","Bremen","indirect migration background","","","",""
"Very low transfer dependency","1986","North Rhine-Westphalia","no migration background","1917","0.939954464607508","0.929630027453591","0.950278901761425"
"Very low transfer dependency","1986","North Rhine-Westphalia","direct migration background","693","0.882791598624154","0.860100897896926","0.905482299351381"
"Very low transfer dependency","1986","North Rhine-Westphalia","indirect migration background","43","0.970850513705307","0.922236574860658","1.01946445254995"
