"transab_cat2","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","Rural Area","Male","30","0.0257661211545402","0.0158918265263514","0.0356404157827289"
"Low transfer dependency","1988","Urban Area","Female","120","0.0252240808380641","0.0203738167373971","0.0300743449387311"
"Low transfer dependency","1988","Urban Area","Male","114","0.021625662398506","0.0170837660807404","0.0261675587162715"
"Very high transfer dependency","1988","Rural Area","Female","19","","",""
"Very high transfer dependency","1988","Rural Area","Male","15","","",""
"Very high transfer dependency","1988","Urban Area","Female","73","0.01755895103748","0.0134963156211523","0.0216215864538077"
"Very high transfer dependency","1988","Urban Area","Male","49","0.0126644179637457","0.00917281388650276","0.0161560220409887"
"Very low transfer dependency","1988","Rural Area","Female","963","0.935927926929005","0.920980227737624","0.950875626120386"
"Very low transfer dependency","1988","Rural Area","Male","933","0.947150101263519","0.933206292111181","0.961093910415856"
"Very low transfer dependency","1988","Urban Area","Female","3786","0.94849922434904","0.941662773571281","0.9553356751268"
"Very low transfer dependency","1988","Urban Area","Male","3749","0.960024934716031","0.953907972083168","0.966141897348893"
"High transfer dependency","1989","Rural Area","Female","12","","",""
"High transfer dependency","1989","Rural Area","Male","6","","",""
"High transfer dependency","1989","Urban Area","Female","46","0.0114843474969097","0.00815867376421914","0.0148100212296003"
"High transfer dependency","1989","Urban Area","Male","38","0.00896350716924805","0.00597350970840322","0.0119535046300929"
"Low transfer dependency","1989","Rural Area","Female","26","","",""
"Low transfer dependency","1989","Rural Area","Male","23","","",""
"Low transfer dependency","1989","Urban Area","Female","124","0.0241226362650691","0.0193336376791135","0.0289116348510248"
"Low transfer dependency","1989","Urban Area","Male","117","0.0220859032760274","0.0174236598283932","0.0267481467236615"
"Very high transfer dependency","1989","Rural Area","Female","18","","",""
"Very high transfer dependency","1989","Rural Area","Male","19","","",""
"Very high transfer dependency","1989","Urban Area","Female","66","0.0191356706232007","0.0148594410121087","0.0234119002342928"
"Very high transfer dependency","1989","Urban Area","Male","45","0.0106085483305353","0.00735843078974858","0.0138586658713221"
"Very low transfer dependency","1989","Rural Area","Female","909","0.940606685518386","0.9256939523901","0.955519418646671"
"Very low transfer dependency","1989","Rural Area","Male","897","0.949617027606432","0.935671070464329","0.963562984748536"
"Very low transfer dependency","1989","Urban Area","Female","3707","0.94525734561482","0.938157111663329","0.952357579566312"
"Very low transfer dependency","1989","Urban Area","Male","3617","0.958342041224189","0.952003398490437","0.964680683957941"
"High transfer dependency","1990","Rural Area","Female","10","","",""
"High transfer dependency","1990","Rural Area","Male","3","","",""
"High transfer dependency","1990","Urban Area","Female","44","0.00947536147150157","0.00640398336375647","0.0125467395792467"
"High transfer dependency","1990","Urban Area","Male","42","0.0111414358764611","0.00777342768872846","0.0145094440641937"
"Low transfer dependency","1990","Rural Area","Female","32","0.0336209693773123","0.0223067486375736","0.0449351901170509"
"Low transfer dependency","1990","Rural Area","Male","25","","",""
"Low transfer dependency","1990","Urban Area","Female","97","0.0199154509295773","0.0154862070563922","0.0243446948027624"
"Low transfer dependency","1990","Urban Area","Male","93","0.0182169193002425","0.0139257000393496","0.0225081385611354"
"Very high transfer dependency","1990","Rural Area","Female","10","","",""
"Very high transfer dependency","1990","Rural Area","Male","10","","",""
"Very high transfer dependency","1990","Urban Area","Female","50","0.0130501528228696","0.00945217824475245","0.0166481274009868"
"Very high transfer dependency","1990","Urban Area","Male","47","0.0119984945620998","0.00850485860175316","0.0154921305224465"
"Very low transfer dependency","1990","Rural Area","Female","923","0.941599886724627","0.926880631808597","0.956319141640657"
"Very low transfer dependency","1990","Rural Area","Male","899","0.960986954894055","0.94858923081255","0.973384678975561"
"Very low transfer dependency","1990","Urban Area","Female","3631","0.957559034776052","0.951167897366281","0.963950172185822"
"Very low transfer dependency","1990","Urban Area","Male","3549","0.958643150261197","0.952254079792677","0.965032220729716"
"High transfer dependency","1991","Rural Area","Female","15","","",""
"High transfer dependency","1991","Rural Area","Male","6","","",""
"High transfer dependency","1991","Urban Area","Female","39","0.00961147606724862","0.00651183402281146","0.0127111181116858"
"High transfer dependency","1991","Urban Area","Male","31","0.00598966108384822","0.00349869966538378","0.00848062250231265"
"Low transfer dependency","1991","Rural Area","Female","28","","",""
"Low transfer dependency","1991","Rural Area","Male","28","","",""
"Low transfer dependency","1991","Urban Area","Female","119","0.0263569265154319","0.0212675923071129","0.031446260723751"
"Low transfer dependency","1991","Urban Area","Male","105","0.0233467498946182","0.0184719831375035","0.028221516651733"
"Very high transfer dependency","1991","Rural Area","Female","16","","",""
"Very high transfer dependency","1991","Rural Area","Male","11","","",""
"Very high transfer dependency","1991","Urban Area","Female","42","0.0110396032778315","0.00772004817076355","0.0143591583848995"
"Very high transfer dependency","1991","Urban Area","Male","42","0.0131314597006867","0.00945646615660976","0.0168064532447637"
"Very low transfer dependency","1991","Rural Area","Female","926","0.94097410677087","0.926256401687861","0.955691811853878"
"Very low transfer dependency","1991","Rural Area","Male","910","0.961266099033663","0.949028003550245","0.973504194517081"
"Very low transfer dependency","1991","Urban Area","Female","3606","0.952991994139488","0.946267738137421","0.959716250141554"
"Very low transfer dependency","1991","Urban Area","Male","3508","0.957532129320847","0.951022183916942","0.964042074724752"
"High transfer dependency","1992","Rural Area","Female","32","0.015251789518732","0.0102323716593963","0.0202712073780678"
"High transfer dependency","1992","Rural Area","Male","28","","",""
"High transfer dependency","1992","Urban Area","Female","61","0.0111263851637121","0.00806880200894953","0.0141839683184746"
"High transfer dependency","1992","Urban Area","Male","45","0.00970389585641359","0.00676257523110647","0.0126452164817207"
"Low transfer dependency","1992","Rural Area","Female","153","0.0456527736050516","0.0371037376885614","0.0542018095215419"
"Low transfer dependency","1992","Rural Area","Male","154","0.0539245609424896","0.0443369437900942","0.063512178094885"
"Low transfer dependency","1992","Urban Area","Female","172","0.0251570947540628","0.020592224923589","0.0297219645845366"
"Low transfer dependency","1992","Urban Area","Male","155","0.0241025094752474","0.0195007914710928","0.0287042274794019"
"Very high transfer dependency","1992","Rural Area","Female","28","","",""
"Very high transfer dependency","1992","Rural Area","Male","18","","",""
"Very high transfer dependency","1992","Urban Area","Female","62","0.0144128067202495","0.0109386240898376","0.0178869893506615"
"Very high transfer dependency","1992","Urban Area","Male","50","0.0126103448043634","0.00926227474753335","0.0159584148611935"
"Very low transfer dependency","1992","Rural Area","Female","2077","0.923801592792579","0.912935018592297","0.934668166992861"
"Very low transfer dependency","1992","Rural Area","Male","1932","0.924301866592577","0.91307382555694","0.935529907628215"
"Very low transfer dependency","1992","Urban Area","Female","4226","0.949303713361976","0.942908993818311","0.95569843290564"
"Very low transfer dependency","1992","Urban Area","Male","4017","0.953583249863976","0.947270720060432","0.959895779667519"
"High transfer dependency","1993","Rural Area","Female","44","0.0177162026151133","0.0122858736392053","0.0231465315910213"
"High transfer dependency","1993","Rural Area","Male","41","0.0186404642066144","0.0128585163557147","0.0244224120575141"
"High transfer dependency","1993","Urban Area","Female","64","0.011076303274748","0.00800954947404194","0.0141430570754541"
"High transfer dependency","1993","Urban Area","Male","63","0.0120581508801444","0.00877829020038331","0.0153380115599056"
"Low transfer dependency","1993","Rural Area","Female","207","0.0619551991467392","0.052031513469967","0.0718788848235113"
"Low transfer dependency","1993","Rural Area","Male","190","0.0654436373964633","0.0548713685292035","0.0760159062637231"
"Low transfer dependency","1993","Urban Area","Female","199","0.0314437948564289","0.0263301567203414","0.0365574329925164"
"Low transfer dependency","1993","Urban Area","Male","188","0.0299424098546604","0.0248209770063867","0.0350638427029341"
"Very high transfer dependency","1993","Rural Area","Female","45","0.0217222703120638","0.0157215135756594","0.0277230270484683"
"Very high transfer dependency","1993","Rural Area","Male","24","","",""
"Very high transfer dependency","1993","Urban Area","Female","72","0.0145257020029876","0.0110198682553932","0.018031535750582"
"Very high transfer dependency","1993","Urban Area","Male","63","0.0148991725709298","0.0112585910077535","0.018539754134106"
"Very low transfer dependency","1993","Rural Area","Female","1971","0.898606327926084","0.886180867425763","0.911031788426404"
"Very low transfer dependency","1993","Rural Area","Male","1847","0.905432620035955","0.892923392793142","0.917941847278768"
"Very low transfer dependency","1993","Urban Area","Female","4139","0.942954199865835","0.936158139329382","0.949750260402288"
"Very low transfer dependency","1993","Urban Area","Male","3940","0.943100266694265","0.936139078139346","0.950061455249185"
"High transfer dependency","1994","Rural Area","Female","47","0.0193576910075571","0.0136173264546865","0.0250980555604276"
"High transfer dependency","1994","Rural Area","Male","42","0.0193254318687398","0.0133791296523644","0.0252717340851152"
"High transfer dependency","1994","Urban Area","Female","72","0.013249986969232","0.00989233612399718","0.0166076378144668"
"High transfer dependency","1994","Urban Area","Male","68","0.0146442853271658","0.0109869159143237","0.018301654740008"
"Low transfer dependency","1994","Rural Area","Female","179","0.058900877157307","0.0490916238506762","0.0687101304639378"
"Low transfer dependency","1994","Rural Area","Male","148","0.0521702364737664","0.0425652558865224","0.0617752170610105"
"Low transfer dependency","1994","Urban Area","Female","227","0.0314828049102747","0.0263551993036888","0.0366104105168606"
"Low transfer dependency","1994","Urban Area","Male","223","0.0383659438471023","0.0325178264963548","0.0442140611978498"
"Very high transfer dependency","1994","Rural Area","Female","49","0.0230883788923909","0.0168311543159478","0.029345603468834"
"Very high transfer dependency","1994","Rural Area","Male","31","0.0195570444396395","0.01357592198201","0.0255381668972689"
"Very high transfer dependency","1994","Urban Area","Female","82","0.0194119298000459","0.0153605599149564","0.0234632996851355"
"Very high transfer dependency","1994","Urban Area","Male","74","0.0198314683579521","0.0155865823617448","0.0240763543541595"
"Very low transfer dependency","1994","Rural Area","Female","1938","0.898653052942745","0.886079478818006","0.911226627067484"
"Very low transfer dependency","1994","Rural Area","Male","1838","0.908947287217854","0.896521162409516","0.921373412026193"
"Very low transfer dependency","1994","Urban Area","Female","4074","0.935855278320447","0.928660638675863","0.943049917965032"
"Very low transfer dependency","1994","Urban Area","Male","3779","0.92715830246778","0.919245957884008","0.935070647051551"
"High transfer dependency","1995","Rural Area","Female","54","0.0183276967703723","0.0128411464891802","0.0238142470515645"
"High transfer dependency","1995","Rural Area","Male","47","0.0170058305295918","0.0115495409322755","0.0224621201269082"
"High transfer dependency","1995","Urban Area","Female","82","0.0149181550451195","0.0114096283795047","0.0184266817107344"
"High transfer dependency","1995","Urban Area","Male","65","0.0155836905006445","0.0118564508607618","0.0193109301405272"
"Low transfer dependency","1995","Rural Area","Female","188","0.0610359154906049","0.0512437358744868","0.0708280951067231"
"Low transfer dependency","1995","Rural Area","Male","170","0.0646036331181569","0.0542295594204049","0.074977706815909"
"Low transfer dependency","1995","Urban Area","Female","206","0.0307256632370483","0.0257310132878469","0.0357203131862497"
"Low transfer dependency","1995","Urban Area","Male","203","0.0360057126372655","0.0303992917960802","0.0416121334784509"
"Very high transfer dependency","1995","Rural Area","Female","62","0.0293485700923894","0.0224447848728021","0.0362523553119766"
"Very high transfer dependency","1995","Rural Area","Male","48","0.0278283100270917","0.0208870562940512","0.0347695637601321"
"Very high transfer dependency","1995","Urban Area","Female","125","0.0267097317548705","0.022043277427845","0.031376186081896"
"Very high transfer dependency","1995","Urban Area","Male","100","0.0252206522306129","0.020502259615739","0.0299390448454868"
"Very low transfer dependency","1995","Rural Area","Female","1992","0.891287817646633","0.878555418597954","0.904020216695313"
"Very low transfer dependency","1995","Rural Area","Male","1892","0.89056222632516","0.877387585671888","0.903736866978432"
"Very low transfer dependency","1995","Urban Area","Female","4173","0.927646449962962","0.920148332638571","0.935144567287353"
"Very low transfer dependency","1995","Urban Area","Male","3874","0.923189944631477","0.915176535238239","0.931203354024715"
"High transfer dependency","1996","Rural Area","Female","72","0.0275033628072673","0.0207577241255828","0.0342490014889518"
"High transfer dependency","1996","Rural Area","Male","55","0.0176948544331306","0.0120959249730446","0.0232937838932165"
"High transfer dependency","1996","Urban Area","Female","98","0.020117448757557","0.0160134388195935","0.0242214586955205"
"High transfer dependency","1996","Urban Area","Male","81","0.0171610826397207","0.0132050357161064","0.0211171295633349"
"Low transfer dependency","1996","Rural Area","Female","198","0.069400688618176","0.0589185626260745","0.0798828146102775"
"Low transfer dependency","1996","Rural Area","Male","186","0.0732536431731841","0.0621885940241363","0.0843186923222319"
"Low transfer dependency","1996","Urban Area","Female","232","0.0375041412699021","0.0319505490556795","0.0430577334841248"
"Low transfer dependency","1996","Urban Area","Male","220","0.0412038127923331","0.0351492920376725","0.0472583335469937"
"Very high transfer dependency","1996","Rural Area","Female","57","0.0247310849633094","0.0183253362504429","0.0311368336761759"
"Very high transfer dependency","1996","Rural Area","Male","49","0.0244932918849852","0.0179288622354719","0.0310577215344985"
"Very high transfer dependency","1996","Urban Area","Female","128","0.0265193421790415","0.0218227810785576","0.0312159032795253"
"Very high transfer dependency","1996","Urban Area","Male","98","0.0232965014272433","0.0187016164439732","0.0278913864105134"
"Very low transfer dependency","1996","Rural Area","Female","1931","0.878364863611247","0.864882900862112","0.891846826360382"
"Very low transfer dependency","1996","Rural Area","Male","1840","0.8845582105087","0.870987486337778","0.898128934679622"
"Very low transfer dependency","1996","Urban Area","Female","4038","0.915859067793499","0.907744732968125","0.923973402618874"
"Very low transfer dependency","1996","Urban Area","Male","3741","0.918338603140703","0.909996842134746","0.92668036414666"
"High transfer dependency","1997","Rural Area","Female","77","0.0393851627177502","0.0312921465669789","0.0474781788685215"
"High transfer dependency","1997","Rural Area","Male","65","0.0283971967275362","0.0212827379556064","0.0355116554994659"
"High transfer dependency","1997","Urban Area","Female","97","0.0212030416805152","0.0169430095130811","0.0254630738479494"
"High transfer dependency","1997","Urban Area","Male","81","0.0149316806091827","0.0112152941147997","0.0186480671035656"
"Low transfer dependency","1997","Rural Area","Female","211","0.0731176743353817","0.0622860665691484","0.0839492821016151"
"Low transfer dependency","1997","Rural Area","Male","204","0.0890767855330886","0.0768761373057029","0.101277433760474"
"Low transfer dependency","1997","Urban Area","Female","292","0.0507354691905259","0.0442458837179443","0.0572250546631076"
"Low transfer dependency","1997","Urban Area","Male","284","0.053307021623927","0.0464231915964283","0.0601908516514256"
"Very high transfer dependency","1997","Rural Area","Female","68","0.0313044809986762","0.0240590147243362","0.0385499472730162"
"Very high transfer dependency","1997","Rural Area","Male","57","0.0318762739494866","0.0243520977113819","0.0394004501875913"
"Very high transfer dependency","1997","Urban Area","Female","130","0.0332907900115669","0.0279858867559963","0.0385956932671376"
"Very high transfer dependency","1997","Urban Area","Male","100","0.024104584291055","0.0194047254607081","0.0288044431214019"
"Very low transfer dependency","1997","Rural Area","Female","1863","0.856192681948192","0.841592922872925","0.870792441023459"
"Very low transfer dependency","1997","Rural Area","Male","1768","0.850649743789889","0.835383291454725","0.865916196125052"
"Very low transfer dependency","1997","Urban Area","Female","3874","0.894770699117392","0.885696846752044","0.90384455148274"
"Very low transfer dependency","1997","Urban Area","Male","3626","0.907656713475835","0.898785218172221","0.91652820877945"
"High transfer dependency","1998","Rural Area","Female","68","0.0234530714962788","0.017493273900324","0.0294128690922335"
"High transfer dependency","1998","Rural Area","Male","51","0.0158613245016811","0.0108131425210671","0.0209095064822952"
"High transfer dependency","1998","Urban Area","Female","103","0.0184189195094814","0.0146440626062549","0.022193776412708"
"High transfer dependency","1998","Urban Area","Male","101","0.0202936745330676","0.0161762182679017","0.0244111307982334"
"Low transfer dependency","1998","Rural Area","Female","240","0.0719341928732484","0.0617590114521024","0.0821093742943944"
"Low transfer dependency","1998","Rural Area","Male","242","0.09162745745488","0.0799705876901517","0.103284327219608"
"Low transfer dependency","1998","Urban Area","Female","295","0.0458659126341596","0.0399929795278014","0.0517388457405179"
"Low transfer dependency","1998","Urban Area","Male","274","0.0474088858954","0.0412032851420276","0.0536144866487724"
"Very high transfer dependency","1998","Rural Area","Female","70","0.0304321350092257","0.0236675617389258","0.0371967082795255"
"Very high transfer dependency","1998","Rural Area","Male","62","0.034674479137463","0.0272821891625929","0.042066769112333"
"Very high transfer dependency","1998","Urban Area","Female","144","0.0323219324896268","0.0273569303849226","0.037286934594331"
"Very high transfer dependency","1998","Urban Area","Male","118","0.0283118345351574","0.0234684588659127","0.0331552102044021"
"Very low transfer dependency","1998","Rural Area","Female","2099","0.874180600621247","0.861120110534617","0.887241090707877"
"Very low transfer dependency","1998","Rural Area","Male","1998","0.857836738905976","0.843726539962077","0.871946937849875"
"Very low transfer dependency","1998","Urban Area","Female","4332","0.903393235366732","0.895099550785321","0.911686919948143"
"Very low transfer dependency","1998","Urban Area","Male","4012","0.903985605036375","0.895382610926182","0.912588599146568"
"High transfer dependency","1999","Rural Area","Female","70","0.0236894961809654","0.0176215555474365","0.0297574368144942"
"High transfer dependency","1999","Rural Area","Male","62","0.021178128652169","0.015253972919236","0.0271022843851021"
"High transfer dependency","1999","Urban Area","Female","101","0.0189305975052319","0.0150161215324871","0.0228450734779768"
"High transfer dependency","1999","Urban Area","Male","83","0.0157123481234597","0.0120065103967261","0.0194181858501933"
"Low transfer dependency","1999","Rural Area","Female","234","0.0739626135279826","0.0635204662372682","0.0844047608186969"
"Low transfer dependency","1999","Rural Area","Male","207","0.0752323910590116","0.0643793966226597","0.0860853854953635"
"Low transfer dependency","1999","Urban Area","Female","276","0.0444970401520652","0.0385742930985333","0.050419787205597"
"Low transfer dependency","1999","Urban Area","Male","261","0.047926043714024","0.0415606398137643","0.0542914476142838"
"Very high transfer dependency","1999","Rural Area","Female","75","0.0333479466675787","0.0261842189915325","0.0405116743436248"
"Very high transfer dependency","1999","Rural Area","Male","58","0.0309194774026738","0.0237970694062853","0.0380418853990623"
"Very high transfer dependency","1999","Urban Area","Female","105","0.023250523513975","0.0189219024671027","0.0275791445608473"
"Very high transfer dependency","1999","Urban Area","Male","83","0.0200606817800136","0.0158825967955883","0.0242387667644389"
"Very low transfer dependency","1999","Rural Area","Female","2034","0.868999943623473","0.855537774399535","0.882462112847411"
"Very low transfer dependency","1999","Rural Area","Male","1942","0.872670002886146","0.858954200111023","0.886385805661268"
"Very low transfer dependency","1999","Urban Area","Female","4174","0.913321838828728","0.905240033760915","0.921403643896541"
"Very low transfer dependency","1999","Urban Area","Male","3899","0.916300926382503","0.908048451295973","0.924553401469033"
"High transfer dependency","2000","Rural Area","Female","122","0.0240575778697222","0.0194465175110649","0.0286686382283795"
"High transfer dependency","2000","Rural Area","Male","101","0.0219745093826176","0.0174211477479825","0.0265278710172527"
"High transfer dependency","2000","Urban Area","Female","135","0.0151360773547275","0.0125056117122441","0.0177665429972109"
"High transfer dependency","2000","Urban Area","Male","110","0.0133755529455813","0.0107903055631851","0.0159608003279776"
"Low transfer dependency","2000","Rural Area","Female","359","0.0734930052024164","0.0656404659968849","0.0813455444079479"
"Low transfer dependency","2000","Rural Area","Male","340","0.0732743376737935","0.0651806021564534","0.0813680731911337"
"Low transfer dependency","2000","Urban Area","Female","447","0.0434490635692754","0.0390568635346872","0.0478412636038635"
"Low transfer dependency","2000","Urban Area","Male","408","0.0445449832606608","0.0399022383666837","0.0491877281546378"
"Very high transfer dependency","2000","Rural Area","Female","123","0.0270080722721423","0.0221298209481594","0.0318863235961252"
"Very high transfer dependency","2000","Rural Area","Male","91","0.0245993546192035","0.0197881831084349","0.029410526129972"
"Very high transfer dependency","2000","Urban Area","Female","216","0.0246957996179679","0.0213521601447407","0.0280394390911951"
"Very high transfer dependency","2000","Urban Area","Male","188","0.0260609851340648","0.0224756348303338","0.0296463354377958"
"Very low transfer dependency","2000","Rural Area","Female","3638","0.875441344655719","0.865504162720684","0.885378526590754"
"Very low transfer dependency","2000","Rural Area","Male","3450","0.880151798324385","0.870064101663988","0.890239494984783"
"Very low transfer dependency","2000","Urban Area","Female","7478","0.916719059458029","0.910766156662058","0.922671962254"
"Very low transfer dependency","2000","Urban Area","Male","6879","0.916018478659693","0.909776614907092","0.922260342412294"
"High transfer dependency","2001","Rural Area","Female","98","0.0188667533653555","0.0145595907994896","0.0231739159312214"
"High transfer dependency","2001","Rural Area","Male","87","0.0207666969339806","0.0161187551466794","0.0254146387212818"
"High transfer dependency","2001","Urban Area","Female","146","0.0190759132495742","0.0159925915400068","0.0221592349591415"
"High transfer dependency","2001","Urban Area","Male","112","0.0151265515894088","0.0122430553633902","0.0180100478154275"
"Low transfer dependency","2001","Rural Area","Female","359","0.0713457712740855","0.0631970432966888","0.0794944992514822"
"Low transfer dependency","2001","Rural Area","Male","332","0.0706056114012487","0.0622562451490542","0.0789549776534433"
"Low transfer dependency","2001","Urban Area","Female","402","0.0453596313068529","0.0406691962453074","0.0500500663683983"
"Low transfer dependency","2001","Urban Area","Male","372","0.0455399151689609","0.0406145980225029","0.0504652323154188"
"Very high transfer dependency","2001","Rural Area","Female","116","0.0310271225897792","0.0255379707713072","0.0365162744082513"
"Very high transfer dependency","2001","Rural Area","Male","98","0.0307202260530449","0.025095897808491","0.0363445542975988"
"Very high transfer dependency","2001","Urban Area","Female","194","0.0257340829281007","0.0221650416162814","0.02930312423992"
"Very high transfer dependency","2001","Urban Area","Male","149","0.0242628754425202","0.0206279395553301","0.0278978113297104"
"Very low transfer dependency","2001","Rural Area","Female","3260","0.87876035277078","0.86842711933208","0.88909358620948"
"Very low transfer dependency","2001","Rural Area","Male","3099","0.877907465611726","0.867236522474333","0.888578408749118"
"Very low transfer dependency","2001","Urban Area","Female","6819","0.909830372515472","0.903374293678397","0.916286451352548"
"Very low transfer dependency","2001","Urban Area","Male","6250","0.91507065779911","0.90848475371733","0.92165656188089"
"High transfer dependency","2002","Rural Area","Female","105","0.0291915847577511","0.0239102412235173","0.0344729282919849"
"High transfer dependency","2002","Rural Area","Male","78","0.0225653674377196","0.0177800329988643","0.0273507018765748"
"High transfer dependency","2002","Urban Area","Female","157","0.0262845183795693","0.0227755724167726","0.029793464342366"
"High transfer dependency","2002","Urban Area","Male","119","0.0210809986474433","0.0178066317784582","0.0243553655164285"
"Low transfer dependency","2002","Rural Area","Female","329","0.0784070868891352","0.0699738162499097","0.0868403575283607"
"Low transfer dependency","2002","Rural Area","Male","286","0.0785304506879803","0.0698626928772292","0.0871982084987314"
"Low transfer dependency","2002","Urban Area","Female","375","0.0489612079371815","0.0442282155205633","0.0536942003537996"
"Low transfer dependency","2002","Urban Area","Male","337","0.0464523999582492","0.0416552462411763","0.0512495536753221"
"Very high transfer dependency","2002","Rural Area","Female","98","0.0263667748300257","0.021340166883939","0.0313933827761123"
"Very high transfer dependency","2002","Rural Area","Male","97","0.0308576064490202","0.0252854648693848","0.0364297480286555"
"Very high transfer dependency","2002","Urban Area","Female","181","0.0271315838409911","0.0235680962034358","0.0306950714785465"
"Very high transfer dependency","2002","Urban Area","Male","141","0.0254252230947719","0.021837256940355","0.0290131892491889"
"Very low transfer dependency","2002","Rural Area","Female","3371","0.866034553523088","0.855348611259813","0.876720495786363"
"Very low transfer dependency","2002","Rural Area","Male","3239","0.86804657542528","0.857141489899895","0.878951660950665"
"Very low transfer dependency","2002","Urban Area","Female","7272","0.897622689842258","0.890973642898344","0.904271736786172"
