"transab_cat2","year","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2014","college entrance qualification","383","0.0449965754184959","0.0402779663762506","0.0497151844607412"
"Low transfer dependency","2014","lower secondary degree","525","0.0558153008760376","0.050408853730225","0.0612217480218503"
"Low transfer dependency","2014","no degree/no degree yet","196","0.118166969340821","0.101430139288742","0.1349037993929"
"Low transfer dependency","2014","Other degree","386","0.0883665903463327","0.0786340169134334","0.0980991637792319"
"Low transfer dependency","2014","secondary school degree","567","0.049586919700385","0.0446978614849749","0.0544759779157952"
"Very high transfer dependency","2014","college entrance qualification","130","0.0166789774811539","0.0137638726756339","0.0195940822866739"
"Very high transfer dependency","2014","lower secondary degree","356","0.0403604147813198","0.0357255322143755","0.044995297348264"
"Very high transfer dependency","2014","no degree/no degree yet","205","0.126217310406336","0.108998896013499","0.143435724799174"
"Very high transfer dependency","2014","Other degree","351","0.0957750458000284","0.085683958762354","0.105866132837703"
"Very high transfer dependency","2014","secondary school degree","250","0.0310080537770382","0.0271042967533793","0.0349118108006971"
"Very low transfer dependency","2014","college entrance qualification","6748","0.921042294001719","0.914903842232605","0.927180745770833"
"Very low transfer dependency","2014","lower secondary degree","5764","0.87599210228844","0.868229959719122","0.883754244857758"
"Very low transfer dependency","2014","no degree/no degree yet","901","0.68057881539247","0.656404563233038","0.704753067551901"
"Very low transfer dependency","2014","Other degree","2294","0.759511577999804","0.744856510960897","0.77416664503871"
"Very low transfer dependency","2014","secondary school degree","6500","0.89494950126113","0.888044181959927","0.901854820562333"
"High transfer dependency","2015","college entrance qualification","137","0.0164476077084561","0.0135123905062077","0.0193828249107045"
"High transfer dependency","2015","lower secondary degree","249","0.0260236728012431","0.0221286793640866","0.0299186662383995"
"High transfer dependency","2015","no degree/no degree yet","133","0.107068888617866","0.0905872506612741","0.123550526574459"
"High transfer dependency","2015","Other degree","266","0.0518905775502476","0.0450854185435002","0.058695736556995"
"High transfer dependency","2015","secondary school degree","220","0.0210093469317872","0.0177076702103141","0.0243110236532602"
"Low transfer dependency","2015","college entrance qualification","363","0.046616947333789","0.0417518027182047","0.0514820919493732"
"Low transfer dependency","2015","lower secondary degree","451","0.051875803060343","0.0464500094946876","0.0573015966259985"
"Low transfer dependency","2015","no degree/no degree yet","165","0.119799413725636","0.102490176966961","0.13710865048431"
"Low transfer dependency","2015","Other degree","388","0.0775143203431805","0.0693101327559596","0.0857185079304015"
"Low transfer dependency","2015","secondary school degree","457","0.0401420126141141","0.0356230155225773","0.0446610097056508"
"Very high transfer dependency","2015","college entrance qualification","117","0.0153630795937026","0.0125247206034505","0.0182014385839547"
"Very high transfer dependency","2015","lower secondary degree","315","0.0433481501974614","0.0383660727186391","0.0483302276762837"
"Very high transfer dependency","2015","no degree/no degree yet","238","0.118974066161777","0.101716472313908","0.136231660009647"
"Very high transfer dependency","2015","Other degree","440","0.0864754889513728","0.0778522303744823","0.0950987475282632"
"Very high transfer dependency","2015","secondary school degree","260","0.0346203171244011","0.0304115625946504","0.0388290716541519"
"Very low transfer dependency","2015","college entrance qualification","6596","0.921572365364052","0.915368113711094","0.927776617017011"
"Very low transfer dependency","2015","lower secondary degree","5403","0.878752373940952","0.870766579769159","0.886738168112745"
"Very low transfer dependency","2015","no degree/no degree yet","816","0.654157631494721","0.628804007236936","0.679511255752506"
"Very low transfer dependency","2015","Other degree","2987","0.784119613155199","0.771496614209622","0.796742612100776"
"Very low transfer dependency","2015","secondary school degree","6311","0.904228323329698","0.897453521483285","0.91100312517611"
"High transfer dependency","2016","college entrance qualification","95","0.0158335998809195","0.0128637584171776","0.0188034413446614"
"High transfer dependency","2016","lower secondary degree","210","0.0273693807540194","0.0231962545203333","0.0315425069877055"
"High transfer dependency","2016","no degree/no degree yet","105","0.0841273713882782","0.0683629363954944","0.0998918063810621"
"High transfer dependency","2016","Other degree","195","0.0458278469452085","0.0386737157764235","0.0529819781139935"
"High transfer dependency","2016","secondary school degree","179","0.021895288700087","0.0183867168564144","0.0254038605437596"
"Low transfer dependency","2016","college entrance qualification","323","0.043764647976323","0.0388977383269491","0.0486315576256968"
"Low transfer dependency","2016","lower secondary degree","416","0.0531437163739265","0.0474062115829434","0.0588812211649095"
"Low transfer dependency","2016","no degree/no degree yet","146","0.101999436468656","0.0848112759423729","0.11918759699494"
"Low transfer dependency","2016","Other degree","388","0.0915855723403767","0.0817174540649354","0.101453690615818"
"Low transfer dependency","2016","secondary school degree","455","0.0542282540088586","0.0487986477206193","0.059657860297098"
"Very high transfer dependency","2016","college entrance qualification","107","0.0151302184855219","0.0122260542535513","0.0180343827174925"
"Very high transfer dependency","2016","lower secondary degree","291","0.0376290785166044","0.0327617786281182","0.0424963784050907"
"Very high transfer dependency","2016","no degree/no degree yet","184","0.126695302765971","0.107804284620538","0.145586320911403"
"Very high transfer dependency","2016","Other degree","334","0.0817694323920748","0.0723948880575509","0.0911439767265987"
"Very high transfer dependency","2016","secondary school degree","222","0.0307556824691711","0.0266162416642523","0.0348951232740899"
"Very low transfer dependency","2016","college entrance qualification","6262","0.925271533657235","0.919015676818183","0.931527390496288"
"Very low transfer dependency","2016","lower secondary degree","4955","0.88185782435545","0.873602068599123","0.890113580111777"
"Very low transfer dependency","2016","no degree/no degree yet","756","0.687177889377095","0.660846394227458","0.713509384526732"
"Very low transfer dependency","2016","Other degree","2365","0.78081714832234","0.766663879338472","0.794970417306208"
"Very low transfer dependency","2016","secondary school degree","5827","0.893120774821883","0.885713403691136","0.900528145952631"
"High transfer dependency","2017","college entrance qualification","122","0.0152667720355747","0.0125662618092702","0.0179672822618792"
"High transfer dependency","2017","lower secondary degree","243","0.0286367184041235","0.0244503016542773","0.0328231351539697"
"High transfer dependency","2017","no degree/no degree yet","153","0.0685927859920726","0.0577225527512813","0.0794630192328638"
"High transfer dependency","2017","Other degree","299","0.0574478433488723","0.0504577041145771","0.0644379825831674"
"High transfer dependency","2017","secondary school degree","203","0.0186472763933485","0.01561532094113","0.021679231845567"
"Low transfer dependency","2017","college entrance qualification","324","0.0352089518725638","0.0311496055884772","0.0392682981566504"
"Low transfer dependency","2017","lower secondary degree","423","0.0502046192909818","0.0447234040190467","0.0556858345629169"
"Low transfer dependency","2017","no degree/no degree yet","182","0.0974583899736476","0.0847036069314091","0.110213173015886"
"Low transfer dependency","2017","Other degree","391","0.0923071148825446","0.0836118399152057","0.101002389849884"
"Low transfer dependency","2017","secondary school degree","466","0.0435744966601003","0.0389989360816463","0.0481500572385544"
"Very high transfer dependency","2017","college entrance qualification","121","0.0137812278111444","0.0112135323824559","0.0163489232398329"
"Very high transfer dependency","2017","lower secondary degree","286","0.0389914301197444","0.0341325273789781","0.0438503328605108"
"Very high transfer dependency","2017","no degree/no degree yet","846","0.164511760558585","0.14856771640758","0.180455804709591"
"Very high transfer dependency","2017","Other degree","1234","0.0892181023343333","0.0806550233123981","0.0977811813562685"
"Very high transfer dependency","2017","secondary school degree","231","0.0290654849578675","0.0253003001074379","0.0328306698082971"
"Very low transfer dependency","2017","college entrance qualification","7352","0.935743048280717","0.930342332981916","0.941143763579518"
"Very low transfer dependency","2017","lower secondary degree","5145","0.88216723218515","0.874074438028887","0.890260026341414"
"Very low transfer dependency","2017","no degree/no degree yet","896","0.669437063475694","0.649206322090608","0.689667804860781"
"Very low transfer dependency","2017","Other degree","2333","0.76102693943425","0.748216301585458","0.773837577283042"
"Very low transfer dependency","2017","secondary school degree","6747","0.908712741988684","0.902257375014866","0.915168108962501"
"High transfer dependency","2018","college entrance qualification","139","0.0142354896179203","0.0115835428323989","0.0168874364034417"
"High transfer dependency","2018","lower secondary degree","247","0.0295968289541549","0.0252191019930484","0.0339745559152614"
"High transfer dependency","2018","no degree/no degree yet","250","0.0859030337209824","0.0748498362088447","0.0969562312331201"
"High transfer dependency","2018","Other degree","398","0.0592681465511985","0.052516103811787","0.0660201892906099"
"High transfer dependency","2018","secondary school degree","195","0.0175580467360696","0.0145418846757011","0.0205742087964381"
"Low transfer dependency","2018","college entrance qualification","326","0.0332258268795207","0.0292135358175666","0.0372381179414747"
"Low transfer dependency","2018","lower secondary degree","390","0.0544169143020421","0.0485573303673544","0.0602764982367297"
"Low transfer dependency","2018","no degree/no degree yet","205","0.104842015739745","0.092758172795696","0.116925858683793"
"Low transfer dependency","2018","Other degree","408","0.0706451417064072","0.0633181867457793","0.0779720966670352"
"Low transfer dependency","2018","secondary school degree","425","0.0400454851646691","0.0355428658494429","0.0445481044798953"
"Very high transfer dependency","2018","college entrance qualification","124","0.0168975298992809","0.0140121499012568","0.019782909897305"
"Very high transfer dependency","2018","lower secondary degree","286","0.0344256688999155","0.02971606886537","0.0391352689344611"
"Very high transfer dependency","2018","no degree/no degree yet","1207","0.195340821963911","0.179702504108581","0.210979139819242"
"Very high transfer dependency","2018","Other degree","1654","0.0994456788876816","0.0908883248433835","0.10800303293198"
"Very high transfer dependency","2018","secondary school degree","211","0.0248593149231823","0.0212837774104455","0.0284348524359191"
"Very low transfer dependency","2018","college entrance qualification","7076","0.935641153603278","0.930147632530568","0.941134674675988"
"Very low transfer dependency","2018","lower secondary degree","4834","0.881560587843887","0.873213707633306","0.889907468054469"
"Very low transfer dependency","2018","no degree/no degree yet","807","0.613914128575362","0.594710499236109","0.633117757914614"
"Very low transfer dependency","2018","Other degree","2238","0.770641032854713","0.758619066406319","0.782662999303106"
"Very low transfer dependency","2018","secondary school degree","6453","0.917537153176079","0.911220251548661","0.923854054803496"
"High transfer dependency","2019","college entrance qualification","115","0.0134219275058514","0.0109827791990636","0.0158610758126392"
"High transfer dependency","2019","lower secondary degree","205","0.0291171973068385","0.0246339902607006","0.0336004043529763"
"High transfer dependency","2019","no degree/no degree yet","209","0.0852963979981526","0.0738884728616247","0.0967043231346805"
"High transfer dependency","2019","Other degree","356","0.0525832122462135","0.0458152493716823","0.0593511751207447"
"High transfer dependency","2019","secondary school degree","162","0.0173259805748731","0.0143737156491844","0.0202782455005618"
"Low transfer dependency","2019","college entrance qualification","303","0.0382867412393005","0.0342193866367016","0.0423540958418994"
"Low transfer dependency","2019","lower secondary degree","374","0.0577883990472743","0.051566468451106","0.0640103296434427"
"Low transfer dependency","2019","no degree/no degree yet","175","0.109032718688107","0.096303245795679","0.121762191580536"
"Low transfer dependency","2019","Other degree","335","0.0806882634993102","0.0724297770591072","0.0889467499395132"
"Low transfer dependency","2019","secondary school degree","374","0.0373800747345682","0.0330881787866694","0.0416719706824671"
"Very high transfer dependency","2019","college entrance qualification","124","0.0168308429258868","0.0141041760010807","0.0195575098506928"
"Very high transfer dependency","2019","lower secondary degree","263","0.0345885987648454","0.0297160824362371","0.0394611150934537"
"Very high transfer dependency","2019","no degree/no degree yet","1137","0.175720413952568","0.160176889417779","0.191263938487357"
"Very high transfer dependency","2019","Other degree","1360","0.0916735710994464","0.0829235938614082","0.100423548337485"
"Very high transfer dependency","2019","secondary school degree","180","0.0198371017832379","0.0166821703954773","0.0229920331709984"
"Very low transfer dependency","2019","college entrance qualification","8008","0.931460488328961","0.92610476966778","0.936816206990143"
"Very low transfer dependency","2019","lower secondary degree","4561","0.878505804881042","0.86979455063667","0.887217059125414"
"Very low transfer dependency","2019","no degree/no degree yet","782","0.629950469361172","0.610231498156199","0.649669440566145"
"Very low transfer dependency","2019","Other degree","2127","0.77505495315503","0.762393943540575","0.787715962769486"
"Very low transfer dependency","2019","secondary school degree","6788","0.925456842907321","0.919514144983715","0.931399540830927"
