"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2004","1-pers.-HH","Rural Area","739","0.849629075757283","0.825850554336915","0.873407597177651"
"Very low transfer dependency","2004","(Married) couple without C. ","Urban Area","4704","0.940558191835022","0.933962575750304","0.94715380791974"
"Very low transfer dependency","2004","(Married) couple without C. ","Rural Area","2176","0.933324552559919","0.92319113548627","0.943457969633569"
"Very low transfer dependency","2004","Single parent ","Urban Area","513","0.716964349100552","0.683735515866459","0.750193182334644"
"Very low transfer dependency","2004","Single parent ","Rural Area","246","0.680620784990171","0.633114271644611","0.728127298335732"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Urban Area","2424","0.854022994342478","0.840893168127198","0.867152820557758"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Rural Area","951","0.761595898165653","0.737840735125533","0.785351061205773"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Urban Area","2229","0.89815893792474","0.886109176010152","0.910208699839329"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Rural Area","1317","0.860358841399524","0.842687992685304","0.878029690113743"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","974","0.858705748281784","0.838414474552007","0.878997022011561"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","463","0.69123688680967","0.655247670111566","0.727226103507774"
"Low transfer dependency","2004","1-pers.-HH","Urban Area","73","0.0349493293255497","0.0270167504480029","0.0428819082030966"
"Low transfer dependency","2004","1-pers.-HH","Rural Area","37","0.0434611688703246","0.029897092318753","0.0570252454218963"
"Low transfer dependency","2004","(Married) couple without C. ","Urban Area","136","0.0294869842819545","0.0247681753952131","0.034205793168696"
"Low transfer dependency","2004","(Married) couple without C. ","Rural Area","86","0.0358266936193785","0.0282768575864304","0.0433765296523267"
"Low transfer dependency","2004","Single parent ","Urban Area","64","0.09519177767178","0.0735434811287817","0.116840074214778"
"Low transfer dependency","2004","Single parent ","Rural Area","60","0.173067974848351","0.134520983121033","0.211614966575669"
"Low transfer dependency","2004","Couple + C. LE 16 ","Urban Area","213","0.0894521575958048","0.078839387279092","0.100064927912518"
"Low transfer dependency","2004","Couple + C. LE 16 ","Rural Area","200","0.153832509715781","0.133718850564876","0.173946168866687"
"Low transfer dependency","2004","Couple + C. GT 16 ","Urban Area","126","0.0675393855477666","0.0575409003232086","0.0775378707723246"
"Low transfer dependency","2004","Couple + C. GT 16 ","Rural Area","110","0.0912653737405115","0.076583468030522","0.105947279450501"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","99","0.082610496863462","0.0665736353815442","0.0986473583453799"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","129","0.223451192646737","0.19100065078875","0.255901734504723"
"High transfer dependency","2004","1-pers.-HH","Urban Area","33","0.0110241380252409","0.00651404931024685","0.015534226740235"
"High transfer dependency","2004","1-pers.-HH","Rural Area","27","","",""
"High transfer dependency","2004","(Married) couple without C. ","Urban Area","48","0.0157941015251313","0.0123162825568016","0.0192719204934609"
"High transfer dependency","2004","(Married) couple without C. ","Rural Area","30","0.0164194978409243","0.0112572185876555","0.0215817770941932"
"High transfer dependency","2004","Single parent ","Urban Area","51","0.0808075404431054","0.0607038906072627","0.100911190278948"
"High transfer dependency","2004","Single parent ","Rural Area","18","","",""
"High transfer dependency","2004","Couple + C. LE 16 ","Urban Area","59","0.0181976565015287","0.0132271375496593","0.0231681754533981"
"High transfer dependency","2004","Couple + C. LE 16 ","Rural Area","36","0.0313135954691916","0.0216040941235952","0.041023096814788"
"High transfer dependency","2004","Couple + C. GT 16 ","Urban Area","34","0.0142143544363363","0.00949812175741918","0.0189305871152534"
"High transfer dependency","2004","Couple + C. GT 16 ","Rural Area","39","0.033908849387807","0.0246815108902189","0.0431361878853951"
"High transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","27","","",""
"High transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","23","","",""
"Very high transfer dependency","2004","1-pers.-HH","Urban Area","100","0.0494388247992936","0.0400751995720813","0.0588024500265059"
"Very high transfer dependency","2004","1-pers.-HH","Rural Area","65","0.0776564793106359","0.0598522398132834","0.0954607188079885"
"Very high transfer dependency","2004","(Married) couple without C. ","Urban Area","49","0.0141607223578922","0.0108649114255966","0.0174565332901878"
"Very high transfer dependency","2004","(Married) couple without C. ","Rural Area","36","0.0144292559797777","0.00958505142504675","0.0192734605345087"
"Very high transfer dependency","2004","Single parent ","Urban Area","78","0.107036332784563","0.0842314289387204","0.129841236630406"
"Very high transfer dependency","2004","Single parent ","Rural Area","46","0.112313358728454","0.0801402683748483","0.144486449082059"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Urban Area","82","0.0383271915601882","0.031187998323195","0.0454663847971814"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Rural Area","49","0.0532579966493739","0.0407396466029308","0.0657763466958171"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Urban Area","31","0.0200873220911567","0.0144975369106077","0.0256771072717056"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Rural Area","12","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","32","0.0373959497034566","0.0263434374912195","0.0484484619156937"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","18","","",""
"Very low transfer dependency","2005","1-pers.-HH","Urban Area","1853","0.885361161774936","0.871676506871845","0.899045816678027"
"Very low transfer dependency","2005","1-pers.-HH","Rural Area","737","0.831132130994198","0.806323397972895","0.855940864015502"
"Very low transfer dependency","2005","(Married) couple without C. ","Urban Area","4532","0.945415918954707","0.938969955489845","0.95186188241957"
"Very low transfer dependency","2005","(Married) couple without C. ","Rural Area","2078","0.911354094079939","0.899638327088985","0.923069861070894"
"Very low transfer dependency","2005","Single parent ","Urban Area","500","0.711101355179809","0.677691323334758","0.744511387024859"
"Very low transfer dependency","2005","Single parent ","Rural Area","248","0.584700345757667","0.535284768882956","0.634115922632378"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Urban Area","2206","0.864476386050111","0.851109875000864","0.877842897099358"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Rural Area","882","0.758780045717405","0.734149675534826","0.783410415899984"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Urban Area","2105","0.900623788120146","0.888343923092795","0.912903653147497"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Rural Area","1194","0.865087463910659","0.846870475629275","0.883304452192043"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","920","0.816227263155869","0.793318955294705","0.839135571017034"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","423","0.702063217448488","0.664938429184565","0.739188005712412"
"Low transfer dependency","2005","1-pers.-HH","Urban Area","75","0.0386295502375526","0.030351788177186","0.0469073122979192"
"Low transfer dependency","2005","1-pers.-HH","Rural Area","42","0.054590060018867","0.0395460745279074","0.0696340455098266"
"Low transfer dependency","2005","(Married) couple without C. ","Urban Area","149","0.0289226370660695","0.0241672131038766","0.0336780610282625"
"Low transfer dependency","2005","(Married) couple without C. ","Rural Area","106","0.0574719392954921","0.0478785320655707","0.0670653465254136"
"Low transfer dependency","2005","Single parent ","Urban Area","76","0.0956202162086592","0.0739437407872614","0.117296691630057"
"Low transfer dependency","2005","Single parent ","Rural Area","57","0.181018435187487","0.142407095036686","0.219629775338288"
"Low transfer dependency","2005","Couple + C. LE 16 ","Urban Area","204","0.0756740242350218","0.0653459345361584","0.0860021139338852"
"Low transfer dependency","2005","Couple + C. LE 16 ","Rural Area","179","0.163622283581132","0.142324773890597","0.184919793271666"
"Low transfer dependency","2005","Couple + C. GT 16 ","Urban Area","105","0.0580922459336612","0.0484906386861702","0.0676938531811522"
"Low transfer dependency","2005","Couple + C. GT 16 ","Rural Area","122","0.103335845883977","0.0871042650049152","0.119567426763039"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","111","0.104149073698074","0.0860818051300475","0.1222163422661"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","111","0.218678469951267","0.18512544167433","0.252231498228203"
"High transfer dependency","2005","1-pers.-HH","Urban Area","42","0.0181691516196003","0.0124320388099409","0.0239062644292597"
"High transfer dependency","2005","1-pers.-HH","Rural Area","23","","",""
"High transfer dependency","2005","(Married) couple without C. ","Urban Area","42","0.00989346364323798","0.0070850664675168","0.0127018608189592"
"High transfer dependency","2005","(Married) couple without C. ","Rural Area","41","0.012260802844639","0.00772474683330059","0.0167968588559774"
"High transfer dependency","2005","Single parent ","Urban Area","59","0.092087900221828","0.0707740666004948","0.113401733843161"
"High transfer dependency","2005","Single parent ","Rural Area","32","0.10653062899373","0.0755925396191388","0.137468718368321"
"High transfer dependency","2005","Couple + C. LE 16 ","Urban Area","46","0.0267047070556919","0.0204089171357836","0.0330004969756003"
"High transfer dependency","2005","Couple + C. LE 16 ","Rural Area","53","0.0408184314506146","0.029426825824981","0.0522100370762481"
"High transfer dependency","2005","Couple + C. GT 16 ","Urban Area","38","0.0235203138661033","0.0172996916011506","0.0297409361310559"
"High transfer dependency","2005","Couple + C. GT 16 ","Rural Area","27","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","28","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","21","","",""
"Very high transfer dependency","2005","1-pers.-HH","Urban Area","112","0.0578401363679108","0.0478128208145815","0.0678674519212401"
"Very high transfer dependency","2005","1-pers.-HH","Rural Area","74","0.0891840058390738","0.070310401349853","0.108057610328295"
"Very high transfer dependency","2005","(Married) couple without C. ","Urban Area","48","0.0157679803359853","0.0122330556734034","0.0193029049985673"
"Very high transfer dependency","2005","(Married) couple without C. ","Rural Area","36","0.0189131637799296","0.013298372382717","0.0245279551771423"
"Very high transfer dependency","2005","Single parent ","Urban Area","72","0.101190528389704","0.0789603915454814","0.123420665233927"
"Very high transfer dependency","2005","Single parent ","Rural Area","45","0.127750590061116","0.0942757732450425","0.16122540687719"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Urban Area","63","0.0331448826591755","0.0261541458758383","0.0401356194425127"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Rural Area","45","0.0367792392508487","0.0259431977091296","0.0476152807925678"
"Very high transfer dependency","2005","Couple + C. GT 16 ","Urban Area","32","0.0177636520800893","0.0123417109553724","0.0231855932048062"
"Very high transfer dependency","2005","Couple + C. GT 16 ","Rural Area","8","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","39","0.0455721044081609","0.0332362843729101","0.0579079244434117"
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","28","","",""
"Very low transfer dependency","2006","1-pers.-HH","Urban Area","2031","0.878829971719604","0.865476277763314","0.892183665675894"
"Very low transfer dependency","2006","1-pers.-HH","Rural Area","874","0.832019010761968","0.809308891323354","0.854729130200582"
"Very low transfer dependency","2006","(Married) couple without C. ","Urban Area","5068","0.943232430686344","0.937017918819476","0.949446942553212"
"Very low transfer dependency","2006","(Married) couple without C. ","Rural Area","2353","0.92773597248243","0.917654637045756","0.937817307919105"
"Very low transfer dependency","2006","Single parent ","Urban Area","510","0.659694213147452","0.626074668540893","0.693313757754011"
"Very low transfer dependency","2006","Single parent ","Rural Area","281","0.616472225608453","0.570619898168555","0.662324553048352"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Urban Area","2278","0.815485203925583","0.800829223247947","0.830141184603219"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Rural Area","939","0.755242400177315","0.73104721416424","0.779437586190389"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Urban Area","2110","0.890051543865367","0.877227880031905","0.902875207698829"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Rural Area","1321","0.893707729235527","0.878115567017553","0.909299891453502"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","893","0.795987312467205","0.771670674865375","0.820303950069036"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","397","0.681018471137639","0.641487300453429","0.720549641821848"
"Low transfer dependency","2006","1-pers.-HH","Urban Area","85","0.0356187003227129","0.0280344124533397","0.0432029881920861"
"Low transfer dependency","2006","1-pers.-HH","Rural Area","42","0.0373714764830309","0.0258496264686417","0.0488933264974201"
"Low transfer dependency","2006","(Married) couple without C. ","Urban Area","157","0.0319468756893777","0.0272239479453525","0.0366698034334029"
"Low transfer dependency","2006","(Married) couple without C. ","Rural Area","110","0.0404884740688299","0.0328142303322985","0.0481627178053613"
"Low transfer dependency","2006","Single parent ","Urban Area","82","0.106611896939168","0.0847136807073254","0.128510113171011"
"Low transfer dependency","2006","Single parent ","Rural Area","44","0.112424483507808","0.0826366220661629","0.142212344949452"
"Low transfer dependency","2006","Couple + C. LE 16 ","Urban Area","245","0.110874314819745","0.0990114851467291","0.12273714449276"
"Low transfer dependency","2006","Couple + C. LE 16 ","Rural Area","161","0.13840523335605","0.118971981789086","0.157838484923014"
"Low transfer dependency","2006","Couple + C. GT 16 ","Urban Area","86","0.0490991164913724","0.0402415495724645","0.0579566834102804"
"Low transfer dependency","2006","Couple + C. GT 16 ","Rural Area","116","0.0752320990628802","0.0618884163123414","0.0885757818134189"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","89","0.0980255205995393","0.0800827888303924","0.115968252368686"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","88","0.181016533917109","0.148359694402178","0.21367337343204"
"High transfer dependency","2006","1-pers.-HH","Urban Area","55","0.0203658485819135","0.0145857586196145","0.0261459385442126"
"High transfer dependency","2006","1-pers.-HH","Rural Area","35","0.037534318811527","0.0259883701554579","0.049080267467596"
"High transfer dependency","2006","(Married) couple without C. ","Urban Area","42","0.00956754509309661","0.00695321633415402","0.0121818738520392"
"High transfer dependency","2006","(Married) couple without C. ","Rural Area","40","0.017780920421895","0.0126354381301514","0.0229264027136387"
"High transfer dependency","2006","Single parent ","Urban Area","56","0.0893096810799015","0.0690738776875233","0.10954548447228"
"High transfer dependency","2006","Single parent ","Rural Area","39","0.0937244386583623","0.0662415248341468","0.121207352482578"
"High transfer dependency","2006","Couple + C. LE 16 ","Urban Area","78","0.0312279620553369","0.024656320590781","0.0377996035198928"
"High transfer dependency","2006","Couple + C. LE 16 ","Rural Area","48","0.0438068661111081","0.0322892766644384","0.0553244555577779"
"High transfer dependency","2006","Couple + C. GT 16 ","Urban Area","47","0.0292748531251716","0.0223644166258177","0.0361852896245254"
"High transfer dependency","2006","Couple + C. GT 16 ","Rural Area","45","0.022954877533554","0.0153786580893058","0.0305310969778022"
"High transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","36","0.0497057857451939","0.0365912060827027","0.062820365407685"
"High transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","23","","",""
"Very high transfer dependency","2006","1-pers.-HH","Urban Area","123","0.0651854793757696","0.0550838939482329","0.0752870648033063"
"Very high transfer dependency","2006","1-pers.-HH","Rural Area","90","0.0930751939434741","0.0754259810589526","0.110724406827995"
"Very high transfer dependency","2006","(Married) couple without C. ","Urban Area","59","0.0152531485311812","0.0119616811155323","0.0185446159468302"
"Very high transfer dependency","2006","(Married) couple without C. ","Rural Area","31","0.0139946330268449","0.00942095927348001","0.0185683067802097"
"Very high transfer dependency","2006","Single parent ","Urban Area","115","0.144384208833479","0.1194448624955","0.169323555171458"
"Very high transfer dependency","2006","Single parent ","Rural Area","68","0.177378852225377","0.141357743781515","0.213399960669238"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Urban Area","90","0.0424125191993359","0.0347982626319046","0.0500267757667673"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Rural Area","65","0.0625455003555272","0.0489187962645554","0.076172204446499"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Urban Area","43","0.0315744865180886","0.0244062679749033","0.038742705061274"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Rural Area","19","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","37","0.0562813811880614","0.0423746360279838","0.0701881263481391"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","26","","",""
"Very low transfer dependency","2007","1-pers.-HH","Urban Area","1905","0.879473385952367","0.865736914126608","0.893209857778125"
"Very low transfer dependency","2007","1-pers.-HH","Rural Area","851","0.853291870126584","0.831417228101464","0.875166512151704"
"Very low transfer dependency","2007","(Married) couple without C. ","Urban Area","4699","0.945206404155903","0.938860217444698","0.951552590867109"
"Very low transfer dependency","2007","(Married) couple without C. ","Rural Area","2237","0.914975272638878","0.903858025878832","0.926092519398924"
"Very low transfer dependency","2007","Single parent ","Urban Area","466","0.634977865373024","0.59978760020742","0.670168130538628"
"Very low transfer dependency","2007","Single parent ","Rural Area","256","0.595662656364042","0.54900469708528","0.642320615642804"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Urban Area","2160","0.851913965105446","0.837883922564794","0.865944007646099"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Rural Area","875","0.787094437098656","0.76295796021151","0.811230913985802"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Urban Area","2068","0.883891984936991","0.870628493512402","0.89715547636158"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Rural Area","1257","0.90126337409098","0.885709377036875","0.916817371145085"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","820","0.76553973830429","0.738946925554489","0.792132551054091"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","398","0.757904079883346","0.719899228568538","0.795908931198154"
"Low transfer dependency","2007","1-pers.-HH","Urban Area","79","0.0358106107761983","0.02797073089118","0.0436504906612166"
"Low transfer dependency","2007","1-pers.-HH","Rural Area","42","0.0394274951744247","0.0273957194087372","0.0514592709401122"
"Low transfer dependency","2007","(Married) couple without C. ","Urban Area","133","0.0344783307196441","0.0293904286366484","0.0395662328026398"
"Low transfer dependency","2007","(Married) couple without C. ","Rural Area","110","0.0481376819775631","0.0396057065360572","0.056669657419069"
"Low transfer dependency","2007","Single parent ","Urban Area","84","0.11109623151318","0.0881262480103999","0.134066215015961"
"Low transfer dependency","2007","Single parent ","Rural Area","67","0.134811539109186","0.102342269544438","0.167280808673934"
"Low transfer dependency","2007","Couple + C. LE 16 ","Urban Area","171","0.078842396594048","0.068197267171735","0.089487526016361"
"Low transfer dependency","2007","Couple + C. LE 16 ","Rural Area","142","0.115936448545539","0.0970600694319145","0.134812827659164"
"Low transfer dependency","2007","Couple + C. GT 16 ","Urban Area","91","0.0523890920683273","0.0431641717333374","0.0616140124033172"
"Low transfer dependency","2007","Couple + C. GT 16 ","Rural Area","114","0.0829000324865923","0.0685232169834929","0.0972768479896918"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","81","0.102259690385403","0.0832413164180397","0.121278064352767"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","70","0.196120064030472","0.160891512428528","0.231348615632416"
"High transfer dependency","2007","1-pers.-HH","Urban Area","52","0.025079766402054","0.0184824295937028","0.0316771032104051"
"High transfer dependency","2007","1-pers.-HH","Rural Area","24","","",""
"High transfer dependency","2007","(Married) couple without C. ","Urban Area","56","0.00954084719316091","0.00683005409336736","0.0122516402929545"
"High transfer dependency","2007","(Married) couple without C. ","Rural Area","46","0.0228653192079618","0.0169075209799644","0.0288231174359592"
"High transfer dependency","2007","Single parent ","Urban Area","65","0.0938347131322455","0.0725205089518125","0.115148917312678"
"High transfer dependency","2007","Single parent ","Rural Area","36","0.0956034275865608","0.0676477636317392","0.123559091541382"
"High transfer dependency","2007","Couple + C. LE 16 ","Urban Area","62","0.0286855503549452","0.0220920568187765","0.0352790438911139"
"High transfer dependency","2007","Couple + C. LE 16 ","Rural Area","37","0.0468009667910451","0.0343476177419363","0.059254315840154"
"High transfer dependency","2007","Couple + C. GT 16 ","Urban Area","48","0.044244901609928","0.0357309320856197","0.0527588711342363"
"High transfer dependency","2007","Couple + C. GT 16 ","Rural Area","22","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","20","","",""
"High transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","9","","",""
"Very high transfer dependency","2007","1-pers.-HH","Urban Area","122","0.0596362368693811","0.0496448579670329","0.0696276157717292"
"Very high transfer dependency","2007","1-pers.-HH","Rural Area","88","0.081703333267849","0.0647686744425161","0.098637992093182"
"Very high transfer dependency","2007","(Married) couple without C. ","Urban Area","52","0.0107744179312916","0.0078955005960509","0.0136533352665323"
"Very high transfer dependency","2007","(Married) couple without C. ","Rural Area","25","","",""
"Very high transfer dependency","2007","Single parent ","Urban Area","104","0.160091189981551","0.133288188486422","0.186894191476679"
"Very high transfer dependency","2007","Single parent ","Rural Area","66","0.173922376940211","0.137885944810693","0.209958809069728"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Urban Area","69","0.0405580879455604","0.0327660304916192","0.0483501453995016"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Rural Area","51","0.0501681475647593","0.0372973829054186","0.0630389122241"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Urban Area","34","0.019474021384754","0.013752855551909","0.0251951872175989"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Rural Area","20","","",""
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Urban Area","54","0.0891732711130007","0.0712844790633048","0.107062063162697"
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Rural Area","11","","",""
"Very low transfer dependency","2008","1-pers.-HH","Urban Area","1849","0.863330233350786","0.848607251523665","0.878053215177908"
"Very low transfer dependency","2008","1-pers.-HH","Rural Area","799","0.828308450705583","0.804302747729069","0.852314153682098"
"Very low transfer dependency","2008","(Married) couple without C. ","Urban Area","4519","0.952613669809126","0.94655370583377","0.958673633784482"
"Very low transfer dependency","2008","(Married) couple without C. ","Rural Area","2198","0.940932052380874","0.931371857534048","0.9504922472277"
"Very low transfer dependency","2008","Single parent ","Urban Area","475","0.62774972672631","0.592167284554715","0.663332168897905"
"Very low transfer dependency","2008","Single parent ","Rural Area","264","0.644389550126382","0.597825947319329","0.690953152933435"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Urban Area","1904","0.856633533863872","0.842012831025397","0.871254236702347"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Rural Area","807","0.784498099275651","0.758911430020333","0.810084768530968"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Urban Area","2012","0.92871189942987","0.917766739277141","0.939657059582599"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Rural Area","1172","0.891142832927911","0.874205474086605","0.908080191769217"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Urban Area","768","0.858091868363842","0.834917412387266","0.881266324340418"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Rural Area","395","0.866952162994197","0.835676936285399","0.898227389702994"
"Low transfer dependency","2008","1-pers.-HH","Urban Area","85","0.041865862936452","0.0332813777577335","0.0504503481151704"
"Low transfer dependency","2008","1-pers.-HH","Rural Area","47","0.0644471585357441","0.0488164030107092","0.080077914060779"
"Low transfer dependency","2008","(Married) couple without C. ","Urban Area","112","0.0239276165097756","0.0195687272859137","0.0282865057336375"
"Low transfer dependency","2008","(Married) couple without C. ","Rural Area","85","0.0358161632804911","0.0282803327051978","0.0433519938557844"
"Low transfer dependency","2008","Single parent ","Urban Area","84","0.1268346209404","0.102338792321205","0.151330449559594"
"Low transfer dependency","2008","Single parent ","Rural Area","56","0.163178320138228","0.127233793824579","0.199122846451876"
"Low transfer dependency","2008","Couple + C. LE 16 ","Urban Area","190","0.0773027066239797","0.0661604309844752","0.0884449822634842"
"Low transfer dependency","2008","Couple + C. LE 16 ","Rural Area","114","0.136164420055459","0.114822198735383","0.157506641375534"
"Low transfer dependency","2008","Couple + C. GT 16 ","Urban Area","56","0.0304202458244965","0.0231148084395546","0.0377256832094385"
"Low transfer dependency","2008","Couple + C. GT 16 ","Rural Area","82","0.0806849395106597","0.0658743637574526","0.0954955152638668"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Urban Area","62","0.0819110443786038","0.0636992546793723","0.100122834077835"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Rural Area","44","0.0781987583019427","0.0534748250213469","0.102922691582538"
"High transfer dependency","2008","1-pers.-HH","Urban Area","45","0.0308799653071061","0.0234651854337525","0.0382947451804597"
"High transfer dependency","2008","1-pers.-HH","Rural Area","26","","",""
"High transfer dependency","2008","(Married) couple without C. ","Urban Area","48","0.00942349046011665","0.00666777095791478","0.0121792099623185"
"High transfer dependency","2008","(Married) couple without C. ","Rural Area","25","","",""
"High transfer dependency","2008","Single parent ","Urban Area","39","0.0571632090430095","0.040074803797448","0.074251614288571"
"High transfer dependency","2008","Single parent ","Rural Area","29","","",""
"High transfer dependency","2008","Couple + C. LE 16 ","Urban Area","68","0.0387154125024476","0.0306669141496234","0.0467639108552718"
"High transfer dependency","2008","Couple + C. LE 16 ","Rural Area","30","0.0458701964166681","0.0328516862744047","0.0588887065589315"
"High transfer dependency","2008","Couple + C. GT 16 ","Urban Area","28","","",""
"High transfer dependency","2008","Couple + C. GT 16 ","Rural Area","17","","",""
"High transfer dependency","2008","Couple + C. LE and GT 16","Urban Area","21","","",""
"High transfer dependency","2008","Couple + C. LE and GT 16","Rural Area","5","","",""
"Very high transfer dependency","2008","1-pers.-HH","Urban Area","112","0.0639239384056555","0.0534391805158163","0.0744086962954946"
"Very high transfer dependency","2008","1-pers.-HH","Rural Area","76","0.0796289296069786","0.0623959314765115","0.0968619277374457"
"Very high transfer dependency","2008","(Married) couple without C. ","Urban Area","43","0.0140352232209817","0.0106799687646376","0.0173904776773259"
"Very high transfer dependency","2008","(Married) couple without C. ","Rural Area","28","","",""
"Very high transfer dependency","2008","Single parent ","Urban Area","111","0.188252443290281","0.159478076238868","0.217026810341694"
"Very high transfer dependency","2008","Single parent ","Rural Area","57","0.119903928521611","0.0883054027059189","0.151502454337304"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Urban Area","45","0.0273483470097011","0.0205439267350523","0.0341527672843499"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Rural Area","41","0.0334672842522229","0.0222752051601711","0.0446593633442747"
"Very high transfer dependency","2008","Couple + C. GT 16 ","Urban Area","27","","",""
"Very high transfer dependency","2008","Couple + C. GT 16 ","Rural Area","28","","",""
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Urban Area","20","","",""
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Rural Area","9","","",""
"Very low transfer dependency","2009","1-pers.-HH","Urban Area","1774","0.864665156128631","0.849661819594202","0.879668492663059"
"Very low transfer dependency","2009","1-pers.-HH","Rural Area","769","0.854159892681465","0.831062660253407","0.877257125109523"
"Very low transfer dependency","2009","(Married) couple without C. ","Urban Area","4232","0.957705583228215","0.951753425171062","0.963657741285368"
"Very low transfer dependency","2009","(Married) couple without C. ","Rural Area","2140","0.939783280731458","0.930005838395021","0.949560723067894"
"Very low transfer dependency","2009","Single parent ","Urban Area","447","0.63295222346457","0.595897960744366","0.670006486184773"
"Very low transfer dependency","2009","Single parent ","Rural Area","246","0.685202331072627","0.638070008113814","0.73233465403144"
"Very low transfer dependency","2009","Couple + C. LE 16 ","Urban Area","1649","0.866995354664224","0.851657496370523","0.882333212957925"
"Very low transfer dependency","2009","Couple + C. LE 16 ","Rural Area","792","0.803875122811883","0.778692147366596","0.82905809825717"
"Very low transfer dependency","2009","Couple + C. GT 16 ","Urban Area","1916","0.927513572977933","0.916225762731664","0.938801383224201"
"Very low transfer dependency","2009","Couple + C. GT 16 ","Rural Area","1082","0.863851350482374","0.844559898120584","0.883142802844164"
"Very low transfer dependency","2009","Couple + C. LE and GT 16","Urban Area","746","0.857797872601614","0.834401057771943","0.881194687431285"
