"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1991","Couple + C. LE and GT 16","Rural Area","14","","",""
"High transfer dependency","1991","1-pers.-HH","Urban Area","11","","",""
"High transfer dependency","1991","1-pers.-HH","Rural Area","4","","",""
"High transfer dependency","1991","(Married) couple without C. ","Urban Area","10","","",""
"High transfer dependency","1991","(Married) couple without C. ","Rural Area","","","",""
"High transfer dependency","1991","Single parent ","Urban Area","8","","",""
"High transfer dependency","1991","Single parent ","Rural Area","5","","",""
"High transfer dependency","1991","Couple + C. LE 16 ","Urban Area","18","","",""
"High transfer dependency","1991","Couple + C. LE 16 ","Rural Area","4","","",""
"High transfer dependency","1991","Couple + C. GT 16 ","Urban Area","12","","",""
"High transfer dependency","1991","Couple + C. GT 16 ","Rural Area","","","",""
"High transfer dependency","1991","Couple + C. LE and GT 16","Urban Area","5","","",""
"High transfer dependency","1991","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very high transfer dependency","1991","1-pers.-HH","Urban Area","24","","",""
"Very high transfer dependency","1991","1-pers.-HH","Rural Area","6","","",""
"Very high transfer dependency","1991","(Married) couple without C. ","Urban Area","18","","",""
"Very high transfer dependency","1991","(Married) couple without C. ","Rural Area","2","","",""
"Very high transfer dependency","1991","Single parent ","Urban Area","5","","",""
"Very high transfer dependency","1991","Single parent ","Rural Area","3","","",""
"Very high transfer dependency","1991","Couple + C. LE 16 ","Urban Area","18","","",""
"Very high transfer dependency","1991","Couple + C. LE 16 ","Rural Area","6","","",""
"Very high transfer dependency","1991","Couple + C. GT 16 ","Urban Area","12","","",""
"Very high transfer dependency","1991","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1991","Couple + C. LE and GT 16","Urban Area","3","","",""
"Very high transfer dependency","1991","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very low transfer dependency","1992","1-pers.-HH","Urban Area","920","0.944296861515809","0.929988707033887","0.958605015997732"
"Very low transfer dependency","1992","1-pers.-HH","Rural Area","337","0.955419507031832","0.933767165793989","0.977071848269674"
"Very low transfer dependency","1992","(Married) couple without C. ","Urban Area","2177","0.966222215825116","0.95880681287991","0.973637618770321"
"Very low transfer dependency","1992","(Married) couple without C. ","Rural Area","928","0.953424451339422","0.940237763670226","0.966611139008618"
"Very low transfer dependency","1992","Single parent ","Urban Area","379","0.85759894463719","0.824983183399808","0.890214705874571"
"Very low transfer dependency","1992","Single parent ","Rural Area","161","0.823079053449856","0.769518977129433","0.876639129770279"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Urban Area","1929","0.942885627133031","0.932895968355811","0.952875285910251"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Rural Area","986","0.872021472804266","0.852738873309186","0.891304072299347"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Urban Area","1634","0.97958702624473","0.972896441126756","0.986277611362704"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Rural Area","937","0.954026331685286","0.941059048651729","0.966993614718843"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","712","0.938661101255356","0.921612915831934","0.955709286678779"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","326","0.908919751059217","0.879720712606615","0.938118789511818"
"Low transfer dependency","1992","1-pers.-HH","Urban Area","23","","",""
"Low transfer dependency","1992","1-pers.-HH","Rural Area","3","","",""
"Low transfer dependency","1992","(Married) couple without C. ","Urban Area","56","0.0172425705456277","0.011899328583439","0.0225858125078165"
"Low transfer dependency","1992","(Married) couple without C. ","Rural Area","28","","",""
"Low transfer dependency","1992","Single parent ","Urban Area","29","","",""
"Low transfer dependency","1992","Single parent ","Rural Area","18","","",""
"Low transfer dependency","1992","Couple + C. LE 16 ","Urban Area","94","0.0337061895147203","0.0259373192694021","0.0414750597600384"
"Low transfer dependency","1992","Couple + C. LE 16 ","Rural Area","137","0.100669687641417","0.0833019834405714","0.118037391842262"
"Low transfer dependency","1992","Couple + C. GT 16 ","Urban Area","64","0.017896324177858","0.0116236888953376","0.0241689594603785"
"Low transfer dependency","1992","Couple + C. GT 16 ","Rural Area","49","0.0343330059327733","0.0230588551621175","0.0456071567034291"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","30","0.0420855503484232","0.0278200952796409","0.0563510054172054"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","40","0.0807076674973043","0.0530651309740946","0.108350204020514"
"High transfer dependency","1992","1-pers.-HH","Urban Area","14","","",""
"High transfer dependency","1992","1-pers.-HH","Rural Area","2","","",""
"High transfer dependency","1992","(Married) couple without C. ","Urban Area","25","","",""
"High transfer dependency","1992","(Married) couple without C. ","Rural Area","17","","",""
"High transfer dependency","1992","Single parent ","Urban Area","16","","",""
"High transfer dependency","1992","Single parent ","Rural Area","8","","",""
"High transfer dependency","1992","Couple + C. LE 16 ","Urban Area","32","0.0158707738075804","0.0104908818281615","0.0212506657869993"
"High transfer dependency","1992","Couple + C. LE 16 ","Rural Area","20","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Urban Area","6","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Rural Area","7","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","12","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very high transfer dependency","1992","1-pers.-HH","Urban Area","30","0.0276854964670732","0.0174497609726234","0.0379212319615231"
"Very high transfer dependency","1992","1-pers.-HH","Rural Area","7","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Urban Area","22","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Rural Area","8","","",""
"Very high transfer dependency","1992","Single parent ","Urban Area","17","","",""
"Very high transfer dependency","1992","Single parent ","Rural Area","8","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Urban Area","18","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Rural Area","10","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Urban Area","12","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Rural Area","9","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","7","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","4","","",""
"Very low transfer dependency","1993","1-pers.-HH","Urban Area","950","0.943153000600964","0.928984651178184","0.957321350023744"
"Very low transfer dependency","1993","1-pers.-HH","Rural Area","357","0.919902470995234","0.892788184650487","0.947016757339982"
"Very low transfer dependency","1993","(Married) couple without C. ","Urban Area","2186","0.960228941695614","0.952259772074521","0.968198111316707"
"Very low transfer dependency","1993","(Married) couple without C. ","Rural Area","936","0.941938346537883","0.927551321204587","0.956325371871178"
"Very low transfer dependency","1993","Single parent ","Urban Area","342","0.837878707464328","0.802290174254025","0.87346724067463"
"Very low transfer dependency","1993","Single parent ","Rural Area","144","0.76216856287883","0.702257452073365","0.822079673684295"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Urban Area","1809","0.932912197302936","0.921881656881483","0.943942737724389"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Rural Area","913","0.855256070370919","0.83463194920645","0.875880191535387"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Urban Area","1564","0.96591143303244","0.957200727818327","0.974622138246554"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Rural Area","824","0.937284654886986","0.921479944666669","0.953089365107304"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","732","0.938440766734766","0.921764582703993","0.955116950765539"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","334","0.884141234295675","0.852295042985996","0.915987425605353"
"Low transfer dependency","1993","1-pers.-HH","Urban Area","22","","",""
"Low transfer dependency","1993","1-pers.-HH","Rural Area","11","","",""
"Low transfer dependency","1993","(Married) couple without C. ","Urban Area","74","0.0221604204475082","0.0161574679728374","0.028163372922179"
"Low transfer dependency","1993","(Married) couple without C. ","Rural Area","47","0.0327917402951996","0.0218356071577099","0.0437478734326893"
"Low transfer dependency","1993","Single parent ","Urban Area","26","","",""
"Low transfer dependency","1993","Single parent ","Rural Area","25","","",""
"Low transfer dependency","1993","Couple + C. LE 16 ","Urban Area","108","0.0438522484403038","0.0348238013372461","0.0528806955433614"
"Low transfer dependency","1993","Couple + C. LE 16 ","Rural Area","153","0.100991176330418","0.0833287289177173","0.118653623743118"
"Low transfer dependency","1993","Couple + C. GT 16 ","Urban Area","86","0.0298711392946517","0.0216992796841216","0.0380429989051818"
"Low transfer dependency","1993","Couple + C. GT 16 ","Rural Area","68","0.0544987115242735","0.0397012215081699","0.0692962015403771"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","44","0.0500542732783651","0.0349250503493778","0.0651834962073524"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","45","0.0915645424414111","0.0628671173119621","0.12026196757086"
"High transfer dependency","1993","1-pers.-HH","Urban Area","16","","",""
"High transfer dependency","1993","1-pers.-HH","Rural Area","6","","",""
"High transfer dependency","1993","(Married) couple without C. ","Urban Area","28","","",""
"High transfer dependency","1993","(Married) couple without C. ","Rural Area","22","","",""
"High transfer dependency","1993","Single parent ","Urban Area","20","","",""
"High transfer dependency","1993","Single parent ","Rural Area","7","","",""
"High transfer dependency","1993","Couple + C. LE 16 ","Urban Area","37","0.0158887482292369","0.0103753220861547","0.0214021743723191"
"High transfer dependency","1993","Couple + C. LE 16 ","Rural Area","34","0.0298767390964209","0.0198972744151178","0.039856203777724"
"High transfer dependency","1993","Couple + C. GT 16 ","Urban Area","8","","",""
"High transfer dependency","1993","Couple + C. GT 16 ","Rural Area","8","","",""
"High transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","16","","",""
"High transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","6","","",""
"Very high transfer dependency","1993","1-pers.-HH","Urban Area","38","0.0301091607999745","0.0196526891373386","0.0405656324626104"
"Very high transfer dependency","1993","1-pers.-HH","Rural Area","11","","",""
"Very high transfer dependency","1993","(Married) couple without C. ","Urban Area","22","","",""
"Very high transfer dependency","1993","(Married) couple without C. ","Rural Area","10","","",""
"Very high transfer dependency","1993","Single parent ","Urban Area","24","","",""
"Very high transfer dependency","1993","Single parent ","Rural Area","18","","",""
"Very high transfer dependency","1993","Couple + C. LE 16 ","Urban Area","22","","",""
"Very high transfer dependency","1993","Couple + C. LE 16 ","Rural Area","18","","",""
"Very high transfer dependency","1993","Couple + C. GT 16 ","Urban Area","9","","",""
"Very high transfer dependency","1993","Couple + C. GT 16 ","Rural Area","4","","",""
"Very high transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","6","","",""
