"transab_cat2","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2002","Not Working","(2b) intermediate general qualification","12","","",""
"Low transfer dependency","2002","Not Working","(2a) intermediate vocational","112","0.0761820808941542","0.0611029340589067","0.0912612277294018"
"Low transfer dependency","2002","Not Working","(2c_gen) general maturity certificate","25","","",""
"Low transfer dependency","2002","Not Working","(2c_voc) vocational maturity certificate","41","0.0953657675109443","0.0667952677381903","0.123936267283698"
"Low transfer dependency","2002","Not Working","(3a) lower tertiary education","26","","",""
"Low transfer dependency","2002","Not Working","(3b) higher tertiary education","16","","",""
"High transfer dependency","2002","Full Time","(0) in school","","","",""
"High transfer dependency","2002","Full Time","(1a) inadequately completed","","","",""
"High transfer dependency","2002","Full Time","(1b) general elementary school","9","","",""
"High transfer dependency","2002","Full Time","(1c) basic vocational qualification","4","","",""
"High transfer dependency","2002","Full Time","(2b) intermediate general qualification","4","","",""
"High transfer dependency","2002","Full Time","(2a) intermediate vocational","11","","",""
"High transfer dependency","2002","Full Time","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","2002","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","2002","Full Time","(3a) lower tertiary education","2","","",""
"High transfer dependency","2002","Full Time","(3b) higher tertiary education","","","",""
"High transfer dependency","2002","Part Time","(0) in school","1","","",""
"High transfer dependency","2002","Part Time","(1a) inadequately completed","3","","",""
"High transfer dependency","2002","Part Time","(1b) general elementary school","21","","",""
"High transfer dependency","2002","Part Time","(1c) basic vocational qualification","46","0.0409699005711028","0.0299944810535818","0.0519453200886238"
"High transfer dependency","2002","Part Time","(2b) intermediate general qualification","14","","",""
"High transfer dependency","2002","Part Time","(2a) intermediate vocational","54","0.0478283899394329","0.0365894927298686","0.0590672871489973"
"High transfer dependency","2002","Part Time","(2c_gen) general maturity certificate","13","","",""
"High transfer dependency","2002","Part Time","(2c_voc) vocational maturity certificate","10","","",""
"High transfer dependency","2002","Part Time","(3a) lower tertiary education","4","","",""
"High transfer dependency","2002","Part Time","(3b) higher tertiary education","11","","",""
"High transfer dependency","2002","Not Working","(0) in school","18","","",""
"High transfer dependency","2002","Not Working","(1a) inadequately completed","10","","",""
"High transfer dependency","2002","Not Working","(1b) general elementary school","37","0.0246785115336832","0.0163903360357572","0.0329666870316092"
"High transfer dependency","2002","Not Working","(1c) basic vocational qualification","72","0.0229939719044936","0.0176946240163108","0.0282933197926764"
"High transfer dependency","2002","Not Working","(2b) intermediate general qualification","11","","",""
"High transfer dependency","2002","Not Working","(2a) intermediate vocational","50","0.0435646817067195","0.0319621640275117","0.0551671993859273"
"High transfer dependency","2002","Not Working","(2c_gen) general maturity certificate","12","","",""
"High transfer dependency","2002","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","2002","Not Working","(3a) lower tertiary education","9","","",""
"High transfer dependency","2002","Not Working","(3b) higher tertiary education","6","","",""
"Very high transfer dependency","2002","Full Time","(0) in school","","","",""
"Very high transfer dependency","2002","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","2002","Full Time","(1b) general elementary school","1","","",""
"Very high transfer dependency","2002","Full Time","(1c) basic vocational qualification","1","","",""
"Very high transfer dependency","2002","Full Time","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","2002","Full Time","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","2002","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2002","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2002","Full Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2002","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2002","Part Time","(0) in school","","","",""
"Very high transfer dependency","2002","Part Time","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2002","Part Time","(1b) general elementary school","11","","",""
"Very high transfer dependency","2002","Part Time","(1c) basic vocational qualification","20","","",""
"Very high transfer dependency","2002","Part Time","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","2002","Part Time","(2a) intermediate vocational","11","","",""
"Very high transfer dependency","2002","Part Time","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","2002","Part Time","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","2002","Part Time","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2002","Part Time","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","2002","Not Working","(0) in school","9","","",""
"Very high transfer dependency","2002","Not Working","(1a) inadequately completed","25","","",""
"Very high transfer dependency","2002","Not Working","(1b) general elementary school","79","0.0589405549552027","0.0463588006425667","0.0715223092678387"
"Very high transfer dependency","2002","Not Working","(1c) basic vocational qualification","132","0.0437317583500215","0.0365014778341159","0.0509620388659271"
"Very high transfer dependency","2002","Not Working","(2b) intermediate general qualification","16","","",""
"Very high transfer dependency","2002","Not Working","(2a) intermediate vocational","91","0.0866137560952983","0.0706263563780531","0.102601155812543"
"Very high transfer dependency","2002","Not Working","(2c_gen) general maturity certificate","14","","",""
"Very high transfer dependency","2002","Not Working","(2c_voc) vocational maturity certificate","29","","",""
"Very high transfer dependency","2002","Not Working","(3a) lower tertiary education","15","","",""
"Very high transfer dependency","2002","Not Working","(3b) higher tertiary education","24","","",""
"Very low transfer dependency","2003","Full Time","(0) in school","1","","",""
"Very low transfer dependency","2003","Full Time","(1a) inadequately completed","58","0.869325634488303","0.789216861865337","0.949434407111269"
"Very low transfer dependency","2003","Full Time","(1b) general elementary school","390","0.90888561105283","0.881717618256783","0.936053603848877"
"Very low transfer dependency","2003","Full Time","(1c) basic vocational qualification","1994","0.959849993385902","0.951439761494816","0.968260225276988"
"Very low transfer dependency","2003","Full Time","(2b) intermediate general qualification","196","0.886073758235434","0.844373141086418","0.927774375384451"
"Very low transfer dependency","2003","Full Time","(2a) intermediate vocational","2422","0.949673098297391","0.941199460580526","0.958146736014256"
"Very low transfer dependency","2003","Full Time","(2c_gen) general maturity certificate","155","0.908756566769419","0.865470490484327","0.952042643054512"
"Very low transfer dependency","2003","Full Time","(2c_voc) vocational maturity certificate","716","0.943533678879106","0.927014406677402","0.960052951080809"
"Very low transfer dependency","2003","Full Time","(3a) lower tertiary education","929","0.977443507821245","0.968026172825145","0.986860842817346"
"Very low transfer dependency","2003","Full Time","(3b) higher tertiary education","1526","0.983348503693395","0.976978163796157","0.989718843590634"
"Very low transfer dependency","2003","Part Time","(0) in school","106","0.876295723030847","0.816380552459295","0.936210893602399"
"Very low transfer dependency","2003","Part Time","(1a) inadequately completed","28","","",""
"Very low transfer dependency","2003","Part Time","(1b) general elementary school","343","0.819550151175447","0.78298901742317","0.856111284927724"
"Very low transfer dependency","2003","Part Time","(1c) basic vocational qualification","1011","0.846470953640851","0.826023123265888","0.866918784015815"
"Very low transfer dependency","2003","Part Time","(2b) intermediate general qualification","154","0.732047900529892","0.669401545341839","0.794694255717944"
"Very low transfer dependency","2003","Part Time","(2a) intermediate vocational","1153","0.795465292682921","0.774268085210217","0.816662500155625"
"Very low transfer dependency","2003","Part Time","(2c_gen) general maturity certificate","306","0.832683838805903","0.793690917519418","0.871676760092389"
"Very low transfer dependency","2003","Part Time","(2c_voc) vocational maturity certificate","368","0.839081661979802","0.803981273169023","0.874182050790581"
"Very low transfer dependency","2003","Part Time","(3a) lower tertiary education","276","0.897248434742213","0.863556855225936","0.930940014258491"
"Very low transfer dependency","2003","Part Time","(3b) higher tertiary education","520","0.908639871965321","0.884840355234391","0.932439388696251"
"Very low transfer dependency","2003","Not Working","(0) in school","420","0.812187452285813","0.777816015038137","0.846558889533488"
"Very low transfer dependency","2003","Not Working","(1a) inadequately completed","107","0.577947546418754","0.503041429815312","0.652853663022196"
"Very low transfer dependency","2003","Not Working","(1b) general elementary school","1085","0.852427416613279","0.833095256947979","0.871759576278579"
"Very low transfer dependency","2003","Not Working","(1c) basic vocational qualification","2684","0.889389059670003","0.878200827546337","0.900577291793669"
"Very low transfer dependency","2003","Not Working","(2b) intermediate general qualification","167","0.796873462479989","0.742843296187572","0.850903628772407"
"Very low transfer dependency","2003","Not Working","(2a) intermediate vocational","915","0.807391846748268","0.784737522396484","0.830046171100051"
"Very low transfer dependency","2003","Not Working","(2c_gen) general maturity certificate","271","0.765906063354806","0.720697992295632","0.81111413441398"
"Very low transfer dependency","2003","Not Working","(2c_voc) vocational maturity certificate","336","0.858972875958376","0.824518363623724","0.893427388293027"
"Very low transfer dependency","2003","Not Working","(3a) lower tertiary education","392","0.881397927463944","0.851591424525124","0.911204430402763"
"Very low transfer dependency","2003","Not Working","(3b) higher tertiary education","472","0.883093588083089","0.855370234011441","0.910816942154737"
"Low transfer dependency","2003","Full Time","(0) in school","","","",""
"Low transfer dependency","2003","Full Time","(1a) inadequately completed","9","","",""
"Low transfer dependency","2003","Full Time","(1b) general elementary school","32","0.0748716636505995","0.0500249365913602","0.0997183907098389"
"Low transfer dependency","2003","Full Time","(1c) basic vocational qualification","87","0.0362600645087839","0.0282514444439739","0.044268684573594"
"Low transfer dependency","2003","Full Time","(2b) intermediate general qualification","18","","",""
"Low transfer dependency","2003","Full Time","(2a) intermediate vocational","126","0.0470485012602337","0.0388413767445755","0.0552556257758919"
"Low transfer dependency","2003","Full Time","(2c_gen) general maturity certificate","10","","",""
"Low transfer dependency","2003","Full Time","(2c_voc) vocational maturity certificate","33","0.0554724045092522","0.0390905418589546","0.0718542671595498"
"Low transfer dependency","2003","Full Time","(3a) lower tertiary education","22","","",""
"Low transfer dependency","2003","Full Time","(3b) higher tertiary education","24","","",""
"Low transfer dependency","2003","Part Time","(0) in school","8","","",""
"Low transfer dependency","2003","Part Time","(1a) inadequately completed","9","","",""
"Low transfer dependency","2003","Part Time","(1b) general elementary school","42","0.0835501783060854","0.0572425521283395","0.109857804483831"
"Low transfer dependency","2003","Part Time","(1c) basic vocational qualification","111","0.089478725723256","0.0732885757518549","0.105668875694657"
"Low transfer dependency","2003","Part Time","(2b) intermediate general qualification","20","","",""
"Low transfer dependency","2003","Part Time","(2a) intermediate vocational","150","0.124000807745513","0.106680777903141","0.141320837587885"
"Low transfer dependency","2003","Part Time","(2c_gen) general maturity certificate","29","","",""
"Low transfer dependency","2003","Part Time","(2c_voc) vocational maturity certificate","39","0.125276375516136","0.093655269145821","0.156897481886451"
"Low transfer dependency","2003","Part Time","(3a) lower tertiary education","27","","",""
"Low transfer dependency","2003","Part Time","(3b) higher tertiary education","33","0.058210711373279","0.0388700099572527","0.0775514127893052"
"Low transfer dependency","2003","Not Working","(0) in school","44","0.0995228144878558","0.0731774061400062","0.125868222835705"
"Low transfer dependency","2003","Not Working","(1a) inadequately completed","24","","",""
"Low transfer dependency","2003","Not Working","(1b) general elementary school","99","0.0660535975850836","0.0525154874299415","0.0795917077402258"
"Low transfer dependency","2003","Not Working","(1c) basic vocational qualification","138","0.03792824808498","0.0311142554846668","0.0447422406852931"
"Low transfer dependency","2003","Not Working","(2b) intermediate general qualification","22","","",""
"Low transfer dependency","2003","Not Working","(2a) intermediate vocational","107","0.069220038311358","0.054638241878731","0.0838018347439849"
"Low transfer dependency","2003","Not Working","(2c_gen) general maturity certificate","35","0.0707563917434903","0.0433797123052149","0.0981330711817656"
"Low transfer dependency","2003","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"Low transfer dependency","2003","Not Working","(3a) lower tertiary education","34","0.0712246982812706","0.0475137178719731","0.0949356786905681"
"Low transfer dependency","2003","Not Working","(3b) higher tertiary education","18","","",""
"High transfer dependency","2003","Full Time","(0) in school","","","",""
"High transfer dependency","2003","Full Time","(1a) inadequately completed","1","","",""
"High transfer dependency","2003","Full Time","(1b) general elementary school","8","","",""
"High transfer dependency","2003","Full Time","(1c) basic vocational qualification","10","","",""
"High transfer dependency","2003","Full Time","(2b) intermediate general qualification","8","","",""
"High transfer dependency","2003","Full Time","(2a) intermediate vocational","6","","",""
"High transfer dependency","2003","Full Time","(2c_gen) general maturity certificate","5","","",""
"High transfer dependency","2003","Full Time","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","2003","Full Time","(3a) lower tertiary education","4","","",""
"High transfer dependency","2003","Full Time","(3b) higher tertiary education","","","",""
"High transfer dependency","2003","Part Time","(0) in school","2","","",""
"High transfer dependency","2003","Part Time","(1a) inadequately completed","3","","",""
"High transfer dependency","2003","Part Time","(1b) general elementary school","23","","",""
"High transfer dependency","2003","Part Time","(1c) basic vocational qualification","49","0.0422605247028226","0.0308491736977635","0.0536718757078817"
"High transfer dependency","2003","Part Time","(2b) intermediate general qualification","12","","",""
"High transfer dependency","2003","Part Time","(2a) intermediate vocational","52","0.0462798275453634","0.035239273289301","0.0573203818014258"
"High transfer dependency","2003","Part Time","(2c_gen) general maturity certificate","14","","",""
"High transfer dependency","2003","Part Time","(2c_voc) vocational maturity certificate","10","","",""
"High transfer dependency","2003","Part Time","(3a) lower tertiary education","7","","",""
"High transfer dependency","2003","Part Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","2003","Not Working","(0) in school","14","","",""
"High transfer dependency","2003","Not Working","(1a) inadequately completed","14","","",""
"High transfer dependency","2003","Not Working","(1b) general elementary school","32","0.0180119219599053","0.0107628574514263","0.0252609864683843"
"High transfer dependency","2003","Not Working","(1c) basic vocational qualification","60","0.0181800023577511","0.0134142723039258","0.0229457324115764"
"High transfer dependency","2003","Not Working","(2b) intermediate general qualification","7","","",""
"High transfer dependency","2003","Not Working","(2a) intermediate vocational","46","0.0384922393696476","0.0274403994246618","0.0495440793146334"
"High transfer dependency","2003","Not Working","(2c_gen) general maturity certificate","12","","",""
"High transfer dependency","2003","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","2003","Not Working","(3a) lower tertiary education","8","","",""
"High transfer dependency","2003","Not Working","(3b) higher tertiary education","5","","",""
"Very high transfer dependency","2003","Full Time","(0) in school","","","",""
"Very high transfer dependency","2003","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","2003","Full Time","(1b) general elementary school","1","","",""
"Very high transfer dependency","2003","Full Time","(1c) basic vocational qualification","2","","",""
"Very high transfer dependency","2003","Full Time","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","2003","Full Time","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","2003","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2003","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2003","Full Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2003","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2003","Part Time","(0) in school","","","",""
"Very high transfer dependency","2003","Part Time","(1a) inadequately completed","4","","",""
"Very high transfer dependency","2003","Part Time","(1b) general elementary school","17","","",""
"Very high transfer dependency","2003","Part Time","(1c) basic vocational qualification","23","","",""
"Very high transfer dependency","2003","Part Time","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","2003","Part Time","(2a) intermediate vocational","36","0.034254072026202","0.0246959609737454","0.0438121830786587"
"Very high transfer dependency","2003","Part Time","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","2003","Part Time","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","2003","Part Time","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2003","Part Time","(3b) higher tertiary education","8","","",""
"Very high transfer dependency","2003","Not Working","(0) in school","18","","",""
"Very high transfer dependency","2003","Not Working","(1a) inadequately completed","22","","",""
"Very high transfer dependency","2003","Not Working","(1b) general elementary school","77","0.0635070638417323","0.0502143976547171","0.0767997300287475"
"Very high transfer dependency","2003","Not Working","(1c) basic vocational qualification","137","0.0545026898872659","0.0464051023480265","0.0626002774265054"
"Very high transfer dependency","2003","Not Working","(2b) intermediate general qualification","17","","",""
"Very high transfer dependency","2003","Not Working","(2a) intermediate vocational","96","0.0848958755707269","0.0688837070162828","0.100908044125171"
"Very high transfer dependency","2003","Not Working","(2c_gen) general maturity certificate","19","","",""
"Very high transfer dependency","2003","Not Working","(2c_voc) vocational maturity certificate","27","","",""
"Very high transfer dependency","2003","Not Working","(3a) lower tertiary education","18","","",""
"Very high transfer dependency","2003","Not Working","(3b) higher tertiary education","21","","",""
"Very low transfer dependency","2004","Full Time","(0) in school","1","","",""
"Very low transfer dependency","2004","Full Time","(1a) inadequately completed","47","0.886016965213321","0.802030776578438","0.970003153848204"
"Very low transfer dependency","2004","Full Time","(1b) general elementary school","344","0.875311392606958","0.842607478366041","0.908015306847875"
"Very low transfer dependency","2004","Full Time","(1c) basic vocational qualification","1827","0.950815291032004","0.941152364248696","0.960478217815312"
"Very low transfer dependency","2004","Full Time","(2b) intermediate general qualification","191","0.886562083188161","0.844656638994697","0.928467527381626"
"Very low transfer dependency","2004","Full Time","(2a) intermediate vocational","2315","0.954819859326089","0.946578711793539","0.963061006858639"
"Very low transfer dependency","2004","Full Time","(2c_gen) general maturity certificate","146","0.916213684180063","0.873548314015666","0.95887905434446"
"Very low transfer dependency","2004","Full Time","(2c_voc) vocational maturity certificate","717","0.955609494257756","0.940859479439024","0.970359509076487"
"Very low transfer dependency","2004","Full Time","(3a) lower tertiary education","892","0.974533309110128","0.964347983023357","0.9847186351969"
"Very low transfer dependency","2004","Full Time","(3b) higher tertiary education","1441","0.976369523012178","0.96858346283365","0.984155583190706"
"Very low transfer dependency","2004","Part Time","(0) in school","82","0.851786190447634","0.779181645163837","0.924390735731432"
"Very low transfer dependency","2004","Part Time","(1a) inadequately completed","38","0.709987646833217","0.59006522483762","0.829910068828813"
"Very low transfer dependency","2004","Part Time","(1b) general elementary school","294","0.733441798116225","0.689159764501644","0.777723831730807"
"Very low transfer dependency","2004","Part Time","(1c) basic vocational qualification","995","0.831983216266205","0.810686832909415","0.853279599622996"
"Very low transfer dependency","2004","Part Time","(2b) intermediate general qualification","137","0.757932476011477","0.694104869128147","0.821760082894808"
"Very low transfer dependency","2004","Part Time","(2a) intermediate vocational","1096","0.809484344535423","0.788307256413955","0.830661432656891"
"Very low transfer dependency","2004","Part Time","(2c_gen) general maturity certificate","285","0.809149909754402","0.766686895266651","0.851612924242153"
"Very low transfer dependency","2004","Part Time","(2c_voc) vocational maturity certificate","374","0.833468890529203","0.79809069512543","0.868847085932976"
"Very low transfer dependency","2004","Part Time","(3a) lower tertiary education","292","0.878992471234533","0.843643808544652","0.914341133924413"
"Very low transfer dependency","2004","Part Time","(3b) higher tertiary education","542","0.870338482525742","0.843368876368011","0.897308088683473"
"Very low transfer dependency","2004","Not Working","(0) in school","462","0.814966650517539","0.782244308295858","0.847688992739219"
"Very low transfer dependency","2004","Not Working","(1a) inadequately completed","115","0.747743922363534","0.678700300999559","0.81678754372751"
"Very low transfer dependency","2004","Not Working","(1b) general elementary school","1043","0.844211682184875","0.824034741233515","0.864388623136236"
"Very low transfer dependency","2004","Not Working","(1c) basic vocational qualification","2609","0.889208494992906","0.877862842998509","0.900554146987304"
"Very low transfer dependency","2004","Not Working","(2b) intermediate general qualification","159","0.760753043178778","0.703052021374047","0.818454064983509"
"Very low transfer dependency","2004","Not Working","(2a) intermediate vocational","935","0.789900856906003","0.766966043341238","0.812835670470767"
"Very low transfer dependency","2004","Not Working","(2c_gen) general maturity certificate","283","0.743792708399198","0.698253818528347","0.789331598270049"
"Very low transfer dependency","2004","Not Working","(2c_voc) vocational maturity certificate","326","0.864218610555077","0.830089533810838","0.898347687299317"
"Very low transfer dependency","2004","Not Working","(3a) lower tertiary education","410","0.891795569657183","0.863408252371495","0.920182886942872"
"Very low transfer dependency","2004","Not Working","(3b) higher tertiary education","486","0.872580157053041","0.844325346542465","0.900834967563618"
"Low transfer dependency","2004","Full Time","(0) in school","","","",""
"Low transfer dependency","2004","Full Time","(1a) inadequately completed","8","","",""
"Low transfer dependency","2004","Full Time","(1b) general elementary school","35","0.0888196810059159","0.060657789088779","0.116981572923053"
"Low transfer dependency","2004","Full Time","(1c) basic vocational qualification","90","0.0461733125253621","0.0367960557541526","0.0555505692965716"
"Low transfer dependency","2004","Full Time","(2b) intermediate general qualification","21","","",""
"Low transfer dependency","2004","Full Time","(2a) intermediate vocational","110","0.0360084447540383","0.0286159338360325","0.0434009556720441"
"Low transfer dependency","2004","Full Time","(2c_gen) general maturity certificate","16","","",""
"Low transfer dependency","2004","Full Time","(2c_voc) vocational maturity certificate","29","","",""
"Low transfer dependency","2004","Full Time","(3a) lower tertiary education","24","","",""
"Low transfer dependency","2004","Full Time","(3b) higher tertiary education","18","","",""
"Low transfer dependency","2004","Part Time","(0) in school","7","","",""
"Low transfer dependency","2004","Part Time","(1a) inadequately completed","7","","",""
"Low transfer dependency","2004","Part Time","(1b) general elementary school","45","0.126712511210542","0.0933977218172176","0.160027300603866"
"Low transfer dependency","2004","Part Time","(1c) basic vocational qualification","109","0.0912605516149239","0.0748571667309366","0.107663936498911"
"Low transfer dependency","2004","Part Time","(2b) intermediate general qualification","18","","",""
"Low transfer dependency","2004","Part Time","(2a) intermediate vocational","140","0.114455580088474","0.0972875548524324","0.131623605324516"
"Low transfer dependency","2004","Part Time","(2c_gen) general maturity certificate","29","","",""
"Low transfer dependency","2004","Part Time","(2c_voc) vocational maturity certificate","36","0.10825038320239","0.0787464797388517","0.137754286665928"
"Low transfer dependency","2004","Part Time","(3a) lower tertiary education","26","","",""
"Low transfer dependency","2004","Part Time","(3b) higher tertiary education","42","0.0996518337270731","0.0756041721920147","0.123699495262131"
"Low transfer dependency","2004","Not Working","(0) in school","43","0.106793022206469","0.0807676499273726","0.132818394485565"
"Low transfer dependency","2004","Not Working","(1a) inadequately completed","16","","",""
"Low transfer dependency","2004","Not Working","(1b) general elementary school","82","0.0626734167550388","0.0491884663616162","0.0761583671484614"
"Low transfer dependency","2004","Not Working","(1c) basic vocational qualification","136","0.0402697013204388","0.0331634881224095","0.047375914518468"
"Low transfer dependency","2004","Not Working","(2b) intermediate general qualification","28","","",""
"Low transfer dependency","2004","Not Working","(2a) intermediate vocational","122","0.0757822176231698","0.060882858224806","0.0906815770215336"
"Low transfer dependency","2004","Not Working","(2c_gen) general maturity certificate","43","0.159810620715228","0.121585210812159","0.198036030618297"
"Low transfer dependency","2004","Not Working","(2c_voc) vocational maturity certificate","24","","",""
"Low transfer dependency","2004","Not Working","(3a) lower tertiary education","19","","",""
"Low transfer dependency","2004","Not Working","(3b) higher tertiary education","20","","",""
"High transfer dependency","2004","Full Time","(0) in school","","","",""
"High transfer dependency","2004","Full Time","(1a) inadequately completed","","","",""
"High transfer dependency","2004","Full Time","(1b) general elementary school","11","","",""
"High transfer dependency","2004","Full Time","(1c) basic vocational qualification","6","","",""
"High transfer dependency","2004","Full Time","(2b) intermediate general qualification","6","","",""
"High transfer dependency","2004","Full Time","(2a) intermediate vocational","11","","",""
"High transfer dependency","2004","Full Time","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2004","Full Time","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","2004","Full Time","(3a) lower tertiary education","1","","",""
"High transfer dependency","2004","Full Time","(3b) higher tertiary education","2","","",""
"High transfer dependency","2004","Part Time","(0) in school","2","","",""
"High transfer dependency","2004","Part Time","(1a) inadequately completed","7","","",""
"High transfer dependency","2004","Part Time","(1b) general elementary school","32","0.107872989062458","0.0768046236286809","0.138941354496235"
"High transfer dependency","2004","Part Time","(1c) basic vocational qualification","52","0.0457287160017553","0.0338299295300352","0.0576275024734753"
"High transfer dependency","2004","Part Time","(2b) intermediate general qualification","10","","",""
"High transfer dependency","2004","Part Time","(2a) intermediate vocational","55","0.0486323434814361","0.0370329983063241","0.060231688656548"
"High transfer dependency","2004","Part Time","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","2004","Part Time","(2c_voc) vocational maturity certificate","11","","",""
"High transfer dependency","2004","Part Time","(3a) lower tertiary education","7","","",""
"High transfer dependency","2004","Part Time","(3b) higher tertiary education","8","","",""
"High transfer dependency","2004","Not Working","(0) in school","13","","",""
"High transfer dependency","2004","Not Working","(1a) inadequately completed","6","","",""
"High transfer dependency","2004","Not Working","(1b) general elementary school","34","0.0233356324872579","0.0149363021853043","0.0317349627892114"
"High transfer dependency","2004","Not Working","(1c) basic vocational qualification","57","0.0185461081810952","0.0136692989101888","0.0234229174520015"
"High transfer dependency","2004","Not Working","(2b) intermediate general qualification","7","","",""
"High transfer dependency","2004","Not Working","(2a) intermediate vocational","35","0.0191332969359446","0.011420770194186","0.0268458236777033"
"High transfer dependency","2004","Not Working","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","2004","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"High transfer dependency","2004","Not Working","(3a) lower tertiary education","11","","",""
"High transfer dependency","2004","Not Working","(3b) higher tertiary education","10","","",""
"Very high transfer dependency","2004","Full Time","(0) in school","","","",""
"Very high transfer dependency","2004","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","2004","Full Time","(1b) general elementary school","2","","",""
"Very high transfer dependency","2004","Full Time","(1c) basic vocational qualification","1","","",""
"Very high transfer dependency","2004","Full Time","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","2004","Full Time","(2a) intermediate vocational","4","","",""
"Very high transfer dependency","2004","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2004","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2004","Full Time","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2004","Full Time","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","2004","Part Time","(0) in school","1","","",""
"Very high transfer dependency","2004","Part Time","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2004","Part Time","(1b) general elementary school","12","","",""
"Very high transfer dependency","2004","Part Time","(1c) basic vocational qualification","28","","",""
"Very high transfer dependency","2004","Part Time","(2b) intermediate general qualification","8","","",""
"Very high transfer dependency","2004","Part Time","(2a) intermediate vocational","30","0.0274277318946671","0.018620233534649","0.0362352302546851"
"Very high transfer dependency","2004","Part Time","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","2004","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"Very high transfer dependency","2004","Part Time","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","2004","Part Time","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","2004","Not Working","(0) in school","23","","",""
"Very high transfer dependency","2004","Not Working","(1a) inadequately completed","15","","",""
"Very high transfer dependency","2004","Not Working","(1b) general elementary school","82","0.069779268572828","0.0556044204666896","0.0839541166789664"
"Very high transfer dependency","2004","Not Working","(1c) basic vocational qualification","138","0.0519756955055598","0.0439518175143686","0.0599995734967511"
"Very high transfer dependency","2004","Not Working","(2b) intermediate general qualification","16","","",""
"Very high transfer dependency","2004","Not Working","(2a) intermediate vocational","120","0.115183628534883","0.0972107047054813","0.133156552364285"
"Very high transfer dependency","2004","Not Working","(2c_gen) general maturity certificate","16","","",""
"Very high transfer dependency","2004","Not Working","(2c_voc) vocational maturity certificate","27","","",""
"Very high transfer dependency","2004","Not Working","(3a) lower tertiary education","20","","",""
"Very high transfer dependency","2004","Not Working","(3b) higher tertiary education","19","","",""
"Very low transfer dependency","2005","Full Time","(0) in school","3","","",""
"Very low transfer dependency","2005","Full Time","(1a) inadequately completed","47","0.887454890925142","0.803932445175682","0.970977336674603"
"Very low transfer dependency","2005","Full Time","(1b) general elementary school","311","0.898269912937801","0.866555000815737","0.929984825059865"
"Very low transfer dependency","2005","Full Time","(1c) basic vocational qualification","1728","0.954684676723055","0.945118405580543","0.964250947865568"
"Very low transfer dependency","2005","Full Time","(2b) intermediate general qualification","185","0.856912652755782","0.809887828286439","0.903937477225124"
"Very low transfer dependency","2005","Full Time","(2a) intermediate vocational","2207","0.955872292976053","0.947543783408304","0.964200802543802"
