"transab_cat2","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1984","Full Time","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1984","Full Time","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","Full Time","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","Full Time","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1984","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","Full Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","Part Time","(0) in school","","","",""
"Very high transfer dependency","1984","Part Time","(1a) inadequately completed","1","","",""
"Very high transfer dependency","1984","Part Time","(1b) general elementary school","3","","",""
"Very high transfer dependency","1984","Part Time","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1984","Part Time","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","Part Time","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","Part Time","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1984","Part Time","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1984","Part Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","Part Time","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1984","Not Working","(0) in school","2","","",""
"Very high transfer dependency","1984","Not Working","(1a) inadequately completed","36","0.103676486509349","0.0733832398812256","0.133969733137472"
"Very high transfer dependency","1984","Not Working","(1b) general elementary school","58","0.0337920508839949","0.0246721525162442","0.0429119492517457"
"Very high transfer dependency","1984","Not Working","(1c) basic vocational qualification","53","0.0363286902023815","0.0262880937835495","0.0463692866212135"
"Very high transfer dependency","1984","Not Working","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","1984","Not Working","(2a) intermediate vocational","13","","",""
"Very high transfer dependency","1984","Not Working","(2c_gen) general maturity certificate","12","","",""
"Very high transfer dependency","1984","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"Very high transfer dependency","1984","Not Working","(3a) lower tertiary education","5","","",""
"Very high transfer dependency","1984","Not Working","(3b) higher tertiary education","2","","",""
"Very low transfer dependency","1985","Full Time","(0) in school","","","",""
"Very low transfer dependency","1985","Full Time","(1a) inadequately completed","440","0.982774650645037","0.970753312140098","0.994795989149976"
"Very low transfer dependency","1985","Full Time","(1b) general elementary school","847","0.972724724006394","0.961919829689697","0.98352961832309"
"Very low transfer dependency","1985","Full Time","(1c) basic vocational qualification","1971","0.989499559693142","0.985028910254772","0.993970209131512"
"Very low transfer dependency","1985","Full Time","(2b) intermediate general qualification","131","0.97525801014584","0.949054571800858","1.00146144849082"
"Very low transfer dependency","1985","Full Time","(2a) intermediate vocational","706","0.988383094958584","0.980528877087206","0.996237312829961"
"Very low transfer dependency","1985","Full Time","(2c_gen) general maturity certificate","73","0.995173878077109","0.979489543865939","1.01085821228828"
"Very low transfer dependency","1985","Full Time","(2c_voc) vocational maturity certificate","208","0.989459031960431","0.975776062387731","1.00314200153313"
"Very low transfer dependency","1985","Full Time","(3a) lower tertiary education","159","1","1","1"
"Very low transfer dependency","1985","Full Time","(3b) higher tertiary education","302","0.996256947095749","0.989392430435957","1.00312146375554"
"Very low transfer dependency","1985","Part Time","(0) in school","7","","",""
"Very low transfer dependency","1985","Part Time","(1a) inadequately completed","92","0.849808584723514","0.781146887682334","0.918470281764694"
"Very low transfer dependency","1985","Part Time","(1b) general elementary school","404","0.919571421525309","0.894275265267161","0.944867577783457"
"Very low transfer dependency","1985","Part Time","(1c) basic vocational qualification","559","0.908665288243178","0.8858598850944","0.931470691391956"
"Very low transfer dependency","1985","Part Time","(2b) intermediate general qualification","95","0.935643070768723","0.887786655549832","0.983499485987615"
"Very low transfer dependency","1985","Part Time","(2a) intermediate vocational","233","0.981427418715343","0.964275020934307","0.998579816496379"
"Very low transfer dependency","1985","Part Time","(2c_gen) general maturity certificate","85","0.863875110921426","0.797326000358702","0.93042422148415"
"Very low transfer dependency","1985","Part Time","(2c_voc) vocational maturity certificate","67","0.832581215129943","0.751275517916659","0.913886912343227"
"Very low transfer dependency","1985","Part Time","(3a) lower tertiary education","30","0.934130282367917","0.848185458024975","1.02007510671086"
"Very low transfer dependency","1985","Part Time","(3b) higher tertiary education","112","0.983120853100104","0.959369543007881","1.00687216319233"
"Very low transfer dependency","1985","Not Working","(0) in school","166","0.92635374153349","0.888196619381593","0.964510863685388"
"Very low transfer dependency","1985","Not Working","(1a) inadequately completed","281","0.768236993753519","0.724156502560586","0.812317484946451"
"Very low transfer dependency","1985","Not Working","(1b) general elementary school","1174","0.915031134716601","0.899902815485777","0.930159453947424"
"Very low transfer dependency","1985","Not Working","(1c) basic vocational qualification","1105","0.924416274487081","0.909571541667214","0.939261007306948"
"Very low transfer dependency","1985","Not Working","(2b) intermediate general qualification","217","0.942085596468609","0.912410093510206","0.971761099427012"
"Very low transfer dependency","1985","Not Working","(2a) intermediate vocational","364","0.948672242443811","0.926715572655466","0.970628912232156"
"Very low transfer dependency","1985","Not Working","(2c_gen) general maturity certificate","167","0.86777998058401","0.82023724063364","0.91532272053438"
"Very low transfer dependency","1985","Not Working","(2c_voc) vocational maturity certificate","102","0.882961978780781","0.825204384329896","0.940719573231666"
"Very low transfer dependency","1985","Not Working","(3a) lower tertiary education","50","0.890202716329409","0.809041056762463","0.971364375896354"
"Very low transfer dependency","1985","Not Working","(3b) higher tertiary education","89","0.988794341993473","0.967401017185535","1.01018766680141"
"Low transfer dependency","1985","Full Time","(0) in school","","","",""
"Low transfer dependency","1985","Full Time","(1a) inadequately completed","10","","",""
"Low transfer dependency","1985","Full Time","(1b) general elementary school","23","","",""
"Low transfer dependency","1985","Full Time","(1c) basic vocational qualification","24","","",""
"Low transfer dependency","1985","Full Time","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","1985","Full Time","(2a) intermediate vocational","9","","",""
"Low transfer dependency","1985","Full Time","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1985","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","1985","Full Time","(3a) lower tertiary education","","","",""
"Low transfer dependency","1985","Full Time","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1985","Part Time","(0) in school","","","",""
"Low transfer dependency","1985","Part Time","(1a) inadequately completed","10","","",""
"Low transfer dependency","1985","Part Time","(1b) general elementary school","32","0.0652713723054372","0.0422960956428827","0.0882466489679917"
"Low transfer dependency","1985","Part Time","(1c) basic vocational qualification","34","0.0556580910191733","0.0375093443337662","0.0738068377045804"
"Low transfer dependency","1985","Part Time","(2b) intermediate general qualification","2","","",""
"Low transfer dependency","1985","Part Time","(2a) intermediate vocational","2","","",""
"Low transfer dependency","1985","Part Time","(2c_gen) general maturity certificate","6","","",""
"Low transfer dependency","1985","Part Time","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1985","Part Time","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1985","Part Time","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1985","Not Working","(0) in school","8","","",""
"Low transfer dependency","1985","Not Working","(1a) inadequately completed","34","0.113555278706345","0.0804111770636401","0.146699380349049"
"Low transfer dependency","1985","Not Working","(1b) general elementary school","45","0.0272414618048521","0.0184094312027765","0.0360734924069277"
"Low transfer dependency","1985","Not Working","(1c) basic vocational qualification","50","0.0290276824934823","0.0195993681620254","0.0384559968249392"
"Low transfer dependency","1985","Not Working","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","1985","Not Working","(2a) intermediate vocational","8","","",""
"Low transfer dependency","1985","Not Working","(2c_gen) general maturity certificate","7","","",""
"Low transfer dependency","1985","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Low transfer dependency","1985","Not Working","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1985","Not Working","(3b) higher tertiary education","3","","",""
"High transfer dependency","1985","Full Time","(0) in school","","","",""
"High transfer dependency","1985","Full Time","(1a) inadequately completed","","","",""
"High transfer dependency","1985","Full Time","(1b) general elementary school","3","","",""
"High transfer dependency","1985","Full Time","(1c) basic vocational qualification","2","","",""
"High transfer dependency","1985","Full Time","(2b) intermediate general qualification","","","",""
"High transfer dependency","1985","Full Time","(2a) intermediate vocational","","","",""
"High transfer dependency","1985","Full Time","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1985","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1985","Full Time","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","Full Time","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","Part Time","(0) in school","","","",""
"High transfer dependency","1985","Part Time","(1a) inadequately completed","2","","",""
"High transfer dependency","1985","Part Time","(1b) general elementary school","7","","",""
"High transfer dependency","1985","Part Time","(1c) basic vocational qualification","16","","",""
"High transfer dependency","1985","Part Time","(2b) intermediate general qualification","3","","",""
"High transfer dependency","1985","Part Time","(2a) intermediate vocational","3","","",""
"High transfer dependency","1985","Part Time","(2c_gen) general maturity certificate","8","","",""
"High transfer dependency","1985","Part Time","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","1985","Part Time","(3a) lower tertiary education","1","","",""
"High transfer dependency","1985","Part Time","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","Not Working","(0) in school","2","","",""
"High transfer dependency","1985","Not Working","(1a) inadequately completed","9","","",""
"High transfer dependency","1985","Not Working","(1b) general elementary school","25","","",""
"High transfer dependency","1985","Not Working","(1c) basic vocational qualification","19","","",""
"High transfer dependency","1985","Not Working","(2b) intermediate general qualification","6","","",""
"High transfer dependency","1985","Not Working","(2a) intermediate vocational","1","","",""
"High transfer dependency","1985","Not Working","(2c_gen) general maturity certificate","10","","",""
"High transfer dependency","1985","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1985","Not Working","(3a) lower tertiary education","2","","",""
"High transfer dependency","1985","Not Working","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1985","Full Time","(0) in school","","","",""
"Very high transfer dependency","1985","Full Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","Full Time","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","Full Time","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","Full Time","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","Full Time","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1985","Full Time","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1985","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","Full Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","Full Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","Part Time","(0) in school","","","",""
"Very high transfer dependency","1985","Part Time","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","Part Time","(1b) general elementary school","1","","",""
"Very high transfer dependency","1985","Part Time","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1985","Part Time","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1985","Part Time","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1985","Part Time","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1985","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","Part Time","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","Part Time","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","Not Working","(0) in school","4","","",""
"Very high transfer dependency","1985","Not Working","(1a) inadequately completed","28","","",""
"Very high transfer dependency","1985","Not Working","(1b) general elementary school","61","0.0416131397668632","0.0307781500585986","0.0524481294751279"
"Very high transfer dependency","1985","Not Working","(1c) basic vocational qualification","44","0.0341322012937918","0.0239353651719496","0.0443290374156339"
"Very high transfer dependency","1985","Not Working","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","1985","Not Working","(2a) intermediate vocational","15","","",""
"Very high transfer dependency","1985","Not Working","(2c_gen) general maturity certificate","11","","",""
"Very high transfer dependency","1985","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"Very high transfer dependency","1985","Not Working","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1985","Not Working","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1986","Full Time","(0) in school","","","",""
"Very low transfer dependency","1986","Full Time","(1a) inadequately completed","392","0.975427120210891","0.96034904099634","0.990505199425442"
"Very low transfer dependency","1986","Full Time","(1b) general elementary school","858","0.985384746657956","0.977419560320604","0.993349932995309"
"Very low transfer dependency","1986","Full Time","(1c) basic vocational qualification","1873","0.98423078775334","0.978634911636928","0.989826663869752"
"Very low transfer dependency","1986","Full Time","(2b) intermediate general qualification","139","0.974940529885329","0.949411056917103","1.00047000285355"
"Very low transfer dependency","1986","Full Time","(2a) intermediate vocational","690","0.989889692666826","0.982462797704604","0.997316587629048"
"Very low transfer dependency","1986","Full Time","(2c_gen) general maturity certificate","74","0.998508943864051","0.98977640683032","1.00724148089778"
"Very low transfer dependency","1986","Full Time","(2c_voc) vocational maturity certificate","215","0.986212507434818","0.970803855348972","1.00162115952066"
"Very low transfer dependency","1986","Full Time","(3a) lower tertiary education","150","1","1","1"
"Very low transfer dependency","1986","Full Time","(3b) higher tertiary education","323","0.995559536311782","0.988330936361746","1.00278813626182"
"Very low transfer dependency","1986","Part Time","(0) in school","5","","",""
"Very low transfer dependency","1986","Part Time","(1a) inadequately completed","90","0.844377293529125","0.776325496652533","0.912429090405717"
"Very low transfer dependency","1986","Part Time","(1b) general elementary school","381","0.904385176633805","0.876328824947844","0.932441528319766"
"Very low transfer dependency","1986","Part Time","(1c) basic vocational qualification","526","0.896198631610732","0.871333666773181","0.921063596448283"
"Very low transfer dependency","1986","Part Time","(2b) intermediate general qualification","106","0.957818331447339","0.92025577013934","0.995380892755337"
"Very low transfer dependency","1986","Part Time","(2a) intermediate vocational","220","0.941880213657825","0.911838135484315","0.971922291831335"
"Very low transfer dependency","1986","Part Time","(2c_gen) general maturity certificate","111","0.9077621942008","0.857035844433304","0.958488543968295"
"Very low transfer dependency","1986","Part Time","(2c_voc) vocational maturity certificate","63","0.838753734526092","0.756073183789203","0.92143428526298"
"Very low transfer dependency","1986","Part Time","(3a) lower tertiary education","34","0.830882090550998","0.713235244936899","0.948528936165097"
"Very low transfer dependency","1986","Part Time","(3b) higher tertiary education","89","0.95670037448159","0.914882935006042","0.998517813957138"
"Very low transfer dependency","1986","Not Working","(0) in school","175","0.950451344549448","0.91900983218285","0.981892856916045"
"Very low transfer dependency","1986","Not Working","(1a) inadequately completed","263","0.778829838856913","0.734252870157975","0.823406807555851"
"Very low transfer dependency","1986","Not Working","(1b) general elementary school","1062","0.919408733281355","0.903824602342207","0.934992864220503"
"Very low transfer dependency","1986","Not Working","(1c) basic vocational qualification","1058","0.936395540114473","0.922216383065862","0.950574697163084"
"Very low transfer dependency","1986","Not Working","(2b) intermediate general qualification","192","0.934001917037158","0.900341887542506","0.96766194653181"
"Very low transfer dependency","1986","Not Working","(2a) intermediate vocational","354","0.942505259545321","0.919007126088857","0.966003393001784"
"Very low transfer dependency","1986","Not Working","(2c_gen) general maturity certificate","176","0.860363234852164","0.812682725779195","0.908043743925134"
"Very low transfer dependency","1986","Not Working","(2c_voc) vocational maturity certificate","96","0.857467120633489","0.79357233194335","0.921361909323628"
"Very low transfer dependency","1986","Not Working","(3a) lower tertiary education","52","0.893618504954564","0.813576163457824","0.973660846451304"
"Very low transfer dependency","1986","Not Working","(3b) higher tertiary education","78","0.945144837373836","0.896739130690152","0.993550544057521"
"Low transfer dependency","1986","Full Time","(0) in school","","","",""
"Low transfer dependency","1986","Full Time","(1a) inadequately completed","13","","",""
"Low transfer dependency","1986","Full Time","(1b) general elementary school","14","","",""
"Low transfer dependency","1986","Full Time","(1c) basic vocational qualification","27","","",""
"Low transfer dependency","1986","Full Time","(2b) intermediate general qualification","3","","",""
"Low transfer dependency","1986","Full Time","(2a) intermediate vocational","7","","",""
"Low transfer dependency","1986","Full Time","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1986","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","1986","Full Time","(3a) lower tertiary education","","","",""
"Low transfer dependency","1986","Full Time","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1986","Part Time","(0) in school","","","",""
"Low transfer dependency","1986","Part Time","(1a) inadequately completed","13","","",""
"Low transfer dependency","1986","Part Time","(1b) general elementary school","23","","",""
"Low transfer dependency","1986","Part Time","(1c) basic vocational qualification","39","0.0721168673249176","0.0510281950180669","0.0932055396317683"
"Low transfer dependency","1986","Part Time","(2b) intermediate general qualification","2","","",""
"Low transfer dependency","1986","Part Time","(2a) intermediate vocational","10","","",""
"Low transfer dependency","1986","Part Time","(2c_gen) general maturity certificate","6","","",""
"Low transfer dependency","1986","Part Time","(2c_voc) vocational maturity certificate","8","","",""
"Low transfer dependency","1986","Part Time","(3a) lower tertiary education","5","","",""
"Low transfer dependency","1986","Part Time","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1986","Not Working","(0) in school","3","","",""
"Low transfer dependency","1986","Not Working","(1a) inadequately completed","32","0.0809869769478765","0.0516851701058192","0.110288783789934"
"Low transfer dependency","1986","Not Working","(1b) general elementary school","37","0.0258562641307657","0.0167701394058322","0.0349423888556991"
"Low transfer dependency","1986","Not Working","(1c) basic vocational qualification","28","","",""
"Low transfer dependency","1986","Not Working","(2b) intermediate general qualification","11","","",""
"Low transfer dependency","1986","Not Working","(2a) intermediate vocational","12","","",""
"Low transfer dependency","1986","Not Working","(2c_gen) general maturity certificate","9","","",""
"Low transfer dependency","1986","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"Low transfer dependency","1986","Not Working","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1986","Not Working","(3b) higher tertiary education","1","","",""
"High transfer dependency","1986","Full Time","(0) in school","","","",""
"High transfer dependency","1986","Full Time","(1a) inadequately completed","","","",""
"High transfer dependency","1986","Full Time","(1b) general elementary school","","","",""
"High transfer dependency","1986","Full Time","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1986","Full Time","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1986","Full Time","(2a) intermediate vocational","","","",""
"High transfer dependency","1986","Full Time","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1986","Full Time","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1986","Full Time","(3a) lower tertiary education","","","",""
"High transfer dependency","1986","Full Time","(3b) higher tertiary education","","","",""
"High transfer dependency","1986","Part Time","(0) in school","","","",""
"High transfer dependency","1986","Part Time","(1a) inadequately completed","4","","",""
"High transfer dependency","1986","Part Time","(1b) general elementary school","15","","",""
"High transfer dependency","1986","Part Time","(1c) basic vocational qualification","12","","",""
"High transfer dependency","1986","Part Time","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1986","Part Time","(2a) intermediate vocational","3","","",""
"High transfer dependency","1986","Part Time","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1986","Part Time","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1986","Part Time","(3a) lower tertiary education","","","",""
"High transfer dependency","1986","Part Time","(3b) higher tertiary education","1","","",""
"High transfer dependency","1986","Not Working","(0) in school","2","","",""
"High transfer dependency","1986","Not Working","(1a) inadequately completed","15","","",""
"High transfer dependency","1986","Not Working","(1b) general elementary school","22","","",""
"High transfer dependency","1986","Not Working","(1c) basic vocational qualification","16","","",""
"High transfer dependency","1986","Not Working","(2b) intermediate general qualification","3","","",""
