"transab_cat2","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1985","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1985","66 and older","no migration background","10","","","","2"
"High transfer dependency","1985","35-65 y.","direct migration background","27","","","","2"
"High transfer dependency","1985","16-34 y.","no migration background","37","0.0134509680927688","0.00925690452052247","0.0176450316650151","2"
"High transfer dependency","1985","35-65 y.","no migration background","26","","","","2"
"High transfer dependency","1985","66 and older","direct migration background","","","","","2"
"High transfer dependency","1985","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1985","16-34 y.","direct migration background","64","0.0505652055000166","0.0378739727840476","0.0632564382159857","1"
"Low transfer dependency","1985","16-34 y.","no migration background","101","0.0313522770994861","0.0250074999053528","0.0376970542936194","1"
"Low transfer dependency","1985","16-34 y.","indirect migration background","5","","","","1"
"Low transfer dependency","1985","35-65 y.","direct migration background","87","0.0402136742111465","0.030987998763799","0.0494393496584939","1"
"Low transfer dependency","1985","35-65 y.","indirect migration background","2","","","","1"
"Low transfer dependency","1985","66 and older","no migration background","11","","","","1"
"Low transfer dependency","1985","66 and older","direct migration background","","","","","1"
"Low transfer dependency","1985","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1985","35-65 y.","no migration background","86","0.0218925296615829","0.0173605485395883","0.0264245107835776","1"
"Very high transfer dependency","1985","16-34 y.","no migration background","73","0.0271909922826427","0.021269581088014","0.0331124034772715","3"
"Very high transfer dependency","1985","16-34 y.","indirect migration background","1","","","","3"
"Very high transfer dependency","1985","35-65 y.","no migration background","55","0.0149253085492685","0.0111700220969787","0.0186805950015583","3"
"Very high transfer dependency","1985","35-65 y.","direct migration background","31","0.0278155538600452","0.0200933332237117","0.0355377744963787","3"
"Very high transfer dependency","1985","16-34 y.","direct migration background","24","","","","3"
"Very high transfer dependency","1985","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1985","66 and older","no migration background","3","","","","3"
"Very high transfer dependency","1985","66 and older","direct migration background","3","","","","3"
"Very high transfer dependency","1985","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1985","16-34 y.","no migration background","2687","0.928005762525102","0.918595037039166","0.937416488011039","0"
"Very low transfer dependency","1985","16-34 y.","direct migration background","1025","0.896292274275825","0.878632882994357","0.913951665557293","0"
"Very low transfer dependency","1985","16-34 y.","indirect migration background","113","0.910487531279464","0.859620759692183","0.961354302866745","0"
"Very low transfer dependency","1985","35-65 y.","no migration background","3838","0.955950369577719","0.949595075695654","0.962305663459783","0"
"Very low transfer dependency","1985","35-65 y.","direct migration background","1597","0.915974752329485","0.902946964775605","0.929002539883365","0"
"Very low transfer dependency","1985","35-65 y.","indirect migration background","16","","","","0"
"Very low transfer dependency","1985","66 and older","no migration background","1050","0.975981319936435","0.966824571737828","0.985138068135043","0"
"Very low transfer dependency","1985","66 and older","direct migration background","34","0.938617142742077","0.861275210128728","1.01595907535543","0"
"Very low transfer dependency","1985","66 and older","indirect migration background","5","","","","0"
"High transfer dependency","1986","16-34 y.","no migration background","33","0.0133002375699785","0.0090900106281703","0.0175104645117868","2"
"High transfer dependency","1986","16-34 y.","direct migration background","22","","","","2"
"High transfer dependency","1986","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1986","35-65 y.","direct migration background","27","","","","2"
"High transfer dependency","1986","16-34 y.","indirect migration background","1","","","","2"
"High transfer dependency","1986","66 and older","no migration background","6","","","","2"
"High transfer dependency","1986","66 and older","direct migration background","2","","","","2"
"High transfer dependency","1986","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1986","35-65 y.","no migration background","31","0.00960348699484233","0.0064887099830706","0.0127182640066141","2"
"Low transfer dependency","1986","16-34 y.","direct migration background","66","0.057698703580626","0.0439255828798053","0.0714718242814466","1"
"Low transfer dependency","1986","35-65 y.","indirect migration background","","","","","1"
"Low transfer dependency","1986","66 and older","direct migration background","","","","","1"
"Low transfer dependency","1986","16-34 y.","no migration background","90","0.035187368329619","0.0284156610140241","0.0419590756452139","1"
"Low transfer dependency","1986","35-65 y.","direct migration background","74","0.04113959148668","0.0316535563638786","0.0506256266094814","1"
"Low transfer dependency","1986","16-34 y.","indirect migration background","5","","","","1"
"Low transfer dependency","1986","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1986","35-65 y.","no migration background","86","0.0237433731580385","0.0188808560799796","0.0286058902360975","1"
"Low transfer dependency","1986","66 and older","no migration background","8","","","","1"
"Very high transfer dependency","1986","16-34 y.","no migration background","59","0.0235641723690702","0.0179893473096216","0.0291389974285187","3"
"Very high transfer dependency","1986","35-65 y.","direct migration background","35","0.0291617272854837","0.0211254092782789","0.0371980452926886","3"
"Very high transfer dependency","1986","16-34 y.","indirect migration background","1","","","","3"
"Very high transfer dependency","1986","35-65 y.","no migration background","46","0.0151143899589911","0.0112176974129905","0.0190110825049918","3"
"Very high transfer dependency","1986","16-34 y.","direct migration background","27","","","","3"
"Very high transfer dependency","1986","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1986","66 and older","no migration background","1","","","","3"
"Very high transfer dependency","1986","66 and older","direct migration background","1","","","","3"
"Very high transfer dependency","1986","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1986","16-34 y.","no migration background","2662","0.927948221731332","0.918445073164283","0.937451370298381","0"
"Very low transfer dependency","1986","16-34 y.","direct migration background","986","0.895904420177766","0.877865878861149","0.913942961494383","0"
"Very low transfer dependency","1986","16-34 y.","indirect migration background","122","0.912316744250829","0.863509488192","0.961124000309658","0"
"Very low transfer dependency","1986","35-65 y.","no migration background","3603","0.951538749888128","0.944680418291788","0.958397081484468","0"
"Very low transfer dependency","1986","35-65 y.","direct migration background","1548","0.91738035332641","0.904231331943272","0.930529374709548","0"
"Very low transfer dependency","1986","35-65 y.","indirect migration background","22","","","","0"
"Very low transfer dependency","1986","66 and older","no migration background","974","0.982903375831676","0.974824321273393","0.99098243038996","0"
"Very low transfer dependency","1986","66 and older","direct migration background","47","0.956876688743464","0.900571667501528","1.0131817099854","0"
"Very low transfer dependency","1986","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1987","16-34 y.","direct migration background","21","","","","2"
"High transfer dependency","1987","16-34 y.","no migration background","27","","","","2"
"High transfer dependency","1987","35-65 y.","direct migration background","30","0.0143876275297748","0.00873023933962966","0.02004501571992","2"
"High transfer dependency","1987","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1987","16-34 y.","indirect migration background","","","","","2"
"High transfer dependency","1987","35-65 y.","no migration background","31","0.0091290803169161","0.00604063041636662","0.0122175302174656","2"
"High transfer dependency","1987","66 and older","no migration background","2","","","","2"
"High transfer dependency","1987","66 and older","direct migration background","2","","","","2"
"High transfer dependency","1987","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1987","16-34 y.","no migration background","108","0.038017099906365","0.0309412693264149","0.0450929304863152","1"
"Low transfer dependency","1987","16-34 y.","direct migration background","53","0.0436011539127325","0.0313826862625715","0.0558196215628935","1"
"Low transfer dependency","1987","35-65 y.","direct migration background","65","0.0369241163684716","0.0279652383672734","0.0458829943696698","1"
"Low transfer dependency","1987","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1987","66 and older","direct migration background","","","","","1"
"Low transfer dependency","1987","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1987","16-34 y.","indirect migration background","9","","","","1"
"Low transfer dependency","1987","35-65 y.","no migration background","92","0.0257899202096507","0.020642734781973","0.0309371056373284","1"
"Low transfer dependency","1987","66 and older","no migration background","14","","","","1"
"Very high transfer dependency","1987","16-34 y.","no migration background","48","0.0202026643595544","0.0149969934556063","0.0254083352635026","3"
"Very high transfer dependency","1987","16-34 y.","indirect migration background","2","","","","3"
"Very high transfer dependency","1987","35-65 y.","no migration background","43","0.0150750111884399","0.0111181674009059","0.0190318549759738","3"
"Very high transfer dependency","1987","35-65 y.","direct migration background","32","0.0229966872070694","0.0158755562847056","0.0301178181294333","3"
"Very high transfer dependency","1987","16-34 y.","direct migration background","18","","","","3"
"Very high transfer dependency","1987","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1987","66 and older","no migration background","","","","","3"
"Very high transfer dependency","1987","66 and older","direct migration background","2","","","","3"
"Very high transfer dependency","1987","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1987","16-34 y.","no migration background","2623","0.93113003418281","0.921760362807429","0.940499705558192","0"
"Very low transfer dependency","1987","16-34 y.","direct migration background","981","0.917773232470481","0.901336233330552","0.93421023161041","0"
"Very low transfer dependency","1987","16-34 y.","indirect migration background","135","0.930599539609913","0.889377046361668","0.971822032858157","0"
"Very low transfer dependency","1987","35-65 y.","no migration background","3477","0.950005988284993","0.942929127201352","0.957082849368634","0"
"Very low transfer dependency","1987","35-65 y.","direct migration background","1575","0.925691568894684","0.913231498002352","0.938151639787017","0"
"Very low transfer dependency","1987","35-65 y.","indirect migration background","25","","","","0"
"Very low transfer dependency","1987","66 and older","no migration background","1008","0.981754499015901","0.973557073879557","0.989951924152246","0"
"Very low transfer dependency","1987","66 and older","direct migration background","52","0.929876775003543","0.862996551079195","0.996756998927891","0"
"Very low transfer dependency","1987","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1988","16-34 y.","direct migration background","7","","","","2"
"High transfer dependency","1988","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1988","35-65 y.","direct migration background","19","","","","2"
"High transfer dependency","1988","16-34 y.","no migration background","28","","","","2"
"High transfer dependency","1988","16-34 y.","indirect migration background","4","","","","2"
"High transfer dependency","1988","35-65 y.","no migration background","22","","","","2"
"High transfer dependency","1988","66 and older","no migration background","3","","","","2"
"High transfer dependency","1988","66 and older","direct migration background","2","","","","2"
"High transfer dependency","1988","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1988","16-34 y.","direct migration background","55","0.0416019411840836","0.0292935221331702","0.053910360234997","1"
"Low transfer dependency","1988","35-65 y.","indirect migration background","","","","","1"
"Low transfer dependency","1988","16-34 y.","no migration background","76","0.0326603925266703","0.0258568996809767","0.039463885372364","1"
"Low transfer dependency","1988","35-65 y.","direct migration background","81","0.0490914721540607","0.0384748734878392","0.0597080708202821","1"
"Low transfer dependency","1988","35-65 y.","no migration background","76","0.0232761719792185","0.0182651654075816","0.0282871785508555","1"
"Low transfer dependency","1988","66 and older","direct migration background","","","","","1"
"Low transfer dependency","1988","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1988","16-34 y.","indirect migration background","10","","","","1"
"Low transfer dependency","1988","66 and older","no migration background","5","","","","1"
"Very high transfer dependency","1988","16-34 y.","no migration background","35","0.016333680025282","0.0114819383430783","0.0211854217074857","3"
"Very high transfer dependency","1988","16-34 y.","indirect migration background","6","","","","3"
"Very high transfer dependency","1988","35-65 y.","no migration background","53","0.019859281869876","0.0152225787684778","0.0244959849712743","3"
"Very high transfer dependency","1988","35-65 y.","direct migration background","33","0.0263101695254611","0.0184454155527414","0.0341749234981809","3"
"Very high transfer dependency","1988","16-34 y.","direct migration background","25","","","","3"
"Very high transfer dependency","1988","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1988","66 and older","no migration background","3","","","","3"
"Very high transfer dependency","1988","66 and older","direct migration background","1","","","","3"
"Very high transfer dependency","1988","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1988","16-34 y.","no migration background","2483","0.941272185126105","0.932272832257227","0.950271537994983","0"
"Very low transfer dependency","1988","16-34 y.","direct migration background","924","0.925178027622315","0.908959936192185","0.941396119052444","0"
"Very low transfer dependency","1988","16-34 y.","indirect migration background","173","0.890183050696842","0.846072367483712","0.934293733909972","0"
"Very low transfer dependency","1988","35-65 y.","no migration background","3327","0.94965363041597","0.94238671678733","0.95692054404461","0"
"Very low transfer dependency","1988","35-65 y.","direct migration background","1458","0.915435919398746","0.901764300572521","0.929107538224971","0"
"Very low transfer dependency","1988","35-65 y.","indirect migration background","25","","","","0"
"Very low transfer dependency","1988","66 and older","no migration background","977","0.987839033486293","0.981004690718904","0.994673376253682","0"
"Very low transfer dependency","1988","66 and older","direct migration background","60","0.964050579028829","0.918080666640911","1.01002049141675","0"
"Very low transfer dependency","1988","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1989","16-34 y.","no migration background","32","0.0173765902386033","0.0123256423722766","0.02242753810493","2"
"High transfer dependency","1989","16-34 y.","direct migration background","18","","","","2"
"High transfer dependency","1989","35-65 y.","direct migration background","24","","","","2"
"High transfer dependency","1989","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1989","66 and older","no migration background","4","","","","2"
"High transfer dependency","1989","66 and older","direct migration background","","","","","2"
"High transfer dependency","1989","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1989","16-34 y.","indirect migration background","2","","","","2"
"High transfer dependency","1989","35-65 y.","no migration background","22","","","","2"
"Low transfer dependency","1989","16-34 y.","direct migration background","50","0.0404994391256054","0.0279707696120358","0.0530281086391751","1"
"Low transfer dependency","1989","16-34 y.","no migration background","71","0.0261282717147871","0.0199622752164758","0.0322942682130984","1"
"Low transfer dependency","1989","35-65 y.","direct migration background","78","0.0489119210460321","0.0382363088015647","0.0595875332904995","1"
"Low transfer dependency","1989","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1989","35-65 y.","no migration background","68","0.0201093286238731","0.0153192291698329","0.0248994280779132","1"
"Low transfer dependency","1989","66 and older","direct migration background","1","","","","1"
"Low transfer dependency","1989","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1989","16-34 y.","indirect migration background","11","","","","1"
"Low transfer dependency","1989","66 and older","no migration background","10","","","","1"
"Very high transfer dependency","1989","35-65 y.","no migration background","49","0.0189690948919965","0.0143140745590335","0.0236241152249595","3"
"Very high transfer dependency","1989","35-65 y.","direct migration background","36","0.024629610425089","0.0169579633284893","0.0323012575216886","3"
"Very high transfer dependency","1989","16-34 y.","no migration background","39","0.0193726499504756","0.0140449032458177","0.0247003966551335","3"
"Very high transfer dependency","1989","16-34 y.","direct migration background","17","","","","3"
"Very high transfer dependency","1989","16-34 y.","indirect migration background","4","","","","3"
"Very high transfer dependency","1989","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1989","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","1989","66 and older","direct migration background","1","","","","3"
"Very high transfer dependency","1989","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1989","16-34 y.","no migration background","2429","0.937122488096134","0.927739462379366","0.946505513812902","0"
"Very low transfer dependency","1989","16-34 y.","direct migration background","866","0.921322374274985","0.904210827671453","0.938433920878516","0"
"Very low transfer dependency","1989","16-34 y.","indirect migration background","209","0.90890192522121","0.871386749712321","0.9464171007301","0"
"Very low transfer dependency","1989","35-65 y.","no migration background","3160","0.95276995116213","0.945531258190859","0.9600086441334","0"
"Very low transfer dependency","1989","35-65 y.","direct migration background","1430","0.913320379645509","0.899393778542666","0.927246980748353","0"
"Very low transfer dependency","1989","35-65 y.","indirect migration background","26","","","","0"
"Very low transfer dependency","1989","66 and older","no migration background","939","0.984491565174617","0.976654808009434","0.992328322339801","0"
"Very low transfer dependency","1989","66 and older","direct migration background","67","0.972349990157403","0.933661436180284","1.01103854413452","0"
"Very low transfer dependency","1989","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1990","16-34 y.","no migration background","24","","","","2"
"High transfer dependency","1990","16-34 y.","direct migration background","18","","","","2"
"High transfer dependency","1990","35-65 y.","direct migration background","22","","","","2"
"High transfer dependency","1990","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1990","66 and older","no migration background","4","","","","2"
"High transfer dependency","1990","66 and older","direct migration background","4","","","","2"
"High transfer dependency","1990","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1990","16-34 y.","indirect migration background","","","","","2"
"High transfer dependency","1990","35-65 y.","no migration background","27","","","","2"
"Low transfer dependency","1990","16-34 y.","no migration background","71","0.0313820601591298","0.0244938044050887","0.0382703159131709","1"
"Low transfer dependency","1990","16-34 y.","direct migration background","41","0.0436563465434329","0.0303586893873632","0.0569540036995026","1"
"Low transfer dependency","1990","35-65 y.","direct migration background","57","0.0333402213993906","0.0243711011816206","0.0423093416171606","1"
"Low transfer dependency","1990","35-65 y.","indirect migration background","","","","","1"
"Low transfer dependency","1990","35-65 y.","no migration background","53","0.0162069792514657","0.0118408595823062","0.0205730989206252","1"
"Low transfer dependency","1990","16-34 y.","indirect migration background","13","","","","1"
"Low transfer dependency","1990","66 and older","direct migration background","1","","","","1"
"Low transfer dependency","1990","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1990","66 and older","no migration background","11","","","","1"
"Very high transfer dependency","1990","35-65 y.","direct migration background","40","0.0287203607519264","0.0203759462561017","0.0370647752477511","3"
"Very high transfer dependency","1990","35-65 y.","no migration background","32","0.0133671551222933","0.0093962454629496","0.0173380647816369","3"
"Very high transfer dependency","1990","16-34 y.","no migration background","22","","","","3"
"Very high transfer dependency","1990","16-34 y.","direct migration background","18","","","","3"
"Very high transfer dependency","1990","16-34 y.","indirect migration background","4","","","","3"
"Very high transfer dependency","1990","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1990","66 and older","no migration background","1","","","","3"
"Very high transfer dependency","1990","66 and older","direct migration background","","","","","3"
"Very high transfer dependency","1990","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1990","16-34 y.","no migration background","2344","0.944311933246972","0.93525187282987","0.953371993664074","0"
"Very low transfer dependency","1990","16-34 y.","direct migration background","830","0.915690461108517","0.897608016243717","0.933772905973317","0"
"Very low transfer dependency","1990","16-34 y.","indirect migration background","246","0.941138795266744","0.912693422580737","0.969584167952752","0"
"Very low transfer dependency","1990","35-65 y.","no migration background","3101","0.961549267323435","0.954900658085049","0.968197876561821","0"
"Very low transfer dependency","1990","35-65 y.","direct migration background","1420","0.924153051269981","0.910925794353658","0.937380308186304","0"
"Very low transfer dependency","1990","35-65 y.","indirect migration background","24","","","","0"
"Very low transfer dependency","1990","66 and older","no migration background","956","0.985413893949346","0.977876972610484","0.992950815288208","0"
"Very low transfer dependency","1990","66 and older","direct migration background","76","0.967351791747935","0.928650320267185","1.00605326322868","0"
"Very low transfer dependency","1990","66 and older","indirect migration background","5","","","","0"
"High transfer dependency","1991","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1991","16-34 y.","no migration background","26","","","","2"
"High transfer dependency","1991","35-65 y.","direct migration background","18","","","","2"
"High transfer dependency","1991","66 and older","direct migration background","4","","","","2"
"High transfer dependency","1991","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1991","16-34 y.","direct migration background","11","","","","2"
"High transfer dependency","1991","16-34 y.","indirect migration background","2","","","","2"
"High transfer dependency","1991","35-65 y.","no migration background","26","","","","2"
"High transfer dependency","1991","66 and older","no migration background","4","","","","2"
"Low transfer dependency","1991","16-34 y.","no migration background","73","0.0321342868255518","0.0250977119137292","0.0391708617373745","1"
"Low transfer dependency","1991","16-34 y.","direct migration background","45","0.0617034839215532","0.0457514057351984","0.0776555621079081","1"
"Low transfer dependency","1991","35-65 y.","direct migration background","69","0.0452405301960544","0.0347889962756049","0.0556920641165039","1"
"Low transfer dependency","1991","35-65 y.","no migration background","65","0.0197113916794817","0.0149004041312865","0.0245223792276768","1"
"Low transfer dependency","1991","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1991","66 and older","direct migration background","4","","","","1"
"Low transfer dependency","1991","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1991","16-34 y.","indirect migration background","15","","","","1"
"Low transfer dependency","1991","66 and older","no migration background","8","","","","1"
"Very high transfer dependency","1991","35-65 y.","no migration background","30","0.0134810096357864","0.00948972642268589","0.0174722928488869","3"
"Very high transfer dependency","1991","35-65 y.","direct migration background","26","","","","3"
"Very high transfer dependency","1991","16-34 y.","no migration background","25","","","","3"
"Very high transfer dependency","1991","16-34 y.","direct migration background","18","","","","3"
"Very high transfer dependency","1991","16-34 y.","indirect migration background","10","","","","3"
"Very high transfer dependency","1991","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1991","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","1991","66 and older","direct migration background","","","","","3"
"Very high transfer dependency","1991","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1991","16-34 y.","no migration background","2289","0.9423512916379","0.933051555300806","0.951651027974993","0"
"Very low transfer dependency","1991","16-34 y.","direct migration background","800","0.90441487906538","0.884922207248603","0.923907550882158","0"
"Very low transfer dependency","1991","16-34 y.","indirect migration background","291","0.912803340653986","0.88179538996072","0.943811291347251","0"
"Very low transfer dependency","1991","35-65 y.","no migration background","3086","0.958402389060021","0.951491932373972","0.96531284574607","0"
"Very low transfer dependency","1991","35-65 y.","direct migration background","1406","0.931320523707762","0.918602129602359","0.944038917813165","0"
"Very low transfer dependency","1991","35-65 y.","indirect migration background","25","","","","0"
"Very low transfer dependency","1991","66 and older","no migration background","958","0.98368367699776","0.975719262796735","0.991648091198786","0"
"Very low transfer dependency","1991","66 and older","direct migration background","90","0.963133059248236","0.925825507612759","1.00044061088371","0"
"Very low transfer dependency","1991","66 and older","indirect migration background","5","","","","0"
"High transfer dependency","1992","16-34 y.","no migration background","61","0.0191525937473723","0.0147658023863503","0.0235393851083943","2"
"High transfer dependency","1992","35-65 y.","direct migration background","22","","","","2"
"High transfer dependency","1992","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1992","66 and older","direct migration background","4","","","","2"
"High transfer dependency","1992","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1992","16-34 y.","direct migration background","11","","","","2"
"High transfer dependency","1992","16-34 y.","indirect migration background","4","","","","2"
"High transfer dependency","1992","35-65 y.","no migration background","62","0.00978703865126158","0.00713093817926429","0.0124431391232589","2"
"High transfer dependency","1992","66 and older","no migration background","4","","","","2"
"Low transfer dependency","1992","16-34 y.","no migration background","283","0.0564341853691124","0.0490485189852951","0.0638198517529297","1"
"Low transfer dependency","1992","16-34 y.","direct migration background","41","0.0362051207200454","0.0235952216371911","0.0488150198028997","1"
"Low transfer dependency","1992","35-65 y.","direct migration background","75","0.037154960787011","0.0278109715561046","0.0464989500179174","1"
"Low transfer dependency","1992","35-65 y.","no migration background","212","0.0289667560836365","0.0244417254426148","0.0334917867246582","1"
"Low transfer dependency","1992","35-65 y.","indirect migration background","","","","","1"
"Low transfer dependency","1992","66 and older","direct migration background","5","","","","1"
"Low transfer dependency","1992","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1992","16-34 y.","indirect migration background","24","","","","1"
"Low transfer dependency","1992","66 and older","no migration background","2","","","","1"
"Very high transfer dependency","1992","16-34 y.","no migration background","47","0.0168361375962028","0.0127183243728979","0.0209539508195077","3"
"Very high transfer dependency","1992","35-65 y.","no migration background","41","0.0133526141802654","0.0102557748147439","0.0164494535457868","3"
"Very high transfer dependency","1992","35-65 y.","direct migration background","33","0.0160389859186581","0.00983282366224814","0.022245148175068","3"
"Very high transfer dependency","1992","16-34 y.","direct migration background","22","","","","3"
"Very high transfer dependency","1992","16-34 y.","indirect migration background","12","","","","3"
"Very high transfer dependency","1992","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1992","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","1992","66 and older","direct migration background","1","","","","3"
"Very high transfer dependency","1992","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1992","16-34 y.","no migration background","3359","0.907577083287313","0.898307417999561","0.916846748575064","0"
"Very low transfer dependency","1992","16-34 y.","direct migration background","769","0.924142468610245","0.906269235456372","0.942015701764118","0"
"Very low transfer dependency","1992","16-34 y.","indirect migration background","336","0.894450949186448","0.863393942235925","0.925507956136971","0"
"Very low transfer dependency","1992","35-65 y.","no migration background","4962","0.947893591084837","0.941897338632762","0.953889843536911","0"
"Very low transfer dependency","1992","35-65 y.","direct migration background","1444","0.934334503700009","0.922097769234645","0.946571238165373","0"
"Very low transfer dependency","1992","35-65 y.","indirect migration background","27","","","","0"
"Very low transfer dependency","1992","66 and older","no migration background","1329","0.994576707522363","0.990640000973564","0.998513414071161","0"
"Very low transfer dependency","1992","66 and older","direct migration background","129","0.95887307091352","0.925860116433598","0.991886025393443","0"
"Very low transfer dependency","1992","66 and older","indirect migration background","4","","","","0"
