"year","bula_h","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","Saxony-Anhalt","Male","87.6","87.6","432","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Schleswig-Holstein","Female","87.6","87.6","331","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Schleswig-Holstein","Male","87.6","87.6","300","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Thuringia","Female","87.6","87.6","479","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Thuringia","Male","87.6","87.6","453","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2008","Baden-Württemberg","Female","89.6","89.6","1252","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Baden-Württemberg","Male","89.6","89.6","1156","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Bavaria","Female","89.6","89.6","1477","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Bavaria","Male","89.6","89.6","1336","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Berlin","Female","89.6","89.6","396","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Berlin","Male","89.6","89.6","333","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Brandenburg","Female","89.6","89.6","436","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Brandenburg","Male","89.6","89.6","399","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Bremen","Female","89.6","89.6","76","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Bremen","Male","89.6","89.6","64","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Hamburg","Female","89.6","89.6","153","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Hamburg","Male","89.6","89.6","134","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Hesse","Female","89.6","89.6","694","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Hesse","Male","89.6","89.6","648","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Lower Saxony","Female","89.6","89.6","920","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Lower Saxony","Male","89.6","89.6","863","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Mecklenburg-Western Pomerania","Female","89.6","89.6","261","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Mecklenburg-Western Pomerania","Male","89.6","89.6","237","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","North Rhine-Westphalia","Female","89.6","89.6","2102","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","North Rhine-Westphalia","Male","89.6","89.6","1895","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Rhineland-Palatinate,Saarland","Female","89.6","89.6","617","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Rhineland-Palatinate,Saarland","Male","89.6","89.6","505","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Saxony","Female","89.6","89.6","737","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Saxony","Male","89.6","89.6","712","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Saxony-Anhalt","Female","89.6","89.6","425","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Saxony-Anhalt","Male","89.6","89.6","402","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Schleswig-Holstein","Female","89.6","89.6","299","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Schleswig-Holstein","Male","89.6","89.6","270","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Thuringia","Female","89.6","89.6","456","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","Thuringia","Male","89.6","89.6","431","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2009","Baden-Württemberg","Female","91.9","91.9","1117","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Baden-Württemberg","Male","91.9","91.9","1034","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Bavaria","Female","91.9","91.9","1397","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Bavaria","Male","91.9","91.9","1272","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Berlin","Female","91.9","91.9","371","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Berlin","Male","91.9","91.9","326","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Brandenburg","Female","91.9","91.9","416","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Brandenburg","Male","91.9","91.9","386","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Bremen","Female","91.9","91.9","64","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Bremen","Male","91.9","91.9","56","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Hamburg","Female","91.9","91.9","145","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Hamburg","Male","91.9","91.9","128","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Hesse","Female","91.9","91.9","644","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Hesse","Male","91.9","91.9","597","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Lower Saxony","Female","91.9","91.9","863","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Lower Saxony","Male","91.9","91.9","801","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Mecklenburg-Western Pomerania","Female","91.9","91.9","251","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Mecklenburg-Western Pomerania","Male","91.9","91.9","228","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","North Rhine-Westphalia","Female","91.9","91.9","1933","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","North Rhine-Westphalia","Male","91.9","91.9","1772","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Rhineland-Palatinate,Saarland","Female","91.9","91.9","570","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Rhineland-Palatinate,Saarland","Male","91.9","91.9","481","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Saxony","Female","91.9","91.9","702","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Saxony","Male","91.9","91.9","678","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Saxony-Anhalt","Female","91.9","91.9","406","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Saxony-Anhalt","Male","91.9","91.9","370","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Schleswig-Holstein","Female","91.9","91.9","273","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Schleswig-Holstein","Male","91.9","91.9","252","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Thuringia","Female","91.9","91.9","436","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","Thuringia","Male","91.9","91.9","394","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2010","Baden-Württemberg","Female","92.2","92.2","1601","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Baden-Württemberg","Male","92.2","92.2","1361","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Bavaria","Female","92.2","92.2","2008","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Bavaria","Male","92.2","92.2","1653","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Berlin","Female","92.2","92.2","530","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Berlin","Male","92.2","92.2","404","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Brandenburg","Female","92.2","92.2","533","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Brandenburg","Male","92.2","92.2","442","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Bremen","Female","92.2","92.2","98","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Bremen","Male","92.2","92.2","76","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Hamburg","Female","92.2","92.2","224","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Hamburg","Male","92.2","92.2","173","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Hesse","Female","92.2","92.2","912","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Hesse","Male","92.2","92.2","798","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Lower Saxony","Female","92.2","92.2","1226","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Lower Saxony","Male","92.2","92.2","1016","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Mecklenburg-Western Pomerania","Female","92.2","92.2","336","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Mecklenburg-Western Pomerania","Male","92.2","92.2","268","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","North Rhine-Westphalia","Female","92.2","92.2","2761","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","North Rhine-Westphalia","Male","92.2","92.2","2325","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Rhineland-Palatinate,Saarland","Female","92.2","92.2","754","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Rhineland-Palatinate,Saarland","Male","92.2","92.2","609","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Saxony","Female","92.2","92.2","881","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Saxony","Male","92.2","92.2","814","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Saxony-Anhalt","Female","92.2","92.2","512","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Saxony-Anhalt","Male","92.2","92.2","404","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Schleswig-Holstein","Female","92.2","92.2","404","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Schleswig-Holstein","Male","92.2","92.2","345","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Thuringia","Female","92.2","92.2","520","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","Thuringia","Male","92.2","92.2","444","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2011","Baden-Württemberg","Female","93.2","93.2","1967","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Baden-Württemberg","Male","93.2","93.2","1661","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Bavaria","Female","93.2","93.2","2496","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Bavaria","Male","93.2","93.2","2044","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Berlin","Female","93.2","93.2","583","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Berlin","Male","93.2","93.2","449","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Brandenburg","Female","93.2","93.2","634","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Brandenburg","Male","93.2","93.2","529","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Bremen","Female","93.2","93.2","110","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Bremen","Male","93.2","93.2","85","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Hamburg","Female","93.2","93.2","243","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Hamburg","Male","93.2","93.2","197","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Hesse","Female","93.2","93.2","1099","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Hesse","Male","93.2","93.2","921","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Lower Saxony","Female","93.2","93.2","1479","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Lower Saxony","Male","93.2","93.2","1222","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Mecklenburg-Western Pomerania","Female","93.2","93.2","371","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Mecklenburg-Western Pomerania","Male","93.2","93.2","303","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","North Rhine-Westphalia","Female","93.2","93.2","3191","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","North Rhine-Westphalia","Male","93.2","93.2","2671","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Rhineland-Palatinate,Saarland","Female","93.2","93.2","905","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Rhineland-Palatinate,Saarland","Male","93.2","93.2","735","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Saxony","Female","93.2","93.2","983","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Saxony","Male","93.2","93.2","884","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Saxony-Anhalt","Female","93.2","93.2","612","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Saxony-Anhalt","Male","93.2","93.2","509","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Schleswig-Holstein","Female","93.2","93.2","552","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Schleswig-Holstein","Male","93.2","93.2","459","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Thuringia","Female","93.2","93.2","610","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","Thuringia","Male","93.2","93.2","511","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2012","Baden-Württemberg","Female","95.2","95.2","1850","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Baden-Württemberg","Male","95.2","95.2","1570","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Bavaria","Female","95.2","95.2","2449","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Bavaria","Male","95.2","95.2","2023","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Berlin","Female","95.2","95.2","591","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Berlin","Male","95.2","95.2","469","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Brandenburg","Female","95.2","95.2","605","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Brandenburg","Male","95.2","95.2","510","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Bremen","Female","95.2","95.2","112","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Bremen","Male","95.2","95.2","88","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Hamburg","Female","95.2","95.2","249","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Hamburg","Male","95.2","95.2","197","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Hesse","Female","95.2","95.2","1071","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Hesse","Male","95.2","95.2","881","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Lower Saxony","Female","95.2","95.2","1428","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Lower Saxony","Male","95.2","95.2","1207","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Mecklenburg-Western Pomerania","Female","95.2","95.2","358","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Mecklenburg-Western Pomerania","Male","95.2","95.2","294","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","North Rhine-Westphalia","Female","95.2","95.2","3093","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","North Rhine-Westphalia","Male","95.2","95.2","2582","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Rhineland-Palatinate,Saarland","Female","95.2","95.2","887","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Rhineland-Palatinate,Saarland","Male","95.2","95.2","722","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Saxony","Female","95.2","95.2","984","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Saxony","Male","95.2","95.2","894","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Saxony-Anhalt","Female","95.2","95.2","581","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Saxony-Anhalt","Male","95.2","95.2","474","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Schleswig-Holstein","Female","95.2","95.2","554","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Schleswig-Holstein","Male","95.2","95.2","451","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Thuringia","Female","95.2","95.2","604","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","Thuringia","Male","95.2","95.2","498","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2013","Baden-Württemberg","Female","97.1","97.1","2090","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Baden-Württemberg","Male","97.1","97.1","1769","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Bavaria","Female","97.1","97.1","2739","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Bavaria","Male","97.1","97.1","2268","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Berlin","Female","97.1","97.1","662","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Berlin","Male","97.1","97.1","532","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Brandenburg","Female","97.1","97.1","627","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Brandenburg","Male","97.1","97.1","525","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Bremen","Female","97.1","97.1","138","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Bremen","Male","97.1","97.1","109","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Hamburg","Female","97.1","97.1","315","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Hamburg","Male","97.1","97.1","260","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Hesse","Female","97.1","97.1","1223","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Hesse","Male","97.1","97.1","1029","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Lower Saxony","Female","97.1","97.1","1599","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Lower Saxony","Male","97.1","97.1","1378","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Mecklenburg-Western Pomerania","Female","97.1","97.1","345","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Mecklenburg-Western Pomerania","Male","97.1","97.1","275","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","North Rhine-Westphalia","Female","97.1","97.1","3538","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","North Rhine-Westphalia","Male","97.1","97.1","3007","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Rhineland-Palatinate,Saarland","Female","97.1","97.1","984","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Rhineland-Palatinate,Saarland","Male","97.1","97.1","827","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Saxony","Female","97.1","97.1","956","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Saxony","Male","97.1","97.1","861","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Saxony-Anhalt","Female","97.1","97.1","598","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Saxony-Anhalt","Male","97.1","97.1","496","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Schleswig-Holstein","Female","97.1","97.1","606","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Schleswig-Holstein","Male","97.1","97.1","492","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Thuringia","Female","97.1","97.1","587","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","Thuringia","Male","97.1","97.1","481","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2014","Baden-Württemberg","Female","98.5","98.5","1774","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Baden-Württemberg","Male","98.5","98.5","1539","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Bavaria","Female","98.5","98.5","2445","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Bavaria","Male","98.5","98.5","2068","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Berlin","Female","98.5","98.5","556","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Berlin","Male","98.5","98.5","459","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Brandenburg","Female","98.5","98.5","570","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Brandenburg","Male","98.5","98.5","479","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Bremen","Female","98.5","98.5","125","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Bremen","Male","98.5","98.5","96","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Hamburg","Female","98.5","98.5","245","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Hamburg","Male","98.5","98.5","211","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Hesse","Female","98.5","98.5","1033","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Hesse","Male","98.5","98.5","909","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Lower Saxony","Female","98.5","98.5","1419","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Lower Saxony","Male","98.5","98.5","1255","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Mecklenburg-Western Pomerania","Female","98.5","98.5","318","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Mecklenburg-Western Pomerania","Male","98.5","98.5","255","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","North Rhine-Westphalia","Female","98.5","98.5","3137","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","North Rhine-Westphalia","Male","98.5","98.5","2654","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Rhineland-Palatinate,Saarland","Female","98.5","98.5","884","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Rhineland-Palatinate,Saarland","Male","98.5","98.5","745","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Saxony","Female","98.5","98.5","867","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Saxony","Male","98.5","98.5","780","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Saxony-Anhalt","Female","98.5","98.5","534","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Saxony-Anhalt","Male","98.5","98.5","447","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Schleswig-Holstein","Female","98.5","98.5","534","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Schleswig-Holstein","Male","98.5","98.5","423","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Thuringia","Female","98.5","98.5","563","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","Thuringia","Male","98.5","98.5","462","98.5","98.5","98.5","98.5","98.5","98.5"
