"year","migback","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1999","no migration background","78.79","78.6","10933","78.78","78.8","78.5999984741211","78.5999984741211","78.5999984741211","79.5"
"2000","direct migration background","79.13","79.1","3344","79.13","79.13","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","indirect migration background","79.12","79.1","831","79.11","79.13","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","no migration background","79.25","79.1","20091","79.25","79.25","79.0999984741211","79.0999984741211","79.0999984741211","79.8000030517578"
"2001","direct migration background","79.9","79.9","2945","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","indirect migration background","79.9","79.9","777","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","no migration background","79.9","79.9","18341","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2002","direct migration background","81.5","81.5","2820","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","indirect migration background","81.5","81.5","784","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","no migration background","81.5","81.5","19553","81.5","81.5","81.5","81.5","81.5","81.5"
"2003","direct migration background","82.6","82.6","2645","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","indirect migration background","82.6","82.6","790","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","no migration background","82.6","82.6","18862","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2004","direct migration background","83.5","83.5","2552","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","indirect migration background","83.5","83.5","811","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","no migration background","83.5","83.5","18370","83.5","83.5","83.5","83.5","83.5","83.5"
"2005","direct migration background","84.9","84.9","2384","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","indirect migration background","84.9","84.9","835","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","no migration background","84.9","84.9","17593","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2006","direct migration background","86.2","86.2","2399","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","indirect migration background","86.2","86.2","863","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","no migration background","86.2","86.2","19119","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2007","direct migration background","87.6","87.6","2149","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","indirect migration background","87.6","87.6","845","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","no migration background","87.6","87.6","17971","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2008","direct migration background","89.6","89.6","1920","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","indirect migration background","89.6","89.6","830","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2008","no migration background","89.6","89.6","16936","89.6","89.6","89.5999984741211","89.5999984741211","89.5999984741211","89.5999984741211"
"2009","direct migration background","91.9","91.9","1676","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","indirect migration background","91.9","91.9","757","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2009","no migration background","91.9","91.9","15930","91.9","91.9","91.9000015258789","91.9000015258789","91.9000015258789","91.9000015258789"
"2010","direct migration background","92.2","92.2","2921","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","indirect migration background","92.2","92.2","1228","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2010","no migration background","92.2","92.2","20283","92.2","92.2","92.1999969482422","92.1999969482422","92.1999969482422","92.1999969482422"
"2011","direct migration background","93.2","93.2","3280","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","indirect migration background","93.2","93.2","1410","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2011","no migration background","93.2","93.2","24325","93.2","93.2","93.1999969482422","93.1999969482422","93.1999969482422","93.1999969482422"
"2012","direct migration background","95.2","95.2","3071","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","indirect migration background","95.2","95.2","1374","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2012","no migration background","95.2","95.2","23831","95.2","95.2","95.1999969482422","95.1999969482422","95.1999969482422","95.1999969482422"
"2013","direct migration background","97.1","97.1","6429","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","indirect migration background","97.1","97.1","2237","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2013","no migration background","97.1","97.1","22650","97.1","97.1","97.0999984741211","97.0999984741211","97.0999984741211","97.0999984741211"
"2014","direct migration background","98.5","98.5","5182","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","indirect migration background","98.5","98.5","1933","98.5","98.5","98.5","98.5","98.5","98.5"
"2014","no migration background","98.5","98.5","20671","98.5","98.5","98.5","98.5","98.5","98.5"
"2015","direct migration background","99.5","99.5","5997","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","indirect migration background","99.5","99.5","1808","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","no migration background","99.5","99.5","19707","99.5","99.5","99.5","99.5","99.5","99.5"
"2016","direct migration background","100","100","9370","100","100","100","100","100","100"
"2016","indirect migration background","100","100","1688","100","100","100","100","100","100"
"2016","no migration background","100","100","18343","100","100","100","100","100","100"
"2017","direct migration background","100.5","100.5","10369","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","indirect migration background","100.5","100.5","1839","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","no migration background","100.5","100.5","20698","100.5","100.5","100.5","100.5","100.5","100.5"
"2018","direct migration background","102","102","8898","102","102","102","102","102","102"
"2018","indirect migration background","102","102","1819","102","102","102","102","102","102"
"2018","no migration background","102","102","19963","102","102","102","102","102","102"
"2019","direct migration background","103.8","103.8","7815","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","indirect migration background","103.8","103.8","1782","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","no migration background","103.8","103.8","20622","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
