"pli0092_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2011","Saxony-Anhalt","66","0.0705358019768445","0.0553908445040407","0.0856807594496483"
"Min 1x per month","2011","Thuringia","79","0.0685406478027558","0.053663000222349","0.0834182953831626"
"Rarely","2011","Schleswig-Holstein","172","0.166024571487652","0.142739563089151","0.189309579886152"
"Rarely","2011","Hamburg","52","0.106537626431041","0.0773765530649985","0.135698699797084"
"Rarely","2011","Lower Saxony","404","0.143557077579644","0.13018671449427","0.156927440665018"
"Rarely","2011","Bremen","32","0.130326806430067","0.082330025878231","0.178323586981903"
"Rarely","2011","North Rhine-Westphalia","880","0.160287360485843","0.150788188215019","0.169786532756668"
"Rarely","2011","Hesse","330","0.16311284001969","0.146772733761792","0.179452946277588"
"Rarely","2011","Rhineland-Palatinate,Saarland","249","0.160440995758632","0.142496823120019","0.178385168397246"
"Rarely","2011","Baden-Württemberg","538","0.147963610657019","0.136262230391709","0.159664990922328"
"Rarely","2011","Bavaria","764","0.176412494366305","0.165181686472671","0.18764330225994"
"Rarely","2011","Berlin","171","0.161012426327354","0.138412412828085","0.183612439826622"
"Rarely","2011","Brandenburg","220","0.19545982153789","0.172500534380723","0.218419108695057"
"Rarely","2011","Mecklenburg-Western Pomerania","97","0.136964307231648","0.110774205973035","0.163154408490261"
"Rarely","2011","Saxony","341","0.197747564419603","0.179543501826891","0.215951627012314"
"Rarely","2011","Saxony-Anhalt","168","0.154781129348732","0.133387201890601","0.176175056806863"
"Rarely","2011","Thuringia","178","0.134582188050592","0.114487331141853","0.15467704495933"
"Never","2011","Schleswig-Holstein","387","0.374941080911612","0.344647153589942","0.405235008233282"
"Never","2011","Hamburg","174","0.4493679690657","0.402351971503267","0.496383966628133"
"Never","2011","Lower Saxony","1051","0.398000975085497","0.37933624790354","0.416665702267455"
"Never","2011","Bremen","79","0.415754121657222","0.345490052166725","0.486018191147718"
"Never","2011","North Rhine-Westphalia","2402","0.418040815107785","0.405269771541243","0.430811858674327"
"Never","2011","Hesse","689","0.360422463861679","0.339188558582729","0.381656369140629"
"Never","2011","Rhineland-Palatinate,Saarland","711","0.449740487879164","0.425418171948948","0.47406280380938"
"Never","2011","Baden-Württemberg","1286","0.368538691100166","0.352640581802345","0.384436800397987"
"Never","2011","Bavaria","1584","0.378594768608804","0.364303650437243","0.392885886780365"
"Never","2011","Berlin","365","0.381186869689732","0.35132273308717","0.411051006292294"
"Never","2011","Brandenburg","572","0.468320450614038","0.439430132653862","0.497210768574215"
"Never","2011","Mecklenburg-Western Pomerania","334","0.511140014292595","0.473061387169551","0.549218641415639"
"Never","2011","Saxony","805","0.416701989006518","0.394169183873157","0.43923479413988"
"Never","2011","Saxony-Anhalt","586","0.521595062257564","0.492048192118042","0.551141932397086"
"Never","2011","Thuringia","560","0.533793120036781","0.504419732449367","0.563166507624196"
"Daily","2012","Schleswig-Holstein","","","",""
"Daily","2012","Hamburg","","","",""
"Daily","2012","Lower Saxony","","","",""
"Daily","2012","Bremen","","","",""
"Daily","2012","North Rhine-Westphalia","","","",""
"Daily","2012","Hesse","","","",""
"Daily","2012","Rhineland-Palatinate,Saarland","","","",""
"Daily","2012","Baden-Württemberg","","","",""
"Daily","2012","Bavaria","","","",""
"Daily","2012","Berlin","","","",""
"Daily","2012","Brandenburg","","","",""
"Daily","2012","Mecklenburg-Western Pomerania","","","",""
"Daily","2012","Saxony","","","",""
"Daily","2012","Saxony-Anhalt","","","",""
"Daily","2012","Thuringia","","","",""
"Min 1x per week","2012","Schleswig-Holstein","","","",""
"Min 1x per week","2012","Hamburg","","","",""
"Min 1x per week","2012","Lower Saxony","","","",""
"Min 1x per week","2012","Bremen","","","",""
"Min 1x per week","2012","North Rhine-Westphalia","","","",""
"Min 1x per week","2012","Hesse","","","",""
"Min 1x per week","2012","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2012","Baden-Württemberg","","","",""
"Min 1x per week","2012","Bavaria","","","",""
"Min 1x per week","2012","Berlin","","","",""
"Min 1x per week","2012","Brandenburg","","","",""
"Min 1x per week","2012","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2012","Saxony","","","",""
"Min 1x per week","2012","Saxony-Anhalt","","","",""
"Min 1x per week","2012","Thuringia","","","",""
"Min 1x per month","2012","Schleswig-Holstein","","","",""
"Min 1x per month","2012","Hamburg","","","",""
"Min 1x per month","2012","Lower Saxony","","","",""
"Min 1x per month","2012","Bremen","","","",""
"Min 1x per month","2012","North Rhine-Westphalia","","","",""
"Min 1x per month","2012","Hesse","","","",""
"Min 1x per month","2012","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2012","Baden-Württemberg","","","",""
"Min 1x per month","2012","Bavaria","","","",""
"Min 1x per month","2012","Berlin","","","",""
"Min 1x per month","2012","Brandenburg","","","",""
"Min 1x per month","2012","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2012","Saxony","","","",""
"Min 1x per month","2012","Saxony-Anhalt","","","",""
"Min 1x per month","2012","Thuringia","","","",""
"Rarely","2012","Schleswig-Holstein","","","",""
"Rarely","2012","Hamburg","","","",""
"Rarely","2012","Lower Saxony","","","",""
"Rarely","2012","Bremen","","","",""
"Rarely","2012","North Rhine-Westphalia","","","",""
"Rarely","2012","Hesse","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2012","Baden-Württemberg","","","",""
"Rarely","2012","Bavaria","","","",""
"Rarely","2012","Berlin","","","",""
"Rarely","2012","Brandenburg","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","","","",""
"Rarely","2012","Saxony","","","",""
"Rarely","2012","Saxony-Anhalt","","","",""
"Rarely","2012","Thuringia","","","",""
"Never","2012","Schleswig-Holstein","","","",""
"Never","2012","Hamburg","","","",""
"Never","2012","Lower Saxony","","","",""
"Never","2012","Bremen","","","",""
"Never","2012","North Rhine-Westphalia","","","",""
"Never","2012","Hesse","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","","","",""
"Never","2012","Baden-Württemberg","","","",""
"Never","2012","Bavaria","","","",""
"Never","2012","Berlin","","","",""
"Never","2012","Brandenburg","","","",""
"Never","2012","Mecklenburg-Western Pomerania","","","",""
"Never","2012","Saxony","","","",""
"Never","2012","Saxony-Anhalt","","","",""
"Never","2012","Thuringia","","","",""
"Daily","2013","Schleswig-Holstein","163","0.195241153310438","0.169373121624716","0.221109184996161"
"Daily","2013","Hamburg","54","0.118609919518099","0.0870424221597008","0.150177416876497"
"Daily","2013","Lower Saxony","351","0.148230708817078","0.13416641469858","0.162295002935576"
"Daily","2013","Bremen","","","",""
"Daily","2013","North Rhine-Westphalia","730","0.142886449502605","0.133281884371555","0.152491014633654"
"Daily","2013","Hesse","260","0.160033256519439","0.142880034937583","0.177186478101295"
"Daily","2013","Rhineland-Palatinate,Saarland","177","0.114299373907694","0.0977329577272486","0.130865790088139"
"Daily","2013","Baden-Württemberg","445","0.166000138332582","0.152703361208138","0.179296915457026"
"Daily","2013","Bavaria","584","0.139773664694473","0.1290493319108","0.150497997478147"
"Daily","2013","Berlin","150","0.185831018474903","0.161552285795756","0.21010975115405"
"Daily","2013","Brandenburg","100","0.101543428351503","0.0830252996126004","0.120061557090406"
"Daily","2013","Mecklenburg-Western Pomerania","78","0.149288864653068","0.120532972141075","0.178044757165061"
"Daily","2013","Saxony","201","0.130007279344825","0.114053154916666","0.145961403772983"
"Daily","2013","Saxony-Anhalt","106","0.114249145441606","0.0941469808220334","0.134351310061179"
"Daily","2013","Thuringia","105","0.110276618780103","0.0908137984601021","0.129739439100103"
"Min 1x per week","2013","Schleswig-Holstein","272","0.311056866125567","0.2808464709327","0.341267261318433"
"Min 1x per week","2013","Hamburg","147","0.341524629040665","0.295225123825601","0.387824134255729"
"Min 1x per week","2013","Lower Saxony","878","0.380594400944832","0.361376470422407","0.399812331467258"
"Min 1x per week","2013","Bremen","70","0.321904130534165","0.254397255626279","0.389411005442052"
"Min 1x per week","2013","North Rhine-Westphalia","1719","0.34402316299707","0.330985459580589","0.357060866413552"
"Min 1x per week","2013","Hesse","665","0.368726743033013","0.346154716870706","0.39129876919532"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","444","0.338788916719879","0.314145675660074","0.363432157779684"
"Min 1x per week","2013","Baden-Württemberg","1157","0.372774311397849","0.355494297721682","0.390054325074016"
"Min 1x per week","2013","Bavaria","1431","0.334851326549046","0.320255233762745","0.349447419335347"
"Min 1x per week","2013","Berlin","336","0.321379861977062","0.292230279731859","0.350529444222265"
"Min 1x per week","2013","Brandenburg","299","0.282291138938902","0.254695184440082","0.309887093437722"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","160","0.256297897284686","0.221069400545491","0.29152639402388"
"Min 1x per week","2013","Saxony","515","0.306841673177002","0.284963818966871","0.328719527387133"
"Min 1x per week","2013","Saxony-Anhalt","238","0.25474958021546","0.227215637268039","0.282283523162881"
"Min 1x per week","2013","Thuringia","245","0.221075948312674","0.1952916773731","0.246860219252247"
"Min 1x per month","2013","Schleswig-Holstein","34","0.0406260490705822","0.0277423350049145","0.05350976313625"
"Min 1x per month","2013","Hamburg","","","",""
"Min 1x per month","2013","Lower Saxony","105","0.0380465354770483","0.0304743290007207","0.0456187419533758"
"Min 1x per month","2013","Bremen","","","",""
"Min 1x per month","2013","North Rhine-Westphalia","220","0.0447266820730463","0.0390537162399594","0.0503996479061333"
"Min 1x per month","2013","Hesse","92","0.0539823954821117","0.0434097123586111","0.0645550786056122"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","66","0.0549540848088627","0.0430884873617247","0.0668196822560007"
"Min 1x per month","2013","Baden-Württemberg","138","0.0471981653685367","0.0396198438593991","0.0547764868776742"
"Min 1x per month","2013","Bavaria","263","0.0713672862466966","0.0634052743922189","0.0793292981011743"
"Min 1x per month","2013","Berlin","55","0.0535704674983826","0.039515932104349","0.0676250028924161"
"Min 1x per month","2013","Brandenburg","41","0.0413974407803739","0.0291842629148897","0.0536106186458581"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","34","0.0610648691537955","0.0417436024671395","0.0803861358404515"
"Min 1x per month","2013","Saxony","101","0.0547081413996556","0.0439201579977365","0.0654961248015747"
"Min 1x per month","2013","Saxony-Anhalt","34","0.0366718750319202","0.0247946705640067","0.0485490794998336"
"Min 1x per month","2013","Thuringia","45","0.0491090319542856","0.0356819203580682","0.062536143550503"
"Rarely","2013","Schleswig-Holstein","110","0.109547296136841","0.0891650950427004","0.129929497230983"
"Rarely","2013","Hamburg","46","0.118071906312693","0.0865664739414398","0.149577338683947"
"Rarely","2013","Lower Saxony","359","0.1355336854576","0.121985363157599","0.149082007757602"
"Rarely","2013","Bremen","30","0.198197396879358","0.140597476440269","0.255797317318446"
"Rarely","2013","North Rhine-Westphalia","688","0.140561662006239","0.131022640976744","0.150100683035734"
"Rarely","2013","Hesse","224","0.118351847246076","0.103239055355119","0.133464639137033"
"Rarely","2013","Rhineland-Palatinate,Saarland","204","0.131743305760813","0.114133623719102","0.149352987802524"
"Rarely","2013","Baden-Württemberg","397","0.127794651387885","0.115863705207452","0.139725597568317"
"Rarely","2013","Bavaria","593","0.140648130149748","0.129895771711595","0.1514004885879"
"Rarely","2013","Berlin","141","0.138324568377786","0.116775368441977","0.159873768313595"
"Rarely","2013","Brandenburg","184","0.190486531865193","0.166411502814845","0.214561560915541"
"Rarely","2013","Mecklenburg-Western Pomerania","61","0.143307862832303","0.115035019585223","0.171580706079383"
"Rarely","2013","Saxony","282","0.189030922877944","0.1704571596482","0.207604686107688"
"Rarely","2013","Saxony-Anhalt","170","0.173020159245469","0.149116941364114","0.196923377126825"
"Rarely","2013","Thuringia","176","0.165965146697905","0.142847847307737","0.189082446088074"
"Never","2013","Schleswig-Holstein","323","0.343528635356571","0.31253773542077","0.374519535292373"
"Never","2013","Hamburg","135","0.35077614773132","0.304184525851172","0.397367769611468"
"Never","2013","Lower Saxony","759","0.297594669303441","0.279498179963445","0.315691158643437"
"Never","2013","Bremen","52","0.233132891640234","0.172038547043664","0.294227236236803"
"Never","2013","North Rhine-Westphalia","1743","0.32780204342104","0.314919031009769","0.340685055832311"
"Never","2013","Hesse","514","0.29890575771936","0.277488450262139","0.320323065176581"
"Never","2013","Rhineland-Palatinate,Saarland","526","0.360214318802752","0.335218871666732","0.385209765938772"
"Never","2013","Baden-Württemberg","871","0.286232733513147","0.270079958732114","0.302385508294181"
"Never","2013","Bavaria","1145","0.313359592360037","0.299013374740541","0.327705809979532"
"Never","2013","Berlin","304","0.300894083671867","0.272266285514044","0.32952188182969"
"Never","2013","Brandenburg","398","0.384281460064028","0.354459342728868","0.414103577399188"
"Never","2013","Mecklenburg-Western Pomerania","257","0.390040506076148","0.350683012019367","0.42939800013293"
"Never","2013","Saxony","608","0.319411983200574","0.297293818779225","0.341530147621923"
"Never","2013","Saxony-Anhalt","414","0.421309240065544","0.390107104385009","0.45251137574608"
"Never","2013","Thuringia","424","0.453573254255033","0.422639954952319","0.484506553557746"
"Daily","2014","Schleswig-Holstein","","","",""
"Daily","2014","Hamburg","","","",""
"Daily","2014","Lower Saxony","","","",""
"Daily","2014","Bremen","","","",""
"Daily","2014","North Rhine-Westphalia","","","",""
"Daily","2014","Hesse","","","",""
"Daily","2014","Rhineland-Palatinate,Saarland","","","",""
"Daily","2014","Baden-Württemberg","","","",""
"Daily","2014","Bavaria","","","",""
"Daily","2014","Berlin","","","",""
"Daily","2014","Brandenburg","","","",""
"Daily","2014","Mecklenburg-Western Pomerania","","","",""
"Daily","2014","Saxony","","","",""
"Daily","2014","Saxony-Anhalt","","","",""
"Daily","2014","Thuringia","","","",""
"Min 1x per week","2014","Schleswig-Holstein","","","",""
"Min 1x per week","2014","Hamburg","","","",""
"Min 1x per week","2014","Lower Saxony","","","",""
"Min 1x per week","2014","Bremen","","","",""
"Min 1x per week","2014","North Rhine-Westphalia","","","",""
"Min 1x per week","2014","Hesse","","","",""
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2014","Baden-Württemberg","","","",""
"Min 1x per week","2014","Bavaria","","","",""
"Min 1x per week","2014","Berlin","","","",""
"Min 1x per week","2014","Brandenburg","","","",""
"Min 1x per week","2014","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2014","Saxony","","","",""
"Min 1x per week","2014","Saxony-Anhalt","","","",""
"Min 1x per week","2014","Thuringia","","","",""
"Min 1x per month","2014","Schleswig-Holstein","","","",""
"Min 1x per month","2014","Hamburg","","","",""
"Min 1x per month","2014","Lower Saxony","","","",""
"Min 1x per month","2014","Bremen","","","",""
"Min 1x per month","2014","North Rhine-Westphalia","","","",""
"Min 1x per month","2014","Hesse","","","",""
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2014","Baden-Württemberg","","","",""
"Min 1x per month","2014","Bavaria","","","",""
"Min 1x per month","2014","Berlin","","","",""
"Min 1x per month","2014","Brandenburg","","","",""
"Min 1x per month","2014","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2014","Saxony","","","",""
"Min 1x per month","2014","Saxony-Anhalt","","","",""
"Min 1x per month","2014","Thuringia","","","",""
"Rarely","2014","Schleswig-Holstein","","","",""
"Rarely","2014","Hamburg","","","",""
"Rarely","2014","Lower Saxony","","","",""
"Rarely","2014","Bremen","","","",""
"Rarely","2014","North Rhine-Westphalia","","","",""
"Rarely","2014","Hesse","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2014","Baden-Württemberg","","","",""
"Rarely","2014","Bavaria","","","",""
"Rarely","2014","Berlin","","","",""
"Rarely","2014","Brandenburg","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","","","",""
"Rarely","2014","Saxony","","","",""
"Rarely","2014","Saxony-Anhalt","","","",""
"Rarely","2014","Thuringia","","","",""
"Never","2014","Schleswig-Holstein","","","",""
"Never","2014","Hamburg","","","",""
"Never","2014","Lower Saxony","","","",""
"Never","2014","Bremen","","","",""
"Never","2014","North Rhine-Westphalia","","","",""
"Never","2014","Hesse","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","","","",""
"Never","2014","Baden-Württemberg","","","",""
"Never","2014","Bavaria","","","",""
"Never","2014","Berlin","","","",""
"Never","2014","Brandenburg","","","",""
"Never","2014","Mecklenburg-Western Pomerania","","","",""
"Never","2014","Saxony","","","",""
"Never","2014","Saxony-Anhalt","","","",""
"Never","2014","Thuringia","","","",""
"Daily","2015","Schleswig-Holstein","","","",""
"Daily","2015","Hamburg","","","",""
"Daily","2015","Lower Saxony","","","",""
"Daily","2015","Bremen","","","",""
"Daily","2015","North Rhine-Westphalia","","","",""
"Daily","2015","Hesse","","","",""
"Daily","2015","Rhineland-Palatinate,Saarland","","","",""
"Daily","2015","Baden-Württemberg","","","",""
"Daily","2015","Bavaria","","","",""
"Daily","2015","Berlin","","","",""
"Daily","2015","Brandenburg","","","",""
"Daily","2015","Mecklenburg-Western Pomerania","","","",""
"Daily","2015","Saxony","","","",""
"Daily","2015","Saxony-Anhalt","","","",""
"Daily","2015","Thuringia","","","",""
"Min 1x per week","2015","Schleswig-Holstein","389","0.479745062989036","0.447069484517007","0.512420641461066"
"Min 1x per week","2015","Hamburg","218","0.45993967727982","0.414640200226598","0.505239154333042"
"Min 1x per week","2015","Lower Saxony","1152","0.466764075147324","0.447624325660519","0.48590382463413"
"Min 1x per week","2015","Bremen","87","0.511145045833955","0.439113237930843","0.583176853737068"
"Min 1x per week","2015","North Rhine-Westphalia","2424","0.43574146413125","0.422748699875254","0.448734228387245"
"Min 1x per week","2015","Hesse","899","0.477856165201082","0.45534846099893","0.500363869403234"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","603","0.369844254281138","0.346255584144632","0.393432924417645"
"Min 1x per week","2015","Baden-Württemberg","1441","0.468295507831047","0.451081718299831","0.485509297362263"
"Min 1x per week","2015","Bavaria","1936","0.440959229531836","0.426277120366354","0.455641338697317"
"Min 1x per week","2015","Berlin","479","0.498982763363517","0.467915309920033","0.530050216807001"
"Min 1x per week","2015","Brandenburg","313","0.326478908439007","0.297559422478204","0.355398394399809"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","197","0.331631138787101","0.292602990868145","0.370659286706058"
"Min 1x per week","2015","Saxony","570","0.373311462137982","0.349185425604638","0.397437498671327"
"Min 1x per week","2015","Saxony-Anhalt","285","0.292576502758032","0.262804275037791","0.322348730478273"
"Min 1x per week","2015","Thuringia","295","0.303460027363517","0.274660821405644","0.332259233321391"
"Min 1x per month","2015","Schleswig-Holstein","44","0.0355085649371374","0.0234046553552377","0.0476124745190371"
"Min 1x per month","2015","Hamburg","","","",""
"Min 1x per month","2015","Lower Saxony","121","0.0494284446692735","0.0411125550312251","0.0577443343073219"
"Min 1x per month","2015","Bremen","","","",""
"Min 1x per month","2015","North Rhine-Westphalia","260","0.05420725271668","0.0482742474491447","0.0601402579842152"
"Min 1x per month","2015","Hesse","85","0.0495514909593123","0.0397728120685866","0.059330169850038"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","65","0.0503776216224413","0.0396904109808098","0.0610648322640729"
"Min 1x per month","2015","Baden-Württemberg","221","0.0625159530839133","0.0541645643502749","0.0708673418175517"
"Min 1x per month","2015","Bavaria","290","0.0691310060676253","0.0616295043959992","0.0766325077392514"
"Min 1x per month","2015","Berlin","51","0.0482136846895025","0.0349032744684827","0.0615240949105223"
"Min 1x per month","2015","Brandenburg","54","0.0326281301378047","0.0216714186929514","0.0435848415826581"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2015","Saxony","117","0.0738168620543836","0.0607746677008425","0.0868590564079247"
"Min 1x per month","2015","Saxony-Anhalt","39","0.0542897673307339","0.039461517184377","0.0691180174770907"
"Min 1x per month","2015","Thuringia","52","0.043656228494903","0.0308569093267773","0.0564555476630287"
"Rarely","2015","Schleswig-Holstein","132","0.173295671981625","0.148539762471675","0.198051581491574"
"Rarely","2015","Hamburg","54","0.0912169406932259","0.0650477990928656","0.117386082293586"
"Rarely","2015","Lower Saxony","343","0.114250980088909","0.102046672500994","0.126455287676825"
"Rarely","2015","Bremen","","","",""
"Rarely","2015","North Rhine-Westphalia","718","0.129226950281253","0.120437188950038","0.138016711612467"
"Rarely","2015","Hesse","267","0.134724377174886","0.119339718989851","0.150109035359922"
"Rarely","2015","Rhineland-Palatinate,Saarland","251","0.146172895886135","0.128911001186981","0.16343479058529"
"Rarely","2015","Baden-Württemberg","449","0.132200929511984","0.120516482251677","0.143885376772291"
"Rarely","2015","Bavaria","641","0.144435817611957","0.134040656161007","0.154830979062906"
"Rarely","2015","Berlin","132","0.109227069663054","0.0898456673166321","0.128608472009475"
"Rarely","2015","Brandenburg","157","0.16593152212794","0.142988389971736","0.188874654284144"
"Rarely","2015","Mecklenburg-Western Pomerania","68","0.156285429646155","0.126183162394538","0.186387696897772"
"Rarely","2015","Saxony","209","0.140972832437587","0.123614995453061","0.158330669422114"
"Rarely","2015","Saxony-Anhalt","107","0.119208922251996","0.0980037061046538","0.140414138399337"
"Rarely","2015","Thuringia","143","0.140483423180907","0.118716531592937","0.162250314768877"
"Never","2015","Schleswig-Holstein","333","0.311450700092201","0.28116259531982","0.341738804864583"
"Never","2015","Hamburg","173","0.394050160644336","0.349636588309926","0.438463732978745"
"Never","2015","Lower Saxony","994","0.369556500094493","0.351038616670296","0.38807438351869"
"Never","2015","Bremen","70","0.339538601226866","0.271299935823886","0.407777266629847"
"Never","2015","North Rhine-Westphalia","2193","0.380824332870818","0.368100518311519","0.393548147430117"
"Never","2015","Hesse","641","0.33786796666472","0.316555518814724","0.359180414514715"
"Never","2015","Rhineland-Palatinate,Saarland","690","0.433605228210285","0.409390648137749","0.457819808282821"
"Never","2015","Baden-Württemberg","1117","0.336987609573056","0.320681546541475","0.353293672604636"
"Never","2015","Bavaria","1526","0.345473946788582","0.331412221500546","0.359535672076618"
"Never","2015","Berlin","333","0.343576482283927","0.314068444482586","0.373084520085268"
"Never","2015","Brandenburg","486","0.474961439295249","0.444164172134268","0.505758706456229"
"Never","2015","Mecklenburg-Western Pomerania","268","0.454845918638483","0.413566461998984","0.496125375277982"
"Never","2015","Saxony","648","0.411898843370047","0.38734916843197","0.436448518308124"
"Never","2015","Saxony-Anhalt","466","0.533924807659239","0.501279564096858","0.56657005122162"
"Never","2015","Thuringia","489","0.512400320960673","0.481089594274675","0.54371104764667"
"Daily","2016","Schleswig-Holstein","","","",""
"Daily","2016","Hamburg","","","",""
"Daily","2016","Lower Saxony","","","",""
"Daily","2016","Bremen","","","",""
"Daily","2016","North Rhine-Westphalia","","","",""
"Daily","2016","Hesse","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","","","",""
"Daily","2016","Baden-Württemberg","","","",""
"Daily","2016","Bavaria","","","",""
"Daily","2016","Berlin","","","",""
"Daily","2016","Brandenburg","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","","","",""
"Daily","2016","Saxony","","","",""
"Daily","2016","Saxony-Anhalt","","","",""
"Daily","2016","Thuringia","","","",""
"Min 1x per week","2016","Schleswig-Holstein","","","",""
"Min 1x per week","2016","Hamburg","","","",""
"Min 1x per week","2016","Lower Saxony","","","",""
"Min 1x per week","2016","Bremen","","","",""
"Min 1x per week","2016","North Rhine-Westphalia","","","",""
"Min 1x per week","2016","Hesse","","","",""
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2016","Baden-Württemberg","","","",""
"Min 1x per week","2016","Bavaria","","","",""
"Min 1x per week","2016","Berlin","","","",""
"Min 1x per week","2016","Brandenburg","","","",""
"Min 1x per week","2016","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2016","Saxony","","","",""
"Min 1x per week","2016","Saxony-Anhalt","","","",""
"Min 1x per week","2016","Thuringia","","","",""
"Min 1x per month","2016","Schleswig-Holstein","","","",""
"Min 1x per month","2016","Hamburg","","","",""
"Min 1x per month","2016","Lower Saxony","","","",""
"Min 1x per month","2016","Bremen","","","",""
"Min 1x per month","2016","North Rhine-Westphalia","","","",""
"Min 1x per month","2016","Hesse","","","",""
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2016","Baden-Württemberg","","","",""
"Min 1x per month","2016","Bavaria","","","",""
"Min 1x per month","2016","Berlin","","","",""
"Min 1x per month","2016","Brandenburg","","","",""
"Min 1x per month","2016","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2016","Saxony","","","",""
"Min 1x per month","2016","Saxony-Anhalt","","","",""
"Min 1x per month","2016","Thuringia","","","",""
"Rarely","2016","Schleswig-Holstein","","","",""
"Rarely","2016","Hamburg","","","",""
"Rarely","2016","Lower Saxony","","","",""
"Rarely","2016","Bremen","","","",""
"Rarely","2016","North Rhine-Westphalia","","","",""
"Rarely","2016","Hesse","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2016","Baden-Württemberg","","","",""
"Rarely","2016","Bavaria","","","",""
"Rarely","2016","Berlin","","","",""
"Rarely","2016","Brandenburg","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","","","",""
"Rarely","2016","Saxony","","","",""
"Rarely","2016","Saxony-Anhalt","","","",""
"Rarely","2016","Thuringia","","","",""
"Never","2016","Schleswig-Holstein","","","",""
"Never","2016","Hamburg","","","",""
"Never","2016","Lower Saxony","","","",""
"Never","2016","Bremen","","","",""
"Never","2016","North Rhine-Westphalia","","","",""
"Never","2016","Hesse","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","","","",""
"Never","2016","Baden-Württemberg","","","",""
"Never","2016","Bavaria","","","",""
"Never","2016","Berlin","","","",""
"Never","2016","Brandenburg","","","",""
"Never","2016","Mecklenburg-Western Pomerania","","","",""
"Never","2016","Saxony","","","",""
"Never","2016","Saxony-Anhalt","","","",""
"Never","2016","Thuringia","","","",""
"Daily","2017","Schleswig-Holstein","33","0.00192252491814518","-0.000518551398157154","0.00436360123444752"
"Daily","2017","Hamburg","","","",""
"Daily","2017","Lower Saxony","127","0.00354363887877463","0.00151835985589924","0.00556891790165003"
"Daily","2017","Bremen","","","",""
"Daily","2017","North Rhine-Westphalia","154","0.00208389671363702","0.00100177192974031","0.00316602149753373"
"Daily","2017","Hesse","67","0.00185471915878342","0.000137975752435748","0.00357146256513108"
"Daily","2017","Rhineland-Palatinate,Saarland","45","0.00220075226011428","6.07686731708959e-05","0.00434073584705767"
"Daily","2017","Baden-Württemberg","89","0.00167261433688332","0.00035593012264379","0.00298929855112286"
"Daily","2017","Bavaria","65","0.00117470558863094","0.000218247171776684","0.00213116400548519"
"Daily","2017","Berlin","","","",""
"Daily","2017","Brandenburg","44","0.00476277581918219","0.000912052781086753","0.00861349885727762"
"Daily","2017","Mecklenburg-Western Pomerania","","","",""
"Daily","2017","Saxony","","","",""
"Daily","2017","Saxony-Anhalt","","","",""
"Daily","2017","Thuringia","","","",""
"Min 1x per week","2017","Schleswig-Holstein","515","0.516539624193946","0.488691528350384","0.544387720037507"
"Min 1x per week","2017","Hamburg","252","0.465188169418783","0.426084013501418","0.504292325336148"
"Min 1x per week","2017","Lower Saxony","1370","0.493729014577798","0.476689122582664","0.510768906572932"
"Min 1x per week","2017","Bremen","133","0.538949433345377","0.481278705501477","0.596620161189277"
"Min 1x per week","2017","North Rhine-Westphalia","2767","0.450176925467827","0.438371127962192","0.461982722973462"
"Min 1x per week","2017","Hesse","1031","0.48608795767499","0.466145840749062","0.506030074600918"
"Min 1x per week","2017","Rhineland-Palatinate,Saarland","729","0.397983056850934","0.375629845371398","0.420336268330469"
"Min 1x per week","2017","Baden-Württemberg","1618","0.507737706446266","0.491628831026571","0.523846581865962"
