"pli0092_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","North Rhine-Westphalia","Part Time","19","","","","3"
"Min 1x per month","1985","North Rhine-Westphalia","Not Working","43","0.030912183862261","0.0210659727733403","0.0407583949511818","3"
"Min 1x per month","1985","Hesse","Full Time","24","","","","3"
"Min 1x per month","1985","Hesse","Part Time","8","","","","3"
"Min 1x per month","1985","Hesse","Not Working","12","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","Full Time","19","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","Part Time","7","","","","3"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","Not Working","11","","","","3"
"Min 1x per month","1985","Baden-Württemberg","Full Time","60","0.0659887005048072","0.0507829112928807","0.0811944897167337","3"
"Min 1x per month","1985","Baden-Württemberg","Part Time","17","","","","3"
"Min 1x per month","1985","Baden-Württemberg","Not Working","30","0.0412596378496501","0.026255556296604","0.0562637194026962","3"
"Min 1x per month","1985","Bavaria","Full Time","55","0.0651652591187671","0.0488207635041262","0.081509754733408","3"
"Min 1x per month","1985","Bavaria","Part Time","31","0.0820670995308951","0.0537933233278703","0.11034087573392","3"
"Min 1x per month","1985","Bavaria","Not Working","24","","","","3"
"Min 1x per month","1985","Berlin","Full Time","11","","","","3"
"Min 1x per month","1985","Berlin","Part Time","8","","","","3"
"Min 1x per month","1985","Berlin","Not Working","4","","","","3"
"Min 1x per month","1985","Brandenburg","Full Time","","","","","3"
"Min 1x per month","1985","Brandenburg","Part Time","","","","","3"
"Min 1x per month","1985","Saxony","Not Working","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","Full Time","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","Part Time","","","","","3"
"Min 1x per month","1985","Saxony-Anhalt","Not Working","","","","","3"
"Min 1x per month","1985","Thuringia","Full Time","","","","","3"
"Min 1x per month","1985","Thuringia","Part Time","","","","","3"
"Min 1x per month","1985","Thuringia","Not Working","","","","","3"
"Min 1x per week","1985","Lower Saxony","Part Time","51","0.306337721620489","0.239366738392156","0.373308704848822","2"
"Min 1x per week","1985","Hamburg","Part Time","17","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Full Time","88","0.30042852797271","0.251115044762513","0.349742011182908","2"
"Min 1x per week","1985","Saxony-Anhalt","Full Time","","","","","2"
"Min 1x per week","1985","Hesse","Full Time","117","0.290301914561426","0.251023750908015","0.329580078214836","2"
"Min 1x per week","1985","Thuringia","Part Time","","","","","2"
"Min 1x per week","1985","Brandenburg","Not Working","","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","Part Time","18","","","","2"
"Min 1x per week","1985","Bremen","Not Working","8","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","Full Time","315","0.276400537049033","0.251958006540853","0.300843067557213","2"
"Min 1x per week","1985","Hamburg","Not Working","18","","","","2"
"Min 1x per week","1985","Saxony","Full Time","","","","","2"
"Min 1x per week","1985","Thuringia","Not Working","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Min 1x per week","1985","Saxony","Part Time","","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","Part Time","","","","","2"
"Min 1x per week","1985","Schleswig-Holstein","Full Time","48","0.340300744654857","0.264977200974929","0.415624288334784","2"
"Min 1x per week","1985","Schleswig-Holstein","Not Working","25","","","","2"
"Min 1x per week","1985","Hamburg","Full Time","47","0.447170987731858","0.360698400462906","0.53364357500081","2"
"Min 1x per week","1985","Lower Saxony","Full Time","120","0.283562170635372","0.241254584513526","0.325869756757217","2"
"Min 1x per week","1985","North Rhine-Westphalia","Part Time","136","0.313031452282798","0.271062890703049","0.355000013862547","2"
"Min 1x per week","1985","North Rhine-Westphalia","Not Working","220","0.181215597696839","0.159302423059423","0.203128772334256","2"
"Min 1x per week","1985","Hesse","Part Time","50","0.32073111614396","0.253832259414619","0.387629972873302","2"
"Min 1x per week","1985","Hesse","Not Working","75","0.179053907275898","0.142299521322609","0.215808293229188","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Min 1x per week","1985","Saxony","Not Working","","","","","2"
"Min 1x per week","1985","Lower Saxony","Not Working","99","0.190807405381909","0.15543354291117","0.226181267852648","2"
"Min 1x per week","1985","Bremen","Full Time","4","","","","2"
"Min 1x per week","1985","Bremen","Part Time","2","","","","2"
"Min 1x per week","1985","Saxony-Anhalt","Not Working","","","","","2"
"Min 1x per week","1985","Thuringia","Full Time","","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Part Time","20","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Not Working","48","0.13374809460704","0.0968554219883774","0.170640767225702","2"
"Min 1x per week","1985","Baden-Württemberg","Full Time","208","0.247745014233969","0.2213036954766","0.274186332991338","2"
"Min 1x per week","1985","Baden-Württemberg","Part Time","75","0.255052288948557","0.208651458889699","0.301453119007415","2"
"Min 1x per week","1985","Baden-Württemberg","Not Working","121","0.176417590799436","0.147662106983004","0.205173074615868","2"
"Min 1x per week","1985","Bavaria","Full Time","235","0.303834237671325","0.27337838774749","0.334290087595159","2"
"Min 1x per week","1985","Bavaria","Part Time","102","0.303633180952816","0.256264918415475","0.351001443490157","2"
"Min 1x per week","1985","Bavaria","Not Working","125","0.175991987874991","0.146828490365894","0.205155485384089","2"
"Min 1x per week","1985","Berlin","Full Time","41","0.291651192624621","0.222087659948983","0.361214725300259","2"
"Min 1x per week","1985","Berlin","Part Time","13","","","","2"
"Min 1x per week","1985","Berlin","Not Working","24","","","","2"
"Min 1x per week","1985","Brandenburg","Full Time","","","","","2"
"Min 1x per week","1985","Brandenburg","Part Time","","","","","2"
"Never","1985","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Never","1985","Schleswig-Holstein","Part Time","33","0.511221259389242","0.387786230434636","0.634656288343848","5"
"Never","1985","Brandenburg","Not Working","","","","","5"
"Never","1985","Thuringia","Part Time","","","","","5"
"Never","1985","Bremen","Not Working","49","0.741235167759012","0.634766444269193","0.847703891248832","5"
"Never","1985","Thuringia","Not Working","","","","","5"
"Never","1985","Schleswig-Holstein","Full Time","72","0.4437533167859","0.364770826940662","0.522735806631138","5"
"Never","1985","Schleswig-Holstein","Not Working","87","0.684338052666031","0.605348667927899","0.763327437404164","5"
"Never","1985","Hamburg","Full Time","55","0.318003256967883","0.237009197822227","0.398997316113538","5"
"Never","1985","Hamburg","Part Time","19","","","","5"
"Never","1985","Hamburg","Not Working","75","0.711204050500759","0.625332587565068","0.79707551343645","5"
"Never","1985","Lower Saxony","Full Time","218","0.49038077097941","0.443456831532263","0.537304710426556","5"
"Never","1985","Lower Saxony","Part Time","105","0.554595822473296","0.482389065987965","0.626802578958627","5"
"Never","1985","Lower Saxony","Not Working","311","0.692701732074737","0.65116693307071","0.734236531078764","5"
"Never","1985","Bremen","Full Time","11","","","","5"
"Never","1985","Bremen","Part Time","14","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Never","1985","Saxony","Full Time","","","","","5"
"Never","1985","Saxony","Part Time","","","","","5"
"Never","1985","Saxony","Not Working","","","","","5"
"Never","1985","Saxony-Anhalt","Full Time","","","","","5"
"Never","1985","Saxony-Anhalt","Part Time","","","","","5"
"Never","1985","Saxony-Anhalt","Not Working","","","","","5"
"Never","1985","Thuringia","Full Time","","","","","5"
"Never","1985","North Rhine-Westphalia","Full Time","698","0.494235939463407","0.466910399609084","0.52156147931773","5"
"Never","1985","North Rhine-Westphalia","Part Time","237","0.488417649602818","0.443178428307845","0.533656870897791","5"
"Never","1985","North Rhine-Westphalia","Not Working","811","0.699679463081981","0.673602031732522","0.72575689443144","5"
"Never","1985","Hesse","Full Time","301","0.510657397561551","0.467399965343228","0.553914829779874","5"
"Never","1985","Hesse","Part Time","101","0.497828407402094","0.426165702598865","0.569491112205323","5"
"Never","1985","Hesse","Not Working","297","0.732946477991374","0.69053384482273","0.775359111160018","5"
"Never","1985","Rhineland-Palatinate,Saarland","Full Time","169","0.460299829080794","0.406686134771457","0.51391352339013","5"
"Never","1985","Rhineland-Palatinate,Saarland","Part Time","59","0.576853773380334","0.481440766231823","0.672266780528845","5"
"Never","1985","Rhineland-Palatinate,Saarland","Not Working","239","0.757135570089779","0.710658044810276","0.803613095369282","5"
"Never","1985","Baden-Württemberg","Full Time","602","0.505641441577668","0.475018953679566","0.536263929475771","5"
"Never","1985","Baden-Württemberg","Part Time","200","0.56144115359972","0.508619219210517","0.614263087988923","5"
"Never","1985","Baden-Württemberg","Not Working","476","0.721626755365782","0.687815113223904","0.755438397507661","5"
"Never","1985","Bavaria","Full Time","448","0.470262732777372","0.437210821143342","0.503314644411402","5"
"Never","1985","Bavaria","Part Time","170","0.4399421957159","0.388808398893381","0.49107599253842","5"
"Never","1985","Bavaria","Not Working","434","0.701452927167675","0.666407358161073","0.736498496174277","5"
"Never","1985","Berlin","Full Time","86","0.472533972713662","0.396125779145645","0.548942166281678","5"
"Never","1985","Berlin","Part Time","41","0.49211852900133","0.381875639335477","0.602361418667183","5"
"Never","1985","Berlin","Not Working","86","0.741668583543156","0.663997076844965","0.819340090241346","5"
"Never","1985","Brandenburg","Full Time","","","","","5"
"Never","1985","Brandenburg","Part Time","","","","","5"
"Rarely","1985","Baden-Württemberg","Full Time","154","0.180624843683556","0.157061970233802","0.20418771713331","4"
"Rarely","1985","Bremen","Not Working","5","","","","4"
"Rarely","1985","Brandenburg","Not Working","","","","","4"
"Rarely","1985","Thuringia","Part Time","","","","","4"
"Rarely","1985","Saxony","Full Time","","","","","4"
"Rarely","1985","Schleswig-Holstein","Full Time","25","","","","4"
"Rarely","1985","Schleswig-Holstein","Part Time","10","","","","4"
"Rarely","1985","Schleswig-Holstein","Not Working","13","","","","4"
"Rarely","1985","Hamburg","Full Time","14","","","","4"
"Rarely","1985","North Rhine-Westphalia","Part Time","77","0.158871511146992","0.125787675533598","0.191955346760386","4"
"Rarely","1985","North Rhine-Westphalia","Not Working","113","0.0881927553589188","0.0720606627523186","0.104324847965519","4"
"Rarely","1985","Baden-Württemberg","Part Time","47","0.139729467335787","0.102822380456113","0.17663655421546","4"
"Rarely","1985","Baden-Württemberg","Not Working","48","0.0606960159851317","0.042683292610578","0.0787087393596854","4"
"Rarely","1985","Bavaria","Full Time","138","0.160737770432536","0.136415514886739","0.185060025978333","4"
"Rarely","1985","North Rhine-Westphalia","Full Time","206","0.167504008347347","0.147094559148066","0.187913457546628","4"
"Rarely","1985","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"Rarely","1985","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"Rarely","1985","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Rarely","1985","Thuringia","Not Working","","","","","4"
"Rarely","1985","Hamburg","Part Time","6","","","","4"
"Rarely","1985","Hamburg","Not Working","5","","","","4"
"Rarely","1985","Lower Saxony","Full Time","72","0.170381272219294","0.135090996751107","0.205671547687481","4"
"Rarely","1985","Lower Saxony","Part Time","21","","","","4"
"Rarely","1985","Lower Saxony","Not Working","49","0.0896463237740979","0.0639287355896617","0.115363911958534","4"
"Rarely","1985","Bremen","Full Time","8","","","","4"
"Rarely","1985","Bremen","Part Time","5","","","","4"
"Rarely","1985","Hesse","Full Time","71","0.151917329741316","0.120856563726639","0.182978095755994","4"
"Rarely","1985","Hesse","Part Time","28","","","","4"
"Rarely","1985","Hesse","Not Working","34","0.0610039616169008","0.0380598709747567","0.0839480522590449","4"
"Rarely","1985","Rhineland-Palatinate,Saarland","Full Time","56","0.183152108461137","0.141546142762849","0.224758074159425","4"
"Rarely","1985","Rhineland-Palatinate,Saarland","Part Time","17","","","","4"
"Rarely","1985","Rhineland-Palatinate,Saarland","Not Working","29","","","","4"
"Rarely","1985","Saxony","Part Time","","","","","4"
"Rarely","1985","Saxony","Not Working","","","","","4"
"Rarely","1985","Saxony-Anhalt","Full Time","","","","","4"
"Rarely","1985","Saxony-Anhalt","Part Time","","","","","4"
"Rarely","1985","Saxony-Anhalt","Not Working","","","","","4"
"Rarely","1985","Thuringia","Full Time","","","","","4"
"Rarely","1985","Bavaria","Part Time","59","0.174357523800388","0.135272519336561","0.213442528264216","4"
"Rarely","1985","Bavaria","Not Working","72","0.0871994788645715","0.0655935806686307","0.108805377060512","4"
"Rarely","1985","Berlin","Full Time","26","","","","4"
"Rarely","1985","Berlin","Part Time","17","","","","4"
"Rarely","1985","Berlin","Not Working","8","","","","4"
"Rarely","1985","Brandenburg","Full Time","","","","","4"
"Rarely","1985","Brandenburg","Part Time","","","","","4"
"Daily","1986","Schleswig-Holstein","Full Time","","","","","1"
"Daily","1986","Schleswig-Holstein","Part Time","","","","","1"
"Daily","1986","Schleswig-Holstein","Not Working","","","","","1"
"Daily","1986","Hamburg","Full Time","","","","","1"
"Daily","1986","Hamburg","Part Time","","","","","1"
"Daily","1986","Hamburg","Not Working","","","","","1"
"Daily","1986","Lower Saxony","Full Time","","","","","1"
"Daily","1986","Lower Saxony","Part Time","","","","","1"
"Daily","1986","Lower Saxony","Not Working","","","","","1"
"Daily","1986","Bremen","Full Time","","","","","1"
"Daily","1986","Bremen","Part Time","","","","","1"
"Daily","1986","Bremen","Not Working","","","","","1"
"Daily","1986","North Rhine-Westphalia","Full Time","","","","","1"
"Daily","1986","North Rhine-Westphalia","Part Time","","","","","1"
"Daily","1986","North Rhine-Westphalia","Not Working","","","","","1"
"Daily","1986","Hesse","Full Time","","","","","1"
"Daily","1986","Hesse","Part Time","","","","","1"
"Daily","1986","Hesse","Not Working","","","","","1"
"Daily","1986","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Daily","1986","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Daily","1986","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Daily","1986","Baden-Württemberg","Full Time","","","","","1"
"Daily","1986","Baden-Württemberg","Part Time","","","","","1"
"Daily","1986","Baden-Württemberg","Not Working","","","","","1"
"Daily","1986","Bavaria","Full Time","","","","","1"
"Daily","1986","Bavaria","Part Time","","","","","1"
"Daily","1986","Bavaria","Not Working","","","","","1"
"Daily","1986","Berlin","Full Time","","","","","1"
"Daily","1986","Berlin","Part Time","","","","","1"
"Daily","1986","Berlin","Not Working","","","","","1"
"Daily","1986","Brandenburg","Full Time","","","","","1"
"Daily","1986","Brandenburg","Part Time","","","","","1"
"Daily","1986","Brandenburg","Not Working","","","","","1"
"Daily","1986","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Daily","1986","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Daily","1986","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Daily","1986","Saxony","Full Time","","","","","1"
"Daily","1986","Saxony","Part Time","","","","","1"
"Daily","1986","Saxony","Not Working","","","","","1"
"Daily","1986","Saxony-Anhalt","Full Time","","","","","1"
"Daily","1986","Saxony-Anhalt","Part Time","","","","","1"
"Daily","1986","Saxony-Anhalt","Not Working","","","","","1"
"Daily","1986","Thuringia","Full Time","","","","","1"
"Daily","1986","Thuringia","Part Time","","","","","1"
"Daily","1986","Thuringia","Not Working","","","","","1"
"Min 1x per month","1986","Schleswig-Holstein","Full Time","10","","","","3"
"Min 1x per month","1986","Schleswig-Holstein","Part Time","4","","","","3"
"Min 1x per month","1986","Schleswig-Holstein","Not Working","2","","","","3"
"Min 1x per month","1986","Brandenburg","Not Working","","","","","3"
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Min 1x per month","1986","Saxony","Full Time","","","","","3"
"Min 1x per month","1986","Saxony","Part Time","","","","","3"
"Min 1x per month","1986","Hamburg","Full Time","13","","","","3"
"Min 1x per month","1986","Hamburg","Part Time","1","","","","3"
"Min 1x per month","1986","Hamburg","Not Working","5","","","","3"
"Min 1x per month","1986","Lower Saxony","Full Time","28","","","","3"
"Min 1x per month","1986","Lower Saxony","Part Time","14","","","","3"
"Min 1x per month","1986","Lower Saxony","Not Working","16","","","","3"
"Min 1x per month","1986","Bremen","Full Time","5","","","","3"
"Min 1x per month","1986","Bremen","Part Time","","","","","3"
"Min 1x per month","1986","Bremen","Not Working","1","","","","3"
"Min 1x per month","1986","North Rhine-Westphalia","Full Time","77","0.0666169567073448","0.0528100972755811","0.0804238161391085","3"
"Min 1x per month","1986","North Rhine-Westphalia","Part Time","23","","","","3"
"Min 1x per month","1986","North Rhine-Westphalia","Not Working","44","0.0325460404066727","0.0222590293011511","0.0428330515121943","3"
"Min 1x per month","1986","Hesse","Full Time","25","","","","3"
"Min 1x per month","1986","Hesse","Part Time","4","","","","3"
"Min 1x per month","1986","Hesse","Not Working","7","","","","3"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Full Time","28","","","","3"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Part Time","7","","","","3"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Not Working","8","","","","3"
"Min 1x per month","1986","Baden-Württemberg","Full Time","67","0.0710237053142399","0.0551192716487752","0.0869281389797047","3"
"Min 1x per month","1986","Baden-Württemberg","Part Time","20","","","","3"
"Min 1x per month","1986","Baden-Württemberg","Not Working","24","","","","3"
"Min 1x per month","1986","Bavaria","Full Time","60","0.0750489366247634","0.0572317102656535","0.0928661629838733","3"
"Min 1x per month","1986","Bavaria","Part Time","26","","","","3"
"Min 1x per month","1986","Bavaria","Not Working","23","","","","3"
"Min 1x per month","1986","Berlin","Full Time","19","","","","3"
"Min 1x per month","1986","Berlin","Part Time","2","","","","3"
"Min 1x per month","1986","Berlin","Not Working","4","","","","3"
"Min 1x per month","1986","Brandenburg","Full Time","","","","","3"
"Min 1x per month","1986","Brandenburg","Part Time","","","","","3"
"Min 1x per month","1986","Saxony","Not Working","","","","","3"
"Min 1x per month","1986","Saxony-Anhalt","Full Time","","","","","3"
"Min 1x per month","1986","Saxony-Anhalt","Part Time","","","","","3"
"Min 1x per month","1986","Saxony-Anhalt","Not Working","","","","","3"
"Min 1x per month","1986","Thuringia","Full Time","","","","","3"
"Min 1x per month","1986","Thuringia","Part Time","","","","","3"
"Min 1x per month","1986","Thuringia","Not Working","","","","","3"
"Min 1x per week","1986","Schleswig-Holstein","Full Time","35","0.269073172966509","0.195873239601843","0.342273106331175","2"
"Min 1x per week","1986","Schleswig-Holstein","Part Time","24","","","","2"
"Min 1x per week","1986","Schleswig-Holstein","Not Working","24","","","","2"
"Min 1x per week","1986","Hamburg","Full Time","34","0.35809539709155","0.270085749976344","0.446105044206756","2"
"Min 1x per week","1986","Hamburg","Part Time","16","","","","2"
"Min 1x per week","1986","Hamburg","Not Working","12","","","","2"
"Min 1x per week","1986","Lower Saxony","Part Time","60","0.343912409486221","0.276370065904727","0.411454753067715","2"
"Min 1x per week","1986","Bremen","Not Working","8","","","","2"
"Min 1x per week","1986","North Rhine-Westphalia","Full Time","341","0.309141699796388","0.283553140146245","0.334730259446532","2"
"Min 1x per week","1986","North Rhine-Westphalia","Part Time","141","0.330415050315318","0.286713098103864","0.374117002526772","2"
"Min 1x per week","1986","North Rhine-Westphalia","Not Working","229","0.187307186881422","0.164688603248449","0.209925770514396","2"
"Min 1x per week","1986","Hesse","Full Time","114","0.284588741046379","0.24396820383089","0.325209278261867","2"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Full Time","89","0.286999776179266","0.239127217173884","0.334872335184648","2"
"Min 1x per week","1986","Brandenburg","Not Working","","","","","2"
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Min 1x per week","1986","Saxony","Full Time","","","","","2"
"Min 1x per week","1986","Saxony","Part Time","","","","","2"
"Min 1x per week","1986","Saxony","Not Working","","","","","2"
"Min 1x per week","1986","Saxony-Anhalt","Full Time","","","","","2"
"Min 1x per week","1986","Saxony-Anhalt","Part Time","","","","","2"
"Min 1x per week","1986","Thuringia","Part Time","","","","","2"
"Min 1x per week","1986","Thuringia","Not Working","","","","","2"
"Min 1x per week","1986","Lower Saxony","Full Time","121","0.283635455309713","0.242034134379989","0.325236776239437","2"
"Min 1x per week","1986","Hesse","Part Time","43","0.25529744668435","0.192969355962372","0.317625537406327","2"
"Min 1x per week","1986","Hesse","Not Working","91","0.216049110046062","0.174561075535187","0.257537144556937","2"
"Min 1x per week","1986","Lower Saxony","Not Working","115","0.21049316932999","0.173239751393447","0.247746587266532","2"
"Min 1x per week","1986","Bremen","Full Time","4","","","","2"
"Min 1x per week","1986","Bremen","Part Time","2","","","","2"
"Min 1x per week","1986","Saxony-Anhalt","Not Working","","","","","2"
"Min 1x per week","1986","Thuringia","Full Time","","","","","2"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Part Time","21","","","","2"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Not Working","42","0.114401892015795","0.0791395733552098","0.14966421067638","2"
"Min 1x per week","1986","Baden-Württemberg","Full Time","215","0.239263804349281","0.212847639120942","0.265679969577619","2"
"Min 1x per week","1986","Baden-Württemberg","Part Time","89","0.270031888716892","0.223585280602204","0.31647849683158","2"
"Min 1x per week","1986","Baden-Württemberg","Not Working","124","0.176606800541524","0.146946975992361","0.206266625090687","2"
"Min 1x per week","1986","Bavaria","Full Time","255","0.336262886997611","0.304314718399838","0.368211055595384","2"
"Min 1x per week","1986","Bavaria","Part Time","100","0.325268893057108","0.275472800586943","0.375064985527273","2"
"Min 1x per week","1986","Bavaria","Not Working","124","0.17246094932367","0.141768875559748","0.203153023087593","2"
"Min 1x per week","1986","Berlin","Full Time","39","0.274594166666945","0.207305656289566","0.341882677044323","2"
"Min 1x per week","1986","Berlin","Part Time","15","","","","2"
"Min 1x per week","1986","Berlin","Not Working","16","","","","2"
"Min 1x per week","1986","Brandenburg","Full Time","","","","","2"
"Min 1x per week","1986","Brandenburg","Part Time","","","","","2"
"Never","1986","Brandenburg","Not Working","","","","","5"
"Never","1986","Thuringia","Not Working","","","","","5"
"Never","1986","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Never","1986","Schleswig-Holstein","Full Time","73","0.49719344826648","0.414665376660232","0.579721519872727","5"
"Never","1986","Schleswig-Holstein","Part Time","34","0.440280880920648","0.326403716297554","0.554158045543741","5"
"Never","1986","Thuringia","Part Time","","","","","5"
"Never","1986","Bremen","Not Working","46","0.743612125419723","0.631240654246328","0.855983596593119","5"
"Never","1986","Schleswig-Holstein","Not Working","71","0.710259455809725","0.623900316314347","0.796618595305103","5"
"Never","1986","Hamburg","Full Time","54","0.393014967845209","0.303356935899844","0.482672999790574","5"
"Never","1986","Hamburg","Part Time","13","","","","5"
"Never","1986","Hamburg","Not Working","76","0.783974695226378","0.703716250447703","0.864233140005052","5"
"Never","1986","Lower Saxony","Full Time","225","0.48867727865086","0.442543562492808","0.534810994808913","5"
"Never","1986","Lower Saxony","Part Time","91","0.464234402901685","0.393321157319539","0.535147648483832","5"
"Never","1986","Lower Saxony","Not Working","295","0.693202888114914","0.651059932534957","0.735345843694871","5"
"Never","1986","Bremen","Full Time","16","","","","5"
"Never","1986","Bremen","Part Time","13","","","","5"
"Never","1986","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Never","1986","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Never","1986","Saxony","Full Time","","","","","5"
"Never","1986","Saxony","Part Time","","","","","5"
