"pli0092_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","Not Working","110","0.183826278207166","0.151276821631039","0.216375734783292","2"
"Min 1x per week","2001","Baden-Württemberg","Full Time","359","0.343732451104345","0.315575297992903","0.371889604215786","2"
"Min 1x per week","2001","Baden-Württemberg","Part Time","218","0.371645703465936","0.333820508667772","0.4094708982641","2"
"Min 1x per week","2001","Baden-Württemberg","Not Working","182","0.200789188090633","0.174396884835929","0.227181491345338","2"
"Min 1x per week","2001","Bavaria","Full Time","400","0.301786739969225","0.27687216869243","0.32670131124602","2"
"Min 1x per week","2001","Bavaria","Part Time","244","0.350677202679522","0.315503144598311","0.385851260760733","2"
"Min 1x per week","2001","Bavaria","Not Working","205","0.197015330604837","0.172570262455632","0.221460398754042","2"
"Min 1x per week","2001","Berlin","Full Time","123","0.371733290506626","0.3195131670726","0.423953413940651","2"
"Min 1x per week","2001","Berlin","Part Time","65","0.330269142741554","0.263040658354255","0.397497627128853","2"
"Min 1x per week","2001","Berlin","Not Working","57","0.170779088998509","0.126302219373782","0.215255958623237","2"
"Min 1x per week","2001","Brandenburg","Full Time","80","0.196427870019861","0.157686819321199","0.235168920718523","2"
"Min 1x per week","2001","Brandenburg","Part Time","35","0.24082884340105","0.175387792235416","0.306269894566685","2"
"Never","2001","Brandenburg","Not Working","256","0.691612768450728","0.64542125688997","0.737804280011486","5"
"Never","2001","Mecklenburg-Western Pomerania","Full Time","95","0.415459610862491","0.351210734226524","0.479708487498458","5"
"Never","2001","Mecklenburg-Western Pomerania","Part Time","53","0.446908555523502","0.357203918740517","0.536613192306487","5"
"Never","2001","Thuringia","Part Time","105","0.582710170032146","0.511265843735717","0.654154496328575","5"
"Never","2001","Thuringia","Not Working","270","0.766937831099065","0.724204166123937","0.809671496074193","5"
"Never","2001","Mecklenburg-Western Pomerania","Not Working","128","0.811454744161068","0.752307650874665","0.870601837447472","5"
"Never","2001","Saxony","Full Time","318","0.430215826363688","0.394275442668294","0.466156210059081","5"
"Never","2001","Saxony","Part Time","134","0.512151884042044","0.453287865148143","0.571015902935946","5"
"Never","2001","Saxony","Not Working","456","0.73259111534149","0.698246671212275","0.766935559470706","5"
"Never","2001","Saxony-Anhalt","Full Time","196","0.496499912768589","0.448279332909669","0.544720492627509","5"
"Never","2001","Saxony-Anhalt","Part Time","94","0.575754799344729","0.502320201765861","0.649189396923597","5"
"Never","2001","Saxony-Anhalt","Not Working","314","0.805261621238546","0.766789585986581","0.843733656490512","5"
"Never","2001","Thuringia","Full Time","193","0.496596983716631","0.447902414873955","0.545291552559307","5"
"Never","2001","Schleswig-Holstein","Full Time","96","0.377214265432312","0.318747440505093","0.435681090359532","5"
"Never","2001","Schleswig-Holstein","Part Time","62","0.435331011828142","0.355453596260393","0.515208427395891","5"
"Never","2001","Schleswig-Holstein","Not Working","131","0.588117502320312","0.52464862416811","0.651586380472513","5"
"Never","2001","Hamburg","Full Time","45","0.406645429769171","0.31647570187578","0.496815157662562","5"
"Never","2001","Hamburg","Part Time","21","","","","5"
"Never","2001","Hamburg","Not Working","65","0.681589472573345","0.59118224504063","0.77199670010606","5"
"Never","2001","Lower Saxony","Full Time","295","0.377053899069526","0.342597630102159","0.411510168036893","5"
"Never","2001","Lower Saxony","Part Time","156","0.375613052506949","0.328621991056605","0.422604113957293","5"
"Never","2001","Lower Saxony","Not Working","403","0.614495129122208","0.577750632684134","0.651239625560283","5"
"Never","2001","Bremen","Full Time","13","","","","5"
"Never","2001","Bremen","Part Time","16","","","","5"
"Never","2001","Bremen","Not Working","38","0.720372193055959","0.60385787123373","0.836886514878188","5"
"Never","2001","North Rhine-Westphalia","Full Time","672","0.367714403190207","0.345592187532419","0.389836618847995","5"
"Never","2001","North Rhine-Westphalia","Part Time","430","0.400120316373921","0.370416153028775","0.429824479719067","5"
"Never","2001","North Rhine-Westphalia","Not Working","1111","0.656477099872764","0.634259498627551","0.678694701117978","5"
"Never","2001","Hesse","Full Time","244","0.384189823122079","0.34530257472701","0.423077071517149","5"
"Never","2001","Hesse","Part Time","150","0.441037043920203","0.389818935175948","0.492255152664458","5"
"Never","2001","Hesse","Not Working","371","0.728999793902431","0.690870272607482","0.767129315197379","5"
"Never","2001","Rhineland-Palatinate,Saarland","Full Time","224","0.450843380076196","0.407488918923895","0.494197841228497","5"
"Never","2001","Rhineland-Palatinate,Saarland","Part Time","144","0.466341103145891","0.409701045863475","0.522981160428306","5"
"Never","2001","Rhineland-Palatinate,Saarland","Not Working","365","0.686049451317255","0.647050136670072","0.725048765964438","5"
"Never","2001","Baden-Württemberg","Full Time","432","0.362578369263654","0.33407787745984","0.391078861067468","5"
"Never","2001","Baden-Württemberg","Part Time","260","0.398852938771288","0.360525386647613","0.437180490894963","5"
"Never","2001","Baden-Württemberg","Not Working","574","0.659371070186597","0.628147528394323","0.690594611978871","5"
"Never","2001","Bavaria","Full Time","471","0.370809123896973","0.344592563654343","0.397025684139603","5"
"Never","2001","Bavaria","Part Time","284","0.400011209908436","0.363899667932476","0.436122751884395","5"
"Never","2001","Bavaria","Not Working","659","0.668332188055094","0.639396389892361","0.697267986217826","5"
"Never","2001","Berlin","Full Time","105","0.316543753825012","0.26628376651102","0.366803741139005","5"
"Never","2001","Berlin","Part Time","55","0.301852079007221","0.236231512308653","0.367472645705789","5"
"Never","2001","Berlin","Not Working","146","0.595550961755848","0.537544935774294","0.653556987737403","5"
"Never","2001","Brandenburg","Full Time","187","0.455302304772116","0.406741586521924","0.503863023022308","5"
"Never","2001","Brandenburg","Part Time","69","0.42219571401991","0.346604128169288","0.497787299870533","5"
"Rarely","2001","North Rhine-Westphalia","Part Time","188","0.18135977951635","0.157997943325513","0.204721615707188","4"
"Rarely","2001","North Rhine-Westphalia","Not Working","178","0.0879984529238619","0.0747445179161022","0.101252387931622","4"
"Rarely","2001","Baden-Württemberg","Part Time","109","0.169074270158825","0.139736021516511","0.19841251880114","4"
"Rarely","2001","Baden-Württemberg","Not Working","88","0.086707703540618","0.0681676836853103","0.105247723395926","4"
"Rarely","2001","Bavaria","Full Time","301","0.228112979742355","0.205337834086587","0.250888125398123","4"
"Rarely","2001","Bavaria","Part Time","125","0.174358201735161","0.146390588168809","0.202325815301513","4"
"Rarely","2001","Brandenburg","Not Working","40","0.101498129282606","0.0712936752062574","0.131702583358955","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Full Time","45","0.184687925160967","0.134096715961724","0.235279134360211","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Part Time","31","0.271215180625221","0.190998674254642","0.3514316869958","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Not Working","16","","","","4"
"Rarely","2001","Saxony","Full Time","182","0.241683379128278","0.210606814280096","0.27275994397646","4"
"Rarely","2001","Thuringia","Part Time","35","0.16374264727858","0.110129238044744","0.217356056512416","4"
"Rarely","2001","Thuringia","Not Working","38","0.0858896780461142","0.0575676751779488","0.11421168091428","4"
"Rarely","2001","Hesse","Full Time","107","0.168366164860446","0.138450108696086","0.198282221024806","4"
"Rarely","2001","Hesse","Part Time","58","0.148430285630204","0.111755645970563","0.185104925289845","4"
"Rarely","2001","Hesse","Not Working","34","0.0687291047338616","0.0470260333890854","0.0904321760786379","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Full Time","100","0.193431028969648","0.159015324882449","0.227846733056848","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Part Time","45","0.169732163904269","0.127110427384158","0.212353900424381","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Not Working","57","0.10608967999462","0.0802115919304438","0.131967768058796","4"
"Rarely","2001","Baden-Württemberg","Full Time","196","0.191928169621145","0.16858110128297","0.21527523795932","4"
"Rarely","2001","Saxony","Part Time","54","0.185822764655481","0.140017315857348","0.231628213453615","4"
"Rarely","2001","Saxony","Not Working","64","0.0808642159800075","0.0597095691654643","0.102018862794551","4"
"Rarely","2001","Saxony-Anhalt","Full Time","99","0.238573598652158","0.197468260848692","0.279678936455625","4"
"Rarely","2001","Saxony-Anhalt","Part Time","37","0.208652786873541","0.148276124658682","0.269029449088401","4"
"Rarely","2001","Saxony-Anhalt","Not Working","21","","","","4"
"Rarely","2001","Thuringia","Full Time","111","0.257989837673785","0.215378339314444","0.300601336033125","4"
"Rarely","2001","Schleswig-Holstein","Full Time","70","0.258521316278561","0.205707975287565","0.311334657269558","4"
"Rarely","2001","Schleswig-Holstein","Part Time","23","","","","4"
"Rarely","2001","Schleswig-Holstein","Not Working","46","0.173507449916056","0.124673636879583","0.222341262952529","4"
"Rarely","2001","Hamburg","Full Time","20","","","","4"
"Rarely","2001","Hamburg","Part Time","8","","","","4"
"Rarely","2001","Hamburg","Not Working","8","","","","4"
"Rarely","2001","Lower Saxony","Full Time","161","0.20431450352834","0.175648865393283","0.232980141663397","4"
"Rarely","2001","Lower Saxony","Part Time","80","0.195508071459679","0.157025755509993","0.233990387409366","4"
"Rarely","2001","Lower Saxony","Not Working","73","0.0922247553183302","0.0703808107294134","0.114068699907247","4"
"Rarely","2001","Bremen","Full Time","12","","","","4"
"Rarely","2001","Bremen","Part Time","9","","","","4"
"Rarely","2001","Bremen","Not Working","8","","","","4"
"Rarely","2001","North Rhine-Westphalia","Full Time","373","0.207228752965593","0.188632921196857","0.225824584734329","4"
"Rarely","2001","Bavaria","Not Working","106","0.0926031085399261","0.0747875664781824","0.11041865060167","4"
"Rarely","2001","Berlin","Full Time","82","0.257228227428858","0.209996138877864","0.304460315979852","4"
"Rarely","2001","Berlin","Part Time","48","0.271556823690316","0.207980213801149","0.335133433579483","4"
"Rarely","2001","Berlin","Not Working","52","0.165185427032673","0.121295726238423","0.209075127826923","4"
"Rarely","2001","Brandenburg","Full Time","106","0.25732501463926","0.214696734642024","0.299953294636496","4"
"Rarely","2001","Brandenburg","Part Time","48","0.273965196405831","0.20570734958883","0.342223043222831","4"
"Daily","2002","North Rhine-Westphalia","Part Time","","","","","1"
"Daily","2002","North Rhine-Westphalia","Not Working","","","","","1"
"Daily","2002","Hesse","Full Time","","","","","1"
"Daily","2002","Hesse","Part Time","","","","","1"
"Daily","2002","Hesse","Not Working","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Daily","2002","Baden-Württemberg","Full Time","","","","","1"
"Daily","2002","Baden-Württemberg","Part Time","","","","","1"
"Daily","2002","Baden-Württemberg","Not Working","","","","","1"
"Daily","2002","Bavaria","Full Time","","","","","1"
"Daily","2002","Bavaria","Part Time","","","","","1"
"Daily","2002","Bavaria","Not Working","","","","","1"
"Daily","2002","Berlin","Full Time","","","","","1"
"Daily","2002","Berlin","Part Time","","","","","1"
"Daily","2002","Berlin","Not Working","","","","","1"
"Daily","2002","Brandenburg","Full Time","","","","","1"
"Daily","2002","Brandenburg","Part Time","","","","","1"
"Daily","2002","Brandenburg","Not Working","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Daily","2002","Saxony","Full Time","","","","","1"
"Daily","2002","Saxony","Part Time","","","","","1"
"Daily","2002","Saxony","Not Working","","","","","1"
"Daily","2002","Saxony-Anhalt","Full Time","","","","","1"
"Daily","2002","Saxony-Anhalt","Part Time","","","","","1"
"Daily","2002","Saxony-Anhalt","Not Working","","","","","1"
"Daily","2002","Thuringia","Full Time","","","","","1"
"Daily","2002","Thuringia","Part Time","","","","","1"
"Daily","2002","Thuringia","Not Working","","","","","1"
"Daily","2002","Schleswig-Holstein","Full Time","","","","","1"
"Daily","2002","Schleswig-Holstein","Part Time","","","","","1"
"Daily","2002","Schleswig-Holstein","Not Working","","","","","1"
"Daily","2002","Hamburg","Full Time","","","","","1"
"Daily","2002","Hamburg","Part Time","","","","","1"
"Daily","2002","Hamburg","Not Working","","","","","1"
"Daily","2002","Lower Saxony","Full Time","","","","","1"
"Daily","2002","Lower Saxony","Part Time","","","","","1"
"Daily","2002","Lower Saxony","Not Working","","","","","1"
"Daily","2002","Bremen","Full Time","","","","","1"
"Daily","2002","Bremen","Part Time","","","","","1"
"Daily","2002","Bremen","Not Working","","","","","1"
"Daily","2002","North Rhine-Westphalia","Full Time","","","","","1"
"Min 1x per month","2002","Brandenburg","Not Working","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Min 1x per month","2002","Saxony","Full Time","","","","","3"
"Min 1x per month","2002","Saxony","Part Time","","","","","3"
"Min 1x per month","2002","Saxony","Not Working","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Full Time","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Part Time","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Not Working","","","","","3"
"Min 1x per month","2002","Hamburg","Full Time","","","","","3"
"Min 1x per month","2002","Hamburg","Part Time","","","","","3"
"Min 1x per month","2002","Hamburg","Not Working","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Part Time","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Not Working","","","","","3"
"Min 1x per month","2002","Hesse","Full Time","","","","","3"
"Min 1x per month","2002","Hesse","Part Time","","","","","3"
"Min 1x per month","2002","Hesse","Not Working","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Full Time","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Part Time","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Not Working","","","","","3"
"Min 1x per month","2002","Bavaria","Full Time","","","","","3"
"Min 1x per month","2002","Bavaria","Part Time","","","","","3"
"Min 1x per month","2002","Bavaria","Not Working","","","","","3"
"Min 1x per month","2002","Berlin","Full Time","","","","","3"
"Min 1x per month","2002","Berlin","Part Time","","","","","3"
"Min 1x per month","2002","Berlin","Not Working","","","","","3"
"Min 1x per month","2002","Brandenburg","Full Time","","","","","3"
"Min 1x per month","2002","Brandenburg","Part Time","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Full Time","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Part Time","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Not Working","","","","","3"
"Min 1x per month","2002","Thuringia","Full Time","","","","","3"
"Min 1x per month","2002","Thuringia","Part Time","","","","","3"
"Min 1x per month","2002","Thuringia","Not Working","","","","","3"
"Min 1x per month","2002","Lower Saxony","Full Time","","","","","3"
"Min 1x per month","2002","Lower Saxony","Part Time","","","","","3"
"Min 1x per month","2002","Lower Saxony","Not Working","","","","","3"
"Min 1x per month","2002","Bremen","Full Time","","","","","3"
"Min 1x per month","2002","Bremen","Part Time","","","","","3"
"Min 1x per month","2002","Bremen","Not Working","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Full Time","","","","","3"
"Min 1x per week","2002","Brandenburg","Not Working","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Min 1x per week","2002","Saxony","Full Time","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Part Time","","","","","2"
"Min 1x per week","2002","Saxony","Part Time","","","","","2"
"Min 1x per week","2002","Saxony","Not Working","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Full Time","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Part Time","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Not Working","","","","","2"
"Min 1x per week","2002","Hesse","Full Time","","","","","2"
"Min 1x per week","2002","Hesse","Part Time","","","","","2"
"Min 1x per week","2002","Hesse","Not Working","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Not Working","","","","","2"
"Min 1x per week","2002","Thuringia","Full Time","","","","","2"
"Min 1x per week","2002","Thuringia","Part Time","","","","","2"
"Min 1x per week","2002","Thuringia","Not Working","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Not Working","","","","","2"
"Min 1x per week","2002","Bavaria","Full Time","","","","","2"
"Min 1x per week","2002","Bavaria","Part Time","","","","","2"
"Min 1x per week","2002","Bavaria","Not Working","","","","","2"
"Min 1x per week","2002","Berlin","Full Time","","","","","2"
"Min 1x per week","2002","Berlin","Part Time","","","","","2"
"Min 1x per week","2002","Berlin","Not Working","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Full Time","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Part Time","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Not Working","","","","","2"
"Min 1x per week","2002","Hamburg","Full Time","","","","","2"
"Min 1x per week","2002","Hamburg","Part Time","","","","","2"
"Min 1x per week","2002","Hamburg","Not Working","","","","","2"
"Min 1x per week","2002","Lower Saxony","Full Time","","","","","2"
"Min 1x per week","2002","Lower Saxony","Part Time","","","","","2"
"Min 1x per week","2002","Lower Saxony","Not Working","","","","","2"
"Min 1x per week","2002","Bremen","Full Time","","","","","2"
"Min 1x per week","2002","Bremen","Part Time","","","","","2"
"Min 1x per week","2002","Bremen","Not Working","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Full Time","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Full Time","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Part Time","","","","","2"
"Min 1x per week","2002","Brandenburg","Full Time","","","","","2"
"Min 1x per week","2002","Brandenburg","Part Time","","","","","2"
"Never","2002","Brandenburg","Not Working","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Not Working","","","","","5"
"Never","2002","Saxony","Full Time","","","","","5"
"Never","2002","Saxony","Part Time","","","","","5"
"Never","2002","Saxony","Not Working","","","","","5"
"Never","2002","Saxony-Anhalt","Full Time","","","","","5"
"Never","2002","Saxony-Anhalt","Part Time","","","","","5"
"Never","2002","Saxony-Anhalt","Not Working","","","","","5"
"Never","2002","Thuringia","Full Time","","","","","5"
"Never","2002","Thuringia","Part Time","","","","","5"
"Never","2002","Thuringia","Not Working","","","","","5"
"Never","2002","Schleswig-Holstein","Full Time","","","","","5"
"Never","2002","Schleswig-Holstein","Part Time","","","","","5"
"Never","2002","Schleswig-Holstein","Not Working","","","","","5"
"Never","2002","Hamburg","Full Time","","","","","5"
"Never","2002","Hamburg","Part Time","","","","","5"
"Never","2002","Hamburg","Not Working","","","","","5"
"Never","2002","Lower Saxony","Full Time","","","","","5"
"Never","2002","Lower Saxony","Part Time","","","","","5"
"Never","2002","Lower Saxony","Not Working","","","","","5"
"Never","2002","Bremen","Full Time","","","","","5"
"Never","2002","Bremen","Part Time","","","","","5"
"Never","2002","Bremen","Not Working","","","","","5"
"Never","2002","North Rhine-Westphalia","Full Time","","","","","5"
"Never","2002","North Rhine-Westphalia","Part Time","","","","","5"
"Never","2002","North Rhine-Westphalia","Not Working","","","","","5"
"Never","2002","Hesse","Full Time","","","","","5"
"Never","2002","Hesse","Part Time","","","","","5"
"Never","2002","Hesse","Not Working","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Full Time","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Part Time","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","5"
"Never","2002","Baden-Württemberg","Full Time","","","","","5"
"Never","2002","Baden-Württemberg","Part Time","","","","","5"
"Never","2002","Baden-Württemberg","Not Working","","","","","5"
"Never","2002","Bavaria","Full Time","","","","","5"
"Never","2002","Bavaria","Part Time","","","","","5"
"Never","2002","Bavaria","Not Working","","","","","5"
"Never","2002","Berlin","Full Time","","","","","5"
"Never","2002","Berlin","Part Time","","","","","5"
"Never","2002","Berlin","Not Working","","","","","5"
"Never","2002","Brandenburg","Full Time","","","","","5"
"Never","2002","Brandenburg","Part Time","","","","","5"
"Rarely","2002","North Rhine-Westphalia","Part Time","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Not Working","","","","","4"
"Rarely","2002","Baden-Württemberg","Part Time","","","","","4"
"Rarely","2002","Baden-Württemberg","Not Working","","","","","4"
"Rarely","2002","Bavaria","Full Time","","","","","4"
"Rarely","2002","Bavaria","Part Time","","","","","4"
"Rarely","2002","Brandenburg","Not Working","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Rarely","2002","Saxony","Full Time","","","","","4"
"Rarely","2002","Saxony","Part Time","","","","","4"
"Rarely","2002","Saxony","Not Working","","","","","4"
"Rarely","2002","Saxony-Anhalt","Full Time","","","","","4"
"Rarely","2002","Saxony-Anhalt","Part Time","","","","","4"
"Rarely","2002","Saxony-Anhalt","Not Working","","","","","4"
"Rarely","2002","Thuringia","Full Time","","","","","4"
"Rarely","2002","Thuringia","Part Time","","","","","4"
"Rarely","2002","Thuringia","Not Working","","","","","4"
"Rarely","2002","Hesse","Full Time","","","","","4"
"Rarely","2002","Hesse","Part Time","","","","","4"
"Rarely","2002","Hesse","Not Working","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Rarely","2002","Baden-Württemberg","Full Time","","","","","4"
"Rarely","2002","Schleswig-Holstein","Full Time","","","","","4"
"Rarely","2002","Schleswig-Holstein","Part Time","","","","","4"
"Rarely","2002","Schleswig-Holstein","Not Working","","","","","4"
"Rarely","2002","Hamburg","Full Time","","","","","4"
"Rarely","2002","Bavaria","Not Working","","","","","4"
"Rarely","2002","Berlin","Full Time","","","","","4"
"Rarely","2002","Berlin","Part Time","","","","","4"
"Rarely","2002","Berlin","Not Working","","","","","4"
"Rarely","2002","Brandenburg","Full Time","","","","","4"
"Rarely","2002","Brandenburg","Part Time","","","","","4"
"Rarely","2002","Hamburg","Not Working","","","","","4"
"Rarely","2002","Lower Saxony","Full Time","","","","","4"
"Rarely","2002","Lower Saxony","Part Time","","","","","4"
"Rarely","2002","Hamburg","Part Time","","","","","4"
"Rarely","2002","Lower Saxony","Not Working","","","","","4"
"Rarely","2002","Bremen","Full Time","","","","","4"
"Rarely","2002","Bremen","Part Time","","","","","4"
"Rarely","2002","Bremen","Not Working","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Full Time","","","","","4"
"Daily","2003","North Rhine-Westphalia","Part Time","104","0.107876241244347","0.0896098116828386","0.126142670805855","1"
"Daily","2003","North Rhine-Westphalia","Not Working","128","0.0590008968766031","0.0479644588366805","0.0700373349165258","1"
"Daily","2003","Hesse","Full Time","39","0.0711485805586527","0.0512164415840721","0.0910807195332334","1"
"Daily","2003","Hesse","Part Time","23","","","","1"
"Daily","2003","Hesse","Not Working","35","0.0664250946187005","0.0442397547797461","0.0886104344576549","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Full Time","29","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Part Time","22","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Not Working","34","0.050871299330844","0.032269084121051","0.069473514540637","1"
"Daily","2003","Baden-Württemberg","Full Time","65","0.0626422301790109","0.0483093583152262","0.0769751020427957","1"
"Daily","2003","Baden-Württemberg","Part Time","62","0.108761880250417","0.0855984120214941","0.13192534847934","1"
"Daily","2003","Baden-Württemberg","Not Working","62","0.0586630644432984","0.0433529398787087","0.0739731890078881","1"
"Daily","2003","Bavaria","Full Time","75","0.0573381244085041","0.0447676947760791","0.0699085540409292","1"
"Daily","2003","Bavaria","Part Time","73","0.0744140739835513","0.0559370019556047","0.0928911460114978","1"
"Daily","2003","Bavaria","Not Working","69","0.048991942315772","0.03587969435504","0.062104190276504","1"
"Daily","2003","Berlin","Full Time","26","","","","1"
"Daily","2003","Berlin","Part Time","17","","","","1"
"Daily","2003","Berlin","Not Working","25","","","","1"
"Daily","2003","Brandenburg","Full Time","19","","","","1"
"Daily","2003","Brandenburg","Part Time","10","","","","1"
"Daily","2003","Brandenburg","Not Working","17","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Full Time","21","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Part Time","8","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Not Working","9","","","","1"
"Daily","2003","Saxony","Full Time","36","0.0556792010369511","0.0385326807551244","0.0728257213187778","1"
"Daily","2003","Saxony","Part Time","22","","","","1"
"Daily","2003","Saxony","Not Working","23","","","","1"
"Daily","2003","Saxony-Anhalt","Full Time","18","","","","1"
"Daily","2003","Saxony-Anhalt","Part Time","12","","","","1"
"Daily","2003","Saxony-Anhalt","Not Working","21","","","","1"
"Daily","2003","Thuringia","Full Time","9","","","","1"
"Daily","2003","Thuringia","Part Time","16","","","","1"
"Daily","2003","Thuringia","Not Working","19","","","","1"
"Daily","2003","Schleswig-Holstein","Not Working","13","","","","1"
"Daily","2003","Hamburg","Full Time","3","","","","1"
"Daily","2003","Hamburg","Part Time","4","","","","1"
"Daily","2003","Hamburg","Not Working","10","","","","1"
"Daily","2003","Lower Saxony","Full Time","53","0.0696044177792687","0.0511314552552449","0.0880773803032926","1"
"Daily","2003","Lower Saxony","Part Time","39","0.0684740645531356","0.0455925011897245","0.0913556279165467","1"
"Daily","2003","Lower Saxony","Not Working","54","0.069858302641057","0.0511477378291793","0.0885688674529347","1"
"Daily","2003","Bremen","Full Time","7","","","","1"
"Daily","2003","Schleswig-Holstein","Full Time","13","","","","1"
"Daily","2003","Schleswig-Holstein","Part Time","7","","","","1"
"Daily","2003","Bremen","Part Time","5","","","","1"
"Daily","2003","Bremen","Not Working","5","","","","1"
"Daily","2003","North Rhine-Westphalia","Full Time","119","0.0599288633014167","0.0488992954571396","0.0709584311456937","1"
"Min 1x per month","2003","Brandenburg","Not Working","21","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Full Time","17","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Part Time","12","","","","3"
"Min 1x per month","2003","Saxony","Full Time","82","0.11696745806393","0.092935420021765","0.140999496106096","3"
"Min 1x per month","2003","Saxony","Part Time","27","","","","3"
"Min 1x per month","2003","Saxony","Not Working","30","0.0547068834838699","0.0368642057595939","0.0725495612081458","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Not Working","5","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Full Time","49","0.17701077907245","0.131484396953806","0.222537161191095","3"
"Min 1x per month","2003","Schleswig-Holstein","Part Time","20","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Not Working","29","","","","3"
"Min 1x per month","2003","Hamburg","Full Time","13","","","","3"
