"pli0092_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1994","Not Working","indirect migration background","79","0.418024062446064","0.342991945099522","0.493056179792606"
"Min 1x per month","1994","Full Time","no migration background","356","0.0782986612310481","0.0705354491167543","0.0860618733453418"
"Min 1x per month","1994","Full Time","direct migration background","74","0.0695287366105361","0.0544841391371665","0.0845733340839057"
"Min 1x per month","1994","Full Time","indirect migration background","32","0.11431478605011","0.0715831825054467","0.157046389594774"
"Min 1x per month","1994","Part Time","no migration background","122","0.0769056827219049","0.0646714662858401","0.0891398991579697"
"Min 1x per month","1994","Part Time","direct migration background","21","","",""
"Min 1x per month","1994","Part Time","indirect migration background","15","","",""
"Min 1x per month","1994","Not Working","no migration background","130","0.0350185599239572","0.028910131376635","0.0411269884712794"
"Min 1x per month","1994","Not Working","direct migration background","12","","",""
"Min 1x per month","1994","Not Working","indirect migration background","16","","",""
"Rarely","1994","Full Time","no migration background","1062","0.232131886602188","0.219931323024478","0.244332450179899"
"Rarely","1994","Full Time","direct migration background","211","0.196734377852474","0.173220912480223","0.220247843224725"
"Rarely","1994","Full Time","indirect migration background","60","0.351662350865303","0.287538167432417","0.415786534298189"
"Rarely","1994","Part Time","no migration background","381","0.209992397664532","0.19129025669842","0.228694538630644"
"Rarely","1994","Part Time","direct migration background","72","0.182086431023152","0.14517881920706","0.218994042839243"
"Rarely","1994","Part Time","indirect migration background","35","0.375935063770073","0.285005281677415","0.466864845862732"
"Rarely","1994","Not Working","no migration background","369","0.0963014714345718","0.0864986943766581","0.106104248492485"
"Rarely","1994","Not Working","direct migration background","70","0.0769240564256489","0.0587408310348582","0.0951072818164396"
"Rarely","1994","Not Working","indirect migration background","24","","",""
"Never","1994","Full Time","no migration background","2063","0.410452332668861","0.396236902642313","0.424667762695409"
"Never","1994","Full Time","direct migration background","646","0.544260240226959","0.514801872101864","0.573718608352054"
"Never","1994","Full Time","indirect migration background","51","0.200923450417345","0.147112855202688","0.254734045632002"
"Never","1994","Part Time","no migration background","858","0.434705922060181","0.411944001624229","0.457467842496133"
"Never","1994","Part Time","direct migration background","268","0.546498597650963","0.498887599226027","0.594109596075898"
"Never","1994","Part Time","indirect migration background","30","0.260482268783504","0.178087769147143","0.342876768419865"
"Never","1994","Not Working","no migration background","2382","0.704720857568296","0.689562720676521","0.719878994460071"
"Never","1994","Not Working","direct migration background","664","0.793068841386445","0.765425565691879","0.820712117081011"
"Never","1994","Not Working","indirect migration background","47","0.322534322906606","0.25142514393528","0.393643501877932"
"Daily","1995","Full Time","no migration background","213","0.0495030638089697","0.0431856644683419","0.0558204631495976"
"Daily","1995","Full Time","direct migration background","35","0.0421552779295209","0.0305566405427373","0.0537539153163045"
"Daily","1995","Full Time","indirect migration background","21","","",""
"Daily","1995","Part Time","no migration background","98","0.0576459607997761","0.0472124967531118","0.0680794248464404"
"Daily","1995","Part Time","direct migration background","21","","",""
"Daily","1995","Part Time","indirect migration background","14","","",""
"Daily","1995","Not Working","no migration background","159","0.0412195031449916","0.034654054825804","0.0477849514641792"
"Daily","1995","Not Working","direct migration background","40","0.0539022512953373","0.0405144435590066","0.0672900590316681"
"Daily","1995","Not Working","indirect migration background","18","","",""
"Min 1x per week","1995","Full Time","no migration background","1196","0.291929365065692","0.278688263589419","0.305170466541965"
"Min 1x per week","1995","Full Time","direct migration background","171","0.18263895352915","0.160337297630472","0.204940609427828"
"Min 1x per week","1995","Full Time","indirect migration background","66","0.311511714241607","0.247961286743445","0.375062141739768"
"Min 1x per week","1995","Part Time","no migration background","509","0.29583309909518","0.275401694698187","0.316264503492173"
"Min 1x per week","1995","Part Time","direct migration background","80","0.212087161420705","0.1776724029393","0.246501919902109"
"Min 1x per week","1995","Part Time","indirect migration background","36","0.27645965295471","0.201015000377461","0.351904305531959"
"Min 1x per week","1995","Not Working","no migration background","639","0.161199992465041","0.149055898004661","0.173344086925421"
"Min 1x per week","1995","Not Working","direct migration background","106","0.128521535727891","0.108680958962335","0.148362112493447"
"Min 1x per week","1995","Not Working","indirect migration background","63","0.324245883324688","0.254087169088958","0.394404597560418"
"Min 1x per month","1995","Full Time","no migration background","436","0.104036130829708","0.0951444416080139","0.112927820051402"
"Min 1x per month","1995","Full Time","direct migration background","70","0.0648642594666757","0.0506483876949662","0.0790801312383852"
"Min 1x per month","1995","Full Time","indirect migration background","27","","",""
"Min 1x per month","1995","Part Time","no migration background","137","0.0743689539605559","0.0626239862443954","0.0861139216767164"
"Min 1x per month","1995","Part Time","direct migration background","33","0.070910025438052","0.0493012002947116","0.0925188505813924"
"Min 1x per month","1995","Part Time","indirect migration background","20","","",""
"Min 1x per month","1995","Not Working","no migration background","187","0.0484753653321043","0.0413824630143177","0.0555682676498909"
"Min 1x per month","1995","Not Working","direct migration background","36","0.0310355869130679","0.0207549054072896","0.0413162684188463"
"Min 1x per month","1995","Not Working","indirect migration background","14","","",""
"Rarely","1995","Full Time","no migration background","1319","0.272519348125678","0.259551846084309","0.285486850167047"
"Rarely","1995","Full Time","direct migration background","232","0.22133966729542","0.197376893435542","0.245302441155298"
"Rarely","1995","Full Time","indirect migration background","46","0.229495997235924","0.171791718833366","0.287200275638482"
"Rarely","1995","Part Time","no migration background","514","0.255370503366671","0.235849932296787","0.274891074436554"
"Rarely","1995","Part Time","direct migration background","86","0.170965343182649","0.139270483605249","0.202660202760049"
"Rarely","1995","Part Time","indirect migration background","33","0.269398042825777","0.194560617028431","0.344235468623124"
"Rarely","1995","Not Working","no migration background","544","0.143934579872285","0.13234174994177","0.1555274098028"
"Rarely","1995","Not Working","direct migration background","134","0.132013003180113","0.1119450548064","0.152080951553825"
"Rarely","1995","Not Working","indirect migration background","29","","",""
"Never","1995","Full Time","no migration background","1365","0.282012092169952","0.26890702169062","0.295117162649285"
"Never","1995","Full Time","direct migration background","645","0.489001841779233","0.460148351708848","0.517855331849618"
"Never","1995","Full Time","indirect migration background","44","0.225830582734818","0.168452981169834","0.283208184299801"
"Never","1995","Part Time","no migration background","659","0.316781482777817","0.295955920185964","0.33760704536967"
"Never","1995","Part Time","direct migration background","322","0.469729983113064","0.427713361981048","0.511746604245079"
"Never","1995","Part Time","indirect migration background","32","0.207469340614183","0.139067749181255","0.275870932047112"
"Never","1995","Not Working","no migration background","1993","0.605170559185579","0.589027082323806","0.621314036047352"
"Never","1995","Not Working","direct migration background","777","0.654527622883591","0.626336740863614","0.682718504903569"
"Never","1995","Not Working","indirect migration background","47","0.301949923501925","0.233138461164603","0.370761385839246"
"Daily","1996","Full Time","no migration background","","","",""
"Daily","1996","Full Time","direct migration background","","","",""
"Daily","1996","Full Time","indirect migration background","","","",""
"Daily","1996","Part Time","no migration background","","","",""
"Daily","1996","Part Time","direct migration background","","","",""
"Daily","1996","Part Time","indirect migration background","","","",""
"Daily","1996","Not Working","no migration background","","","",""
"Daily","1996","Not Working","direct migration background","","","",""
"Daily","1996","Not Working","indirect migration background","","","",""
"Min 1x per week","1996","Full Time","no migration background","1219","0.297531329336236","0.284172453118492","0.31089020555398"
"Min 1x per week","1996","Full Time","direct migration background","158","0.201072880050525","0.176268524061928","0.225877236039122"
"Min 1x per week","1996","Full Time","indirect migration background","71","0.321406822128287","0.259554170357573","0.383259473899001"
"Min 1x per week","1996","Part Time","no migration background","521","0.30417338690721","0.283790588812624","0.324556185001796"
"Min 1x per week","1996","Part Time","direct migration background","80","0.176090608395305","0.145198361927975","0.206982854862635"
"Min 1x per week","1996","Part Time","indirect migration background","41","0.330759723171192","0.254960530802285","0.4065589155401"
"Min 1x per week","1996","Not Working","no migration background","649","0.181323250410113","0.168402964144033","0.194243536676192"
"Min 1x per week","1996","Not Working","direct migration background","90","0.126221202243381","0.105820688261234","0.146621716225527"
"Min 1x per week","1996","Not Working","indirect migration background","63","0.415933801482286","0.343322436296294","0.488545166668278"
"Min 1x per month","1996","Full Time","no migration background","384","0.0862775266176758","0.0780731405024175","0.0944819127329341"
"Min 1x per month","1996","Full Time","direct migration background","76","0.0872011499634742","0.0697410682146651","0.104661231712283"
"Min 1x per month","1996","Full Time","indirect migration background","34","0.164306770677244","0.115229861275737","0.213383680078752"
"Min 1x per month","1996","Part Time","no migration background","135","0.0654008702825542","0.0544472639617463","0.076354476603362"
"Min 1x per month","1996","Part Time","direct migration background","36","0.0735438361899068","0.0523735248552972","0.0947141475245165"
"Min 1x per month","1996","Part Time","indirect migration background","19","","",""
"Min 1x per month","1996","Not Working","no migration background","184","0.0541217256078243","0.0465343322023216","0.061709119013327"
"Min 1x per month","1996","Not Working","direct migration background","34","0.0450159641436281","0.0322793047206084","0.0577526235666479"
"Min 1x per month","1996","Not Working","indirect migration background","20","","",""
"Rarely","1996","Full Time","no migration background","1188","0.264612098955026","0.251722091056382","0.277502106853671"
"Rarely","1996","Full Time","direct migration background","199","0.207269406400897","0.182183601756713","0.232355211045082"
"Rarely","1996","Full Time","indirect migration background","60","0.253831077097782","0.196192001308751","0.311470152886813"
"Rarely","1996","Part Time","no migration background","481","0.249139244440325","0.229976687746034","0.268301801134616"
"Rarely","1996","Part Time","direct migration background","111","0.201331765825546","0.16880948283632","0.233854048814771"
"Rarely","1996","Part Time","indirect migration background","46","0.247702791442307","0.17815595029436","0.317249632590255"
"Rarely","1996","Not Working","no migration background","458","0.118738981528505","0.107891270693641","0.129586692363369"
"Rarely","1996","Not Working","direct migration background","116","0.118565628625678","0.0987070300502055","0.13842422720115"
"Rarely","1996","Not Working","indirect migration background","41","0.257198955200141","0.192806896419373","0.321591013980909"
"Never","1996","Full Time","no migration background","1708","0.351579045091062","0.33762724945125","0.365530840730874"
"Never","1996","Full Time","direct migration background","570","0.504456563585104","0.473514421422148","0.535398705748059"
"Never","1996","Full Time","indirect migration background","54","0.260455330096686","0.20232873765752","0.318581922535853"
"Never","1996","Part Time","no migration background","820","0.381286498369911","0.359767443729826","0.402805553009995"
"Never","1996","Part Time","direct migration background","357","0.549033789589242","0.508677316410222","0.589390262768262"
"Never","1996","Part Time","indirect migration background","42","0.269859534843596","0.198345822028321","0.34137324765887"
"Never","1996","Not Working","no migration background","2125","0.645816042453559","0.629777754091961","0.661854330815156"
"Never","1996","Not Working","direct migration background","778","0.710197204987313","0.682328616915168","0.738065793059459"
"Never","1996","Not Working","indirect migration background","53","0.237246567059644","0.174577459266434","0.299915674852855"
"Daily","1997","Full Time","no migration background","","","",""
"Daily","1997","Full Time","direct migration background","","","",""
"Daily","1997","Full Time","indirect migration background","","","",""
"Daily","1997","Part Time","no migration background","","","",""
"Daily","1997","Part Time","direct migration background","","","",""
"Daily","1997","Part Time","indirect migration background","","","",""
"Daily","1997","Not Working","no migration background","","","",""
"Daily","1997","Not Working","direct migration background","","","",""
"Daily","1997","Not Working","indirect migration background","","","",""
"Min 1x per week","1997","Full Time","no migration background","1235","0.318107272645224","0.304330082280592","0.331884463009856"
"Min 1x per week","1997","Full Time","direct migration background","160","0.204126688721186","0.178482624796476","0.229770752645896"
"Min 1x per week","1997","Full Time","indirect migration background","92","0.385461554776203","0.322424572702348","0.448498536850059"
"Min 1x per week","1997","Part Time","no migration background","497","0.286251713538854","0.265841186054744","0.306662241022965"
"Min 1x per week","1997","Part Time","direct migration background","64","0.177219719493921","0.144272315600087","0.210167123387754"
"Min 1x per week","1997","Part Time","indirect migration background","48","0.367871696351513","0.288556806672346","0.447186586030681"
"Min 1x per week","1997","Not Working","no migration background","692","0.192965441308853","0.179820144577611","0.206110738040095"
"Min 1x per week","1997","Not Working","direct migration background","99","0.132296779940908","0.111339183369146","0.153254376512671"
"Min 1x per week","1997","Not Working","indirect migration background","85","0.406546117111489","0.337955710951588","0.47513652327139"
"Min 1x per month","1997","Full Time","no migration background","346","0.0759496888726821","0.068113107649392","0.0837862700959723"
"Min 1x per month","1997","Full Time","direct migration background","57","0.079569138225835","0.0623511305124797","0.0967871459391903"
"Min 1x per month","1997","Full Time","indirect migration background","31","0.122909540840101","0.0803844410502587","0.165434640629942"
"Min 1x per month","1997","Part Time","no migration background","115","0.0613915408917328","0.0505521684039802","0.0722309133794854"
"Min 1x per month","1997","Part Time","direct migration background","19","","",""
"Min 1x per month","1997","Part Time","indirect migration background","15","","",""
"Min 1x per month","1997","Not Working","no migration background","132","0.0349887613833893","0.0288678649795108","0.0411096577872677"
"Min 1x per month","1997","Not Working","direct migration background","26","","",""
"Min 1x per month","1997","Not Working","indirect migration background","22","","",""
"Rarely","1997","Full Time","no migration background","1126","0.25308161008046","0.240220374259233","0.265942845901687"
"Rarely","1997","Full Time","direct migration background","182","0.192809990771703","0.167710342208481","0.217909639334925"
"Rarely","1997","Full Time","indirect migration background","67","0.346679146966235","0.28503987937521","0.408318414557261"
"Rarely","1997","Part Time","no migration background","428","0.237502946936698","0.218287024904907","0.25671886896849"
"Rarely","1997","Part Time","direct migration background","77","0.166739139144285","0.13457791956388","0.19890035872469"
"Rarely","1997","Part Time","indirect migration background","31","0.15952032798612","0.0992955035316046","0.219745152440635"
"Rarely","1997","Not Working","no migration background","418","0.104842147774746","0.0946373987850502","0.115046896764442"
"Rarely","1997","Not Working","direct migration background","102","0.102062556660164","0.0833368809921852","0.120788232328143"
"Rarely","1997","Not Working","indirect migration background","48","0.253490857972479","0.19274541632717","0.314236299617788"
"Never","1997","Full Time","no migration background","1683","0.352861428401634","0.33872575287226","0.366997103931009"
"Never","1997","Full Time","direct migration background","550","0.523494182281276","0.49171775853336","0.555270606029192"
"Never","1997","Full Time","indirect migration background","39","0.144949757417461","0.0993528998023155","0.190546615032606"
"Never","1997","Part Time","no migration background","844","0.414853798632714","0.392605983231802","0.437101614033627"
"Never","1997","Part Time","direct migration background","356","0.621515836293489","0.579667981885839","0.663363690701138"
"Never","1997","Part Time","indirect migration background","48","0.319931001327792","0.243211005536728","0.396650997118857"
"Never","1997","Not Working","no migration background","2220","0.667203649533012","0.651507141618001","0.682900157448022"
"Never","1997","Not Working","direct migration background","777","0.741927220393042","0.714860665136589","0.768993775649495"
"Never","1997","Not Working","indirect migration background","42","0.237470302573086","0.178048200378171","0.296892404768001"
"Daily","1998","Full Time","no migration background","235","0.053484939443626","0.0471448603246322","0.0598250185626197"
"Daily","1998","Full Time","direct migration background","28","","",""
"Daily","1998","Full Time","indirect migration background","16","","",""
"Daily","1998","Part Time","no migration background","130","0.0591788373470636","0.049300938619183","0.0690567360749441"
"Daily","1998","Part Time","direct migration background","19","","",""
"Daily","1998","Part Time","indirect migration background","10","","",""
"Daily","1998","Not Working","no migration background","195","0.045815172746359","0.0394699201785413","0.0521604253141767"
"Daily","1998","Not Working","direct migration background","24","","",""
"Daily","1998","Not Working","indirect migration background","24","","",""
"Min 1x per week","1998","Full Time","no migration background","1397","0.311064480682795","0.298019913951304","0.324109047414286"
"Min 1x per week","1998","Full Time","direct migration background","125","0.191641609823577","0.165622014738055","0.217661204909099"
"Min 1x per week","1998","Full Time","indirect migration background","68","0.340744812308628","0.281275271910081","0.400214352707175"
"Min 1x per week","1998","Part Time","no migration background","619","0.313925163216878","0.294497228924814","0.333353097508943"
"Min 1x per week","1998","Part Time","direct migration background","75","0.203568747835028","0.168826897936086","0.238310597733971"
"Min 1x per week","1998","Part Time","indirect migration background","46","0.33025676318639","0.254741457418887","0.405772068953894"
"Min 1x per week","1998","Not Working","no migration background","794","0.186054315730979","0.174244433068421","0.197864198393537"
"Min 1x per week","1998","Not Working","direct migration background","82","0.109536136458012","0.090227486060362","0.128844786855661"
"Min 1x per week","1998","Not Working","indirect migration background","63","0.318169551897662","0.254565909864435","0.38177319393089"
"Min 1x per month","1998","Full Time","no migration background","500","0.106292725144792","0.0976078300606274","0.114977620228957"
"Min 1x per month","1998","Full Time","direct migration background","55","0.0664640534559867","0.0499971253917745","0.082930981520199"
"Min 1x per month","1998","Full Time","indirect migration background","39","0.132491089913957","0.0899524611510158","0.175029718676899"
"Min 1x per month","1998","Part Time","no migration background","191","0.0930329452525776","0.0808727105555206","0.105193179949635"
"Min 1x per month","1998","Part Time","direct migration background","37","0.0801151536967117","0.0566918953977887","0.103538411995635"
"Min 1x per month","1998","Part Time","indirect migration background","15","","",""
"Min 1x per month","1998","Not Working","no migration background","215","0.0458469157681101","0.0394995710099287","0.0521942605262914"
"Min 1x per month","1998","Not Working","direct migration background","31","0.0306279065494069","0.0199749790024751","0.0412808340963388"
"Min 1x per month","1998","Not Working","indirect migration background","23","","",""
"Rarely","1998","Full Time","no migration background","1357","0.264396518649088","0.251969558283989","0.276823479014186"
"Rarely","1998","Full Time","direct migration background","196","0.235250495753866","0.207210462186504","0.263290529321228"
"Rarely","1998","Full Time","indirect migration background","74","0.308694602363219","0.250731360203114","0.366657844523323"
"Rarely","1998","Part Time","no migration background","595","0.258240789232699","0.239918838533378","0.276562739932019"
"Rarely","1998","Part Time","direct migration background","99","0.185467364785127","0.151931366741604","0.21900336282865"
"Rarely","1998","Part Time","indirect migration background","34","0.204057894801643","0.139347746154225","0.26876804344906"
"Rarely","1998","Not Working","no migration background","685","0.155162084168442","0.144174366373726","0.166149801963158"
"Rarely","1998","Not Working","direct migration background","119","0.12599185610765","0.105475792502887","0.146507919712414"
"Rarely","1998","Not Working","indirect migration background","44","0.161729618370554","0.111448917526488","0.21201031921462"
"Never","1998","Full Time","no migration background","1349","0.264761336079699","0.252328889276795","0.277193782882604"
"Never","1998","Full Time","direct migration background","475","0.474229194560989","0.441219156094462","0.507239233027517"
"Never","1998","Full Time","indirect migration background","47","0.157944237309323","0.11218534567001","0.203703128948635"
"Never","1998","Part Time","no migration background","657","0.275622264950782","0.256916842915355","0.294327686986208"
"Never","1998","Part Time","direct migration background","286","0.481457987863974","0.438346360901172","0.524569614826775"
"Never","1998","Part Time","indirect migration background","44","0.300637427181473","0.227012026161973","0.374262828200973"
"Never","1998","Not Working","no migration background","2282","0.56712151158611","0.552084931949223","0.582158091222997"
"Never","1998","Not Working","direct migration background","749","0.708379333634589","0.680279279898607","0.736479387370571"
"Never","1998","Not Working","indirect migration background","52","0.223567658977871","0.166673094286229","0.280462223669513"
"Daily","1999","Full Time","no migration background","","","",""
"Daily","1999","Full Time","direct migration background","","","",""
"Daily","1999","Full Time","indirect migration background","","","",""
"Daily","1999","Part Time","no migration background","","","",""
"Daily","1999","Part Time","direct migration background","","","",""
"Daily","1999","Part Time","indirect migration background","","","",""
"Daily","1999","Not Working","no migration background","","","",""
"Daily","1999","Not Working","direct migration background","","","",""
"Daily","1999","Not Working","indirect migration background","","","",""
"Min 1x per week","1999","Full Time","no migration background","1376","0.312179488965776","0.298973915532743","0.325385062398809"
"Min 1x per week","1999","Full Time","direct migration background","146","0.237222995984992","0.208524835709398","0.265921156260586"
"Min 1x per week","1999","Full Time","indirect migration background","78","0.321421652562082","0.262702129706546","0.380141175417619"
"Min 1x per week","1999","Part Time","no migration background","652","0.321027015805347","0.301909450409445","0.340144581201248"
"Min 1x per week","1999","Part Time","direct migration background","79","0.233722866525495","0.195049434899741","0.272396298151248"
"Min 1x per week","1999","Part Time","indirect migration background","51","0.336224889946442","0.266031069793964","0.40641871009892"
"Min 1x per week","1999","Not Working","no migration background","743","0.189012826913012","0.176567833640571","0.201457820185453"
"Min 1x per week","1999","Not Working","direct migration background","79","0.106251326482337","0.0860398869327165","0.126462766031957"
"Min 1x per week","1999","Not Working","indirect migration background","84","0.455179727697384","0.384923064101635","0.525436391293133"
"Min 1x per month","1999","Full Time","no migration background","407","0.0828610672236081","0.0750049067348481","0.0907172277123681"
"Min 1x per month","1999","Full Time","direct migration background","59","0.0770757613024833","0.0590821305014829","0.0950693921034836"
"Min 1x per month","1999","Full Time","indirect migration background","28","","",""
"Min 1x per month","1999","Part Time","no migration background","185","0.0834265112246002","0.0721032576430615","0.0947497648061389"
"Min 1x per month","1999","Part Time","direct migration background","29","","",""
"Min 1x per month","1999","Part Time","indirect migration background","31","0.2020118269077","0.142355007903667","0.261668645911733"
"Min 1x per month","1999","Not Working","no migration background","146","0.0329435106386152","0.027269986648623","0.0386170346286073"
"Min 1x per month","1999","Not Working","direct migration background","25","","",""
"Min 1x per month","1999","Not Working","indirect migration background","17","","",""
"Rarely","1999","Full Time","no migration background","1257","0.262852451411972","0.250308026701078","0.275396876122867"
"Rarely","1999","Full Time","direct migration background","160","0.190754839658683","0.164248198071762","0.217261481245605"
"Rarely","1999","Full Time","indirect migration background","85","0.383918015273053","0.322769846604429","0.445066183941677"
"Rarely","1999","Part Time","no migration background","526","0.209571362550432","0.192905306113163","0.226237418987701"
"Rarely","1999","Part Time","direct migration background","93","0.196090613166589","0.159807785392168","0.232373440941011"
"Rarely","1999","Part Time","indirect migration background","41","0.205112285279815","0.145116299157181","0.265108271402448"
"Rarely","1999","Not Working","no migration background","504","0.122887847867672","0.11245208822001","0.133323607515334"
"Rarely","1999","Not Working","direct migration background","70","0.0706587688666696","0.0538516606109533","0.0874658771223859"
"Rarely","1999","Not Working","indirect migration background","45","0.207537677058578","0.150323029925313","0.264752324191843"
"Never","1999","Full Time","no migration background","1690","0.342106992398644","0.328587009839128","0.35562697495816"
"Never","1999","Full Time","direct migration background","479","0.494946403053842","0.461215754770629","0.528677051337054"
"Never","1999","Full Time","indirect migration background","52","0.205358621916908","0.154567592778982","0.256149651054833"
"Never","1999","Part Time","no migration background","928","0.385975110419621","0.366040480187847","0.405909740651395"
"Never","1999","Part Time","direct migration background","259","0.507649258004058","0.461962709298494","0.553335806709622"
"Never","1999","Part Time","indirect migration background","51","0.256650997866043","0.191751501463683","0.321550494268403"
"Never","1999","Not Working","no migration background","2409","0.655155814580701","0.640047160135728","0.670264469025673"
"Never","1999","Not Working","direct migration background","719","0.77945131372275","0.752257564022005","0.806645063423496"
"Never","1999","Not Working","indirect migration background","47","0.250576984255167","0.18944006662234","0.311713901887994"
"Daily","2000","Full Time","no migration background","","","",""
"Daily","2000","Full Time","direct migration background","","","",""
"Daily","2000","Full Time","indirect migration background","","","",""
"Daily","2000","Part Time","no migration background","","","",""
"Daily","2000","Part Time","direct migration background","","","",""
"Daily","2000","Part Time","indirect migration background","","","",""
"Daily","2000","Not Working","no migration background","","","",""
"Daily","2000","Not Working","direct migration background","","","",""
"Daily","2000","Not Working","indirect migration background","","","",""
"Min 1x per week","2000","Full Time","no migration background","","","",""
"Min 1x per week","2000","Full Time","direct migration background","","","",""
"Min 1x per week","2000","Full Time","indirect migration background","","","",""
"Min 1x per week","2000","Part Time","no migration background","","","",""
"Min 1x per week","2000","Part Time","direct migration background","","","",""
"Min 1x per week","2000","Part Time","indirect migration background","","","",""
"Min 1x per week","2000","Not Working","no migration background","","","",""
"Min 1x per week","2000","Not Working","direct migration background","","","",""
"Min 1x per week","2000","Not Working","indirect migration background","","","",""
"Min 1x per month","2000","Full Time","no migration background","","","",""
"Min 1x per month","2000","Full Time","direct migration background","","","",""
"Min 1x per month","2000","Full Time","indirect migration background","","","",""
"Min 1x per month","2000","Part Time","no migration background","","","",""
"Min 1x per month","2000","Part Time","direct migration background","","","",""
"Min 1x per month","2000","Part Time","indirect migration background","","","",""
"Min 1x per month","2000","Not Working","no migration background","","","",""
"Min 1x per month","2000","Not Working","direct migration background","","","",""
"Min 1x per month","2000","Not Working","indirect migration background","","","",""
"Rarely","2000","Full Time","no migration background","","","",""
"Rarely","2000","Full Time","direct migration background","","","",""
"Rarely","2000","Full Time","indirect migration background","","","",""
"Rarely","2000","Part Time","no migration background","","","",""
"Rarely","2000","Part Time","direct migration background","","","",""
"Rarely","2000","Part Time","indirect migration background","","","",""
"Rarely","2000","Not Working","no migration background","","","",""
"Rarely","2000","Not Working","direct migration background","","","",""
"Rarely","2000","Not Working","indirect migration background","","","",""
"Never","2000","Full Time","no migration background","","","",""
"Never","2000","Full Time","direct migration background","","","",""
"Never","2000","Full Time","indirect migration background","","","",""
"Never","2000","Part Time","no migration background","","","",""
"Never","2000","Part Time","direct migration background","","","",""
"Never","2000","Part Time","indirect migration background","","","",""
"Never","2000","Not Working","no migration background","","","",""
"Never","2000","Not Working","direct migration background","","","",""
"Never","2000","Not Working","indirect migration background","","","",""
"Daily","2001","Full Time","no migration background","","","",""
"Daily","2001","Full Time","direct migration background","","","",""
"Daily","2001","Full Time","indirect migration background","","","",""
"Daily","2001","Part Time","no migration background","","","",""
"Daily","2001","Part Time","direct migration background","","","",""
"Daily","2001","Part Time","indirect migration background","","","",""
"Daily","2001","Not Working","no migration background","","","",""
"Daily","2001","Not Working","direct migration background","","","",""
"Daily","2001","Not Working","indirect migration background","","","",""
"Min 1x per week","2001","Full Time","no migration background","2377","0.323332685410774","0.312822830923055","0.333842539898492"
"Min 1x per week","2001","Full Time","direct migration background","222","0.228698271355506","0.203889913101367","0.253506629609646"
"Min 1x per week","2001","Full Time","indirect migration background","117","0.39447729427206","0.340844679444151","0.448109909099969"
"Min 1x per week","2001","Part Time","no migration background","1357","0.356896592745292","0.341843384080052","0.371949801410531"
"Min 1x per week","2001","Part Time","direct migration background","128","0.20346712504037","0.17327548423628","0.23365876584446"
"Min 1x per week","2001","Part Time","indirect migration background","79","0.36562864165588","0.302133010875274","0.429124272436487"
"Min 1x per week","2001","Not Working","no migration background","1394","0.197799055845516","0.188236606934492","0.207361504756539"
"Min 1x per week","2001","Not Working","direct migration background","128","0.125488143671977","0.106241227341346","0.144735060002607"
"Min 1x per week","2001","Not Working","indirect migration background","87","0.412186747581995","0.348710857434625","0.475662637729365"
"Min 1x per month","2001","Full Time","no migration background","651","0.084937913930788","0.0786737895140399","0.091202038347536"
"Min 1x per month","2001","Full Time","direct migration background","78","0.0813127332736379","0.0651684949546654","0.0974569715926104"
"Min 1x per month","2001","Full Time","indirect migration background","33","0.0995869765422636","0.0667264205608826","0.132447532523645"
"Min 1x per month","2001","Part Time","no migration background","244","0.0630596997144318","0.0554222320498825","0.0706971673789811"
"Min 1x per month","2001","Part Time","direct migration background","35","0.064572289281864","0.0461405657905188","0.0830040127732092"
"Min 1x per month","2001","Part Time","indirect migration background","21","","",""
"Min 1x per month","2001","Not Working","no migration background","265","0.0378110065325809","0.0332321741252907","0.0423898389398712"
"Min 1x per month","2001","Not Working","direct migration background","30","0.038141026403911","0.0270127257999271","0.049269327007895"
"Min 1x per month","2001","Not Working","indirect migration background","15","","",""
"Rarely","2001","Full Time","no migration background","1719","0.219934531436133","0.210627813820209","0.229241249052058"
"Rarely","2001","Full Time","direct migration background","178","0.159748481570502","0.138107475147576","0.181389487993429"
"Rarely","2001","Full Time","indirect migration background","68","0.239133866797875","0.192325076286063","0.285942657309688"
"Rarely","2001","Part Time","no migration background","750","0.188736091557666","0.17644116236443","0.201031020750901"
"Rarely","2001","Part Time","direct migration background","92","0.138164401753672","0.112285369373494","0.16404343413385"
"Rarely","2001","Part Time","indirect migration background","56","0.271847647280883","0.213189833552445","0.330505461009321"
"Rarely","2001","Not Working","no migration background","684","0.0903985920301471","0.0835148936706574","0.0972822903896367"
"Rarely","2001","Not Working","direct migration background","103","0.0909156853197909","0.0742125326507805","0.107618837988801"
"Rarely","2001","Not Working","indirect migration background","42","0.15678191761372","0.109894097446544","0.203669737780895"
"Never","2001","Full Time","no migration background","2862","0.371794869222305","0.360935946696163","0.382653791748448"
"Never","2001","Full Time","direct migration background","623","0.530240513800353","0.500760433323068","0.559720594277638"
"Never","2001","Full Time","indirect migration background","101","0.266801862387801","0.218266547178003","0.3153371775976"
"Never","2001","Part Time","no migration background","1540","0.391307615982611","0.375972906245265","0.406642325719957"
"Never","2001","Part Time","direct migration background","428","0.593796183924094","0.556963917803108","0.630628450045079"
"Never","2001","Part Time","indirect migration background","65","0.275706805059076","0.216790853097149","0.334622757021003"
"Never","2001","Not Working","no migration background","4323","0.673991345591756","0.662738634700035","0.685244056483478"
