"ple0160","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","48","0.0524515729177034","0.0388893967953622","0.0660137490400445","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","43","0.0751969060508295","0.0557995052427505","0.0945943068589085","1"
"Yes","2014","35-65 y.","1-pers.-HH","36","0.0249229233093216","0.0171421122765045","0.0327037343421386","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","82","0.0209132336987328","0.0163406687704878","0.0254857986269777","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","1-pers.-HH","616","0.916035155730091","0.895003925681906","0.937066385778276","2"
"No","2015","16-34 y.","(Married) couple without C. ","779","0.930854424836076","0.913819062544759","0.947889787127393","2"
"No","2015","16-34 y.","Single parent ","774","0.965984318121829","0.953462286980466","0.978506349263192","2"
"No","2015","16-34 y.","Couple + C. LE 16 ","1379","0.924778953677959","0.911328203791905","0.938229703564014","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","898","0.923086180151567","0.906169117583066","0.940003242720068","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","661","0.925269241660181","0.905940790778933","0.94459769254143","2"
"No","2015","35-65 y.","1-pers.-HH","1432","0.976553358491134","0.968804859349089","0.984301857633179","2"
"No","2015","35-65 y.","(Married) couple without C. ","3377","0.983575949703971","0.979338492669571","0.987813406738371","2"
"No","2015","35-65 y.","Single parent ","1405","0.975428765064955","0.967452031301908","0.983405498828001","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","4405","0.963972556189772","0.958583050583371","0.969362061796173","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","1710","0.981027291934296","0.974633501564474","0.987421082304118","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","1383","0.955291663887375","0.944610197071039","0.96597313070371","2"
"No","2015","66 and older","1-pers.-HH","1371","0.98949776138447","0.984132903657594","0.994862619111347","2"
"No","2015","66 and older","(Married) couple without C. ","3169","0.991736480320723","0.988595990956783","0.994876969684663","2"
"No","2015","66 and older","Single parent ","75","1","1","1","2"
"No","2015","66 and older","Couple + C. LE 16 ","10","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","196","0.997927790094507","0.991577677745454","1.00427790244356","2"
"No","2015","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2015","16-34 y.","1-pers.-HH","52","0.0839648442699085","0.0629336142217236","0.104996074318093","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","73","0.0691455751639242","0.0521102128726073","0.0861809374552412","1"
"Yes","2015","16-34 y.","Single parent ","31","0.0340156818781711","0.021493650736808","0.0465377130195341","1"
"Yes","2015","35-65 y.","Single parent ","42","0.0245712349350454","0.0165945011719987","0.032547968698092","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","188","0.0360274438102277","0.030637938203827","0.0414169494166284","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","39","0.0189727080657037","0.0125789176958817","0.0253664984355258","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","55","0.0447083361126251","0.0340268692962895","0.0553898029289606","1"
"Yes","2015","66 and older","1-pers.-HH","16","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","98","0.0752210463220407","0.0617702964359863","0.0886717962080951","1"
"Yes","2015","35-65 y.","1-pers.-HH","33","0.0234466415088663","0.015698142366821","0.0311951406509115","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","79","0.0164240502960291","0.0121865932616288","0.0206615073304294","1"
"Yes","2015","66 and older","(Married) couple without C. ","23","","","","1"
"Yes","2015","66 and older","Single parent ","","","","","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","55","0.0769138198484329","0.059996757279932","0.0938308824169338","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","50","0.0747307583398186","0.0554023074585699","0.0940592092210673","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2016","16-34 y.","1-pers.-HH","634","0.913046864417628","0.891900044733267","0.93419368410199","2"
"No","2016","16-34 y.","(Married) couple without C. ","827","0.895193104982331","0.875324563202125","0.915061646762537","2"
"No","2016","16-34 y.","Single parent ","692","0.939761401198649","0.9225605216859","0.956962280711398","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","1322","0.926960571468768","0.913417433907555","0.940503709029982","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","833","0.924992357485747","0.907725982768791","0.942258732202703","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","620","0.952043919008461","0.935876631368114","0.968211206648808","2"
"No","2016","35-65 y.","1-pers.-HH","1429","0.986597782814346","0.980701458317475","0.992494107311216","2"
"No","2016","35-65 y.","(Married) couple without C. ","3287","0.972956250406031","0.967487729835805","0.978424770976257","2"
"No","2016","35-65 y.","Single parent ","1294","0.972131965239506","0.96330603184761","0.980957898631402","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","4167","0.959456047336679","0.953603686844266","0.965308407829092","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","1604","0.967245003115834","0.958664382650393","0.975825623581275","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","1351","0.971006172131269","0.962251329228218","0.979761015034321","2"
"No","2016","66 and older","1-pers.-HH","1335","0.994293999437973","0.990268588121938","0.998319410754008","2"
"No","2016","66 and older","(Married) couple without C. ","3026","0.989740095456293","0.986170839112173","0.993309351800413","2"
"No","2016","66 and older","Single parent ","71","1","1","1","2"
"No","2016","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","198","0.973364386073951","0.951049114585166","0.995679657562736","2"
"No","2016","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","60","0.0289938278687305","0.0202389849656789","0.0377486707717822","1"
"Yes","2016","66 and older","1-pers.-HH","10","","","","1"
"Yes","2016","16-34 y.","1-pers.-HH","48","0.0869531355823717","0.0658063158980105","0.108099955266733","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","86","0.104806895017669","0.0849383532374629","0.124675436797875","1"
"Yes","2016","16-34 y.","Single parent ","43","0.0602385988013509","0.0430377192886019","0.0774394783140999","1"
"Yes","2016","35-65 y.","Single parent ","42","0.0278680347604938","0.0190421013685976","0.03669396815239","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","196","0.0405439526633208","0.0346915921709079","0.0463963131557338","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","49","0.0327549968841656","0.0241743764187245","0.0413356173496067","1"
"Yes","2016","66 and older","(Married) couple without C. ","36","0.0102599045437067","0.0066906481995869","0.0138291608878266","1"
"Yes","2016","66 and older","Single parent ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2016","35-65 y.","1-pers.-HH","32","0.0134022171856542","0.00750589268878379","0.0192985416825246","1"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","96","0.0730394285312316","0.0594962909700182","0.0865825660924451","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","93","0.0270437495939691","0.0215752290237429","0.0325122701641953","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","51","0.047956080991539","0.0317887933511921","0.064123368631886","1"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","61","0.0750076425142533","0.0577412677972974","0.0922740172312093","1"
"No","2017","16-34 y.","1-pers.-HH","804","0.943217482397866","0.927795035617377","0.958639929178355","2"
"No","2017","16-34 y.","(Married) couple without C. ","959","0.916002326374087","0.899256379735777","0.932748273012397","2"
"No","2017","16-34 y.","Single parent ","767","0.954837707947406","0.940545792698756","0.969129623196056","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","1220","0.935996059057972","0.922741880678514","0.949250237437431","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","1019","0.946851642134264","0.933491233041008","0.960212051227519","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","651","0.931636561782088","0.912874053410289","0.950399070153888","2"
"No","2017","35-65 y.","1-pers.-HH","1652","0.970817736660357","0.96282833534827","0.978807137972444","2"
"No","2017","35-65 y.","(Married) couple without C. ","3766","0.970686022524143","0.965381024294417","0.975991020753869","2"
"No","2017","35-65 y.","Single parent ","1302","0.966862554547466","0.957331952699607","0.976393156395324","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","4360","0.948200873058495","0.941792958260974","0.954608787856017","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","1913","0.979614072760143","0.973361030956208","0.985867114564079","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","1472","0.963536899613057","0.95415398021402","0.972919819012095","2"
"No","2017","66 and older","1-pers.-HH","1366","0.990633664783452","0.985549643644253","0.995717685922651","2"
"No","2017","66 and older","(Married) couple without C. ","3212","0.984934792166397","0.980757788784154","0.989111795548641","2"
"No","2017","66 and older","Single parent ","71","1","1","1","2"
"No","2017","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","197","0.985223661541018","0.968625847139948","1.00182147594209","2"
"No","2017","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","61","0.036463100386943","0.0270801809879054","0.0458460197859805","1"
"Yes","2017","66 and older","1-pers.-HH","13","","","","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2017","16-34 y.","1-pers.-HH","61","0.0567825176021342","0.0413600708216449","0.0722049643826235","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","95","0.0839976736259129","0.0672517269876026","0.100743620264223","1"
"Yes","2017","16-34 y.","Single parent ","44","0.045162292052594","0.0308703768039439","0.059454207301244","1"
"Yes","2017","35-65 y.","Single parent ","53","0.0331374454525345","0.0236068436046755","0.0426680473003934","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","235","0.0517991269415047","0.0453912121439831","0.0582070417390263","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","49","0.0203859272398567","0.0141328854359209","0.0266389690437925","1"
"Yes","2017","66 and older","(Married) couple without C. ","55","0.0150652078336027","0.0108882044513591","0.0192422112158462","1"
"Yes","2017","66 and older","Single parent ","","","","","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","6","","","","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","35-65 y.","1-pers.-HH","53","0.0291822633396433","0.0211928620275561","0.0371716646517305","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","90","0.0640039409420277","0.0507497625625693","0.0772581193214862","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","64","0.0531483578657362","0.0397879487724805","0.0665087669589919","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","44","0.0683634382179116","0.0496009298461119","0.0871259465897114","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","118","0.0293139774758568","0.024008979246131","0.0346189757055827","1"
"No","2018","16-34 y.","1-pers.-HH","847","0.941112928341695","0.925792345187905","0.956433511495485","2"
"No","2018","16-34 y.","(Married) couple without C. ","950","0.916324461867751","0.899503662779043","0.933145260956459","2"
"No","2018","16-34 y.","Single parent ","764","0.941417966417065","0.925255370069186","0.957580562764944","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","1143","0.943521129723628","0.930471004681564","0.956571254765691","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","934","0.934420242610935","0.919007948582951","0.94983253663892","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","679","0.918190080486983","0.898142814625689","0.938237346348277","2"
"No","2018","35-65 y.","1-pers.-HH","1764","0.976229559892132","0.96921559508244","0.983243524701824","2"
"No","2018","35-65 y.","(Married) couple without C. ","3582","0.977509053629961","0.972717167516698","0.982300939743224","2"
"No","2018","35-65 y.","Single parent ","1277","0.969139551967374","0.959799496055567","0.978479607879181","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","4045","0.959157693006929","0.953196660040765","0.965118725973093","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","1789","0.983004010954119","0.977065695515847","0.988942326392392","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","1402","0.959805807309567","0.949744581542035","0.9698670330771","2"
"No","2018","66 and older","1-pers.-HH","1394","0.987362477817501","0.981534017297254","0.993190938337748","2"
"No","2018","66 and older","(Married) couple without C. ","3227","0.991377106757389","0.988205210580181","0.994549002934596","2"
"No","2018","66 and older","Single parent ","80","1","1","1","2"
"No","2018","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","192","0.988524337793016","0.973575296329128","1.0034733792569","2"
"No","2018","66 and older","Couple + C. LE and GT 16","6","","","","2"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","62","0.0401941926904325","0.0301329669229002","0.0502554184579649","1"
"Yes","2018","66 and older","1-pers.-HH","17","","","","1"
"Yes","2018","16-34 y.","Single parent ","47","0.058582033582935","0.0424194372350564","0.0747446299308136","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","16-34 y.","1-pers.-HH","60","0.0588870716583048","0.0435664885045148","0.0742076548120947","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","91","0.083675538132249","0.066854739043541","0.100496337220957","1"
"Yes","2018","35-65 y.","Single parent ","40","0.030860448032626","0.021520392120819","0.0402005039444331","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","190","0.040842306993071","0.0348812740269071","0.046803339959235","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","31","0.0169959890458808","0.0110576736076085","0.0229343044841532","1"
"Yes","2018","66 and older","(Married) couple without C. ","37","0.00862289324261103","0.00545099706540345","0.0117947894198186","1"
"Yes","2018","66 and older","Single parent ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","57","0.0655797573890648","0.0501674633610802","0.0809920514170493","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","59","0.0564788702763721","0.0434287452343088","0.0695289953184355","1"
"Yes","2018","35-65 y.","1-pers.-HH","48","0.0237704401078677","0.0167564752981757","0.0307844049175598","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","96","0.0224909463700387","0.0176990602567757","0.0272828324833016","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","39","0.0818099195130172","0.0617626536517233","0.101857185374311","1"
"No","2019","16-34 y.","1-pers.-HH","797","0.930210306968395","0.913161630675602","0.947258983261188","2"
"No","2019","16-34 y.","(Married) couple without C. ","934","0.911446500121738","0.893847033410298","0.929045966833178","2"
"No","2019","16-34 y.","Single parent ","698","0.955368484685362","0.940460442308982","0.970276527061742","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","959","0.942171380809431","0.927797311532869","0.956545450085992","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","849","0.939307619145018","0.923708580066246","0.95490665822379","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","637","0.952393746049219","0.93634226852507","0.968445223573368","2"
"No","2019","35-65 y.","1-pers.-HH","1896","0.981385913745454","0.975366917786989","0.98740490970392","2"
"No","2019","35-65 y.","(Married) couple without C. ","4060","0.98468819341337","0.980944239300495","0.988432147526245","2"
"No","2019","35-65 y.","Single parent ","1219","0.976988535695428","0.968676451264443","0.985300620126412","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","4007","0.951044733249036","0.944501143905433","0.957588322592639","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","1843","0.985520460895353","0.98011776542371","0.990923156366996","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","1464","0.979649414588319","0.972504019344918","0.98679480983172","2"
"No","2019","66 and older","1-pers.-HH","1443","0.98612469044344","0.980130739491726","0.992118641395153","2"
"No","2019","66 and older","(Married) couple without C. ","3379","0.990522938928435","0.987272447274229","0.99377343058264","2"
"No","2019","66 and older","Single parent ","78","1","1","1","2"
"No","2019","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","196","0.991603278268465","0.978925434073517","1.00428112246341","2"
"No","2019","66 and older","Couple + C. LE and GT 16","4","","","","2"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","36","0.0203505854116812","0.0132051901682803","0.027495980655082","1"
"Yes","2019","66 and older","1-pers.-HH","20","","","","1"
"Yes","2019","16-34 y.","Single parent ","39","0.044631515314638","0.0297234729382577","0.0595395576910182","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","170","0.0489552667509638","0.0424116774073604","0.0554988560945672","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","35","0.0144795391046468","0.0090768436330041","0.0198822345762895","1"
"Yes","2019","16-34 y.","1-pers.-HH","61","0.069789693031605","0.0527410167388122","0.0868383693243978","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","67","0.0885534998782621","0.0709540331668221","0.106152966589702","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","39","0.0476062539507813","0.0315547764266323","0.0636577314749303","1"
"Yes","2019","66 and older","(Married) couple without C. ","34","0.00947706107156541","0.00622656941735968","0.0127275527257711","1"
"Yes","2019","66 and older","Single parent ","","","","","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","54","0.0578286191905691","0.0434545499140075","0.0722026884671306","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","51","0.0606923808549822","0.0450933417762105","0.0762914199337539","1"
"Yes","2019","35-65 y.","1-pers.-HH","41","0.0186140862545456","0.0125950902960801","0.0246330822130111","1"
"Yes","2019","35-65 y.","Single parent ","31","0.0230114643045723","0.0146993798735875","0.0313235487355572","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","72","0.0153118065866301","0.0115678524737555","0.0190557606995048","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","","","","","1"
